BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMSAS;DRMLIB;REF;REF_TERR;REF_PED;REF_PSY;REF_GER;REF_AUT;NRML;NBLIB;NBSAL;NBINFLIB;NBINFSAL;NBMED;NBINF;CAR;SAMUSDIS
SMURSAMU;2024;270000367;CH GISORS;270000086;1;1;0;0;0;;0;0;;1;;;645;74;;;;;719;453;70;6;34;248;280;35;57;112;168;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;270000425;CH PONT-AUDEMER;270000102;1;1;0;0;0;;0;0;;2;;;629;;;;;;629;153;91;0;33;5;476;;;208;268;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;1;1;0;0;0;;0;0;;;;;391;29;;;;;420;206;75;2;16;113;179;12;32;65;114;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;270000458;CH VERNON CH EURE-SEINE;270023724;1;1;0;0;0;;0;0;0;2;0;0;770;;;2;;;772;227;105;5;44;258;666;86;141;275;391;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;280000084;CH DREUX;280000183;1;1;0;0;0;;0;1;2;3;1;;1103;258;63;80;410;;1914;860;250;15;94;501;501;38;59;356;145;207388;0;195750;144618;129613;105513;0;43422;0;2;0;1;1;1;0;0;;;;0;;4673;0
SMURSAMU;2024;280000662;CH CHATEAUDUN;280500075;1;1;0;0;0;;0;0;;1;;;673;26;;;;;699;358;96;2;68;185;343;9;41;182;161;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;1;0;0;0;280502998;0;0;0;1;0;0;466;13;0;0;0;0;479;282;89;6;15;218;201;20;35;92;109;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;1;0;0;0;;0;0;3;1;0;0;1510;285;0;0;1;0;1796;915;257;6;53;674;1263;125;150;1182;81;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000025;CHIC QUIMPER;290020700;1;1;0;0;0;;0;0;1;1;0;0;1424;241;210;26;8;;1909;573;104;30;34;405;1274;129;121;1025;249;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;1;0;0;0;;0;0;1;1;;;1034;144;;5;0;;1183;666;99;4;45;510;373;22;60;240;133;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;1;1;0;0;0;;0;0;0;1;0;0;409;70;115;6;1;;601;170;24;8;7;131;374;36;41;219;155;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;1;0;0;0;290000017;0;0;1;1;0;0;631;39;0;0;0;0;670;367;56;5;37;207;264;31;28;84;180;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;1;0;0;0;;0;0;1;1;;;486;89;;10;12;;597;80;51;4;20;;412;;;224;188;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;1;0;0;0;;0;0;;1;;;713;103;;13;1;;830;300;75;1;;224;573;64;75;307;266;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;1;0;0;0;290000017;0;1;2;3;1;0;2742;1685;828;514;177;46;5992;1195;255;9;131;1015;1547;158;187;1256;291;455738;43434;400765;378497;309231;208477;100342;60572;1;1;0;0;1;0;0;3;0;0;0;3;0;2572;0
SMURSAMU;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;1;0;0;0;1;290020700;0;0;0;1;0;0;225;70;25;13;7;;340;98;20;6;3;69;208;23;23;90;118;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;1;0;0;0;1;2A0000014;0;0;1;1;0;0;285;140;0;0;0;0;425;44;16;2;25;1;241;29;47;239;2;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;1;0;0;0;1;2A0000014;0;0;1;1;0;0;606;288;0;0;0;0;894;61;33;7;21;0;555;58;41;19;536;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;1;0;0;0;1;2A0000014;0;0;1;0;0;0;216;63;0;0;0;0;279;25;9;3;13;0;193;17;22;33;160;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;1;1;0;0;0;;0;1;3;3;1;0;1851;671;0;333;831;0;3686;279;134;4;127;14;1890;365;833;1876;14;77057;5785;69585;65439;73018;63733;43719;23947;0;;;;;;0;5;;;;5;;3350;0
SMURSAMU;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;1;0;0;0;2B0000020;0;1;2;2;2;0;1511;1726;0;411;650;0;4298;;;;;;;;;;;0;0;0;0;42497;28331;14165;;1;2;0;0;0;0;1;4;0;0;0;4;0;3723;0
SMURSAMU;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;1;0;0;0;1;2B0000020;0;0;0;1;0;0;305;55;0;0;0;0;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;1;0;0;0;1;2B0000020;0;0;0;1;0;0;196;134;0;0;0;0;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2B0005359;CH CALVI;2B0005342;1;1;0;0;0;;0;0;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;1;0;0;0;1;2B0000020;0;0;0;1;0;0;897;1;0;0;0;0;898;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;300000023;CH ALES CEVENNES;300780046;1;1;0;0;0;;0;0;0;2;0;0;1409;18;0;0;0;0;1427;731;86;12;58;575;1180;48;253;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;1;0;0;0;;0;0;0;1;0;0;813;0;0;0;0;0;813;167;80;9;73;5;646;64;112;513;133;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;300782117;CHU NIMES CAREMEAU;300780038;1;1;0;0;0;;0;1;4;2;1;0;3909;1691;620;203;338;;6761;1518;310;95;253;860;3371;280;1050;2720;651;387706;19728;367978;305421;367978;230307;105038;63252;0;;;;;;0;0;;;;0;;3338;0
SMURSAMU;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;1;0;0;0;;0;0;1;1;;;802;285;;;;;1087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;1;0;0;1;0;;0;0;1;1;0;0;531;639;;27;161;0;1358;146;5;3;138;;1058;303;;655;100;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;1;0;0;0;;0;1;3;4;2;0;10880;2673;336;925;450;0;15264;4558;1025;28;3505;;11292;248;1774;2795;6475;767572;67875;639746;520359;345760;330930;145685;92770;1;2;1;1;1;0;1;0;48;;;48;;5015;0
SMURSAMU;2024;320000086;CH AUCH EN GASCOGNE;320780117;1;1;0;0;0;;0;1;0;3;0;0;1074;120;0;0;0;0;1194;0;0;0;0;0;0;0;0;0;0;114258;0;114258;114258;52410;48993;18912;14878;0;;;;;;1;10;0;0;0;10;0;1291;1
SMURSAMU;2024;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;320780117;1;0;0;0;1;320780117;0;0;;;;;354;82;;;;;436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;1;0;0;0;;0;0;;1;;;710;;;;;;710;129;98;31;;;581;24;115;426;155;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;1;1;0;0;0;;0;0;;1;;;575;20;0;0;0;0;595;524;77;;99;233;455;25;92;286;169;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;1;0;0;0;;0;0;0;1;;;721;;;;;;721;162;104;;58;;559;;;361;198;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;0;0;0;;0;0;1;3;;;943;22;;;;;965;476;162;4;25;264;467;32;47;414;53;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;1;0;0;0;1;330781253;0;0;;1;;;320;51;;;;;371;171;60;4;17;77;160;7;25;108;52;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;1;0;0;0;;0;0;;5;;;471;;;;;;471;;57;;;;414;;;414;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;1;0;0;0;;0;0;1;1;0;0;472;0;0;0;0;0;472;322;68;11;97;146;182;8;23;107;75;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;1;0;1;0;;0;1;8;5;1;;5341;1815;422;296;339;0;8213;3136;589;54;452;2041;4680;448;592;2833;1847;793554;93029;651864;439835;457479;371975;186023;84285;1;1;1;0;0;1;0;0;0;0;0;0;0;13292;0
SMURSAMU;2024;340000033;CH BEZIERS;340780055;1;1;0;0;0;;0;0;1;2;;;2351;104;265;;;;2720;517;285;20;166;1170;1828;169;368;1565;263;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;1;1;0;0;0;;0;0;;;;;1038;;;;;;1038;620;99;75;22;393;417;34;54;270;147;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;1;0;0;0;1;340780477;0;0;0;1;0;0;1392;0;0;0;0;0;1392;990;96;5;67;522;338;37;58;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;1;0;0;0;1;340780477;0;0;;;;;575;0;0;0;0;0;575;449;38;4;26;128;106;6;16;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;574449;53956;486168;336949;310233;265444;96209;49831;1;2;1;0;0;1;0;0;0;0;0;0;0;2327;1
SMURSAMU;2024;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;1;0;0;0;1;340780477;0;0;0;1;0;0;1059;;;;;;1059;793;73;12;60;537;275;20;35;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;1;0;0;0;1;340011295;0;0;;;;;1175;;;;;;1175;714;116;55;24;619;270;24;47;92;178;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;1;0;1;0;;0;0;6;3;1;0;3848;1640;1694;341;729;0;8252;2263;277;22;149;1272;2011;279;183;1267;744;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;1;1;0;0;0;;0;0;1;1;;;1056;4;;49;;;1109;410;137;;62;211;700;49;197;688;12;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;350000154;C.H FOUGERES;350000030;1;1;0;0;0;;0;0;1;0;0;0;707;7;26;0;0;0;740;310;81;24;0;205;503;64;132;394;109;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;350000162;CHIRC SITE REDON;350000048;1;1;0;0;0;;0;0;;2;;;626;4;;;;;630;113;26;;11;76;587;59;65;465;122;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;1;1;0;0;0;;0;0;;1;;;598;4;;;;;602;279;62;26;;191;472;61;73;380;92;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;1;0;0;0;;0;1;4;6;1;0;4501;2096;600;197;387;;7781;1437;381;9;328;719;4491;475;420;3625;866;510902;6402;487869;437178;291265;277012;146899;154617;1;1;1;0;0;0;0;0;;;;0;;1200;0
SMURSAMU;2024;360000137;CH CHATEAUROUX;360000053;1;1;0;0;0;360000137;0;1;3;4;1;0;1607;1156;678;84;368;0;3893;601;260;14;101;120;1183;78;215;1053;130;239510;28247;204230;187967;100095;85812;31456;19338;0;;0;0;0;0;1;27;;;;27;;526;0
SMURSAMU;2024;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;1;0;0;0;1;360000053;0;0;;1;;;153;2;;;;;155;67;40;6;5;22;96;6;22;74;22;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;370000531;CH DU CHINONAIS;370000606;1;1;0;0;0;;0;0;;1;;;453;24;;;;;477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;1;0;0;1;0;370000481;0;0;1;;;;9;524;25;0;123;;681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;1;0;0;0;;0;0;;2;;;405;16;;;;;421;169;64;4;11;90;354;;;126;228;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;1;0;0;0;370000481;0;1;5;3;1;;1888;947;828;229;272;;4164;902;266;74;24;538;1193;60;134;732;461;313766;0;281923;247929;202606;161669;46801;26047;1;1;1;1;1;1;0;0;;;;0;;1240;1
SMURSAMU;2024;370013393;CHRU DE TOURS - ANTENNE DE LOCHES;370000481;1;0;0;0;1;370000481;0;0;;1;;;325;25;;;;;350;100;44;5;3;48;230;12;30;102;128;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;1;0;0;0;1;370000481;0;0;0;1;;;160;24;0;0;0;;184;68;22;4;3;39;96;2;14;31;65;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;1;0;0;0;;0;0;3;1;;;1521;111;0;;;;1632;189;132;57;;;1332;;;856;476;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;380000067;HOPITAL NORD - CHU38;380780080;1;1;0;0;0;;0;1;8;4;1;;4468;1537;465;372;305;;7147;;;;;;;;;;;609514;18285;591228;588863;352823;260090;222092;85104;1;2;1;1;1;1;1;40;56;;;96;;2416;0
SMURSAMU;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;1;0;0;0;;0;0;1;1;0;0;447;46;38;0;0;0;531;193;41;12;16;92;375;31;31;207;168;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;1;0;0;0;;0;0;1;1;;;1673;165;;;;;1838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;1;0;0;0;1;380780080;0;0;;;1;;106;8;;521;14;;649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;380019760;ANTENNE SMUR ALPES D'HUEZ - CHU38;380780080;1;0;0;0;1;380780080;1;0;;;1;;10;;;375;14;;399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;390000040;CH LONS;390780146;1;1;0;0;0;;0;0;2;2;0;0;1141;110;285;0;0;0;1536;822;138;12;68;537;299;23;35;241;58;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;1;0;0;0;;0;0;1;1;0;0;379;96;0;0;0;0;475;199;39;5;32;77;167;8;16;99;68;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;390000222;CH LOUIS PASTEUR DOLE;390780609;1;1;0;0;0;;0;0;1;2;0;0;1051;203;0;47;0;0;1301;410;107;74;74;410;1098;93;240;674;424;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;1;0;0;0;1;390780146;0;0;1;1;0;0;520;45;0;0;0;0;565;370;37;3;72;258;150;25;52;22;128;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400000105;CENTRE HOSPITALIER DAX;400780193;1;1;0;0;0;400780193;0;0;3;1;;;1652;192;;;1;;1845;793;193;15;94;491;703;53;92;440;263;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;1;0;0;0;;0;1;2;1;0;0;824;14;69;1;0;0;908;746;165;8;96;477;220;29;21;214;6;332921;50322;270653;234231;145567;133759;63798;28940;0;;;;;;1;2;0;0;0;2;0;1399;0
SMURSAMU;2024;400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;400780193;1;0;0;0;1;400780193;1;0;;1;;;169;;;;;;169;139;10;3;57;69;19;5;1;6;13;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;400780193;1;0;0;0;1;400780193;1;0;;;1;;;;;96;;;96;75;3;5;53;14;29;10;1;18;11;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;400011177;1;0;0;0;1;400011177;1;0;0;1;0;0;172;0;0;0;0;0;172;154;8;0;43;103;30;12;18;0;30;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;1;0;0;0;1;400011177;0;0;1;0;0;0;231;85;0;0;0;0;316;196;44;2;24;126;75;22;61;52;23;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;1;0;0;0;1;400011177;0;0;1;0;0;0;421;174;0;0;0;0;595;345;88;6;29;222;147;8;32;113;34;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;410000020;CH BLOIS SIMONE VEIL;410000087;1;1;0;0;0;;0;1;2;3;1;0;1396;708;107;205;188;0;2604;842;196;22;70;529;1788;92;250;1015;773;257177;19;;131133;187501;117836;29795;27737;0;;;;;;1;0;0;0;0;0;0;1169;0
SMURSAMU;2024;410000038;CH VENDOME - MONTOIRE;410000095;1;1;0;0;0;;0;0;;2;;;471;48;0;0;0;0;519;243;64;3;54;133;189;8;31;127;62;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;1;0;0;0;;0;0;;2;;;662;164;;;5;;831;201;103;2;35;244;461;49;179;268;193;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;420000010;CH DE ROANNE;420780033;1;1;0;0;0;;0;1;1;2;0;0;901;190;58;19;114;0;1282;372;133;14;42;183;529;33;35;442;87;80111;5381;73119;65486;56629;44895;17809;12437;0;;;;;;0;0;;;;0;;263;0
SMURSAMU;2024;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;1;1;0;0;0;;0;0;0;1;0;0;476;5;0;0;0;0;481;143;74;10;20;39;333;66;86;220;113;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;420785354;HOPITAL NORD - CHU42;420784878;1;1;0;0;0;;0;1;4;5;1;0;2941;987;71;485;322;0;4806;1324;412;6;156;805;1836;277;185;1476;360;361214;32259;328058;311693;237465;225070;124217;60495;1;2;0;1;0;0;0;35;;;;35;;2457;0
SMURSAMU;2024;430000117;CH EMILE ROUX LE PUY;430000018;1;1;0;0;0;;0;1;1;4;0;0;1245;145;;1;0;;1391;425;134;2;40;249;818;54;92;798;20;178346;1074;177272;177272;128717;117684;0;49628;0;;0;0;0;0;1;5;;;;5;;26;0
SMURSAMU;2024;430000190;CH DE BRIOUDE;430000034;1;1;0;0;0;;0;0;0;1;0;0;273;169;0;0;0;0;442;127;31;2;6;49;145;7;19;0;145;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;440000016;CH DE SAINT NAZAIRE;440000057;1;1;0;0;0;;0;0;;2;;;1080;52;;;;;1132;203;148;4;51;;988;104;152;834;154;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;1;0;1;0;;0;1;3;6;1;0;2449;1150;387;176;325;0;4487;458;269;11;163;15;2772;294;215;2089;683;702148;58537;638304;590377;429564;304671;230460;135560;1;1;1;0;0;0;0;0;;;;0;;1476;0
SMURSAMU;2024;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;1;0;0;0;;0;0;0;2;0;0;340;8;;;;;348;88;43;30;;45;75;4;4;0;75;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;440053007;SMUR CHU NANTES SITE CH ANCENIS;440000289;1;0;0;0;1;440000289;0;0;;1;;;69;6;;;;;75;14;5;;7;;65;4;12;33;32;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;450000047;CH DEZARNAULDS - GIEN;450000096;1;1;0;0;0;;0;0;0;3;0;0;748;;;;;;748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;1;0;0;0;;0;0;;2;;;1053;9;;;;;1062;377;158;9;28;182;847;61;183;769;78;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;450000070;CH PITHIVIERS;450000112;1;1;0;0;0;;0;0;;2;;;570;5;;;;;575;370;47;8;81;224;200;24;60;69;131;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;450000088;1;1;0;1;0;;0;1;4;4;1;0;3104;596;69;198;490;0;4457;1735;277;9;278;1171;1607;142;211;1388;219;386845;33489;333755;265576;219732;179155;79392;0;0;;;;;;0;0;0;0;0;0;0;1275;0
SMURSAMU;2024;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;1;0;0;0;;0;0;;2;;;219;46;4;0;0;0;269;63;48;2;13;;112;;;87;25;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;460000052;CH ST JACQUES ST CERE;460780091;1;1;0;0;0;;0;0;1;2;;;342;154;92;0;0;0;588;92;65;24;24;92;247;27;59;139;108;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;460000102;CH JEAN COULON GOURDON;460780208;1;1;0;0;0;;0;0;0;1;0;0;256;28;0;0;0;0;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;460000110;CH JEAN ROUGIER CAHORS;460780216;1;1;0;0;0;;0;1;2;3;0;0;672;77;402;;;;1151;244;101;1;48;94;428;34;29;394;34;100374;3981;96393;88826;64077;57837;1436;14084;0;;0;0;0;0;1;14;;;;14;;1359;0
SMURSAMU;2024;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;1;1;0;0;0;;0;1;2;2;;;840;638;99;;;;1577;357;141;5;24;187;483;50;162;271;212;256468;38288;204272;187901;172610;128739;60558;27261;0;;;;;;0;0;0;0;0;0;0;658;1
SMURSAMU;2024;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;1;0;0;0;;0;0;0;1;0;0;642;18;;;;;660;547;112;4;21;133;310;16;91;234;76;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;1;0;0;0;;0;0;1;1;0;0;546;30;0;0;0;0;576;361;105;0;18;225;222;20;36;147;75;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;470016205;CH AGEN NERAC - ANTENNE SMUR DE NERAC;470016171;1;0;0;0;1;470016171;0;0;;1;;;426;;;;;;426;252;41;0;26;185;174;22;103;63;111;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;1;0;0;0;;0;1;2;1;0;0;926;179;0;157;105;0;1367;;7;;58;77;1083;85;207;1048;35;63838;4189;55025;47592;46771;26060;11980;0;0;;;;;;1;30;0;0;0;30;0;458;0
SMURSAMU;2024;490000049;CHR ANGERS SITE LARREY;490000031;1;1;0;0;0;;0;1;3;3;1;0;2375;687;798;230;184;0;4274;840;279;9;66;486;2280;221;294;1806;474;338531;4841;323668;279629;188924;188924;112323;85759;1;1;1;0;0;0;1;0;0;0;0;0;0;2785;0
SMURSAMU;2024;490000635;CH DE CHOLET;490000676;1;1;0;0;0;;0;0;;2;;;1092;49;;;;;1141;526;143;6;43;334;566;48;78;383;183;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;490001765;CH DE SAUMUR;490528452;1;1;0;0;0;;0;0;;1;;;739;47;;;;;786;345;98;2;43;202;595;57;123;365;230;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;500000021;HOPITAUX DU SUD MANCHE;500000054;1;1;0;0;0;;0;0;1;1;1;;485;151;;;0;;636;264;56;1;22;130;231;20;48;177;54;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;500000187;CHPC - SITE CHERBOURG;500000013;1;1;0;0;0;;0;0;;2;;;1043;54;0;12;1;;1110;463;161;5;65;214;802;152;161;778;24;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;1;1;0;0;0;;0;0;;1;1;1;422;155;;5;3;1;586;155;61;1;9;84;260;30;45;121;139;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;1;1;0;0;0;;0;0;;1;;;417;70;;;;;487;234;72;12;;150;195;40;81;20;175;;;;;;;;;;;;;;;;;;;;;;;
