BOR;AN;FI;RS;FI_EJ;URG;REG;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;dtTRANS;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;ACCSPE_PED;ACCSPE_PSY;ACCSPE_GER;ACCSPE_AUT;STAP;RMM;IMPL_SMUR_SITE;CONVURG24;FICONV;OUV_SEMAINE;AMPL_SEMAINE;OUV_SAM;AMPL_SAM;OUV_DIMFERIE;AMPL_DIMFERIE
URGENCES2;2024;240000372;C.H DE BERGERAC;240000059;GEN;3;1;IAO;27844;4486;4259;8436;2821;421;;;;;;;491;55;39;8927;;8;2816;5419;2381;3833;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;GEN;2;1;MAO;39033;5351;11130;7010;3820;1762;158;;;13;;;;;;7181;;16;5840;9545;3275;7450;;;;;0;1;;;;;;;;;
URGENCES2;2024;240000687;CENTRE HOSPITALIER SARLAT;240000448;GEN;2;1;IAO;10935;2050;1832;2601;1200;36;166;39;6;0;0;0;520;97;81;3287;;6;2196;1357;303;1137;;;;;;;;;;;;;;;
URGENCES2;2024;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;GEN;3;1;IAO;29942;2415;7932;;;;;;;;;;;;;;;6;2196;1478;557;1107;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;GEN;3;1;IAO;68665;8971;1251;;;;;;;;;;;;;;;7;2562;7305;3904;3661;;;;;;;;;;;;;;;
URGENCES2;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;PED;2;1;IAO;20691;;;;;;;;;;;;;;;3266;;4;1464;1221;338;1007;;;;;;;;;;;;;;;
URGENCES2;2024;260000013;CH DE VALENCE;260000021;GEN;3;1;IAO;48464;6101;16316;16298;3677;3049;;;;;;;;;;16298;;8;2920;10186;4742;7125;;;;;0;1;;;;;;;;;
URGENCES2;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;GEN;2;1;IAO;36749;4922;7783;7504;2238;1013;;;;;;;;;;7504;;10;3650;1386;87;2020;;;;;1;1;;;;;;;;;
URGENCES2;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;GEN;3;1;IAO;55654;5624;15571;7167;1914;1596;9;7;0;17;4;0;779;143;15;7972;;16;4745;5972;1423;5312;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;260000146;CH DE CREST;260000054;GEN;3;0;;10701;1203;1920;792;;;;;;;;;;;;792;;2;730;334;111;228;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;GEN;3;0;;8432;485;1814;151;67;5;;;;;;;;;;151;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;260000286;CH DU DIOIS;260000104;GEN;1;1;IAO;6390;349;1168;;;;;;;;;;;;;;;2;730;731;460;327;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;270000045;CH BERNAY;270000060;GEN;1;1;IAO;16294;2483;2186;2831;1113;26;1;;;;;;;;;2832;;4;;1656;377;1656;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;GEN;2;1;IAO;22030;940;1685;998;108;21;;;;;;;;;;998;;4;1460;22;18;4;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;270000359;CH EURE SEINE EVREUX;270023724;GEN;1;1;IAO;63945;4263;25438;10565;2076;2595;;;;;;;;;;10565;;12;2875;3928;1852;2694;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;270000367;CH GISORS;270000086;GEN;1;1;IAO;15902;2206;2627;;;;;;;;;;;;;;;3;1095;934;298;646;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;GEN;3;1;IAO;16703;1003;3953;347;215;0;;;;;;;519;115;40;866;;1;366;377;339;38;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;270000425;CH PONT-AUDEMER;270000102;GEN;;1;IAO;16966;;;;;;;;;;;;;;;;;5;1830;2112;719;1640;;;;;;;;;;;;;;;
URGENCES2;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;GEN;3;1;IAO;13594;1736;2486;835;;;60;;;8;;;241;;;1144;;4;1464;1071;202;1065;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;270000458;CH VERNON CH EURE-SEINE;270023724;GEN;1;1;IAO;25311;2736;3886;3871;1167;109;4;2;0;;;;;;;3875;;7;1503;2076;654;1777;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;280000084;CH DREUX;280000183;GEN;;1;IAO;67936;5447;23450;9662;2829;1468;182;6;8;0;;;;;;9844;;11;3324;3083;665;2813;1;0;0;;1;1;;;;;;;;;
URGENCES2;2024;280000662;CH CHATEAUDUN;280500075;GEN;;1;IAO;16500;2076;2595;;;;;;;;;;;;;;;4;1464;2186;643;1794;;;;;0;0;;;;;;;;;
URGENCES2;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;GEN;3;1;IAO;15977;2863;2256;3811;1476;61;;;;;;;;;;3811;;3;1095;1791;1130;703;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;GEN;3;1;IAO;65449;6734;20599;15055;4122;1675;56;43;0;;;;309;57;4;15420;;16;5856;9867;2651;9631;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;GEN;3;1;IAO;25379;2791;4822;1903;;;0;0;0;0;0;0;;;;1903;;8;2920;1093;165;983;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000025;CHIC QUIMPER;290020700;GEN;3;1;IAOMAO;53612;5799;13712;19918;4240;2937;;;;;;;119;4;3;20037;;26;9516;13470;5308;10282;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;3;1;IAOMAO;36308;5520;7007;10110;3325;922;1406;33;108;;;;312;66;23;11828;;10;3640;3020;425;3022;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;PED;3;1;IAO;24157;;;;;;;;;;;;;;;5131;;8;2928;2472;476;2084;;;;;;;;;;;;;;;
URGENCES2;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;GEN;3;1;IAOMAO;7964;1141;1425;1036;356;19;;;;;;;1;;;1037;;;;749;742;8;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;2;1;IAO;16323;2566;2640;3939;1611;43;199;6;4;;;;343;159;6;4481;;5;1830;2141;261;2301;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;GEN;3;1;IAO;14675;2610;1811;2460;1144;0;;;;;;;;;;2460;;2;732;4105;2661;1586;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;GEN;1;1;IAO;4331;803;511;760;352;13;;;;;;;39;2;2;799;;4;1464;310;60;329;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;GEN;3;1;IAOMAO;19467;1676;826;3029;843;56;29;;;;;;532;269;2;3590;;6;2196;1709;234;1737;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;;1;IAO;15702;3135;2616;2706;;;4;;;1;;;657;;;3368;;2;730;2180;1576;614;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;;1;IAOMAO;20590;3196;3628;3721;1575;66;409;128;4;;;;427;161;12;4557;;5;1825;2815;1521;1466;0;1;1;1;0;0;;;;;;;;;
URGENCES2;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;3;1;IAO;48398;11190;187;15199;6458;2;2110;54;0;;;;436;131;0;17745;;16;5856;3589;260;5632;0;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;GEN;3;1;IAO;37496;2703;6755;2716;;;;;;;;;606;;;3322;;6;2196;935;463;481;1;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;GEN;;1;IAO;17412;1181;3694;1696;435;58;;;;;;;495;41;105;2191;;4;1460;4289;3576;713;0;;;;1;1;;;;;;;;;
URGENCES2;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;GEN;2;1;IAOMAO;38702;4992;6898;6311;2136;648;36;32;0;1;0;0;621;92;13;6969;;4;1464;14810;10216;4906;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;3;1;IAOMAO;35408;6182;8000;;;;;;;;;;;;;;;6;2196;4004;2280;1861;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;2B0005359;CH CALVI;2B0005342;GEN;3;1;IAO;15146;1574;3166;2166;566;110;;;;;;;;;;2166;;3;1098;2088;1041;1144;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;300000023;CH ALES CEVENNES;300780046;GEN;3;1;IAO;50242;6492;10929;9835;3120;956;383;3;7;0;0;0;640;80;101;10858;;8;2928;4898;1523;3579;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;GEN;2;1;IAO;25943;3326;5583;5770;1731;726;0;0;0;0;0;0;368;69;71;6138;;6;2196;2143;602;1753;0;1;1;;1;1;;;;;;;;;
URGENCES2;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;GEN;2;1;IAO;8291;657;1254;383;100;7;0;0;0;0;0;0;123;0;0;506;;1;340;98;98;0;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;300782117;CHU NIMES CAREMEAU;300780038;GEN;3;1;IAOMAO;96508;11013;5654;21820;5713;317;848;285;41;;;;;;;22668;;10;3660;9046;1318;9087;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;300782117;CHU NIMES CAREMEAU;300780038;PED;3;1;IAOMAO;22894;;;;;;;;;;;;;;;2835;;1;366;85;63;22;;;;;;;;;;;;;;;
URGENCES2;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;GEN;3;1;IAO;22114;1106;4482;2061;284;44;;;;;;;;;;2061;;5;1825;0;0;0;0;0;0;1;1;0;;;;;;;;;
URGENCES2;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;GEN;3;1;IAO;21497;3975;3507;5492;2202;100;;;;5;;;;;;5497;;6;2190;3277;909;2975;;;;;1;1;;;;;;;;;
URGENCES2;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;PED;;1;IAO;65200;;;;;;;;;;;;;;;7165;;14;5110;;;;;;;;;;;;;;;;;;
URGENCES2;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;GEN;3;1;IAOMAO;25801;3496;1467;3872;1247;51;20;14;;0;;;105;28;3;3997;;6;2190;597;227;390;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;GEN;3;1;IAO;35370;5851;1779;;;;;;;;;;;;;;;10;3650;2516;232;2900;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;GEN;1;1;IAO;11687;1731;99;;;;;;;;;;;;;;;2;;489;214;287;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;GEN;3;1;IAO;25017;2280;1040;8054;;;117;;;;;;;;;8171;;6;2196;3418;2033;1444;;;;;;;;;;;;;;;
URGENCES2;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;GEN;3;1;IAO;15513;727;327;1735;292;24;;;;;;;45;2;2;1780;;5;1825;993;524;562;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;310781505;CL D'OCCITANIE MURET;310000492;GEN;3;1;IAO;30956;3641;3997;1656;;;;;;;;;;;;1656;;6;2190;4416;3325;1093;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;GEN;;1;IAOMAO;91595;7643;5386;9284;2592;235;1222;24;186;0;0;0;3172;481;116;13678;;24;8760;3044;477;4772;;;;;1;1;;;;;;;;;
URGENCES2;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;GEN;;1;IAOMAO;46133;6698;1325;9097;2269;102;19;5;6;0;0;0;1029;387;7;10145;;29;10585;2935;1265;2097;;;;;1;1;;;;;;;;;
URGENCES2;2024;320000086;CH AUCH EN GASCOGNE;320780117;GEN;2;1;IAO;21036;4817;3369;9257;3361;725;5;5;0;0;0;0;2552;1201;100;11814;;4;1454;1982;849;1255;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;320000102;CH CONDOM;320780133;GEN;1;1;IAO;10211;1757;1531;530;338;0;24;20;0;0;0;0;785;217;0;1339;;2;730;1367;992;1716;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;GEN;;1;IAOMAO;36676;5446;7321;10138;3080;962;1;;;;;;;;;10139;;6;2196;5124;2479;2827;;;;;1;1;;;;;;;;;
URGENCES2;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;GEN;3;1;IAO;19244;3247;4118;5296;1990;213;;;;;;;442;86;69;5738;;3;1095;2896;1779;1122;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;GEN;3;1;IAO;20607;2482;2968;;;;;;;;;;;;;;;5;1825;5613;2878;3370;1;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;GEN;3;1;IAOMAO;47750;5473;14538;15695;3734;2039;198;10;25;;;;;;;15893;;8;2928;9174;3347;6845;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;GEN;3;1;IAO;10069;1412;1847;2535;725;97;2;;;;;;;;;2537;;2;732;2273;1455;946;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;330058702;MSP BAGATELLE SITE ROBERT PICQUÉ;330780552;GEN;;1;IAO;18833;4734;618;;;;;;;;;;;;;;;4;1464;8643;4154;5238;;;;;;;;;;;;;;;
URGENCES2;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;GEN;;1;IAO;21360;1635;2270;5433;1163;136;;;;;;;560;204;26;5993;;8;2928;5038;4574;481;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;GEN;3;1;IAO;29490;4045;2548;5420;;;;;;;;;;;;5420;;8;2920;7819;7166;677;0;0;1;1;1;1;;;;;;;;;
URGENCES2;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;GEN;;;;17131;2093;3213;5270;1330;234;;;;;;;984;159;71;6254;;4;1460;5263;3158;2299;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;GEN;3;1;IAO;28466;3789;1532;8153;;;201;;;;;;;;;8354;;6;2190;8095;4381;4587;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;GEN;3;1;IAO;18812;3035;2975;2200;916;37;0;0;0;0;0;0;305;158;1;2505;;4;1460;3922;2679;1241;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;GEN;3;1;IAO;21487;2240;506;6548;1581;97;;;;;;;;;;6548;;8;2928;2251;1021;1235;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;GEN;2;1;IAO;45988;4487;2142;22804;3680;714;;;;;;;;;;22804;;9;3294;10590;6447;4144;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;PED;3;1;IAO;42689;;;;;;;;;;;;;;;8974;;8;2920;1411;925;531;;;;;;;;;;;;;;;
URGENCES2;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;GEN;3;1;IAO;9803;2148;1094;;;;;;;;;;;;;;;6;6;1724;780;1116;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;340000033;CH BEZIERS;340780055;GEN;3;1;IAOMAO;60691;8289;16840;10166;2867;1303;885;22;23;;;;1156;184;245;12207;;10;2632;7976;3796;4507;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;GEN;3;1;IAOMAO;33884;4952;5662;7748;2370;552;109;0;4;1;0;0;2;0;1;7860;;9;3285;4846;1582;3696;0;0;0;0;;;;;;;;;;;
URGENCES2;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;GEN;3;1;IAOMAO;29045;3958;1880;4287;1308;48;;;;;;;;;;4287;;7;2562;4660;3069;1654;1;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;GEN;3;1;IAO;27408;2223;3694;3676;681;101;;;;;;;335;120;7;4011;;2;730;91;78;13;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;GEN;3;1;IAO;53384;1625;20050;2174;478;101;;;;;;;;;;2174;;6;2196;1700;1172;544;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;GEN;3;1;IAO;37874;1906;13977;3226;618;744;;;;;;;;;;3226;;8;2920;747;476;274;1;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;GEN;3;1;IAO;10807;1060;2015;904;406;5;;;;;;;107;25;6;1011;;2;730;235;218;17;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;GEN;3;1;IAO;9758;951;1610;866;331;6;;;;;;;;;;866;;2;732;315;289;26;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;340780642;CL BEAU SOLEIL;340028901;GEN;3;1;IAO;12753;1574;732;1724;496;14;4;2;0;0;0;0;68;17;4;1796;;2;730;401;156;248;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;GEN;1;1;IAO;16500;2551;1045;3184;763;15;0;0;0;0;0;0;592;260;14;3776;;9;3285;2025;310;2036;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;340780717;CL ST LOUIS GANGES;340023225;GEN;3;1;IAO;12393;1757;2137;1294;549;13;0;0;0;0;0;0;283;44;43;1577;;5;1825;274;129;147;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;GEN;3;1;IAO;27574;2250;5965;222;124;60;0;0;0;0;0;0;1421;512;10;1643;;6;2190;1245;209;1185;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;GEN;3;1;IAO;94843;10398;5716;19076;4043;849;422;3;35;;;;1215;330;31;20713;;22;8030;7050;1114;7122;;1;1;;1;1;;;;;;;;;
URGENCES2;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;PED;1;1;IAO;31186;;;;;;;;;;;;;;;4885;;6;2190;1997;579;1556;;;;;;;;;;;;;;;
URGENCES2;2024;350000121;CHP SAINT GREGOIRE;350000303;GEN;2;1;IAO;41552;3477;5823;5991;1159;202;;;;;;;;;;5991;;6;2190;842;165;754;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;GEN;3;1;IAO;43259;6724;7753;18394;5191;1608;93;;93;;;;549;18;38;19036;;12;4380;2951;128;4346;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;350000154;C.H FOUGERES;350000030;GEN;;;;27447;3599;6295;7530;2308;741;0;0;0;0;0;0;659;121;44;8189;;8;2920;3288;1266;2503;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;350000162;CHIRC SITE REDON;350000048;GEN;3;1;IAO;25256;3121;5228;6541;1786;540;214;84;0;;;;830;184;51;7585;;6;2196;6432;3310;3581;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;GEN;2;1;IAO;17865;2542;3974;3966;1467;321;;;;;;;;;;3966;;4;1464;1160;308;972;;;;;1;1;;;;;;;;;
URGENCES2;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;GEN;2;1;IAOMAO;85263;9371;4149;17625;4383;252;6;2;4;;;;4481;1405;130;22112;;18;6757;16042;9323;6917;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;350005146;HOPITAL PRIVE SEVIGNE;350000733;GEN;2;1;IAO;26098;2930;4249;3266;1099;88;;;;;;;333;106;9;3599;;4;1460;273;66;231;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;PED;3;1;IAO;35422;;;;;;;;;;;;;;;5420;;14;3276;2821;749;2569;;;;;;;;;;;;;;;
URGENCES2;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;GEN;2;1;IAO;12909;;;;;;;;;;;;;;;;;6;2196;1510;946;610;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;360000137;CH CHATEAUROUX;360000053;GEN;3;1;IAO;38489;5183;7851;6190;2077;715;0;0;0;1;0;0;566;118;47;6757;;10;3660;2522;399;3291;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;360000160;CH DU BLANC;360000053;GEN;3;1;IAO;8141;1342;1406;875;471;6;0;0;0;0;0;0;81;12;16;956;;2;732;553;132;535;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;GEN;1;1;IAO;23521;4576;1080;7335;2319;83;;;;;;;;;;7335;;14;5124;5822;2206;4786;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;PED;3;1;IAO;33219;;;;;;;;;;;;;;;4740;;8;2928;1844;178;1886;;;;;;;;;;;;;;;
URGENCES2;2024;370000531;CH DU CHINONAIS;370000606;GEN;;1;IAO;16673;3014;2120;;;;;;;;;;;;;;;6;2196;2933;709;2566;;;;;1;1;;;;;;;;;
URGENCES2;2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;;1;IAO;18320;2715;3084;3879;1307;82;78;6;;;;;390;208;33;4347;;4;1464;2145;1166;1011;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;2;1;IAO;12386;2432;1519;1640;1030;84;;;;;;;647;130;40;2287;;4;1464;1083;75;1395;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;1;1;IAO;48202;7464;1593;;;;;;;;;;;;;;;18;;10589;3174;7786;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;GEN;2;1;IAO;22480;3270;1171;3205;1030;36;;;;;;;;;;3205;;5;1825;2939;2061;888;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380000026;CH FABRICE MARCHIOL LA MURE;380780031;GEN;3;0;;5141;712;903;518;;;0;;;0;;;263;;;781;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;GEN;2;1;IAOMAO;48579;4366;14024;13556;3144;1261;;;;;;;1264;150;134;14820;;15;5490;8091;3078;7142;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380000042;CH YVES TOURAINE;380780056;GEN;2;1;IAO;17582;2490;3018;2826;1156;26;;;;;;;636;125;41;3462;;6;2196;2648;1501;1341;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380000067;HOPITAL NORD - CHU38;380780080;GEN;3;1;IAO;68356;8836;357;15949;4146;77;;;;;;;;;;15949;;20;7320;381;120;433;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380000067;HOPITAL NORD - CHU38;380780080;PED;3;1;IAO;37346;;;;;;;;;;;;;;;5616;;18;6588;4267;1141;3379;;;;;;;;;;;;;;;
URGENCES2;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;GEN;2;1;IAO;41770;4219;15557;6866;2284;1438;;;;;;;;;;6866;;8;2920;2877;439;2765;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;GEN;3;1;IAO;40068;4432;14397;5407;1990;1137;;;;;;;;;;5407;;15;5490;4663;443;7067;1;0;0;0;;;;;;;;;;;
URGENCES2;2024;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;GEN;3;1;IAO;23214;4656;43;;;;;;;;;;;;;;;9;3285;8894;5088;4526;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;380020123;CLINIQUE DES COTES DU RHONE;380021139;GEN;;1;IAO;22877;2192;5342;601;211;5;;;;;;;;;;601;;4;1460;1521;1183;364;0;;;;;;;;;;;;;;
URGENCES2;2024;380782722;HOPITAL SUD - CHU38;380780080;GEN;3;1;IAO;22935;1508;3991;944;312;11;;;;;;;;;;944;;;;0;0;0;1;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;380785956;CLINIQUE DES CEDRES;380795211;GEN;3;1;IAO;23313;1773;1434;2718;420;29;0;0;0;0;0;0;;;;2718;;10;3650;1061;572;489;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;390000040;CH LONS;390780146;GEN;3;1;IAO;31537;4735;5488;;;;;;;;;;;;;;;10;3660;5322;1709;3938;0;1;0;0;0;1;;;;;;;;;
URGENCES2;2024;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;GEN;;0;;11613;1530;2003;2364;810;76;;;;;;;;;;2364;;6;2196;1935;558;1625;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;390000222;CH LOUIS PASTEUR DOLE;390780609;GEN;3;1;IAO;33036;4084;8297;5982;1940;786;12;7;0;;;;1312;257;101;7306;;4;1464;2527;1055;1888;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;2;1;IAOMAO;41188;6795;8400;10280;3315;1249;149;9;0;0;0;0;462;80;15;10891;;10;3660;9761;3991;7326;1;1;1;1;1;1;;;;;;;;;
