BOR;AN;FI;RS;FI_EJ;ETPSAL_TOT;ETPSAL_URG;ETPSAL_SMUR;ETPSAL_SAMU;EFFLIB_TOT;EFFLIB_URG;EFFLIB_SMUR;EFFLIB_SAMU;COM_SMUR_SU;MOD;PERSO
PCAMEDURG_P;2024;270000045;CH BERNAY;270000060;4.92;;4.92;;;;;;;;N5140
PCAMEDURG_P;2024;270000045;CH BERNAY;270000060;44.28;32.87;11.41;;;;;;;;N9999
PCAMEDURG_P;2024;270000045;CH BERNAY;270000060;20.54;14.05;6.49;;;;;;;;NIDE
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;3.46;3.46;;;4;4;;;;;M9999
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;2.62;2.62;;;;;;;;;N1200
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;2.07;2.07;;;;;;;;;N2500
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;16.52;16.52;;;;;;;;;N9999
PCAMEDURG_P;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;11.33;11.33;;;;;;;;;NIDE
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;33.83;22.33;6.5;5;;;;;0;;M9999
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;10.73;9.73;0.5;0.5;;;;;;;N1200
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;28.9;;;28.9;;;;;;;N1230
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;1.5;1;0.5;;;;;;;;N2120
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;39.93;39.93;;;;;;;;;N2500
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;12;;12;;;;;;;;N5140
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;158.9;99.71;24.97;34.22;;;;;;;N9999
PCAMEDURG_P;2024;270000359;CH EURE SEINE EVREUX;270023724;59.02;47.05;11.97;;;;;;;;NIDE
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;7.86;6.34;1.52;0;0;0;0;0;1;3;M9999
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;3.33;2.45;0.88;0;0;0;0;0;1;2;N1200
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;0.65;0.32;0.33;0;0;0;0;0;1;2;N2120
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;11.21;7.79;3.42;0;0;0;0;0;;;N2500
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;0;0;;;0;0;;;1;2;N2620
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;29.34;19.96;9.38;0;0;0;0;0;1;;N9999
PCAMEDURG_P;2024;270000367;CH GISORS;270000086;13.83;9.07;4.76;0;0;0;0;0;1;2;NIDE
PCAMEDURG_P;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;4.38;4.38;;;;;;;;;M9999
PCAMEDURG_P;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;5.93;5.93;;;;;;;;;N2500
PCAMEDURG_P;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;18.07;18.07;;;;;;;;;N9999
PCAMEDURG_P;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;11.14;11.14;;;;;;;;;NIDE
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;2.65;1.65;1;;;;;;1;3;M9999
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;1.5;1;0.5;;;;;;0;;N1200
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;1.15;0.85;0.3;;;;;;1;3;N2120
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;10.97;5.5;5.47;;;;;;;;N2500
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;0.06;;0.06;;;;;;;;N5140
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;29.86;19.02;10.84;;;;;;1;3;N9999
PCAMEDURG_P;2024;270000425;CH PONT-AUDEMER;270000102;14.24;9.75;4.49;;;;;;;3;NIDE
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;0;0;0;;;;;;1;3;M1140
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;10.27;6.75;3.52;;;;;;1;1;M9999
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;0;0;0;;;;;;1;3;MREG
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;1;1;0;;;;;;1;3;N1200
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;1.36;1.36;0;;;;;;1;3;N2120
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;13;11;2;;;;;;;;N2500
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;0;0;;;;;;;1;3;N2620
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;30.35;26.35;4;;;;;;1;3;N9999
PCAMEDURG_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;14.99;12.99;2;;;;;;1;3;NIDE
PCAMEDURG_P;2024;270000458;CH VERNON CH EURE-SEINE;270023724;5.7;3.8;1.9;;;;;;;;M9999
PCAMEDURG_P;2024;270000458;CH VERNON CH EURE-SEINE;270023724;3.12;3.12;;;;;;;;;N1200
PCAMEDURG_P;2024;270000458;CH VERNON CH EURE-SEINE;270023724;22.43;16.22;6.21;;;;;;;;N2500
PCAMEDURG_P;2024;270000458;CH VERNON CH EURE-SEINE;270023724;53.67;40.59;13.08;;;;;;;;N9999
PCAMEDURG_P;2024;270000458;CH VERNON CH EURE-SEINE;270023724;25.21;19.34;5.87;;;;;;;;NIDE
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;1.69;1.69;;;;;;;0;;M1140
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;9.68;1.69;0;7.99;;;;;1;1;M9999
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;7.99;;0;7.99;;;;;0;;MREG
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;3.1;2.1;0.5;0.5;;;;;0;;N1200
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;20.5;;;20.5;;;;;;;N1230
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;2.33;1.33;;1;;;;;0;;N2120
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;37.92;37.92;0;0;;;;;;;N2500
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;0.5;0.5;;;;;;;;;N3120
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;9.69;;6.25;3.44;;;;;;;N5140
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;124.54;80.35;18.75;25.44;;;;;0;;N9999
PCAMEDURG_P;2024;280000084;CH DREUX;280000183;50.5;38.5;12;;;;;;0;;NIDE
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;6.43;4.43;2;;;;;;;;M9999
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;1.8;1.3;0.5;;;;;;;;N1200
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;0.45;0.45;;;;;;;;;N2120
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;8.73;6.73;2;;;;;;;;N2500
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;40.56;36.06;4.5;;;;;;;;N9999
PCAMEDURG_P;2024;280000662;CH CHATEAUDUN;280500075;20.58;18.58;2;;;;;;;;NIDE
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;7.8;3.9;3.9;;;;;;1;2;M9999
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;2.8;1.4;1.4;;;;;;1;2;N1200
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;0.83;0.42;0.41;;;;;;1;2;N2120
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;14.57;7.29;7.28;;;;;;;;N2500
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;35.66;17.83;17.83;;;;;;1;2;N9999
PCAMEDURG_P;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;15.46;7.73;7.73;;;;;;1;2;NIDE
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;2.4;2.4;0;;;;;;0;;M1140
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;23.49;20.11;3.38;;;;;;0;;M9999
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;3.86;2.86;1;;;;;;0;;N1200
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1.2;0.7;0.5;;;;;;0;;N2120
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;27.04;26.04;1;;;;;;;;N2500
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;15.34;15.34;;;;;;;0;;N2620
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;8;;8;;;;;;;;N5140
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;106.29;82.33;23.96;;;;;;0;;N9999
PCAMEDURG_P;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;50.85;37.39;13.46;;;;;;0;;NIDE
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;;;;5;5;;;;;M9999
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;3;3;;;;;;;;;N1200
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;9.08;9.08;;;;;;;;;N2500
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;2;2;;;;;;;;;N2620
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;0.1;0.1;;;;;;;;;N3120
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;23.85;23.85;;;;;;;;;N9999
PCAMEDURG_P;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;9.17;9.17;;;;;;;;;NIDE
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;3.94;3.94;;;;;;;0;;M1140
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;21.69;15.19;6.5;;;;;;1;2;M9999
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;14.09;14.09;;;;;;;1;;N1200
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;3.12;3.12;;;;;;;1;;N2120
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;39.65;37.93;1.72;;;;;;;;N2500
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;10.33;;10.33;;;;;;;;N5140
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;150.02;125.83;24.19;;;;;;;;N9999
PCAMEDURG_P;2024;290000025;CHIC QUIMPER;290020700;78.96;66.83;12.13;;;;;;0;;NIDE
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;14.66;9.72;4.94;0;0;0;;;1;2;M9999
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;5.5;5.5;;;;;;;;;N1200
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;20.8;20.8;;;;;;;;;N2500
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;6.03;;6.03;;;;;;;;N5140
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;79.66;68.59;11.07;;;;;;;;N9999
PCAMEDURG_P;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;40.38;35.34;5.04;;;;;;;;NIDE
PCAMEDURG_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;5.9;2.7;3.2;;;;;;1;2;M9999
PCAMEDURG_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;2.43;2;0.43;;;;;;;;N2500
PCAMEDURG_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;2.58;;2.58;;;;;;;;N5140
PCAMEDURG_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;10.98;4.93;6.05;;;;;;;;N9999
PCAMEDURG_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;5.96;2.93;3.03;;;;;;0;;NIDE
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;7.27;7.27;;;;;;;;;M9999
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;2.4;2.4;;;;;;;;;N1200
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;9.21;9.21;;;;;;;;;N2500
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;27.7;27.7;;;;;;;;;N9999
PCAMEDURG_P;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;15.09;15.09;;;;;;;;;NIDE
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;7.27;7.27;;;;;;;0;;M9999
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;0.07;0.07;;;;;;;0;;N1200
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;0.9;0.9;;;;;;;0;;N2120
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;9;9;;;;;;;;;N2500
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;1.07;1.07;;;;;;;0;;N2620
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;0.09;0.09;;;;;;;;;N3120
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;26.89;26.89;;;;;;;0;;N9999
PCAMEDURG_P;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;15.76;15.76;;;;;;;0;;NIDE
PCAMEDURG_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;12.8;6.4;;6.4;;;;;1;;M9999
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;6.9;6.9;;;;;;;;;M9999
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;2.24;2.24;;;;;;;;;N1200
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;14.17;14.17;;;;;;;;;N2500
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;41.06;41.06;;;;;;;;;N9999
PCAMEDURG_P;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;23.65;23.65;;;;;;;;;NIDE
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;11.22;10.64;0.58;;;;;;1;2;M9999
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;3.39;3.39;;;;;;;1;2;N1200
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;1;;;;;;;;2;N2120
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;9.28;8.7;0.58;;;;;;;;N2500
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;33.37;33.37;;;;;;;1;;N9999
PCAMEDURG_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;20.86;20.28;0.58;;;;;;1;2;NIDE
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;10.11;8.81;1.3;;;;;;0;;M9999
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;2.37;2.37;;;;;;;;;N1200
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;0.8;0.2;;;;;;1;3;N2120
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;14.27;8.45;5.82;;;;;;;;N2500
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;42.41;30.57;11.84;;;;;;;;N9999
PCAMEDURG_P;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;24.77;18.95;5.82;;;;;;1;3;NIDE
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;;;;;11;11;;;;;M9999
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;4.84;4.84;;;;;;;;;N1200
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;8.64;8.64;;;;;;;;;N2500
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;1.03;1.03;;;;;;;;;N2620
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;38.94;38.94;;;;;;;;;N9999
PCAMEDURG_P;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;23.43;23.43;;;;;;;;;NIDE
PCAMEDURG_P;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;1.48;;1.48;;;;;;;;M9999
PCAMEDURG_P;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;0.43;;0.43;;;;;;;;N2500
PCAMEDURG_P;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;2.58;;2.58;;;;;;;;N5140
PCAMEDURG_P;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;6.05;;6.05;;;;;;;;N9999
PCAMEDURG_P;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;3.03;;3.03;;;;;;;;NIDE
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;3.08;;3.08;;;;;;0;;M9999
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;0.2;;0.2;;;;;;;;N1200
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;0.2;;;0.2;;;;;;;N1230
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;0.2;;0.2;;;;;;;;N2120
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;13.6;;13.4;0.2;;;;;;;N9999
PCAMEDURG_P;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;7;;7;;;;;;;;NIDE
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;2.86;;2.86;;;;;;;;M9999
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;0.2;;0.2;;;;;;;;N1200
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;0.2;;;0.2;;;;;;;N1230
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;0.2;;0.2;;;;;;;;N2120
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;13.6;;13.4;0.2;;;;;;;N9999
PCAMEDURG_P;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;7;;7;;;;;;;;NIDE
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;2.38;;2.38;;;;;;;;M9999
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;0.2;;0.2;;;;;;;;N1200
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;0.2;;;0.2;;;;;;;N1230
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;0.2;;0.2;;;;;;;;N2120
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;4;;4;;;;;;;;N5140
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;9.6;;9.4;0.2;;;;;;;N9999
PCAMEDURG_P;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;5;;5;;;;;;;;NIDE
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;40.12;16.12;17.73;6.27;;;;;1;2;M9999
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;1.88;0.17;;1.71;;;;;0;;N1200
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;15.32;;;15.32;;;;;;;N1230
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;2.25;1.25;0.8;0.2;;;;;0;;N2120
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;31.52;30.52;;1;;;;;;;N2500
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;38.16;;38.16;;;;;;;;N5140
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;149.86;94.97;35.99;18.9;;;;;;;N9999
PCAMEDURG_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;84.39;52.31;32.08;;;;;;0;;NIDE
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;51.43;22.28;25.84;3.31;;;;;1;1;M9999
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;;;;;;;;;1;1;MREG
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;4.06;3.06;;1;;;;;0;;N1200
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;12.73;;;12.73;;;;;;;N1230
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;4.31;2.27;1.64;0.4;;;;;0;;N2120
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;29.29;28.35;;0.94;;;;;;;N2500
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;2;2;;;;;;;;;N3120
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1.92;;;1.92;;;;;;;N5140
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;126.9;94.65;16.87;15.38;;;;;1;1;N9999
PCAMEDURG_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;59.43;47;12.43;;;;;;1;1;NIDE
PCAMEDURG_P;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;6;0;6;0;0;0;0;;0;;M9999
PCAMEDURG_P;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;0.05;;0.05;;;;;;0;;N1200
PCAMEDURG_P;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;0.05;;0.05;;;;;;0;;N2120
PCAMEDURG_P;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;6;;6;;;;;;0;;NIDE
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;6;0;6;0;0;0;0;0;0;;M9999
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;0.05;;0.05;;;;;;0;;N1200
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;0.05;;0.05;;;;;;0;;N2120
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;13;;13;;;;;;0;;N9999
PCAMEDURG_P;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;6;;6;;;;;;0;;NIDE
PCAMEDURG_P;2024;2B0005359;CH CALVI;2B0005342;6.5;6.5;;;;;;;;;M9999
PCAMEDURG_P;2024;2B0005359;CH CALVI;2B0005342;2;2;;;;;;;;;N1200
PCAMEDURG_P;2024;2B0005359;CH CALVI;2B0005342;7.38;7.38;;;;;;;;;N2500
PCAMEDURG_P;2024;2B0005359;CH CALVI;2B0005342;25.67;25.67;;;;;;;;;N9999
PCAMEDURG_P;2024;2B0005359;CH CALVI;2B0005342;15.27;15.27;;;;;;;;;NIDE
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;6;0;6;0;0;0;;;0;;M9999
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;0.05;;0.05;;;;;;0;;N1200
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;0.05;;0.05;;;;;;0;;N2120
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;13;;13;;;;;;0;;N9999
PCAMEDURG_P;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;6;;6;;;;;;0;;NIDE
PCAMEDURG_P;2024;300000023;CH ALES CEVENNES;300780046;1;0;1;0;0;0;0;0;;;M3020
PCAMEDURG_P;2024;300000023;CH ALES CEVENNES;300780046;18.34;14.34;4;0;0;0;0;0;1;1;M9999
PCAMEDURG_P;2024;300000023;CH ALES CEVENNES;300780046;1.39;1.3;0.09;0;0;0;0;0;1;3;N1200
PCAMEDURG_P;2024;300000023;CH ALES CEVENNES;300780046;2.6;2.6;0;0;0;0;0;0;;;N2120
