BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;GARDED;ASTDED
PERINAT_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2800;128.89;;;;;
PERINAT_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N280H;44.88;;;;;
PERINAT_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;NAUT;107.68;;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1030;;4;0;0;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1140;0.35;10;0;0;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M2050;;17;0;0;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MAUT;;1;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MIVG;;14;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2340;17.87;0;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2530;21.43;0;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2700;;1;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2800;41.14;4;;;;
PERINAT_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;NAUT;;1;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1030;;6;1;0;1;0
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1140;1.75;4;0;1;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M2050;;20;1;0;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;MIVG;;20;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2200;2.87;;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2340;9.3;;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2530;14.26;;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2800;15.44;;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N280H;15.44;;;;;
PERINAT_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;NAUT;0.03;;;;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M1030;;19;1;1;0;0
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M1140;;4;0;1;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M2050;;5;0;1;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;MIVG;;3;;;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2340;6.07;;;;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2530;14.34;;;;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2800;14.99;;;;;
PERINAT_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;NAUT;0.74;;;;;
PERINAT_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1030;;9;1;0;1;0
PERINAT_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1140;;;0;1;;
PERINAT_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M2050;;10;0;1;;
PERINAT_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2340;25.46;;;;;
PERINAT_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2800;25.51;;;;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1030;;;1;1;1;0
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1140;5.54;;1;1;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M2050;5.84;;1;0;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2340;7.32;;;;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2530;28.7;;;;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2800;45.69;;;;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N280H;30.83;;;;;
PERINAT_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;NAUT;1.23;;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M1030;;10;;1;;0
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M1140;;3;;1;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M2050;;2;;1;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;MAUT;;2;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;MIVG;;2;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2200;0.75;;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2340;1;;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2530;6.02;;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2800;7.45;;;;;
PERINAT_P;2024;310781505;CL D'OCCITANIE MURET;310000492;NAUT;2.76;;;;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1030;;;1;0;0;0
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1140;;;0;1;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M2050;3.94;;0;1;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;MAUT;1;;;;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2200;1.8;;;;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2530;12.3;;;;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2800;18;;;;;
PERINAT_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;14.16;;;;;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;M1030;;;1;0;1;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;M1140;7.53;;0;1;;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;M2050;18.67;;1;0;;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2530;25.71;;;;;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2800;45.96;;;;;
PERINAT_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;6.94;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M2050;6;;1;0;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;MIVG;0.3;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2200;1.97;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2340;0.8;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2530;13.63;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2700;0.41;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2800;22.92;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N280H;20.12;;;;;
PERINAT_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;9.82;;;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;M2050;2.04;;1;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;MIVG;0.16;;;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N2700;0.15;;;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N2800;7.23;;;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N280H;6.71;;;;;
PERINAT_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;NAUT;5.18;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1030;0.25;;1;0;0;0
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1140;1.73;;0;1;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M2050;4.83;;0;1;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MIVG;0.1;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2200;1;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2530;7.21;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2700;0.4;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2800;16.55;;;;;
PERINAT_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;14.43;;;;;
PERINAT_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;M1140;0.6;;0;0;;
PERINAT_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;MIVG;0.6;;;;;
PERINAT_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N2800;0.72;;;;;
PERINAT_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;NAUT;0.11;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;2.32;0;1;0;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2050;6.69;;1;0;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;MIVG;0.33;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2200;5.39;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2340;13.77;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2530;18.07;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2800;31.89;;;;;
PERINAT_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;26.58;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1030;;14;1;0;0;0
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1140;;5;0;1;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2050;;8;1;0;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2200;1.08;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2530;18.18;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2700;0.5;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2800;25.06;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N280H;1;;;;;
PERINAT_P;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NAUT;9.83;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1030;;;1;;1;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1140;;6;0;1;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2050;;12;1;0;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;MAUT;2;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2200;7.48;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2340;5.2;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2530;38.97;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2700;0.64;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2800;28.91;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N280H;18.74;;;;;
PERINAT_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NAUT;0.71;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1140;0.5;;0;1;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2050;1.03;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;MIVG;1.02;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2530;3.49;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2800;7.3;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N280H;1;;;;;
PERINAT_P;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NAUT;3.92;;;;;
PERINAT_P;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1030;;4;;;;
PERINAT_P;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1140;;3;;;;
PERINAT_P;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M2050;;5;;;;
PERINAT_P;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;MIVG;;5;;;;
PERINAT_P;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2200;;1;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;0.5;;0;0;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M2050;22.11;;0;0;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MAUT;0.6;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MIVG;4.03;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2200;103.53;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2340;123.98;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2530;179.29;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2700;3.99;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2800;149.19;;;;;
PERINAT_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;150.99;;;;;
PERINAT_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1030;;;1;0;0;0
PERINAT_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1140;;5;0;1;;
PERINAT_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M2050;;10;0;1;;
PERINAT_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;N2530;14.7;;;;;
PERINAT_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;N2800;12.5;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;M1030;1.03;;1;;0;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;M1140;1.47;;1;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;M2050;7.75;;1;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;MAUT;0.21;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;MIVG;0.83;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;N2200;4.14;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;N2340;20.22;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;N2530;12.14;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;N2800;34.65;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;N280H;32.15;;;;;
PERINAT_P;2024;340000033;CH BEZIERS;340780055;NAUT;26.74;;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;M1030;0;0;1;;0;0
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;M1140;3.84;0;0;1;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;M2050;5.41;0;0;1;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2200;3.23;0;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2340;2.71;0;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2530;6.6;0;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2800;10.75;0;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N280H;10.75;0;;;;
PERINAT_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;NAUT;7.58;0;;;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;M1030;;8;;1;;1
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;M1140;1.02;4;;1;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;M2050;;8;;1;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;MIVG;;10;;;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;N2530;14.33;;;;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;N2800;16.91;;;;;
PERINAT_P;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;NAUT;5.04;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;M1030;;11;1;1;1;0
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;M1140;;8;1;0;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;M2050;;32;1;0;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;MIVG;;29;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2200;6.4;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2340;14.43;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2530;33.46;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2700;0.7;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2800;38.46;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N280H;16.98;;;;;
PERINAT_P;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;NAUT;11.4;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;M1030;;10;1;1;0;0
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;M1140;0.61;7;0;1;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;M2050;;16;1;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;MIVG;;16;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;N2340;7.88;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;N2530;21.98;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;N2700;0.51;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;N2800;26.03;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;N280H;16.2;;;;;
PERINAT_P;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;NAUT;7.02;;;;;
PERINAT_P;2024;340780717;CL ST LOUIS GANGES;340023225;M2050;1;0;0;0;;
PERINAT_P;2024;340780717;CL ST LOUIS GANGES;340023225;N2800;1;0;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;M1030;;5;0;1;0;0
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;M1140;1.75;2;0;1;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;M2050;;4;0;1;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;MIVG;;4;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N2200;5;;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N2340;1;;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N2530;4.7;;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N2700;0.1;;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N2800;6.8;;;;;
PERINAT_P;2024;340780741;POLYCL STE THERESE SETE;340000348;NAUT;8.19;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1030;3.7;;1;1;1;1
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1140;8.53;;0;1;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M2050;8.06;;1;1;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;MAUT;2.1;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;MIVG;1.51;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2200;36.89;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2340;80.76;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2530;51.07;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2700;4.24;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2800;78.83;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N280H;74.9;;;;;
PERINAT_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;NAUT;43.04;;;;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;M1030;;37;1;1;1;1
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;M1140;0.41;4;0;1;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;M2050;;14;1;1;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;N2200;8.52;;;;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;N2340;4.09;;;;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;N2530;25.74;;;;;
PERINAT_P;2024;350000121;CHP SAINT GREGOIRE;350000303;N2800;24.31;;;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;M1030;18.13;;1;1;1;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;M1140;8.1;;1;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;M2050;16.47;;1;1;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;N2200;0.36;;;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;N2340;21.23;;;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;N2530;51.9;;;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;N2700;1;;;;;
PERINAT_P;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;N2800;75.69;;;;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;M1030;1;;0;0;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;M1140;0.64;;1;0;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;M2050;3.48;;1;0;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;MIVG;0.17;;;;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;N2530;31.57;;;;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;N2700;1.24;;;;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;N2800;37.85;;;;;
PERINAT_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;NAUT;11.05;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;M1030;1;;1;0;0;0
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;M1140;0.53;;0;0;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;M2050;0.91;;0;1;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;MIVG;0.1;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;N2200;2.94;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;N2340;5.82;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;N2530;7.19;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;N2800;13.5;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;N280H;11.65;;;;;
PERINAT_P;2024;350000154;C.H FOUGERES;350000030;NAUT;15.9;;;;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;M1140;0.1;;0;0;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;M2050;1.58;;0;0;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;MAUT;0.4;;;;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;MIVG;0.1;;;;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;N2200;0.33;;;;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;N2530;11.15;;;;;
PERINAT_P;2024;350000162;CHIRC SITE REDON;350000048;N2800;15.45;;;;;
