BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALHYB;SAL24HYB;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;6;12;2;1;1;1;;;;3;;;;17;3;15;3;1;2;22;4;26;10105;34505;44610;36372;;159;38;197;194;;62;0;62;3;;309;583;892;374;;2583;10838;13421;8307;;44;713;757;17;
BLOCS;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;1;1;;;;;;;;1;0;;;2;0;;1;;;3;;;4;1;5;5;;0;0;0;0;;1;0;1;0;;0;0;0;0;;187;1852;2039;1375;;0;0;0;0;
BLOCS;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;3;9;;2;;1;;;;2;;;;14;;;2;;;14;;;3785;5420;9205;8175;;949;156;1105;534;;16;0;16;1;;50;163;213;40;;2297;7205;9502;5794;;35;690;725;14;
BLOCS;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;2;18;3;0;0;2;0;0;0;4;0;1;0;25;3;;2;;;34;;;10847;15096;25943;22479;;2;0;2;2;;1398;19;1417;1220;;447;623;1070;420;;3526;10553;14079;8030;;43;869;912;28;
BLOCS;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;5;1;1;1;0;0;0;0;0;0;0;0;6;2;0;1;1;0;10;10;0;2118;1842;3960;3371;;1888;564;2452;1002;;4;0;4;3;;1;0;1;1;;508;1741;2249;1201;;3;28;31;16;
BLOCS;2024;310781505;CL D'OCCITANIE MURET;310000492;1;10;;1;1;0;;0;;3;;2;;16;1;;1;;;21;;;6702;6932;13634;11295;;100;30;130;126;;153;0;153;93;;509;278;787;474;;2765;9010;11775;7215;;106;1156;1262;16;
BLOCS;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;3;5;1;0;0;1;0;0;0;0;0;4;0;10;1;;1;;;12;;;3797;3980;7777;4275;815;1;0;1;1;;0;0;0;0;;0;0;0;0;;291;437;728;381;;6;11;17;0;
BLOCS;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;20;2;;;2;;;;;;1;;23;2;;4;1;;53;5;;12761;11957;24718;21542;;9;0;9;7;;3;2;5;1;;88;5;93;35;;717;192;909;321;;46;94;140;20;
BLOCS;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;4;21;2;;;6;;;;;;;;27;2;3;5;1;1;44;4;4;15233;3503;18736;14990;;5;0;5;3;;5434;145;5579;1034;;2180;585;2765;1751;;8403;6159;14562;8451;;269;66;335;92;
BLOCS;2024;320000086;CH AUCH EN GASCOGNE;320780117;1;5;1;1;1;0;0;0;0;1;1;0;0;7;3;2;1;1;1;7;3;2;2574;2743;5317;4581;501;537;193;730;283;8;73;1;74;0;0;4;43;47;0;0;923;1628;2551;1538;496;4;1;5;0;17
BLOCS;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;1;;;;;;;;1;;;;2;;;1;;;4;;;70;208;278;47;42;0;0;0;0;;0;0;0;0;;2;95;97;0;;623;1538;2161;1193;54;0;0;0;0;
BLOCS;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;1;7;;1;;1;;;;2;;1;;12;;;1;;;20;;;2839;3385;6224;5282;;1522;275;1797;711;;1;0;1;1;;434;615;1049;451;;1330;5336;6666;4471;;34;283;317;59;
BLOCS;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;5;;1;;0;;0;;1;;0;;7;;;1;;;8;;;2268;1679;3947;3353;;680;147;827;361;;108;0;108;8;;93;146;239;82;;738;1380;2118;1315;;7;33;40;0;
BLOCS;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;1;3;1;;;;;;;1;;;;4;1;;1;1;;6;6;;598;1246;1844;998;;174;26;200;88;;1;0;1;0;;3;26;29;0;;204;1297;1501;952;;0;1;1;0;
BLOCS;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;3;1;;;;;;;1;;;;4;1;;1;;;6;;;1485;1450;2935;1985;;414;134;548;287;;2;0;2;2;;2;0;2;1;;352;845;1197;795;;4;28;32;0;
BLOCS;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;4;10;1;1;;4;1;0;0;3;0;3;0;21;2;;1;1;;18;4;;7009;5295;12304;9092;1924;1179;273;1452;664;0;1647;109;1756;4;0;930;137;1067;344;7;3047;2029;5076;3320;1693;15;33;48;0;17
BLOCS;2024;330000662;INSTITUT BERGONIE;330781329;1;5;;;;2;;;;1;;;;8;;;1;;;6;;;5393;5494;10887;6299;;0;0;0;0;;1;9;10;0;;58;19;77;16;;558;1266;1824;1066;;151;1;152;133;
BLOCS;2024;330058702;MSP BAGATELLE SITE ROBERT PICQUÉ;330780552;1;3;;;;;;;;;;;;3;;;1;;;8;;;1043;1796;2839;2293;;0;0;0;0;;0;0;0;0;;0;0;0;0;;21;103;124;36;;0;1;1;0;
BLOCS;2024;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;1;5;0;0;0;0;0;0;0;2;0;0;0;7;0;0;1;0;0;9;0;0;1283;7532;8815;7204;;0;0;0;0;;0;0;0;0;;2;630;632;10;;234;1958;2192;1675;;1;234;235;1;
BLOCS;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;4;12;0;0;0;0;0;0;0;2;0;2;0;16;0;;2;0;1;20;0;4;2701;20357;23058;20794;;0;0;0;0;;0;0;0;0;;0;109;109;0;;1296;796;2092;1920;;21;51;72;14;
BLOCS;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;1;10;2;;;3;1;;;1;1;;;14;4;;2;;;15;;;6624;4662;11286;9567;1452;0;0;0;0;;3410;471;3881;3277;;750;249;999;700;102;2027;2230;4257;3274;1024;2;15;17;1;
BLOCS;2024;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;12;;0;;0;;0;;1;;0;;13;;;1;;;20;;;9813;9289;19102;17688;;2;21;23;23;;0;0;0;0;;118;253;371;128;;607;4293;4900;3650;;18;179;197;109;
BLOCS;2024;330780206;CLINIQUE D'ARCACHON;330000126;2;6;;;;;;;;2;;;;8;;;2;;;12;;;2031;8135;10166;8857;;0;0;0;0;;43;2;45;0;;12;140;152;7;;670;4732;5402;3787;;2;55;57;46;
BLOCS;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;3;11;0;1;1;0;0;0;0;2;0;0;0;14;1;;3;0;;21;0;;5389;8188;13577;11506;;395;67;462;283;;0;0;0;0;;112;285;397;153;;1007;7942;8949;5398;;6;117;123;64;
BLOCS;2024;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;1;10;;0;;0;;0;;0;;0;;10;;;1;;;15;;;4679;19939;24618;24230;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;5;13;2;2;2;3;;1;;0;;2;1;21;5;12;3;1;2;26;4;28;10027;12701;22728;19228;;703;79;782;613;;1347;34;1381;1041;;708;437;1145;753;;2379;8467;10846;6116;;28;42;70;5;
BLOCS;2024;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;1;5;;;;;;;;;;1;;6;;6;1;;1;8;;8;312;10718;11030;10222;;0;0;0;0;;0;0;0;0;;0;0;0;0;;129;129;258;0;;1;4;5;0;
BLOCS;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;2;3;;;;;;;;1;;;;4;;;1;;;6;;;1468;2796;4264;4043;;71;18;89;88;;0;0;0;0;;0;11;11;10;;185;2059;2244;1193;;1;3;4;1;
BLOCS;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;2;16;3;;;1;1;;;1;;;;18;4;;2;;;27;;;8107;27346;35453;31048;;0;0;0;0;;1163;3;1166;1090;;121;218;339;144;;331;2245;2576;1536;;3;9;12;0;
BLOCS;2024;330780511;CLINIQUE SAINTE-ANNE;330000316;1;5;;;;;;;;1;;;;6;;;1;;;12;;;1522;5199;6721;5869;;0;0;0;0;;0;0;0;0;;17;298;315;13;;645;3533;4178;2775;;0;20;20;5;
BLOCS;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;2;9;;;;;;;;2;;;;11;;;1;;;15;;;4307;7542;11849;10642;;1;0;1;1;;2;2;4;2;;37;360;397;39;;2012;6498;8510;5541;;4;69;73;62;
BLOCS;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;4;4;;;;;;;1;;;;5;4;;1;1;;8;8;;1473;3686;5159;4058;1163;92;91;183;163;0;78;1;79;0;0;2;285;287;1;0;432;2042;2474;1505;403;1;17;18;4;3
BLOCS;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;;;;;;;;;;;1;;1;;;;;;;;;551;665;1216;40;;0;0;0;0;;15;1;16;0;;31;41;72;11;;593;8;601;123;;14;171;185;1;
BLOCS;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;10;34;5;3;1;4;;1;;1;;1;;44;6;3;8;2;1;64;7;10;24913;17285;42198;29864;;4241;1208;5449;2602;;27;4;31;2;;1743;587;2330;871;;3766;2700;6466;3434;;133;329;462;59;
BLOCS;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;10;1;0;0;1;0;0;0;1;0;0;0;12;1;;1;1;;18;2;;4158;12456;16614;14357;;0;2;2;2;;0;2;2;2;;191;437;628;390;;1248;4786;6034;3406;;28;56;84;6;
BLOCS;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;11;;1;1;;;;;3;;1;;16;1;;1;;;20;;;4876;10189;15065;13418;;259;230;489;458;;0;0;0;0;;8;153;161;0;;1581;9772;11353;7097;;2;44;46;9;
BLOCS;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;5;11;3;;;10;;2;;5;;;;28;3;;1;;;22;;;13086;665;13751;11621;;0;0;0;0;;6501;214;6715;1650;;995;396;1391;294;;3971;3792;7763;3990;;196;1015;1211;21;
BLOCS;2024;340000033;CH BEZIERS;340780055;3;8;0;1;1;1;0;;;2;0;1;;13;1;0;2;0;0;19;0;0;5674;2182;7856;6172;;782;361;1143;624;;253;13;266;40;;492;340;832;383;;2330;1599;3929;2253;;4;10;14;8;
BLOCS;2024;340000207;ICM MONTPELLIER;340780493;1;9;;;;;;;;1;;1;;11;;3;1;;0;15;;0;5571;3256;8827;5314;;0;0;0;0;;2;0;2;1;;17;0;17;3;;496;1182;1678;926;;85;4;89;54;
BLOCS;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;1;5;1;1;1;0;0;0;0;1;1;0;0;7;3;0;1;1;;11;6;;2178;1566;3744;2833;;340;93;433;205;;90;0;90;22;;1;3;4;0;;1160;1731;2891;1742;;2;47;49;1;
BLOCS;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;5;0;1;1;1;0;0;0;1;0;1;0;9;1;;1;;;12;;;4264;6153;10417;8374;;844;114;958;481;;16;0;16;0;;0;315;315;0;;238;2500;2738;1561;;5;5;10;1;
BLOCS;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;2;11;1;;;3;1;1;0;4;1;0;0;19;3;0;2;1;0;19;5;0;6888;2183;9071;7474;;1;0;1;1;;3669;19;3688;3123;;457;658;1115;692;;2959;12214;15173;8206;;18;171;189;22;
BLOCS;2024;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;13;1;;;1;;;;2;;1;;17;1;;2;1;;30;18;;5923;8356;14279;12221;;0;0;0;0;;60;1;61;7;;210;407;617;203;;4793;8599;13392;9441;;9;112;121;44;
BLOCS;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;2;22;2;2;2;0;0;0;0;0;0;0;0;24;4;;2;1;;25;3;;7512;31939;39451;34495;;1096;253;1349;950;;0;0;0;0;;0;0;0;0;;181;707;888;732;;3;125;128;22;
BLOCS;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;19;2;0;0;2;0;0;0;0;0;2;0;23;2;;2;0;;54;;;11104;26033;37137;32191;;1;0;1;1;;4;2;6;3;;886;786;1672;1192;;2035;6192;8227;4891;;21;563;584;96;
BLOCS;2024;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;2;10;;0;;0;;0;;1;;1;;12;;;2;;;12;;;3271;8873;12144;10356;;0;0;0;0;;0;0;0;0;;0;2;2;0;;200;852;1052;439;;37;14;51;39;
BLOCS;2024;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;1;3;1;0;;0;;0;;1;1;0;;4;2;;2;2;;6;6;;663;1495;2158;1269;;0;0;0;0;;0;0;0;0;;0;0;0;0;;310;914;1224;651;;3;38;41;2;
BLOCS;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;1;3;0;0;;0;;0;;1;;0;;4;0;;2;0;;7;0;;519;4392;4911;2511;;0;0;0;0;;0;0;0;0;;0;15;15;0;;525;2369;2894;1570;;3;41;44;4;
BLOCS;2024;340780642;CL BEAU SOLEIL;340028901;2;9;9;0;0;0;0;0;0;4;4;0;0;13;13;;2;1;;20;20;;3104;6481;9585;6642;;0;0;0;0;;1;0;1;0;;1;356;357;1;;2282;10937;13219;8252;;18;173;191;61;
BLOCS;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;3;11;0;0;0;4;0;0;0;3;0;1;0;19;0;0;3;0;0;21;0;0;8902;8455;17357;12493;;0;0;0;0;;1661;66;1727;1449;;883;1005;1888;1520;;2388;8106;10494;5365;;62;138;200;52;
BLOCS;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;2;8;0;2;2;;;;;2;;;;12;2;;2;2;;18;3;;3437;5767;9204;7300;;985;189;1174;515;;0;0;0;0;;2;300;302;0;;347;4234;4581;2774;;9;270;279;30;
BLOCS;2024;340780717;CL ST LOUIS GANGES;340023225;1;5;;0;;;;;;1;;0;;6;;;1;1;;7;7;;2023;3442;5465;4971;;0;0;0;0;;2;0;2;2;;1;115;116;0;;366;2044;2410;1467;;0;2;2;0;
BLOCS;2024;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;1;5;;;;;;;;1;;;;6;;0;1;;;10;;;1371;4764;6135;4736;;0;0;0;0;;0;0;0;0;;5;95;100;0;;125;3874;3999;2231;;2;109;111;1;
BLOCS;2024;340780741;POLYCL STE THERESE SETE;340000348;3;5;1;1;1;;;;;2;;1;;9;2;;3;;;14;;;1574;6563;8137;6602;;107;75;182;176;;0;0;0;0;;1;53;54;0;;474;5493;5967;3364;;6;32;38;14;
BLOCS;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;6;;;;1;;;;5;;;;12;;;1;;;10;;;4826;1837;6663;4340;;0;0;0;0;;25;1;26;2;;532;222;754;164;;4024;4837;8861;5197;;192;107;299;0;
BLOCS;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;15;;;;;;;;;;;;15;;;1;;;17;;;6711;4452;11163;9609;;0;0;0;0;;8;0;8;0;;94;156;250;27;;898;979;1877;1094;;40;147;187;1;
BLOCS;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;18;1;;;;;;;;;;;18;1;;2;;;26;;;13962;6516;20478;16277;;2;0;2;1;;87;5;92;3;;242;4;246;59;;2211;907;3118;1954;;55;127;182;50;
BLOCS;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;2;10;;1;;1;;1;;;;;;13;;;2;;;14;;;5568;2811;8379;6556;;3060;744;3804;1938;;4151;238;4389;879;;981;540;1521;644;;1366;1122;2488;1030;;46;103;149;0;
BLOCS;2024;350000121;CHP SAINT GREGOIRE;350000303;1;24;;1;;;;1;;3;;2;;31;;;2;;;50;;;18228;36652;54880;50533;;373;199;572;558;;1;0;1;0;;586;750;1336;737;;3058;9574;12632;11014;;8;95;103;53;
BLOCS;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;1;15;1;1;1;0;0;;;1;;;;17;2;;1;;;18;;;6355;10290;16645;13980;;2122;223;2345;942;;0;0;0;0;;18;9;27;23;;408;3980;4388;3591;;6;151;157;0;
BLOCS;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;3;7;1;1;1;;;;;2;0;;;10;2;;1;1;;12;12;;5233;3345;8578;6474;219;1050;149;1199;492;;1536;104;1640;27;;18;28;46;9;;1904;2780;4684;2858;1124;9;90;99;11;22
BLOCS;2024;350000154;C.H FOUGERES;350000030;3;4;1;1;0;0;0;0;0;2;0;1;0;8;1;0;1;1;0;7;7;0;1474;1691;3165;2267;;504;45;549;165;;7;0;7;3;;3;368;371;0;;737;1469;2206;1318;;0;0;0;0;
BLOCS;2024;350000162;CHIRC SITE REDON;350000048;1;3;3;1;1;0;0;0;0;1;0;0;0;5;4;0;1;1;0;5;5;0;1531;2254;3785;1898;55;207;64;271;149;;3;0;3;0;;2;21;23;1;;283;603;886;503;228;0;2;2;0;
BLOCS;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;;1;;;;;;2;;;;6;;;1;;;6;;;1108;1558;2666;1749;;397;55;452;194;;4;0;4;0;;1;0;1;0;;501;1530;2031;1331;;1;28;29;0;
BLOCS;2024;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;7;;0;;0;;0;;2;;;;9;;;1;;;12;;;3639;9441;13080;11575;;0;0;0;0;;0;0;0;0;;112;461;573;161;;734;4333;5067;3442;;6;94;100;89;
BLOCS;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;18;28;3;;;9;3;;;6;1;1;;44;7;;5;1;;41;10;;17153;9629;26782;21047;3864;4;0;4;4;;3533;121;3654;463;;1712;826;2538;1281;131;5567;4554;10121;4739;3185;158;63;221;60;802
BLOCS;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;2;3;;;;1;;;;;;;;4;;;1;;;4;;;1426;2515;3941;1992;;0;0;0;0;;1;1;2;1;;84;135;219;49;;15;0;15;5;;140;1149;1289;3;
BLOCS;2024;350005021;POLE GERIATRIQUE RENNAIS;440042844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;;4;0;4;1;;0;0;0;0;;1;0;1;0;;0;0;0;0;;10;0;10;0;;0;0;0;0;
BLOCS;2024;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;14;1;;;;;;;2;;;;16;1;;2;;;24;;;7338;18599;25937;23539;;2;0;2;2;;0;0;0;0;;197;685;882;195;;1710;6215;7925;6241;;2;192;194;43;
BLOCS;2024;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;0;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;5;0;5;2;;0;0;0;0;
BLOCS;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;5;8;2;3;3;2;1;;;1;0;;;14;6;;3;1;;19;6;;4490;3933;8423;7241;;2841;1031;3872;1456;;1;0;1;0;;17;5;22;13;;428;501;929;456;;10;58;68;3;
BLOCS;2024;350053013;CHU RENNES SITE SAINT LAURENT;350005179;;;;;;;;;;;;;;;;;;;;;;;21;0;21;3;;0;0;0;0;;1;0;1;0;;0;0;0;0;;28;0;28;2;;0;0;0;0;
BLOCS;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;1;6;;0;;3;2;0;;1;;1;;11;2;;2;;;16;;;2887;7203;10090;9314;;0;0;0;0;;2009;11;2020;1593;;108;269;377;145;;823;1170;1993;909;;0;0;0;0;
BLOCS;2024;360000129;CLINIQUE SAINT FRANCOIS;360000269;1;5;;0;;0;;0;;2;;0;;7;;;2;;;12;;;1665;5457;7122;6117;;0;0;0;0;;14;0;14;0;;1;14;15;0;;482;3239;3721;2533;;0;8;8;2;
BLOCS;2024;360000137;CH CHATEAUROUX;360000053;3;6;1;1;1;1;;;;3;;1;;12;2;;1;;;8;;;3159;1843;5002;3856;0;782;59;841;353;0;232;0;232;2;0;225;118;343;120;0;1504;1464;2968;1294;0;7;32;39;3;0
BLOCS;2024;360000160;CH DU BLANC;360000053;1;3;;;;;;;;1;;;;4;;;1;;;6;;;210;356;566;348;0;0;0;0;0;0;0;0;0;0;0;1;46;47;0;0;106;681;787;535;0;0;0;0;0;0
BLOCS;2024;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;1;5;1;1;1;;;;;1;;;;7;2;;1;1;;12;2;;1027;1966;2993;2464;;4;2;6;6;;0;0;0;0;;0;128;128;0;;206;3441;3647;2223;;0;12;12;3;
BLOCS;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;18;9;;;4;2;1;1;2;;;;25;12;;2;;;36;;;9096;16845;25941;24078;611;0;0;0;0;;2856;44;2900;2379;;400;1476;1876;517;;2463;7873;10336;7123;3078;11;54;65;18;6
BLOCS;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;8;0;0;0;2;0;0;0;0;0;1;0;11;0;0;1;0;0;7;0;0;2819;2005;4824;4048;4669;0;0;0;0;0;91;0;91;37;0;7;0;7;3;0;534;378;912;166;1276;19;56;75;0;28
BLOCS;2024;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;0;0;;;;;;;;;;;;0;;;;;;;;;3;0;3;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;23;0;23;3;;0;0;0;0;
BLOCS;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;2;13;4;6;;4;;;;;;;;23;4;;2;2;;30;10;;5875;6431;12306;7518;1299;2405;971;3376;1208;122;15;0;15;7;0;201;183;384;271;0;2255;1595;3850;2216;5443;20;155;175;30;39
BLOCS;2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;3;;;;;;;;1;;;;4;;0;1;;;6;;;1008;1941;2949;2341;;0;19;19;19;;0;0;0;0;;0;0;0;0;;385;726;1111;792;;0;8;8;7;
BLOCS;2024;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;3;;;;;;;;1;;;;4;;;1;;;6;;;631;756;1387;1189;20;0;5;5;5;;0;0;0;0;;5;41;46;0;;205;476;681;444;;1;2;3;1;
BLOCS;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;4;19;6;0;0;7;2;1;1;4;0;1;0;32;9;4;2;1;1;21;5;6;17062;5153;22215;18174;11183;0;0;0;0;0;3965;476;4441;145;0;1379;141;1520;691;0;2542;2530;5072;2555;1276;3;3;6;3;793
BLOCS;2024;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;8;;1;;1;;;;3;;1;;14;;8;1;;;27;;;8360;16328;24688;21805;;550;130;680;542;;0;0;0;0;;13;176;189;8;;2514;11487;14001;9727;;22;185;207;29;
BLOCS;2024;380000026;CH FABRICE MARCHIOL LA MURE;380780031;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;;1;;;2;;;9;0;9;9;;0;0;0;0;;0;0;0;0;;0;0;0;0;;69;496;565;376;;0;0;0;0;
BLOCS;2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;7;1;1;1;2;;;;3;;;;13;2;;1;1;;12;12;;2984;2390;5374;4434;;822;166;988;421;;129;1;130;3;;1;0;1;1;;1834;1765;3599;2112;;7;52;59;1;
BLOCS;2024;380000042;CH YVES TOURAINE;380780056;1;1;;;;;;;;;;;;1;;1;1;;1;4;;4;29;25;54;54;;0;0;0;0;;1;0;1;1;;0;0;0;0;;6;14;20;13;;0;0;0;0;
BLOCS;2024;380000067;HOPITAL NORD - CHU38;380780080;2;37;6;3;1;6;;;;2;;;;48;7;;4;2;;62;10;;22729;10744;33473;26688;;2034;897;2931;1478;;3470;117;3587;1949;;1721;707;2428;972;;7023;3935;10958;5981;;256;148;404;112;
BLOCS;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;5;4;0;1;1;0;;;;1;0;0;;6;1;0;1;1;0;8;8;0;2273;2079;4352;3032;2803;899;174;1073;466;0;48;0;48;1;0;6;5;11;2;0;1256;1570;2826;1481;790;10;45;55;22;493
BLOCS;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;4;1;1;1;;;;;1;;;;6;2;;1;1;;11;11;;2664;1889;4553;3769;;944;202;1146;466;;12;0;12;9;;7;2;9;4;;878;1578;2456;1593;;1;45;46;1;
BLOCS;2024;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;4;14;2;2;2;3;1;1;;4;;;;24;5;;2;1;;30;2;;5288;11228;16516;14681;;1011;160;1171;437;;683;168;851;19;;193;933;1126;424;;1372;5753;7125;4458;;12;346;358;49;
BLOCS;2024;380013037;CENTRE D'ENDOSCOPIE NORD ISERE;380013011;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;1;1;0;1;8;0;8;0;969;969;833;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;6116;6116;4237;;0;0;0;0;
BLOCS;2024;380020123;CLINIQUE DES COTES DU RHONE;380021139;1;3;0;0;0;;0;;;;;1;;4;0;5;1;;1;8;;8;291;3736;4027;3399;;0;0;0;0;;1;0;1;1;;0;22;22;0;;206;2020;2226;1372;;0;7;7;5;
BLOCS;2024;380780197;CLINIQUE ST VINCENT DE PAUL MATERNITE;380798173;1;7;;1;1;1;;0;;1;;;;10;1;0;1;;;12;;;3550;10707;14257;12267;;700;33;733;277;;0;0;0;0;;26;170;196;19;;1029;1302;2331;1364;;2;27;29;13;
BLOCS;2024;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;2;6;;0;;0;;0;;2;;1;;9;;;2;;;12;;;692;6303;6995;6315;;0;1;1;1;;3;17;20;0;;0;0;0;0;;338;3539;3877;2743;;0;40;40;0;
BLOCS;2024;380782722;HOPITAL SUD - CHU38;380780080;1;4;;;;;;;;;;;;4;;;1;;;5;;;3218;1894;5112;4156;;0;0;0;0;;0;0;0;0;;1;0;1;0;;19;0;19;6;;0;0;0;0;
BLOCS;2024;380785956;CLINIQUE DES CEDRES;380795211;1;12;12;1;1;0;0;0;0;3;3;0;0;16;16;0;1;1;0;14;14;0;5567;11791;17358;15512;;229;98;327;302;;0;0;0;0;;1;116;117;3;;2042;10202;12244;7528;;8;81;89;63;
BLOCS;2024;380786442;CLINIQUE BELLEDONNE;380798025;4;16;2;2;1;2;2;0;;3;;0;;23;5;;3;;;36;;;7663;14763;22426;20052;;1120;116;1236;451;;1338;7;1345;1203;;340;142;482;359;;1416;9943;11359;7304;;16;62;78;66;
BLOCS;2024;390000040;CH LONS;390780146;2;4;1;1;1;0;0;0;0;1;0;1;0;7;2;0;2;1;0;9;6;0;2180;1480;3660;2950;1778;609;103;712;241;9;58;0;58;10;0;0;0;0;0;0;1306;972;2278;1555;1144;14;33;47;41;471
