BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A76;PN_A77;PN_A25;PN_A24;PN_A26;PN_A27;PN_A28;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2024;150780708;SSR MAURICE DELORT - UGECAM;870015336;0.26;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;0;;;;
PN;2024;150782944;CENTRE DE READAPTATION DE MAURS;150002566;6.5;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;0.5;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000188;CH DE LA ROCHEFOUCAULD;160000121;2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;1;1;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;4.5;2.28;1;6.2;648;1;0;0;1;;1287;12;286;286;317;569;2;0;;;0;;;1;1;0;1;1;519;344;0;;;;;;3;1;2;2;1;0.7;0.2;0.5;1.16;0.83;1;9;79;3043;0;;;;0;;;;1;40;6178;1;2;1;3.15;348;106;1;1605;396;1.4;0;;;;
PN;2024;160000279;POLYCLINIQUE DE GRAND COGNAC;160000212;0.8;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1.5;0.1;1;2.67;1187;1;0;0;0;;;;;;;;;0;;;0;;;1;1;1;1;1;426;189;0;1;1;0;4;0;1;1;0;1;1;0.63;0.63;0;1.39;0.25;0;;;;1;17;6;6073;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;0.54;0.1;1;2.6;728;1;1;0;0;;;;;;;;;0;;;0;;;1;0;1;0;1;28;25;0;;;;1;1;1;1;;;;0.08;0.08;;0.48;0.1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;1.1;0.2;1;2.25;218;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;2;132;0;;1;0.35;78;47;1;1180;275;2;0;;;;
PN;2024;160000345;CH CAMILLE CLAUDEL;160000501;1;0.2;1;;172;0;1;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160000360;CH DE CHATEAUNEUF;160014411;;;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;2;5029;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160002036;HAD MUTUALISTE;160009908;0.5;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160006110;AURA POITOU-CH - LA COURONNE;860000348;0.15;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160008231;CLINIQUE VILLA BLEUE;160001038;0.1;0.08;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;0.2;0.06;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;5;1;1;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160012159;AURA POITOU-CH - CHATEAUBERNARD;860000348;0.15;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160012209;CLINIQUE LE MAS BLANC;160012191;0.1;0.08;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160013207;CENTRE CLINICAL SA;160001632;1.2;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;0.92;;1;1.35;336;0;0;0;0;;;;;;;;;0;;;0;;;1;0;0;1;1;153;57;1;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;0.01;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000038;CENTRE HOSPITALIER JONZAC;170780050;1.55;0.1;1;2.55;239;1;1;1;0;;;;;;;;1;0;;;0;;;1;1;0;1;1;479;200;1;0;;;;;3;2;;2;1;0.5;0.2;;1;0.5;1;15;0;0;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;0.18;0.07;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;0.45;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2.6;0.97;1;3.35;1031;1;0;1;1;170782981;1417;200;761;761;640;421;2;0;;;1;13;13;1;1;0;1;1;984;589;0;;;;;;7;3;4;5;3;1.03;0.3;0.73;3;2;0;;;;0;;;;0;;;;1;14;4812;1;2.02;1;3.25;1519;520;1;2984;1527;2.3;1;656;;1.45;0.95
PN;2024;170000095;CENTRE HOSPITALIER ST JEAN D'ANGELY;170780175;1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;0;1;1;559;353;0;2;1;;2;1;1;1;;1;;0.18;0.13;;0.92;0.4;0;;;;0;;;;1;5;1;1;0;;;0;;1;3.55;775;126;1;3266;398;1.8;0;;;;
PN;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;2.51;0.81;1;1.6;316;0;0;1;1;;1315;121;21;52;74;265;;0;;;0;;;1;1;0;1;1;559;363;0;10;2;8;3;2;2;2;;;;0.3;0.06;0.24;1;0.8;0;;;;0;;;;0;;;;1;25;2751;1;1.7;0;;;;1;887;218;1.1;0;;;;
PN;2024;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;0.1;0.04;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;0.9;0.2;1;1.55;197;0;0;1;0;;;;;;;;;0;;;0;;;1;1;0;1;1;402;144;0;;;;;;3;3;;3;1;0.31;0.31;;0.6;0.4;0;;;;0;;;;0;;;;1;3;276;0;;0;;;;1;103;61;1.06;0;;;;
PN;2024;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;0.5;1;1.5;259;1;0;0;1;170000087;800;0;0;;46;330;1;0;;;0;;;1;0;1;1;1;371;185;0;;;;;;4;3;1;;;0.6;0.5;0.1;1;;0;;;;0;;;;0;;;;1;6;481;0;;1;2.6;1249;344;1;85;43;0.3;0;;;;
PN;2024;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;0.6;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;;;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170026033;ADA 17 : UNITE DE JONZAC;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780068;CLINIQUE SUR MOREAU;310025010;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;0.5;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780290;VILLA DU PARC - SAUJON;170000194;0.5;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;0.5;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;0;;;;
PN;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;0.5;0.2;0;;;;;0;0;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.1;0;;;;0;;;;0;;;;
PN;2024;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;0.6;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;0.5;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170780803;CENTRE DE READAPTATION D'OLERON;170017321;0.5;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2;2;0.01;0;;;;
PN;2024;170782981;HOPITAL MARIUS LACROIX;170024194;1.34;0.52;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;0;;;;
PN;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;;;1;;;1;1;1;1;170000038;1732;4;246;1463;56;272;1;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2;452;129;1;0;0;0;0;;;;
PN;2024;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;0.1;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170784110;SSR CH LA ROCHELLE;170024194;0.5;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170785059;ADA 17 - LA ROCHELLE;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170792212;ADA 17 : UNITE DE SAINTES;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170803431;CARDIOCEAN - PUILBOREAU;920030269;0.3;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;0.02;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;3.99;0.8;1;1.19;268;0;0;0;1;180001158;824;518;338;1990;293;362;1;0;;;0;;;1;1;0;1;1;418;180;0;;;;;;2;2;;3;2;0.6;0.6;;1.21;0.98;0;;;;0;;;;0;;;;1;45;3717;1;3.86;0;;;;1;509;135;0.3;1;147;0;0.96;0
PN;2024;180000176;CH GEORGE SAND BOURGES;180001158;0.57;0.22;0;;;;;1;1;;0;0;341;2328;;374;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2;538;69;1;7538;1031;7.09;0;;;;
PN;2024;180000200;CH DE VIERZON;180000051;1.54;0;1;1.31;193;0;0;0;0;;;;;;;;;0;;;0;;;1;0;0;1;0;546;281;1;;;;;;1;;;3;2;;;;;;1;10;89;3465;0;;;;1;6;2;1;1;12;534;1;;0;;;;1;;;;0;;;;
PN;2024;180000283;CH SAINT AMAND-MONTROND;180000069;1;0.03;1;0.6;78;0;0;0;0;;;;;;;;;0;;;0;;;1;1;0;1;1;51;35;0;;;;;;1;1;;2;1;0.5;0.5;;0.68;0.48;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180000358;CLINIQUE DES GRAINETIERES;180000739;0.05;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180000382;CLINIQUE LA GAILLARDIERE;180008518;0.2;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;18;12;5990;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180004533;HOPITAL DE JOUR ADULTES AUGY;580780971;0.05;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;0.14;0.05;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;0;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;0;;;;
PN;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;3.38;1.28;1;1.8;450;0;0;1;0;;;;;;;;;0;;;0;;;1;0;0;1;1;573;281;0;3;3;;6;3;;;;;;0.3;0.3;;2.38;1.07;1;12;152;4055;1;12;17;4156;0;;;;1;35;3023;1;0.5;1;3.58;354;47;1;2661;578;2.12;0;;;;
PN;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;0.8;1;1;2.17;;;1;;1;190000117;3962;284;412;665;1068;1356;3;0;;;0;;;1;1;0;1;1;210;64;0;;;;;;;;;;;0.56;;;1.3;0.5;0;;;;0;;;;0;;;;1;13;396;0;;1;1.73;65;;1;63;37;0.5;0;;;;
PN;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;0.25;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2.38;0.5;1;1.97;197;1;1;0;0;;;;;;;;;0;;;0;;;1;0;1;1;1;137;64;0;;;;;;1;1;;1;1;0.15;0.15;;0.5;0.5;0;;;;0;;;;0;;;;1;4;181;0;;1;2;156;32;0;;;;0;;;;
PN;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;1;0.2;0;;;;;0;1;;0;0;412;5157;0;968;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2391;421;2;0;;;;
PN;2024;190000224;CLINIQUE LES CEDRES BRIVE;190000901;1.1;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190005165;USLD CORNIL;190002519;0.5;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;310025010;0.3;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190009985;SSR EN ADDICTOLOGIE;190000117;;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190010512;UNITE DE DIALYSE USSEL;870000700;0.05;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190010553;UNITE DE DIALYSE BRIVE;870000700;0.05;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;190010629;HAD RELAIS SANTE ONCORESE;190010579;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210003059;VYV3 BOURGOGNE HAD;210781266;0.15;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210007399;CLINIQUE JOUVENCE NUTRITION;210013231;0.2;1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210010443;CSSR  LE RENOUVEAU;210000337;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1;1;0.1;0;;;;
PN;2024;210011847;POLYCLINIQUE DU PARC DREVON;210011839;0.5;0.3;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;0.5;0.34;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;0.3;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210780144;CRF DIVIO DIJON;750721235;0.25;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;54;25;0.05;0;;;;
PN;2024;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;12;76;3866;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210780292;CLINIQUE SSR LES ROSIERS;210000105;0.1;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210013041;0.1;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;0.1;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;1;145;47;0.2;0;;;;
PN;2024;210986741;SSR JOUVENCE READAPTATION;210986733;0.4;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;0.25;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;1;1;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;5.7;1.7;1;3.6;1937;1;1;0;1;;3378;879;0;0;353;599;6;0;;;1;611;319;1;1;0;1;1;2070;900;1;4;0;4;7;3;1;1;0;0;0;1.5;0.1;1.4;3.86;1.59;0;;;;0;;;;0;;;;1;40;9855;1;10.3;1;2.33;940;267;1;2920;1039;4.09;1;6674;482;13.56;3.4
PN;2024;210987574;CH ARNAY LE DUC;210012175;0.1;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;0;;;;
PN;2024;210987632;CH LA CHARTREUSE DIJON;210780607;1;;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1761;251;1.35;0;;;;
