BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;UNIT;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2024;310025333;ONCOPOLE CHU TOULOUSE;310781406;USIHADU;50;18250;1750;;;16877;;;;;;;;;;;;;;;;
REA;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;REAADU;8;2543;228;234;14;1866;18;46;47;;;44;0.64;;13.02;;9.63;;;;;
REA;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SIADU;12;4267;1614;;;3932;;;;;;44;0.87;;11.85;;6.94;;;;;
REA;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SITOT;12;4267;1614;;;3932;;;;;;;;;;;;;;;;
REA;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;USICADU;12;4267;1614;;;3932;;;;;;;;;;;;;;;;
REA;2024;310780259;CL PASTEUR TOULOUSE;310000096;REAADU;16;5840;1157;1203;30;5050;13;25;70;;;16;0.67;;37;;17.06;;;;6.07;
REA;2024;310780259;CL PASTEUR TOULOUSE;310000096;SIADU;28;5544;2451;;;4977;;;;;;41;;;20.21;;6.87;;;;3.48;
REA;2024;310780259;CL PASTEUR TOULOUSE;310000096;SITOT;28;5544;2451;;;4977;;;;;;;;;;;;;;;;
REA;2024;310780259;CL PASTEUR TOULOUSE;310000096;USICADU;14;5110;2161;;;4593;;;;;;;;;;;;;;;;
REA;2024;310780259;CL PASTEUR TOULOUSE;310000096;USIPADU;14;434;290;;;384;;;;;;;;;;;;;;;;
REA;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;REAADU;8;2920;223;232;8;1868;13;48;54;;0;19;;;11.75;;8.52;;;;0.49;
REA;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;SIADU;;;0;;;0;;;;;0;19;;;;;;;;;;
REA;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;REAADU;14;5124;437;485;68;4230;19;39;78;;;6;;;26.9;;20.2;;;;2.07;
REA;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SIADU;20;7320;1955;;;6127;;;;;;4;;;26.11;;23.31;;;;5.01;
REA;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SITOT;20;7320;1955;;;6127;;;;;;;;;;;;;;;;
REA;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;USICADU;14;5124;1558;;;3994;;;;;;;;;;;;;;;;
REA;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;USINVADU;6;2196;397;;;2133;;;;;;;;;;;;;;;;
REA;2024;310781505;CL D'OCCITANIE MURET;310000492;REAADU;10;3650;570;579;10;4169;4;33;148;;;5;0.5;;11.82;;7.26;;;;2.09;
REA;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;AUTSIADU;8;2920;428;;;2517;;;;;;;;;;;;;;;;
REA;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SIADU;8;2920;428;;;2517;;;;;;9;;;10.28;;4.85;;;2;;
REA;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SITOT;8;2920;428;;;2517;;;;;;;;;;;;;;;;
REA;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;AUTSIADU;15;5328;2990;;;3630;;;;;;;;;;;;;;;;
REA;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;REAADU;36;13104;1485;2190;718;10733;6;49;100;;20.4;;3.9;;109.83;;79.64;;3;;1.2;
REA;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SIADU;36;13067;4418;;;8867;;;;;3.87;;1.49;;37.88;;32.39;;2;;0.6;
REA;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SITOT;36;13067;4418;;;8867;;;;;;;;;;;;;;;;
REA;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;USINVADU;21;7739;1428;;;5237;;;;;;;;;;;;;;;;
REA;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;AUTSIADU;16;5840;3367;;;6701;;;;;;;;;;;;;;;;
REA;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;REAADU;53;19345;2717;3364;632;16008;8;37;160;;25.04;;;;159.35;;107.45;;5;;9.43;
REA;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SIADU;36;13140;5825;;;13041;;;;;;;;;63.74;;56.14;;1.5;;2;
REA;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SITOT;36;13140;5825;;;13041;;;;;;;;;;;;;;;;
REA;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;USICADU;20;7300;2458;;;6340;;;;;;;;;;;;;;;;
REA;2024;320000086;CH AUCH EN GASCOGNE;320780117;REAADU;8;2928;349;357;17;2024;11;37;56;;3.5;;;;19.7;;12.1;;;;3.97;
REA;2024;320000086;CH AUCH EN GASCOGNE;320780117;SIADU;4;1464;302;;;1416;;;;;0.3;;;;2.17;;2.66;;;;0.83;
REA;2024;320000086;CH AUCH EN GASCOGNE;320780117;SITOT;4;1464;302;;;1416;;;;;;;;;;;;;;;;
REA;2024;320000086;CH AUCH EN GASCOGNE;320780117;USINVADU;4;1464;302;;;1416;;;;;;;;;;;;;;;;
REA;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SIADU;12;2120;522;;;1591;;;;;5.43;;;;13.19;;12.44;;;;0.93;
REA;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SITOT;12;2120;522;;;1591;;;;;;;;;;;;;;;;
REA;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;USINVADU;4;1464;388;;;1149;;;;;;;;;;;;;;;;
REA;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;USIPADU;8;656;134;;;442;;;;;;;;;;;;;;;;
REA;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;SIADU;6;492;108;;;422;;;;;2.25;;0.8;;9.81;;5.6;;;;0.75;
REA;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;SITOT;6;492;108;;;422;;;;;;;;;;;;;;;;
REA;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;USIPADU;6;492;108;;;422;;;;;;;;;;;;;;;;
REA;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;REAADU;15;5490;591;611;51;3552;6;51;51;;5.75;0;;;35.4;;23.36;;;;10.7;
REA;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SIADU;12;4392;1555;;;3872;;;;;0.76;0;;;18.17;;12.59;;;;3.94;
REA;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SITOT;12;4392;1555;;;3872;;;;;;;;;;;;;;;;
REA;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;USICADU;8;2928;1158;;;2488;;;;;;;;;;;;;;;;
REA;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;USINVADU;4;1464;397;;;1384;;;;;;;;;;;;;;;;
REA;2024;330000662;INSTITUT BERGONIE;330781329;SIADU;6;492;105;;;209;;;;;0.22;;;;3.07;;1.12;;;;0.92;
REA;2024;330000662;INSTITUT BERGONIE;330781329;SITOT;6;492;105;;;209;;;;;;;;;;;;;;;;
REA;2024;330000662;INSTITUT BERGONIE;330781329;USIPADU;6;492;105;;;209;;;;;;;;;;;;;;;;
REA;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;AUTSIADU;10;;1396;;;2903;;;;;;;;;;;;;;;;
REA;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;REAADU;13;4745;1338;1358;25;2812;11;25;70;;;4;;;17;;7.5;;;2;;
REA;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SIADU;18;;2361;;;4924;;;;;;11;;;21.8;;8.9;;;2;;
REA;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SITOT;18;;2361;;;4924;;;;;;;;;;;;;;;;
REA;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;USICADU;8;;965;;;2021;;;;;;;;;;;;;;;;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;REAADU;15;5475;492;506;13;4795;16;40;44;;0.8;5;;;29.6;;17.84;;;;2.04;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;REAPEDREC;;;;;;;;;;0;;;;;1.87;;4;;;;1;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SIADU;46;7670;1438;;;5908;;;;;;;;;;;;;;;;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SITOT;46;7670;1438;;;5908;;;;;;;;;;;;;;;;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;USICADU;16;5840;1313;;;5310;;;;;;;;;;;;;;;;
REA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;USIPADU;30;1830;125;;;598;;;;;;;;;;;;;;;;
REA;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SIADU;8;2928;878;;;2229;;;;;;7;0.59;;9.03;;7.06;;;;;
REA;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SITOT;8;2928;878;;;2229;;;;;;;;;;;;;;;;
REA;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;USICADU;8;2928;878;;;2229;;;;;;;;;;;;;;;;
REA;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;REAADU;9;3285;318;318;12;1974;89;48;45;;9.28;;;;28.6;;19.98;;;;2.12;
REA;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;REAADU;10;3158;493;506;35;2865;24;47;32;;3.4;;1.29;;32.96;;26.73;;;;5.53;
REA;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SIADU;0;792;167;;;587;;;;;0.05;;;;3.92;;3.07;;;;2.28;
REA;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SITOT;0;792;167;;;587;;;;;;;;;;;;;;;;
REA;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;USICADU;0;792;167;;;587;;;;;;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAADU;79;26624;4590;5655;1739;24688;23;33;344;;97.38;;3.87;;205.59;;135.42;;;;23.17;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAENF;10;3356;528;573;41;3662;37;;;;18.73;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIADU;30;8182;1519;;;6449;;;;;5.06;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIPED;;;0;;;0;;;;;12.33;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SITOT;30;8182;1519;;;6449;;;;;;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;USIHADU;14;2394;76;;;1656;;;;;;;;;;;;;;;;
REA;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;USINVADU;16;5788;1443;;;4793;;;;;;;;;;;;;;;;
REA;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;REAADU;10;3650;396;401;8;3078;39;24;69;;;3;;;18.5;;12.3;;;;;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;AUTSIADU;5;1433;497;;;336;;;;;;;;;;;;;;;;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAADU;44;13293;2529;2783;316;14186;20;38;348;;38.28;;58.81;;2;;8;;;;5.55;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAENF;8;2703;346;357;41;2323;13;;;;6.59;;5.21;;20.33;;6.09;;;;9.25;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SIADU;53;18957;3562;;;15888;;;;;4.9;;0;;41.86;;35.22;;;;7.9;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SITOT;53;18957;3562;;;15888;;;;;;;;;;;;;;;;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USICADU;26;9516;2694;;;8182;;;;;;;;;;;;;;;;
REA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USIHADU;22;8008;371;;;7370;;;;;;;;;;;;;;;;
REA;2024;340000033;CH BEZIERS;340780055;REAADU;12;4392;512;528;37;3805;3;44;57;;5.8;;0.15;;25.37;;18.05;;0.5;;6.6;
REA;2024;340000033;CH BEZIERS;340780055;SIADU;24;6934;1690;;;5863;;;;;3.5;;;;24.81;;15.55;;0.74;;5.3;
REA;2024;340000033;CH BEZIERS;340780055;SITOT;24;6934;1690;;;5863;;;;;;;;;;;;;;;;
REA;2024;340000033;CH BEZIERS;340780055;USICADU;8;2928;1012;;;2703;;;;;;;;;;;;;;;;
REA;2024;340000033;CH BEZIERS;340780055;USIHADU;2;712;31;;;512;;;;;;;;;;;;;;;;
REA;2024;340000033;CH BEZIERS;340780055;USINVADU;8;2928;571;;;2425;;;;;;;;;;;;;;;;
REA;2024;340000033;CH BEZIERS;340780055;USIPADU;6;366;76;;;223;;;;;;;;;;;;;;;;
REA;2024;340000207;ICM MONTPELLIER;340780493;AUTSIADU;4;1444;299;;;1394;;;;;;;;;;;;;;;;
REA;2024;340000207;ICM MONTPELLIER;340780493;SIADU;4;1444;299;;;1394;;;;;0.9;;;;7.39;;5.03;;;;0.92;
REA;2024;340000207;ICM MONTPELLIER;340780493;SITOT;4;1444;299;;;1394;;;;;;;;;;;;;;;;
REA;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;REAADU;8;2920;331;336;13;2361;2;41;65;;5.37;0;0.75;0;17.44;0;12.23;0;0;0;3.03;0
REA;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;SIADU;6;0;662;;;1839;;;;;0;0;0;0;0;0;0;0;0;0;0;0
REA;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;SITOT;6;0;662;;;1839;;;;;;;;;;;;;;;;
REA;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;USICADU;6;;662;;;1839;;;;;;;;;;;;;;;;
REA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;REAADU;18;5709;951;977;18;4595;7;39;113;;;;1;;37.3;;22.2;;;10;2.68;
REA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SIADU;16;5836;1647;;;4801;;;;;;;1.5;;16.5;;11.4;;;10;2.37;
REA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SITOT;16;5836;1647;;;4801;;;;;;;;;;;;;;;;
REA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;USICADU;10;3660;1139;;;3115;;;;;;;;;;;;;;;;
REA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;USINVADU;6;2176;508;;;1686;;;;;;;;;;;;;;;;
REA;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;REAADU;12;4380;880;895;25;4323;13;24;171;;0;10;1;0;28;0;17;0;0;4;7.3;0
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;REAADU;15;5475;442;460;16;3292;24;38;97;;0;3;0;0;35;0;18;0;0;1;0;0
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SIADU;25;9125;876;;;5287;;;;;0;2;0;0;14;0;7.4;0;0;1;0;0
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SITOT;25;9125;876;;;5287;;;;;;;;;;;;;;;;
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;USICADU;8;2920;591;;;2832;;;;;;;;;;;;;;;;
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;USIHADU;6;2190;95;;;1658;;;;;;;;;;;;;;;;
REA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;USIPADU;11;4015;190;;;797;;;;;;;;;;;;;;;;
REA;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;AUTSIADU;7;2562;293;;;1139;;;;;;;;;;;;;;;;
REA;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SIADU;7;2562;293;;;1139;;;;;5;34;;;11.7;;1.8;;;4;0.31;
REA;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SITOT;7;2562;293;;;1139;;;;;;;;;;;;;;;;
REA;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SIADU;2;732;13;;;262;;;;;0.1;;;;0.75;;0.65;;;;;
REA;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SITOT;2;732;13;;;262;;;;;;;;;;;;;;;;
REA;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;USIHADU;2;732;13;;;262;;;;;;;;;;;;;;;;
REA;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;AUTSIADU;13;4758;247;;;4318;;;;;;;;;;;;;;;;
REA;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;REAADU;20;7320;785;852;27;6533;18;37;69;;9.35;;3;;48;;27.73;;;;2.23;
REA;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SIADU;32;11712;727;;;10946;;;;;6.64;;;;41.36;;32.23;;;;4.65;
REA;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SITOT;32;11712;727;;;10946;;;;;;;;;;;;;;;;
REA;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;USIHADU;19;6954;480;;;6628;;;;;;;;;;;;;;;;
REA;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;AUTSIADU;3;1098;142;;;745;;;;;;;;;;;;;;;;
REA;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;REAADU;16;5856;351;366;16;5214;12;42;28;;8.15;;2.69;;35.75;;23.42;;;;2;
REA;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SIADU;19;6049;1499;;;5696;;;;;2.1;;;;21.44;;21.37;;;;1.5;
REA;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SITOT;19;6049;1499;;;5696;;;;;;;;;;;;;;;;
REA;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;USINVADU;16;4951;1357;;;4951;;;;;;;;;;;;;;;;
REA;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;AUTSIADU;22;8052;1396;;;7867;;;;;;;;;;;;;;;;
REA;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;REAADU;34;12345;1421;1440;203;11548;23;45;106;;18.77;;7.19;;98.78;;71.17;;;;8.16;
REA;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SIADU;22;8052;1396;;;7867;;;;;3.24;;;;42.63;;30.03;;;;4.31;
REA;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SITOT;22;8052;1396;;;7867;;;;;;;;;;;;;;;;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;AUTSIADU;22;8052;1021;;;6559;;;;;;;;;;;;;;;;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAADU;16;5592;1159;1211;71;4484;20;38;92;;9.14;;;;49.86;;28.47;;;;2;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAENF;4;1464;413;433;52;2218;38;;;;1.39;;9.84;;3.31;;2.64;;;;1.24;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SIADU;37;13539;3104;;;11302;;;;;;;;;;;;;;;;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SITOT;37;13539;3104;;;11302;;;;;;;;;;;;;;;;
REA;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;USICADU;15;5487;2083;;;4743;;;;;;;;;;;;;;;;
REA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;REAADU;10;3650;465;483;38;2502;21;44;45;;4.8;;;;27.85;;16.36;;;;2.32;
REA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;SIADU;16;5840;1477;;;4816;;;;;1.07;;;;23.04;;17.85;;;;2.08;
REA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;SITOT;16;5840;1477;;;4816;;;;;;;;;;;;;;;;
REA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;USICADU;8;2920;784;;;2452;;;;;;;;;;;;;;;;
REA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;USINVADU;8;2920;693;;;2364;;;;;;;;;;;;;;;;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;AUTSIADU;27;9882;2263;;;13978;;;;;;;;;;;;;;;;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;REAADU;65;23529;3432;3666;145;20615;19;37;92;;20.36;;;;133.36;;71.32;;3.48;;27.41;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;REAPEDREC;;;;;;;;;;0;0.7;;;;26.19;;;;;;4.03;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SIADU;89;29646;4851;;;28202;;;;;1.73;;;;0.26;;;;;;1.87;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SIPED;;;0;;;0;;;;;10.07;;;;87.36;;1;;1;;8.15;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SITOT;89;29646;4851;;;28202;;;;;;;;;;;;;;;;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;USICADU;20;7320;1413;;;6673;;;;;;;;;;;;;;;;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;USIHADU;32;8784;207;;;4799;;;;;;;;;;;;;;;;
REA;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;USINVADU;10;3660;968;;;2752;;;;;;;;;;;;;;;;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;REAADU;;;1;1;0;1;0;13;0;;;;;;;;;;;;;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;REAENF;6;2184;279;285;22;1647;19;;;;6.18;;4.41;;14.18;;11.65;;;;5.12;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SIADU;6;2169;37;;;2009;;;;;;;;;;;;;;;;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SIPED;;;0;;;0;;;;;0.71;;;;;;;;;;;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SITOT;6;2169;37;;;2009;;;;;;;;;;;;;;;;
REA;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;USIHADU;6;2169;37;;;2009;;;;;;;;;;;;;;;;
REA;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SIADU;12;4380;1231;;;3357;;;;;;18;;;14.88;;8.7;;;1;0.5;
REA;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SITOT;12;4380;1231;;;3357;;;;;;;;;;;;;;;;
REA;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;USICADU;12;4380;1231;;;3357;;;;;;;;;;;;;;;;
REA;2024;360000137;CH CHATEAUROUX;360000053;REAADU;10;3660;258;264;15;3275;9;44;40;;5.15;;;;37.6;;24.74;;;;4.49;
REA;2024;360000137;CH CHATEAUROUX;360000053;SIADU;9;3294;679;;;2861;;;;;2.5;;;;9.4;;8.85;;;;0.59;
REA;2024;360000137;CH CHATEAUROUX;360000053;SITOT;9;3294;679;;;2861;;;;;;;;;;;;;;;;
REA;2024;360000137;CH CHATEAUROUX;360000053;USICADU;9;3294;679;;;2861;;;;;;;;;;;;;;;;
REA;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;REAADU;10;3660;649;672;5;3110;22;29;55;;;25;0.5;;18;;12;;4;;;
REA;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;SIADU;19;6954;1567;;;5534;;;;;;18;1;;26.03;;6.49;;;1;;
REA;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;SITOT;19;6954;1567;;;5534;;;;;;;;;;;;;;;;
REA;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;USICADU;19;6954;1567;;;5534;;;;;;;;;;;;;;;;
REA;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;AUTSIPED;2;732;24;;;516;;;;;;;;;;;;;;;;
REA;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;REAENF;10;3660;444;464;7;2459;30;;;;5.75;;5.32;0;25.53;0;11.68;0;0;0;5.52;0
REA;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SIPED;2;732;24;;;516;;;;;0.17;;1.36;0;2.98;0;1.19;0;0;0;3.46;0
REA;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SITOT;2;732;24;;;516;;;;;;;;;;;;;;;;
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;AUTSIADU;12;4392;523;;;2681;;;;;;;;;;;;;;;;
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;REAADU;35;12810;1311;1367;75;8957;34;38;60;;8.51;;1.5;0;56.06;0;38.46;0;0;0;4.8;0
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;SIADU;40;14640;2519;;;11227;;;;;3.86;;1.18;0;41.96;0;30.01;0;0;0;3.87;0
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;SIPED;;;0;;;0;;;;;;;1.18;0;41.96;0;30.01;0;0;0;3.87;0
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;SITOT;40;14640;2519;;;11227;;;;;;;;;;;;;;;;
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;USIHADU;20;7320;443;;;5888;;;;;;;;;;;;;;;;
REA;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;USINVADU;8;2928;1553;;;2658;;;;;;;;;;;;;;;;
REA;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;AUTSIADU;6;2196;513;;;1860;;;;;;;;;;;;;;;;
REA;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;REAADU;34;12444;1480;1620;118;10054;10;33;73;;16.33;;1.8;;75.9;;54.03;;;;2.78;
REA;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SIADU;23;8418;3017;;;8178;;;;;3.11;;1.5;;26.75;;20.04;;;;4.6;
REA;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SITOT;23;8418;3017;;;8178;;;;;;;;;;;;;;;;
REA;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;USICADU;17;6222;2504;;;6318;;;;;;;;;;;;;;;;
