BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB_MOY
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;MCOOR;0.2;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;N2120;0.5;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;N2210;4.6;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;N2510;1.6;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;N2710;0.05;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;N9999;7.07;
HAD_P;2024;300000056;CH PONT ST ESPRIT;300780079;NAUT;0.32;
HAD_P;2024;300000064;CH UZES;300780087;M9999;0.4;
HAD_P;2024;300000064;CH UZES;300780087;MCOOR;0.4;
HAD_P;2024;300000064;CH UZES;300780087;N2120;0.42;
HAD_P;2024;300000064;CH UZES;300780087;N2210;3.8;
HAD_P;2024;300000064;CH UZES;300780087;N2710;0.2;
HAD_P;2024;300000064;CH UZES;300780087;N3120;0.2;
HAD_P;2024;300000064;CH UZES;300780087;N9999;4.62;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;M3050;0.33;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;M9999;1.83;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;MCOOR;1.5;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;N2120;1;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;N2450;0.33;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;N2710;0.74;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;N3120;0.33;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;N9999;14.8;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;NAUT;6.8;
HAD_P;2024;300012309;ADENE HAD NIMES;340027937;NCOOR;5.6;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;M3050;0.33;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;M9999;2.17;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;MCOOR;1.84;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;N2120;1;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;N2450;0.33;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;N2710;0.43;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;N3120;0.33;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;N9999;10.01;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;NAUT;2.14;
HAD_P;2024;300013745;ADENE HAD ALES;340027937;NCOOR;5.78;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;M3050;0.4;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;M9999;6.72;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;MAUT;0.56;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;MCOOR;5.76;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N2120;0.88;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N2210;0;7.5
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N2450;1.62;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N2510;5.8;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N2710;0.94;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N3120;2.77;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;N9999;55.75;7.5
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;NAUT;25.61;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;NCOOR;14.4;
HAD_P;2024;300013778;HAD 3G SANTE NIMES;300013760;NLIAI;3.73;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;M3050;0.11;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;M9999;6.29;134
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;MAUT;;134
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;MCOOR;3.58;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2120;4.2;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2210;9.12;326
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2410;0;100
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2450;0;1
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2460;0.04;0
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2510;9.87;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2710;1.06;0
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2800;2.6;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N3120;2.95;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;N9999;56.73;427
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;NAUT;15.71;0
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;NCOOR;9.12;
HAD_P;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;NLIAI;4.66;
HAD_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M9999;0.3;
HAD_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;MCOOR;0.3;
HAD_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2210;2.5;
HAD_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;2.5;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;M9999;3.94;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;MCOOR;3.94;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2120;4;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2210;43.19;534
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2410;0.91;167
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2450;1.29;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2510;13.18;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2710;0.96;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N3120;1;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N9999;98.85;718
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;NAUT;18.22;17
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;NCOOR;8.31;
HAD_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;NLIAI;7.79;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;M9999;1.51;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;MCOOR;1.51;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2120;1.08;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2210;19.29;230
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2410;;27
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2450;0.23;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2510;8.19;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N2710;0.36;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;N9999;38.05;257
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;NAUT;1.12;0
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;NCOOR;1.95;
HAD_P;2024;320004328;HAD GERS CL PASTEUR;310000096;NLIAI;5.83;
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M3050;1;30
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M9999;8;30
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MCOOR;7;0
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2120;3;
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2210;25.95;100
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2410;0.79;50
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2450;0.4;1
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2460;0.74;5
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2510;23.38;
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2710;1.4;1
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N3120;2;
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N9999;89.48;158
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;16.97;1
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NCOOR;7.04;
HAD_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NLIAI;7.81;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;8.02;2
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;MAUT;;2
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;MCOOR;7.4;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;8.55;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2210;79.08;124
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2410;;22
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2460;0.98;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;17.17;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2710;2.89;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N2800;0.62;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N3120;3.86;
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;145.76;163
HAD_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;33.23;17
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M3050;0.5;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;4.48;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MCOOR;1.43;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.72;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2210;14.39;5
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2710;0.32;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2800;2.55;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;22.5;5
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;3.27;
HAD_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NCOOR;3.8;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1.21;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M9999;7.9;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;MCOOR;6.69;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2120;4.73;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2210;14.31;756
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2410;;214
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2450;;9
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2460;1;14
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2510;26.25;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2710;1.84;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N3120;3.21;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N9999;87.9;1017
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NAUT;21.12;24
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NCOOR;12.12;
HAD_P;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NLIAI;3.32;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;M9999;1.36;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;MCOOR;1.36;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2120;0.8;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2210;7.54;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N2710;0.5;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N3120;0.54;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N9999;12.88;
HAD_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;NAUT;3.5;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;M3050;0.09;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;M9999;2.49;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;MCOOR;2.4;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2120;1;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2210;;130
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2410;;15
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2450;0.69;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2460;;3
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2510;2;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N2710;0.7;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N3120;0.83;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;N9999;17.52;148
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;NCOOR;11.3;
HAD_P;2024;340016476;HAD BEZIERS HAD;340016468;NLIAI;1;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;M3050;0.34;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;M9999;4.94;40
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;MCOOR;4.6;40
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N2120;1.25;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N2210;;54
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N2410;;6
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N2450;0.34;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N2710;0.85;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N3120;0.34;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;N9999;19.97;60
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;NAUT;8.09;
HAD_P;2024;340017839;ADENE HAD MONTPELLIER;340027937;NCOOR;9.1;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;M9999;4.91;170
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;MAUT;0.24;170
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;MCOOR;4.67;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N2210;;420
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N2450;0.85;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N2510;5.17;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N2710;0.98;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N3120;1.49;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;N9999;39.19;420
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;NAUT;15.19;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;NCOOR;13;
HAD_P;2024;340017847;HAD HOME SANTE 34;340018175;NLIAI;2.51;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;M9999;0.4;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;MAUT;0.4;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N2120;0.9;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N2210;7.55;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N2410;0.55;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N2460;0.6;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N2710;0.5;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N3120;0.4;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;N9999;12.86;
HAD_P;2024;340021211;HAD CH BEZIERS;340780055;NAUT;2.36;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;M3050;0.5;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;M9999;2.5;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;MCOOR;2;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N2410;;20
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N2450;;1
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N2510;4;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N2710;;1
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N3120;1;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;N9999;13;22
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;NCOOR;6;
HAD_P;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;NLIAI;2;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M3050;1;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M9999;5.45;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;MCOOR;3.45;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2120;0.88;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2210;12.69;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2510;3.61;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2800;1;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N3120;0.2;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N9999;24.61;
HAD_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;7.23;
HAD_P;2024;350042628;HAD 35;350042578;M3050;1.6;
HAD_P;2024;350042628;HAD 35;350042578;M9999;16.84;
HAD_P;2024;350042628;HAD 35;350042578;MCOOR;11.77;
HAD_P;2024;350042628;HAD 35;350042578;N2120;5.3;
HAD_P;2024;350042628;HAD 35;350042578;N2210;75.24;
HAD_P;2024;350042628;HAD 35;350042578;N2410;1.49;
HAD_P;2024;350042628;HAD 35;350042578;N2450;0.31;
HAD_P;2024;350042628;HAD 35;350042578;N2460;0.96;
HAD_P;2024;350042628;HAD 35;350042578;N2510;14.17;
HAD_P;2024;350042628;HAD 35;350042578;N2710;2.7;
HAD_P;2024;350042628;HAD 35;350042578;N2800;3.47;
HAD_P;2024;350042628;HAD 35;350042578;N3120;3.64;
HAD_P;2024;350042628;HAD 35;350042578;N9999;164.74;
HAD_P;2024;350042628;HAD 35;350042578;NAUT;16.63;
HAD_P;2024;350042628;HAD 35;350042578;NCOOR;24.7;
HAD_P;2024;350042628;HAD 35;350042578;NLIAI;19.6;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;M3050;0.66;30
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;M9999;5.82;30
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;MCOOR;5.16;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2120;0.14;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2210;18.66;60
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2410;0.8;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2450;0.1;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2460;0.9;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2510;19.13;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N2710;0.65;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N3120;1.23;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;N9999;59.68;60
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;NAUT;12.77;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;NCOOR;1.3;
HAD_P;2024;350044772;HAD SAINT MALO DINAN;350000626;NLIAI;4;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;M9999;1.34;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;MAUT;0.6;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;MCOOR;0.74;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;N2120;0.5;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;N2510;4.86;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;N3120;0.2;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;N9999;14.47;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;NAUT;1.71;
HAD_P;2024;360000137;CH CHATEAUROUX;360000053;NCOOR;7.2;
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;M3050;2;0
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;M9999;11.73;1
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;MAUT;1.52;0
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;MCOOR;6.76;0
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2210;56.89;60
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2410;1.41;5
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2450;0.5;0
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2460;1.57;2
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2510;16.11;
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2710;1.89;0
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N2800;1.45;1
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N3120;1.8;
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;N9999;128.2;67
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;NAUT;34.77;
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;NCOOR;12.06;
HAD_P;2024;370009938;HAD VAL DE LOIRE;440052041;NLIAI;1.2;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;M3050;0.35;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;M9999;2.42;100
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;MCOOR;0.73;100
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2120;4.47;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2210;23.65;70
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2410;;25
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2450;0.24;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2460;0.92;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2510;14.63;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2710;1;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2800;1.34;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N3120;1.08;
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N9999;62.36;95
HAD_P;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;NAUT;16.37;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;M9999;4.09;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;MAUT;4.09;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N2120;0.98;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N2210;15.83;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N2410;0.99;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N2510;8.21;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N2710;0.08;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N3120;1;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;N9999;41.1;
HAD_P;2024;380000067;HOPITAL NORD - CHU38;380780080;NAUT;14.01;
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M3050;0;0.26
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M9999;2.14;0.26
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;MCOOR;2.14;0
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2120;1;
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2210;8.09;34.1
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2410;0;1.58
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2710;1.31;0
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N3120;0.8;
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N9999;13.73;38.55
HAD_P;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;NAUT;2.53;2.87
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;M9999;1.4;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;MAUT;1.4;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;N2120;1;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;N2210;5.74;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;N2510;3.24;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;N9999;10.48;
HAD_P;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;NAUT;0.5;
HAD_P;2024;390004349;HAD COMTOISE LONS-LE-SAUNIER;250001161;M9999;0.92;
HAD_P;2024;390004349;HAD COMTOISE LONS-LE-SAUNIER;250001161;MCOOR;0.92;
HAD_P;2024;390004349;HAD COMTOISE LONS-LE-SAUNIER;250001161;N2120;1;
HAD_P;2024;390004349;HAD COMTOISE LONS-LE-SAUNIER;250001161;N2210;5.57;37
HAD_P;2024;390004349;HAD COMTOISE LONS-LE-SAUNIER;250001161;N2410;;12
