BOR;AN;FI;RS;FI_EJ;PERSO;EFFLIB;ETPSAL;GAR;AST
BLOCS_P;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;M200H;45;;0;1
BLOCS_P;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;N2200;;43.16;0;1
BLOCS_P;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;N2320;;9.29;0;1
BLOCS_P;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;N2510;;4.79;0;0
BLOCS_P;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;N4160;;2.24;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;M100H;7;0;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;M1030;9;0;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;M200H;28;0;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;N2200;0;14.85;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;N2510;0;3.4;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;N4160;0;1;0;0
BLOCS_P;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;NAUT;0;15.03;0;0
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M1030;1;4;;
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M200H;8;4;0;1
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2200;;4;0;1
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2310;;2;0;0
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2320;;2;0;1
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N4160;;1;0;0
BLOCS_P;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;NAUT;;2;0;0
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;M100H;;;0;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;M1030;;2.02;1;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;M200H;;1.8;0;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N2200;;29.26;1;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N2310;;2;1;0
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N2320;;13.64;1;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N2510;;14.66;0;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N4130;;;1;0
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;N4160;;;1;1
BLOCS_P;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;NAUT;;34.83;1;0
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M100H;;1.08;0;1
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1030;;8.03;1;
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M200H;;;0;1
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2200;;20.15;0;0
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2310;;17.17;0;1
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2320;;7.07;1;1
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2510;;13.96;0;0
BLOCS_P;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NAUT;;10.66;0;0
BLOCS_P;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;M1030;2;;;
BLOCS_P;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;M200H;14;0;;
BLOCS_P;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;N2310;;1.5;;
BLOCS_P;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;N2320;;7;;
BLOCS_P;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;N2510;;1.33;;
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;M1030;4;;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;M200H;20;;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N2200;;10;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N2310;;3;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N2320;;2;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N2510;;1;0;0
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N4130;;0.1;0;0
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;N4160;;1;0;1
BLOCS_P;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;NAUT;;10;0;0
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;M100H;6;;;
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;M1030;3;;;
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;M200H;12;;0;1
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N2200;;6;;1
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N2310;;3;;1
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N2320;;3;;1
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N2510;;1;;0
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N4130;2;;;0
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;N4160;;1;;1
BLOCS_P;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;NAUT;;2;;0
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;M100H;0;8.2;0;1
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;M1030;0;7.07;1;0
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;M200H;0;12.75;0;1
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;N2200;0;13.85;0;1
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;N2310;0;6.48;0;1
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;N2320;0;8.26;0;1
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;N2510;0;17.57;0;0
BLOCS_P;2024;300000023;CH ALES CEVENNES;300780046;NAUT;0;2.27;0;0
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M100H;;0;0;1
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M1030;;5.06;1;0
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M200H;;4.19;0;1
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2200;;11.4;0;1
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2310;;11.6;0;1
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2320;;6.41;0;1
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2510;;6.92;0;0
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N4160;;1.5;0;0
BLOCS_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;;16.75;0;0
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;M100H;5;;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;M1030;4;;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;M200H;24;;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;N2200;;9.92;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;N2510;;3;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;N4160;;1;;
BLOCS_P;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;NAUT;;11.9;;
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;M1030;1;0.4;0;1
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;M200H;4;0.91;0;1
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;N2200;2;6.74;;1
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;N2310;2;1.1;;
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;N2320;;1.58;;1
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;N2510;;1.92;;
BLOCS_P;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;NAUT;;4.25;;
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;M100H;12;0;0;0
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;M1030;5;0;0;1
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;M200H;31;0;0;1
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2200;0;13.68;0;1
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2310;0;3;0;0
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2320;0;1.27;0;1
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2510;0;3.62;0;0
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;N4160;0;1.8;0;1
BLOCS_P;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;NAUT;0;4.8;0;0
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;M1030;8;;0;1
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;M200H;41;;0;1
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;N2200;;32.16;;1
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;N2320;;1;;0
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;N2510;;2.99;;0
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;N4160;;3;;0
BLOCS_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;NAUT;;25.96;;0
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;M100H;;1.1;0;1
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;M1030;;47;1;1
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;M200H;;47.23;1;1
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N2200;;90.18;;
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N2310;;78.84;;
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N2320;;40.01;;
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N2510;;65.33;;
BLOCS_P;2024;300782117;CHU NIMES CAREMEAU;300780038;NAUT;;24.26;;
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M100H;12;;0;0
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M1030;18;;1;1
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M200H;58;;0;1
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2200;;40.79;0;1
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2310;9;;0;1
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2320;0;0;0;1
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2510;;9;0;0
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N4160;;1;0;0
BLOCS_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;NAUT;;35;0;1
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M100H;;1;0;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1030;;6.2;1;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M200H;10;3;1;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2200;;14.1;;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2310;;8;;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2320;;5.6;;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2510;;5;;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N4160;;1;;
BLOCS_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;;5;;
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M100H;;;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1030;;31.34;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M200H;;;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2200;;50.72;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2310;;36.44;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2320;;11.74;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2510;;41.08;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N4130;;0;1;1
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N4160;;3.13;0;0
BLOCS_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;NAUT;;6.68;0;0
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;M100H;;;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;M1030;;;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;M200H;;;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N2200;;10.4;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N2310;;1.95;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N2320;;6.98;1;1
BLOCS_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N2510;;10.81;1;0
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M100H;97;;0;1
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1030;17;;1;1
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M200H;81;;1;1
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2200;;33.37;0;0
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2310;10;;0;0
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2320;;4.03;0;0
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2510;;6;0;0
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N4130;;;0;1
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N4160;;;0;1
BLOCS_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;NAUT;1;;0;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M100H;91;;1;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1030;17;;1;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M200H;88;;0;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2200;;66.19;0;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2320;;17.06;0;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2510;;2.68;0;0
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N4130;;;0;1
BLOCS_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N4160;;1.62;0;0
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;M100H;4;;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;M1030;17;;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;M200H;68;;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N2200;;54.5;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N2310;;2.4;0;0
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N2320;;2;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N2510;;6.5;0;0
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N4130;3;;0;1
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;N4160;;3;0;0
BLOCS_P;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;NAUT;;26.3;0;0
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;M100H;72;;1;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;M1030;20;;1;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;M200H;31;;0;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2200;;132.89;0;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2310;;6.6;0;0
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2320;;7.8;0;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N2510;;13.9;0;0
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N4130;;5;0;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N4160;;8.91;0;1
BLOCS_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;NAUT;;26.31;0;0
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M100H;14;;;1
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M1030;19;;;1
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;M200H;54;0;;1
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2200;;99.08;;
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2320;;6.16;;
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N2510;;10.74;;
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;N4160;;4.72;;
BLOCS_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;NAUT;;5.95;;
BLOCS_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;M100H;4;;0;0
BLOCS_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;M1030;1;;0;0
BLOCS_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;N2200;;1.7;;
BLOCS_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;N2510;;1.6;;
BLOCS_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;N4160;;0.2;;
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M100H;37;;0;1
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1030;9;;1;1
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M200H;35;;0;1
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2200;;14.55;0;1
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2320;;1.99;0;1
BLOCS_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;N4160;;3;0;1
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;M100H;25;;0;1
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;M1030;16;;1;1
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;M200H;46;;0;1
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2200;;59.1;0;0
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2320;;5.29;0;0
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2510;;6.73;0;0
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N4160;;2.66;0;0
BLOCS_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;NAUT;;12.1;0;0
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1030;;7.62;1;1
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M200H;;4.76;1;1
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2200;;13.24;0;0
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2310;;4.16;0;1
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2320;;4.13;0;1
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2510;;1.07;0;0
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N4160;;1.16;0;0
BLOCS_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;NAUT;;2.59;0;0
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M100H;24;;;1
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M1030;10;;;1
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;M200H;41;;;1
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2200;;29.3;;
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2320;;4.43;;
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N2510;;8.18;;
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;N4160;;2.95;;
BLOCS_P;2024;310781505;CL D'OCCITANIE MURET;310000492;NAUT;;32.64;;
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;M1030;;9.7;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;M200H;;14.36;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N2200;;65.39;;
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N2310;;11.64;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N2320;;11.63;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N2510;;45.12;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N4160;;3.6;;1
BLOCS_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;NAUT;;20.96;;
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M100H;;;1;1
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1030;;38.12;1;1
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2200;;83.77;1;1
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2310;;45.39;1;1
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2320;;36.56;1;1
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2510;;78.74;1;0
BLOCS_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NAUT;;3.88;0;0
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M100H;;0.85;1;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1030;;12.7;1;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M200H;;;1;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2200;;84.74;;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2310;;69.36;1;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2320;;51.72;1;1
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2510;;97.14;1;0
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4130;;0;1;0
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4160;;1;0;0
BLOCS_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NAUT;;1.71;0;0
BLOCS_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M100H;;1.05;0;1
BLOCS_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1030;;0.4;1;0
BLOCS_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M200H;;1.76;0;1
BLOCS_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2200;;10.4;;
BLOCS_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2310;;0.9;;
