BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;0;;;;;1;0;0;0;0;0;;;;;0;0;0;0;;;;;;;;;;
MCOGER;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;409;0;382;2.4;1;56;5;1687;448;16524;0;0;6.33;6.33;0;0;1;1;;;;;;26.67;29.72;3.08;0.67;24.8
MCOGER;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;0;;;;;1;10;;498;0;3460;;;3;2;;;;;;;;;;11.87;17.88;0;0;9.48
MCOGER;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;1;0;143;135;5.5;1;22;1;607;349;5626;0;0;2.1;0.63;0;0;1;0;0;0;0;0;0;10.93;12.3;0;0;1.16
MCOGER;2024;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;0;;;;;1;;3;0;972;0;;;1.51;1.31;0;0;0;0;;;;;;1;;;;3.25
MCOGER;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;33;118;95;2.77;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;2986;1282;2156;16.04;1;60;4;285;350;6472;;;10.1;5.6;0;0;1;1;;;;;;40.38;45.5;1.61;1.02;41.53
MCOGER;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;0;;;;;1;16;0;457;0;5701;;;1.87;1.87;;;;;;;;;;10.87;14.87;;;3.59
MCOGER;2024;340000033;CH BEZIERS;340780055;1;913;122;905;3.2;1;33;0;1124;0;11900;;;5.85;0.3;;;1;1;;;;;;16.59;12.26;0.11;;6.91
MCOGER;2024;340000207;ICM MONTPELLIER;340780493;1;753;0;714;2.06;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;1;379;145;451;3.9;1;29;0;846;0;8984;0;0;2.57;0.58;0;0;1;1;0;0;0;0;0;11.87;14.42;0;0;6.85
MCOGER;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;1457;617;2074;10;1;54;6;1517;1258;17854;;;9.84;5.42;1;1;1;1;;;;;;27.56;29.33;2.04;;8.95
MCOGER;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;0;;;;;1;13;0;776;0;6632;2;2;1.67;0;0;0;1;1;;;;;;18.9;21.6;0;0;10.4
MCOGER;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;0;;;;;1;20;5;497;56;4595;;;2;2;0;0;1;1;;;;;;9.8;7.1;;;1
MCOGER;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;0;;;;;1;10;0;265;0;3485;;;1.43;0.45;;;;;;;;;;5.36;5.73;;;2.06
MCOGER;2024;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;;1;;5;0;258;0;;;5;5;0;;0;;;;;;;1.8;15.43;17.08;0.92;0
MCOGER;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;1;1374;667;1800;6;1;52;0;1006;110;18342;;;5.11;4.61;0;0;0;0;;;;;;25.89;29.96;1.45;;12.74
MCOGER;2024;350000154;C.H FOUGERES;350000030;1;528;2;481;2.1;1;30;0;824;0;11310;;;4.1;3.93;0;0;1;1;;;;;;12.17;17.36;0;0;4.54
MCOGER;2024;350000162;CHIRC SITE REDON;350000048;1;181;212;261;2.16;1;30;1;964;34;10651;;;2.21;1.31;0;0;1;1;;;;;;11.32;17.98;;;4.87
MCOGER;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;1;181;20;192;2.24;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;1016;105;869;5.33;1;42;5;774;600;15428;;;9.14;9.14;1;1;0;0;;;;;;29.03;22.23;0.88;;25.42
MCOGER;2024;350005021;POLE GERIATRIQUE RENNAIS;440042844;1;0;79;79;;1;70;7;1221;1464;21134;;;11.75;5.93;1;1;1;1;;;;;;34.39;29.82;1.24;0;17.53
MCOGER;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;1;535;0;526;1.3;1;20;2;254;409;4078;;;2;2;0;0;1;1;;;;;;9.25;9.25;0.6;0;1.4
MCOGER;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;0;;;;;1;20;;443;0;5329;0;0;2;2;0;0;1;0;;;;;;8.25;10.49;;;4.06
MCOGER;2024;360000137;CH CHATEAUROUX;360000053;1;218;0;180;1.5;1;10;;228;0;3698;;;0.53;0.52;;;;;;;;;;4.88;8.97;0.15;;8.13
MCOGER;2024;370000531;CH DU CHINONAIS;370000606;0;;;;;1;24;1;681;26;8504;;;2.2;2.2;0;0;0;0;;;;;;10.9;18.21;0.85;0;7.75
MCOGER;2024;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;0;;;;;1;25;0;711;0;7042;;;2.01;;0;;1;;;;;;;11.13;16.92;;;5.57
MCOGER;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;1;3223;;;12.02;1;42;0;1258;0;14967;;;8.82;3.69;0;0;1;1;;;;;;17.47;25.01;0;0;13.78
MCOGER;2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;0;;;;;1;28;2;587;36;5454;;;1.68;1;0;;1;;;;;;;13.22;14.02;;;7.69
MCOGER;2024;370000903;CH PAUL MARTINAIS - LOCHES;370000614;0;;;;;1;;3;0;96;0;;;0.22;0.22;;;;;;;;;;0.2;;;;0.55
MCOGER;2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;603;134;134;5.19;1;19;1;716;2;12519;;;4.71;3.47;0;0;1;1;;;;;;12.17;18.72;0.33;;4.03
MCOGER;2024;380000042;CH YVES TOURAINE;380780056;0;;;;;1;26;1;715;145;8520;;;2.28;2.28;0;0;1;1;;;;;;10.13;12.35;;;7.33
MCOGER;2024;380000067;HOPITAL NORD - CHU38;380780080;1;;;;;1;28;4;574;1090;8653;;;4.63;3.77;0;0;1;1;;;;;;13;13.17;1.08;;13.77
MCOGER;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;730;415;180;5.07;1;28;2;714;214;9631;0;0;3.63;3.63;0;0;0;0;0;0;0;0;0;11.48;11.1;1.65;0;12.56
MCOGER;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;0;;;;;1;30;1;709;223;9615;;;7.46;3.04;0;0;1;1;;;;;;18.27;15.28;0.37;;3.7
MCOGER;2024;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;537;0;505;1.2;1;18;0;525;0;6735;;;;;;;;;;;;;;9.85;7.1;0;0;0.5
MCOGER;2024;380782722;HOPITAL SUD - CHU38;380780080;1;;;;;1;0;2;;;;;;4.05;3.85;0;0;1;1;;;;;;3.4;0.8;0.3;;4.69
MCOGER;2024;380785956;CLINIQUE DES CEDRES;380795211;0;;;;;1;28;5;446;0;4956;;;2;1;0;0;1;1;;;;;;9;5;;;1
MCOGER;2024;390000040;CH LONS;390780146;1;1065;810;1329;6.8;1;27;0;686;0;9836;;;2.34;2.34;0;0;1;0;;;;;;12.87;14.05;0.7;;2.93
MCOGER;2024;390000222;CH LOUIS PASTEUR DOLE;390780609;1;177;21;179;1.21;1;30;;824;0;10204;;;5.97;2.83;;;;;;;;;;14.35;12.17;;;9.64
MCOGER;2024;400000105;CENTRE HOSPITALIER DAX;400780193;1;61;391;414;2.74;1;19;;808;;9185;;;3.91;3.24;0;0;1;1;;;;;;15.07;15.28;0;0;6.25
MCOGER;2024;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;315;125;476;2.5;1;20;1;879;85;11475;;;3.43;3.43;0;0;1;1;;;;;;13.97;18.5;0;0;8.34
MCOGER;2024;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;0;;;;;1;15;;586;0;3948;;;1.6;1.6;1;1;0;0;;;;;;4.4;14.9;0.25;0.5;1
MCOGER;2024;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;0;;;;;1;15;1;92;185;910;;;1.74;0.92;0;0;1;1;;;;;;1.96;1.56;0.48;0;2.55
MCOGER;2024;400787354;CH DE DAX - SITE DU LANOT;400780193;0;;;;;1;;2;0;331;0;;;1.8;1.8;;;;;;;;;;1.12;;;;2.48
MCOGER;2024;410000020;CH BLOIS SIMONE VEIL;410000087;1;344;0;444;1.5;1;30;0;820;0;10994;0;0;1.54;0.51;0;0;0;0;0;0;0;0;0;11.91;15.9;0;0;3.02
MCOGER;2024;410000038;CH VENDOME - MONTOIRE;410000095;0;;;;;1;15;0;388;0;5186;0;0;2;2;0;0;1;1;0;0;0;0;0;4.1;8.8;0;0.3;0
MCOGER;2024;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;82;41;71;0.79;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;420000010;CH DE ROANNE;420780033;1;211;110;475;3.32;1;25;2;585;204;9274;0;;2.71;0.32;0;0;0;0;;;;;;13.61;10.76;;;6.28
MCOGER;2024;420000192;CLINIQUE MEDICALE LA BUISSONNIERE;750034589;0;;;;;1;20;0;371;0;5665;0;;1.75;0;0;0;1;0;0;0;0;0;0;6.41;6.28;0;0;2
MCOGER;2024;420000234;CH DE FIRMINY;420780652;1;359;66;386;4.54;1;10;3;698;137;7460;;;2.26;2.25;;;1;1;;;;;;10.67;10.65;;;7.19
MCOGER;2024;420000267;CH DU FOREZ SITE DE FEURS;420013831;1;300;437;580;5.15;1;14;2;384;305;5110;0;0;1.95;0.67;0;0;0;0;0;0;0;0;0;7.58;9.84;0;0;7.1
MCOGER;2024;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;0;;;;;1;3;0;88;0;967;0;0;0.98;0.98;0;0;0;0;0;0;0;0;0;0.07;0.2;0;0;0.44
MCOGER;2024;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;0;;;;;1;24;;380;0;4987;;;1.97;1.77;0;0;0;0;;;;;;4.67;4.08;0.14;;1.29
MCOGER;2024;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;0;;;;;1;10;;241;0;3862;;;3.25;1;0;0;1;1;;;;;;7.7;7.34;;;1.14
MCOGER;2024;420780637;CH DU GIER - MCO;420002495;1;207;145;278;2.5;1;28;0;908;0;9143;0;0;1.67;1.67;0;0;0;0;0;0;0;0;0;8.37;13.14;0;0;2.49
MCOGER;2024;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;1;0;242;242;4.6;1;10;2;219;4412;3220;;;2.6;;0;;0;;;;;;;6.33;9.16;0;0;1.86
MCOGER;2024;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;0;;;;;1;42;1;1056;100;11687;;;4.95;1.5;0;0;1;1;;;;;;13.9;17.17;0.59;0;11.94
MCOGER;2024;420785354;HOPITAL NORD - CHU42;420784878;1;1300;0;1282;3.36;1;11;;382;0;3147;;;1.29;0.5;0;0;1;0;;;;;;6.08;8.91;0;0;1.23
MCOGER;2024;430000117;CH EMILE ROUX LE PUY;430000018;1;299;0;299;0.75;1;32;1;1249;139;11184;0;0;3.13;2.8;0;0;1;1;0;0;0;0;0;17.29;18.62;0;0;5.36
MCOGER;2024;430000190;CH DE BRIOUDE;430000034;1;11;7;18;1.15;1;20;2;616;5;6735;;;3.94;0.47;;;;;;;;;;15.79;19.33;0.06;;12.54
MCOGER;2024;440000016;CH DE SAINT NAZAIRE;440000057;1;2142;1530;2802;7.12;1;70;0;1403;0;26211;;;7.02;3.37;0;0;1;1;;;;;;34.31;40.18;2.33;0;16.13
MCOGER;2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;2085;67;1788;7.34;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;440000396;CH ERDRE ET LOIRE;440053643;1;86;;86;0.98;1;20;;426;0;5802;;;3.25;2.25;;;;;;;;;;11.69;8.39;0.23;;1.04
MCOGER;2024;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;0;;;;;1;36;5;1282;1024;12972;0;0;5.04;3.84;0;0;0;0;;;;;;17.87;24.57;0;0.5;10.32
MCOGER;2024;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;;;;1.66;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;440000560;CH LVO SITE DE MACHECOUL;850009010;0;;;;;1;22;3;680;927;8168;;;3.4;1.6;0;0;1;1;;;;;;9.8;13.99;;;7.84
MCOGER;2024;440017598;CHU DE NANTES SITE LAENNEC;440000289;0;;;;;1;60;0;1766;46;20674;0;0;8.04;4.32;1;0;1;1;;;;;;29.24;37.21;0;0.5;11.82
MCOGER;2024;440029338;CLINIQUE MUTUALISTE JULES VERNE;440053411;1;118;576;456;2.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;450000047;CH DEZARNAULDS - GIEN;450000096;1;498;0;461;1.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;504;;211;1.56;1;30;;1080;0;10810;;;3.2;3.2;1;1;0;0;;;;;;8.7;10.83;;;11.29
MCOGER;2024;450000070;CH PITHIVIERS;450000112;0;;;;;1;12;;488;0;4450;;;1;1;;;;;;;;;;5.82;10.72;;;2.12
MCOGER;2024;450000120;CH LOUR PICOU - BEAUGENCY;450000138;0;;;;;1;12;0;126;0;1129;;;;;;;;;;;;;;3.9;5.5;;;2.13
MCOGER;2024;450000260;CH SULLY-SUR-LOIRE;450000161;0;;;;;1;11;0;195;0;3793;;;0.7;;;;;;;;;;;;;;;
MCOGER;2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;450000088;1;1443;0;1156;3.5;1;30;1;829;134;12029;;;5.7;4.7;0;0;1;1;;;;;;22.75;29.15;;;7.97
MCOGER;2024;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;164;107;192;1.8;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;460000052;CH ST JACQUES ST CERE;460780091;0;;;;;1;29;;859;0;7446;;;1.27;;;;1;;;;;;;10.46;12.75;;;3.88
MCOGER;2024;460000102;CH JEAN COULON GOURDON;460780208;1;335;1051;656;2.69;1;15;2;475;207;4990;0;0;2;1.3;0;0;1;1;0;0;0;0;0;9.53;9.04;;;3.66
MCOGER;2024;460000110;CH JEAN ROUGIER CAHORS;460780216;1;714;36;640;2.8;1;24;1;939;112;8521;0;0;4.6;2.5;0;0;1;1;0;0;0;0;0;15.56;18.83;0;0;10.73
MCOGER;2024;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;0;;;;;1;30;;1033;0;10748;0;0;2.95;2.95;;;1;1;0;0;0;0;0;14.43;15.66;0;0;3.74
MCOGER;2024;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;894;415;717;3.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;352;210;502;2.42;1;35;;990;0;12388;;;2.22;0.5;;;;;;;;;;17.71;22.13;;;11.52
MCOGER;2024;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;324;82;317;1.8;1;14;;480;0;5240;;;2.79;1;;;1;1;;;;;;7.36;9;0;0;1.53
MCOGER;2024;490000049;CHR ANGERS SITE LARREY;490000031;1;1685;593;2056;6.2;1;44;2;1359;756;16435;;;13.47;13.47;0;0;1;1;0;0;0;0;0;32.19;34.74;1.7;0;18.35
MCOGER;2024;490000635;CH DE CHOLET;490000676;1;462;71;500;3.95;1;28;5;764;245;10731;;;3.13;1.86;0;0;0;0;;;;;;15.7;18.91;0.33;;3.97
MCOGER;2024;490001765;CH DE SAUMUR;490528452;1;418;220;382;2.01;1;42;1;1037;69;10687;;;5.66;4.64;0;0;0;0;;;;;;13.35;13.64;;;5.4
MCOGER;2024;500000021;HOPITAUX DU SUD MANCHE;500000054;1;789;54;322;1.33;1;26;;723;0;9077;0;;2.4;1.6;0;0;0;0;;;;;;11.71;14;0;0;6.42
MCOGER;2024;500000187;CHPC - SITE CHERBOURG;500000013;1;508;486;994;4.8;1;31;;823;0;11327;;;5.56;1.3;;;;;;;;;;14.06;24.06;;;5.49
MCOGER;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;1;980;99;598;2.47;1;30;;621;0;8104;0;;2.08;0;0;0;0;0;;;;;;8.88;11.78;;;4.98
MCOGER;2024;500000450;CH - SAINT-LO;500000112;1;527;32;450;3.03;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;500000468;CHPC - SITE VALOGNES;500000013;0;;;;;1;1;;26;0;196;;;0.35;;;;;;;;;;;2.1;2.55;0.2;;0.5
MCOGER;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;1;30;0;560;0;9705;;;3.48;3.48;;;;;;;;;;11.65;20.06;7;;7.04
MCOGER;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;163;77;226;1.18;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;102;86;386;2;1;32;;1031;0;8841;;;4.22;;0;;1;;;;;;;14.84;15.31;0.5;;3.15
MCOGER;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;158;;169;1.05;1;11;0;294;0;3679;;;1;1;0;;1;;;;;;;;;;;0.37
MCOGER;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;0;;;;;1;10;0;550;0;4221;;;1;1;;;;;;;;;;;;;;
MCOGER;2024;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;;;;5.39;1;49;5;908;1134;14398;;;7.43;6.79;0;0;0;0;0;0;0;0;0;31.83;30.77;1.91;0;24.06
MCOGER;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;159;57;206;1.95;1;21;0;455;0;7385;;;3.26;3.26;0;0;1;1;;;;;;11.24;14.08;;;4.22
MCOGER;2024;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;882;151;515;2.59;1;32;;1171;0;11826;;;4.06;3.06;0;;1;;;;;;;16.43;14.22;1.01;;5.18
MCOGER;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;258;84;304;;1;10;1;292;79;3680;;;1.92;0.74;;;;;;;;;;2.89;3.45;;;2.69
MCOGER;2024;530000173;CH DU NORD MAYENNE;530000074;1;144;6;141;3.23;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;1230;314;1439;2.09;1;29;;1031;0;11047;;;3.36;3.36;0;0;0;0;;;;;;5.07;5.65;0;0;1.89
MCOGER;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;1021;0;1021;1.83;1;17;0;287;0;5684;3;;1.7;;0;0;1;1;;;;;;5.89;9.28;;;0.7
MCOGER;2024;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;0;;;;;1;20;5;312;363;6625;;;1.81;1.4;1;1;1;1;;;;;;6;9.9;0.7;;0.7
MCOGER;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;373;50;428;1.6;1;15;0;333;0;5529;;;2;1;0;0;1;1;;;;;;5.98;8.45;0.25;;4.85
MCOGER;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;;;;;1;24;1;599;49;8155;;;2.5;;0;0;1;1;;;;;;8;9;;;0.8
MCOGER;2024;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;2860;439;2501;6.71;1;62;5;781;1070;15905;;;2.6;0.9;0;0;1;1;;;;;;21.25;26.63;;;17.51
MCOGER;2024;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;506;55;485;1.25;1;20;0;608;0;6449;;;1.95;1.95;0;0;1;1;;;;;;8.45;10.21;;;2.4
MCOGER;2024;550000434;CH BLD FV SITE BLD;550003354;1;296;0;275;2.71;1;18;1;512;111;7123;;;2.04;2.04;0;0;1;1;;;;;;7.56;11.08;0.49;;3.76
MCOGER;2024;560000127;CHBA SITE DE VANNES;560023210;1;2197;782;2618;2.9;1;40;0;1192;0;15956;;;3.05;3.05;0;0;1;1;;;;;;22.11;23.94;;0.1;0.72
MCOGER;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;794;1323;1455;5;1;52;0;1315;0;19870;;;6.12;2.25;0;0;1;1;;;;;;31.67;25.94;;;4.35
MCOGER;2024;560000143;CHCB SITE KERIO;560014748;1;967;618;1250;4.6;1;29;0;790;7;10790;;;2.1;1.7;;;;;;;;;;11.98;17.06;;;1.48
MCOGER;2024;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;;1;26;3;700;653;8177;;;4.17;3.38;0;0;1;1;;;;;;14.04;12.53;0.4;;5.19
MCOGER;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;760;78;725;2.1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;0;;;;;1;0;10;0;984;0;;;1.76;1.41;;;1;1;;;;;;2.07;2.6;0.07;;1.56
MCOGER;2024;560000465;GHBS - HOPITAL LE FAOUET;560005746;0;;;;;1;15;0;37;0;787;;;0.47;0.03;;;1;1;;;;;;3.53;6.74;;;2.31
MCOGER;2024;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;0;;;;;1;12;0;222;0;4220;;;0.9;;;;1;;;;;;;5.93;5.68;;;1.55
MCOGER;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;0;;;;;1;6;;123;0;1939;;;0.6;0.6;;;;;;;;;;3.75;4.11;0.2;;1.95
MCOGER;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;489;1;425;2.2;1;8;;13;0;172;;;0.5;;0;;1;;;;;;;4;3.88;;;2.24
MCOGER;2024;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;0;;;;;1;;5;0;762;0;;;0.6;;;;;;;;;;;1;0;;;2.1
MCOGER;2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;0;;;;;1;38;5;976;163;12894;;;5;3.7;0;0;0;0;;;;;;15.69;17.38;1;;6.3
MCOGER;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;137;0;117;2;1;38;3;1048;277;14148;;;1.2;1.2;0;0;1;1;;;;;;15.73;22.36;;;7.77
MCOGER;2024;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;0;;;;;1;20;5;168;1034;3431;;;1.64;1.64;1;1;0;0;;;;;;8.82;10.37;0.82;;10.79
MCOGER;2024;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;0;;;;;1;25;4;563;85;7515;;;2.03;;;;1;0;;;;;;12.11;8.45;0.5;;1.7
MCOGER;2024;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;0;;;;;1;39;6;1203;1310;12310;;;4.9;2;0;0;1;1;;;;;;11.52;20.34;;;6.54
MCOGER;2024;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;0;;;;;1;;5;;329;;;;0.48;0.48;0;0;1;1;;;;;;0.75;1.07;;;1.7
MCOGER;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;715;0;332;2.3;1;33;;858;;11989;;;4.7;4.7;0;0;1;1;;;;;;19.34;23.86;;;5
MCOGER;2024;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;1;1304;908;1078;7.28;1;23;5;850;266;8264;;;2.68;2.68;;;;;;;;;;13.01;11.36;0.7;0;8.67
MCOGER;2024;580972669;CH CLAMECY;580780070;0;;;;;1;;2;0;118;0;;;1;;;;;;;;;;;;;;;
MCOGER;2024;580972685;CH DECIZE;580780096;0;;;;;1;14;;400;0;4508;;;0.52;0.52;;;;;;;;;;6.22;7.56;0.05;;0.9
MCOGER;2024;590000014;CH SOMAIN;590780052;0;;;;;1;20;0;;;;0;0;1.8;;1;1;0;0;0;0;0;0;0;10;11;;;3.35
MCOGER;2024;590000121;CH SECLIN;590780227;1;612;2;594;2.7;1;40;1;1077;206;13062;;;5.06;5.06;1;0;0;0;;;;;;24.16;26.15;;;5.81
MCOGER;2024;590000337;CH DUNKERQUE;590781415;1;986;267;1088;4.25;1;25;2;814;374;8654;;;3.55;3.55;0;0;1;1;;;;;;15.39;12.13;0;0;7.36
MCOGER;2024;590000428;CH CAMBRAI;590781605;1;402;0;350;;1;31;;776;0;7500;;;1.32;1.32;0;0;1;1;;;;;;6.75;1;;;1.46
MCOGER;2024;590000436;CH LE CATEAU;590781621;0;;;;;1;20;;603;0;6694;;;3.27;0.84;0;0;0;0;;;;;;9.31;11.03;;;1.95
MCOGER;2024;590000469;CH FOURMIES;590781662;0;;;;;1;20;0;724;0;5193;0;0;1.79;0.25;0;0;1;1;0;0;0;0;0;11.84;16.69;0;0;1.49
MCOGER;2024;590000477;CH LE QUESNOY;590781670;1;144;0;143;0.4;1;20;3;544;172;6778;;;2.7;1.8;1;1;0;0;;;;;;10.9;11.1;0.06;0;10.13
MCOGER;2024;590000527;CH AVESNES;590781795;1;0;0;0;1.1;1;28;5;621;119;7267;;;0.8;0.8;;;;;;;;;;14.57;9.61;0.3;0;10.08
MCOGER;2024;590000535;CH DE MAUBEUGE MCO;590781803;1;746;0;681;3.73;1;34;20;853;46;12127;;;4.97;4.8;0;0;1;1;;;;;;16.65;22.03;0.4;;1.86
MCOGER;2024;590000592;CH DENAIN;590782165;1;262;273;353;3.03;1;35;0;992;0;12222;;;4.56;4.56;0;0;0;0;;;;;;15.79;20.58;;;9.39
MCOGER;2024;590000600;CH SAINT- AMAND LES EAUX;590782207;0;;;;;1;28;;513;0;5544;0;0;2;1;;;;;0;0;0;0;1;10.05;13.5;0;0;3.61
MCOGER;2024;590000618;CH VALENCIENNES;590782215;1;1313;899;1534;9.86;1;56;4;2020;724;18322;;;7.16;5.83;;;;;;;;;;34.83;31.46;2;;15.32
MCOGER;2024;590000758;CH ARMENTIERES;590782637;1;;;;2.51;1;30;1;633;61;8030;;;4.68;4.3;;;;;;;;;;11.66;14.4;;;2.78
MCOGER;2024;590000766;CH BAILLEUL;590782645;0;;;;;1;24;4;573;0;6864;;;1.87;1;1;0;1;;;;;;;11.85;18.79;;;3.06
MCOGER;2024;590001004;CH DOUAI DECHY;590783239;1;854;129;909;3.8;1;43;0;1807;0;14950;;;6.17;6.17;0;0;1;1;;;;;;22;21.8;0.6;;4.4
MCOGER;2024;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;0;;;;;1;22;2;765;135;7806;;;2.47;2.47;;;1;0;;;;;;12.05;13.37;0.21;0.22;4.44
MCOGER;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;;;;2;1;31;1;1162;605;7709;;;6.87;6.87;;;;;;;;;;6.16;5.79;;;1.63
