BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;COMEHPAD
USLD_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;N3120;;;1
USLD_P;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;NAUT;16.5;;1
USLD_P;2024;270000516;HL LE NEUBOURG;270000177;MEDCH;0.5;;1
USLD_P;2024;270000516;HL LE NEUBOURG;270000177;N2210;5.15;;0
USLD_P;2024;270000516;HL LE NEUBOURG;270000177;N2510;12.9;;0
USLD_P;2024;270000516;HL LE NEUBOURG;270000177;NAUT;3.98;;0
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;MEDCH;0.3;;0
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;N2210;6.88;;0
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;N2460;0.02;;1
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;N2510;21.54;;0
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;N3120;0.01;;
USLD_P;2024;270026107;USLD CH EURE SEINE;270023724;NAUT;7.27;;1
USLD_P;2024;280000050;CH BONNEVAL;280000142;M1320;0.5;0;0
USLD_P;2024;280000050;CH BONNEVAL;280000142;MEDCH;0.5;0;0
USLD_P;2024;280000050;CH BONNEVAL;280000142;N2210;7.92;0;0
USLD_P;2024;280000050;CH BONNEVAL;280000142;N2510;19.27;0;0
USLD_P;2024;280000050;CH BONNEVAL;280000142;N3120;0.05;0;0
USLD_P;2024;280000050;CH BONNEVAL;280000142;NAUT;19.37;0;0
USLD_P;2024;280000084;CH DREUX;280000183;M1320;0.98;;
USLD_P;2024;280000084;CH DREUX;280000183;MEDCH;1.71;;
USLD_P;2024;280000084;CH DREUX;280000183;N2210;12.16;;
USLD_P;2024;280000084;CH DREUX;280000183;N2410;0.42;;
USLD_P;2024;280000084;CH DREUX;280000183;N2460;0.4;;
USLD_P;2024;280000084;CH DREUX;280000183;N2510;29.63;;
USLD_P;2024;280000084;CH DREUX;280000183;NAUT;29.74;;
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;M1320;0.16;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;MEDCH;0.16;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;N2210;4.19;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;N2410;;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;N2460;;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;N2510;10.52;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;N3120;;;1
USLD_P;2024;280000100;CH DE LA LOUPE;280000225;NAUT;7.21;;1
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;M1320;0.4;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;MEDCH;0.4;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;N2210;12.43;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;N2410;0.67;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;N2460;0.43;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;N2510;15.98;;
USLD_P;2024;280000662;CH CHATEAUDUN;280500075;NAUT;6.55;;
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;M1320;0.54;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;MEDCH;0.54;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;N2210;7.13;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;N2410;0.44;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;N2460;0.31;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;N2510;15.07;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;N3120;0.01;;1
USLD_P;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;NAUT;7.86;;1
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M1320;0.65;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;MEDCH;0.65;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2210;8.86;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2410;0.1;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2510;13.03;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N3120;0.1;;
USLD_P;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NAUT;3.67;;
USLD_P;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;MEDCH;0.82;;0
USLD_P;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;N2210;14.72;;0
USLD_P;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;N2510;30.14;;0
USLD_P;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;NAUT;21.69;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;MEDCH;1;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2210;9.37;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2410;0.25;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2510;21.75;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N3120;0.06;;0
USLD_P;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NAUT;8.23;;0
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;M1320;0.6;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;MEDCH;0.6;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2210;7.01;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2410;0.33;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2460;0.08;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2510;7.61;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N3120;;;1
USLD_P;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;NAUT;0.92;;1
USLD_P;2024;290014687;GHBS USLD BOIS JOLY;560005746;M1320;0.55;;1
USLD_P;2024;290014687;GHBS USLD BOIS JOLY;560005746;MEDCH;0.55;;1
USLD_P;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2210;4.75;;1
USLD_P;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2510;13.01;;1
USLD_P;2024;290014687;GHBS USLD BOIS JOLY;560005746;NAUT;6.66;;1
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;M1320;2.2;;0
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;MEDCH;2.2;;1
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2210;25.43;;0
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2460;0.6;;0
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2510;48.16;;0
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N3120;0.3;;0
USLD_P;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;NAUT;32.53;;0
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;M1320;0.9;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;MEDCH;1.2;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2210;11.9;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2410;0.2;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2460;0.4;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2510;26.26;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N3120;0.24;;
USLD_P;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;NAUT;15.69;;
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;M1320;0.29;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;MEDCH;0.29;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2210;5.79;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2410;0.35;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2460;0.23;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2510;11.17;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N3120;0;;1
USLD_P;2024;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;NAUT;5.41;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;M1320;0.12;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;MEDCH;0.12;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;N2210;5.57;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;N2410;0.07;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;N2460;0.21;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;N2510;8.6;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;N3120;0;;1
USLD_P;2024;290025147;LONG SEJOUR TI GLAZIG - CHIC QUIMPER;290020700;NAUT;5.99;;1
USLD_P;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;MEDCH;0.71;;0
USLD_P;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N2210;7.66;;0
USLD_P;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N2510;15.93;;0
USLD_P;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;NAUT;18.07;;0
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;M1320;0.76;;1
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;MEDCH;0.76;;1
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2210;7.36;;0
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2410;0.46;;0
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2510;16.16;;0
USLD_P;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;NAUT;6.81;;0
USLD_P;2024;2A0023271;USLD D' AJACCIO;2A0000014;MEDCH;1;;
USLD_P;2024;2A0023271;USLD D' AJACCIO;2A0000014;N2210;17.05;;
USLD_P;2024;2A0023271;USLD D' AJACCIO;2A0000014;N2510;43.32;;
USLD_P;2024;2A0023271;USLD D' AJACCIO;2A0000014;NAUT;13.6;;
USLD_P;2024;2B0000038;CH CORTE;2B0004246;N2210;0.38;;
USLD_P;2024;2B0000038;CH CORTE;2B0004246;N2410;0.5;;
USLD_P;2024;2B0000038;CH CORTE;2B0004246;N2510;2.83;;
USLD_P;2024;2B0000038;CH CORTE;2B0004246;NAUT;2.03;;
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;M1320;0.2;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;MEDCH;1.4;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2210;6.19;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2410;0.31;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2460;0.42;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2510;16.16;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N3120;0.18;;1
USLD_P;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;NAUT;11.49;;1
USLD_P;2024;2B0005359;CH CALVI;2B0005342;MEDCH;0.7;;
USLD_P;2024;2B0005359;CH CALVI;2B0005342;N2210;3.52;;
USLD_P;2024;2B0005359;CH CALVI;2B0005342;N2510;15.68;;
USLD_P;2024;2B0005359;CH CALVI;2B0005342;NAUT;2.45;;
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M1320;0.2;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;MEDCH;0.85;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2210;6.36;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2410;0.53;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2460;0.12;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2510;16.35;;0
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N3120;0;;1
USLD_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;7.6;;1
USLD_P;2024;300000064;CH UZES;300780087;MEDCH;0.6;;
USLD_P;2024;300000064;CH UZES;300780087;N2210;4.85;;
USLD_P;2024;300000064;CH UZES;300780087;N2510;12.97;;
USLD_P;2024;300000064;CH UZES;300780087;N3120;0.19;;
USLD_P;2024;300000064;CH UZES;300780087;NAUT;5.91;;
USLD_P;2024;300000072;CH LE VIGAN;300780095;MEDCH;0.1;12;1
USLD_P;2024;300000072;CH LE VIGAN;300780095;N2210;3.5;0;0
USLD_P;2024;300000072;CH LE VIGAN;300780095;N2460;0.75;0;0
USLD_P;2024;300000072;CH LE VIGAN;300780095;N2510;10.96;0;0
USLD_P;2024;300000072;CH LE VIGAN;300780095;NAUT;13.3;0;0
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;M1320;0.2;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;MEDCH;0.2;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;N2210;6.06;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;N2460;0.31;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;N2510;11.68;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;N3120;0.17;0;1
USLD_P;2024;300012481;USLD LES CIGALES CH ALES;300780046;NAUT;14.6;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;M1320;0.83;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;MEDCH;1.08;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;N2210;12.53;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;N2460;0.69;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;N2510;20.2;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;N3120;0.26;0;1
USLD_P;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;NAUT;21.54;0;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;MEDCH;0.1;;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;N2210;1.92;;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;N2410;0.14;;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;N2460;0.04;;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;N2510;5.28;;1
USLD_P;2024;300021383;USLD CH PONT ST ESPRIT;300780079;NAUT;3.66;;1
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;MEDCH;;;1
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;N2210;28.48;;
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;N2410;0.93;;
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;N2460;1.25;;
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;N2510;77.03;;
USLD_P;2024;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;NAUT;26.83;;
USLD_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;MEDCH;1.2;;
USLD_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2210;9.1;;
USLD_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2510;21.2;;
USLD_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;0.6;;
USLD_P;2024;310000336;CH REVEL;310780713;MEDCH;1;;
USLD_P;2024;310000336;CH REVEL;310780713;N2210;9.94;;
USLD_P;2024;310000336;CH REVEL;310780713;N2460;0.13;;
USLD_P;2024;310000336;CH REVEL;310780713;N2510;23.23;;
USLD_P;2024;310000336;CH REVEL;310780713;NAUT;19.53;;
USLD_P;2024;310013628;CH MURET;310786256;M1320;0.6;;
USLD_P;2024;310013628;CH MURET;310786256;MEDCH;0.6;;
USLD_P;2024;310013628;CH MURET;310786256;N2210;9.99;;
USLD_P;2024;310013628;CH MURET;310786256;N2510;28.18;;
USLD_P;2024;310013628;CH MURET;310786256;N3120;0.26;;
USLD_P;2024;310013628;CH MURET;310786256;NAUT;2.17;;
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;M1320;0.5;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;MEDCH;2.3;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;N2210;12.24;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;N2410;;1;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;N2460;0.25;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;N2510;24.25;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;N3120;0.25;;0
USLD_P;2024;310021571;CL DES MINIMES TOULOUSE;310021563;NAUT;7.78;;0
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1320;0.05;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;MEDCH;0.95;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2210;9.5;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2410;1;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2460;0.7;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2510;18.4;;
USLD_P;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;NAUT;2.02;;
USLD_P;2024;310786702;SSR DOMAINE DE LA CADENE TOULOUSE;750043713;MEDCH;2.33;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;M1320;0.8;;0
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;MEDCH;1.6;;0
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;N2210;17.46;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;N2410;0.2;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;N2460;0.46;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;N2510;39.23;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;N3120;0.3;;
USLD_P;2024;310794094;USLD LES JARDINS DES SILOS CH MARCHANT;310780754;NAUT;18.07;;
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1320;1;;1
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;MEDCH;1.2;;1
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2210;11.5;;0
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2460;0.5;;0
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N2510;26;;0
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N3120;2;;0
USLD_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;24.97;;0
USLD_P;2024;320000102;CH CONDOM;320780133;M1320;0.55;;
USLD_P;2024;320000102;CH CONDOM;320780133;MEDCH;0.55;;
USLD_P;2024;320000102;CH CONDOM;320780133;N2210;8.01;;
USLD_P;2024;320000102;CH CONDOM;320780133;N2410;0.21;;1
USLD_P;2024;320000102;CH CONDOM;320780133;N2460;0.35;;1
USLD_P;2024;320000102;CH CONDOM;320780133;N2510;15.71;;
USLD_P;2024;320000102;CH CONDOM;320780133;N3120;0.13;;1
USLD_P;2024;320000102;CH CONDOM;320780133;NAUT;8.34;;
USLD_P;2024;320000128;CH GIMONT;320780158;M1320;0.25;;
USLD_P;2024;320000128;CH GIMONT;320780158;MEDCH;0.25;;1
USLD_P;2024;320000128;CH GIMONT;320780158;N2210;3.78;;0
USLD_P;2024;320000128;CH GIMONT;320780158;N2460;0.03;;1
USLD_P;2024;320000128;CH GIMONT;320780158;N2510;12.93;;0
USLD_P;2024;320000128;CH GIMONT;320780158;NAUT;9.91;;0
USLD_P;2024;320000144;CHI LOMBEZ SAMATAN;320780174;MEDCH;0.17;;
USLD_P;2024;320000144;CHI LOMBEZ SAMATAN;320780174;N2210;3.58;;
USLD_P;2024;320000144;CHI LOMBEZ SAMATAN;320780174;N2460;0.14;;
USLD_P;2024;320000144;CHI LOMBEZ SAMATAN;320780174;N2510;12.58;;
USLD_P;2024;320000144;CHI LOMBEZ SAMATAN;320780174;NAUT;9.05;;
USLD_P;2024;320000177;CH NOGARO;320780208;M1320;;1;1
USLD_P;2024;320000177;CH NOGARO;320780208;MEDCH;;1;1
USLD_P;2024;320000177;CH NOGARO;320780208;N2210;4.97;;
USLD_P;2024;320000177;CH NOGARO;320780208;N2410;0.03;1;1
USLD_P;2024;320000177;CH NOGARO;320780208;N2510;10.67;;
USLD_P;2024;320000177;CH NOGARO;320780208;NAUT;11.04;;1
USLD_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;M1320;0.13;;1
USLD_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;MEDCH;0.43;;1
USLD_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N2210;6.62;;1
USLD_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N2510;5.82;;1
USLD_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;NAUT;7.19;;1
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;MEDCH;1;0;0
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N2210;7.31;0;0
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N2460;0.31;0;0
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N2510;32.59;0;0
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N3120;0.13;0;0
USLD_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;NAUT;14.86;0;0
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;M1320;1;;0
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;MEDCH;1.5;;0
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;N2210;7.68;;0
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;N2510;26.41;;0
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;N3120;0.2;;1
USLD_P;2024;330005182;USLD DE L'ESPASS DE PODENSAC;330792862;NAUT;;;1
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;M1320;1.16;;0
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;MEDCH;2;;0
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N2210;23.49;;
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N2410;1;;
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N2460;0.86;;
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N2510;40.71;;
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N3120;0.42;;
USLD_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;NAUT;15.88;;
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;MEDCH;1.41;;0
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;N2210;10.25;;0
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;N2410;0.25;;0
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;N2510;32.45;;0
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;N3120;0.55;;0
USLD_P;2024;330791641;EHPAD - USLD LES ARBOUSIERS;330056540;NAUT;12.94;;0
USLD_P;2024;340000033;CH BEZIERS;340780055;M1320;1.4;;1
USLD_P;2024;340000033;CH BEZIERS;340780055;MEDCH;1.6;;1
USLD_P;2024;340000033;CH BEZIERS;340780055;N2210;22.92;;0
USLD_P;2024;340000033;CH BEZIERS;340780055;N2460;0.99;;1
USLD_P;2024;340000033;CH BEZIERS;340780055;N2510;63.12;;0
USLD_P;2024;340000033;CH BEZIERS;340780055;N3120;0.61;;1
USLD_P;2024;340000033;CH BEZIERS;340780055;NAUT;28.82;;1
USLD_P;2024;340000215;CH LODEVE;340780519;MEDCH;0.17;;
USLD_P;2024;340000215;CH LODEVE;340780519;N2210;4.56;;
USLD_P;2024;340000215;CH LODEVE;340780519;N2510;11.81;;
USLD_P;2024;340000215;CH LODEVE;340780519;NAUT;12.47;;
USLD_P;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;MEDCH;0.7;;0
USLD_P;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;N2210;7.35;;0
USLD_P;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;N2410;0.3;;1
USLD_P;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;N2460;0.62;;1
