BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A37;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_F8;PHARMA_G8;PHARMA_E8;PHARMA_H8;PHARMA_F9;PHARMA_G9;PHARMA_H9;PHARMA_E9;PHARMA_A20;PHARMA_A11;PHARMA_B14;PHARMA_C14;PHARMA_A16;PHARMA_A38;PHARMA_A17;PHARMA_A18;PHARMA_A39;PHARMA_A40;PHARMA_A41;PHARMA_A42;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A43;PHARMA_A44;PHARMA_A45;PHARMA_A46;PHARMA_A47;PHARMA_A25;PHARMA_A26;PHARMA_A48;PHARMA_A49;PHARMA_A50;PHARMA_F29;PHARMA_F30;PHARMA_F31;PHARMA_F32;PHARMA_F33;PHARMA_F34;PHARMA_F35;PHARMA_G29;PHARMA_G30;PHARMA_G31;PHARMA_G32;PHARMA_G33;PHARMA_G34;PHARMA_G35;PHARMA_D29;PHARMA_E29
PHARMA;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;0;;;;;;;46;0;25;0;0;0;;;;;;;;;1;1;71;0;0;0;0;0;1;1;31241;33598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;0;;;;1;0;0;42;;;;;0;;;;;;;;;1;1;42;;0;0;0;0;1;0;3931;78;0;0;;21;;0;0;0;0;0;0;;;;0.8;;;;0.7;2;;;;;;;;;0;0
PHARMA;2024;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;0;;;;1;0;0;39;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;1;1800;150;0;0;;;;0;0;0;0;1;1;3;0;3;0.75;0.3;;;1;0.5;;;;;;;;;0;0
PHARMA;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;0;;;;1;;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;1;6091;152;0;1;;97;;0;0;0;0;0;0;;;;1.5;;;;3.67;4.11;1;;;;;;;;0;1
PHARMA;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;0;;;;;;;336;;;;;0;;;;;;;;;1;1;0;;1;0;0;0;1;0;60911;200;1;1;0;2;0;0;0;0;0;1;1;4;1;5;5.47;;0;1;14.98;21.62;2.07;;;;;;;;0;0
PHARMA;2024;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;0;;;;;;;20;;;;;0;;;;;;;;;1;1;20;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;1;2;;2;0.5;;;;1;;;;;;;;;;0;0
PHARMA;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;0;;;;1;0;0;;;30;;;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;1;0;;;;1.03;0.5;;;3.19;4;;;;;;;;;0;0
PHARMA;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;0;;;;1;0;0;131;;30;;;0;;;;;;;;;1;1;30;;0;0;0;0;1;1;24538;8;0;0;;;;0;0;0;0;1;1;3;;3;1;0.3;;0.2;4.61;2.15;;;;;;;;;0;0
PHARMA;2024;330780511;CLINIQUE SAINTE-ANNE;330000316;0;;;;;;;;;;;;0;;;;;;;;;1;1;;;1;0;0;0;1;0;100;;1;0;;;;0;0;0;1;0;0;;;;1.2;;;;4;;;;;;;;;;0;0
PHARMA;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;0;;;;1;0;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;4028;681;0;0;;;;0;0;0;0;1;0;2;1;3;1.88;;;;8.61;9.46;1.63;;;;;;;;0;0
PHARMA;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;;;;;;;122;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;0;32104;385;0;0;;;;0;0;0;0;1;0;2;0;2;1.5;0.2;;;3;0.2;;;;;;;;;0;0
PHARMA;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;0;;;;1;0;0;;;50;;;0;;;;;;;;;1;1;50;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;1;;;;;;;;;;0;0
PHARMA;2024;330780750;CSSR LES LAURIERS;330056540;0;;;;0;0;0;;;133;;;0;;;;;;;;;1;1;133;;0;0;0;0;1;0;10910;;0;0;;;;0;0;0;0;0;0;;;;1.33;;;;3.28;;;;;;;;;;0;0
PHARMA;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;0;;;;1;;;489;0;53;;77;1;1;1;1;0;0;0;1;0;1;1;542;77;1;0;0;0;1;0;410;280;0;1;230;;;0;0;0;0;1;1;4;;6;0.6;;;;1.2;;;;;;;;;;0;0
PHARMA;2024;330780776;CLINIQUE LES HORIZONS;330056839;0;;;;0;0;0;;84;;;;0;;;;;;;;;1;1;84;;0;0;0;0;1;0;646;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.8;0;0;1;0.57;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;330781139;CRF LA TOUR DE GASSIES;330056540;0;;;;0;0;0;;;221;;;0;;;;;;;;;1;1;221;;0;1;0;0;1;1;16164;2600;0;0;;;;1;1;0;1;0;0;;;;2.05;;;;5.76;;;;;;;;;;0;0
PHARMA;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;0;;;;;;;;;152;;;0;;;;;;;;;1;1;152;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1.1;;;;1.96;;;;;;;;;;0;0
PHARMA;2024;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;0;;;;0;0;0;;25;;;;0;;;;;;;;;1;1;25;;0;0;0;0;1;0;621;100;0;0;;;;1;1;0;1;0;0;;;;0.19;;;;1.16;;;;;;;;;;0;0
PHARMA;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;0;;;;;;;9;16;12;;;0;;;;;;;;;1;1;28;;0;1;0;0;0;0;;;0;0;;;;0;1;1;0;0;0;;;;2;;;0.5;2.77;0.66;1;;;;;;;;0;1
PHARMA;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;0;;;;0;0;0;87;;39;;;0;;;;;;;;;1;1;68;;0;0;0;0;1;0;7132;75;0;0;;;;0;0;0;0;1;1;4;1;5;1.8;0.1;0;0;4.4;3.25;0;;0;0;0;0;0;0;0;0
PHARMA;2024;330781626;CLINIQUE ROSE DES SABLES;920030269;0;;;;0;0;;;;74;;;0;;;;;;;;;1;1;74;;0;0;0;0;1;1;21340;1122;0;0;;;;0;0;1;0;0;0;;;;0.58;;;;0.56;;;;;;;;;;0;0
PHARMA;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;0;;;;;;;205;;;;;0;;;;;;;;;1;1;;;1;0;0;0;1;0;;;0;0;;;;0;0;0;0;1;0;3;0;3;1.7;;;;5.1;2.1;;;;;;;;;0;0
PHARMA;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;;1;;1;2169;10;124;120;178;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;436133;11526;1;1;0;0;1100;0;0;0;0;1;1;15;2;14;23.15;;;1.03;21.71;13.75;2.13;;;;;;;;1;1
PHARMA;2024;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;0;;;;;;;;62;;;;0;;;;;;;;;0;1;;;0;0;0;0;1;1;15;;0;0;;;;0;0;0;0;0;0;;;;0.2;;;;;;;;;;;;;;0;0
PHARMA;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;0;;;;;;;;;145;;;0;;;;;;;;;1;1;145;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1.8;;;;3;;;;;;;;;;0;0
PHARMA;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;0;;;;1;;;18;;43;;130;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;1;;;;2.5;;;;;;;;;;0;0
PHARMA;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;0;;;;;;;0;0;90;0;0;0;;;;;;;;;1;1;90;;0;0;0;0;1;1;4235;250;0;0;;;;0;0;0;0;0;0;;;;1.2;0;0;0;2;0;0;2;0;0;0;2;0;0;0;0
PHARMA;2024;340000033;CH BEZIERS;340780055;1;4;1;3;1;0;0;460;119;57;143;271;1;0;0;0;1;0;0;0;0;1;1;150;271;1;1;0;0;1;1;102397;9426;1;1;20;;820;0;0;1;1;1;1;3;1;3;8.84;0.4;2;1.25;28.92;23.69;2.81;;;;;;;;0;1
PHARMA;2024;340000173;CH PEZENAS;340780451;1;4;0;;;;;25;;;;159;1;0;0;0;1;0;0;0;0;1;1;25;159;0;0;0;0;1;0;0;0;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;2;;0.8;;;;;;;;0;0
PHARMA;2024;340000181;CH ST PONS DE THOMIERES;340780469;0;;;;;;;;;25;;;0;;;;;;;;;1;1;25;;0;0;0;0;0;0;796;528;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;1;;;;;;;;;;0;0
PHARMA;2024;340000207;ICM MONTPELLIER;340780493;0;;;;1;0;0;156;;;;;1;1;1;1;0;1;1;0;0;1;1;156;;1;1;0;1;1;1;197320;0;1;0;;;;0;0;1;1;0;0;;;;6.69;;3;;9.4;10.13;2.31;;;;;;;;0;1
PHARMA;2024;340000215;CH LODEVE;340780519;1;1;0;;;;;22;0;18;30;128;1;1;0;0;0;0;0;0;0;1;1;70;128;0;0;0;0;1;0;9600;2400;1;0;;;;0;0;0;0;0;0;;;;1.12;;;;4.01;;;;;;;;;;0;0
PHARMA;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;0;;;;1;1;0;278;24;72;90;356;1;0;1;0;0;0;0;0;0;1;1;427;356;1;1;0;0;1;1;276438;14467;1;1;40;0;0;0;0;0;0;1;1;2;0;3;6.51;0.4;0.13;0;11.65;12.27;2;0;0;0;0;0;0;0;0;1
PHARMA;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;0;;;;1;0;0;50;;;49;106;0;;;;;;;;;1;1;99;106;0;0;0;0;1;1;26519;;1;0;;;;0;0;0;0;0;0;;;;1.9;;;;3.09;;;;;;;;;;0;0
PHARMA;2024;340000249;CH CLERMONT L'HERAULT;340780543;1;3;0;;1;0;0;13;;17;;120;0;;;;;;;;;1;1;30;120;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;1.18;;;;3.15;;;;;;;;;;0;0
PHARMA;2024;340000439;CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;340780881;0;;;;;;;;;68;;;0;;;;;;;;;0;1;68;;0;0;0;0;1;0;10903;298;0;0;;;;0;0;0;0;0;0;;;;0.56;0;0;0;0.5;0;0;;;;;;;;0;0
PHARMA;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;0;;;;1;0;0;;;62;;26;0;;;;;;;;;1;1;62;26;0;0;0;0;1;1;11555;405;0;0;;;;0;0;0;0;0;0;;;;1;;;;2;;;;;;;;;;0;0
PHARMA;2024;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;340780469;0;;;;;;;;;20;;;0;;;;;;;;;1;1;20;;0;0;0;0;0;0;1214;366;0;0;;;;0;0;0;0;0;0;;;;0.03;;;;0.08;;;;;;;;;;0;0
PHARMA;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;0;;;;;;;;;130;;;0;;;;;;;;;1;1;130;;0;0;0;0;1;0;70;;0;0;;;;0;0;0;0;0;0;;;;1.2;;;0.8;2;;;;;;;;;;0;0
PHARMA;2024;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;340009489;0;;;;1;1;;34;;;;;0;;;;;;;;;1;1;34;;0;0;0;0;1;1;;3;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;1;;;;;;;;;;0;0
PHARMA;2024;340009885;POLYCL CHAMPEAU BEZIERS;340009877;0;;;;;;;116;;;;;0;;;;;;;;;1;1;60;;1;0;0;0;1;1;26464;;0;0;;;;0;0;0;0;1;0;2;0;2;0.53;;;0;4.42;;;;;;;;;;0;0
PHARMA;2024;340010149;CL ST CLEMENT;340010099;0;;;;;;;;70;;;;0;;;;;;;;;1;1;70;;0;0;0;0;1;0;24;;0;0;;;;0;0;0;0;0;0;;;;0.8;;;0.3;;;;;;;;;;;0;0
PHARMA;2024;340013119;AIDER SANTE UAD GRABELS CORDIER 1;340000264;0;;;;1;0;0;;;;;;0;;;;;;;;;1;1;0;;0;0;0;0;1;0;5732;325;0;1;;213;;0;0;0;0;0;0;;;;2.23;;;0.92;12.89;;;;;;;;;;0;0
PHARMA;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;0;;;;1;1;0;277;0;82;0;0;0;;;;;;;;;1;1;137;;0;0;0;0;1;1;183025;13032;1;1;120;0;0;0;0;0;0;1;1;4;1;5;3.38;1;0;0;6.99;2.01;1.91;;;;;;;;0;1
PHARMA;2024;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;0;;;;;;;213;;;;;0;;;;;;;;;1;1;0;;1;0;0;1;1;1;25390;607;0;0;;;;0;0;0;0;1;1;4;1;4;2.55;0.5;0.5;;7.6;9.5;1;;;;;;;;0;0
PHARMA;2024;340015999;NEPHROCARE CH BEZIERS NEWCO 2;940023831;0;;;;0;0;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;1.5;;;;;;;;;;0;0
PHARMA;2024;340017839;ADENE HAD MONTPELLIER;340027937;0;;;;0;1;0;;;;;;0;;;;;;;;;1;1;80;;0;0;0;0;0;0;;;0;1;150;0;0;0;0;0;0;0;0;;;;0.34;;;;1;;;;;;;;;;0;0
PHARMA;2024;340019090;CRF BOURGES CASTELNAU LE LEZ;340019082;0;;;;;;;;;107;;;0;;;;;;;;;1;1;107;;0;0;0;0;1;1;15064;806;0;0;;;;0;0;0;0;0;0;;;;1.22;;;;2;;;;;;;;;;0;0
PHARMA;2024;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;340019587;0;;;;1;0;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;0.26;;;;;;;;;;;;;;0;0
PHARMA;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;0;;;;1;0;0;176;;;;;0;;;;;;;;;1;1;39;;0;0;0;0;1;1;103730;1261;0;0;;;;0;0;0;0;1;1;4;0;4;2;0.3;0;0;4.83;2;1;;;;;;;;0;1
PHARMA;2024;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;340023241;1;1;1;;;;;;;;;;0;;;;;;;;;1;1;79;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1.52;;;;2.64;1.26;0.67;;;;;;;;0;0
PHARMA;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;0;;;;1;0;0;173;;;;;0;;;;;;;;;1;1;173;;0;1;1;1;1;1;;;0;0;;;;0;0;0;0;1;1;4;0;4;3;0.5;;;5.5;2;1;;;;;;;;0;1
PHARMA;2024;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;340001825;0;;;;1;1;0;;;;80;;0;;;;;;;;;1;1;80;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;0.5;;;;;;;;;;0;1
PHARMA;2024;340024546;CL PLEIN SOLEIL MONTPELLIER;340000405;0;;;;1;0;0;;;82;;;0;;;;;;;;;1;1;82;;0;0;0;0;1;0;12;0;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;1;;;;;;;;;;0;1
PHARMA;2024;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;0;;;;;;;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;0;8798;;0;0;;;;0;0;0;0;1;1;3;0;2;0.5;0.1;;2;1.7;6.51;;;;;;;;;0;0
PHARMA;2024;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;0;;;;1;0;0;39;;;;;0;;;;;;;;;1;1;39;;0;0;0;0;1;0;28799;516;0;0;;;;0;0;0;0;1;0;1;0;1;1;0.1;;;1.7;1.5;0.13;0;0;;;;;;0;1
PHARMA;2024;340780154;POLYCL PASTEUR PEZENAS;340000116;0;;;;;;;43;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;1;37232;636;0;1;75;0;0;0;0;0;0;1;1;1;0;1;2;1;;;2;1;;;;;;;;;0;1
PHARMA;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;0;;;;1;;;;;80;;;0;;;;;;;;;1;1;80;;0;0;0;0;0;0;4900;127;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;;;;;;;;;;;0;0
PHARMA;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;0;;;;0;0;0;;;187;;;0;;;;;;;;;1;1;187;;0;0;0;0;0;0;24375;1534;0;0;;;;0;0;0;0;0;0;;;;1;;;;3.24;;;;;;;;;;0;0
PHARMA;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;0;;;;1;;;;;148;;;1;0;0;0;0;0;0;0;0;1;1;148;;0;0;0;0;0;0;11434;1879;1;0;;;;1;0;0;0;0;0;;;;1;;;;3;;;;;;;;;;0;0
PHARMA;2024;340780444;CH BEDARIEUX;340009893;0;;;;1;0;0;10;;30;30;88;0;;;;;;;;;1;1;;118;0;0;0;0;1;0;;;0;1;5;0;0;0;0;0;0;0;0;;;;1.05;;;;2;;;;;;;;;;0;0
PHARMA;2024;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;0;;;;;;;17;;49;;;0;;;;;;;;;1;1;66;;0;0;0;0;1;1;;;1;0;;;;0;0;0;0;0;0;;;1;0.88;;;;1.06;;;;;;;;;;0;0
PHARMA;2024;340780642;CL BEAU SOLEIL;340028901;0;;;;1;1;0;95;;;;;0;;;;;;;;;1;1;95;;1;0;0;1;0;1;;;0;0;;;;0;0;0;0;1;1;3;1;3;2.5;1;1.5;0;5.8;2;0;;;;;;;;0;0
PHARMA;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;0;;;;1;0;0;216;0;0;0;0;0;;;;;;;;;1;1;25;;1;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;4;0;1;0;8;3;1;0;0;0;0;0;0;0;0;0
PHARMA;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;0;;;;;;;158;;;;;0;;;;;;;;;1;1;158;;1;0;0;0;1;1;77091;1360;1;0;;;;0;0;0;0;1;1;2;0;2;4;0.2;2;0;9.19;0;0.9;0;0;0;;;;;0;1
PHARMA;2024;340780717;CL ST LOUIS GANGES;340023225;0;;;;0;0;0;51;0;0;0;0;0;;;;;;;;;1;1;51;0;0;0;0;0;1;1;89066;1806;1;0;;;;0;0;0;0;1;1;2;0;2;1.4;0.2;0;0;2;1;0;;;;;;;;0;0
PHARMA;2024;340780741;POLYCL STE THERESE SETE;340000348;0;;;;;;;77;0;0;0;0;0;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2723;271;0;0;;;;0;0;0;0;1;1;2;0;2;1;1;;;2;;;;;;;;;;0;0
PHARMA;2024;340780758;CL RECH MONTPELLIER;340000355;0;;;;;;;;216;;;;0;;;;;;;;;1;1;216;;0;0;0;0;1;0;12815;0;0;0;;;;0;0;0;0;0;0;;;;0.95;;;;1.49;;;;;;;;;;0;0
PHARMA;2024;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;0;;;;0;0;0;;121;;;;0;;;;;;;;;1;1;121;;0;0;0;0;1;1;34638;3240;0;0;;;;0;0;1;0;0;0;;;;1.12;;;;1.11;;;;;;;;;;0;0
PHARMA;2024;340780782;CL STELLA VERARGUES;340000371;0;;;;0;0;0;;164;;;;0;;;;;;;;;1;1;106;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;1;;;;;;;;;;0;0
PHARMA;2024;340780790;CL ST ANTOINE;340000389;0;;;;;;;0;75;0;0;0;0;;;;;;;;;1;1;75;;0;0;0;0;1;1;14017;611;0;0;;;;0;0;0;0;0;0;;;;1;0;0;0;0;0;0;;;;;;;;0;0
PHARMA;2024;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;0;;;;1;0;;;;107;;;0;;;;;;;;;1;1;107;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;1.2;;;;1.8;;;;;;;;;;0;0
PHARMA;2024;340780840;NEPHROCARE CL PARC CASTELNAU NEWCO 1;940023823;1;3;1;;1;0;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;1;0;2272;7;0;0;;;;0;0;0;0;0;0;;;;1;;;;0.5;0.8;;;;;;;;;0;0
PHARMA;2024;340780857;CL LE CASTELET ST JEAN DE VEDAS;340000421;0;;;;;;;;;106;;;0;;;;;;;;;1;1;106;;0;0;0;0;1;0;21363;3929;0;0;;;;0;0;0;0;0;0;;;;1;0;0;0;0.71;0.1;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;0;;;;1;0;0;;90;;;;0;;;;;;;;;1;1;90;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;0.5;;;;;;;;;;0;0
PHARMA;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;0;;;;0;0;0;46;;60;;;0;;;;;;;;;1;1;106;;0;0;0;0;1;1;14622;1215;0;0;;;;1;0;0;0;0;0;;;;1.03;;;;2.19;;;;;;;;;;0;0
PHARMA;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;0;;;;1;0;0;1463;210;89;100;;1;0;1;0;1;1;1;1;0;1;1;1676;;1;1;0;1;1;1;1275461;62348;1;1;107;0;1170;0;0;0;0;1;1;8;1;9;42;1.5;5;5;84;99.7;18;;;;;;;;1;1
PHARMA;2024;340789981;CL FONTFROIDE MONTPELLIER;340001866;0;;;;;;;;;105;;;0;;;;;;;;;1;1;105;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.07;;;1.16;1.87;0;0;;;;;;;;0;0
PHARMA;2024;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;0;;;;0;0;0;;;201;;;0;;;;;;;;;1;1;201;;0;0;0;0;0;0;30864;2031;0;0;;;;0;0;0;0;0;0;;;;1.5;;;;2.6;;;;;;;;;;0;0
PHARMA;2024;340797596;CENTRE DU MELEZET MONTPELLIER;920030269;0;;;;0;0;;;;73;;;0;;;;;;;;;1;1;73;;0;0;0;0;1;1;21324;1596;0;0;;;;0;0;1;0;0;0;;;;0.89;;;;0.76;;;;;;;;;;0;0
PHARMA;2024;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;0;;;;1;0;0;;;80;;;0;;;;;;;;;1;1;80;;0;0;0;0;1;1;7697;283;0;0;;;;0;0;0;0;0;0;;;;0.77;;;;0.5;;;;;;;;;;0;0
PHARMA;2024;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;0;;;56;0;60;0;252;0;;;;;;;;;1;1;116;252;0;0;0;0;0;0;16952;1612;1;0;;;;0;0;0;0;0;0;;;;1.5;;;;4.6;0.5;;;;;;;;;0;0
PHARMA;2024;350000071;HOPITAL ARTHUR GARDINER;920028560;0;;;;;;;22;;44;;109;0;;;;;;;;;1;1;66;109;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.05;;;;1.15;;;;;;;;;;0;0
PHARMA;2024;350000121;CHP SAINT GREGOIRE;350000303;0;;;;;;;302;;;;;1;0;0;0;0;0;1;0;0;1;1;302;;1;0;0;0;0;1;31448;1800;1;0;;;;0;0;0;0;1;1;5;0;5;3.24;0.1;1;;14.42;36.15;0.01;;;;;;;;0;0
PHARMA;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;0;;;;0;0;0;182;;;;;1;0;1;0;0;0;0;1;0;1;1;142;;0;0;0;0;1;0;68124;123991;1;0;;;;0;0;0;0;1;1;2;0;3;2.66;0.5;;1;7.19;11.29;;;;;;;;;0;1
PHARMA;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;1;4;0;;1;1;1;357;87;20;83;257;0;;;;;;;;;1;1;512;257;1;0;0;0;1;1;32296;7936;1;1;;;105;1;0;0;0;1;1;3;0;3;6.81;0.16;0.9;0;21.75;14.78;;;;;;;;;0;1
PHARMA;2024;350000154;C.H FOUGERES;350000030;1;4;0;4;0;0;0;189;0;28;49;159;1;0;0;0;0;0;0;1;0;1;1;85;159;1;0;0;0;1;1;44596;5372;1;0;;;;0;0;0;0;1;1;2;0;3;3.5;0.2;0.2;0.2;6.9;7.3;1.5;;;;;;;;0;1
PHARMA;2024;350000162;CHIRC SITE REDON;350000048;1;4;0;;1;;;132;22;70;30;177;1;0;0;0;0;0;0;0;0;1;1;20;68;0;0;0;0;0;0;38413;5606;1;0;;;;0;0;0;0;1;1;2;;2;3.14;0.2;0.2;0.5;5.81;7.75;1.7;;;;;;;;0;1
PHARMA;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;0;;;;1;1;0;121;;52;53;195;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;3.95;;;;5.27;;1.72;;;;;;;;0;0
PHARMA;2024;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;0;;;;;;;45;;;;;0;;;;;;;;;1;1;;;1;0;0;0;1;1;7379;81;0;0;;;;0;0;0;0;1;1;2;0;3;2.63;0.5;0.5;0.82;4.81;7.94;;;;;;;;;0;0
PHARMA;2024;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;0;;;;1;0;0;22;;25;;180;0;;;;;;;;;1;1;47;180;0;0;0;0;1;0;10964;2480;0;0;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2024;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;0;;;;0;0;0;20;;20;;245;0;;;;;;;;;1;1;40;245;0;0;0;0;0;0;4024;903;0;0;;;;0;0;0;0;0;0;;;;1;;;;3;;;;;;;;;;0;1
PHARMA;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;1;4;0;;1;;0;;552;;80;340;0;;;;;;;;;1;1;0;120;0;0;0;0;1;1;44615;2513;1;0;;;;0;0;0;0;0;0;;;;3.38;;;;10.56;;0.94;;;;;;;;0;1
PHARMA;2024;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;1;4;0;;;;;15;;25;;149;0;;;;;;;;;1;1;40;149;0;0;0;0;1;0;5433;687;0;0;;;;0;0;0;0;0;0;;;;0.9;;;0;2.38;;;0;;;0;0;;;1;1
PHARMA;2024;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;1;3;0;;0;0;0;;;21;;92;0;;;;;;;;;1;1;21;92;0;0;0;0;1;0;1509;32;0;0;;;;0;0;0;0;0;0;;;;0.4;;;;0.25;;;;;;;;;;0;0
