BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;JOUHP;EMSSR
SSR;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SSR_TOT;;21;7320;30;118;6986;2819;0
SSR;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;SSR_A;;20;7300;;108;5692;0;
SSR;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;SSR_A50;1;20;;;;5692;0;
SSR;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;SSR_TOT;;20;7300;;108;5692;0;0
SSR;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;SSR_A;;39;14274;2;464;12794;209;
SSR;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;SSR_A50;1;20;;;;3992;0;
SSR;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;SSR_A59;1;19;;2;;8802;209;
SSR;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;SSR_TOT;;39;14274;2;464;12794;209;0
SSR;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SSR_A;;24;8784;13;188;6237;3851;
SSR;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SSR_A50;1;;;;;0;0;
SSR;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SSR_A51;1;5;;6;;1414;1713;
SSR;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SSR_A52;1;19;;7;;4823;2138;
SSR;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SSR_TOT;;24;8784;13;188;6237;3851;0
SSR;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SSR_A;;60;21960;;551;18615;0;
SSR;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SSR_A50;1;23;;;;8798;0;
SSR;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SSR_A58;1;15;;;;1276;0;
SSR;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SSR_A59;1;22;;;;8541;0;
SSR;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SSR_TOT;;60;21960;;551;18615;0;0
SSR;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;SSR_A;;90;32850;10;1750;37923;9115;
SSR;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;SSR_A50;1;20;;;;14445;0;
SSR;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;SSR_A53;1;40;;8;;10821;6754;
SSR;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;SSR_A54;1;30;;2;;12657;2361;
SSR;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;SSR_TOT;;90;32850;10;1750;37923;9115;0
SSR;2024;330057654;KORIAN LES FLOTS;310024732;SSR_A;;103;33424;16;885;33424;6759;
SSR;2024;330057654;KORIAN LES FLOTS;310024732;SSR_A50;1;34;;;;6446;0;
SSR;2024;330057654;KORIAN LES FLOTS;310024732;SSR_A55;1;34;;10;;2625;3839;
SSR;2024;330057654;KORIAN LES FLOTS;310024732;SSR_A59;1;35;;6;;24353;2920;
SSR;2024;330057654;KORIAN LES FLOTS;310024732;SSR_TOT;;103;33424;16;885;33424;6759;0
SSR;2024;330059106;SSR LE HILLOT;330781386;SSR_A;;;;20;0;0;7064;
SSR;2024;330059106;SSR LE HILLOT;330781386;SSR_A53;1;;;10;;0;3819;
SSR;2024;330059106;SSR LE HILLOT;330781386;SSR_A54;1;;;10;;0;3245;
SSR;2024;330059106;SSR LE HILLOT;330781386;SSR_TOT;;;;20;0;0;7064;0
SSR;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SSR_A;;;;30;0;0;6459;
SSR;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SSR_A50;1;;;;;0;0;
SSR;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SSR_A53;1;;;15;;0;6239;
SSR;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SSR_A54;1;;;15;;0;220;
SSR;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SSR_TOT;;;;30;0;0;6459;1
SSR;2024;330780206;CLINIQUE D'ARCACHON;330000126;SSR_A;;14;5110;;236;3603;0;
SSR;2024;330780206;CLINIQUE D'ARCACHON;330000126;SSR_A50;1;9;;;;3207;0;
SSR;2024;330780206;CLINIQUE D'ARCACHON;330000126;SSR_A62;1;5;;;;396;0;
SSR;2024;330780206;CLINIQUE D'ARCACHON;330000126;SSR_TOT;;14;5110;;236;3603;0;
SSR;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;SSR_A;;25;9125;0;497;8885;0;
SSR;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;SSR_A50;1;5;;0;;2224;0;
SSR;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;SSR_A59;1;10;;0;;4948;0;
SSR;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;SSR_A62;1;10;;0;;1713;0;
SSR;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;SSR_TOT;;25;9125;0;497;8885;0;0
SSR;2024;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;SSR_A;;30;10980;7;266;9718;2621;
SSR;2024;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;SSR_A59;1;30;;7;;9718;2621;
SSR;2024;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;SSR_TOT;;30;10980;7;266;9718;2621;1
SSR;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SSR_A;;;;22;;;13389;
SSR;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SSR_A50;1;;;;;;;
SSR;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SSR_A53;1;;;16;;;11094;
SSR;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SSR_A54;1;;;6;;;2295;
SSR;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SSR_TOT;;;;22;;;13389;0
SSR;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SSR_A;;30;10244;;370;8036;0;
SSR;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SSR_A50;1;1;;;;16;0;
SSR;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SSR_A59;1;29;;;;8020;0;
SSR;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SSR_TOT;;30;10244;;370;8036;0;0
SSR;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SSR_A;;30;10980;32;408;9566;6687;
SSR;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SSR_A50;1;30;;10;;9566;818;
SSR;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SSR_A51;1;;;12;;0;818;
SSR;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SSR_A53;1;;;10;;0;5051;
SSR;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SSR_TOT;;30;10980;32;408;9566;6687;0
SSR;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SSR_A;;32;11680;;350;9265;0;
SSR;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SSR_A50;1;20;;;;6129;0;
SSR;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SSR_A59;1;12;;;;3136;0;
SSR;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SSR_TOT;;32;11680;;350;9265;0;0
SSR;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;SSR_A;;50;18250;;881;16301;0;
SSR;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;SSR_A50;1;5;;;;522;0;
SSR;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;SSR_A53;1;20;;;;5938;0;
SSR;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;SSR_A54;1;25;;;;9841;0;
SSR;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;SSR_TOT;;50;18250;;881;16301;0;0
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_A;;133;48545;15;1315;45134;3046;
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_A50;1;77;;;;25915;0;
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_A55;1;25;;7;;8012;1251;
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_A58;1;19;;8;;6876;1795;
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_A62;1;12;;;;4331;0;
SSR;2024;330780750;CSSR LES LAURIERS;330056540;SSR_TOT;;133;48545;15;1315;45134;3046;0
SSR;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;SSR_A;;53;18678;;429;15788;0;
SSR;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;SSR_A50;1;18;;;;5531;0;
SSR;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;SSR_A59;1;35;;;;10257;0;
SSR;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;SSR_TOT;;53;18678;;429;15788;0;
SSR;2024;330781121;CHATEAU RAUZE - LADAPT;930019484;SSR_A;;40;13705;16;340;10350;3688;
SSR;2024;330781121;CHATEAU RAUZE - LADAPT;930019484;SSR_A52;1;40;;16;;10350;3688;
SSR;2024;330781121;CHATEAU RAUZE - LADAPT;930019484;SSR_TOT;;40;13705;16;340;10350;3688;1
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A;;221;80886;102;1482;58712;19429;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A50;1;9;;;;340;0;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A51;1;61;;35;;15403;6683;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A52;1;80;;48;;23054;9284;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A57;1;20;;4;;5217;616;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_A59;1;51;;15;;14698;2846;
SSR;2024;330781139;CRF LA TOUR DE GASSIES;330056540;SSR_TOT;;221;80886;102;1482;58712;19429;1
SSR;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;SSR_A;;152;55480;61;1303;52828;31008;
SSR;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;SSR_A51;1;91;;40;;38542;21522;
SSR;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;SSR_A52;1;61;;21;;14286;9486;
SSR;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;SSR_TOT;;152;55480;61;1303;52828;31008;0
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_A;;12;3024;1;317;2109;378;
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_A50;1;12;;1;;2109;378;
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_A51;1;;;;;0;0;
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_A52;1;;;;;0;0;
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_A54;1;;;;;0;0;
SSR;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;SSR_TOT;;12;3024;1;317;2109;378;0
SSR;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;SSR_A;;80;18104;;413;17456;0;
SSR;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;SSR_A50;1;;;;;0;0;
SSR;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;SSR_A59;1;80;;;;17456;0;
SSR;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;SSR_TOT;;80;18104;;413;17456;0;1
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_A;;42;14697;4;300;12237;230;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_A50;1;;;;;0;0;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_A51;1;;;;;0;0;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_A52;1;42;;4;;12237;230;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_E;;2;535;2;22;392;1481;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_E50;1;;;;;0;0;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_E51;1;1;;1;;69;314;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_E52;1;1;;1;;323;1167;
SSR;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SSR_TOT;;44;15232;6;322;12629;1711;1
SSR;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SSR_A;;39;14274;;339;7995;0;
SSR;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SSR_A50;1;20;;;;6570;0;
SSR;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SSR_A55;1;5;;;;531;0;
SSR;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SSR_A62;1;14;;;;894;0;
SSR;2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SSR_TOT;;39;14274;;339;7995;0;0
SSR;2024;330781626;CLINIQUE ROSE DES SABLES;920030269;SSR_A;;74;27084;10;695;25225;2003;
SSR;2024;330781626;CLINIQUE ROSE DES SABLES;920030269;SSR_A50;1;24;;;;7480;0;
SSR;2024;330781626;CLINIQUE ROSE DES SABLES;920030269;SSR_A59;1;50;;10;;17745;2003;
SSR;2024;330781626;CLINIQUE ROSE DES SABLES;920030269;SSR_TOT;;74;27084;10;695;25225;2003;0
SSR;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SSR_A;;;;4;0;0;4336;
SSR;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SSR_A53;1;;;4;;0;3941;
SSR;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SSR_A55;0;;;0;;0;395;
SSR;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SSR_TOT;;;;4;0;0;4336;1
SSR;2024;330783721;HOPITAL GARDEROSE;330781253;SSR_A;;68;24888;5;391;14384;659;
SSR;2024;330783721;HOPITAL GARDEROSE;330781253;SSR_A50;1;;;5;;0;659;
SSR;2024;330783721;HOPITAL GARDEROSE;330781253;SSR_A59;1;61;;;;14161;0;
SSR;2024;330783721;HOPITAL GARDEROSE;330781253;SSR_A62;1;7;;;;223;0;
SSR;2024;330783721;HOPITAL GARDEROSE;330781253;SSR_TOT;;68;24888;5;391;14384;659;0
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_A;;145;62044;30;1965;49072;13721;
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_A50;1;70;;5;;23213;32;
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_A53;1;40;;15;;12930;8670;
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_A54;1;;;5;;0;589;
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_A62;1;35;;5;;12929;4430;
SSR;2024;330802778;CLINIQUE LES HAUTS DE CENON;310020383;SSR_TOT;;145;62044;30;1965;49072;13721;0
SSR;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;SSR_A;;43;15738;;423;9390;0;
SSR;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;SSR_A50;1;43;;;;9390;0;
SSR;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;SSR_TOT;;43;15738;;423;9390;0;1
SSR;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;SSR_E;;90;32940;60;1258;11230;22432;
SSR;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;SSR_E50;1;90;;60;;11230;22432;
SSR;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;SSR_TOT;;90;32940;60;1258;11230;22432;1
SSR;2024;340000181;CH ST PONS DE THOMIERES;340780469;SSR_A;;25;9125;;157;7054;0;
SSR;2024;340000181;CH ST PONS DE THOMIERES;340780469;SSR_A50;1;20;;;;5427;0;
SSR;2024;340000181;CH ST PONS DE THOMIERES;340780469;SSR_A59;1;5;;;;1627;0;
SSR;2024;340000181;CH ST PONS DE THOMIERES;340780469;SSR_TOT;;25;9125;;157;7054;0;0
SSR;2024;340000215;CH LODEVE;340780519;SSR_A;;18;6570;;261;5870;0;
SSR;2024;340000215;CH LODEVE;340780519;SSR_A50;1;18;;;;5870;0;
SSR;2024;340000215;CH LODEVE;340780519;SSR_TOT;;18;6570;;261;5870;0;0
SSR;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;SSR_A;;;;10;0;0;1844;
SSR;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;SSR_A53;1;;;10;;0;1844;
SSR;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;SSR_TOT;;;;10;0;0;1844;0
SSR;2024;340000249;CH CLERMONT L'HERAULT;340780543;SSR_A;;17;6222;;279;6294;0;
SSR;2024;340000249;CH CLERMONT L'HERAULT;340780543;SSR_A50;1;17;;;;6294;0;
SSR;2024;340000249;CH CLERMONT L'HERAULT;340780543;SSR_TOT;;17;6222;;279;6294;0;
SSR;2024;340000439;CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;340780881;SSR_A;;68;24524;20;798;20880;3530;
SSR;2024;340000439;CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;340780881;SSR_A51;1;68;;20;;20880;3530;
SSR;2024;340000439;CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;340780881;SSR_TOT;;68;24524;20;798;20880;3530;0
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_A;;62;22692;12;323;20220;2984;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_A50;1;8;;1;;634;1;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_A51;1;10;;1;;1002;318;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_A52;1;44;;10;;18584;2665;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_E;;;;1;0;0;22;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_E50;1;;;1;;0;22;
SSR;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;SSR_TOT;;62;22692;13;323;20220;3006;1
SSR;2024;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;340780469;SSR_A;;20;7300;;214;5600;0;
SSR;2024;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;340780469;SSR_A50;1;;;;;0;0;
SSR;2024;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;340780469;SSR_A58;1;20;;;;5600;0;
SSR;2024;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;340780469;SSR_TOT;;20;7300;;214;5600;0;
SSR;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;SSR_A;;68;23384;1;646;20076;249;
SSR;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;SSR_A59;1;68;;1;;20076;249;
SSR;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;SSR_TOT;;68;23384;1;646;20076;249;1
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A;;130;47150;27;1589;44428;10218;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A50;1;27;;1;;1675;1286;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A53;1;28;;9;;10644;5301;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A54;1;13;;2;;3203;1036;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A58;1;30;;7;;10070;1795;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_A59;1;32;;8;;18836;800;
SSR;2024;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;SSR_TOT;;130;47150;27;1589;44428;10218;0
SSR;2024;340017771;SSR CH BEZIERS;340780055;SSR_A;;57;17885;;548;17686;0;
SSR;2024;340017771;SSR CH BEZIERS;340780055;SSR_A50;1;27;;;;8993;0;
SSR;2024;340017771;SSR CH BEZIERS;340780055;SSR_A59;1;30;;;;8693;0;
SSR;2024;340017771;SSR CH BEZIERS;340780055;SSR_TOT;;57;17885;;548;17686;0;0
SSR;2024;340019090;CRF BOURGES CASTELNAU LE LEZ;340019082;SSR_A;;107;39055;60;537;35972;14536;
SSR;2024;340019090;CRF BOURGES CASTELNAU LE LEZ;340019082;SSR_A50;1;0;;;;0;0;
SSR;2024;340019090;CRF BOURGES CASTELNAU LE LEZ;340019082;SSR_A52;1;107;;60;;35972;14536;
SSR;2024;340019090;CRF BOURGES CASTELNAU LE LEZ;340019082;SSR_TOT;;107;39055;60;537;35972;14536;0
SSR;2024;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;340023241;SSR_A;;79;28835;;898;27165;0;
SSR;2024;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;340023241;SSR_A50;1;18;;;;8667;0;
SSR;2024;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;340023241;SSR_A59;1;61;;;;18498;0;
SSR;2024;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;340023241;SSR_TOT;;79;28835;;898;27165;0;0
SSR;2024;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;340001825;SSR_A;;;;50;0;0;9231;
SSR;2024;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;340001825;SSR_A50;1;;;50;;0;9231;
SSR;2024;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;340001825;SSR_TOT;;;0;50;0;0;9231;0
SSR;2024;340024546;CL PLEIN SOLEIL MONTPELLIER;340000405;SSR_A;;82;29930;0;793;27307;0;
SSR;2024;340024546;CL PLEIN SOLEIL MONTPELLIER;340000405;SSR_A50;1;82;;0;;27307;0;
SSR;2024;340024546;CL PLEIN SOLEIL MONTPELLIER;340000405;SSR_TOT;;82;29930;0;793;27307;0;0
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_A;;111;40626;40;946;35953;3559;
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_A50;1;32;;10;;12552;241;
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_A55;1;32;;30;;7915;3318;
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_A59;1;32;;;;11182;0;
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_A62;1;15;;;;4304;0;
SSR;2024;340027887;GCS AURORES MEDITERRANEE;340027879;SSR_TOT;;111;40626;40;946;35953;3559;0
SSR;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;SSR_A;;80;29200;60;952;25860;11474;
SSR;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;SSR_A50;1;;;;;0;0;
SSR;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;SSR_A51;1;80;;30;;25860;7101;
SSR;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;SSR_A53;1;0;;30;;0;4373;
SSR;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;SSR_TOT;;80;29200;60;952;25860;11474;0
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A;;179;65514;30;1582;58902;5620;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A50;1;;;;;0;0;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A51;1;119;;30;;39276;5620;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A57;1;60;;;;19626;0;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E;;8;2928;10;71;1011;353;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E50;1;;;;;0;0;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E57;1;8;;10;;1011;353;
SSR;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_TOT;;187;68442;40;1653;59913;5973;0
SSR;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A;;123;43411;19;925;38733;6863;
SSR;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A50;1;;;;;0;0;
SSR;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A51;1;37;;8;;11546;3461;
SSR;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A52;1;86;;11;;27187;3402;
SSR;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_TOT;;123;43411;19;925;38733;6863;0
SSR;2024;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A;;56;20496;;607;18066;0;
SSR;2024;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A50;1;24;;;;5291;0;
SSR;2024;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A59;1;32;;;;12775;0;
SSR;2024;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_TOT;;56;20496;;607;18066;0;0
SSR;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_A;;15;5475;;195;4903;0;
SSR;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_A50;1;15;;;;4903;0;
SSR;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_TOT;;15;5475;;195;4903;0;0
SSR;2024;340780444;CH BEDARIEUX;340009893;SSR_A;;30;11426;;206;7507;;
SSR;2024;340780444;CH BEDARIEUX;340009893;SSR_A50;1;10;;;;2708;;
SSR;2024;340780444;CH BEDARIEUX;340009893;SSR_A59;1;20;;;;4799;;
SSR;2024;340780444;CH BEDARIEUX;340009893;SSR_TOT;;30;11426;;206;7507;;1
SSR;2024;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A;;50;17885;10;1004;24275;1935;
SSR;2024;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A50;1;1;;;;144;0;
SSR;2024;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A54;1;49;;10;;24131;1935;
SSR;2024;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_TOT;;50;17885;10;1004;24275;1935;0
