BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A25;ORG_A26;ORG_A27;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2024;220000327;CLINIQUE DU VAL JOSSELIN;220024384;2;C;;;;;;;;;;;;;;;;;;;;18;C;C;;;;1;0;;1;1;ARMOR;;;;
ORG;2024;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;;;;5;C;D;;;;1;A;;2;A;A;;;;4;C;C;41;C;A;;;;1;1;2;;;;;;;
ORG;2024;220000368;CENTRE HOSPITALIER LANNION;220000103;;;;7;A;D;1;C;;;;;2;A;B;;;;11;C;;332;A;C;;;;1;1;1;0;;;;;;
ORG;2024;220000467;INSTITUT MEDICAL SPECIALISÉ PLANCOET;920030269;;;;;;;;;;;;;;;;;;;;;;33;C;D;;;;0;1;2;0;;;;;;
ORG;2024;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;;;;2;A;B;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;220000541;CENTRE HOSPITALIER PAIMPOL;220000020;;;;1;A;;;;;1;C;;1;A;;;;;3;C;;140;;;;;;1;1;1;;;;;;;
ORG;2024;220000566;CHPP SITE LAMBALLE;220021968;;;;4;A;;;;;;;;2;A;;;;;;;;160;A;C;;;;1;1;2;1;1;ARMOR;;;;
ORG;2024;220000574;CHPP SITE QUINTIN;220021968;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;ARMOR;;;;
ORG;2024;220000590;CENTRE HELIO MARIN;220000202;;;;;;;;;;;;;;;;;;;;;;5;B;C;;;;;;;0;;;;;;
ORG;2024;220001259;CENTRE HOSPITALIER TREGUIER;220000020;;;;1;A;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;
ORG;2024;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;0;;;1;C;;0;;;0;;;0;;;1;A;;0;;;25;;;0;;;;;;0;;;;;;
ORG;2024;220012751;HOP DE JOUR ENFANTS ROSTRENEN;220017974;;;;2;A;C;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;CENTRE BRETAGNE;;;;
ORG;2024;220014138;RESIDENCE KERAMOUR USLD ROSTRENEN;220017974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CENTRE BRETAGNE;;;;
ORG;2024;220014708;CTRE CSMRA L'AVANCÉE;220017974;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;ARMOR;;;;
ORG;2024;220019616;HAD DU PAYS BRIOCHIN;220019608;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;ARMOR;;;;
ORG;2024;220020341;HAD DU PAYS DE GUINGAMP AUB SANTE;350000626;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;;;;1;C;;;;;1;B;;;;;1;B;A;1;;;40;;;;;;1;1;2;1;1;ARMOR;;;;
ORG;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;;;;3;A;;;;;;;;3;A;B;1;D;;;;;24;C;;;;;1;1;2;1;1;LIMOUSIN;;;;
ORG;2024;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;;;;2;A;;;;;;;;1;B;;;;;;;;40;C;A;;;;0;1;2;;;;;;;
ORG;2024;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;;;;2;A;;;;;;;;3;B;;;;;;;;149;A;C;;;;0;1;1;1;1;LIMOUSIN;;;;
ORG;2024;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;;;;2;A;;;;;;;;2;B;A;;;;;;;1;C;;;;;0;1;2;;;;;;;
ORG;2024;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;;;;;;;2;A;;;;;1;B;;;;;;;;5;C;D;;;;0;1;2;1;1;LIMOUSIN;;;;
ORG;2024;230003576;UNITE DE DIALYSE GUERET;870000700;;;;;;;;;;;;;;;;;;;;;;1;C;A;;;;0;0;;0;;;;;;
ORG;2024;230004657;SITE CROIX BLANCHE;230780058;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;;;;;;;;;;;;;;;;;;;;;;110;C;A;;;;1;1;1;0;;;;;;
ORG;2024;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;;;;1;D;;;;;;;;;;;;;;;;;38;C;;;;;1;0;;0;;;;;;
ORG;2024;230780181;CLINIQUE CHATELGUYON VIERSAT;230000879;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;0;;0;;;;;;
ORG;2024;230782617;CRRF ANDRE LALANDE;920028560;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;1;2;0;;;;;;
ORG;2024;240000091;CH DE LANMARY;240000034;1;A;C;;;;;;;;;;1;B;;;;;;;;;;;;;;1;1;2;1;1;DORDOGNE;;;;
ORG;2024;240000174;CENTRE HOSPITALIER DE BELVES;240000042;;;;;;;;;;;;;1;A;;;;;;;;5;C;;;;;;1;2;1;1;DORDOGNE;;;;
ORG;2024;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;240000208;CLINIQUE PASTEUR;240000612;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;240000216;CLINIQUE DU PARC;240000620;;;;;;;;;;;;;;;;1;A;;;;;26;C;C;16;;;0;1;2;0;;;;;;
ORG;2024;240000273;CLINIQUE PIERRE DE BRANTOME;920030269;;;;;;;;;;;;;;;;;;;;;;51;C;D;;;;0;1;2;0;;;;;;
ORG;2024;240000372;C.H DE BERGERAC;240000059;0;;;2;D;;0;;;0;;;0;;;0;;;1;C;;394;C;E;;;;0;1;1;;;;;;;
ORG;2024;240000414;CENTRE HOSPITALIER DE DOMME;240000067;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;;;;1;G;;;;;;;;1;B;;;;;;;;2;D;;;;;1;1;1;;;;;;;
ORG;2024;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;;;;1;C;;;;;;;;;;;;;;;;;34;C;;;;;1;1;2;;;;;;;
ORG;2024;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;10;C;;0;;;0;;;1;C;;1;B;;0;;;0;;;16;C;;0;;;0;1;2;;;;;;;
ORG;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;;;;1;D;;;;;;;;1;A;;;;;3;A;C;;;;;;;;1;2;;;;;;;
ORG;2024;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;;;;1;C;;;;;;;;;;;;;;;;;4;C;;;;;0;1;2;1;1;DORDOGNE;;;;
ORG;2024;240000521;CENTRE HOSPITALIER CHENARD;240016055;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;240000646;FONDATION JOHN BOST;240000265;;;;;;;;;;1;C;;;;;;;;;;;12;C;E;;;;0;0;;0;;;;;;
ORG;2024;240000661;CENTRE MEDICALISE DE LOLME;240000281;9;C;C;2;D;;;;;;;;;;;;;;;;;3;C;D;;;;1;1;2;1;1;DORDOGNE;;;;
ORG;2024;240000687;CENTRE HOSPITALIER SARLAT;240000448;;;;2;D;;;;;;;;1;A;;;;;3;C;;;;;;;;0;1;2;;;;;;;
ORG;2024;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;;;;;;;;;;;;;;;;;;;;;;19;C;D;;;;0;1;2;0;;;;;;
ORG;2024;240003293;ANTENNE AUTODIALYSE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;240003301;ANTENNE AUTODIALYSE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;240006734;CENTRE D'HEMODIALYSE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;;;;;;;;;;;;;;;;;;;;;;2;C;B;;;;0;1;2;0;;;;;;
ORG;2024;240013219;ANTENNE/UNITE DE DIALYSE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;240013466;ANTENNE AUTODIALYSE FRANCHEVILLE;240000596;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;0;;;;;;;;;;;;;;;1;D;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;250000288;CLINIQUE SAINT PIERRE PONTARLIER;250000643;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;250000544;CRRF LES SALINS DE BREGILLE;250002284;;;;;;;;;;;;;;;;;;;;;;12;C;D;;;;0;1;2;1;3;CENTRE FRANCHE-COMTÉ;;;;
ORG;2024;250000627;CH PAUL NAPPEZ MORTEAU;250000221;;;;;;;;;;;;;2;A;D;;;;;;;1;A;;;;;;;;;;;;;;
ORG;2024;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;;;;;;;;;;;;;3;B;A;;;;;;;2;D;A;;;;1;1;2;;;;;;;
ORG;2024;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;;;;3;B;C;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;CENTRE FRANCHE-COMTÉ;;;;
ORG;2024;250000718;CHS NOVILLARS;250000460;1;A;;;;;;;;;;;2;B;;;;;;;;15;A;;;;;1;1;1;;;;;;;
ORG;2024;250000726;CH SAINT LOUIS ORNANS;250000478;0;;;0;;;0;;;0;;;0;;;0;;;0;;;20;C;;0;;;1;1;2;1;1;CENTRE FRANCHE-COMTÉ;;;;
ORG;2024;250000759;CENTRE DE SOINS TILLEROYES;250000569;1;C;;1;A;;;;;;;;;;;1;B;;1;C;;1;A;;;;;0;1;2;;;;;;;
ORG;2024;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;;;;1;B;;;;;;;;1;A;;1;A;;;;;23;C;A;;;;1;1;2;;;;;;;
ORG;2024;250001237;USLD BELLEVAUX;250007598;;;;;;;1;A;;;;;2;B;;;;;1;D;;8;;;;;;0;1;2;;;;;;;
ORG;2024;250001252;USLD JACQUES WEINMAN AVANNE;250007788;;;;;;;;;;;;;;;;;;;;;;8;C;A;;;;0;1;2;;;;;;;
ORG;2024;250005196;HOPITAL DE JOUR VELOTTE;250001013;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;0;;0;;;;;;
ORG;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;;;;6;;;;;;;;;;;;;;;9;;;140;;;;;;0;1;2;0;;;;;;
ORG;2024;250007234;USLD PONTARLIER;250000452;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;0;;;2;B;A;0;;;0;;;0;;;2;E;;0;;;3;C;E;0;;;1;1;2;0;;;;;;
ORG;2024;250012069;HAD COMTOISE PONTARLIER;250001161;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;250013448;UNITE DE DIALYSE DE PONTARLIER;210012290;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;;;;;;;;;;;;;;;;;;;;;;37;C;A;;;;;;;1;1;;;;;
ORG;2024;250015526;UNITE DE DIALYSE BESANCON;210012290;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;250015534;UNITE DE DIALYSE DE MONTBELIARD;210012290;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;;;;;;;;;;;;;;;;1;A;B;;;;12;D;C;;;;1;1;2;1;1;NORD FRANCHE-COMTÉ;;;;
ORG;2024;260000013;CH DE VALENCE;260000021;;;;2;A;;;;;;;;;;;;;;4;C;;49;C;;;;;1;1;2;0;;;;;;
ORG;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;;;;;;;;;;;;;;;;1;D;;2;C;;656;A;;;;;;0;;;;;;;;
ORG;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;0;;;3;A;C;0;;;0;;;4;A;B;2;A;D;1;C;;164;C;D;24;C;D;0;1;1;0;;;;;;
ORG;2024;260000146;CH DE CREST;260000054;1;A;;;;;;;;;;;;;;;;;2;C;D;;;;;;;0;1;2;;;;;;;
ORG;2024;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;0;;;1;D;;0;;;0;;;0;;;0;;;0;;;6;D;;4;;;1;1;2;1;1;DRÔME-ARDÈCHE-VERCORS;;;;
ORG;2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;;;;2;A;;;;;;;;;;;1;D;;2;C;;656;A;;;;;;;;;;;;;;
ORG;2024;260000237;CH DE NYONS;260000088;;;;;;;;;;1;C;D;1;A;;;;;;;;26;D;C;;;;0;0;;;;;;;;
ORG;2024;260000260;CLINIQUE LA PARISIERE;260000377;;;;1;B;;;;;;;;;;;;;;;;;18;D;C;;;;1;1;1;0;;;;;;
ORG;2024;260000278;CH DE BUIS LES BARONNIES;260000096;;;;;;;;;;;;;;;;;;;;;;39;C;C;;;;0;1;2;;;;;;;
ORG;2024;260000286;CH DU DIOIS;260000104;;;;1;B;;;;;;;;;;;;;;2;C;;23;C;A;;;;1;1;2;1;1;DRÔME-ARDÈCHE-VERCORS;;;;
ORG;2024;260000823;CH DROME-VIVARAIS;260003264;;;;1;A;;;;;;;;2;B;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;260001631;AGDUC CENTRE DE DIALYSE MONTELIMAR;380793802;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;0;;0;;;;;;
ORG;2024;260003017;CLINIQUE KENNEDY;260000781;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;260003215;AGDUC VALENCE / MARECHAL JUIN;380793802;;;;;;;;;;;;;;;;;;;;;;5;A;C;;;;0;0;;0;;;;;;
ORG;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;;;;;;;;;;;;;;;;;;;;;;67;C;D;;;;0;1;1;0;;;;;;
ORG;2024;260006820;AGDUC CENTRE DIALYSE ROMANS-SUR-ISERE;380793802;;;;1;A;;;;;;;;;;;;;;;;;4;C;A;;;;0;0;;0;;;;;;
ORG;2024;260010418;AURAL UNITE DIALYSE CH VALENCE;690796552;;;;;;;;;;;;;;;;;;;;;;4;C;A;;;;0;0;;0;;;;;;
ORG;2024;260012760;AURAL UNITE DIALYSE CH MONTELIMAR;690796552;;;;;;;;;;;;;;;;;;;;;;2;C;A;;;;0;0;;0;;;;;;
ORG;2024;260021688;AGDUC VALENCE / PIERRE TEZIER;380793802;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;260021795;SSR LE SAFRAN LADAPT;930019484;;;;1;A;;;;;;;;;;;;;;;;;13;A;;;;;0;1;1;0;;;;;;
ORG;2024;260023148;HOPITAL DE JOUR LA REHAB;630786754;;;;;;;;;;;;;;;;;;;;;;34;C;A;;;;0;0;;0;;;;;;
ORG;2024;270000045;CH BERNAY;270000060;;;;;;;;;;;;;1;A;;;;;;;;61;A;;;;;0;1;1;;;;;;;
ORG;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;;;;;;;;;;;;;;;;4;A;D;;;;25;C;;;;;1;1;1;0;;;;;;
ORG;2024;270000342;INSTITUT MEDICAL SPECIALISE DE L'EURE;920030269;;;;;;;;;;;;;;;;;;;;;;11;C;;5;;;0;1;2;0;;;;;;
ORG;2024;270000359;CH EURE SEINE EVREUX;270023724;;;;;;;10;A;B;;;;1;B;;3;D;;1;C;;115;C;A;5;C;A;0;1;2;;;;;;;
ORG;2024;270000367;CH GISORS;270000086;;;;;;;;;;;;;1;B;;1;B;;1;D;;158;D;;;;;1;1;1;1;1;EURE-SEINE PAYS D'OUCHE;;;;
ORG;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;270000417;CSMR L'HOSTREA;760025734;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;0;;1;1;EURE-SEINE PAYS D'OUCHE;;;;
ORG;2024;270000425;CH PONT-AUDEMER;270000102;;;;3;A;C;;;;;;;;;;2;D;D;;;;165;;;;;;1;1;1;1;1;ESTUAIRE DE LA SEINE;;;;
ORG;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;;;;;;;;;;;;;;;;;;;;;;26;C;A;;;;0;1;2;;;;;;;
ORG;2024;270000474;CENTRE HOSPITALIER SAINT JACQUES;270000136;;;;;A;B;3;;;;;;;;;;;;;;;25;C;A;;;;0;1;2;;;;;;;
ORG;2024;270000482;CH BOURG ACHARD;270000144;;;;2;A;G;;;;;;;;;;;;;;;;;;;;;;;;;1;1;VAL DE SEINE ET PLATEAUX DE L'EURE;;;;
ORG;2024;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;;;;2;A;;;;;;;;;;;;;;1;D;;19;C;;2;G;C;;;;;;;;;;
ORG;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;;;;1;G;;;;;;;;;;;;;;;;;7;D;;;;;1;1;1;0;;;;;;
ORG;2024;270000870;CLINIQUE LES BRUYERES;920031770;19;C;C;;;;;;;;;;;;;;;;;;;35;C;C;;;;0;1;2;0;;;;;;
ORG;2024;270000896;LADAPT EURE;930019484;;;;;;;;;;;;;;;;;;;;;;7;C;C;;;;0;0;;0;;;;;;
ORG;2024;270000912;HOPITAL LA MUSSE;750814030;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;270016058;HAD EURE SEINE;750047367;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;1;1;EURE-SEINE PAYS D'OUCHE;;;;
ORG;2024;270017478;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;270025984;CLINIQUE LA MARE Ô DANS;270029275;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;270027279;CLINIQUE DES PORTES DE L'EURE;270027881;;;;;;;;;;;;;;;;1;;;;;;12;C;A;;;;1;1;1;1;1;VAL DE SEINE ET PLATEAUX DE L'EURE;;;;
ORG;2024;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;280000050;CH BONNEVAL;280000142;0;;;3;A;A;0;;;0;;;2;A;B;0;;;0;;;;;;;;;1;1;1;;;;;;;
ORG;2024;280000084;CH DREUX;280000183;;;;9;C;A;;;;;;;4;B;D;;;;1;C;;257;C;A;;;;1;;1;;;;;;;
ORG;2024;280000100;CH DE LA LOUPE;280000225;;;;4;A;B;;;;;;;3;A;;;;;;;;34;A;C;;;;1;1;2;0;;;;;;
ORG;2024;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;2;C;;;;;2;A;;;;;;;;;;;;;;21;C;;;;;;;;0;;;;;;
ORG;2024;280000662;CH CHATEAUDUN;280500075;;;;3;B;;;;;;;;3;A;;1;D;;;;;;;;;;;1;0;;1;1;EURE-ET-LOIRE;;;;
ORG;2024;280001678;ASSAD HAD D'EURE ET LOIR;370001638;;;;;;;;;;;;;2;B;A;;;;;;;2;A;C;;;;1;1;2;1;3;TOURAINE VAL DE LOIRE;LOIRET;EURE-ET-LOIRE;;
ORG;2024;280006594;A.I.R.B.P. IRC NOGENT-LE-ROTROU;280000852;;;;;;;;;;;;;1;B;;1;B;;0;;;5;C;C;0;;;0;0;;0;;;;;;
ORG;2024;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;4;C;A;;;;;;;;;;;;;;;;;;;10;C;;;;;0;0;;0;;;;;;
ORG;2024;280502741;A.I.R.B.P IRC CHARTRES;280000852;;;;;;;;;;;;;1;B;;1;B;;0;;;5;C;C;0;;;0;0;;0;;;;;;
ORG;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;;;;2;A;B;;;;;;;1;A;;1;D;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;280503848;A.I.R.B.P. IRC - DREUX;280000852;;;;;;;;;;;;;1;B;;1;B;;0;;;5;C;D;0;;;0;0;;0;;;;;;
ORG;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;;;;7;B;C;;;;;;;5;A;;1;D;;1;C;;900;C;A;;;;0;0;;;;;;;;
ORG;2024;280504309;A.I.R.B.P. IRC CHATEAUDUN;280000852;;;;;;;;;;;;;1;B;;1;B;;0;;;5;C;D;0;;;0;0;;0;;;;;;
ORG;2024;280504689;NEPHROCARE VERNOUILLET;940000060;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;0;;1;1;EURE-ET-LOIRE;;;;
ORG;2024;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;;;;;;;;;;;;;1;B;;;;;;;;;;;48;C;E;1;1;2;0;;;;;;
ORG;2024;280505264;CLINIQUE LA BOISSIÈRE;280006370;;;;;;;;;;;;;;;;;;;;;;3;D;C;;;;1;1;2;0;;;;;;
ORG;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;0;;;0;;;0;;;0;;;0;;;0;;;0;;;15;C;;0;;;1;1;1;0;;;;;;
ORG;2024;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;0;;0;;;;;;
ORG;2024;290000025;CHIC QUIMPER;290020700;;;;14;A;D;2;C;;;;;4;A;B;1;A;;;;;;;;;;;0;1;1;1;;;;;;
ORG;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;;;;4;B;A;;;;;;;2;A;B;;;;;E;;70;B;C;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;;;;12;A;C;;;;1;A;;4;B;E;;;;;;;;;;;;;1;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000140;CLINIQUE PASTEUR LANROZE;290000447;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;;;;6;A;G;;;;;;;3;A;B;1;B;;;;;7;C;;;;;1;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;;;;10;C;G;;;;;;;4;A;E;;;;1;D;;46;C;D;;;;1;1;1;;;;;;;
ORG;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;;;;1;D;;;;;;;;1;A;;;;;;;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000272;CENTRE HOSPITALIER CROZON;290000090;;;;;;;1;B;;;;;;;;;;;;;;27;C;A;;;;1;1;2;;;;;;;
ORG;2024;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;;;;3;A;A;;;;;;;3;A;B;;;;;;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000363;CLINIQUE DE KERFRIDEN;920030269;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;1;1;UNION HOSPITALIÈRE DE CORNOUAILLE;;;;
ORG;2024;290000371;CLINIQUE LES GLENAN;920030269;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;UNION HOSPITALIÈRE DE CORNOUAILLE;;;;
ORG;2024;290000389;CENTRE HOSPITALIER LANMEUR;290000116;;;;3;A;B;;;;;;;2;A;B;;;;;;;18;C;A;;;;0;0;;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000553;CH MORLAIX SITE DE PLOUGONVEN;290021542;;;;4;B;A;;;;;;;2;A;B;;;;1;E;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;0;;;3;C;B;;;;;;;;;;;;;;;;;;;1;E;;0;1;2;0;;;;;;
ORG;2024;290000736;CLINIQUE DE L'IROISE;290000991;0;;;0;;;0;;;0;;;0;;;0;;;0;;;11;C;;;;;1;0;;0;;;;;;
ORG;2024;290000744;CLINIQUE PEN AN DALAR;290001007;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;1;1;2;0;;;;;;
ORG;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;;;;5;D;C;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;UNION HOSPITALIÈRE DE CORNOUAILLE;;;;
ORG;2024;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000850;CTRE NEPHROLOGIE B BRAUN AVITUM BREST;920040862;;;;;;;;;;;;;;;;;;;;;;4;C;;1;A;;1;0;;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;;;;11;D;B;;;;;;;7;A;B;;;;;;;83;C;A;27;C;A;1;1;1;1;1;UNION HOSPITALIÈRE DE CORNOUAILLE;;;;
ORG;2024;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290000983;FONDATION ILDYS SITE ST LUC;290000546;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;BRETAGNE OCCIDENTALE;;;;
ORG;2024;290001015;CENTRE HOSPITALIER ST RENAN;290000751;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;;;;2;C;D;;;;;;;2;A;;;;;;;;3;C;;;;;1;1;1;1;1;UNION HOSPITALIÈRE DE CORNOUAILLE;;;;
