"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"BRE-06";"53106";"Rance Eméraude";378;53;31;462;33039;3894;2220;39153;154622;16645;7380;178647;66;15;0;81;11563;3900;730;16193;16428;2;2;1;2;90;7;0;97;840;196;0;1036;20;28;0;48;3526;2070;0;5596;0;0;0;0;0;0;4;3;7;7479;254;7733;5;4;9;27809;17204;45013;5176;1914;163;7048;5211;1933;163;7090;1;103;0;0;0;81;784;26258;14;5436;143;115;43515;0;0;0;0;2;71069;0;0;2;0;0;0;1;1942;703;1;0;1470;1;162;0;0;1;3856;0;0;2;12572;0;0;1;1;0;0;0;0;2;237;41;35;22;39;16;17;1;21;12;327;0;0;0;0;0;0;0;0;0;0;0;207,97;30,16;35,49;20,16;35,76;13,3;14,79;0;18,59;10,38;288,39;85;71,76;57;54;81;887;916;159;51;88;2293;8;0;353;55;36;35;53;21;20;315;860;3153;52,86;51,03;75,15;837,47;863,41;160,84;40,78;77,32;2158,86;8;0,75;330,75;48,63;32,05;32,49;49,94;19,66;20,04;317,82;828,08;2986,94;543;87;60;143;557;2;2;1;4;3;0;0;0;0;5;1;1;1;0;0;0;0;1;1;14;2;2;16912;3;18;4;3;;;1
"BRE-07";"53107";"Armor";877;179;61;1117;48607;9907;3691;62205;286024;48325;13438;347787;62;62;6;130;9597;11622;1334;22553;36211;2;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;203;0;0;0;334;4386;101903;121;31256;150;146;48514;70;553;18575;417;4;136170;0;0;4;0;0;1;1;2249;1262;1;2;2564;0;472;1;202;1;13892;1;969;4;17438;0;0;0;2;0;0;0;0;4;438;74;64;46;95;31;2;0;52;18;605;4;0;0;0;4;0;0;0;0;0;8;329,22;56,44;51,2;39,37;73,4;22,97;1,6;0;43,45;14,95;473,31;172;144,65;88;113;245;1406;1657;337;63;204;4113;29;3;817;61;42;87;117;124;13;735;1986;6099;80,35;97,21;224,43;1270,28;1507,97;313,83;38,36;163,89;3696,32;28,36;2,73;744,49;48,25;33,83;79,2;110,54;114,24;11,82;712,62;1852,25;5548,57;1177;0;392;150;2337;7;7;3;6;4;2;2;4;0;17;2;0;0;0;0;0;0;0;0;32;4;0;36300;4;39;12;12;;;
"BRE-08";"53108";"Centre Bretagne";200;38;15;253;9400;1758;1133;12291;67072;8671;4484;80227;10;12;3;25;2125;1720;597;4442;12606;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1250;38340;18;4334;30;23;9967;0;0;0;0;1;27442;0;0;1;0;0;0;1;465;410;1;0;684;1;145;0;0;1;9766;0;0;1;2840;0;0;0;0;0;0;0;0;1;91;24;19;6;17;6;2;2;7;11;130;2;0;0;0;0;0;0;0;0;0;2;63,76;16,82;4,74;5,2;12,91;5,12;2,11;2;6,08;9,64;96,5;12;13,41;41;27;48;342;476;44;16;43;1037;7;2;206;22;10;14;22;31;2;259;565;1602;28,63;23,41;44,59;295,05;377,64;30,71;7,95;35,08;843,06;6,27;1,2;187,45;12,12;6,7;11,5;21,16;28,89;2,61;239,79;510,99;1354,05;295;53;140;30;580;1;1;0;2;2;0;0;1;0;3;0;1;0;0;0;0;0;0;0;9;3;0;7504;1;12;5;5;;;
"COR-01";"94101";"Haute-Corse G2HC";209;69;24;302;13103;3503;1841;18447;62617;22456;6287;91360;20;6;0;26;2275;2124;0;4399;15032;1;1;0;1;34;3;0;37;716;59;0;775;0;25;0;25;0;1399;0;1399;0;0;0;0;0;0;0;1;1;0;294;294;5;5;10;13839;27428;41267;1986;54;295;3791;2558;1590;295;4443;1;1161;0;0;0;72;709;19655;47;8860;60;33;16891;30;275;11585;128;2;50554;0;0;2;0;3;1;1;1455;498;0;0;1280;1;201;0;0;1;6309;1;335;2;6653;0;0;0;1;1;1;0;0;1;265;89;60;24;53;14;15;1;15;5;354;0;0;0;0;0;0;0;0;0;0;0;190,7;57,34;47,72;20,97;39,37;9,8;13,51;1,06;10,9;5,5;263,04;37;38,76;41;40;47;586;556;189;32;70;1561;10;1;231;28;13;32;31;47;12;212;604;2165;36,31;37,72;46,07;536,45;498,88;174,9;28,98;55,23;1414,54;9,2;1;214,34;25,68;11,28;28,46;28,31;44,01;9,67;197,97;558,64;1973,18;310;37;72;60;38;2;2;1;3;1;0;0;2;0;4;1;1;0;0;0;0;0;2;0;6;2;0;11447;1;13;8;7;;;1
"COR-02";"94102";"Corse du Sud";205;50;29;284;18025;3785;1961;23771;59979;18294;6663;84936;15;16;2;33;3195;2522;473;6190;21586;1;1;1;0;151;6;0;157;1122;88;0;1210;16;14;0;30;1010;1127;0;2137;6;6;12;1;1;2;7;7;14;3599;3666;7265;6;7;13;34184;27715;61899;3101;1284;0;4360;3855;1446;0;5295;1;330;0;0;0;71;712;22207;2;1177;130;118;40878;25;223;6053;129;1;38702;0;0;1;0;3;1;1;1903;0;0;0;897;1;198;0;0;1;5409;0;0;2;6305;1;7180;0;1;0;0;0;0;1;178;67;36;22;33;9;25;0;18;4;258;0;0;0;0;0;0;0;0;0;0;0;137,04;50,98;32,06;19,56;28,76;7,48;19,4;0;14,1;4,55;207,07;40;41,03;30;65;51;855;666;400;36;35;2138;8;2;372;31;19;41;39;55;8;438;994;3132;28,28;60,71;51,62;822,26;625,66;398,67;29,87;28,56;2045,63;8,38;1,3;352,2;29,14;15,86;37,26;38,27;50,69;7,5;420,47;945,21;2990,84;313;157;71;130;177;4;4;1;1;1;0;0;0;1;4;1;1;1;0;0;0;1;1;1;12;12;0;12229;2;36;8;6;;1;1
"CVL-01";"24101";"Cher";480;83;66;629;24117;4167;2702;30986;154899;23166;9315;187380;35;30;8;73;1699;9173;1032;11904;19152;2;2;1;2;356;8;0;364;1482;115;0;1597;125;52;0;177;11104;2945;0;14049;0;0;0;0;0;0;1;1;2;8392;7514;15906;14;6;20;78669;12117;90786;11055;1788;374;13065;12721;2060;374;15002;2;679;0;0;0;242;2012;73070;33;5838;236;177;88361;30;705;9478;280;3;91258;0;0;3;0;0;1;1;1903;1674;0;2;1636;1;378;0;0;1;13566;0;0;2;5586;0;0;1;1;0;0;0;0;3;233;54;42;25;56;22;25;4;21;12;351;0;0;0;0;0;0;0;0;0;0;0;163,52;34,91;22,04;16,19;43,57;15,23;23,9;1,49;15,24;8,74;262,04;115;99,83;49;71;71;1050;1122;467;82;91;3003;24;4;445;109;27;55;52;46;5;526;1266;4269;40,12;64,16;62,61;958,47;1034,1;431,97;66,18;62,73;2720,34;17,73;4;408,02;87,18;21,35;49,8;49,44;43,48;3,97;507,54;1171,16;3891,5;730;0;267;177;702;5;5;1;4;3;0;0;1;0;7;2;1;0;0;0;0;0;1;1;23;4;1;22150;2;16;9;7;;1;1
"CVL-02";"24102";"Indre";353;117;30;500;13093;3981;2082;19156;98136;21666;7375;127177;33;18;1;52;1187;3795;71;5053;6532;1;2;0;1;113;8;0;121;1053;0;0;1053;22;0;0;22;1505;0;0;1505;9;33;42;32;2408;2440;6;9;15;7228;15006;22234;6;8;14;18504;16056;34560;3090;1245;785;5161;3790;1643;809;6252;1;215;0;0;0;368;2587;103918;30;8861;143;146;40639;30;849;10628;443;3;59539;0;0;1;0;1;1;1;937;936;2;0;1047;1;198;0;0;0;0;0;0;2;6532;0;0;0;1;0;0;0;0;3;167;49;23;12;39;11;10;4;17;3;240;0;0;0;0;0;0;0;0;0;0;0;133,97;37,72;22,01;11,61;34,92;8,61;8,11;3,26;14,28;2,28;200,47;61;54,94;36;58;47;644;692;332;45;84;1938;16;4;409;71;18;40;1;44;4;369;958;2896;29,06;49,7;46,29;619,38;657,5;324,59;36,95;57,58;1821,05;13,01;3,44;347,39;62,46;16,52;31,4;1;46,69;3,98;289,06;798,43;2619,48;613;237;418;172;1179;8;7;1;4;2;0;0;2;0;14;0;0;0;0;0;0;0;0;0;16;2;0;10825;2;14;10;9;;;1
"CVL-03";"24103";"Touraine Val de Loire";938;346;96;1380;53035;20633;6747;80415;282682;100303;27924;410909;126;58;13;197;15547;16264;1775;33586;59290;1;5;1;3;293;30;0;323;2795;535;0;3330;176;91;0;267;25384;12282;0;37666;0;1;1;0;37;37;4;3;7;7640;3864;11504;11;7;18;74458;45752;120210;8777;4098;0;12875;10975;4560;0;15535;1;1369;0;0;0;442;3802;135127;24;2728;104;127;36295;0;0;0;0;4;95581;1;33219;3;1;2;1;3;8795;4400;2;1;4058;0;669;1;378;1;16974;1;158;5;22489;2;18911;2;2;2;1;3;1;4;725;122;57;116;161;32;85;21;76;90;1158;22;1;0;0;0;0;0;0;0;0;22;518,37;86,83;50,92;85,49;112,34;24,22;68,95;8,21;63,25;65,09;855,24;622;843,34;123;163;345;2517;2096;775;146;236;6401;33;8;1101;164;78;84;230;203;16;1288;3127;9528;112,36;156,51;322,61;2334,17;1967,5;742,32;115,88;172,34;5923,69;29,53;6,99;1031,9;139,94;68,31;73,85;217,11;190,73;14,47;1198,62;2903,14;8826,83;1414;275;442;104;1258;9;9;2;8;5;3;2;5;0;22;3;2;0;0;0;0;0;2;2;78;13;4;65504;8;76;15;8;7;;
"CVL-04";"24104";"Loir-et-Cher";472;97;56;625;20008;4415;3472;27895;150524;22973;11499;184996;29;31;0;60;1296;7286;0;8582;10634;2;2;0;2;126;0;0;126;1907;4;0;1911;100;39;0;139;25651;3761;0;29412;0;0;0;0;0;0;3;7;10;10691;5366;16057;9;10;19;27132;15496;42628;5390;2157;306;7477;6356;2449;306;8713;1;176;0;0;0;301;2248;77130;16;2026;160;97;55669;0;0;0;0;3;97825;0;0;3;0;0;1;1;1047;1656;0;2;2092;1;218;0;0;0;0;0;0;3;10634;0;0;0;1;0;0;0;0;3;216;79;21;20;60;22;19;1;21;10;327;14;14;0;0;0;0;0;0;0;0;14;169;62,77;19,02;18,79;44;16,27;15,89;1;18,7;7,26;262,6;122;105,59;59;54;93;848;971;185;68;87;2365;15;1;379;69;21;44;37;46;2;429;1022;3387;49,25;47,1;82,25;803,94;917,84;180,36;51,63;67,45;2199,82;13,72;0,6;348,43;62,07;16,92;38,19;34,55;44,15;1,9;408,27;951,88;3151,7;610;119;301;160;1958;4;4;2;4;3;0;0;1;0;9;0;1;0;0;0;0;0;1;0;14;3;0;17949;2;22;8;8;;;
"CVL-05";"24105";"Loiret";945;277;141;1363;43061;11588;10095;64744;283545;53501;36299;373345;175;82;10;267;10686;14323;2585;27594;64058;3;5;1;2;224;14;30;268;2128;125;286;2539;112;46;18;176;12821;5051;3303;21175;0;0;0;0;0;0;4;8;12;4566;2805;7371;31;14;45;79253;41222;120475;13567;4195;991;18577;16091;4467;1229;21580;2;1456;1;1;1;211;1750;53616;1;95;256;157;92883;0;0;0;0;4;163826;1;38641;4;1;0;1;2;4800;4567;1;1;6070;1;984;1;151;1;11819;1;85;4;29145;1;22519;0;1;1;1;0;1;4;514;114;34;68;106;37;57;7;45;43;772;25;0;0;4;11;3;0;0;0;0;36;386,66;85,31;26,9;53,35;96,15;32,49;49,74;3,02;40,59;35,59;620,38;496;394,3;151;139;250;2183;1840;517;137;166;5383;32;5;951;147;79;117;139;162;15;1034;2602;7985;136,27;127,31;232,77;2001,68;1723,31;479,68;109,57;129,12;4939,71;30,04;4,65;892,88;130,36;72,45;100,54;132,41;153,7;14,34;968,58;2427,5;7367,21;1612;286;314;283;1452;7;7;2;6;6;3;3;3;0;13;1;1;0;1;0;0;0;0;0;35;8;0;46950;6;53;11;6;2;1;2
"CVL-06";"24106";"Eure-et-Loire";775;108;67;950;42314;6300;4382;52996;247405;29198;18223;294826;71;47;8;126;5004;15736;1263;22003;28160;2;3;2;3;229;17;0;246;2375;219;0;2594;89;95;0;184;13986;13422;0;27408;8;0;8;255;0;255;5;4;9;4730;9816;14546;8;8;16;50271;24600;74871;5238;1295;485;6611;10579;3650;495;14202;1;576;0;0;0;233;2379;80810;15;4100;213;94;65937;0;0;0;0;4;165862;0;0;4;0;0;1;2;2608;2253;2;0;3305;2;927;0;0;1;14226;1;552;3;12734;0;0;0;1;0;0;0;1;4;421;50;73;50;89;30;44;1;28;17;600;10;0;0;0;4;0;0;0;0;0;14;320,56;44,35;56,58;39;68,3;23,9;40,32;0,6;21,57;17,8;480,84;232;197,96;86;91;124;1390;1285;450;80;89;3595;25;2;574;117;35;55;92;75;10;645;1595;5190;79,82;89,92;118,11;1331,46;1244,35;441,94;61,12;75,36;3442,08;21,69;2;556,38;112,77;30,9;50,33;87,59;73,59;9,94;622,18;1536,47;4978,55;519;239;183;182;563;6;6;2;7;4;0;1;4;0;16;1;1;1;0;0;0;0;0;1;30;6;6;35936;6;40;8;7;;1;
"GE-01";"44101";"Basse Alsace Sud Moselle";1419;577;226;2222;88439;34735;16354;139528;489240;133710;49263;672213;344;96;22;462;37764;21459;5488;64711;47522;4;6;2;7;583;32;0;615;6098;584;0;6682;367;181;12;560;52031;18686;2056;72773;5;1;6;0;45;45;8;9;17;5627;3741;9368;84;39;123;144158;58625;202783;22402;7519;1533;31051;28440;9152;1554;38687;1;0;0;1;0;459;4183;129825;42;12140;506;267;143001;72;921;22354;594;6;200495;1;42144;5;1;0;1;4;14048;5927;0;2;7654;3;2102;1;335;3;32626;2;638;5;14896;0;0;2;3;1;1;2;0;6;1127;172;80;192;249;75;187;100;106;147;1916;28;0;0;0;10;4;0;1;0;0;39;771,72;117,99;72,84;162,45;170,48;52,84;132,44;24,38;84,28;105,78;1329,78;939;877,23;284;250;699;4184;2815;1554;284;365;10435;56;6;1708;271;114;205;467;357;31;2185;5286;15721;257,54;225,3;619,18;3863,48;2636,73;1445,72;213,93;311,97;9573,85;54,27;5,65;1588,42;241,44;101,16;187,8;435,54;333,93;31,06;2089,8;4967,91;14541,76;2280;412;458;495;1792;11;11;2;13;13;5;1;5;1;26;14;5;1;0;0;0;1;3;3;114;24;4;101470;14;147;18;11;4;2;1
"GE-02";"44102";"Centre Alsace";639;239;84;962;26200;14601;5252;46053;204746;59934;16567;281247;77;53;1;131;16129;18210;43;34382;43996;2;2;1;2;34;0;0;34;376;0;0;376;33;36;0;69;4528;7032;0;11560;0;0;0;0;0;0;2;3;5;3107;3238;6345;7;4;11;12067;11628;23695;1914;790;0;3538;2319;1879;0;4160;1;736;0;0;0;294;2562;96224;52;12230;219;125;76650;0;0;0;0;3;122911;0;0;2;0;0;0;1;2704;1581;2;1;2489;1;485;0;0;1;12447;1;1585;2;18043;1;13336;1;1;1;1;0;0;4;426;73;67;45;126;33;17;9;47;26;651;0;0;0;0;0;0;0;0;0;0;0;346,48;57,64;55,46;41,6;97,37;22,21;12,57;5,07;42,51;21,55;541,46;254;229,73;75;80;234;1378;1067;703;65;148;3750;29;6;670;88;44;67;119;133;15;768;1895;5645;67,19;69,51;200,22;1238,26;977,21;653,61;47,48;116,49;3369,97;24,83;4,63;598,02;68,38;34,15;58,38;113,76;119,03;15,07;702,43;1704,53;5074,5;963;37;334;267;2807;7;7;0;4;4;2;0;1;1;15;5;1;0;1;0;0;1;1;1;50;10;2;46173;6;61;11;11;;;
"GE-03";"44103";"Haute Alsace";617;162;82;861;25908;6302;5504;37714;207335;40623;21207;269165;110;53;15;178;13791;9918;2324;26033;63515;1;5;1;1;321;14;0;335;3253;179;0;3432;160;92;0;252;23715;8232;0;31947;0;0;0;18;56;74;15;5;20;17355;9886;27241;34;10;44;89122;30601;119723;16199;3101;1811;20692;19594;3628;1825;24581;1;0;0;0;0;219;2096;68494;81;20166;178;115;58707;0;0;0;0;3;108702;0;0;1;0;0;1;1;4182;1759;2;0;3275;0;650;1;171;1;18585;1;107;2;23703;1;21145;1;1;0;0;0;1;3;389;138;29;42;64;19;59;4;34;14;564;14;1;1;0;2;0;1;1;0;0;18;290,16;101,46;23,18;38,15;53,31;17,17;49,54;1,53;28,25;12,03;444,5;242;217,96;96;101;224;1628;1123;418;148;148;3886;18;2;832;175;80;52;106;95;20;824;2124;6010;83,07;105,18;200,65;1535,39;1059,87;406,38;134,97;127,47;3652,98;18,06;2,3;787,9;158,34;70,75;46,17;96,31;92;18,47;797,25;2016,8;5669,78;908;342;296;193;1024;7;7;2;3;3;1;1;1;1;12;2;0;0;0;0;0;0;0;0;24;4;2;30112;4;34;10;9;;1;
"GE-04";"44104";"Nord Ardennes";409;80;41;530;21684;4462;2692;28838;120838;22922;9619;153379;44;23;3;70;5405;2983;1361;9749;20383;2;2;0;1;199;8;0;207;2166;147;0;2313;71;45;0;116;12482;6894;0;19376;6;0;6;0;0;0;6;5;11;5834;2623;8457;13;5;18;55655;15883;71538;4219;1198;0;5367;6619;1662;0;8151;1;153;0;0;0;63;759;21825;0;0;108;58;35980;0;0;0;0;2;79418;0;0;2;0;1;1;1;1393;106;1;0;1687;1;386;0;0;1;13409;1;938;1;6930;0;0;0;1;0;0;0;1;2;156;21;36;14;29;11;15;5;17;9;231;12;0;0;1;1;0;0;0;0;0;13;130,3;13,62;35,68;12,83;22,95;8,81;14,16;2,71;16,15;8,04;197,14;136;122,96;52;43;92;885;662;313;31;45;2123;5;3;391;49;14;39;56;41;5;358;947;3070;48,64;42,78;86,95;846,78;638,36;290,73;28,21;29,91;2012,36;4,83;3;365,93;45,79;13,65;37,15;53,7;41,25;4,52;347,05;903,22;2915,58;563;192;63;108;1015;2;2;1;4;2;2;0;2;1;10;2;1;0;0;0;0;1;0;1;15;3;3;16838;3;26;7;5;;1;1
"GE-05";"44105";"Champagne";846;472;91;1409;45471;18816;5861;70148;308244;92959;22782;423985;102;61;5;168;22929;9242;2400;34571;44060;3;3;1;6;349;31;0;380;2113;588;0;2701;61;29;9;99;7802;3116;2477;13395;1;0;1;0;0;0;9;5;14;29583;10071;39654;21;14;35;108755;57152;165907;11637;6558;858;18882;13878;6963;894;21515;2;0;0;1;0;448;3511;131088;73;16301;260;156;76732;30;358;5070;194;4;127583;1;30027;5;1;2;1;4;7010;2586;2;1;3482;1;683;1;395;2;25079;2;222;5;17764;0;0;1;1;2;1;1;0;4;687;121;74;93;157;34;100;64;56;72;1136;0;0;0;0;0;0;0;0;0;0;0;506,08;95,64;70,35;80,23;113,54;23,8;77,17;25,19;50,29;50,52;845,19;657;627,55;106;160;363;2555;1557;903;174;218;6036;43;6;1167;168;66;103;235;146;22;1236;3126;9162;95,91;153,57;327,43;2390,2;1488,36;847,68;137,41;169,63;5610,19;39,34;6,25;1088,61;139,76;59,67;92,73;223,4;139,95;22,07;1139,89;2892;8502,19;1557;342;486;245;2105;7;7;3;7;9;0;0;2;1;25;2;3;1;0;0;0;1;2;2;57;33;3;60192;7;57;16;9;4;2;1
"GE-06";"44106";"Aube et  Sézannais";455;65;59;579;20364;3917;3658;27939;147285;19697;13057;180039;60;15;0;75;6232;2850;760;9842;24383;1;2;1;2;105;6;0;111;957;248;0;1205;66;36;0;102;8670;6680;0;15350;0;0;0;0;0;0;6;8;14;14117;14786;28903;6;7;13;16908;14447;31355;4979;2720;680;7596;5746;2942;680;8571;2;4493;0;0;0;178;1919;58376;0;0;130;134;43737;20;343;5785;206;2;66274;0;0;2;0;2;1;1;2205;1007;0;1;2390;0;1119;1;115;1;12556;1;1;1;9415;1;2383;1;1;0;0;1;0;2;216;25;43;18;51;15;24;1;24;14;330;1;0;0;0;0;0;0;0;0;0;1;156,12;19,94;26,42;16,56;42,44;14,6;19,44;0,2;22,47;12,59;257,86;158;130,16;73;54;84;913;802;284;61;59;2330;17;6;466;64;21;48;77;63;5;420;1166;3496;68,92;52,84;79,57;862,75;757,29;269,73;54,2;49,92;2195,22;17,48;5,38;445,86;56,09;18,82;43,68;72,85;60,46;4,88;402,14;1108,82;3304,04;573;179;201;140;836;3;4;0;3;3;2;1;2;0;6;1;1;0;0;0;0;0;2;1;16;7;0;13710;3;13;13;12;;1;
"GE-07";"44107";"Moselle Est";428;81;41;550;16676;3900;2277;22853;109289;18272;7162;134723;28;37;1;66;3052;7213;138;10403;3049;2;2;1;2;431;6;0;437;1918;0;0;1918;34;25;0;59;9845;2272;0;12117;3;0;3;4;0;4;5;2;7;6302;3423;9725;31;9;40;38077;12660;50737;5449;1778;287;7387;7103;1835;303;9095;2;5200;0;0;0;79;611;21493;10;3439;60;40;19536;35;282;7544;206;2;82438;0;0;2;0;1;0;2;1286;463;1;1;1157;1;668;0;0;0;0;0;0;2;3049;0;0;0;0;0;0;0;0;2;183;33;38;21;41;14;30;3;14;10;281;5;0;0;0;3;1;0;0;0;0;8;143,89;26,47;34,84;16,77;33,71;9,27;25,83;0,82;13,06;8,52;226,83;54;61,66;52;58;114;1032;512;416;35;55;2274;16;3;329;37;17;39;36;62;7;307;836;3110;49,79;56,52;106,77;988,27;492,42;365,32;32,4;48,26;2139,75;15,91;3;310,19;32,06;17,03;37,25;34,31;57,79;7,6;301,07;799,18;2938,93;525;305;87;60;228;3;2;2;4;3;2;1;1;0;7;0;0;0;0;0;0;0;0;0;13;3;0;18641;2;21;5;4;;1;
"GE-08";"44108";"Lorraine Nord";821;222;133;1176;43547;12542;9740;65829;268048;62341;38162;368551;78;66;13;157;10299;13822;2917;27038;69254;3;4;2;1;373;9;0;382;3646;90;0;3736;96;89;24;209;14847;7760;2374;24981;6;0;6;0;0;0;13;8;21;6759;5512;12271;37;21;58;127710;53091;180801;17331;7291;1160;25965;20114;7456;1161;28457;1;0;0;1;0;262;1820;62692;36;15787;120;82;38097;13;88;1923;82;3;145779;0;0;3;0;0;1;2;5816;962;0;1;5712;2;1481;0;0;2;25506;2;90;4;19749;2;23235;1;2;0;0;0;1;3;472;35;24;73;127;40;75;18;41;30;763;5;1;0;0;1;0;0;0;0;1;7;363,89;23,29;19,5;64,87;94,05;29,01;68,48;9,6;36,11;23,68;599,06;362;342,12;190;137;322;1953;1467;193;135;143;4540;23;2;1031;137;66;88;152;165;17;784;2399;6939;172,25;120,8;289,17;1843,19;1368,82;167,77;110,73;118,63;4191,36;22,14;2;971,82;123,62;60,27;77,71;141,13;158,27;15,7;729,13;2241,52;6432,88;1189;383;262;120;939;7;6;1;5;6;6;2;3;2;16;3;1;0;0;0;0;2;0;1;73;13;0;55849;5;57;13;4;7;2;
