BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACT;ACTINT
IMAGES;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;RADIO;2;2;6781;;;17599;24380;0
IMAGES;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SCAN;2;2;10854;;;22545;33399;1
IMAGES;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;VASC;1;1;526;;;2532;3058;1
IMAGES;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;IRM;2;2;586;1;26;4557;5170;0
IMAGES;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;MAMM;1;1;;;;1193;1193;
IMAGES;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;RADIO;2;2;8000;90;366;18458;26914;1
IMAGES;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SCAN;2;2;9154;48;309;10733;20244;1
IMAGES;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;dtIRM2;1;1;;;;2778;2778;1
IMAGES;2024;260000146;CH DE CREST;260000054;MAMM;1;1;;;;692;692;
IMAGES;2024;260000146;CH DE CREST;260000054;RADIO;1;1;1248;;;11220;12468;0
IMAGES;2024;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;RADIO;1;1;1002;368;;;1370;0
IMAGES;2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;RADIO;1;1;627;;;5078;5705;0
IMAGES;2024;260000237;CH DE NYONS;260000088;RADIO;1;1;38;;;1985;2023;0
IMAGES;2024;260000260;CLINIQUE LA PARISIERE;260000377;LITHO;1;0;0;0;0;0;0;
IMAGES;2024;260000260;CLINIQUE LA PARISIERE;260000377;MAMM;1;0;;;;0;0;
IMAGES;2024;260000260;CLINIQUE LA PARISIERE;260000377;RADIO;4;0;0;0;0;0;0;
IMAGES;2024;260000260;CLINIQUE LA PARISIERE;260000377;SCAN;1;0;0;0;0;0;0;
IMAGES;2024;260000278;CH DE BUIS LES BARONNIES;260000096;RADIO;1;1;182;;;655;837;
IMAGES;2024;260000286;CH DU DIOIS;260000104;MAMM;1;1;;;;373;373;
IMAGES;2024;260000286;CH DU DIOIS;260000104;RADIO;1;1;348;140;0;4828;5316;0
IMAGES;2024;260000286;CH DU DIOIS;260000104;SCAN;1;1;357;8;147;2962;3474;0
IMAGES;2024;260000302;ETABLISSEMENT MEDICAL LA TEPPE;260000161;RADIO;2;2;124;;;;124;0
IMAGES;2024;260003017;CLINIQUE KENNEDY;260000781;RADIO;2;;;;;;;0
IMAGES;2024;260003017;CLINIQUE KENNEDY;260000781;SCAN;1;;;;;;;0
IMAGES;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;LITHO;1;;;;;;;
IMAGES;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;MAMM;1;;;;;;;
IMAGES;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;RADIO;3;;;;;;;
IMAGES;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;SCAN;1;;;;;;;
IMAGES;2024;270000045;CH BERNAY;270000060;MAMM;1;1;;;;886;886;
IMAGES;2024;270000045;CH BERNAY;270000060;RADIO;2;2;13774;;;13113;26887;0
IMAGES;2024;270000045;CH BERNAY;270000060;SCAN;1;1;8669;0;0;7917;16586;0
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;IRM;2;;;;;;;
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;LITHO;1;;;;;;;
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;MAMM;1;;;;;;;
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;RADIO;3;;;;;;;
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;SCAN;1;;;;;;;
IMAGES;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;dtIRM1;1;;;;;;;
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;CAM;1;0;;;;;;1
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;IRM;2;1;903;;;5443;6346;0
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;MAMM;1;1;;;;5149;5149;
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;RADIO;3;2;10167;;;34869;45036;1
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;SCAN;2;2;4383;;;13138;17521;1
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;TOMO;1;0;;;;;;
IMAGES;2024;270000359;CH EURE SEINE EVREUX;270023724;dtIRM2;1;1;321;;;3234;3555;0
IMAGES;2024;270000367;CH GISORS;270000086;RADIO;2;2;1830;;;9975;11805;0
IMAGES;2024;270000367;CH GISORS;270000086;SCAN;1;1;1737;;;7028;8765;0
IMAGES;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;RADIO;1;1;1362;;;8793;10155;0
IMAGES;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;SCAN;1;1;894;;;5536;6430;0
IMAGES;2024;270000425;CH PONT-AUDEMER;270000102;IRM;1;1;139;;;5575;5714;0
IMAGES;2024;270000425;CH PONT-AUDEMER;270000102;RADIO;1;1;776;;;14461;15237;0
IMAGES;2024;270000425;CH PONT-AUDEMER;270000102;SCAN;1;1;1038;;;7949;8987;1
IMAGES;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;RADIO;2;2;395;;;10894;11289;
IMAGES;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;SCAN;1;1;561;;;5388;5949;
IMAGES;2024;270000458;CH VERNON CH EURE-SEINE;270023724;IRM;2;1;242;;;5719;5961;0
IMAGES;2024;270000458;CH VERNON CH EURE-SEINE;270023724;RADIO;2;2;1292;;;15875;17167;0
IMAGES;2024;270000458;CH VERNON CH EURE-SEINE;270023724;SCAN;2;1;1215;;;7457;8672;0
IMAGES;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;CAM;1;;;;;;;
IMAGES;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;RADIO;1;;;;;;;
IMAGES;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;SCAN;1;;;;;;;
IMAGES;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;VASC;1;;;;;;;
IMAGES;2024;280000084;CH DREUX;280000183;IRM;2;2;1408;;;9671;11079;
IMAGES;2024;280000084;CH DREUX;280000183;MAMM;1;1;;;;471;471;
IMAGES;2024;280000084;CH DREUX;280000183;RADIO;5;5;12579;;;32359;44938;
IMAGES;2024;280000084;CH DREUX;280000183;SCAN;2;2;7894;;;11229;19123;
IMAGES;2024;280000084;CH DREUX;280000183;dtIRM2;1;1;117;;;;117;
IMAGES;2024;280000449;INSTITUT MEDICAL SPECIALISE;920030269;RADIO;1;;;;;;;
IMAGES;2024;280000662;CH CHATEAUDUN;280500075;MAMM;1;1;;;;626;626;
IMAGES;2024;280000662;CH CHATEAUDUN;280500075;RADIO;2;2;3344;42;;12613;15999;
IMAGES;2024;280000662;CH CHATEAUDUN;280500075;SCAN;1;1;3080;6;;3724;6810;
IMAGES;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;MAMM;1;1;;;;674;674;
IMAGES;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;RADIO;2;2;2036;;;9830;11866;
IMAGES;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SCAN;1;1;3519;;;7183;10702;0
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;IRM;2;2;1145;56;;4339;5540;1
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;MAMM;1;1;;;;43;43;
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;RADIO;7;7;9042;221;;25872;35135;0
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SCAN;3;3;5517;204;;17783;23504;1
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TOMO;1;0;;;;;;0
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;VASC;1;1;5406;0;0;0;5406;1
IMAGES;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;dtIRM2;1;1;392;31;;2309;2732;1
IMAGES;2024;290000025;CHIC QUIMPER;290020700;IRM;2;2;1573;;;8343;9916;0
IMAGES;2024;290000025;CHIC QUIMPER;290020700;LITHO;1;1;268;;;1104;1372;
IMAGES;2024;290000025;CHIC QUIMPER;290020700;MAMM;1;1;;;;994;994;
IMAGES;2024;290000025;CHIC QUIMPER;290020700;RADIO;5;5;12564;;;29007;41571;0
IMAGES;2024;290000025;CHIC QUIMPER;290020700;SCAN;2;2;7162;;;14913;22075;0
IMAGES;2024;290000025;CHIC QUIMPER;290020700;VASC;1;1;3133;;;126;3259;
IMAGES;2024;290000025;CHIC QUIMPER;290020700;dtIRM2;1;1;1367;;;3401;4768;0
IMAGES;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;IRM;1;1;868;;;4769;5637;0
IMAGES;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;MAMM;1;1;;;;482;482;
IMAGES;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;RADIO;3;3;9389;218;;28130;37737;0
IMAGES;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;SCAN;2;2;9334;;;11909;21243;1
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;CAM;2;2;67;;;852;919;0
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;IRM;1;1;577;;;3895;4472;0
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;MAMM;1;1;;;;1706;1706;
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;RADIO;5;5;4102;;;14859;18961;1
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SCAN;1;1;1615;;;7430;9045;0
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TOMO;2;2;128;;;1667;1795;0
IMAGES;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;VASC;1;1;192;;;766;958;
IMAGES;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;IRM;1;1;14;;;5292;5306;
IMAGES;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;MAMM;1;1;;;;1565;1565;
IMAGES;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;RADIO;1;1;345;;;13942;14287;
IMAGES;2024;290000140;CLINIQUE PASTEUR LANROZE;290000447;IRM;1;;;;;;;
IMAGES;2024;290000140;CLINIQUE PASTEUR LANROZE;290000447;RADIO;2;;;;;;;
IMAGES;2024;290000140;CLINIQUE PASTEUR LANROZE;290000447;SCAN;1;;;;;;;
IMAGES;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;IRM;1;1;69;;;3227;3296;0
IMAGES;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;RADIO;2;2;2729;;;17637;20366;0
IMAGES;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SCAN;1;1;1576;;;6974;8550;1
IMAGES;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;VASC;1;1;218;;;1991;2209;0
IMAGES;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;dtIRM2;1;1;69;;;3227;3296;0
IMAGES;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;MAMM;1;1;;;;317;317;
IMAGES;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;RADIO;2;2;4093;114;;10527;14734;0
IMAGES;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SCAN;1;1;3257;49;;3516;6822;0
IMAGES;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;IRM;1;1;106;;;2414;2520;0
IMAGES;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;RADIO;3;3;2336;;;7902;10238;0
IMAGES;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SCAN;1;1;1401;;;4058;5459;0
IMAGES;2024;290000272;CENTRE HOSPITALIER CROZON;290000090;RADIO;1;;;;;;;
IMAGES;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;IRM;1;1;162;0;0;4709;4871;0
IMAGES;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;RADIO;3;3;4644;0;0;15362;20006;0
IMAGES;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;SCAN;1;1;3070;0;0;4994;8064;0
IMAGES;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;RADIO;2;2;1819;0;0;19258;21077;0
IMAGES;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SCAN;1;1;1983;0;0;6533;8516;0
IMAGES;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;MAMM;1;1;;;;751;751;
IMAGES;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;RADIO;2;2;905;261;19;13985;15170;0
IMAGES;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SCAN;1;1;1296;44;12;8238;9590;1
IMAGES;2024;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;RADIO;1;1;2290;;;962;3252;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;CAM;5;5;1028;;;8606;9634;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;IRM;4;4;3220;;;12997;16217;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;LITHO;1;1;256;;;;256;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;RADIO;10;10;24160;;;40049;64209;1
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SCAN;3;3;13078;;;23324;36402;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;TOMO;3;3;804;;;12783;13587;0
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;VASC;4;4;2108;;;6575;8683;1
IMAGES;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;dtIRM2;2;2;2374;;;7774;10148;0
IMAGES;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;IRM;2;;;;;;;
IMAGES;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;SCAN;1;;;;;;;
IMAGES;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;VASC;1;1;1213;;;;1213;
IMAGES;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;IRM;1;;;;;;;
IMAGES;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;MAMM;1;;;;;;;
IMAGES;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;RADIO;2;;;;;;;
IMAGES;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;SCAN;1;;;;;;;
IMAGES;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;IRM;2;0;0;0;0;0;0;0
IMAGES;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;LITHO;1;1;417;0;0;0;417;0
IMAGES;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;RADIO;1;0;0;0;0;0;0;0
IMAGES;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;SCAN;2;0;0;0;0;0;0;0
IMAGES;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;IRM;1;1;300;;;7788;8088;
IMAGES;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;MAMM;1;1;;;;730;730;
IMAGES;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;RADIO;2;2;2206;;;10549;12755;
IMAGES;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;SCAN;1;1;4083;;;10875;14958;
IMAGES;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;RADIO;1;1;175;;0;2639;2814;0
IMAGES;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;RADIO;1;1;304;;;2630;2934;
IMAGES;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;IRM;1;1;1721;;;3997;5718;1
IMAGES;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;LITHO;1;1;114;;;;114;1
IMAGES;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;RADIO;2;2;13447;;;12647;26094;1
IMAGES;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;SCAN;1;1;12763;;;6638;19401;1
IMAGES;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;VASC;1;1;2878;;;14;2892;1
IMAGES;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;IRM;1;1;1424;;;7225;8649;0
IMAGES;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MAMM;1;1;;;;1737;1737;
IMAGES;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;RADIO;2;2;7213;;;17320;24533;1
IMAGES;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SCAN;1;1;5033;;;15942;20975;1
IMAGES;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;VASC;1;1;1622;;;;1622;0
IMAGES;2024;2B0000038;CH CORTE;2B0004246;MAMM;1;1;;;;430;430;
IMAGES;2024;2B0000038;CH CORTE;2B0004246;RADIO;1;1;1080;100;0;5685;6865;1
IMAGES;2024;2B0000038;CH CORTE;2B0004246;SCAN;1;1;1500;60;0;4000;5560;0
IMAGES;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;LITHO;1;;;;;;;0
IMAGES;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;RADIO;2;;;;;;;0
IMAGES;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;SCAN;1;;;;;;;0
IMAGES;2024;2B0005359;CH CALVI;2B0005342;RADIO;1;1;557;;;3286;3843;
IMAGES;2024;2B0005359;CH CALVI;2B0005342;SCAN;1;1;2027;;;6322;8349;
IMAGES;2024;300000023;CH ALES CEVENNES;300780046;IRM;1;1;631;30;0;10829;11490;0
IMAGES;2024;300000023;CH ALES CEVENNES;300780046;MAMM;1;1;;;;3902;3902;
IMAGES;2024;300000023;CH ALES CEVENNES;300780046;RADIO;2;2;4631;68;0;28290;32989;1
IMAGES;2024;300000023;CH ALES CEVENNES;300780046;SCAN;2;2;6360;246;0;30830;37436;1
IMAGES;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;IRM;2;2;434;;;6796;7230;0
IMAGES;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;MAMM;1;1;;;;3241;3241;
IMAGES;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;RADIO;4;4;6211;;;23693;29904;1
IMAGES;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;SCAN;2;2;5201;;;8044;13245;1
IMAGES;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;dtIRM2;1;1;327;;;4570;4897;
IMAGES;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;RADIO;2;2;154;;;735;889;
IMAGES;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;IRM;2;;;;;;;
IMAGES;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;MAMM;1;;;;;;;
IMAGES;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;RADIO;3;;;;;;;
IMAGES;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;SCAN;2;;;;;;;
IMAGES;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;VASC;1;;;;;;;
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;IRM;2;0;;;;;;
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;RADIO;2;0;;;;;;1
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;SCAN;1;0;;;;;;1
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;VASC;4;0;;;;;;1
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;dtIRM1;1;0;;;;;;
IMAGES;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;dtIRM2;1;0;;;;;;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;CAM;2;2;829;;;6916;7745;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;IRM;4;4;5244;;;20784;26028;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;MAMM;1;1;;;;2390;2390;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;RADIO;3;3;28297;;;35454;63751;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;SCAN;5;5;31541;;;36721;68262;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;TOMO;2;2;655;;;6848;7503;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;VASC;4;4;6701;;;4143;10844;
IMAGES;2024;300782117;CHU NIMES CAREMEAU;300780038;dtIRM2;1;1;23;;;7143;7166;
IMAGES;2024;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;SCAN;1;1;368;;;4667;5035;0
IMAGES;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;LITHO;2;2;74;;;;74;1
IMAGES;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;MAMM;1;0;;;;;;
IMAGES;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;RADIO;2;0;;;;;;0
IMAGES;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;SCAN;1;0;;;;;;0
IMAGES;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;IRM;1;1;275;;;5722;5997;
IMAGES;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;MAMM;1;1;;;;954;954;
IMAGES;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;RADIO;3;3;5041;;2533;11172;18746;
IMAGES;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;SCAN;1;1;4035;;;8723;12758;
IMAGES;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;VASC;1;1;5;;;994;999;
IMAGES;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;IRM;1;1;161;;;6275;6436;0
IMAGES;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;RADIO;5;5;51;;2;29672;29725;1
IMAGES;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;SCAN;1;1;2628;;5;3426;6059;1
IMAGES;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;VASC;1;1;;;;;;
IMAGES;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;RADIO;2;2;6096;;;2469;8565;0
IMAGES;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;SCAN;1;1;3342;;5702;;9044;0
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;IRM;2;0;;;;;;
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MAMM;3;0;;;;;;
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;RADIO;7;7;2445;;;;2445;
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;SCAN;1;0;;;;;;
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;VASC;1;1;840;;;;840;
IMAGES;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;dtIRM1;1;0;;;;;;
IMAGES;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;IRM;1;1;470;;;11294;11764;0
IMAGES;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;MAMM;1;1;;;;11194;11194;
IMAGES;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;RADIO;3;3;14175;;;36927;51102;0
IMAGES;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SCAN;2;2;10700;;;21545;32245;1
IMAGES;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;VASC;3;;;;;;;
IMAGES;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;IRM;2;0;;;;;;
IMAGES;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;RADIO;5;0;;;;;;
IMAGES;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;SCAN;2;0;;;;;;
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;CAM;3;;;;;;;
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;IRM;2;;;;;;;0
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;LITHO;1;1;43;;;;43;1
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;MAMM;1;;;;;;;
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;RADIO;2;;;;;;;1
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;SCAN;2;;;;;;;1
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;TOMO;1;;;;;;;
IMAGES;2024;310780259;CL PASTEUR TOULOUSE;310000096;VASC;8;8;18579;;;;18579;1
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;IRM;3;0;;;;;;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;LITHO;1;1;383;;;;383;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;MAMM;1;;;;;;;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;RADIO;5;;;;;;;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;SCAN;3;0;;;;;;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;VASC;1;;;;;;;
IMAGES;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;dtIRM1;2;0;;;;;;
IMAGES;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;RADIO;2;;;;;;;0
IMAGES;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;SCAN;1;;;;;;;0
IMAGES;2024;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;RADIO;1;1;108;;;;108;0
IMAGES;2024;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;VASC;1;1;343;;;;343;0
IMAGES;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;IRM;1;;;;;;;
IMAGES;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;LITHO;1;;;;;;;
IMAGES;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;MAMM;1;;;;;;;
IMAGES;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;RADIO;5;;;;;;;
