BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;DISU;DISHU
IMAGES_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N4130;22.03;;1;;;
IMAGES_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N4160;0.5;;;;;
IMAGES_P;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;26.44;;;;;
IMAGES_P;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;M1160;;;0;;0;1
IMAGES_P;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;N4130;0.8;;0;0;;
IMAGES_P;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;M1160;;;;1;1;1
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;M1160;21.4;;1;1;1;1
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;M1210;5.28;;0;0;;
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;MAUT;12.23;;;;;
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N4130;77.96;;;;;
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;N4160;3.9;;;;;
IMAGES_P;2024;300782117;CHU NIMES CAREMEAU;300780038;NAUT;100.53;;;;;
IMAGES_P;2024;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;M1160;2;;;;;
IMAGES_P;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M1160;0;9;;;;
IMAGES_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1160;0;1;1;;1;1
IMAGES_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N4130;16.2;;1;;;
IMAGES_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N4160;1;;;;;
IMAGES_P;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;9.1;;;;;
IMAGES_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1160;3.4;;;;;
IMAGES_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N4130;29.5;;;;;
IMAGES_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N4160;1;;;;;
IMAGES_P;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;NAUT;12.47;;;;;
IMAGES_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N4130;8.34;;;;;
IMAGES_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;N4160;0.5;;;;;
IMAGES_P;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;NAUT;0.99;;;;;
IMAGES_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1160;;11;0;1;0;1
IMAGES_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N4130;;19;0;1;;
IMAGES_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N4160;;2;;;;
IMAGES_P;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;NAUT;;27;;;;
IMAGES_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1160;;6;0;1;0;0
IMAGES_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N4130;11;;0;1;;
IMAGES_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N4160;2;;;;;
IMAGES_P;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;NAUT;22;;;;;
IMAGES_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N4130;4;;0;0;;
IMAGES_P;2024;310780259;CL PASTEUR TOULOUSE;310000096;N4160;1;;;;;
IMAGES_P;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;NAUT;8.57;;;;;
IMAGES_P;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;M1160;;;0;0;0;1
IMAGES_P;2024;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;M1160;;7;0;1;0;0
IMAGES_P;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1160;;2;0;1;0;0
IMAGES_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;M1160;;8;0;1;0;0
IMAGES_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N4130;26;;0;1;;
IMAGES_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N4160;1;;;;;
IMAGES_P;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;NAUT;21;;;;;
IMAGES_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1160;2.69;0;0;1;0;0
IMAGES_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N4130;4.44;0;0;0;;
IMAGES_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N4160;0.5;0;;;;
IMAGES_P;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;NAUT;4.07;0;;;;
IMAGES_P;2024;310781984;CL DE VERDAICH GAILLAC TOULZA;310014378;M1160;1.27;;0;0;0;0
IMAGES_P;2024;310781984;CL DE VERDAICH GAILLAC TOULZA;310014378;N4130;1;;0;0;;
IMAGES_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;M1160;7.82;;0;1;0;0
IMAGES_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;M1210;6.82;;0;1;;
IMAGES_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N4130;32.08;;0;1;;
IMAGES_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;N4160;1;;;;;
IMAGES_P;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;NAUT;18.39;;;;;
IMAGES_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1160;22.2;;0;1;1;1
IMAGES_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1210;2;;0;0;;
IMAGES_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N4130;87.28;;;;;
IMAGES_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N4160;2.33;;;;;
IMAGES_P;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NAUT;33.18;;;;;
IMAGES_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1160;16.04;;;;;
IMAGES_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1210;0.85;;;;;
IMAGES_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4130;79.22;;;;;
IMAGES_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4160;2.5;;;;;
IMAGES_P;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NAUT;30.91;;;;;
IMAGES_P;2024;310784558;CRF LES HOPITAUX DE LUCHON;310180013;N4130;1;;0;0;;
IMAGES_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1160;3;;0;1;1;1
IMAGES_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;M1210;0;;0;1;;
IMAGES_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N4130;24.1;;;;;
IMAGES_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;N4160;1;;;;;
IMAGES_P;2024;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;6.45;;;;;
IMAGES_P;2024;320000102;CH CONDOM;320780133;M1160;0.5;;0;0;0;0
IMAGES_P;2024;320000102;CH CONDOM;320780133;M1210;;;;1;;
IMAGES_P;2024;320000102;CH CONDOM;320780133;N4130;1.91;;0;1;;
IMAGES_P;2024;320000102;CH CONDOM;320780133;N4160;1;;;;;
IMAGES_P;2024;320000102;CH CONDOM;320780133;NAUT;1;;;;;
IMAGES_P;2024;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;M1160;0.2;;0;0;0;0
IMAGES_P;2024;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;N4130;0.52;;0;0;;
IMAGES_P;2024;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;N4160;0.8;;;;;
IMAGES_P;2024;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;NAUT;0.3;;;;;
IMAGES_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M1160;0;22;0;0;0;1
IMAGES_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N4130;3.89;;0;0;;
IMAGES_P;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;3.11;;;;;
IMAGES_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;M1160;7.65;2;0;1;;
IMAGES_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;N4130;12.4;;0;1;;
IMAGES_P;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;12.69;;;;;
IMAGES_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1160;;6;0;1;1;
IMAGES_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N4130;12.52;;0;0;;
IMAGES_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N4160;0.42;;;;;
IMAGES_P;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;3.42;;;;;
IMAGES_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;M1160;;;;;1;1
IMAGES_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N4130;12.86;;;;;
IMAGES_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;N4160;0.8;;;;;
IMAGES_P;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;NAUT;6.82;;;;;
IMAGES_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1160;0.2;;0;1;1;0
IMAGES_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4130;17.64;;1;0;;
IMAGES_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4160;0.75;;;;;
IMAGES_P;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;9.36;;;;;
IMAGES_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;M1160;0.1;;0;0;0;0
IMAGES_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N4130;0.3;;0;0;;
IMAGES_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N4160;0.25;;;;;
IMAGES_P;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;NAUT;1;;;;;
IMAGES_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1160;15.44;0;0;1;1;1
IMAGES_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4130;32.19;;1;1;;
IMAGES_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4160;1;;;;;
IMAGES_P;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;17.01;;;;;
IMAGES_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1160;1.75;0;0;1;1;1
IMAGES_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N4130;6.14;0;0;1;;
IMAGES_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N4160;0.4;0;;;;
IMAGES_P;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;NAUT;7.79;0;;;;
IMAGES_P;2024;330000662;INSTITUT BERGONIE;330781329;M1160;4.74;;0;1;0;0
IMAGES_P;2024;330000662;INSTITUT BERGONIE;330781329;M1210;3.33;;0;0;;
IMAGES_P;2024;330000662;INSTITUT BERGONIE;330781329;N4130;18.3;;0;1;;
IMAGES_P;2024;330000662;INSTITUT BERGONIE;330781329;N4160;2;;;;;
IMAGES_P;2024;330000662;INSTITUT BERGONIE;330781329;NAUT;23.53;;;;;
IMAGES_P;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1160;;2;0;0;;
IMAGES_P;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;MAUT;;1;;;;
IMAGES_P;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;N4130;;2;0;0;;
IMAGES_P;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;NAUT;;3;;;;
IMAGES_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4130;22.52;;;;;
IMAGES_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4160;3;;;;;
IMAGES_P;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NAUT;23.72;;;;;
IMAGES_P;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;N4130;0.5;;0;0;;
IMAGES_P;2024;330781139;CRF LA TOUR DE GASSIES;330056540;N4130;0.35;;0;0;;
IMAGES_P;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;N4130;0.45;;0;0;;
IMAGES_P;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;M1160;1.1;4;0;0;1;1
IMAGES_P;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;N4130;11.63;;1;0;;
IMAGES_P;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;N4160;1;;;;;
IMAGES_P;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;NAUT;4.57;;;;;
IMAGES_P;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;N4130;0.8;;;;;
IMAGES_P;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M1160;2.78;;0;0;;
IMAGES_P;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;MAUT;0.2;;;;;
IMAGES_P;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4130;24.24;;0;1;;
IMAGES_P;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4160;1;;;;;
IMAGES_P;2024;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;NAUT;10.86;;;;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1160;30.29;;1;1;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1210;1.12;;0;0;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MAUT;0.98;;;;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4130;131.1;;;;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4160;6;;;;;
IMAGES_P;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;79.46;;;;;
IMAGES_P;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1160;;8;0;0;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1160;9.55;;0;0;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1210;4.7;;0;0;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;MAUT;1.65;;;;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4130;67.3;;0;1;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4160;4;;;;;
IMAGES_P;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;NAUT;47.81;;;;;
IMAGES_P;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;M1160;;;0;0;0;1
IMAGES_P;2024;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;N4130;0.8;;0;0;;
IMAGES_P;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;M1160;;1;0;0;0;0
IMAGES_P;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;N4130;1;;;;;
IMAGES_P;2024;340000033;CH BEZIERS;340780055;M1160;9.98;;;1;1;
IMAGES_P;2024;340000033;CH BEZIERS;340780055;MAUT;0.3;;;;;
IMAGES_P;2024;340000033;CH BEZIERS;340780055;N4130;41.86;;;1;;
IMAGES_P;2024;340000033;CH BEZIERS;340780055;N4160;1;;;;;
IMAGES_P;2024;340000033;CH BEZIERS;340780055;NAUT;15.59;;;;;
IMAGES_P;2024;340000207;ICM MONTPELLIER;340780493;M1160;4.58;;0;1;0;0
IMAGES_P;2024;340000207;ICM MONTPELLIER;340780493;M1210;6.63;;0;0;;
IMAGES_P;2024;340000207;ICM MONTPELLIER;340780493;N4130;9.54;;0;0;;
IMAGES_P;2024;340000207;ICM MONTPELLIER;340780493;N4160;0.35;;;;;
IMAGES_P;2024;340000207;ICM MONTPELLIER;340780493;NAUT;12.06;;;;;
IMAGES_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;M1160;4.02;0;0;1;1;1
IMAGES_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;N4130;20.14;0;;;;
IMAGES_P;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;NAUT;5.61;0;;;;
IMAGES_P;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;M1160;0.8;;0;0;0;0
IMAGES_P;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;N4130;0.9;;0;0;;
IMAGES_P;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;M1160;0;6;0;1;1;1
IMAGES_P;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N4130;21;;0;1;;
IMAGES_P;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N4160;1;;;;;
IMAGES_P;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;NAUT;15;;;;;
IMAGES_P;2024;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;MAUT;0.25;;;;;
IMAGES_P;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;N4130;0.7;0;0;0;;
IMAGES_P;2024;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;N4130;0.5;;;;;
IMAGES_P;2024;340780642;CL BEAU SOLEIL;340028901;M1160;7.63;5;1;1;1;1
IMAGES_P;2024;340780642;CL BEAU SOLEIL;340028901;N4130;12.83;;0;1;;
IMAGES_P;2024;340780642;CL BEAU SOLEIL;340028901;N4160;1;;;;;
IMAGES_P;2024;340780642;CL BEAU SOLEIL;340028901;NAUT;1;;;;;
IMAGES_P;2024;340780741;POLYCL STE THERESE SETE;340000348;M1160;;;0;1;1;0
IMAGES_P;2024;340780741;POLYCL STE THERESE SETE;340000348;N4130;;;0;1;;
IMAGES_P;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;N4130;0.42;;0;0;;
IMAGES_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M1160;9.18;;0;1;1;1
IMAGES_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4130;35.78;;1;1;;
IMAGES_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4160;1;;;;;
IMAGES_P;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;3.21;;;;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1160;6.9;;0;1;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1210;2.06;;0;1;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;MAUT;2.76;;;;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4130;52.42;;1;1;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4160;1.5;;;;;
IMAGES_P;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;NAUT;11.9;;;;;
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1160;15.22;;0;1;1;1
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1210;1.91;;0;1;;
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MAUT;1.2;;;;;
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4130;73.43;;1;1;;
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4160;1.5;;;;;
IMAGES_P;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;NAUT;11.25;;;;;
IMAGES_P;2024;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;N4130;0.3;0;0;0;;
IMAGES_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1160;11.8;;0;1;1;1
IMAGES_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;MAUT;3.04;;;;;
IMAGES_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4130;39.49;;1;1;;
IMAGES_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4160;0.96;;;;;
IMAGES_P;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;NAUT;12.43;;;;;
IMAGES_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;M1160;7.43;;0;1;1;0
IMAGES_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;MAUT;1.68;;;;;
IMAGES_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;N4130;22.67;;0;1;;
IMAGES_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;N4160;0.5;;;;;
IMAGES_P;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;NAUT;15.68;;;;;
IMAGES_P;2024;350000154;C.H FOUGERES;350000030;M1160;0.75;;0;0;0;0
IMAGES_P;2024;350000154;C.H FOUGERES;350000030;N4130;14.34;;1;0;;
IMAGES_P;2024;350000154;C.H FOUGERES;350000030;N4160;0.5;;;;;
IMAGES_P;2024;350000154;C.H FOUGERES;350000030;NAUT;13.04;;;;;
IMAGES_P;2024;350000162;CHIRC SITE REDON;350000048;N4130;14.64;;1;0;;
IMAGES_P;2024;350000162;CHIRC SITE REDON;350000048;NAUT;4.37;;;;;
IMAGES_P;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;M1160;0.85;;;;;
IMAGES_P;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;MAUT;1.16;;;;;
IMAGES_P;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;N4130;8.82;;;;;
IMAGES_P;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;NAUT;4.64;;;;;
IMAGES_P;2024;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;M1160;;19;0;1;0;
IMAGES_P;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1160;21.41;1;1;1;1;1
IMAGES_P;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4130;86.33;;0;0;;
IMAGES_P;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4160;2.73;;;;;
IMAGES_P;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NAUT;52.17;;;;;
IMAGES_P;2024;350002200;CLINIQUE SAINT YVES;350029948;N4130;1;;;0;;
IMAGES_P;2024;350002564;POLE MPR SAINT HELIER;350046199;M1160;0.39;;0;0;0;0
IMAGES_P;2024;350002564;POLE MPR SAINT HELIER;350046199;N4130;0.8;;0;0;;
IMAGES_P;2024;350002564;POLE MPR SAINT HELIER;350046199;NAUT;0.4;;;;;
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1160;8.35;;0;0;0;0
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1210;10.73;;0;0;;
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;MAUT;0.63;;;;;
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4130;41.57;;0;0;;
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4160;1.83;;;;;
IMAGES_P;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;NAUT;14.97;;;;;
IMAGES_P;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1160;11.33;;1;1;;
IMAGES_P;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4130;26.75;;0;1;;
IMAGES_P;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4160;1.35;;;;;
IMAGES_P;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NAUT;21.62;;;;;
IMAGES_P;2024;350036299;ICRB SAINT GREGOIRE;350056073;MAUT;0.06;4;;;;
IMAGES_P;2024;350036299;ICRB SAINT GREGOIRE;350056073;N4130;5;0;0;0;;
IMAGES_P;2024;350044764;ICRB SAINT MALO;350056073;N4130;15.34;;0;0;;
IMAGES_P;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;M1160;1;0;0;1;0;0
IMAGES_P;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N4130;4.03;;0;1;;
IMAGES_P;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N4160;0.3;;;;;
IMAGES_P;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;NAUT;2.14;;;;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;M1160;4.88;;0;1;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;M1210;;;0;1;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;MAUT;0.99;;;;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;N4130;35.49;;;;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;N4160;1.62;;;;;
IMAGES_P;2024;360000137;CH CHATEAUROUX;360000053;NAUT;24.16;;;;;
IMAGES_P;2024;360000160;CH DU BLANC;360000053;M1160;0.42;;;;;
IMAGES_P;2024;360000160;CH DU BLANC;360000053;MAUT;0.92;;;;;
IMAGES_P;2024;360000160;CH DU BLANC;360000053;N4130;4.9;;;1;;
IMAGES_P;2024;360000160;CH DU BLANC;360000053;N4160;0.14;;;;;
IMAGES_P;2024;360000160;CH DU BLANC;360000053;NAUT;4.82;;;;;
IMAGES_P;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;M1160;;14;;1;;1
IMAGES_P;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;M1210;;2;;1;;
IMAGES_P;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;N4130;;7;;1;;
IMAGES_P;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;NAUT;;4;;;;
