BOR;AN;FI;RS;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;URG;SMURSAMU;BLOC;IMAG;ACTINTER;MEDNUC;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2024;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290032838;HAD DES PAYS DE MORLAIX;350000626;DECLA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;
FILTRE;2024;290032838;HAD DES PAYS DE MORLAIX;350000626;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290034610;GHBS - HOPITAL BOIS JOLY;560005746;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;290034610;GHBS - HOPITAL BOIS JOLY;560005746;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;DECLA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;;;;;;;
FILTRE;2024;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;
FILTRE;2024;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;290037548;MAISON SAINT JOSEPH;220020739;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;290037548;MAISON SAINT JOSEPH;220020739;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;DECLA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0
FILTRE;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;INIT;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;DECLA;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0
FILTRE;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;INIT;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;DECLA;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0
FILTRE;2024;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;INIT;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;DECLA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0002051;CRF LES MOLINI;2A0000303;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2A0002051;CRF LES MOLINI;2A0000303;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;DECLA;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;INIT;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0003174;CENTRE D'AUTO DIALYSE;2A0003166;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2A0003174;CENTRE D'AUTO DIALYSE;2A0003166;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;DECLA;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;INIT;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;;;0;;;;;;;;;;1;1;1;0;;0;0;0
FILTRE;2024;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2A0023271;USLD D' AJACCIO;2A0000014;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2A0023271;USLD D' AJACCIO;2A0000014;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;DECLA;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0
FILTRE;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;INIT;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;;;0;;;;;;;;;;1;1;1;1;1;0;0;0
FILTRE;2024;2B0000038;CH CORTE;2B0004246;DECLA;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;2B0000038;CH CORTE;2B0004246;INIT;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;DECLA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0
FILTRE;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;INIT;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0001739;HAD DE CORSE;2B0001689;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2B0001739;HAD DE CORSE;2B0001689;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0003016;CLINIQUE DU CAP;2B0003990;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2B0003016;CLINIQUE DU CAP;2B0003990;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0003099;SARL CAP SANTE;2B0001069;DECLA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0003099;SARL CAP SANTE;2B0001069;INIT;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;DECLA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0005359;CH CALVI;2B0005342;DECLA;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;2B0005359;CH CALVI;2B0005342;INIT;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0005664;CLINIQUE DE TOGA;2B0005656;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;2B0005664;CLINIQUE DE TOGA;2B0005656;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;2B0005797;CENTRE DE DIALYSE SAINTE CATHERINE;2B0005789;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;2B0005797;CENTRE DE DIALYSE SAINTE CATHERINE;2B0005789;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;2B0006910;SITE ANNEXE AGLIANI;2B0000020;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300000023;CH ALES CEVENNES;300780046;DECLA;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0
FILTRE;2024;300000023;CH ALES CEVENNES;300780046;INIT;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;;;0;;;;;;;;;;0;1;1;0;;0;0;0
FILTRE;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;DECLA;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0
FILTRE;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;INIT;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;300000049;CH BEAUCAIRE;130028228;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;300000049;CH BEAUCAIRE;130028228;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300000056;CH PONT ST ESPRIT;300780079;DECLA;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;300000056;CH PONT ST ESPRIT;300780079;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;300000064;CH UZES;300780087;DECLA;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;300000064;CH UZES;300780087;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;300000072;CH LE VIGAN;300780095;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;300000072;CH LE VIGAN;300780095;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;300000080;CHS LE MAS CAREIRON UZES;300780103;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;300000080;CHS LE MAS CAREIRON UZES;300780103;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300000387;AEMC;300000387;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;300000387;AEMC;300000387;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;300000759;ASSOC CIGALIERES;300000759;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;300000759;ASSOC CIGALIERES;300000759;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300002128;CHATEAU DE COULORGUES BAGNOLS SUR CEZE;300000247;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;300002128;CHATEAU DE COULORGUES BAGNOLS SUR CEZE;300000247;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300002169;SMR LES CADIERES ST PRIVAT DES VIEUX;780020715;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2024;300002169;SMR LES CADIERES ST PRIVAT DES VIEUX;780020715;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;DECLA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300008588;NEPHROCARE NIMES NEWCO 3;940023849;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;300008588;NEPHROCARE NIMES NEWCO 3;940023849;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300012309;ADENE HAD NIMES;340027937;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;300012309;ADENE HAD NIMES;340027937;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;300012358;CTRE MED L'EGREGORE CAVEIRAC UGECAM;340015171;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
