BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO
MCO;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;143;52195;6867;69;45653;60;18577;2913;0;13720;25;9125;2492;342;7565;228;79897;12272;411;66938;3;994;;;13927;10;3421;2;643;;;15;5058;;;13927
MCO;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;191;57417;11277;1241;63172;62;21650;2641;150;12989;37;13505;2534;136;10421;290;92572;16452;1527;86582;20;4205;0;0;21901;10;2118;0;434;0;0;30;6757;0;0;21901
MCO;2024;260000146;CH DE CREST;260000054;38;13870;1273;100;10689;;;0;0;0;;;;;;38;13870;1273;100;10689;1;20;;;348;12;2536;1;44;;;14;2600;;;348
MCO;2024;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;18;6106;1556;1;5697;;;0;0;0;;;0;0;0;18;6106;1556;1;5697;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;20;7300;538;0;6940;0;;0;0;0;0;;0;0;0;20;7300;538;0;6940;1;15;;;1;;0;;0;;;1;15;;;1
MCO;2024;260000237;CH DE NYONS;260000088;10;3650;93;1;1796;;;0;0;0;;;0;0;0;10;3650;93;1;1796;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;260000260;CLINIQUE LA PARISIERE;260000377;4;1464;43;0;263;28;10248;1154;39;2808;0;0;0;0;0;32;11712;1197;39;3071;0;0;;;169;35;8457;0;0;;;35;8457;;;169
MCO;2024;260000278;CH DE BUIS LES BARONNIES;260000096;6;2196;133;9;1293;;;0;0;0;;;0;0;0;6;2196;133;9;1293;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;260000286;CH DU DIOIS;260000104;20;6033;1158;436;5511;;;0;0;0;;;0;0;0;20;6033;1158;436;5511;;0;;;25;;0;;0;;;;0;;;25
MCO;2024;260003017;CLINIQUE KENNEDY;260000781;12;4380;3455;13;6647;30;10950;4719;2737;5565;;;0;0;0;42;15330;8174;2750;12212;10;668;10;2801;247;50;11694;;0;;;60;12362;10;2801;247
MCO;2024;260006267;CLINIQUE GENERALE VALENCE;070000245;27;9855;996;84;7306;4;1460;4;;7;;;0;0;0;31;11315;1000;84;7313;16;67;;;6877;29;3590;;0;;;45;3657;;;6877
MCO;2024;260020078;SERVICE NEUROCHIRURGIE - CHU42;420784878;;;0;0;0;10;3650;430;51;2933;;;0;0;0;10;3650;430;51;2933;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;270000045;CH BERNAY;270000060;55;18666;2595;338;18455;14;5124;780;102;2717;0;0;0;0;0;69;23790;3375;440;21172;0;12;0;0;371;14;2350;0;0;0;0;14;2362;0;0;371
MCO;2024;270000326;HOPITAL PRIVE PASTEUR;270000680;19;6935;629;31;3599;36;13140;2889;122;8868;;;0;0;0;55;20075;3518;153;12467;;0;;;5097;32;11243;;0;;;32;11243;;;5097
MCO;2024;270000359;CH EURE SEINE EVREUX;270023724;260;84265;14432;2263;75829;50;17246;2775;123;15080;40;14780;3473;743;10812;350;116291;20680;3129;101721;22;3582;;;23155;14;3485;0;81;;;36;7148;;;23155
MCO;2024;270000367;CH GISORS;270000086;24;8760;2453;296;12000;15;5475;792;45;3199;11;4015;699;198;1807;50;18250;3944;539;17006;3;268;;;133;4;1392;0;141;;;7;1801;;;133
MCO;2024;270000391;CH LOUVIERS CHI ELBEUF;760024042;47;17202;1923;348;15621;;;0;0;0;;;0;0;0;47;17202;1923;348;15621;;;;;0;;0;;0;;;;0;;;0
MCO;2024;270000425;CH PONT-AUDEMER;270000102;50;18385;3084;672;16079;;;0;0;0;;;0;0;0;50;18385;3084;672;16079;10;525;;;324;;0;;0;;;10;525;;;324
MCO;2024;270000441;CH VERNEUIL-SUR-AVRE;270000110;34;12444;1625;161;10242;;;0;0;0;;;0;0;0;34;12444;1625;161;10242;;0;;;1;;0;;0;;;;0;;;1
MCO;2024;270000458;CH VERNON CH EURE-SEINE;270023724;54;18915;3899;996;18138;15;5675;1256;77;4100;14;5124;1019;232;2689;83;29714;6174;1305;24927;8;1307;;;6066;7;1147;0;0;;;15;2454;;;6066
MCO;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;20;7300;565;15;1790;10;3546;283;23;365;;;0;0;0;30;10846;848;38;2155;;0;;;0;0;451;;0;;;0;451;;;0
MCO;2024;280000084;CH DREUX;280000183;270;92245;11682;836;83449;41;13191;2795;109;10136;30;11019;1685;67;6997;341;116455;16162;1012;100582;25;1355;;;3434;15;4031;6;794;;;46;6180;;;3434
MCO;2024;280000662;CH CHATEAUDUN;280500075;93;33924;4420;694;30609;;;0;0;0;;;0;0;0;93;33924;4420;694;30609;4;580;;;517;10;4934;;0;;;14;5514;;;517
MCO;2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;60;21900;4229;1317;20525;0;0;0;0;0;0;0;0;0;0;60;21900;4229;1317;20525;0;0;0;0;56;7;3149;0;0;0;0;7;3149;0;0;56
MCO;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;352;128700;21983;5026;112822;67;24962;3505;45;19062;37;14023;2697;129;11226;456;167685;28185;5200;143110;42;3069;;;27445;15;3622;2;469;;;59;7160;;;27445
MCO;2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;53;19345;2415;179;15373;54;19710;3909;94;8217;0;0;0;0;0;107;39055;6324;273;23590;7;360;0;0;4019;21;11803;0;0;0;0;28;12163;0;0;4019
MCO;2024;290000025;CHIC QUIMPER;290020700;371;132541;24339;4978;124223;97;33857;6669;467;23239;40;14640;2593;110;10461;508;181038;33601;5555;157923;62;8377;4;691;51090;26;6845;2;909;;;90;16131;4;691;51090
MCO;2024;290000033;C.H. DES PAYS DE MORLAIX;290021542;203;73437;10014;360;67339;40;13966;2309;0;11702;15;5490;784;2;3039;258;92893;13107;362;82080;29;1518;;;9758;10;2731;0;92;;;39;4341;;;9758
MCO;2024;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;137;29297;7696;452;34405;48;26713;2553;23;6527;55;20130;3630;1;15615;240;76140;13879;476;56547;17;2002;;;3607;23;4773;5;2187;;;45;8962;;;3607
MCO;2024;290000066;CHIC SITE DE CONCARNEAU;290020700;42;14923;1927;741;15577;;;0;0;0;;;0;0;0;42;14923;1927;741;15577;13;495;;;2139;;0;;0;;;13;495;;;2139
MCO;2024;290000140;CLINIQUE PASTEUR LANROZE;290000447;43;16470;1179;75;10634;45;16470;4022;197;7917;;;0;0;0;88;32940;5201;272;18551;5;1133;;;8945;21;14066;;0;;;26;15199;;;8945
MCO;2024;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;61;21280;3749;204;25367;26;9516;965;149;4801;14;4758;602;101;1854;101;35554;5316;454;32022;7;400;;;1813;3;1108;1;104;;;11;1612;;;1813
MCO;2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;88;32255;5656;1638;30877;;;0;0;0;;;0;0;0;88;32255;5656;1638;30877;23;1020;;;2829;6;1953;;0;;;29;2973;;;2829
MCO;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;70;24321;1989;60;21008;22;5384;646;54;2729;12;4392;302;0;1030;104;34097;2937;114;24767;1;107;;;325;7;1267;0;183;;;8;1557;;;325
MCO;2024;290000272;CENTRE HOSPITALIER CROZON;290000090;5;1825;72;3;1629;;;0;0;0;;;0;0;0;5;1825;72;3;1629;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;15;5490;208;3;4140;0;0;0;0;0;0;0;0;0;0;15;5490;208;3;4140;0;0;0;0;31;0;0;0;0;;;0;0;0;0;31
MCO;2024;290000389;CENTRE HOSPITALIER LANMEUR;290000116;10;2932;121;1;2780;0;0;0;0;0;0;0;0;0;0;10;2932;121;1;2780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;59;19375;2879;155;14436;23;8232;1100;81;4936;;;0;0;0;82;27607;3979;236;19372;6;1866;;;16;15;1869;;0;;;21;3735;;;16
MCO;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;92;33672;5652;1598;31845;0;0;0;0;0;0;0;0;0;0;92;33672;5652;1598;31845;8;3421;0;0;2167;0;0;0;0;;;8;3421;0;0;2167
MCO;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;95;33858;6572;1558;33738;;;0;0;0;;;0;0;0;95;33858;6572;1558;33738;4;625;;;436;;0;;0;;;4;625;;;436
MCO;2024;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;3;1098;115;1;1219;;;0;0;0;;;0;0;0;3;1098;115;1;1219;2;1569;;;5741;;0;;0;;;2;1569;;;5741
MCO;2024;290001015;CENTRE HOSPITALIER ST RENAN;290000751;21;7686;370;1;6134;;;0;0;0;;;0;0;0;21;7686;370;1;6134;4;302;;;0;;0;;0;;;4;302;;;0
MCO;2024;290004142;CLINIQUE DU GRAND LARGE;290022508;7;2562;524;2;2342;19;6954;1388;56;2611;;;0;0;0;26;9516;1912;58;4953;7;3282;;;244;11;4610;;0;;;18;7892;;;244
MCO;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;549;179410;24704;1642;175180;181;64143;10301;1057;51656;;;0;0;0;730;243553;35005;2699;226836;49;11955;;;61327;16;3845;;0;;;65;15800;;;61327
MCO;2024;290004365;CHU BREST SITE GUILERS;290000017;12;4238;232;4;3631;;;0;0;0;;;0;0;0;12;4238;232;4;3631;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;24;8784;2118;475;6106;57;20862;7532;1076;19542;34;12444;1972;156;7642;115;42090;11622;1707;33290;20;5823;;;413;29;8670;;0;;;49;14493;;;413
MCO;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;6;2148;331;6;808;29;10353;1914;108;2981;;;0;0;0;35;12501;2245;114;3789;5;554;;;818;27;6791;;0;;;32;7345;;;818
MCO;2024;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;48;17568;1531;0;8551;64;23424;4234;22;11577;;;0;0;0;112;40992;5765;22;20128;17;2854;;;4319;51;20632;;0;;;68;23486;;;4319
MCO;2024;2A0000139;HOPITAL PRIVE SUD CORSE;2A0000063;37;13320;1774;129;6832;37;13320;2580;373;7460;0;0;0;0;0;74;26640;4354;502;14292;11;4969;0;0;595;11;7158;0;0;0;0;22;12127;0;0;595
MCO;2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;16;5840;7118;5290;6845;18;6570;1384;352;3635;8;2920;284;31;996;42;15330;8786;5673;11476;0;0;;;5559;8;1859;0;0;;;8;1859;;;5559
MCO;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;8;2928;136;59;1059;0;0;0;0;0;0;0;0;0;0;8;2928;136;59;1059;2;118;0;0;0;0;0;0;0;0;0;2;118;0;0;0
MCO;2024;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;24;8460;536;2;5984;;;0;0;0;;;0;0;0;24;8460;536;2;5984;1;117;;;14677;;0;;0;;;1;117;;;14677
MCO;2024;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;5;1825;209;19;1771;;;0;0;0;;;0;0;0;5;1825;209;19;1771;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;168;61488;17144;7632;51165;50;18300;3785;59;18294;29;10614;1961;387;6663;247;90402;22890;8078;76122;12;2960;;;11885;16;2522;2;473;;;30;5955;;;11885
MCO;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;177;63950;9969;1606;51849;69;25254;3503;39;22456;24;8784;1841;227;6287;270;97988;15313;1872;80592;12;2269;;;15513;6;2124;0;0;;;18;4393;;;15513
MCO;2024;2B0000038;CH CORTE;2B0004246;20;7320;739;78;5762;;;0;0;0;;;0;0;0;20;7320;739;78;5762;8;6;;;2603;;0;;0;;;8;6;;;2603
MCO;2024;2B0000079;CLINIQUE DR FILIPPI;2B0000046;;;0;0;0;10;3650;156;0;170;;;0;0;0;10;3650;156;0;170;;0;;;0;12;4692;;0;;;12;4692;;;0
MCO;2024;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;16;5840;1023;0;5654;36;13140;1155;0;4369;0;0;0;0;0;52;18980;2178;0;10023;1;160;;;6046;20;8106;0;0;;;21;8266;;;6046
MCO;2024;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;22;8030;800;56;2155;36;13140;1126;23;3428;;;0;0;0;58;21170;1926;79;5583;;0;;;78;11;4361;;0;;;11;4361;;;78
MCO;2024;2B0005359;CH CALVI;2B0005342;12;4380;2395;1221;5006;;;0;0;0;;;0;0;0;12;4380;2395;1221;5006;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;2B0005664;CLINIQUE DE TOGA;2B0005656;12;4380;166;3;3263;;;0;0;0;;;0;0;0;12;4380;166;3;3263;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;300000023;CH ALES CEVENNES;300780046;179;63890;11875;2546;58839;43;15738;2359;84;12619;22;8066;1571;196;5320;244;87694;15805;2826;76778;15;1254;0;0;7434;12;2737;1;471;;;28;4462;0;0;7434
MCO;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;125;44694;6021;576;40037;40;14640;1882;67;8215;29;10614;1047;62;4033;194;69948;8950;705;52285;14;1606;;;3707;10;4285;1;129;;;25;6020;;;3707
MCO;2024;300000056;CH PONT ST ESPRIT;300780079;10;3650;227;1;5891;;;0;0;0;;;0;0;0;10;3650;227;1;5891;0;0;0;0;0;;0;;0;;;0;0;0;0;0
MCO;2024;300000064;CH UZES;300780087;10;4052;327;6;3838;;;0;0;0;;;0;0;0;10;4052;327;6;3838;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;300000072;CH LE VIGAN;300780095;21;7665;317;2;4590;0;0;0;0;0;0;0;0;0;0;21;7665;317;2;4590;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;11;4015;227;1;3152;;;0;0;0;;;0;0;0;11;4015;227;1;3152;1;2;;;8;;0;;0;;;1;2;;;8
MCO;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;4753;;0;;;15;4753;;;0
MCO;2024;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;0;0;0;0;0;30;10950;2431;837;4987;0;0;0;0;0;30;10950;2431;837;4987;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0
MCO;2024;300017209;KENVAL ICG NIMES;300000726;24;8760;624;9;5992;;;0;0;0;;;0;0;0;24;8760;624;9;5992;5;196;0;0;9266;;0;;0;;;5;196;0;0;9266
MCO;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;24;8990;1336;162;6227;29;9891;2267;274;6774;0;0;0;0;0;53;18881;3603;436;13001;2;1499;0;0;286;44;10933;0;0;0;0;46;12432;0;0;286
MCO;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;41;14965;2990;22;10427;71;25915;3200;55;12468;;;;;;112;40880;6190;77;22895;12;1816;0;0;15;28;9006;;;;;40;10822;0;0;15
MCO;2024;300782117;CHU NIMES CAREMEAU;300780038;659;238688;32016;2344;234714;193;71090;10735;337;49100;66;24156;4673;81;20788;918;333934;47424;2762;304602;114;34319;;;94167;25;9027;15;3903;;;154;47249;;;94167
MCO;2024;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;10;3660;693;3;9063;;;0;0;0;;;0;0;0;10;3660;693;3;9063;8;2633;;;0;;0;;0;;;8;2633;;;0
MCO;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;27;7020;3710;255;9379;88;32120;9048;3783;16032;41;14965;1484;25;6135;156;54105;14242;4063;31546;22;2824;5;656;2719;58;20561;6;328;;;86;23713;5;656;2719
MCO;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;94;33800;5397;884;32103;30;10950;4177;2543;8588;14;5110;610;64;2035;138;49860;10184;3491;42726;10;452;;;2396;15;369;;0;;;25;821;;;2396
MCO;2024;310013628;CH MURET;310786256;15;5490;357;18;4765;;;0;0;0;;;0;0;0;15;5490;357;18;4765;;0;;;1;;0;;0;;;;0;;;1
MCO;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;227;80300;15162;4403;53036;36;13140;2436;76;8579;116;42340;8700;688;35470;379;135780;26298;5167;97085;28;6770;;;3861;22;4085;12;2875;;;62;13730;;;3861
MCO;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;89;29672;6350;694;28587;40;14382;2272;223;6298;;;0;0;0;129;44054;8622;917;34885;34;5133;2;577;29218;11;2121;;0;;;45;7254;2;577;29218
MCO;2024;310021571;CL DES MINIMES TOULOUSE;310021563;14;5110;1015;395;3857;0;0;0;0;0;0;0;0;0;0;14;5110;1015;395;3857;5;0;0;0;199;0;0;0;0;0;0;5;0;0;0;199
MCO;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;18;6570;1446;963;6591;;;0;0;0;;;0;0;0;18;6570;1446;963;6591;;0;;;168;;0;;0;;;;0;;;168
MCO;2024;310025333;ONCOPOLE CHU TOULOUSE;310781406;94;33062;3285;25;27676;14;5110;796;3;4625;;;0;0;0;108;38172;4081;28;32301;37;2942;;;14298;5;649;;0;;;42;3591;;;14298
MCO;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;15;5475;2181;71;6664;93;33945;2394;17;5481;70;25550;4988;144;19494;178;64970;9563;232;31639;7;5336;;;561;51;17013;7;1707;;;65;24056;;;561
MCO;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;122;36644;6893;328;34503;104;30535;8253;254;26666;35;12262;1887;28;7751;261;79441;17033;610;68920;9;4057;;;7957;63;31066;1;52;;;73;35175;;;7957
MCO;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;12;4380;1222;2;2614;105;38325;7148;6;14228;0;0;0;0;0;117;42705;8370;8;16842;4;432;0;0;1093;44;18228;0;0;0;0;48;18660;0;0;1093
MCO;2024;310780259;CL PASTEUR TOULOUSE;310000096;221;74134;13966;524;60191;111;38805;9813;3006;29610;;;0;0;0;332;112939;23779;3530;89801;31;22177;;;13296;15;7055;;0;;;46;29232;;;13296
MCO;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;130;46176;7828;225;38118;131;42588;6834;12;23378;21;7644;732;3;3096;282;96408;15394;240;64592;45;2268;;;7117;71;33476;2;20;;;118;35764;;;7117
MCO;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;40;14640;1089;7;8289;;;0;0;0;;;0;0;0;40;14640;1089;7;8289;7;2253;;;190;;0;;0;;;7;2253;;;190
MCO;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;70;25550;1963;17;11883;68;24820;3349;116;9289;44;16060;1749;1;8427;182;66430;7061;134;29599;;;;;1592;15;11329;;;;;15;11329;;;1592
MCO;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;128;46848;10347;2182;34853;135;49410;8674;133;33445;1;366;238;0;413;264;96624;19259;2315;68711;6;8738;;;5919;23;21179;;0;;;29;29917;;;5919
MCO;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;50;18250;2677;488;15323;30;10950;1533;32;8580;37;13505;3148;432;10847;117;42705;7358;952;34750;5;2418;;;887;9;2655;4;823;;;18;5896;;;887
MCO;2024;310781505;CL D'OCCITANIE MURET;310000492;75;27375;9818;3330;20215;94;34310;6123;1;22989;12;4380;324;0;1402;181;66065;16265;3331;44606;12;13239;;;5134;49;9185;0;65;;;61;22489;;;5134
MCO;2024;310781695;POLYCL MEDICALE DE LA LEZE;920030269;20;7320;411;85;5733;;;0;0;0;;;0;0;0;20;7320;411;85;5733;5;124;;;26;;0;;0;;;5;124;;;26
MCO;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;62;22136;3145;30;18218;;;0;0;0;;;0;0;0;62;22136;3145;30;18218;15;1446;;;42604;;0;;0;;;15;1446;;;42604
MCO;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;60;21960;3177;18;18589;34;12444;1792;3;7978;;;0;0;0;94;34404;4969;21;26567;7;1537;;;88160;10;2951;;0;;;17;4488;;;88160
MCO;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;432;154077;37457;10998;136166;198;72253;11676;205;56958;;;0;0;0;630;226330;49133;11203;193124;93;12232;5;1156;15927;34;10315;;0;;;127;22547;5;1156;15927
MCO;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;531;189158;36338;6658;146458;174;62154;10973;616;49518;;;0;0;0;705;251312;47311;7274;195976;117;22059;;;15567;15;3895;;0;;;132;25954;;;15567
MCO;2024;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;;;;;;;;;;;;;;;;;;;;;8;2592;;;;;;;;;;8;2592;;;
MCO;2024;310786389;CL DES PYRENEES COLOMIERS;310001433;5;1825;142;0;1246;;;0;0;0;;;0;0;0;5;1825;142;0;1246;5;117;;;34;;0;;0;;;5;117;;;34
MCO;2024;320000086;CH AUCH EN GASCOGNE;320780117;162;59292;10901;2806;50339;42;15372;2172;60;13113;20;7320;1698;663;4383;224;81984;14771;3529;67835;22;4765;0;0;9779;15;3631;0;125;0;0;37;8521;0;0;9779
MCO;2024;320000102;CH CONDOM;320780133;20;7900;3103;1812;7214;;;0;0;0;;;0;0;0;20;7900;3103;1812;7214;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;28;10248;444;29;8735;;;0;0;0;;;0;0;0;28;10248;444;29;8735;0;0;;;2;;0;;0;;;0;0;;;2
MCO;2024;320000128;CH GIMONT;320780158;15;5475;249;1;4420;;;0;0;0;;;0;0;0;15;5475;249;1;4420;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;320000144;CHI LOMBEZ SAMATAN;320780174;28;10220;403;0;8391;;;0;0;0;;;0;0;0;28;10220;403;0;8391;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;320000151;CH DE MAUVEZIN;320780182;5;1825;78;0;1521;;;0;0;0;;;0;0;0;5;1825;78;0;1521;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;320000177;CH NOGARO;320780208;10;3650;137;2;3040;;;0;0;0;;;0;0;0;10;3650;137;2;3040;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;330000217;MAISON DE SANTE MARIE GALENE;330780347;12;4392;222;5;3285;;;0;0;0;;;0;0;0;12;4392;222;5;3285;3;438;;;0;;0;;0;;;3;438;;;0
MCO;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;73;26718;2986;15;22511;;;0;0;0;;;0;0;0;73;26718;2986;15;22511;8;2942;;;1045;;0;;0;;;8;2942;;;1045
MCO;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;84;30348;3714;213;27433;44;15633;2518;5;9006;41;14976;2213;68;9435;169;60957;8445;286;45874;24;4808;;;3870;23;4838;1;330;;;48;9976;;;3870
MCO;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;122;44652;10221;2569;43819;28;10248;1683;60;9515;22;8052;1443;107;4962;172;62952;13347;2736;58296;14;2474;;;4100;7;1255;3;811;;;24;4540;;;4100
MCO;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;64;23360;4999;1793;20489;18;6570;594;32;4012;14;5475;463;100;1239;96;35405;6056;1925;25740;3;33;;;490;7;2170;1;107;;;11;2310;;;490
MCO;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;60;21960;7505;2872;27637;30;10820;1248;50;6478;15;5490;1132;130;3415;105;38270;9885;3052;37530;6;730;;;2752;5;998;3;655;;;14;2383;;;2752
MCO;2024;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;22;8052;580;8;7559;;;0;0;0;;;0;0;0;22;8052;580;8;7559;3;25;;;0;;0;0;6;;;3;31;;;0
MCO;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;390;137159;20745;3416;104588;113;41358;5850;179;28090;33;12078;2205;359;8245;536;190595;28800;3954;140923;42;3987;;;44971;12;5349;;0;;;54;9336;;;44971
MCO;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;20;7320;1191;72;6974;0;;0;0;0;0;;0;0;0;20;7320;1191;72;6974;;0;;;15;;0;;0;;;;0;;;15
MCO;2024;330000662;INSTITUT BERGONIE;330781329;84;26397;3680;279;21681;41;13317;2520;59;8752;;;0;0;0;125;39714;6200;338;30433;33;4560;;;53848;10;5037;;0;;;43;9597;;;53848
MCO;2024;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;2;732;2273;1455;946;;;0;0;0;;;0;0;0;2;732;2273;1455;946;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;330058702;MSP BAGATELLE SITE ROBERT PICQUÉ;330780552;62;22630;8357;3463;19265;18;6570;754;2;2844;;;0;0;0;80;29200;9111;3465;22109;;;;;50;11;1465;;0;;;11;1465;;;50
MCO;2024;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;;;0;0;0;35;12775;921;3;1851;;;0;0;0;35;12775;921;3;1851;;0;;;76;38;9458;;0;;;38;9458;;;76
MCO;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;17;5475;3332;0;3927;37;13505;2647;11;4285;;;0;0;0;54;18980;5979;11;8212;2;356;;;2;60;18515;;0;;;62;18871;;;2
MCO;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;53;19345;6626;1576;19920;114;41610;5787;211;19531;;;0;0;0;167;60955;12413;1787;39451;12;771;;;155;30;6383;;0;;;42;7154;;;155
MCO;2024;330780115;CLINIQUE TIVOLI-DUCOS;330000076;23;8395;941;69;7590;68;24820;4676;11;10047;;;0;0;0;91;33215;5617;80;17637;;0;;;13330;43;11652;;0;;;43;11652;;;13330
MCO;2024;330780206;CLINIQUE D'ARCACHON;330000126;14;5110;1119;7;3777;25;8625;1745;9;3479;;;0;0;0;39;13735;2864;16;7256;5;295;;;2041;26;11971;;0;;;31;12266;;;2041
MCO;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;53;19398;10364;4615;20051;87;31842;3393;123;13874;30;10980;1668;249;5823;170;62220;15425;4987;39748;1;65;;;4280;61;12152;;0;;;62;12217;;;4280
MCO;2024;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;;;0;0;0;45;15620;3137;66;5787;;;0;0;0;45;15620;3137;66;5787;;0;;;406;40;12037;;0;;;40;12037;;;406
