BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;0;0;0;0;0;0;3;0;0;3;0;0;0
Q22;2024;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;;;;;;;3;;;3;;;
Q22;2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;750821092;14;6;2;0;0;0;41;0;0;57;6;0;0
Q22;2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;;;;;;;7;;;7;;;
Q22;2024;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;3;;;;;;;;;3;;;
Q22;2024;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;4;;;;;;1;;;5;;;
Q22;2024;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;;;;;;;4;;;4;;;
Q22;2024;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;4;;;;;;;;;4;;;
Q22;2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;179;55;16;2;;;21;18;6;234;63;13;4
Q22;2024;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;14;4;0;0;0;0;5;0;0;19;4;0;0
Q22;2024;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;1;;;;;;;;;1;;;
Q22;2024;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1;1;1;;;;1;;;3;1;0;
Q22;2024;2A0004842;CH ND LA MISERICORDE;2A0000014;;;;;;;26;;;26;;7;
Q22;2024;2A0023271;USLD D' AJACCIO;2A0000014;;;;;;;2;;;2;;;
Q22;2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;5;;2;;;;14;;;21;;14;
Q22;2024;2B0000038;CH CORTE;2B0004246;;;;;;;2;;;2;;;
Q22;2024;300000023;CH ALES CEVENNES;300780046;4;0;3;0;0;0;16;6;0;29;0;20;19
Q22;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;10;;1;1;0;;0;0;;11;1;32;32
Q22;2024;300000049;CH BEAUCAIRE;130028228;;;;;;;1;;;1;;1;
Q22;2024;300000056;CH PONT ST ESPRIT;300780079;;;;;;;2;;;2;;2;2
Q22;2024;300000064;CH UZES;300780087;;;;;;;3;;;3;;;
Q22;2024;300000080;CHS LE MAS CAREIRON UZES;300780103;4;;;;;;;;;4;;;
Q22;2024;300012481;USLD LES CIGALES CH ALES;300780046;0;0;0;0;0;0;0;0;0;0;0;1;1
Q22;2024;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;0;0;0;0;0;0;0;0;0;0;0;1;1
Q22;2024;300013745;ADENE HAD ALES;340027937;;;;;;;1;;;1;;;
Q22;2024;300013778;HAD 3G SANTE NIMES;300013760;1;;0;;0;;0;0;;1;;0;0
Q22;2024;300017209;KENVAL ICG NIMES;300000726;;;1;;;;;;;1;;;
Q22;2024;300782117;CHU NIMES CAREMEAU;300780038;169;39;13;2;;;48;22;14;252;55;60;33
Q22;2024;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;4;3;;;;;4;;;8;3;3;2
Q22;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;2;;;;;;5;5;;12;;;
Q22;2024;310000369;CH GERARD MARCHANT TOULOUSE;310780754;16;4;1;;;;;;;17;4;;
Q22;2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;109;20;;;0;;;;;109;20;10;
Q22;2024;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;42;9;;;;;;;;42;9;2;
Q22;2024;310021571;CL DES MINIMES TOULOUSE;310021563;1;1;0;1;0;0;4;0;0;5;2;0;0
Q22;2024;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;18;4;;;;;3;;;21;4;;
Q22;2024;310025333;ONCOPOLE CHU TOULOUSE;310781406;23;5;0;0;;;2;;;25;5;2;
Q22;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;2;;;;;;9;;;11;;;
Q22;2024;310780259;CL PASTEUR TOULOUSE;310000096;2;;;;;;1;;;3;;;
Q22;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;1;;;;;;2;;;3;;;
Q22;2024;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;;;;;;;2;;;2;;;
Q22;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;;;;;;;;2;;2;;0;0
Q22;2024;310781422;CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;310781562;1;;;;;;;;;1;;;
Q22;2024;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;2;;;;;;;;;2;;;
Q22;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;;;;;;;1;;;1;;;
Q22;2024;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;;1;;;;;;;;;1;;
Q22;2024;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;1;;;;;;;;;1;;;
Q22;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;27;;8;;;;;;;35;;5;
Q22;2024;310782446;ARSEAA;310782446;5;2;;;;;;;;5;2;;
Q22;2024;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;224;73;;;;;9;;;233;73;20;
Q22;2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;158;45;117;;23;;5;;;303;45;20;
Q22;2024;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;24;5;;;;;2;;;26;5;2;2
Q22;2024;310786389;CL DES PYRENEES COLOMIERS;310001433;;;;;;;1;;;1;;;
Q22;2024;320000086;CH AUCH EN GASCOGNE;320780117;20;0;0;0;0;0;4;3;0;27;0;6;2
Q22;2024;320000094;CHS DU GERS;320780125;;;;;;;;;;;;2;
Q22;2024;320004328;HAD GERS CL PASTEUR;310000096;;;;;;;1;;;1;;;
Q22;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;2;1;;;;;5;;;7;1;1;0
Q22;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;2;4;2;;;;6;;;10;4;;
Q22;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;7;;1;;;;11;1;;20;;1;
Q22;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;14;2;;;;;;;;14;2;;
Q22;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;37;15;2;1;0;0;30;6;0;75;16;5;4
Q22;2024;330000639;CH CHARLES PERRENS;330781287;46;11;2;1;0;0;2;0;0;50;12;2;0
Q22;2024;330000647;CH DE CADILLAC;330781295;4;0;;1;;;;;;4;1;1;
Q22;2024;330000662;INSTITUT BERGONIE;330781329;33;8;1;2;;;;;;34;10;;
Q22;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;2;;;;;;;;;2;;;
Q22;2024;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;2;;;;;;;;;2;;;
Q22;2024;330781139;CRF LA TOUR DE GASSIES;330056540;2;1;;;;;;;;2;1;1;
Q22;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;4;;;;;;3;;;7;;;
Q22;2024;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;4;1;;;1;;7;;;12;1;;
Q22;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;300;92;39;4;21;1;9;42;;411;97;25;
Q22;2024;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;;;;;;;;;1;;;
Q22;2024;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;121;26;23;3;;;;;;144;29;17;
Q22;2024;330783721;HOPITAL GARDEROSE;330781253;4;2;0;0;0;0;0;0;0;4;2;1;1
Q22;2024;330802752;CENTRE JEAN ABADIE - CHU;330781196;6;;;;;;;;;6;;;
Q22;2024;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;1;;;;;;;;;1;;;
Q22;2024;340000033;CH BEZIERS;340780055;20;3;3;1;;;20;;;43;4;48;30
Q22;2024;340000173;CH PEZENAS;340780451;;;;;;;1;;;1;;;
Q22;2024;340000207;ICM MONTPELLIER;340780493;21;9;3;;;;;;;24;9;11;6
Q22;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;7;1;2;0;0;0;18;0;0;27;1;12;0
Q22;2024;340000231;CH POLE DE SANTE DE LUNEL;340780535;;;;;;;;;;;;3;1
Q22;2024;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;4;1;;;;;;;;4;1;;
Q22;2024;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;5;5;;;;;3;;;8;5;0;0
Q22;2024;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;2;1;0;1;;;0;0;;2;2;;
Q22;2024;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;5;1;;;;;1;;;6;1;2;2
Q22;2024;340017839;ADENE HAD MONTPELLIER;340027937;;;;;;;1;;;1;;;
Q22;2024;340022979;POLYCL ST ROCH MONTPELLIER;340000306;;1;;;;;;;;;1;;
Q22;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;;;;;;;2;;;2;;1;0
Q22;2024;340780212;CRF STER LAMALOU LES BAINS;340796069;;;;;;;;;;;;2;
Q22;2024;340780436;HOPITAL ST LOUP AGDE HBT;340011295;1;1;;;;;;;;1;1;1;
Q22;2024;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;39;9;;;;;8;;;47;9;1;
Q22;2024;340780642;CL BEAU SOLEIL;340028901;14;5;;;;;5;;;19;5;2;
Q22;2024;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;1;2;0;1;0;0;1;0;0;2;3;0;0
Q22;2024;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;;;1;;;;;;;1;;;
Q22;2024;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;;1;;;;;;;;;1;;
Q22;2024;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;;;;;;;;;;;;2;
Q22;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;62;19;13;3;0;0;12;2;;89;22;12;
Q22;2024;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;59;15;1;1;23;1;1;2;;86;17;15;
Q22;2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;134;54;33;7;;;42;17;;226;61;32;
Q22;2024;340787266;HJ PIJ SETE HBT;340011295;;;;;;;1;;;1;;;
Q22;2024;340789981;CL FONTFROIDE MONTPELLIER;340001866;1;;;;;;;;;1;;;
Q22;2024;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;1;;;;;;1;;;2;;;
Q22;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;91;29;6;4;0;0;10;6;;113;33;9;
Q22;2024;350000121;CHP SAINT GREGOIRE;350000303;;1;;;;;4;;;4;1;;
Q22;2024;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;5;2;;;;;1;;;6;2;;
Q22;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;30;8;2;;;;20;2;;54;8;4;
Q22;2024;350000154;C.H FOUGERES;350000030;;3;;;;;12;;;12;3;;
Q22;2024;350000162;CHIRC SITE REDON;350000048;;;;;;;10;;;10;;;
Q22;2024;350000188;CENTRE HOSPITALIER VITRE;350000055;4;;;;;;;3;;7;;;
Q22;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;30;8;1;1;;;;;;31;9;1;
Q22;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;224;60;32;6;21;;16;;;293;66;30;16
Q22;2024;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;;;;;;;2;;;2;;0;0
Q22;2024;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;21;2;3;;;;;;;24;2;;
Q22;2024;350005021;POLE GERIATRIQUE RENNAIS;440042844;8;;;;;;;;;8;;;
Q22;2024;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;9;1;;;;;6;;;15;1;1;1
Q22;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;89;16;;;;;20;;;109;16;6;1
Q22;2024;350053013;CHU RENNES SITE SAINT LAURENT;350005179;1;;;;;;2;;;3;;;
Q22;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;2;1;0;;0;;6;0;;8;1;0;0
Q22;2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;0;0;0;0;0;0;3;0;0;3;0;8;8
Q22;2024;360000137;CH CHATEAUROUX;360000053;3;2;1;;;;6;1;;11;2;34;
Q22;2024;360000160;CH DU BLANC;360000053;;;;;;;;;;;;2;
Q22;2024;360000202;CH CHATILLON SUR INDRE;360000103;;;;;;;;;;;;1;
Q22;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;;;;;;;;;1;;;
Q22;2024;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;1;2;;;;;;;;1;2;;
Q22;2024;370000341;FONDATION L'ELAN RETROUVE CTRE MALVAU;750721391;;;;;;;;;;;;1;
Q22;2024;370000374;CRF BEL AIR;750721334;;;;;;;;2;1;2;1;;
Q22;2024;370000499;CHRU CLOCHEVILLE - TOURS;370000481;42;6;2;1;;;7;4;;55;7;4;3
Q22;2024;370000515;CTRE CONVAL. L'ERMITAGE CHRU TOURS;370000481;2;1;;;;;7;;;9;1;;
Q22;2024;370000531;CH DU CHINONAIS;370000606;14;;1;;;;7;3;;25;;;
Q22;2024;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;2;;;;;;;;;2;;;
Q22;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;174;41;19;7;;;25;6;;224;48;9;7
Q22;2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;9;;;;;;2;;;11;;1;
Q22;2024;370000903;CH PAUL MARTINAIS - LOCHES;370000614;;;;;;;2;3;;5;;1;
Q22;2024;370000986;CH LOUIS SEVESTRE;370000713;1;;;;;;;;;1;;;
Q22;2024;370001109;CH DE LUYNES - ET;370002701;3;;;;;;;;;3;;;
Q22;2024;370001158;CH SAINTE MAURE DE TOURAINE;370004327;;;;;;;1;;;1;;;
Q22;2024;370004301;USSR PERSONNES AGEES CH DE LOCHES;370000614;;;;;;;1;;;1;;;
Q22;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;119;34;14;2;;;14;9;6;156;42;7;4
Q22;2024;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;6;3;;;;;;;;6;3;;
Q22;2024;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;;;;;;;4;;5;;;
Q22;2024;370009938;HAD VAL DE LOIRE;440052041;;;1;;;;2;;;3;;;
Q22;2024;370016594;SAS GUITORO;370016586;2;;;;;;;;;2;;;
Q22;2024;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;;;;;;;1;;;1;;;
Q22;2024;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;1;;;;;;;;;1;;;4
Q22;2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;45;6;1;1;;;1;;;47;7;2;
Q22;2024;380000042;CH YVES TOURAINE;380780056;;;;;;;;;;;;1;
Q22;2024;380000059;CH DE RIVES;380780072;0;0;0;0;0;0;0;0;0;0;0;2;2
Q22;2024;380000067;HOPITAL NORD - CHU38;380780080;296;89;46;12;;;32;29;10;403;111;39;13
Q22;2024;380000075;CH DE TULLINS SITE PERRET;380780098;;;;;;;;;;;;1;1
Q22;2024;380000091;CH INTERCOMMUNAL VERCORS ISERE;380780171;;;;;;;2;;;2;;5;5
Q22;2024;380000109;CH DE SAINT LAURENT DU PONT;380780213;;;;;;;;;;;;1;
Q22;2024;380000133;CH ALPES ISERE;380780247;22;;2;;;;;;;24;;;
Q22;2024;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;15;6;3;0;0;0;28;2;0;48;6;16;9
Q22;2024;380000406;HOPITAL DE VOIRON - CHU38;380780080;12;3;1;;;;17;2;2;32;5;6;6
Q22;2024;380009928;CENTRE MEDICAL ROCHEPLANE;380804542;;;;;;;3;;;3;;;
Q22;2024;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;10;;3;;;;16;;;29;;;
Q22;2024;380020123;CLINIQUE DES COTES DU RHONE;380021139;;;;;;;;;;;;3;3
Q22;2024;380024257;PSYPRO GRENOBLE;690048798;1;;;;;;;;;1;;;
Q22;2024;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;4;1;;;;;;;;4;1;;
Q22;2024;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;;1;;;;;;;;;1;;
Q22;2024;380782722;HOPITAL SUD - CHU38;380780080;23;2;;;;;;2;4;25;6;10;6
Q22;2024;390000040;CH LONS;390780146;21;2;1;;;;3;9;1;34;3;15;5
Q22;2024;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;4;;;;;;3;3;;10;;10;2
Q22;2024;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;1;;;;;;;;;1;;;
Q22;2024;390000164;CHS SAINT YLIE JURA;390780476;6;;;;;;;;;6;;4;
Q22;2024;390000222;CH LOUIS PASTEUR DOLE;390780609;4;10;1;;;;17;3;1;25;11;8;2
Q22;2024;400000105;CENTRE HOSPITALIER DAX;400780193;13;4;0;0;0;0;18;0;0;31;4;13;11
Q22;2024;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;1;0;0;0;0;0;1;0;0;2;0;6;5
Q22;2024;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;11;3;0;0;0;0;16;2;2;29;5;32;31
Q22;2024;400780102;CLINIQUE NAPOLEON;400000055;;;;;;;1;;;1;;;
Q22;2024;400780250;CENTRE NOUVIELLE;400011177;0;;0;;0;;0;0;;0;;3;3
Q22;2024;400780367;CLINIQUE FSEF AIRE-SUR-L'ADOUR;750720575;;1;;;;;;;;;1;0;0
Q22;2024;400791018;CTRE. EUROPEEN REEDUCATION DU SPORTIF;400790994;1;;;;;;;;;1;;1;
Q22;2024;410000020;CH BLOIS SIMONE VEIL;410000087;50;16;;;0;;21;0;;71;16;12;
Q22;2024;410000038;CH VENDOME - MONTOIRE;410000095;0;0;0;0;0;0;4;0;0;4;0;3;0
Q22;2024;410000046;CH ROMORANTIN-LANTHENAY;410000103;;;1;;;;6;;;7;;5;2
Q22;2024;410000053;CH SAINT AIGNAN;410000111;1;;;;;;;;;1;;1;
Q22;2024;410000202;POLYCLINIQUE BLOIS;410000319;;1;;;;;;;;;1;;
Q22;2024;410000442;RCRF LA MENAUDIERE - CHISSAY;750005068;;;;;;;1;;;1;;;
Q22;2024;410000475;CLINIQUE MEDICALE DU CENTRE DE SAUMERY;410000475;2;;;;;;;;;2;;;
Q22;2024;410003768;SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME;410000095;1;0;0;0;0;0;0;0;0;1;0;0;0
Q22;2024;410004063;USSR CH DE VENDOME;410000095;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2024;420000010;CH DE ROANNE;420780033;24;3;0;0;0;0;28;5;2;57;5;28;26
Q22;2024;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;;3;;;;;17;0;0;17;3;8;8
Q22;2024;420000234;CH DE FIRMINY;420780652;6;4;1;;;;31;;;38;4;;
Q22;2024;420000242;CH GEORGES CLAUDINON;420780660;;;;;;;1;;;1;;;
Q22;2024;420000267;CH DU FOREZ SITE DE FEURS;420013831;0;1;0;0;0;0;10;0;0;10;1;3;0
Q22;2024;420002479;ADENE HOSPITALISATION A DOMICILE;340027937;;;;;;;1;;;1;;;
Q22;2024;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;0;;1;;1;;2;0;0;4;0;0;0
Q22;2024;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;12;;;;;;;;;12;;;
Q22;2024;420010241;INSTITUT DE CANCERO ET HEMATO - CHU42;420784878;14;3;2;1;;;1;;;17;4;4;3
Q22;2024;420010258;GCS SANTE A DOM SAINT-PRIEST-EN-JAREZ;420010209;;;;;;;1;;;1;;;
Q22;2024;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;3;;;;;;;1;;4;;;
Q22;2024;420780637;CH DU GIER - MCO;420002495;6;1;;;;;16;5;;27;1;2;
Q22;2024;420780678;HOPITAL DU GIER - SITE MARREL SSR;420002495;;;;;;;2;;;2;;3;3
Q22;2024;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;6;4;3;;;;3;;;12;4;5;2
Q22;2024;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;2;6;;;;;8;;;10;6;;
Q22;2024;420784845;ANNEXE BONVERT - CH DE ROANNE;420780033;;;;;;;2;;;2;;;
Q22;2024;420785354;HOPITAL NORD - CHU42;420784878;228;68;9;1;;;43;17;6;297;75;30;21
Q22;2024;430000026;CENTRE HOSPITALIER SAINTE MARIE LE PUY;630786754;;;;;;;1;;;1;;;
Q22;2024;430000117;CH EMILE ROUX LE PUY;430000018;30;2;2;0;0;0;22;1;0;55;2;12;16
Q22;2024;430000190;CH DE BRIOUDE;430000034;;;;;;;7;;;7;;2;
Q22;2024;430000216;CENTRE MEDICAL D'OUSSOULX;750811820;;;;;;;;;;;;1;
Q22;2024;440000016;CH DE SAINT NAZAIRE;440000057;47;12;1;1;;;31;;;79;13;2;
Q22;2024;440000024;CH REEDAPTATION DE MAUBREUIL;440000065;;;;;;;1;;;1;;1;1
Q22;2024;440000180;CHS EPSYLAN BLAIN;440000263;8;1;;;;;;;;8;1;1;
Q22;2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;225;74;34;1;19;2;55;27;10;360;87;3;0
Q22;2024;440000396;CH ERDRE ET LOIRE;440053643;;;;;;;3;4;;7;;;
Q22;2024;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;4;1;0;0;0;0;3;0;0;7;1;0;0
Q22;2024;440000503;CH CNP SITE CHATEAUBRIANT;440000313;;;;;;;14;;;14;;8;8
Q22;2024;440000560;CH LVO SITE DE MACHECOUL;850009010;;;;;;;2;;;2;;0;0
Q22;2024;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;;;1;;;;1;;;2;;;
Q22;2024;440001113;ICO - SITE GAUDUCHEAU;490017258;24;;5;;;;;;;29;;4;
Q22;2024;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;;;;;;;1;;;1;;;
Q22;2024;440001287;HIC PAYS DE RETZ - PORNIC;440041531;;;;;;;1;;;1;;;
Q22;2024;440001964;CH PIERRE DELAROCHE;440003267;;;;;;;;;;;;0;3
Q22;2024;440001972;CH GEORGES DAUMEZON;440003309;9;2;;;;;1;;;10;2;4;4
Q22;2024;440003291;CHU DE NANTES SITE SAINT JACQUES;440000289;11;2;8;5;0;0;0;0;0;19;7;2;1
Q22;2024;440007607;CH ST NAZAIRE HEINLEX;440000057;5;1;;;;;1;;;6;1;;
Q22;2024;440012128;HAD NANTES ET REGION;440003960;;;;;;;1;;;1;;;
Q22;2024;440017598;CHU DE NANTES SITE LAENNEC;440000289;93;20;3;0;0;0;11;2;0;109;20;7;3
Q22;2024;440021392;HOP PSY STJACQUES CHU NANTES;440000289;28;4;0;0;0;0;2;0;0;30;4;2;2
Q22;2024;440033819;SANTE ATLANTIQUE;440006344;;;;1;;;;;;;1;;
Q22;2024;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;2;;1;;;;;2;1;5;1;6;
Q22;2024;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;3;1;0;0;0;0;0;0;0;3;1;0;0
Q22;2024;440050466;SSR PIRMIL CHU NANTES;440000289;1;0;0;0;0;0;0;0;0;1;0;0;0
Q22;2024;450000047;CH DEZARNAULDS - GIEN;450000096;;;;;;;7;;;7;;;
Q22;2024;450000062;CH AGGLOMERATION MONTARGOISE;450000104;7;;2;;;;3;;;12;;82;49
Q22;2024;450000070;CH PITHIVIERS;450000112;;;;;;;;;;;;3;3
Q22;2024;450000294;ORELIANCE - REINE BLANCHE;450000591;;;;;;;;1;;1;;;
Q22;2024;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;4;;;;;;;;;4;;9;9
Q22;2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;450000088;202;27;8;2;;;16;51;5;277;34;65;36
Q22;2024;450010442;USLD LE BOIS FLEURI;450000088;;;;;;;1;;;1;;1;1
Q22;2024;450018528;ASSAD HAD DU LOIRET;370001638;;;;;;;1;;;1;;;
Q22;2024;450018536;HAD ORLEANS MONTARGIS;440052041;;;;;;;1;;;1;;;
Q22;2024;450021431;SITE SSR JEANNE D'ARC GIEN - CH GIEN;450000096;;;;;;;1;;;1;;;
Q22;2024;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;;;;;;;;;;;;1;
Q22;2024;460000052;CH ST JACQUES ST CERE;460780091;;;;;;;;;;;;1;
Q22;2024;460000110;CH JEAN ROUGIER CAHORS;460780216;14;2;0;0;0;0;8;0;0;22;2;5;4
Q22;2024;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;;1;;;;;;;;;1;;
Q22;2024;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;12;3;2;1;;;23;6;2;43;6;19;15
Q22;2024;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;;;;;;;0;8;;8;;19;19
Q22;2024;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;;1;;1;;;10;3;;13;2;9;6
Q22;2024;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;3;2;;;;;;;;3;2;3;3
Q22;2024;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;;;;;;;;;;;;1;
Q22;2024;470008780;USLD DE POMPEYRIE CH AGEN NERAC;470016171;;;;;;;;;;;;1;1
Q22;2024;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;;;;2;6;;8;;;4
Q22;2024;480000066;CH ST JACQUES MARVEJOLS;480780154;;;;;;;;;;;;1;1
Q22;2024;490000049;CHR ANGERS SITE LARREY;490000031;282;68;19;4;0;0;40;20;6;361;78;13;10
Q22;2024;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;9;1;1;;;;1;;;11;1;0;
Q22;2024;490000155;ICO - SITE PAUL PAPIN;490017258;19;3;3;;;;;;;22;3;3;
Q22;2024;490000239;ESBV-SITE DE BAUGE;490015765;;;;1;;;;;;;1;;
Q22;2024;490000312;HAD SAINT SAUVEUR;490012176;;;;;;;1;;;1;;;
Q22;2024;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;;;;;;;1;;;1;;;
Q22;2024;490000601;SSR LES RECOLLETS;750052037;;;;;;;1;;;1;;;
Q22;2024;490000635;CH DE CHOLET;490000676;21;11;4;;;;32;7;1;64;12;;1
Q22;2024;490000643;CSSR LES EUMENIDES - SITE ANGERS;440042844;1;;;;;;1;;;2;;;
Q22;2024;490000650;CHI LYS HYROME-CHEMILLE;490007689;0;1;0;0;0;0;0;0;0;0;1;0;0
Q22;2024;490001765;CH DE SAUMUR;490528452;16;4;1;;;;2;10;1;29;5;4;
