BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2024;170780068;CLINIQUE SUR MOREAU;310025010;2400;4.4;;;;;
Q21;2024;170780068;CLINIQUE SUR MOREAU;310025010;9999;4.4;;;;;
Q21;2024;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;2000;4.8;;;;;
Q21;2024;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;2400;4.8;;;;;
Q21;2024;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;9999;4.8;;;;;
Q21;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;2000;1.99;;;;;22
Q21;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;2200;1.99;;;;;22
Q21;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;9999;1.99;;;;;22
Q21;2024;170780290;VILLA DU PARC - SAUJON;170000194;2000;2.38;;;;;22
Q21;2024;170780290;VILLA DU PARC - SAUJON;170000194;2200;2.38;;;;;22
Q21;2024;170780290;VILLA DU PARC - SAUJON;170000194;9999;2.38;;;;;22
Q21;2024;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;2000;1.22;;;;;48
Q21;2024;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;2100;1.22;;;;;48
Q21;2024;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;9999;1.22;;;;;48
Q21;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2000;4.27;;;;;18
Q21;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2100;1.97;;;;;18
Q21;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2400;2.3;;;;;
Q21;2024;170780621;POLYCLINIQUE SAINT GEORGES;170000285;9999;4.27;;;;;18
Q21;2024;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;1000;1;;;;;
Q21;2024;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;2000;;;;;;40
Q21;2024;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;2100;;;;;;40
Q21;2024;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;9999;1;;;;;40
Q21;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2000;4;;;;;164
Q21;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2100;2.2;;;;;164
Q21;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2400;1.8;;;;;
Q21;2024;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;9999;4;;;;;164
Q21;2024;170780803;CENTRE DE READAPTATION D'OLERON;170017321;2000;4.04;;;;;
Q21;2024;170780803;CENTRE DE READAPTATION D'OLERON;170017321;2400;4.04;;;;;
Q21;2024;170780803;CENTRE DE READAPTATION D'OLERON;170017321;9999;4.04;;;;;
Q21;2024;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;2000;1.5;;;;;
Q21;2024;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;2400;1.5;;;;;
Q21;2024;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;9999;1.5;;;;;
Q21;2024;170782981;HOPITAL MARIUS LACROIX;170024194;2000;34.25;;;7.33;0.67;
Q21;2024;170782981;HOPITAL MARIUS LACROIX;170024194;2100;5;;;;;
Q21;2024;170782981;HOPITAL MARIUS LACROIX;170024194;2200;29.25;;;7.33;0.67;
Q21;2024;170782981;HOPITAL MARIUS LACROIX;170024194;9999;34.25;;;7.33;0.67;
Q21;2024;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;2000;;;;;;5
Q21;2024;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;2100;;;;;;5
Q21;2024;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;9999;;;;;;5
Q21;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;2000;6.48;;;;;
Q21;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;2200;6.48;;;;;
Q21;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;9999;6.48;;;;;
Q21;2024;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;2000;0.7;;;;;
Q21;2024;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;2200;0.7;;;;;
Q21;2024;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;9999;0.7;;;;;
Q21;2024;170784110;SSR CH LA ROCHELLE;170024194;2000;4.84;;;;;
Q21;2024;170784110;SSR CH LA ROCHELLE;170024194;2400;3.62;;;;;
Q21;2024;170784110;SSR CH LA ROCHELLE;170024194;2500;1.22;;;;;
Q21;2024;170784110;SSR CH LA ROCHELLE;170024194;9999;4.84;;;;;
Q21;2024;170785059;ADA 17 - LA ROCHELLE;170000988;2000;0.98;;;;;
Q21;2024;170785059;ADA 17 - LA ROCHELLE;170000988;2100;0.98;;;;;
Q21;2024;170785059;ADA 17 - LA ROCHELLE;170000988;9999;0.98;;;;;
Q21;2024;170792212;ADA 17 : UNITE DE SAINTES;170000988;2000;0.29;;;;;
Q21;2024;170792212;ADA 17 : UNITE DE SAINTES;170000988;2100;0.29;;;;;
Q21;2024;170792212;ADA 17 : UNITE DE SAINTES;170000988;9999;0.29;;;;;
Q21;2024;170792220;CH SAINTONGE - SSR;170780175;2000;1.92;;;;;
Q21;2024;170792220;CH SAINTONGE - SSR;170780175;2400;1.72;;;;;
Q21;2024;170792220;CH SAINTONGE - SSR;170780175;2500;0.2;;;;;
Q21;2024;170792220;CH SAINTONGE - SSR;170780175;9999;1.92;;;;;
Q21;2024;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;2000;0.29;;;;;
Q21;2024;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;2100;0.29;;;;;
Q21;2024;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;9999;0.29;;;;;
Q21;2024;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;2000;0.29;;;;;
Q21;2024;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;2100;0.29;;;;;
Q21;2024;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;9999;0.29;;;;;
Q21;2024;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;2000;0.98;;;;;
Q21;2024;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;2100;0.98;;;;;
Q21;2024;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;9999;0.98;;;;;
Q21;2024;170802789;USLD - CH ROYAN;170780191;2000;0.5;;;;;
Q21;2024;170802789;USLD - CH ROYAN;170780191;2500;0.5;;;;;
Q21;2024;170802789;USLD - CH ROYAN;170780191;9999;0.5;;;;;
Q21;2024;170803431;CARDIOCEAN - PUILBOREAU;920030269;2000;8.85;;;;;
Q21;2024;170803431;CARDIOCEAN - PUILBOREAU;920030269;2400;8.85;;;;;
Q21;2024;170803431;CARDIOCEAN - PUILBOREAU;920030269;9999;8.85;;;;;
Q21;2024;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;2000;0.98;;;;;
Q21;2024;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;2100;0.98;;;;;
Q21;2024;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;9999;0.98;;;;;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;1000;2.24;;;;;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;2000;135.77;;;67.56;22.43;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;2100;132;;;65.95;21.2;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;2300;0.82;;;;;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;2400;2.95;;;1.61;1.23;
Q21;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;9999;138.01;;;67.56;22.43;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;1000;4.1;;;;;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;2000;30.6;;;5.88;1.33;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;2100;7;;;2.24;0.33;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;2200;23.1;;;3.64;1;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;2500;0.5;;;;;
Q21;2024;180000176;CH GEORGE SAND BOURGES;180001158;9999;34.7;;;5.88;1.33;
Q21;2024;180000200;CH DE VIERZON;180000051;1000;0.04;;;;;
Q21;2024;180000200;CH DE VIERZON;180000051;2000;54.23;1.7;;15.02;;
Q21;2024;180000200;CH DE VIERZON;180000051;2100;53.78;1.7;;14.87;;
Q21;2024;180000200;CH DE VIERZON;180000051;2500;0.45;;;0.15;;
Q21;2024;180000200;CH DE VIERZON;180000051;9999;54.27;1.7;;15.02;;
Q21;2024;180000283;CH SAINT AMAND-MONTROND;180000069;2000;24.13;;0.03;2.7;;
Q21;2024;180000283;CH SAINT AMAND-MONTROND;180000069;2100;23.02;;0.03;2.7;;
Q21;2024;180000283;CH SAINT AMAND-MONTROND;180000069;2400;1.11;;;;;
Q21;2024;180000283;CH SAINT AMAND-MONTROND;180000069;9999;24.13;;0.03;2.7;;
Q21;2024;180000333;CH SANCERRE;180000093;2000;1.58;;;;1.45;
Q21;2024;180000333;CH SANCERRE;180000093;2400;1.32;;;;1.28;
Q21;2024;180000333;CH SANCERRE;180000093;2500;0.26;;;;0.17;
Q21;2024;180000333;CH SANCERRE;180000093;9999;1.58;;;;1.45;
Q21;2024;180000358;CLINIQUE DES GRAINETIERES;180000739;2000;3.74;;;;;12
Q21;2024;180000358;CLINIQUE DES GRAINETIERES;180000739;2100;3.74;;;;;12
Q21;2024;180000358;CLINIQUE DES GRAINETIERES;180000739;9999;3.74;;;;;12
Q21;2024;180000382;CLINIQUE LA GAILLARDIERE;180008518;2000;0;;;;;2
Q21;2024;180000382;CLINIQUE LA GAILLARDIERE;180008518;2200;0;;;;;2
Q21;2024;180000382;CLINIQUE LA GAILLARDIERE;180008518;9999;0;;;;;2
Q21;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2000;2.48;;;1.9;0.92;
Q21;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2400;1.88;;;1.9;0.92;
Q21;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2500;0.6;;;;;
Q21;2024;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;9999;2.48;;;1.9;0.92;
Q21;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;1000;0.1;;;;;
Q21;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;2000;5.92;0.6;;4.05;;
Q21;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;2100;0.4;0.6;;;;
Q21;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;2400;5.52;;;4.05;;
Q21;2024;180003345;CH DE VIERZON SITE LA NOUE;180000051;9999;6.02;0.6;;4.05;;
Q21;2024;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2000;0.45;;;2.66;2.66;
Q21;2024;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2400;0.45;;;0.91;0.91;
Q21;2024;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2500;;;;1.75;1.75;
Q21;2024;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;9999;0.45;;;2.66;2.66;
Q21;2024;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2000;2;;;;;83
Q21;2024;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2100;2;;;;;81
Q21;2024;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2400;0;;;;;2
Q21;2024;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;9999;2;;;;;83
Q21;2024;180004533;HOPITAL DE JOUR ADULTES AUGY;580780971;2000;0.1;;;;;
Q21;2024;180004533;HOPITAL DE JOUR ADULTES AUGY;580780971;2200;0.1;;;;;
Q21;2024;180004533;HOPITAL DE JOUR ADULTES AUGY;580780971;9999;0.1;;;;;
Q21;2024;180005829;A.R.A.U.C.O. BOURGES;370001067;2000;2;;;;;
Q21;2024;180005829;A.R.A.U.C.O. BOURGES;370001067;2100;2;;;;;
Q21;2024;180005829;A.R.A.U.C.O. BOURGES;370001067;9999;2;;;;;
Q21;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;2000;0.4;;;0.06;0.06;
Q21;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;2500;0.4;;;0.06;0.06;
Q21;2024;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR;180001158;9999;0.4;;;0.06;0.06;
Q21;2024;180008278;HAD DE VIERZON;310025010;2000;2.48;;;1;;
Q21;2024;180008278;HAD DE VIERZON;310025010;2300;2.48;;;1;;
Q21;2024;180008278;HAD DE VIERZON;310025010;9999;2.48;;;1;;
Q21;2024;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;2000;;;;0;;8
Q21;2024;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;2100;;;;0;;8
Q21;2024;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;9999;;;;0;;8
Q21;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2000;182.3;;;53.6;3;
Q21;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2100;173.55;;;53.6;3;
Q21;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2400;8.3;;;;;
Q21;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2500;0.45;;;;;
Q21;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;9999;182.3;;;53.6;3;
Q21;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2000;92.89;;;33.3;13.26;
Q21;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2100;87.93;;;33.22;13.18;
Q21;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2200;3.86;;;0.08;0.08;
Q21;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2300;1.1;;;;;
Q21;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;9999;92.89;;;33.3;13.26;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;1000;1.78;;;;;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2000;1.53;;;0.17;0.17;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2100;0.53;;;0.05;0.05;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2400;0.5;;;0.12;0.12;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2500;0.5;;;;;
Q21;2024;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;9999;3.31;;;0.17;0.17;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1000;3.55;;;;;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2000;50.04;;;3.92;;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2100;46.56;;;3.5;;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2400;3.13;;;0.42;;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2500;0.35;;;;;
Q21;2024;190000091;CENTRE HOSPITALIER D'USSEL;190000075;9999;53.59;;;3.92;;
Q21;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;2000;13.75;;;0.39;;0
Q21;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;2100;5.22;;;;;0
Q21;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;2200;8.53;;;0.39;;0
Q21;2024;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;9999;13.75;;;0.39;;0
Q21;2024;190000224;CLINIQUE LES CEDRES BRIVE;190000901;2000;2.5;;;;;72
Q21;2024;190000224;CLINIQUE LES CEDRES BRIVE;190000901;2100;2.5;;;;;72
Q21;2024;190000224;CLINIQUE LES CEDRES BRIVE;190000901;9999;2.5;;;;;72
Q21;2024;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;2000;5.22;;;;;
Q21;2024;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;2400;5.22;;;;;
Q21;2024;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;9999;5.22;;;;;
Q21;2024;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2000;1.69;;;0.32;;
Q21;2024;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2400;1.41;;;0.29;;
Q21;2024;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2500;0.28;;;0.03;;
Q21;2024;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;9999;1.69;;;0.32;;
Q21;2024;190005140;USLD UZERCHE;190002485;2000;0.65;;;;;
Q21;2024;190005140;USLD UZERCHE;190002485;2500;0.65;;;;;
Q21;2024;190005140;USLD UZERCHE;190002485;9999;0.65;;;;;
Q21;2024;190005165;USLD CORNIL;190002519;2000;2.3;0;0;0.5;0.5;0
Q21;2024;190005165;USLD CORNIL;190002519;2500;2.3;0;0;0.5;0.5;0
Q21;2024;190005165;USLD CORNIL;190002519;9999;2.3;0;0;0.5;0.5;0
Q21;2024;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;310025010;2000;4.94;;;;;
Q21;2024;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;310025010;2400;4.94;;;;;
Q21;2024;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;310025010;9999;4.94;;;;;
Q21;2024;190009985;SSR EN ADDICTOLOGIE;190000117;2000;0.3;;;;;
Q21;2024;190009985;SSR EN ADDICTOLOGIE;190000117;2200;0.3;;;;;
Q21;2024;190009985;SSR EN ADDICTOLOGIE;190000117;9999;0.3;;;;;
Q21;2024;190010512;UNITE DE DIALYSE USSEL;870000700;2000;0.04;;;;;
Q21;2024;190010512;UNITE DE DIALYSE USSEL;870000700;2100;0.04;;;;;
Q21;2024;190010512;UNITE DE DIALYSE USSEL;870000700;9999;0.04;;;;;
Q21;2024;190010553;UNITE DE DIALYSE BRIVE;870000700;2000;1.86;;;;;
Q21;2024;190010553;UNITE DE DIALYSE BRIVE;870000700;2100;1.86;;;;;
Q21;2024;190010553;UNITE DE DIALYSE BRIVE;870000700;9999;1.86;;;;;
Q21;2024;190010629;HAD RELAIS SANTE ONCORESE;190010579;2000;0.8;;;;;
Q21;2024;190010629;HAD RELAIS SANTE ONCORESE;190010579;2300;0.8;;;;;
Q21;2024;190010629;HAD RELAIS SANTE ONCORESE;190010579;9999;0.8;;;;;
Q21;2024;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;2000;1.68;;;;;
Q21;2024;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;2100;1.68;;;;;
Q21;2024;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;9999;1.68;;;;;
Q21;2024;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;2000;3.17;2.9;;1.67;0.42;
Q21;2024;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;2400;3.17;2.9;;1.67;0.42;
Q21;2024;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;9999;3.17;2.9;;1.67;0.42;
Q21;2024;190011601;SITE SPECIALISE HENRI LABORIT;190000042;2000;10.2;;;;2;
Q21;2024;190011601;SITE SPECIALISE HENRI LABORIT;190000042;2100;2.9;;;;;
Q21;2024;190011601;SITE SPECIALISE HENRI LABORIT;190000042;2200;7.3;;;;2;
Q21;2024;190011601;SITE SPECIALISE HENRI LABORIT;190000042;9999;10.2;;;;2;
Q21;2024;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;2000;0.5;0;0;0.5;0.5;0
Q21;2024;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;2400;0.5;0;0;0.5;0.5;0
Q21;2024;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;9999;0.5;0;0;0.5;0.5;0
Q21;2024;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;2000;1;;;;;
Q21;2024;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;2100;1;;;;;
Q21;2024;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;9999;1;;;;;
Q21;2024;190013482;CH BRIVE - SAINT GERMAIN;190000042;2000;7.7;;;;;11
Q21;2024;190013482;CH BRIVE - SAINT GERMAIN;190000042;2100;7.7;;;;;11
Q21;2024;190013482;CH BRIVE - SAINT GERMAIN;190000042;9999;7.7;;;;;11
Q21;2024;210001483;UNITE DE DIALYSE DE CHATILLON;210012290;2000;0.67;;;;;
Q21;2024;210001483;UNITE DE DIALYSE DE CHATILLON;210012290;2100;0.67;;;;;
Q21;2024;210001483;UNITE DE DIALYSE DE CHATILLON;210012290;9999;0.67;;;;;
Q21;2024;210001889;CENTRE DE DIALYSE DE DIJON DREVON;210012290;2000;0.67;;;;;
Q21;2024;210001889;CENTRE DE DIALYSE DE DIJON DREVON;210012290;2100;0.67;;;;;
Q21;2024;210001889;CENTRE DE DIALYSE DE DIJON DREVON;210012290;9999;0.67;;;;;
Q21;2024;210001939;UNITE DE DIALYSE DIJON BREUCHILLIERE;210012290;2000;0.67;;;;;
Q21;2024;210001939;UNITE DE DIALYSE DIJON BREUCHILLIERE;210012290;2100;0.67;;;;;
Q21;2024;210001939;UNITE DE DIALYSE DIJON BREUCHILLIERE;210012290;9999;0.67;;;;;
Q21;2024;210003059;VYV3 BOURGOGNE HAD;210781266;2000;2;;;1;;
Q21;2024;210003059;VYV3 BOURGOGNE HAD;210781266;2300;2;;;1;;
Q21;2024;210003059;VYV3 BOURGOGNE HAD;210781266;9999;2;;;1;;
Q21;2024;210005559;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;2000;1;;;;;6
Q21;2024;210005559;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;2100;1;;;;;6
Q21;2024;210005559;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;9999;1;;;;;6
Q21;2024;210007399;CLINIQUE JOUVENCE NUTRITION;210013231;2000;3.8;0;0;0;0;0
Q21;2024;210007399;CLINIQUE JOUVENCE NUTRITION;210013231;2400;3.8;0;0;0;0;0
Q21;2024;210007399;CLINIQUE JOUVENCE NUTRITION;210013231;9999;3.8;0;0;0;0;0
Q21;2024;210010443;CSSR  LE RENOUVEAU;210000337;2000;2.1;0;0;;;
Q21;2024;210010443;CSSR  LE RENOUVEAU;210000337;2400;2.1;0;0;;;
Q21;2024;210010443;CSSR  LE RENOUVEAU;210000337;9999;2.1;0;0;;;
Q21;2024;210011847;POLYCLINIQUE DU PARC DREVON;210011839;2000;2.65;;;;;82
Q21;2024;210011847;POLYCLINIQUE DU PARC DREVON;210011839;2100;2.65;;;;;82
Q21;2024;210011847;POLYCLINIQUE DU PARC DREVON;210011839;9999;2.65;;;;;82
Q21;2024;210012472;CENTRE DE DIALYSE MEDICALISE DE BEAUNE;210003208;2000;0.07;;;;;2
Q21;2024;210012472;CENTRE DE DIALYSE MEDICALISE DE BEAUNE;210003208;2100;0.07;;;;;2
Q21;2024;210012472;CENTRE DE DIALYSE MEDICALISE DE BEAUNE;210003208;9999;0.07;;;;;2
Q21;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;2000;3.06;;;10;;120
Q21;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;2100;3.06;;;10;;120
Q21;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;9999;3.06;;;10;;120
Q21;2024;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;2000;5.12;;;1.49;;
Q21;2024;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;2200;5.12;;;1.49;;
Q21;2024;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;9999;5.12;;;1.49;;
Q21;2024;210780144;CRF DIVIO DIJON;750721235;2000;8.08;;;1.5;;1
Q21;2024;210780144;CRF DIVIO DIJON;750721235;2400;8.08;;;1.5;;1
Q21;2024;210780144;CRF DIVIO DIJON;750721235;9999;8.08;;;1.5;;1
Q21;2024;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;2000;4.4;;;1;;
Q21;2024;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;2400;4.4;;;1;;
Q21;2024;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;9999;4.4;;;1;;
Q21;2024;210780292;CLINIQUE SSR LES ROSIERS;210000105;2000;9.72;;;1;;
Q21;2024;210780292;CLINIQUE SSR LES ROSIERS;210000105;2400;9.72;;;1;;
Q21;2024;210780292;CLINIQUE SSR LES ROSIERS;210000105;9999;9.72;;;1;;
Q21;2024;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210013041;2000;0.85;;;0.17;;
Q21;2024;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210013041;2200;0.85;;;0.17;;
Q21;2024;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210013041;9999;0.85;;;0.17;;
Q21;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;2000;3.37;;;4;;84
Q21;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;2100;2.37;;;3;;84
Q21;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;2300;1;;;1;;
Q21;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;9999;3.37;;;4;;84
Q21;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;2000;18.2;1.8;0;15.2;0;
Q21;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;2100;13.8;1.8;0;12.4;0;
Q21;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;2400;3.5;0;0;2.8;0;
Q21;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;2500;0.9;0;0;0;0;
Q21;2024;210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;9999;18.2;1.8;0;15.2;0;
Q21;2024;210986360;DIALYSE DIJON GAFFAREL;210012290;2000;0.67;;;;;
Q21;2024;210986360;DIALYSE DIJON GAFFAREL;210012290;2100;0.67;;;;;
Q21;2024;210986360;DIALYSE DIJON GAFFAREL;210012290;9999;0.67;;;;;
Q21;2024;210986741;SSR JOUVENCE READAPTATION;210986733;2000;3.3;;;;;1
Q21;2024;210986741;SSR JOUVENCE READAPTATION;210986733;2400;3.3;;;;;1
Q21;2024;210986741;SSR JOUVENCE READAPTATION;210986733;9999;3.3;;;;;1
Q21;2024;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;2000;4.75;;;2;;
Q21;2024;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;2400;4.75;;;2;;
Q21;2024;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;9999;4.75;;;2;;
Q21;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;1000;17.3;2.6;1.5;0.9;0;0
