date,service,admissions,duree_moyenne,cout_total,cas_graves
2024-06-22,Urgences,157,1.6178343949044587,752647.54,41
2024-06-23,Cardiologie,56,4.857142857142857,391907.64,12
2024-06-23,Maladies Infectieuses,34,5.823529411764706,270123.33999999997,11
2024-06-23,Neurologie,25,7.88,248324.94,7
2024-06-23,Pédiatrie,22,2.590909090909091,134522.75,5
2024-06-23,Réanimation,25,9.2,184340.21,5
2024-06-23,Urgences,135,1.5851851851851853,700507.25,39
2024-06-24,Cardiologie,44,4.75,263659.39,12
2024-06-24,Maladies Infectieuses,21,5.380952380952381,143871.39,4
2024-06-24,Neurologie,37,8.216216216216216,280258.1,4
2024-06-24,Pédiatrie,42,3.0714285714285716,188789.65,10
2024-06-24,Réanimation,23,11.869565217391305,229545.52,7
2024-06-24,Urgences,156,1.4871794871794872,768810.1,40
2024-06-25,Cardiologie,47,6.48936170212766,515769.3,14
2024-06-25,Maladies Infectieuses,41,6.048780487804878,278640.25,9
2024-06-25,Neurologie,47,8.297872340425531,452390.57999999996,12
2024-06-25,Pédiatrie,35,2.342857142857143,120571.06,6
2024-06-25,Réanimation,28,12.678571428571429,290426.3,6
2024-06-25,Urgences,144,1.4791666666666667,620235.81,34
2024-06-26,Cardiologie,48,4.5,234093.68,6
2024-06-26,Maladies Infectieuses,29,5.379310344827586,158480.64,6
2024-06-26,Neurologie,30,7.233333333333333,263478.84,8
2024-06-26,Pédiatrie,26,3.769230769230769,214908.4,8
2024-06-26,Réanimation,31,12.516129032258064,493471.7,11
2024-06-26,Urgences,148,1.4932432432432432,649807.59,29
2024-06-27,Cardiologie,45,6.044444444444444,383976.55,18
2024-06-27,Maladies Infectieuses,40,6.575,247364.2,11
2024-06-27,Neurologie,44,7.431818181818182,439119.08,10
2024-06-27,Pédiatrie,40,2.4,200262.36000000002,7
2024-06-27,Réanimation,38,10.210526315789474,397645.71,10
2024-06-27,Urgences,142,1.6056338028169015,725094.51,47
2024-06-28,Cardiologie,55,5.509090909090909,385812.26,15
2024-06-28,Maladies Infectieuses,38,7.605263157894737,440079.06,13
2024-06-28,Neurologie,44,7.295454545454546,562342.85,13
2024-06-28,Pédiatrie,40,2.95,224321.09,10
2024-06-28,Réanimation,32,8.0625,292743.31,6
2024-06-28,Urgences,162,1.4506172839506173,813387.22,38
2024-06-29,Cardiologie,47,5.9361702127659575,391779.99,13
2024-06-29,Maladies Infectieuses,22,7.2727272727272725,203010.75,7
2024-06-29,Neurologie,44,7.840909090909091,475675.94,15
2024-06-29,Pédiatrie,28,2.5357142857142856,153360.95,4
2024-06-29,Réanimation,33,12.393939393939394,339196.43,6
2024-06-29,Urgences,160,1.475,778980.03,46
2024-06-30,Cardiologie,40,4.2,155180.78,5
2024-06-30,Maladies Infectieuses,24,7.041666666666667,165023.88,7
2024-06-30,Neurologie,24,6.416666666666667,220888.34,6
2024-06-30,Pédiatrie,24,2.9583333333333335,178571.91,8
2024-06-30,Réanimation,18,12.055555555555555,132278.36,4
2024-06-30,Urgences,98,1.6020408163265305,519409.07,25
2024-07-01,Cardiologie,38,5.184210526315789,210908.53,11
2024-07-01,Maladies Infectieuses,33,6.151515151515151,219154.17,8
2024-07-01,Neurologie,36,8.444444444444445,466359.52999999997,13
2024-07-01,Pédiatrie,27,3.074074074074074,205084.08,8
2024-07-01,Réanimation,16,9.875,134296.98,5
2024-07-01,Urgences,130,1.4153846153846155,643675.94,32
2024-07-02,Cardiologie,57,5.298245614035087,293257.05,11
2024-07-02,Maladies Infectieuses,31,6.0,201620.34,11
2024-07-02,Neurologie,35,7.6,362526.36,8
2024-07-02,Pédiatrie,48,3.0625,197920.26,8
2024-07-02,Réanimation,23,10.0,220076.14,3
2024-07-02,Urgences,158,1.5696202531645569,681646.96,37
2024-07-03,Cardiologie,48,5.0625,337929.25,17
2024-07-03,Maladies Infectieuses,30,7.9,248055.2,7
2024-07-03,Neurologie,36,7.194444444444445,252406.63,10
2024-07-03,Pédiatrie,27,2.074074074074074,102023.78,5
2024-07-03,Réanimation,21,9.523809523809524,203119.99,7
2024-07-03,Urgences,142,1.5352112676056338,671067.63,34
2024-07-04,Cardiologie,53,5.30188679245283,275486.08,9
2024-07-04,Maladies Infectieuses,30,4.866666666666666,164741.57,4
2024-07-04,Neurologie,29,7.275862068965517,272756.05,5
2024-07-04,Pédiatrie,29,2.9655172413793105,148642.12,6
2024-07-04,Réanimation,28,8.535714285714286,301513.41,5
2024-07-04,Urgences,123,1.6341463414634145,643541.92,31
2024-07-05,Cardiologie,41,5.780487804878049,358103.72000000003,10
2024-07-05,Maladies Infectieuses,32,7.75,300242.1,8
2024-07-05,Neurologie,48,6.541666666666667,284385.66,7
2024-07-05,Pédiatrie,22,1.7272727272727273,77627.67,3
2024-07-05,Réanimation,16,10.5625,217980.47999999998,3
2024-07-05,Urgences,122,1.6557377049180328,711860.3099999999,39
2024-07-06,Cardiologie,53,5.0754716981132075,383653.53,14
2024-07-06,Maladies Infectieuses,41,5.7560975609756095,288005.85,11
2024-07-06,Neurologie,38,7.605263157894737,273688.61,7
2024-07-06,Pédiatrie,48,2.1875,254194.02,8
2024-07-06,Réanimation,23,11.565217391304348,212500.92,8
2024-07-06,Urgences,132,1.5757575757575757,601163.96,34
2024-07-07,Cardiologie,33,6.787878787878788,330449.46,10
2024-07-07,Maladies Infectieuses,27,5.37037037037037,115658.41,4
2024-07-07,Neurologie,24,7.916666666666667,179116.12,5
2024-07-07,Pédiatrie,27,2.8518518518518516,134667.82,7
2024-07-07,Réanimation,23,10.956521739130435,241377.36,8
2024-07-07,Urgences,112,1.4553571428571428,467524.55,32
2024-07-08,Cardiologie,54,5.333333333333333,332143.52999999997,16
2024-07-08,Maladies Infectieuses,29,7.620689655172414,240903.59,9
2024-07-08,Neurologie,42,8.642857142857142,336282.76,12
2024-07-08,Pédiatrie,41,2.4390243902439024,176280.09,7
2024-07-08,Réanimation,21,8.952380952380953,146300.27,7
2024-07-08,Urgences,156,1.5064102564102564,621335.93,33
2024-07-09,Cardiologie,30,5.266666666666667,178201.73,7
2024-07-09,Maladies Infectieuses,33,4.878787878787879,193304.66,7
2024-07-09,Neurologie,27,8.444444444444445,197268.63,7
2024-07-09,Pédiatrie,30,2.2333333333333334,141298.57,8
2024-07-09,Réanimation,28,14.857142857142858,429205.89,14
2024-07-09,Urgences,135,1.6,690605.86,43
2024-07-10,Cardiologie,62,5.290322580645161,418086.3,11
2024-07-10,Maladies Infectieuses,34,5.352941176470588,221932.78,6
2024-07-10,Neurologie,48,6.395833333333333,251567.32,8
2024-07-10,Pédiatrie,26,2.923076923076923,106482.87,6
2024-07-10,Réanimation,20,12.5,153524.85,5
2024-07-10,Urgences,156,1.6217948717948718,769792.25,39
2024-07-11,Cardiologie,52,4.846153846153846,274677.33,11
2024-07-11,Maladies Infectieuses,31,6.225806451612903,292605.97000000003,6
2024-07-11,Neurologie,39,5.9743589743589745,191139.51,6
2024-07-11,Pédiatrie,33,3.757575757575758,249404.49,6
2024-07-11,Réanimation,26,9.23076923076923,155582.1,4
2024-07-11,Urgences,146,1.5068493150684932,719766.22,41
2024-07-12,Cardiologie,39,5.17948717948718,214779.11000000002,11
2024-07-12,Maladies Infectieuses,26,3.5384615384615383,84087.38,2
2024-07-12,Neurologie,41,7.0,302964.4,10
2024-07-12,Pédiatrie,39,2.58974358974359,174273.06,9
2024-07-12,Réanimation,21,10.523809523809524,246380.45,3
2024-07-12,Urgences,144,1.4652777777777777,665345.1,39
2024-07-13,Cardiologie,49,5.142857142857143,301838.07,14
2024-07-13,Maladies Infectieuses,33,7.575757575757576,269390.18,9
2024-07-13,Neurologie,35,6.0,166739.54,5
2024-07-13,Pédiatrie,33,2.5757575757575757,225731.57,13
2024-07-13,Réanimation,31,10.67741935483871,289397.16000000003,11
2024-07-13,Urgences,136,1.6176470588235294,708247.05,36
2024-07-14,Cardiologie,40,4.2,179953.47,5
2024-07-14,Maladies Infectieuses,29,4.482758620689655,163645.74,8
2024-07-14,Neurologie,39,5.717948717948718,253115.72,6
2024-07-14,Pédiatrie,38,3.3947368421052633,222613.85,13
2024-07-14,Réanimation,25,10.92,273429.39,5
2024-07-14,Urgences,142,1.619718309859155,718792.17,43
2024-07-15,Cardiologie,62,5.693548387096774,463630.87,16
2024-07-15,Maladies Infectieuses,31,7.67741935483871,380148.91000000003,10
2024-07-15,Neurologie,60,7.9,589430.1,24
2024-07-15,Pédiatrie,39,3.128205128205128,263677.44,11
2024-07-15,Réanimation,28,7.678571428571429,137674.35,3
2024-07-15,Urgences,184,1.641304347826087,1130416.52,58
2024-07-16,Cardiologie,50,5.2,392403.11,12
2024-07-16,Maladies Infectieuses,34,5.235294117647059,235031.7,8
2024-07-16,Neurologie,40,6.9,248327.1,8
2024-07-16,Pédiatrie,18,2.5555555555555554,95987.08,5
2024-07-16,Réanimation,18,7.888888888888889,117785.96,3
2024-07-16,Urgences,125,1.304,454165.85,23
2024-07-17,Cardiologie,65,5.3076923076923075,300833.84,13
2024-07-17,Maladies Infectieuses,32,5.875,222536.42,7
2024-07-17,Neurologie,39,5.641025641025641,255694.39,9
2024-07-17,Pédiatrie,31,2.2580645161290325,109048.25,7
2024-07-17,Réanimation,30,9.933333333333334,181478.2,5
2024-07-17,Urgences,171,1.590643274853801,851318.22,46
2024-07-18,Cardiologie,54,5.7592592592592595,340251.84,11
2024-07-18,Maladies Infectieuses,10,4.4,46268.229999999996,2
2024-07-18,Neurologie,50,7.52,293280.98,10
2024-07-18,Pédiatrie,9,2.2222222222222223,22206.46,0
2024-07-18,Réanimation,8,12.625,71073.04,2
2024-07-18,Urgences,194,1.577319587628866,898763.45,48
2024-07-19,Cardiologie,98,5.459183673469388,764595.52,26
2024-07-19,Maladies Infectieuses,17,7.588235294117647,129725.84,7
2024-07-19,Neurologie,93,8.075268817204302,844218.09,21
2024-07-19,Pédiatrie,18,3.0555555555555554,105157.92,4
2024-07-19,Réanimation,18,11.944444444444445,181029.28,5
2024-07-19,Urgences,336,1.5714285714285714,1692396.97,96
2024-07-20,Cardiologie,72,4.75,371026.3,13
2024-07-20,Maladies Infectieuses,11,4.818181818181818,57440.46,2
2024-07-20,Neurologie,69,7.72463768115942,625666.34,25
2024-07-20,Pédiatrie,24,2.5833333333333335,96347.8,6
2024-07-20,Réanimation,4,12.25,29105.62,0
2024-07-20,Urgences,250,1.492,1128555.09,52
2024-07-21,Cardiologie,63,5.0,543243.43,14
2024-07-21,Maladies Infectieuses,11,6.909090909090909,120029.61,2
2024-07-21,Neurologie,56,8.071428571428571,475628.99,13
2024-07-21,Pédiatrie,15,3.2666666666666666,126884.48,6
2024-07-21,Réanimation,5,11.4,112874.21999999999,1
2024-07-21,Urgences,244,1.4754098360655739,1022910.56,65
2024-07-22,Cardiologie,81,5.135802469135802,589245.64,21
2024-07-22,Maladies Infectieuses,17,7.823529411764706,145262.94999999998,4
2024-07-22,Neurologie,77,7.259740259740259,646457.71,16
2024-07-22,Pédiatrie,15,3.2666666666666666,88454.99,2
2024-07-22,Réanimation,21,14.19047619047619,299906.01,6
2024-07-22,Urgences,256,1.46484375,944128.22,54
2024-07-23,Cardiologie,68,5.0,535462.63,19
2024-07-23,Maladies Infectieuses,10,6.0,56098.14,3
2024-07-23,Neurologie,59,6.423728813559322,332628.21,13
2024-07-23,Pédiatrie,15,3.066666666666667,114049.97,3
2024-07-23,Réanimation,12,15.5,262021.57,8
2024-07-23,Urgences,216,1.5925925925925926,1053266.35,56
2024-07-24,Cardiologie,83,4.0843373493975905,405146.14,13
2024-07-24,Maladies Infectieuses,11,5.545454545454546,56040.200000000004,3
2024-07-24,Neurologie,45,6.444444444444445,252781.75,9
2024-07-24,Pédiatrie,17,2.6470588235294117,51741.53,2
2024-07-24,Réanimation,4,20.25,108901.02,2
2024-07-24,Urgences,216,1.4953703703703705,896993.88,53
2024-07-25,Cardiologie,79,5.139240506329114,598347.87,18
2024-07-25,Maladies Infectieuses,12,6.583333333333333,70643.63,4
2024-07-25,Neurologie,54,6.388888888888889,293331.0,9
2024-07-25,Pédiatrie,11,4.7272727272727275,87495.29,4
2024-07-25,Réanimation,7,19.714285714285715,246966.25999999998,3
2024-07-25,Urgences,214,1.602803738317757,1024734.87,57
2024-07-26,Cardiologie,44,4.931818181818182,308032.99,12
2024-07-26,Maladies Infectieuses,32,4.625,161579.98,8
2024-07-26,Neurologie,37,7.1891891891891895,290242.14,11
2024-07-26,Pédiatrie,24,3.8333333333333335,131197.18,9
2024-07-26,Réanimation,25,10.48,232019.21,7
2024-07-26,Urgences,145,1.5586206896551724,685443.49,35
2024-07-27,Cardiologie,43,4.837209302325581,264893.29,10
2024-07-27,Maladies Infectieuses,37,7.243243243243243,310859.11,10
2024-07-27,Neurologie,29,10.03448275862069,301575.74,8
2024-07-27,Pédiatrie,25,2.84,145024.79,7
2024-07-27,Réanimation,16,12.125,120139.25,3
2024-07-27,Urgences,125,1.576,607762.79,36
2024-07-28,Cardiologie,51,5.7254901960784315,403463.08,10
2024-07-28,Maladies Infectieuses,33,5.757575757575758,209913.93,7
2024-07-28,Neurologie,42,9.857142857142858,496866.64,14
2024-07-28,Pédiatrie,29,3.7586206896551726,160304.69,6
2024-07-28,Réanimation,17,11.529411764705882,183523.86,4
2024-07-28,Urgences,141,1.49645390070922,776034.71,39
2024-07-29,Cardiologie,52,4.115384615384615,210859.47,8
2024-07-29,Maladies Infectieuses,36,6.5,211686.94,7
2024-07-29,Neurologie,42,7.761904761904762,442244.43,10
2024-07-29,Pédiatrie,38,2.9210526315789473,249088.65,11
2024-07-29,Réanimation,30,11.0,494952.85,9
2024-07-29,Urgences,154,1.3246753246753247,538568.72,26
2024-07-30,Cardiologie,34,5.205882352941177,291395.21,11
2024-07-30,Maladies Infectieuses,27,6.814814814814815,192999.5,9
2024-07-30,Neurologie,34,7.588235294117647,376987.18,10
2024-07-30,Pédiatrie,27,2.5185185185185186,121893.34,5
2024-07-30,Réanimation,28,12.75,330469.3,7
2024-07-30,Urgences,140,1.55,548593.72,27
2024-07-31,Cardiologie,34,5.617647058823529,224094.43,10
2024-07-31,Maladies Infectieuses,31,5.67741935483871,233566.34,7
2024-07-31,Neurologie,28,6.214285714285714,244663.75,8
2024-07-31,Pédiatrie,38,2.8157894736842106,204973.15,9
2024-07-31,Réanimation,18,10.61111111111111,281318.97,8
2024-07-31,Urgences,137,1.4817518248175183,726068.86,38
2024-08-01,Cardiologie,33,6.757575757575758,387360.33,12
2024-08-01,Maladies Infectieuses,17,6.588235294117647,102856.08,4
2024-08-01,Neurologie,32,6.71875,158872.93,5
2024-08-01,Pédiatrie,26,3.269230769230769,121717.45999999999,8
2024-08-01,Réanimation,11,8.454545454545455,45725.91,1
2024-08-01,Urgences,117,1.4957264957264957,483779.93,30
2024-08-02,Cardiologie,39,4.641025641025641,151374.65,5
2024-08-02,Maladies Infectieuses,31,5.161290322580645,175449.75,8
2024-08-02,Neurologie,35,6.228571428571429,171835.13999999998,6
2024-08-02,Pédiatrie,30,3.033333333333333,185887.21,10
2024-08-02,Réanimation,28,10.571428571428571,240872.66,8
2024-08-02,Urgences,141,1.7234042553191489,866753.11,46
2024-08-03,Cardiologie,44,5.590909090909091,393121.94,12
2024-08-03,Maladies Infectieuses,33,7.515151515151516,307224.82,12
2024-08-03,Neurologie,47,8.76595744680851,477318.72,16
2024-08-03,Pédiatrie,34,2.911764705882353,170860.11,9
2024-08-03,Réanimation,23,8.478260869565217,222854.5,7
2024-08-03,Urgences,133,1.6240601503759398,766219.47,34
2024-08-04,Cardiologie,34,5.764705882352941,219033.04,9
2024-08-04,Maladies Infectieuses,23,6.478260869565218,179521.56,3
2024-08-04,Neurologie,31,7.193548387096774,169882.6,5
2024-08-04,Pédiatrie,20,3.5,123920.85,6
2024-08-04,Réanimation,18,14.333333333333334,274778.37,6
2024-08-04,Urgences,122,1.3442622950819672,475121.26999999996,24
2024-08-05,Cardiologie,63,4.9523809523809526,377491.56,14
2024-08-05,Maladies Infectieuses,32,6.84375,248048.08000000002,8
2024-08-05,Neurologie,44,5.840909090909091,244137.07,8
2024-08-05,Pédiatrie,34,3.0588235294117645,118017.32,5
2024-08-05,Réanimation,29,13.068965517241379,586263.64,8
2024-08-05,Urgences,144,1.5625,663993.17,38
2024-08-06,Cardiologie,51,4.803921568627451,262879.98,14
2024-08-06,Maladies Infectieuses,32,7.1875,246576.47,11
2024-08-06,Neurologie,32,6.5,298608.23,8
2024-08-06,Pédiatrie,31,2.870967741935484,153909.16,6
2024-08-06,Réanimation,31,11.96774193548387,236736.57,6
2024-08-06,Urgences,130,1.5538461538461539,697958.24,37
2024-08-07,Cardiologie,30,6.066666666666666,336994.24,8
2024-08-07,Maladies Infectieuses,27,7.444444444444445,205132.77,8
2024-08-07,Neurologie,27,6.925925925925926,171503.41,5
2024-08-07,Pédiatrie,33,2.3636363636363638,146339.09,3
2024-08-07,Réanimation,17,11.941176470588236,186436.84,7
2024-08-07,Urgences,120,1.4833333333333334,541854.87,32
2024-08-08,Cardiologie,51,4.392156862745098,429752.39,14
2024-08-08,Maladies Infectieuses,20,5.05,103129.20999999999,4
2024-08-08,Neurologie,29,8.862068965517242,251006.52,6
2024-08-08,Pédiatrie,21,2.857142857142857,99666.15,6
2024-08-08,Réanimation,26,10.538461538461538,289000.3,8
2024-08-08,Urgences,119,1.4621848739495797,490139.99,24
2024-08-09,Cardiologie,35,5.914285714285715,276507.93,11
2024-08-09,Maladies Infectieuses,31,6.096774193548387,177959.88,6
2024-08-09,Neurologie,24,7.5,167444.34,6
2024-08-09,Pédiatrie,24,2.7916666666666665,143282.36,8
2024-08-09,Réanimation,23,10.304347826086957,303073.36,9
2024-08-09,Urgences,107,1.6261682242990654,557534.86,31
2024-08-10,Cardiologie,31,3.967741935483871,104934.13,2
2024-08-10,Maladies Infectieuses,30,6.133333333333334,163326.09,5
2024-08-10,Neurologie,24,6.625,151575.12,7
2024-08-10,Pédiatrie,20,2.5,68546.05,5
2024-08-10,Réanimation,20,8.75,109278.25,4
2024-08-10,Urgences,113,1.4867256637168142,558545.59,28
2024-08-11,Cardiologie,37,5.918918918918919,275637.44,9
2024-08-11,Maladies Infectieuses,28,6.571428571428571,216726.84,10
2024-08-11,Neurologie,24,8.625,211819.37,8
2024-08-11,Pédiatrie,28,2.2857142857142856,90654.32,4
2024-08-11,Réanimation,18,11.833333333333334,153804.88,4
2024-08-11,Urgences,122,1.5655737704918034,542407.48,23
2024-08-12,Cardiologie,36,4.972222222222222,223620.38,9
2024-08-12,Maladies Infectieuses,20,6.25,154411.01,7
2024-08-12,Neurologie,50,8.12,576041.13,17
2024-08-12,Pédiatrie,40,3.85,247766.5,15
2024-08-12,Réanimation,29,9.655172413793103,240390.58,8
2024-08-12,Urgences,156,1.5192307692307692,646916.02,34
2024-08-13,Cardiologie,36,6.555555555555555,423070.08,13
2024-08-13,Maladies Infectieuses,25,5.96,244911.69,9
2024-08-13,Neurologie,47,7.638297872340425,342539.94,12
2024-08-13,Pédiatrie,27,3.4814814814814814,214335.63,7
2024-08-13,Réanimation,25,11.48,289838.94,6
2024-08-13,Urgences,116,1.3448275862068966,496449.71,25
2024-08-14,Cardiologie,47,5.48936170212766,308910.49,17
2024-08-14,Maladies Infectieuses,31,4.645161290322581,220402.75,6
2024-08-14,Neurologie,39,7.641025641025641,320127.17,9
2024-08-14,Pédiatrie,33,2.696969696969697,199527.16999999998,12
2024-08-14,Réanimation,19,9.631578947368421,130805.14,4
2024-08-14,Urgences,122,1.5,481259.24,29
2024-08-15,Cardiologie,47,4.680851063829787,327029.16000000003,14
2024-08-15,Maladies Infectieuses,35,6.514285714285714,252630.35,10
2024-08-15,Neurologie,44,6.909090909090909,346785.14,13
2024-08-15,Pédiatrie,31,2.967741935483871,193840.76,12
2024-08-15,Réanimation,24,6.708333333333333,99107.01,3
2024-08-15,Urgences,141,1.6312056737588652,736223.27,36
2024-08-16,Cardiologie,54,4.87037037037037,316301.02,13
2024-08-16,Maladies Infectieuses,31,6.258064516129032,221444.47,7
2024-08-16,Neurologie,32,8.5,308010.73,11
2024-08-16,Pédiatrie,33,2.5757575757575757,142878.22,4
2024-08-16,Réanimation,19,15.736842105263158,276811.28,5
2024-08-16,Urgences,138,1.5434782608695652,589372.03,30
2024-08-17,Cardiologie,36,4.944444444444445,345739.14,12
2024-08-17,Maladies Infectieuses,27,6.925925925925926,241520.93,8
2024-08-17,Neurologie,29,9.172413793103448,260213.26,12
2024-08-17,Pédiatrie,24,2.625,133825.35,6
2024-08-17,Réanimation,18,11.38888888888889,275572.49,5
2024-08-17,Urgences,135,1.4444444444444444,616488.59,26
2024-08-18,Cardiologie,37,4.756756756756757,208859.77,9
2024-08-18,Maladies Infectieuses,27,7.296296296296297,248303.51,5
2024-08-18,Neurologie,33,7.212121212121212,271139.98,9
2024-08-18,Pédiatrie,24,4.875,263089.29,5
2024-08-18,Réanimation,20,8.85,161463.36,6
2024-08-18,Urgences,108,1.5277777777777777,449788.13,26
2024-08-19,Cardiologie,60,5.483333333333333,631674.52,21
2024-08-19,Maladies Infectieuses,36,5.305555555555555,193174.87,7
2024-08-19,Neurologie,30,6.866666666666666,266629.73,6
2024-08-19,Pédiatrie,32,3.21875,161550.38999999998,7
2024-08-19,Réanimation,23,11.26086956521739,149265.85,4
2024-08-19,Urgences,135,1.614814814814815,665567.45,43
2024-08-20,Cardiologie,28,4.892857142857143,233065.85,7
2024-08-20,Maladies Infectieuses,23,7.304347826086956,199332.08000000002,9
2024-08-20,Neurologie,30,7.033333333333333,195471.73,6
2024-08-20,Pédiatrie,34,3.3823529411764706,158219.73,8
2024-08-20,Réanimation,26,9.115384615384615,195190.41,8
2024-08-20,Urgences,117,1.5213675213675213,611818.45,31
2024-08-21,Cardiologie,43,4.744186046511628,321569.74,12
2024-08-21,Maladies Infectieuses,28,5.857142857142857,206358.87,7
2024-08-21,Neurologie,33,7.787878787878788,262667.99,10
2024-08-21,Pédiatrie,21,3.6666666666666665,116991.97,5
2024-08-21,Réanimation,21,10.761904761904763,278020.07,8
2024-08-21,Urgences,142,1.3943661971830985,578039.12,29
2024-08-22,Cardiologie,45,4.8,253036.02,9
2024-08-22,Maladies Infectieuses,24,7.125,290257.47000000003,9
2024-08-22,Neurologie,33,8.0,323372.35,11
2024-08-22,Pédiatrie,29,3.413793103448276,150410.48,7
2024-08-22,Réanimation,25,11.8,341493.94,7
2024-08-22,Urgences,108,1.4166666666666667,425550.94,25
2024-08-23,Cardiologie,27,5.0,185963.59,6
2024-08-23,Maladies Infectieuses,21,5.857142857142857,153345.04,5
2024-08-23,Neurologie,47,6.617021276595745,311384.01,11
2024-08-23,Pédiatrie,20,2.65,77903.23,4
2024-08-23,Réanimation,20,9.9,235237.26,6
2024-08-23,Urgences,132,1.6742424242424243,722500.08,40
2024-08-24,Cardiologie,49,5.040816326530612,359996.48,12
2024-08-24,Maladies Infectieuses,25,5.44,130265.63,6
2024-08-24,Neurologie,36,8.222222222222221,362180.06,13
2024-08-24,Pédiatrie,19,2.9473684210526314,103717.11,2
2024-08-24,Réanimation,27,10.777777777777779,303951.69,8
2024-08-24,Urgences,122,1.7704918032786885,629726.45,36
2024-08-25,Cardiologie,46,5.565217391304348,378266.14,14
2024-08-25,Maladies Infectieuses,14,6.214285714285714,85914.81999999999,5
2024-08-25,Neurologie,25,6.2,183089.02,6
2024-08-25,Pédiatrie,21,2.380952380952381,67592.65,3
2024-08-25,Réanimation,23,9.73913043478261,198455.38999999998,4
2024-08-25,Urgences,100,1.55,580616.61,27
2024-08-26,Cardiologie,60,5.9,495155.81,19
2024-08-26,Maladies Infectieuses,29,5.862068965517241,176302.85,9
2024-08-26,Neurologie,38,7.0,206091.01,6
2024-08-26,Pédiatrie,30,3.8666666666666667,154394.78,6
2024-08-26,Réanimation,20,9.6,137198.19,2
2024-08-26,Urgences,145,1.5517241379310345,789954.22,40
2024-08-27,Cardiologie,44,4.681818181818182,320326.66,7
2024-08-27,Maladies Infectieuses,25,6.24,197845.75,6
2024-08-27,Neurologie,35,7.257142857142857,262211.18,6
2024-08-27,Pédiatrie,24,3.875,164536.06,7
2024-08-27,Réanimation,21,12.238095238095237,165274.34,5
2024-08-27,Urgences,131,1.5954198473282444,652498.3,36
2024-08-28,Cardiologie,50,6.0,308655.52,13
2024-08-28,Maladies Infectieuses,31,5.451612903225806,266520.18,9
2024-08-28,Neurologie,43,6.790697674418604,290064.49,10
2024-08-28,Pédiatrie,43,2.8372093023255816,242255.36000000002,14
2024-08-28,Réanimation,25,11.4,229661.41,8
2024-08-28,Urgences,129,1.550387596899225,626418.45,32
2024-08-29,Cardiologie,39,4.666666666666667,245492.46,7
2024-08-29,Maladies Infectieuses,24,4.791666666666667,85963.37,2
2024-08-29,Neurologie,30,7.266666666666667,225071.54,7
2024-08-29,Pédiatrie,36,2.6944444444444446,141470.43,7
2024-08-29,Réanimation,23,10.826086956521738,196541.12,6
2024-08-29,Urgences,133,1.5488721804511278,609779.82,28
2024-08-30,Cardiologie,53,5.622641509433962,356331.35000000003,13
2024-08-30,Maladies Infectieuses,33,6.151515151515151,206170.24,7
2024-08-30,Neurologie,45,9.066666666666666,485362.44,17
2024-08-30,Pédiatrie,27,3.4444444444444446,134850.51,8
2024-08-30,Réanimation,31,10.35483870967742,250563.45,6
2024-08-30,Urgences,133,1.5789473684210527,649899.45,39
2024-08-31,Cardiologie,33,4.606060606060606,132448.06,4
2024-08-31,Maladies Infectieuses,27,6.444444444444445,208595.65,6
2024-08-31,Neurologie,28,7.928571428571429,315498.3,10
2024-08-31,Pédiatrie,14,2.857142857142857,69809.3,3
2024-08-31,Réanimation,18,10.61111111111111,123450.84,5
2024-08-31,Urgences,107,1.514018691588785,503340.1,22
2024-09-01,Cardiologie,41,4.048780487804878,266272.4,10
2024-09-01,Maladies Infectieuses,26,5.5,249154.27000000002,8
2024-09-01,Neurologie,37,6.72972972972973,308710.83,10
2024-09-01,Pédiatrie,28,2.5,105447.57,6
2024-09-01,Réanimation,38,9.868421052631579,410525.35000000003,7
2024-09-01,Urgences,165,1.5757575757575757,830251.15,46
2024-09-02,Cardiologie,54,5.481481481481482,416339.49,10
2024-09-02,Maladies Infectieuses,32,6.84375,258381.46,10
2024-09-02,Neurologie,23,9.91304347826087,225310.52,9
2024-09-02,Pédiatrie,30,2.2666666666666666,201585.58000000002,8
2024-09-02,Réanimation,23,11.304347826086957,291886.3,8
2024-09-02,Urgences,141,1.4539007092198581,518485.23,29
2024-09-03,Cardiologie,47,4.8936170212765955,302726.08999999997,8
2024-09-03,Maladies Infectieuses,34,6.235294117647059,312494.64,12
2024-09-03,Neurologie,36,9.583333333333334,546298.09,16
2024-09-03,Pédiatrie,33,2.6666666666666665,157828.44,11
2024-09-03,Réanimation,32,11.5625,495157.87,8
2024-09-03,Urgences,172,1.5813953488372092,810927.65,39
2024-09-04,Cardiologie,55,5.890909090909091,487272.51,20
2024-09-04,Maladies Infectieuses,45,7.2444444444444445,410039.26,10
2024-09-04,Neurologie,50,6.84,371855.62,12
2024-09-04,Pédiatrie,48,3.6458333333333335,299447.54,17
2024-09-04,Réanimation,32,9.5625,301751.62,5
2024-09-04,Urgences,147,1.489795918367347,630741.54,34
2024-09-05,Cardiologie,39,4.6923076923076925,247031.93,13
2024-09-05,Maladies Infectieuses,29,5.758620689655173,144934.39,7
2024-09-05,Neurologie,25,7.56,271425.45,8
2024-09-05,Pédiatrie,39,3.1794871794871793,236084.06,10
2024-09-05,Réanimation,31,11.64516129032258,404714.29000000004,9
2024-09-05,Urgences,140,1.4428571428571428,543827.45,26
2024-09-06,Cardiologie,52,4.5576923076923075,306284.06,13
2024-09-06,Maladies Infectieuses,31,7.290322580645161,234307.71,8
