date,service,lits_total,lits_occupes,lits_disponibles,taux_occupation,personnel_total,personnel_disponible,personnel_occupe
2020-10-04,Urgences,50,48,2,97.9,150,135,103
2020-10-04,Cardiologie,120,95,25,79.3,200,183,172
2020-10-04,Neurologie,100,65,35,65.3,180,169,150
2020-10-04,Maladies Infectieuses,80,49,31,61.9,140,129,91
2020-10-04,Pédiatrie,60,35,25,58.7,120,108,90
2020-10-04,Réanimation,104,86,18,83.5,312,277,205
2020-10-05,Urgences,50,44,6,88.4,150,129,110
2020-10-05,Cardiologie,120,90,30,75.4,200,171,157
2020-10-05,Neurologie,100,81,19,81.1,180,158,149
2020-10-05,Maladies Infectieuses,80,49,31,62.2,140,126,106
2020-10-05,Pédiatrie,60,33,27,55.8,120,110,90
2020-10-05,Réanimation,104,79,25,76.9,312,267,200
2020-10-06,Urgences,50,44,6,88.2,150,128,97
2020-10-06,Cardiologie,120,85,35,71.6,200,187,158
2020-10-06,Neurologie,100,66,34,66.4,180,153,133
2020-10-06,Maladies Infectieuses,80,48,32,61.1,140,119,93
2020-10-06,Pédiatrie,60,41,19,68.7,120,113,105
2020-10-06,Réanimation,104,87,17,83.7,312,288,204
2020-10-07,Urgences,50,54,0,108.2,150,141,112
2020-10-07,Cardiologie,120,95,25,79.5,200,183,145
2020-10-07,Neurologie,100,76,24,76.8,180,160,128
2020-10-07,Maladies Infectieuses,80,52,28,65.6,140,120,94
2020-10-07,Pédiatrie,60,38,22,63.8,120,102,78
2020-10-07,Réanimation,104,84,20,81.5,312,275,203
2020-10-08,Urgences,50,45,5,91.2,150,129,103
2020-10-08,Cardiologie,120,89,31,74.8,200,176,158
2020-10-08,Neurologie,100,62,38,62.2,180,156,137
2020-10-08,Maladies Infectieuses,80,54,26,68.6,140,128,103
2020-10-08,Pédiatrie,60,39,21,66.1,120,108,90
2020-10-08,Réanimation,104,88,16,85.1,312,288,238
2020-10-09,Urgences,50,45,5,91.4,150,140,98
2020-10-09,Cardiologie,120,81,39,67.5,200,175,141
2020-10-09,Neurologie,100,74,26,74.8,180,154,120
2020-10-09,Maladies Infectieuses,80,46,34,58.5,140,132,110
2020-10-09,Pédiatrie,60,37,23,63.1,120,110,83
2020-10-09,Réanimation,104,90,14,87.0,312,285,241
2020-10-10,Urgences,50,47,3,94.1,150,140,119
2020-10-10,Cardiologie,120,81,39,68.0,200,174,140
2020-10-10,Neurologie,100,63,37,63.9,180,170,131
2020-10-10,Maladies Infectieuses,80,46,34,57.6,140,132,110
2020-10-10,Pédiatrie,60,37,23,63.2,120,111,101
2020-10-10,Réanimation,104,92,12,88.5,312,286,245
2020-10-11,Urgences,50,47,3,94.4,150,130,121
2020-10-11,Cardiologie,120,94,26,78.4,200,183,166
2020-10-11,Neurologie,100,75,25,75.2,180,166,133
2020-10-11,Maladies Infectieuses,80,55,25,69.8,140,125,92
2020-10-11,Pédiatrie,60,34,26,57.3,120,102,79
2020-10-11,Réanimation,104,91,13,88.5,312,271,191
2020-10-12,Urgences,50,50,0,100.6,150,132,113
2020-10-12,Cardiologie,120,89,31,74.9,200,175,122
2020-10-12,Neurologie,100,68,32,68.5,180,154,135
2020-10-12,Maladies Infectieuses,80,53,27,67.3,140,131,103
2020-10-12,Pédiatrie,60,38,22,64.8,120,105,93
2020-10-12,Réanimation,104,89,15,85.7,312,288,212
2020-10-13,Urgences,50,42,8,84.3,150,128,112
2020-10-13,Cardiologie,120,76,44,64.0,200,173,127
2020-10-13,Neurologie,100,64,36,64.1,180,157,134
2020-10-13,Maladies Infectieuses,80,46,34,58.4,140,129,103
2020-10-13,Pédiatrie,60,42,18,70.5,120,112,93
2020-10-13,Réanimation,104,90,14,87.4,312,268,231
2020-10-14,Urgences,50,47,3,94.9,150,131,101
2020-10-14,Cardiologie,120,90,30,75.1,200,182,146
2020-10-14,Neurologie,100,71,29,71.3,180,160,116
2020-10-14,Maladies Infectieuses,80,54,26,68.5,140,126,89
2020-10-14,Pédiatrie,60,38,22,64.7,120,113,106
2020-10-14,Réanimation,104,87,17,84.2,312,284,230
2020-10-15,Urgences,50,55,0,110.0,150,135,98
2020-10-15,Cardiologie,120,116,4,97.5,200,173,140
2020-10-15,Neurologie,100,88,12,88.8,180,165,118
2020-10-15,Maladies Infectieuses,80,88,0,110.0,140,128,97
2020-10-15,Pédiatrie,60,42,18,71.4,120,107,94
2020-10-15,Réanimation,104,114,0,110.0,312,265,219
2020-10-16,Urgences,50,55,0,110.0,150,129,110
2020-10-16,Cardiologie,120,121,0,101.4,200,180,165
2020-10-16,Neurologie,100,94,6,94.6,180,154,141
2020-10-16,Maladies Infectieuses,80,88,0,110.0,140,123,112
2020-10-16,Pédiatrie,60,41,19,69.9,120,111,84
2020-10-16,Réanimation,104,114,0,110.0,312,283,253
2020-10-17,Urgences,50,55,0,110.0,150,132,118
2020-10-17,Cardiologie,120,126,0,105.6,200,173,139
2020-10-17,Neurologie,100,88,12,88.6,180,154,114
2020-10-17,Maladies Infectieuses,80,88,0,110.0,140,126,107
2020-10-17,Pédiatrie,60,43,17,73.2,120,108,83
2020-10-17,Réanimation,104,114,0,110.0,312,281,251
2020-10-18,Urgences,50,55,0,110.0,150,136,116
2020-10-18,Cardiologie,120,108,12,90.5,200,188,155
2020-10-18,Neurologie,100,92,8,92.6,180,162,152
2020-10-18,Maladies Infectieuses,80,88,0,110.0,140,121,101
2020-10-18,Pédiatrie,60,42,18,70.0,120,113,99
2020-10-18,Réanimation,104,114,0,110.0,312,266,243
2020-10-19,Urgences,50,55,0,110.0,150,141,133
2020-10-19,Cardiologie,120,117,3,97.7,200,170,142
2020-10-19,Neurologie,100,82,18,83.0,180,161,148
2020-10-19,Maladies Infectieuses,80,88,0,110.0,140,119,112
2020-10-19,Pédiatrie,60,44,16,74.4,120,112,84
2020-10-19,Réanimation,104,114,0,110.0,312,290,224
2020-10-20,Urgences,50,55,0,110.0,150,138,106
2020-10-20,Cardiologie,120,112,8,93.7,200,180,167
2020-10-20,Neurologie,100,86,14,86.8,180,157,132
2020-10-20,Maladies Infectieuses,80,88,0,110.0,140,124,105
2020-10-20,Pédiatrie,60,39,21,66.0,120,113,79
2020-10-20,Réanimation,104,114,0,110.0,312,292,256
2020-10-21,Urgences,50,55,0,110.0,150,128,117
2020-10-21,Cardiologie,120,109,11,91.3,200,187,140
2020-10-21,Neurologie,100,92,8,92.4,180,158,128
2020-10-21,Maladies Infectieuses,80,88,0,110.0,140,122,97
2020-10-21,Pédiatrie,60,52,8,87.4,120,108,98
2020-10-21,Réanimation,104,114,0,110.0,312,273,246
2020-10-22,Urgences,50,55,0,110.0,150,140,125
2020-10-22,Cardiologie,120,109,11,90.9,200,170,129
2020-10-22,Neurologie,100,88,12,88.8,180,168,150
2020-10-22,Maladies Infectieuses,80,88,0,110.0,140,127,103
2020-10-22,Pédiatrie,60,46,14,77.2,120,111,93
2020-10-22,Réanimation,104,114,0,110.0,312,288,236
2020-10-23,Urgences,50,55,0,110.0,150,134,101
2020-10-23,Cardiologie,120,112,8,94.0,200,175,142
2020-10-23,Neurologie,100,91,9,91.8,180,156,119
2020-10-23,Maladies Infectieuses,80,88,0,110.0,140,129,119
2020-10-23,Pédiatrie,60,44,16,74.2,120,105,92
2020-10-23,Réanimation,104,114,0,110.0,312,291,251
2020-10-24,Urgences,50,55,0,110.0,150,138,127
2020-10-24,Cardiologie,120,125,0,104.4,200,188,132
2020-10-24,Neurologie,100,89,11,89.6,180,167,145
2020-10-24,Maladies Infectieuses,80,88,0,110.0,140,123,92
2020-10-24,Pédiatrie,60,49,11,82.3,120,110,91
2020-10-24,Réanimation,104,114,0,110.0,312,280,204
2020-10-25,Urgences,50,55,0,110.0,150,129,116
2020-10-25,Cardiologie,120,106,14,89.1,200,184,161
2020-10-25,Neurologie,100,90,10,90.7,180,159,140
2020-10-25,Maladies Infectieuses,80,88,0,110.0,140,126,101
2020-10-25,Pédiatrie,60,43,17,71.8,120,112,104
2020-10-25,Réanimation,104,114,0,110.0,312,279,254
2020-10-26,Urgences,50,55,0,110.0,150,142,109
2020-10-26,Cardiologie,120,121,0,101.1,200,187,150
2020-10-26,Neurologie,100,86,14,86.8,180,164,127
2020-10-26,Maladies Infectieuses,80,88,0,110.0,140,131,118
2020-10-26,Pédiatrie,60,48,12,81.3,120,103,86
2020-10-26,Réanimation,104,114,0,110.0,312,290,208
2020-10-27,Urgences,50,55,0,110.0,150,138,125
2020-10-27,Cardiologie,120,107,13,89.2,200,180,160
2020-10-27,Neurologie,100,86,14,86.8,180,170,155
2020-10-27,Maladies Infectieuses,80,88,0,110.0,140,124,91
2020-10-27,Pédiatrie,60,41,19,69.2,120,106,86
2020-10-27,Réanimation,104,114,0,110.0,312,288,231
2020-10-28,Urgences,50,55,0,110.0,150,136,101
2020-10-28,Cardiologie,120,118,2,99.1,200,175,145
2020-10-28,Neurologie,100,95,5,95.1,180,158,138
2020-10-28,Maladies Infectieuses,80,88,0,110.0,140,123,113
2020-10-28,Pédiatrie,60,44,16,73.8,120,111,92
2020-10-28,Réanimation,104,114,0,110.0,312,292,228
2020-10-29,Urgences,50,55,0,110.0,150,132,115
2020-10-29,Cardiologie,120,113,7,94.9,200,188,166
2020-10-29,Neurologie,100,90,10,90.5,180,154,114
2020-10-29,Maladies Infectieuses,80,88,0,110.0,140,125,104
2020-10-29,Pédiatrie,60,47,13,79.1,120,106,91
2020-10-29,Réanimation,104,114,0,110.0,312,292,261
2020-10-30,Urgences,50,55,0,110.0,150,141,109
2020-10-30,Cardiologie,120,110,10,91.8,200,188,157
2020-10-30,Neurologie,100,97,3,97.7,180,158,138
2020-10-30,Maladies Infectieuses,80,88,0,110.0,140,126,115
2020-10-30,Pédiatrie,60,47,13,79.1,120,104,90
2020-10-30,Réanimation,104,114,0,110.0,312,290,258
2020-10-31,Urgences,50,55,0,110.0,150,138,103
2020-10-31,Cardiologie,120,113,7,94.3,200,182,128
2020-10-31,Neurologie,100,87,13,88.0,180,167,147
2020-10-31,Maladies Infectieuses,80,88,0,110.0,140,127,91
2020-10-31,Pédiatrie,60,50,10,84.2,120,106,97
2020-10-31,Réanimation,104,114,0,110.0,312,286,216
2020-11-01,Urgences,50,55,0,110.0,150,140,102
2020-11-01,Cardiologie,120,110,10,91.9,200,186,159
2020-11-01,Neurologie,100,86,14,86.2,180,155,109
2020-11-01,Maladies Infectieuses,80,88,0,110.0,140,120,91
2020-11-01,Pédiatrie,60,44,16,74.8,120,103,92
2020-11-01,Réanimation,104,114,0,110.0,312,269,217
2020-11-02,Urgences,50,55,0,110.0,150,139,114
2020-11-02,Cardiologie,120,112,8,94.1,200,177,157
2020-11-02,Neurologie,100,88,12,88.3,180,159,124
2020-11-02,Maladies Infectieuses,80,88,0,110.0,140,126,117
2020-11-02,Pédiatrie,60,45,15,76.3,120,111,84
2020-11-02,Réanimation,104,114,0,110.0,312,276,223
2020-11-03,Urgences,50,55,0,110.0,150,128,120
2020-11-03,Cardiologie,120,119,1,99.7,200,178,137
2020-11-03,Neurologie,100,85,15,85.8,180,162,127
2020-11-03,Maladies Infectieuses,80,88,0,110.0,140,127,107
2020-11-03,Pédiatrie,60,38,22,64.1,120,109,100
2020-11-03,Réanimation,104,114,0,110.0,312,287,203
2020-11-04,Urgences,50,55,0,110.0,150,139,103
2020-11-04,Cardiologie,120,115,5,95.9,200,171,154
2020-11-04,Neurologie,100,84,16,84.6,180,167,125
2020-11-04,Maladies Infectieuses,80,88,0,110.0,140,123,99
2020-11-04,Pédiatrie,60,41,19,70.0,120,110,102
2020-11-04,Réanimation,104,114,0,110.0,312,280,209
2020-11-05,Urgences,50,55,0,110.0,150,132,113
2020-11-05,Cardiologie,120,117,3,97.6,200,170,146
2020-11-05,Neurologie,100,90,10,90.0,180,157,128
2020-11-05,Maladies Infectieuses,80,88,0,110.0,140,127,119
2020-11-05,Pédiatrie,60,42,18,70.4,120,105,95
2020-11-05,Réanimation,104,114,0,110.0,312,274,201
2020-11-06,Urgences,50,55,0,110.0,150,141,121
2020-11-06,Cardiologie,120,109,11,91.4,200,184,137
2020-11-06,Neurologie,100,81,19,81.1,180,166,153
2020-11-06,Maladies Infectieuses,80,88,0,110.0,140,130,121
2020-11-06,Pédiatrie,60,42,18,70.4,120,103,91
2020-11-06,Réanimation,104,114,0,110.0,312,287,239
2020-11-07,Urgences,50,55,0,110.0,150,135,116
2020-11-07,Cardiologie,120,112,8,93.8,200,188,176
2020-11-07,Neurologie,100,93,7,93.9,180,153,134
2020-11-07,Maladies Infectieuses,80,88,0,110.0,140,121,98
2020-11-07,Pédiatrie,60,45,15,75.7,120,112,85
2020-11-07,Réanimation,104,114,0,110.0,312,265,239
2020-11-08,Urgences,50,55,0,110.0,150,142,121
2020-11-08,Cardiologie,120,108,12,90.2,200,172,151
2020-11-08,Neurologie,100,95,5,95.7,180,153,141
2020-11-08,Maladies Infectieuses,80,88,0,110.0,140,126,105
2020-11-08,Pédiatrie,60,44,16,74.7,120,106,95
2020-11-08,Réanimation,104,114,0,110.0,312,290,211
2020-11-09,Urgences,50,55,0,110.0,150,136,122
2020-11-09,Cardiologie,120,117,3,98.2,200,174,130
2020-11-09,Neurologie,100,91,9,91.8,180,165,133
2020-11-09,Maladies Infectieuses,80,88,0,110.0,140,127,104
2020-11-09,Pédiatrie,60,45,15,75.9,120,110,89
2020-11-09,Réanimation,104,114,0,110.0,312,285,224
2020-11-10,Urgences,50,55,0,110.0,150,138,126
2020-11-10,Cardiologie,120,106,14,88.4,200,189,142
2020-11-10,Neurologie,100,82,18,82.1,180,160,119
2020-11-10,Maladies Infectieuses,80,88,0,110.0,140,131,113
2020-11-10,Pédiatrie,60,39,21,65.0,120,109,96
2020-11-10,Réanimation,104,114,0,110.0,312,278,258
2020-11-11,Urgences,50,55,0,110.0,150,132,103
2020-11-11,Cardiologie,120,107,13,89.6,200,176,136
2020-11-11,Neurologie,100,98,2,98.1,180,154,121
2020-11-11,Maladies Infectieuses,80,88,0,110.0,140,129,119
2020-11-11,Pédiatrie,60,43,17,73.2,120,102,79
2020-11-11,Réanimation,104,114,0,110.0,312,292,235
2020-11-12,Urgences,50,55,0,110.0,150,138,127
2020-11-12,Cardiologie,120,103,17,86.2,200,176,125
2020-11-12,Neurologie,100,87,13,87.4,180,153,108
2020-11-12,Maladies Infectieuses,80,88,0,110.0,140,120,111
2020-11-12,Pédiatrie,60,45,15,76.0,120,106,93
2020-11-12,Réanimation,104,114,0,110.0,312,271,231
2020-11-13,Urgences,50,55,0,110.0,150,132,101
2020-11-13,Cardiologie,120,106,14,89.1,200,182,169
2020-11-13,Neurologie,100,87,13,87.8,180,166,122
2020-11-13,Maladies Infectieuses,80,88,0,110.0,140,126,95
2020-11-13,Pédiatrie,60,40,20,67.1,120,104,94
2020-11-13,Réanimation,104,114,0,110.0,312,266,239
2020-11-14,Urgences,50,55,0,110.0,150,134,107
2020-11-14,Cardiologie,120,104,16,87.1,200,170,123
2020-11-14,Neurologie,100,85,15,85.7,180,167,152
2020-11-14,Maladies Infectieuses,80,88,0,110.0,140,122,108
2020-11-14,Pédiatrie,60,43,17,72.3,120,112,82
2020-11-14,Réanimation,104,114,0,110.0,312,279,196
2020-11-15,Urgences,50,55,0,110.0,150,132,112
2020-11-15,Cardiologie,120,101,19,84.6,200,175,126
2020-11-15,Neurologie,100,88,12,88.3,180,163,117
2020-11-15,Maladies Infectieuses,80,88,0,110.0,140,126,95
2020-11-15,Pédiatrie,60,45,15,75.3,120,110,77
2020-11-15,Réanimation,104,114,0,110.0,312,290,211
2020-11-16,Urgences,50,55,0,110.0,150,139,109
2020-11-16,Cardiologie,120,110,10,92.2,200,187,130
2020-11-16,Neurologie,100,84,16,84.8,180,166,137
2020-11-16,Maladies Infectieuses,80,88,0,110.0,140,130,96
2020-11-16,Pédiatrie,60,42,18,70.4,120,111,88
2020-11-16,Réanimation,104,114,0,110.0,312,269,224
2020-11-17,Urgences,50,55,0,110.0,150,142,121
2020-11-17,Cardiologie,120,115,5,96.6,200,176,124
2020-11-17,Neurologie,100,85,15,85.9,180,165,125
2020-11-17,Maladies Infectieuses,80,88,0,110.0,140,129,93
2020-11-17,Pédiatrie,60,46,14,76.8,120,104,89
2020-11-17,Réanimation,104,114,0,110.0,312,272,229
2020-11-18,Urgences,50,55,0,110.0,150,134,115
2020-11-18,Cardiologie,120,107,13,89.7,200,172,152
2020-11-18,Neurologie,100,87,13,87.5,180,153,117
2020-11-18,Maladies Infectieuses,80,88,0,110.0,140,128,108
2020-11-18,Pédiatrie,60,36,24,61.3,120,105,87
2020-11-18,Réanimation,104,114,0,110.0,312,294,248
2020-11-19,Urgences,50,55,0,110.0,150,130,120
2020-11-19,Cardiologie,120,105,15,88.0,200,185,173
2020-11-19,Neurologie,100,83,17,83.8,180,162,148
2020-11-19,Maladies Infectieuses,80,88,0,110.0,140,119,97
2020-11-19,Pédiatrie,60,41,19,69.9,120,112,95
2020-11-19,Réanimation,104,114,0,110.0,312,272,234
2020-11-20,Urgences,50,55,0,110.0,150,139,116
2020-11-20,Cardiologie,120,113,7,94.7,200,176,141
2020-11-20,Neurologie,100,85,15,85.6,180,167,144
2020-11-20,Maladies Infectieuses,80,88,0,110.0,140,127,97
2020-11-20,Pédiatrie,60,49,11,83.0,120,112,86
2020-11-20,Réanimation,104,114,0,110.0,312,290,257
2020-11-21,Urgences,50,55,0,110.0,150,132,96
2020-11-21,Cardiologie,120,101,19,84.9,200,173,147
2020-11-21,Neurologie,100,90,10,90.1,180,156,134
2020-11-21,Maladies Infectieuses,80,88,0,110.0,140,128,90
2020-11-21,Pédiatrie,60,44,16,73.4,120,111,94
2020-11-21,Réanimation,104,114,0,110.0,312,272,235
2020-11-22,Urgences,50,55,0,110.0,150,139,125
2020-11-22,Cardiologie,120,116,4,97.1,200,188,132
2020-11-22,Neurologie,100,94,6,94.6,180,162,114
2020-11-22,Maladies Infectieuses,80,88,0,110.0,140,122,90
2020-11-22,Pédiatrie,60,41,19,68.8,120,109,103
2020-11-22,Réanimation,104,114,0,110.0,312,265,187
2020-11-23,Urgences,50,55,0,110.0,150,140,101
2020-11-23,Cardiologie,120,109,11,91.2,200,170,132
2020-11-23,Neurologie,100,86,14,86.8,180,159,149
2020-11-23,Maladies Infectieuses,80,88,0,110.0,140,125,102
2020-11-23,Pédiatrie,60,47,13,78.5,120,112,92
2020-11-23,Réanimation,104,114,0,110.0,312,289,261
2020-11-24,Urgences,50,55,0,110.0,150,135,124
2020-11-24,Cardiologie,120,111,9,92.6,200,177,127
2020-11-24,Neurologie,100,83,17,83.3,180,164,128
2020-11-24,Maladies Infectieuses,80,88,0,110.0,140,127,115
2020-11-24,Pédiatrie,60,44,16,74.3,120,108,87
2020-11-24,Réanimation,104,114,0,110.0,312,271,212
2020-11-25,Urgences,50,55,0,110.0,150,132,94
2020-11-25,Cardiologie,120,110,10,92.3,200,187,155
2020-11-25,Neurologie,100,88,12,88.4,180,161,146
2020-11-25,Maladies Infectieuses,80,88,0,110.0,140,132,117
2020-11-25,Pédiatrie,60,47,13,78.8,120,103,75
2020-11-25,Réanimation,104,114,0,110.0,312,289,238
2020-11-26,Urgences,50,55,0,110.0,150,137,99
2020-11-26,Cardiologie,120,104,16,87.4,200,189,144
2020-11-26,Neurologie,100,90,10,90.6,180,169,139
2020-11-26,Maladies Infectieuses,80,88,0,110.0,140,127,112
2020-11-26,Pédiatrie,60,47,13,79.5,120,111,88
2020-11-26,Réanimation,104,114,0,110.0,312,280,244
2020-11-27,Urgences,50,55,0,110.0,150,135,114
2020-11-27,Cardiologie,120,115,5,96.3,200,173,146
2020-11-27,Neurologie,100,84,16,84.2,180,163,139
2020-11-27,Maladies Infectieuses,80,88,0,110.0,140,120,105
2020-11-27,Pédiatrie,60,44,16,73.7,120,107,91
2020-11-27,Réanimation,104,114,0,110.0,312,269,244
2020-11-28,Urgences,50,55,0,110.0,150,128,112
2020-11-28,Cardiologie,120,114,6,95.3,200,173,154
2020-11-28,Neurologie,100,94,6,94.1,180,161,131
2020-11-28,Maladies Infectieuses,80,88,0,110.0,140,122,102
2020-11-28,Pédiatrie,60,44,16,74.4,120,105,87
2020-11-28,Réanimation,104,114,0,110.0,312,277,218
2020-11-29,Urgences,50,55,0,110.0,150,127,105
2020-11-29,Cardiologie,120,116,4,97.3,200,180,166
2020-11-29,Neurologie,100,87,13,87.1,180,168,118
2020-11-29,Maladies Infectieuses,80,88,0,110.0,140,119,107
2020-11-29,Pédiatrie,60,46,14,77.0,120,109,99
2020-11-29,Réanimation,104,114,0,110.0,312,277,215
2020-11-30,Urgences,50,55,0,110.0,150,141,120
2020-11-30,Cardiologie,120,106,14,88.4,200,188,177
2020-11-30,Neurologie,100,88,12,88.6,180,162,145
2020-11-30,Maladies Infectieuses,80,88,0,110.0,140,128,100
2020-11-30,Pédiatrie,60,49,11,82.1,120,110,77
2020-11-30,Réanimation,104,114,0,110.0,312,280,257
2020-12-01,Urgences,50,55,0,110.0,150,128,121
2020-12-01,Cardiologie,120,118,2,98.6,200,181,160
2020-12-01,Neurologie,100,85,15,85.6,180,164,118
2020-12-01,Maladies Infectieuses,80,88,0,110.0,140,128,99
2020-12-01,Pédiatrie,60,41,19,69.8,120,107,83
2020-12-01,Réanimation,104,114,0,110.0,312,276,240
2020-12-02,Urgences,50,55,0,110.0,150,137,115
2020-12-02,Cardiologie,120,104,16,87.5,200,183,159
2020-12-02,Neurologie,100,91,9,91.5,180,167,152
2020-12-02,Maladies Infectieuses,80,88,0,110.0,140,124,91
2020-12-02,Pédiatrie,60,43,17,71.9,120,113,90
2020-12-02,Réanimation,104,114,0,110.0,312,282,230
2020-12-03,Urgences,50,55,0,110.0,150,132,101
2020-12-03,Cardiologie,120,111,9,93.0,200,179,163
2020-12-03,Neurologie,100,95,5,95.7,180,164,115
2020-12-03,Maladies Infectieuses,80,88,0,110.0,140,131,97
2020-12-03,Pédiatrie,60,46,14,76.8,120,104,94
2020-12-03,Réanimation,104,114,0,110.0,312,285,204
2020-12-04,Urgences,50,55,0,110.0,150,131,98
2020-12-04,Cardiologie,120,104,16,87.5,200,172,150
2020-12-04,Neurologie,100,95,5,95.9,180,164,127
2020-12-04,Maladies Infectieuses,80,88,0,110.0,140,123,113
2020-12-04,Pédiatrie,60,40,20,66.7,120,103,81
2020-12-04,Réanimation,104,114,0,110.0,312,294,266
2020-12-05,Urgences,50,55,0,110.0,150,135,110
2020-12-05,Cardiologie,120,109,11,91.2,200,189,179
2020-12-05,Neurologie,100,93,7,93.0,180,154,112
2020-12-05,Maladies Infectieuses,80,88,0,110.0,140,129,105
2020-12-05,Pédiatrie,60,42,18,71.5,120,103,85
2020-12-05,Réanimation,104,114,0,110.0,312,291,232
2020-12-06,Urgences,50,55,0,110.0,150,141,117
2020-12-06,Cardiologie,120,112,8,93.4,200,176,134
2020-12-06,Neurologie,100,85,15,85.4,180,156,137
2020-12-06,Maladies Infectieuses,80,88,0,110.0,140,127,100
2020-12-06,Pédiatrie,60,44,16,74.3,120,110,87
2020-12-06,Réanimation,104,114,0,110.0,312,285,245
2020-12-07,Urgences,50,55,0,110.0,150,133,125
2020-12-07,Cardiologie,120,117,3,98.2,200,172,136
2020-12-07,Neurologie,100,90,10,90.8,180,170,158
2020-12-07,Maladies Infectieuses,80,88,0,110.0,140,120,91
2020-12-07,Pédiatrie,60,45,15,76.4,120,110,96
2020-12-07,Réanimation,104,114,0,110.0,312,279,221
2020-12-08,Urgences,50,55,0,110.0,150,129,119
2020-12-08,Cardiologie,120,105,15,87.9,200,179,136
2020-12-08,Neurologie,100,86,14,86.3,180,154,130
2020-12-08,Maladies Infectieuses,80,88,0,110.0,140,126,119
2020-12-08,Pédiatrie,60,46,14,78.3,120,112,90
2020-12-08,Réanimation,104,114,0,110.0,312,286,206
2020-12-09,Urgences,50,55,0,110.0,150,128,102
2020-12-09,Cardiologie,120,115,5,96.5,200,183,132
2020-12-09,Neurologie,100,98,2,98.0,180,153,134
2020-12-09,Maladies Infectieuses,80,88,0,110.0,140,124,99
2020-12-09,Pédiatrie,60,42,18,70.5,120,106,85
2020-12-09,Réanimation,104,114,0,110.0,312,278,241
2020-12-10,Urgences,50,55,0,110.0,150,141,130
2020-12-10,Cardiologie,120,113,7,94.6,200,174,123
2020-12-10,Neurologie,100,81,19,81.9,180,159,115
2020-12-10,Maladies Infectieuses,80,88,0,110.0,140,124,88
2020-12-10,Pédiatrie,60,42,18,70.1,120,105,83
2020-12-10,Réanimation,104,114,0,110.0,312,276,206
2020-12-11,Urgences,50,55,0,110.0,150,141,121
2020-12-11,Cardiologie,120,106,14,89.1,200,181,168
2020-12-11,Neurologie,100,82,18,82.1,180,153,119
2020-12-11,Maladies Infectieuses,80,88,0,110.0,140,126,100
2020-12-11,Pédiatrie,60,48,12,80.8,120,108,93
2020-12-11,Réanimation,104,114,0,110.0,312,287,210
2020-12-12,Urgences,50,53,0,107.7,150,131,122
2020-12-12,Cardiologie,120,107,13,90.0,200,175,132
2020-12-12,Neurologie,100,93,7,93.0,180,168,123
2020-12-12,Maladies Infectieuses,80,88,0,110.0,140,130,94
2020-12-12,Pédiatrie,60,41,19,68.8,120,107,88
2020-12-12,Réanimation,104,114,0,110.0,312,279,256
2020-12-13,Urgences,50,55,0,110.0,150,131,115
2020-12-13,Cardiologie,120,108,12,90.1,200,172,150
2020-12-13,Neurologie,100,79,21,80.0,180,170,145
2020-12-13,Maladies Infectieuses,80,88,0,110.0,140,129,116
2020-12-13,Pédiatrie,60,44,16,74.2,120,107,87
2020-12-13,Réanimation,104,114,0,110.0,312,277,219
2020-12-14,Urgences,50,55,0,110.0,150,137,126
2020-12-14,Cardiologie,120,112,8,93.7,200,171,120
2020-12-14,Neurologie,100,92,8,92.5,180,170,135
2020-12-14,Maladies Infectieuses,80,88,0,110.0,140,121,87
2020-12-14,Pédiatrie,60,45,15,76.4,120,113,99
2020-12-14,Réanimation,104,114,0,110.0,312,287,236
2020-12-15,Urgences,50,55,0,110.0,150,128,114
2020-12-15,Cardiologie,120,112,8,93.6,200,174,138
2020-12-15,Neurologie,100,94,6,94.2,180,170,141
2020-12-15,Maladies Infectieuses,80,88,0,110.0,140,120,108
2020-12-15,Pédiatrie,60,44,16,74.9,120,113,96
2020-12-15,Réanimation,104,114,0,110.0,312,283,257
2020-12-16,Urgences,50,55,0,110.0,150,140,130
2020-12-16,Cardiologie,120,112,8,93.9,200,185,145
2020-12-16,Neurologie,100,88,12,88.5,180,170,120
2020-12-16,Maladies Infectieuses,80,88,0,110.0,140,126,110
2020-12-16,Pédiatrie,60,47,13,78.5,120,104,80
2020-12-16,Réanimation,104,114,0,110.0,312,285,227
2020-12-17,Urgences,50,55,0,110.0,150,133,100
2020-12-17,Cardiologie,120,117,3,97.9,200,187,133
2020-12-17,Neurologie,100,88,12,88.8,180,156,131
2020-12-17,Maladies Infectieuses,80,88,0,110.0,140,120,104
2020-12-17,Pédiatrie,60,52,8,86.8,120,105,88
2020-12-17,Réanimation,104,114,0,110.0,312,288,260
2020-12-18,Urgences,50,55,0,110.0,150,129,95
2020-12-18,Cardiologie,120,112,8,93.8,200,171,133
2020-12-18,Neurologie,100,87,13,87.7,180,166,123
2020-12-18,Maladies Infectieuses,80,88,0,110.0,140,132,97
2020-12-18,Pédiatrie,60,42,18,71.5,120,107,100
2020-12-18,Réanimation,104,114,0,110.0,312,268,248
2020-12-19,Urgences,50,55,0,110.0,150,129,114
2020-12-19,Cardiologie,120,106,14,89.1,200,173,137
2020-12-19,Neurologie,100,88,12,88.5,180,168,147
2020-12-19,Maladies Infectieuses,80,88,0,110.0,140,122,96
2020-12-19,Pédiatrie,60,46,14,77.9,120,111,87
2020-12-19,Réanimation,104,114,0,110.0,312,288,239
