BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2022;290023795;UNITE AUTODIALYSE LE FOLGOET - AUB;350000626;1140X;;;;11;18;2704;;;;;
DIALYSE;2022;290023795;UNITE AUTODIALYSE LE FOLGOET - AUB;350000626;TOT;0;;;;;;;;;4;
DIALYSE;2022;290025337;UNITE DIALYSE PLONEOUR LANVERN AUB;350000626;1140X;;;;12;12;819;;;;;
DIALYSE;2022;290025337;UNITE DIALYSE PLONEOUR LANVERN AUB;350000626;TOT;0;;;;;;;;;4;
DIALYSE;2022;290028539;UNITE DIALYSE LANDERNEAU AUB SANTE;350000626;1140X;;;;6;5;658;;;;;
DIALYSE;2022;290028539;UNITE DIALYSE LANDERNEAU AUB SANTE;350000626;TOT;0;;;;;;;;;2;
DIALYSE;2022;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;112AX;;;;3;6;684;;;;;
DIALYSE;2022;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;112BA;;;;20;28;3839;;;;;
DIALYSE;2022;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;1130X;;;;1;;175;;;;;
DIALYSE;2022;290029669;UNITE DIALYSE QUIMPER AUB SANTE;350000626;TOT;0;;;;;;0;;;6;
DIALYSE;2022;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;112BA;;;;6;;12;;;;;
DIALYSE;2022;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;1130X;;;;7;9;1564;;;;;
DIALYSE;2022;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;1140X;;;;6;6;1259;;;;;
DIALYSE;2022;290030808;UNITE DIALYSE CROZON AUB SANTE;350000626;TOT;0;;;;;;0;;;3;
DIALYSE;2022;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;112AX;;;;10;7;1653;;;;;
DIALYSE;2022;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;1130X;;;;30;22;5654;;;;;
DIALYSE;2022;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;1140X;;;;9;9;2312;;;;;
DIALYSE;2022;290032028;UNITE DIALYSE BREST QUESTEL AUB SANTE;350000626;TOT;0;;;;;;0;;;8;
DIALYSE;2022;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;112BA;;;;1;;2;;;;;
DIALYSE;2022;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;1130X;;;;7;13;2218;;;;;
DIALYSE;2022;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;1140X;;;;1;;171;;;;;
DIALYSE;2022;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB;350000626;TOT;0;;;;;;0;;;0;
DIALYSE;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;112AX;;;;1;;0;;;;;
DIALYSE;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;112BA;;;;9;12;5324;;;;;
DIALYSE;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;1130X;;;;4;55;2261;;;;;
DIALYSE;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;122AX;;;;1;;;;;0;;
DIALYSE;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;TOT;0;;;;;;472;0;;;
DIALYSE;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;112BA;;;;12;38;2561;;;;;
DIALYSE;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;1130X;;;;18;58;4033;;;;;
DIALYSE;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;TOT;1;6;9;;;;79;;;13;
DIALYSE;2022;2A0003174;CENTRE D'AUTO DIALYSE;2A0003166;1140X;;;;12;23;3925;;;;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;112BA;;;;13;54;6826;;;;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1140X;;;;4;24;1335;;;;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1210;;;;;4;;;;254;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;121AX;;;;;1;;;;152;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;121CX;;;;3;3;;;;102;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;122AX;;;;1;1;;;;;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;122BX;;;;1;0;;;;0;;
DIALYSE;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;TOT;0;;;;;;259;1;;36;1
DIALYSE;2022;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;112AX;;;;1;0;111;;;;;
DIALYSE;2022;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;1130X;;;;4;10;1330;;;;;
DIALYSE;2022;2B0004212;UNITE D'AUTODIALYSE ILE ROUSSE;130006810;1140X;;;;1;0;619;;;;;
DIALYSE;2022;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;1130X;;;;5;15;2066;;;;;
DIALYSE;2022;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;1140X;;;;3;7;1232;;;;;
DIALYSE;2022;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;TOT;0;;;;;;;;;3;
DIALYSE;2022;2B0005797;CENTRE DE DIALYSE SAINTE CATHERINE;2B0005789;1140X;;;;12;;5372;;;;;
DIALYSE;2022;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;112AX;;;;2;0;590;;;;;
DIALYSE;2022;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;1130X;;;;11;69;9650;;;;;
DIALYSE;2022;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;1140X;;;;12;11;1805;;;;;
DIALYSE;2022;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2022;300008588;NEPHROCARE NIMES NEWCO 3;940023849;112AX;;;;2;2;767;;;;;
DIALYSE;2022;300008588;NEPHROCARE NIMES NEWCO 3;940023849;112BA;;;;33;142;20502;;;;;
DIALYSE;2022;300008588;NEPHROCARE NIMES NEWCO 3;940023849;TOT;0;;;;;;0;3;;55;
DIALYSE;2022;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;112AX;;;;2;;235;;;;;
DIALYSE;2022;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;1130X;;;;14;32;4937;;;;;
DIALYSE;2022;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;TOT;0;;;;;;0;;;9;
DIALYSE;2022;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;112AX;;;;2;9;1729;;;;;
DIALYSE;2022;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;112BA;;;;22;69;10632;;;;;
DIALYSE;2022;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;TOT;0;;;;;;0;2;;35;0
DIALYSE;2022;300782117;CHU NIMES CAREMEAU;300780038;112BA;;;;16;89;12209;;;;;
DIALYSE;2022;300782117;CHU NIMES CAREMEAU;300780038;122AX;;;;2;;;;;173;;
DIALYSE;2022;300782117;CHU NIMES CAREMEAU;300780038;122BX;;;;4;5;;;;267;;
DIALYSE;2022;300782117;CHU NIMES CAREMEAU;300780038;TOT;0;;;;;;2442;4;;96;
DIALYSE;2022;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;112AX;;;;6;10;2268;;;;;
DIALYSE;2022;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;1130X;;;;19;110;15276;;;;;
DIALYSE;2022;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;1140X;;;;10;18;3028;;;;;
DIALYSE;2022;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;TOT;0;;;;;;0;2;;3;0
DIALYSE;2022;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE;310002712;1140X;;;;6;9;1542;;;;;
DIALYSE;2022;310011838;NEPHROCARE OC UDM CORNEBARRIEU;310002712;112AX;;;;1;;26;;;;;
DIALYSE;2022;310011838;NEPHROCARE OC UDM CORNEBARRIEU;310002712;1130X;;;;12;17;3031;;;;;
DIALYSE;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;112BE;;;;6;6;781;;;;;
DIALYSE;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;122AX;;;;2;1;;;;83;;
DIALYSE;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;TOT;0;;;;;;223;;;;
DIALYSE;2022;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;310000617;1140X;;;;15;12;1763;;;;;
DIALYSE;2022;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;112AX;;;;1;3;157;;;;;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;112BA;;;;32;148;21018;;;;;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;112BE;;;;0;;39;;;;;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;122AX;;;;3;;;;;136;;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;122BX;;;;2;;;;;0;;
DIALYSE;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;TOT;0;;;;;;335;;;;
DIALYSE;2022;310020169;AAIR UAD COLOMIERS MONNET;310000633;1140X;;;;10;20;2598;;;;;
DIALYSE;2022;310020169;AAIR UAD COLOMIERS MONNET;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310022330;GCS DIALYSE COMMINGES UDM DD STGAUDENS;310022322;1130X;;;;16;28;4766;;;;;
DIALYSE;2022;310022330;GCS DIALYSE COMMINGES UDM DD STGAUDENS;310022322;TOT;0;;;;;;;;;16;
DIALYSE;2022;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;310000617;1130X;;;;18;46;6900;;;;;
DIALYSE;2022;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;310000617;TOT;0;;;;;;;;;9;
DIALYSE;2022;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;310000633;1130X;;;;3;7;1038;;;;;
DIALYSE;2022;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;310000633;1140X;;;;5;13;1675;;;;;
DIALYSE;2022;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310031414;CL NEPHRO ST EXUPERY UAD QUINT;310000617;1140X;;;;14;28;1656;;;;;
DIALYSE;2022;310031414;CL NEPHRO ST EXUPERY UAD QUINT;310000617;TOT;0;;;;;;;;;36;
DIALYSE;2022;310031927;AAIR UAD TOULOUSE PERIOLE;310000633;1140X;;;;12;23;3435;;;;;
DIALYSE;2022;310031927;AAIR UAD TOULOUSE PERIOLE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;TOT;0;;;;;;21;;;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;112AX;;;;4;;171;;;;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;112BA;;;;53;253;39540;;;;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;1150A;;;;4;4;1159;;;;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;1210;;;;;4;;;;248;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;121AX;;;;;2;;;;156;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;121CX;;;;3;2;;;;92;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;122AX;;;;5;1;;;;70;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;122BX;;;;8;2;;;;132;;
DIALYSE;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;TOT;1;1;42;;;;3565;6;;141;4
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;112AX;;;;2;11;960;;;;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;1130X;;;;20;64;8940;;;;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;1140X;;;;3;0;6;;;;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;1150A;;;;12;12;3148;;;;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;1210;;;;;71;;;;3601;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;121AX;;;;;34;;;;1754;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;121CX;;;;37;37;;;;1847;;
DIALYSE;2022;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;TOT;1;8;139;;;;;2;;200;35
DIALYSE;2022;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;310000617;1140X;;;;12;23;3179;;;;;
DIALYSE;2022;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;310000617;TOT;0;;;;;;;;;10;
DIALYSE;2022;310793419;CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;310000617;1140X;;;;12;23;3297;;;;;
DIALYSE;2022;310793419;CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;310000617;TOT;0;;;;;;;;;8;
DIALYSE;2022;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;310000617;1140X;;;;10;12;1437;;;;;
DIALYSE;2022;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2022;310793567;AAIR UAD BLAGNAC;310000633;1140X;;;;12;32;3186;;;;;
DIALYSE;2022;310793567;AAIR UAD BLAGNAC;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;1140X;;;;6;23;3192;;;;;
DIALYSE;2022;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;1140X;;;;15;10;1587;;;;;
DIALYSE;2022;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;TOT;0;;;;;;;;;6;0
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;112AX;;;;2;;333;;;;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;112BA;;;;44;155;23297;;;;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;1130X;;;;16;25;3471;;;;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;1140X;;;;6;5;847;;;;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;1210;;;;;6;;;;219;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;121AX;;;;;5;;;;154;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;121CX;;;;1;1;;;;65;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;122AX;;;;1;;;;;42;;
DIALYSE;2022;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;TOT;0;;;;;;0;1;;55;3
DIALYSE;2022;310794524;AAIR UAD ST GAUDENS;310000633;1140X;;;;14;11;1938;;;;;
DIALYSE;2022;310794524;AAIR UAD ST GAUDENS;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;1140X;;;;15;11;1711;;;;;
DIALYSE;2022;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;TOT;0;;;;;;;;;11;2
DIALYSE;2022;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;310000617;1140X;;;;8;4;761;;;;;
DIALYSE;2022;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;1140X;;;;12;25;3633;;;;;
DIALYSE;2022;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2022;320000086;CH AUCH EN GASCOGNE;320780117;112AX;;;;2;0;98;;;;;
DIALYSE;2022;320000086;CH AUCH EN GASCOGNE;320780117;112BA;;;;14;50;6488;;;;;
DIALYSE;2022;320000086;CH AUCH EN GASCOGNE;320780117;1140X;;;;61;244;0;;;;;
DIALYSE;2022;320000086;CH AUCH EN GASCOGNE;320780117;1150A;;;;1;1;0;;;;;
DIALYSE;2022;320000086;CH AUCH EN GASCOGNE;320780117;TOT;0;;;;;;606;2;;23;0
DIALYSE;2022;320001050;AAIR UAD MIRANDE;310000633;1140X;;;;6;10;1634;;;;;
DIALYSE;2022;320001050;AAIR UAD MIRANDE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;320001688;AAIR UAD CONDOM;310000633;1140X;;;;6;11;1454;;;;;
DIALYSE;2022;320001688;AAIR UAD CONDOM;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;1140X;;;;6;11;1553;;;;;
DIALYSE;2022;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;320005523;AAIR UAD NOGARO;310000633;1140X;;;;6;12;1736;;;;;
DIALYSE;2022;320005523;AAIR UAD NOGARO;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;320784515;AAIR UAD UDM DD PAVIE;310000633;1130X;;;;4;8;1219;;;;;
DIALYSE;2022;320784515;AAIR UAD UDM DD PAVIE;310000633;1140X;;;;8;19;2716;;;;;
DIALYSE;2022;320784515;AAIR UAD UDM DD PAVIE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;320785587;AAIR UAD FLEURANCE;310000633;1140X;;;;6;12;1673;;;;;
DIALYSE;2022;320785587;AAIR UAD FLEURANCE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;112BA;;;;22;88;12386;;;;;
DIALYSE;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1130X;;;;12;26;3618;;;;;
DIALYSE;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;122AX;;;;1;5;;;;295;;
DIALYSE;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TOT;0;;;;;;865;0;;68;9
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;112AX;;;;1;0;192;;;;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1130X;;;;8;15;1737;;;;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1140X;;;;12;14;3011;;;;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1150A;;;;0;0;62;;;;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1210;;;;;0;;;;62;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;121CX;;;;0;0;;;;62;;
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;TOT;1;1;16;;;;0;4;;31;1
DIALYSE;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;VACAN;;;;25;3;425;;;;;
DIALYSE;2022;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;1140X;;;;12;36;5094;;;;;
DIALYSE;2022;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;TOT;0;;;;;;;2;;14;
DIALYSE;2022;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;1140X;;;;6;10;1410;;;;;
DIALYSE;2022;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;1140X;;;;0;0;1053;;;;;
DIALYSE;2022;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;1130X;;;;6;;46;;;;;
DIALYSE;2022;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;1140X;;;;12;20;3625;;;;;
DIALYSE;2022;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;1140X;;;;12;22;3253;;;;;
DIALYSE;2022;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2022;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;1140X;;;;6;13;2296;;;;;
DIALYSE;2022;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;1140X;;;;12;19;3132;;;;;
DIALYSE;2022;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2022;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;112AX;;;;2;4;711;;;;;
DIALYSE;2022;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1140X;;;;18;40;6319;;;;;
DIALYSE;2022;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;1140X;;;;6;10;1709;;;;;
DIALYSE;2022;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;TOT;0;;;;;;;2;;7;
DIALYSE;2022;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;112BA;;;;19;75;11248;;;;;
DIALYSE;2022;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;1130X;;;;7;26;3712;;;;;
DIALYSE;2022;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;TOT;0;;;;;;0;0;;4;0
DIALYSE;2022;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;1140X;;;;6;15;2572;;;;;
DIALYSE;2022;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2022;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;1140X;;;;6;18;1699;;;;;
DIALYSE;2022;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;TOT;0;;;;;;;2;;9;
DIALYSE;2022;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1130X;;;;6;11;1546;;;;;
DIALYSE;2022;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1140X;;;;6;11;1556;;;;;
DIALYSE;2022;330054453;ANTENNE AUTODIALYSE CTMR;330000258;TOT;0;;;;;;;;;1;
DIALYSE;2022;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;1140X;;;;6;0;1133;;;;;
DIALYSE;2022;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;TOT;0;;;;;;;2;;0;
DIALYSE;2022;330056227;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;6;7;767;;;;;
DIALYSE;2022;330056227;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;;2;;;
DIALYSE;2022;330056227;ANTENNE AUTODIALYSE CADDD;330007386;VACAN;;;;6;;;;;;;
DIALYSE;2022;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1130X;;;;8;23;3188;;;;;
DIALYSE;2022;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1140X;;;;4;8;1392;;;;;
DIALYSE;2022;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;TOT;1;1;22;;;;;;;1;
DIALYSE;2022;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;1140X;;;;6;12;1668;;;;;
DIALYSE;2022;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;TOT;0;;;;;;;2;;5;
DIALYSE;2022;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;1140X;;;;6;14;2320;;;;;
DIALYSE;2022;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2022;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;1140X;;;;6;9;1278;;;;;
DIALYSE;2022;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;TOT;0;;;;;;;2;;3;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112AX;;;;1;11;282;;;;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112BA;;;;40;;25333;;;;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1150A;;;;7;3;987;;;;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1210;;;;;11;;;;517;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121AX;;;;;8;;;;354;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121CX;;;;5;3;;;;163;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;122AX;;;;2;11;;;;77;;
DIALYSE;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;TOT;1;1;31;;;;0;1;;44;4
DIALYSE;2022;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;112BA;;;;38;162;26866;;;;;
DIALYSE;2022;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;122BX;;;;2;;;;;5;;
DIALYSE;2022;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;TOT;0;;;;;;0;3;;63;2
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1150A;;;;16;15;3792;;;;;
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1210;;;;;53;;;;2892;;
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121AX;;;;;29;;;;1698;;
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121CX;;;;23;24;;;;1194;;
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;122AX;;;;1;;;;;38;;
DIALYSE;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;;;;
