BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_ETPSAL;SMUR_EFFLIB;SMUR_COMSU;SAMU_ETPSAL;SAMU_EFFLIB
SMURSAMU_P;2022;270000367;CH GISORS;270000086;M9999;1.82;0;;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;MREG;1.82;0;1;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;N2120;0.58;0;1;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;N2223;6.79;0;1;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;N2500;5.7;0;;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;N9999;14.06;0;1;0;0
SMURSAMU_P;2022;270000367;CH GISORS;270000086;NARM;0.99;0;1;0;0
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;M9999;1.8;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;MREG;1;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;N2120;0.28;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;N2223;4.63;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;N2500;6;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;N9999;11.41;;;;
SMURSAMU_P;2022;270000425;CH PONT-AUDEMER;270000102;NSEC;0.5;;;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;M9999;4.07;;1;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2120;0.4;;1;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2223;2.03;;1;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2500;3.25;;;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;N9999;5.83;;1;;
SMURSAMU_P;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;NSEC;0.15;;1;;
SMURSAMU_P;2022;270000458;CH VERNON CH EURE-SEINE;270023724;M9999;1.5;;1;;
SMURSAMU_P;2022;270000458;CH VERNON CH EURE-SEINE;270023724;N2223;4.93;;;;
SMURSAMU_P;2022;270000458;CH VERNON CH EURE-SEINE;270023724;N2500;5.47;;;;
SMURSAMU_P;2022;270000458;CH VERNON CH EURE-SEINE;270023724;N9999;11.61;;;;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;M9999;7.52;0;0;7.51;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;MREG;7.52;;0;7.51;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;N2223;12.25;;0;;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;N2500;6.98;;;3.51;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;N9999;19.73;;0;16.64;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;NARM;;;0;12.51;
SMURSAMU_P;2022;280000084;CH DREUX;280000183;NSEC;0.5;;0;0.5;
SMURSAMU_P;2022;280000662;CH CHATEAUDUN;280500075;M9999;2;;1;;
SMURSAMU_P;2022;280000662;CH CHATEAUDUN;280500075;N2223;2;;;;
SMURSAMU_P;2022;280000662;CH CHATEAUDUN;280500075;N2500;2;;;;
SMURSAMU_P;2022;280000662;CH CHATEAUDUN;280500075;N9999;4.5;;1;;
SMURSAMU_P;2022;280000662;CH CHATEAUDUN;280500075;NSEC;0.5;;;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;M9999;11.82;;1;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2120;1;;1;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2223;17.71;;1;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2500;12.19;;;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N9999;34.41;;1;;
SMURSAMU_P;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NSEC;3.13;;1;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M9999;3.68;0;1;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2223;14.38;;0;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2500;1;;;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N5140;7.68;;0;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N9999;24.4;0;0;;
SMURSAMU_P;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NSEC;0.42;;0;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;M9999;4.99;;1;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;N2120;0.11;;;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;N2223;4.86;;;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;N2500;0.99;;;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;N5140;5.17;;;;
SMURSAMU_P;2022;290000025;CHIC QUIMPER;290020700;N9999;11.14;;;;
SMURSAMU_P;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;M9999;4.37;;1;;
SMURSAMU_P;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2223;6.4;;;;
SMURSAMU_P;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;N5140;6;;;;
SMURSAMU_P;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;N9999;12.4;;;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;M9999;0.55;;1;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N2120;0.11;;;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N2223;4.86;;;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N2500;0.99;;;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N5140;5.17;;;;
SMURSAMU_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N9999;11.14;;;;
SMURSAMU_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M9999;6.64;;1;9.03;
SMURSAMU_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2223;0.52;;;;
SMURSAMU_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2500;0.09;;;;
SMURSAMU_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N5140;5.26;;;;
SMURSAMU_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N9999;6.59;;;;
SMURSAMU_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M9999;0.65;;;;
SMURSAMU_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2120;;;1;;
SMURSAMU_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2223;0.65;;;;
SMURSAMU_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2500;0.65;;;;
SMURSAMU_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N9999;1.3;;;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M9999;1.21;;1;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2120;0.1;;1;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2223;5.82;;1;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2500;5.82;;;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N5140;;;1;;
SMURSAMU_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N9999;11.74;;1;;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1140;56.7;;1;54.2;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M9999;54.2;;1;54.2;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;MREG;54.2;;1;54.2;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2120;0.31;;;0.69;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2223;14.74;;;0.5;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2500;2;;;;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N5140;13;;;;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N9999;30.05;;;50.25;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NARM;;;;21;
SMURSAMU_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NSEC;;;;26.22;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;M9999;0.2;;;;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N2120;0.11;;;;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N2223;4.86;;;;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N2500;0.99;;;;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N5140;5.17;;;;
SMURSAMU_P;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N9999;11.14;;;;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;M9999;16.12;;0;5.47;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2120;0.8;;0;0.2;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2223;32.73;;0;;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N5140;36.03;;0;;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N9999;71.42;;0;14.36;
SMURSAMU_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;NARM;1.86;;0;14.16;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M9999;20.5;0;1;1.73;0
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MREG;0;;1;;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2120;1.3;;1;0;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2223;12.9;;0;0.58;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2500;0;;;2.84;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N5140;0;;0;0.92;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N9999;16.2;;0;16.45;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NARM;1;;0;12.11;
SMURSAMU_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NSEC;1;;0;0;
SMURSAMU_P;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;M9999;5.9;0;;;
SMURSAMU_P;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N2120;0.05;0;;;
SMURSAMU_P;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N2223;6;0;;;
SMURSAMU_P;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N9999;6.1;0;;;
SMURSAMU_P;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;NARM;0.05;0;;;
SMURSAMU_P;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;M9999;5.9;;;;
SMURSAMU_P;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N2120;0.05;;;;
SMURSAMU_P;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N2223;6;;;;
SMURSAMU_P;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N9999;6.1;;;;
SMURSAMU_P;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;NARM;0.05;;;;
SMURSAMU_P;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;M9999;5.9;;;;
SMURSAMU_P;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N2120;0.05;;;;
SMURSAMU_P;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N2223;6;;;;
SMURSAMU_P;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N9999;6.1;;;;
SMURSAMU_P;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;NARM;0.05;;;;
SMURSAMU_P;2022;300000023;CH ALES CEVENNES;300780046;M9999;5.3;0;1;;
SMURSAMU_P;2022;300000023;CH ALES CEVENNES;300780046;MREG;5.3;0;1;;
SMURSAMU_P;2022;300000023;CH ALES CEVENNES;300780046;N2223;5.41;0;;0;0
SMURSAMU_P;2022;300000023;CH ALES CEVENNES;300780046;N9999;5.49;0;;0;0
SMURSAMU_P;2022;300000023;CH ALES CEVENNES;300780046;NSEC;0.08;0;;0;0
SMURSAMU_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M9999;4.67;0;1;;
SMURSAMU_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2223;3.45;;1;;
SMURSAMU_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N9999;3.45;;;;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M9999;3.8;;1;1.8;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;MREG;3.8;1;1;;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2120;1;;;;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2223;17.11;;;1.2;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2500;1;;;0.68;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N5140;18;;;;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N9999;39.34;;;44.29;
SMURSAMU_P;2022;300782117;CHU NIMES CAREMEAU;300780038;NSEC;;;;42.08;
SMURSAMU_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M9999;5.45;;1;;
SMURSAMU_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2223;6.3;;1;;
SMURSAMU_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N9999;6.3;;1;;
SMURSAMU_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NSEC;;;1;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1140;2.43;;1;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M9999;5.83;;1;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;MREG;;;1;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2120;0.2;;0;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2223;6.92;;0;;
SMURSAMU_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;7.12;;0;;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1140;0.5;;;0.13;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M9999;15.44;;1;18.06;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2120;0.8;;1;0.8;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2223;29.16;;1;;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2500;4;;;2.75;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N5140;29.26;;1;0.9;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N9999;66.29;;1;59.46;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NARM;;;1;52.03;
SMURSAMU_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NSEC;2;;1;1.98;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M1140;0;;1;0;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M9999;5;;1;2.04;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;MREG;0.4;;1;0.4;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2120;0;;1;0;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2223;0.5;;1;0.1;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2500;8;;;1;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N5140;0;;1;0;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N9999;8.5;;1;12.97;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;NARM;0;;1;0;
SMURSAMU_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;NSEC;0;;1;9.62;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M9999;6.12;;1;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;MREG;6.12;;1;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2120;0.2;;1;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2223;5.8;;1;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N5140;5;;1;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N9999;13.3;;;;
SMURSAMU_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NSEC;0.1;;1;;
SMURSAMU_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;M9999;3.65;;1;;
SMURSAMU_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2223;0.84;;1;;
SMURSAMU_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2500;1.05;;;;
SMURSAMU_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N9999;1.9;;1;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;9.63;;;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MREG;9.63;;;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.45;;1;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2223;6.68;;1;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N5140;6;;0;;
SMURSAMU_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;13.13;;1;;
SMURSAMU_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M9999;1.37;0;1;;
SMURSAMU_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2223;6.43;;;;
SMURSAMU_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;4.08;;;;
SMURSAMU_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N5140;2.02;;;;
SMURSAMU_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N9999;12.53;;;;
SMURSAMU_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M9999;1.09;0;1;;
SMURSAMU_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2223;5;;;;
SMURSAMU_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2500;5.07;;;;
SMURSAMU_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N9999;10.07;;;;
SMURSAMU_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M9999;6.14;;1;;
SMURSAMU_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2223;8.86;;1;;
SMURSAMU_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;4.04;;;;
SMURSAMU_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N9999;14.02;;;;
SMURSAMU_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NSEC;1.12;;1;;
SMURSAMU_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M9999;2;;;;
SMURSAMU_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2223;2;;;;
SMURSAMU_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N9999;2;;;;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;4;;0;;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M9999;22;;1;11.34;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MREG;14;;1;;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2120;1;;;1;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2223;21.67;;;0.86;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;3.25;;;0.13;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N5140;22;;;1;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N9999;48.42;;;80.12;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NARM;0;;;74.04;
SMURSAMU_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NSEC;;;;2;
SMURSAMU_P;2022;340000033;CH BEZIERS;340780055;M9999;9.32;;1;;
SMURSAMU_P;2022;340000033;CH BEZIERS;340780055;N2223;3.97;;1;;
SMURSAMU_P;2022;340000033;CH BEZIERS;340780055;N2500;3;;;;
SMURSAMU_P;2022;340000033;CH BEZIERS;340780055;N5140;10.33;;0;;
SMURSAMU_P;2022;340000033;CH BEZIERS;340780055;N9999;17.3;;1;;
SMURSAMU_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;17.3;;1;;
SMURSAMU_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;2;;1;;
SMURSAMU_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2223;43;;1;;
SMURSAMU_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;45;;1;;
SMURSAMU_P;2022;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;M9999;5;;1;;
SMURSAMU_P;2022;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;N2223;5.6;;0;;
SMURSAMU_P;2022;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;N9999;5.6;;0;;
SMURSAMU_P;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;M9999;5;;1;;
SMURSAMU_P;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2120;0.1;;0;;
SMURSAMU_P;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2223;4.8;;0;;
SMURSAMU_P;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N5140;2;;0;;
SMURSAMU_P;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N9999;6.9;;0;;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;M9999;;;1;10;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;MREG;;;;10;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N2223;;;0;1;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N9999;;;0;47;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;NARM;;;0;43.5;
SMURSAMU_P;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;NSEC;;;0;2.5;
SMURSAMU_P;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;M9999;3;;;;
SMURSAMU_P;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;MREG;3;;;;
SMURSAMU_P;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N2223;6;;;;
SMURSAMU_P;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N5140;6;;;;
SMURSAMU_P;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N9999;12;;;;
SMURSAMU_P;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;M9999;17.3;;1;;
SMURSAMU_P;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;N2120;2;;1;;
SMURSAMU_P;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;N2223;43;;1;;
SMURSAMU_P;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;N9999;45;;1;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1140;6.5;;;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M9999;19.5;;1;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MREG;13;;;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2120;1;;0;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2223;24;;0;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2500;3;;;;
SMURSAMU_P;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N5140;37;;0;;
