BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACT;ACTINT
IMAGES;2022;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;RADIO;2;;;;;;;0
IMAGES;2022;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;RADIO;1;1;160;;;;160;0
IMAGES;2022;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;VASC;1;1;468;;;;468;0
IMAGES;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;IRM;1;;;;;;;
IMAGES;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;LITHO;1;1;498;;;;498;
IMAGES;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;MAMM;1;;;;;;;
IMAGES;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;RADIO;5;;;;;;;
IMAGES;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;SCAN;1;;;;;;;
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;IRM;2;2;1692;;;12040;13732;0
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;LITHO;1;1;344;;;;344;1
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;MAMM;1;1;;;;252;252;
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;RADIO;5;5;9028;;;23216;32244;0
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SCAN;2;2;11944;;;29765;41709;1
IMAGES;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;VASC;2;2;3493;;;;3493;1
IMAGES;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;MAMM;1;1;;;;1379;1379;
IMAGES;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;RADIO;3;3;2459;;;14283;16742;
IMAGES;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;SCAN;1;1;936;;175;7129;8240;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;IRM;2;;;;;;;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;LITHO;1;;;;;;;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;MAMM;1;;;;;;;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;RADIO;2;;;;;;;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;SCAN;2;;;;;;;
IMAGES;2022;310781505;CL D'OCCITANIE MURET;310000492;VASC;1;;;;;;;
IMAGES;2022;310781984;CL DE VERDAICH GAILLAC TOULZA;310014378;RADIO;1;1;1465;0;0;0;1465;0
IMAGES;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;IRM;1;;;;;;;
IMAGES;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;RADIO;2;;;;;;;
IMAGES;2022;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SCAN;1;;;;;;;
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;CAM;2;2;784;;874;2727;4385;0
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;IRM;1;1;272;;88;4402;4762;1
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;MAMM;1;1;;;;3081;3081;
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;RADIO;2;2;1714;;1597;1467;4778;1
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;SCAN;1;1;1209;;1656;6522;9387;1
IMAGES;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;TOMO;2;2;113;;312;8682;9107;0
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;CAM;2;2;786;;107;6378;7271;0
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;IRM;3;3;5660;;96;14766;20522;0
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;MAMM;1;1;;;;1478;1478;
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;RADIO;9;9;5858;;17;33869;39744;1
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SCAN;2;2;14159;;112;26206;40477;1
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;TOMO;1;1;1530;;145;3539;5214;0
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;VASC;2;2;2442;;10;68;2520;1
IMAGES;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;dtIRM2;2;2;4770;;60;10195;15025;
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;CAM;2;2;4403;;127;6148;10678;0
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;IRM;2;2;2192;;8;8802;11002;
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;LITHO;1;1;315;;;1;316;
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;RADIO;5;5;8405;;4;13221;21630;0
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SCAN;3;3;14671;;13;19932;34616;1
IMAGES;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;VASC;8;8;3181;;5;142;3328;0
IMAGES;2022;310784558;CRF LES HOPITAUX DE LUCHON;310180013;RADIO;1;1;540;;;946;1486;0
IMAGES;2022;310786389;CL DES PYRENEES COLOMIERS;310001433;RADIO;2;;;;;;;
IMAGES;2022;320000086;CH AUCH EN GASCOGNE;320780117;IRM;1;1;1136;;5;12469;13610;0
IMAGES;2022;320000086;CH AUCH EN GASCOGNE;320780117;MAMM;1;1;;;;1116;1116;
IMAGES;2022;320000086;CH AUCH EN GASCOGNE;320780117;RADIO;2;2;4178;;153;13337;17668;0
IMAGES;2022;320000086;CH AUCH EN GASCOGNE;320780117;SCAN;2;2;8635;;227;18984;27846;0
IMAGES;2022;320000102;CH CONDOM;320780133;RADIO;1;1;101;;4448;4549;9098;0
IMAGES;2022;320000102;CH CONDOM;320780133;SCAN;1;1;276;;8507;8783;17566;0
IMAGES;2022;320004930;POLE REEDUC LA REVISCOLADA MONTEGUT;320000565;RADIO;1;1;863;;;;863;
IMAGES;2022;320780067;POLYCL DE GASCOGNE AUCH;320000052;LITHO;1;1;253;;;;253;
IMAGES;2022;320780067;POLYCL DE GASCOGNE AUCH;320000052;RADIO;1;1;581;;;;581;
IMAGES;2022;320784333;CRF ST BLANCARD;320000565;RADIO;1;1;182;;;;182;
IMAGES;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAMM;1;1;;;;202;202;
IMAGES;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;RADIO;2;2;1991;;3;5720;7714;0
IMAGES;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;VASC;1;1;1;;1;;2;
IMAGES;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;IRM;1;1;122;7;0;8891;9020;0
IMAGES;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;MAMM;1;1;;;;3591;3591;
IMAGES;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;RADIO;2;2;973;52;0;2373;3398;0
IMAGES;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;SCAN;1;1;1667;88;0;7779;9534;1
IMAGES;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;IRM;1;1;1016;;;9333;10349;
IMAGES;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;RADIO;2;2;8296;;37;22993;31326;1
IMAGES;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SCAN;1;1;8272;;167;11346;19785;1
IMAGES;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;MAMM;1;1;;;;773;773;
IMAGES;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;RADIO;1;1;2896;5;;8498;11399;0
IMAGES;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;SCAN;1;1;3603;2;;4294;7899;0
IMAGES;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;IRM;1;1;710;;;6308;7018;
IMAGES;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MAMM;1;1;;;;519;519;
IMAGES;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;RADIO;2;2;4817;36;;10941;15794;
IMAGES;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;SCAN;2;1;5561;29;;10384;15974;
IMAGES;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;RADIO;1;1;305;;1840;;2145;
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;IRM;2;2;1724;;;10285;12009;0
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;MAMM;1;1;;;;3199;3199;
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;RADIO;5;5;16140;;;21879;38019;1
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SCAN;2;2;15981;;;2436;18417;1
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;VASC;1;1;2175;;;;2175;1
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;dtIRM1;1;1;629;;;5801;6430;
IMAGES;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;dtIRM2;;;;;;564;564;0
IMAGES;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;RADIO;1;1;3442;;;8345;11787;0
IMAGES;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SCAN;1;1;1408;0;;5196;6604;0
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;CAM;1;1;603;;;2342;2945;0
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;IRM;1;1;747;;;12197;12944;0
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;MAMM;2;2;;;;15185;15185;
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;RADIO;2;2;3729;;;1454;5183;0
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;SCAN;2;2;10146;;;21100;31246;1
IMAGES;2022;330000662;INSTITUT BERGONIE;330781329;TOMO;1;1;98;;;5933;6031;0
IMAGES;2022;330780206;CLINIQUE D'ARCACHON;330000126;IRM;1;0;;;;;;0
IMAGES;2022;330780206;CLINIQUE D'ARCACHON;330000126;MAMM;1;0;;;;;;
IMAGES;2022;330780206;CLINIQUE D'ARCACHON;330000126;RADIO;8;0;;;;;;0
IMAGES;2022;330780206;CLINIQUE D'ARCACHON;330000126;SCAN;1;0;;;;;;0
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;IRM;3;0;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;LITHO;1;;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;MAMM;1;;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;RADIO;3;;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;SCAN;2;0;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;dtIRM1;1;0;;;;;;
IMAGES;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;dtIRM2;1;0;;;;;;
IMAGES;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;CAM;3;3;2905;;;6855;9760;
IMAGES;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;IRM;2;2;328;;;15437;15765;0
IMAGES;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SCAN;2;2;12467;;;21320;33787;1
IMAGES;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TOMO;1;1;201;;;6090;6291;
IMAGES;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;dtIRM1;1;1;5;;;7609;7614;0
IMAGES;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;IRM;1;;;;;;;
IMAGES;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SCAN;1;;;;;;;
IMAGES;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;IRM;2;;;;;;;
IMAGES;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SCAN;1;;;;;;;
IMAGES;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;dtIRM2;1;;;;;;;
IMAGES;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;IRM;2;;;;;;;
IMAGES;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;MAMM;1;;;;;;;
IMAGES;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;RADIO;2;;;;;;;
IMAGES;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SCAN;1;;;;;;;
IMAGES;2022;330780560;CENTRE DE SSR LA PIGNADA;330781386;RADIO;1;1;1225;;;;1225;
IMAGES;2022;330781139;CRF LA TOUR DE GASSIES;330056540;RADIO;1;1;3091;;;;3091;
IMAGES;2022;330781154;KORIAN LES GRANDS CHENES;330055542;RADIO;1;1;761;0;0;0;761;1
IMAGES;2022;330781303;HIA ROBERT PICQUE;750821092;IRM;1;1;132;;241;3323;3696;
IMAGES;2022;330781303;HIA ROBERT PICQUE;750821092;RADIO;5;5;3806;;7809;20611;32226;
IMAGES;2022;330781303;HIA ROBERT PICQUE;750821092;SCAN;1;1;2196;;3622;5079;10897;
IMAGES;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;IRM;1;1;422;58;;3911;4391;0
IMAGES;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;RADIO;4;3;5187;9;;8680;13876;1
IMAGES;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SCAN;1;1;6914;28;;6438;13380;0
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;CAM;2;2;438;50;;1471;1959;0
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;IRM;5;5;15256;220;;17650;33126;0
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MAMM;1;1;;;;960;960;
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;RADIO;17;17;26149;153;;46212;72514;1
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SCAN;2;2;33908;136;;10841;44885;1
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;VASC;3;3;4408;49;;229;4686;1
IMAGES;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;dtIRM2;1;1;330;32;;4003;4365;0
IMAGES;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;IRM;1;;;;;;;
IMAGES;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;RADIO;5;;;;;;;
IMAGES;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SCAN;1;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;IRM;2;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;LITHO;1;1;342;;;;342;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;MAMM;1;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;RADIO;1;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;SCAN;1;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;dtIRM1;1;;;;;;;
IMAGES;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;dtIRM2;1;;;;;;;
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;CAM;3;3;748;99;;3595;4442;0
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;IRM;2;2;1874;192;;5437;7503;0
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;RADIO;7;7;15809;10;;2741;18560;1
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SCAN;3;3;12623;317;;15111;28051;1
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;TOMO;3;3;499;588;;8681;9768;0
IMAGES;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;VASC;2;2;2344;176;;107;2627;1
IMAGES;2022;330802778;CLINIQUE LES HAUTS DE CENON;310020383;RADIO;1;1;;;;;;0
IMAGES;2022;330802778;CLINIQUE LES HAUTS DE CENON;310020383;VASC;;;;;;;;1
IMAGES;2022;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;RADIO;1;1;311;;;974;1285;1
IMAGES;2022;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;RADIO;2;2;729;;;1397;2126;0
IMAGES;2022;340000033;CH BEZIERS;340780055;IRM;2;2;1867;;;8238;10105;
IMAGES;2022;340000033;CH BEZIERS;340780055;MAMM;1;1;;;;1819;1819;
IMAGES;2022;340000033;CH BEZIERS;340780055;RADIO;7;7;18500;;;27936;46436;
IMAGES;2022;340000033;CH BEZIERS;340780055;SCAN;2;2;11549;;;12236;23785;1
IMAGES;2022;340000033;CH BEZIERS;340780055;VASC;1;1;1553;;;6;1559;1
IMAGES;2022;340000033;CH BEZIERS;340780055;dtIRM1;1;1;10;;;1623;1633;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;CAM;2;2;746;;;5743;6489;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;IRM;1;1;253;;;4428;4681;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;MAMM;2;2;;;;3288;3288;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;RADIO;1;1;5242;;;9167;14409;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;SCAN;2;2;2293;;;7281;9574;
IMAGES;2022;340000207;ICM MONTPELLIER;340780493;TOMO;1;1;20;;;3240;3260;
IMAGES;2022;340000215;CH LODEVE;340780519;RADIO;1;0;;;;;;
IMAGES;2022;340000215;CH LODEVE;340780519;SCAN;1;0;;;;;;
IMAGES;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;IRM;1;1;896;;;17086;17982;0
IMAGES;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAMM;1;1;;;;2231;2231;
IMAGES;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;RADIO;4;4;23581;;;4720;28301;0
IMAGES;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SCAN;1;1;20199;;;6623;26822;1
IMAGES;2022;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;RADIO;3;3;1497;;;157;1654;
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;CAM;1;;;;;;;
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;IRM;2;;;;;;;1
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;MAMM;1;;;;;;;
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;RADIO;4;4;17883;;;17188;35071;0
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SCAN;2;;;;;;;1
IMAGES;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;VASC;4;4;5986;;;;5986;1
IMAGES;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;RADIO;3;0;0;;;0;0;1
IMAGES;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;SCAN;1;0;0;;;0;0;1
IMAGES;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;IRM;1;;;;;;;
IMAGES;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;RADIO;6;;;;;;;
IMAGES;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;SCAN;1;;;;;;;
IMAGES;2022;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;RADIO;2;;;;;;;
IMAGES;2022;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;RADIO;2;;;;;;;
IMAGES;2022;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;SCAN;1;;;;;;;
IMAGES;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;RADIO;3;;;;;;;
IMAGES;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;SCAN;1;;;;;;;
IMAGES;2022;340780196;CRF LE VAL D'ORB BOUJAN SUR LIBRON;340798123;RADIO;1;1;652;;;;652;0
IMAGES;2022;340780212;CRF STER LAMALOU LES BAINS;340796069;RADIO;1;1;1717;0;0;0;1717;0
IMAGES;2022;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;RADIO;1;1;409;0;155;;564;1
IMAGES;2022;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;RADIO;1;0;0;0;0;0;0;
IMAGES;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;IRM;1;1;153;0;0;8251;8404;
IMAGES;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;MAMM;1;1;;;;742;742;
IMAGES;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;RADIO;2;2;1547;0;0;735;2282;
IMAGES;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;SCAN;1;1;1127;0;0;10808;11935;
IMAGES;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;IRM;2;2;903;0;0;21396;22299;0
IMAGES;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;MAMM;1;1;;;;5302;5302;
IMAGES;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;RADIO;4;4;8195;;;26766;34961;0
IMAGES;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SCAN;3;3;13742;0;0;37286;51028;1
IMAGES;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;VASC;3;3;8170;0;0;13;8183;1
IMAGES;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;CAM;2;0;;;;;;
IMAGES;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;IRM;1;0;;;;;;
IMAGES;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;MAMM;1;0;;;;;;
IMAGES;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;RADIO;1;0;;;;;;
IMAGES;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SCAN;2;0;;;;;;
IMAGES;2022;340780741;POLYCL STE THERESE SETE;340000348;MAMM;1;;;;;;;
IMAGES;2022;340780741;POLYCL STE THERESE SETE;340000348;RADIO;2;;;;;;;
IMAGES;2022;340780741;POLYCL STE THERESE SETE;340000348;SCAN;1;;;;;;;
IMAGES;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;RADIO;1;1;149;0;0;0;149;0
IMAGES;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;IRM;2;2;435;108;;4865;5408;0
IMAGES;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;RADIO;1;1;1684;59;;671;2414;1
IMAGES;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SCAN;2;2;5147;607;;11317;17071;1
IMAGES;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;VASC;1;1;1287;44;;11;1342;1
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;CAM;1;1;88;167;;705;960;0
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;IRM;3;3;2849;760;;11395;15004;0
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;RADIO;3;3;1468;2955;34;10692;15149;1
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SCAN;1;1;5992;1031;;11564;18587;1
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;TOMO;2;2;196;597;3;8212;9008;
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;VASC;3;3;1423;33;0;254;1710;0
IMAGES;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;dtIRM2;1;1;1484;370;;6632;8486;0
IMAGES;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;CAM;3;3;748;595;5;5406;6754;0
IMAGES;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;IRM;2;2;1526;378;1;10953;12858;0
IMAGES;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MAMM;2;2;;;;7572;7572;
IMAGES;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;RADIO;9;9;8696;984;34;58584;68298;1
IMAGES;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SCAN;3;3;7625;2482;15;29926;40048;1
IMAGES;2022;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;RADIO;1;1;985;0;0;0;985;0
IMAGES;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;IRM;1;1;1015;225;3;4092;5335;0
IMAGES;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;RADIO;3;3;5822;439;1;8548;14810;1
IMAGES;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SCAN;1;1;3901;642;1;5733;10277;1
IMAGES;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;VASC;3;3;1635;2691;8;148;4482;0
IMAGES;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;IRM;1;1;2818;;;3224;6042;0
IMAGES;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;RADIO;3;3;12613;;;21365;33978;0
IMAGES;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SCAN;1;1;12479;;;4767;17246;0
IMAGES;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;VASC;1;1;2126;;;;2126;1
IMAGES;2022;350000154;C.H FOUGERES;350000030;IRM;1;1;;;;;;0
IMAGES;2022;350000154;C.H FOUGERES;350000030;RADIO;3;3;;;;;;0
IMAGES;2022;350000154;C.H FOUGERES;350000030;SCAN;1;1;;;;;;0
IMAGES;2022;350000162;CHIRC SITE REDON;350000048;IRM;1;1;273;3;;3639;3915;
IMAGES;2022;350000162;CHIRC SITE REDON;350000048;MAMM;1;1;;;;1196;1196;
IMAGES;2022;350000162;CHIRC SITE REDON;350000048;RADIO;2;2;5211;87;;19281;24579;
IMAGES;2022;350000162;CHIRC SITE REDON;350000048;SCAN;1;1;2999;8;;5286;8293;
IMAGES;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;MAMM;1;1;;;;1620;1620;
IMAGES;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;RADIO;3;3;8790;;;41868;50658;1
