BOR;AN;FI;RS;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;SSR;URG;SMURSAMU;BLOC;IMAG;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2022;130035793;CLINIQUE LES ALPILLES KORIAN GLANUM;130013139;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130035959;ADPC UDM MARSEILLE 05;130006810;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130035959;ADPC UDM MARSEILLE 05;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130036650;ATUP AUTODIALYSE VITROLLES;130016058;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130036650;ATUP AUTODIALYSE VITROLLES;130016058;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130041767;EUROMED CARDIO;130041262;DECLA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0
FILTRE;2022;130041767;EUROMED CARDIO;130041262;INIT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;0;0;0
FILTRE;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;DECLA;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0
FILTRE;2022;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;INIT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;0;0;0
FILTRE;2022;130042526;KORIAN LES TROIS TOURS;310021399;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130042526;KORIAN LES TROIS TOURS;310021399;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130043318;SSR PEDIATRIQUE VAL PRE VERT;130043300;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130043318;SSR PEDIATRIQUE VAL PRE VERT;130043300;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130043508;UNITE PEDIATRIQUE POMPONIANA MARSEILLE;250002284;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130043508;UNITE PEDIATRIQUE POMPONIANA MARSEILLE;250002284;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130043664;HOPITAL EUROPEEN;130002157;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0
FILTRE;2022;130043664;HOPITAL EUROPEEN;130002157;INIT;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2022;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130044662;UNITE MED NUTRITION SITE CCV VALMANTE;920030269;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130044662;UNITE MED NUTRITION SITE CCV VALMANTE;920030269;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130044753;CLINIQUE MONTICELLI VELODROME;130810336;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2022;130044753;CLINIQUE MONTICELLI VELODROME;130810336;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130045263;VILLA IZOI;130007487;DECLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;130045263;VILLA IZOI;130007487;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130046097;CLINIQUE PROVENCE VELODROME;130000557;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130046097;CLINIQUE PROVENCE VELODROME;130000557;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130048176;IRIDIS MARSEILLE SITE HP CLAIRVAL;130037856;DECLA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130048176;IRIDIS MARSEILLE SITE HP CLAIRVAL;130037856;INIT;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130048341;HJ ST MARTIN SPORT MARSEILLE;130001852;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130048341;HJ ST MARTIN SPORT MARSEILLE;130001852;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130050396;ADPC MARTIGUES SITE CH;130006810;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2022;130050396;ADPC MARTIGUES SITE CH;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;DECLA;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2022;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;INIT;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;130780083;CLINIQUE MADELEINE REMUZAT;130000060;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130780083;CLINIQUE MADELEINE REMUZAT;130000060;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130780521;APHM HOPITAL NORD;130786049;DECLA;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1
FILTRE;2022;130780521;APHM HOPITAL NORD;130786049;INIT;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;1;1;;;;;;;;;;;1;1;1;1;0;1;0;0
FILTRE;2022;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;DECLA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;INIT;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130781370;CLINIQUE JEANNE D'ARC;130000532;DECLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2022;130781370;CLINIQUE JEANNE D'ARC;130000532;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;DECLA;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0
FILTRE;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;INIT;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2022;130781768;CLINIQUE KORIAN LES PALMIERS;130000763;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781768;CLINIQUE KORIAN LES PALMIERS;130000763;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130781867;CLINIQUE DE LA CIOTAT;130000813;DECLA;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2022;130781867;CLINIQUE DE LA CIOTAT;130000813;INIT;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130781917;CLINIQUE PROVENCE AZUR;130000847;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781917;CLINIQUE PROVENCE AZUR;130000847;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;DECLA;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0
FILTRE;2022;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;INIT;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130782097;CENTRE DE SIBOURG;130000938;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130782097;CENTRE DE SIBOURG;130000938;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;DECLA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0
FILTRE;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2022;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0
FILTRE;2022;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;130782303;KORIAN VALDONNE;750056335;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130782303;KORIAN VALDONNE;750056335;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;;;;;;;;
FILTRE;2022;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2022;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782493;SSR CLINIQUE SAINT LAURENT;330050899;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130782493;SSR CLINIQUE SAINT LAURENT;330050899;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130782675;CLINIQUE VIGNOLI;130001233;DECLA;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2022;130782675;CLINIQUE VIGNOLI;130001233;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;130783152;CLINIQUE SAINTE ELISABETH;130001365;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2022;130783152;CLINIQUE SAINTE ELISABETH;130001365;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;DECLA;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0
FILTRE;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;INIT;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;;;;;;;;;;;0;1;1;0;0;1;1;0
FILTRE;2022;130783293;APHM HOPITAL LA TIMONE;130786049;DECLA;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
FILTRE;2022;130783293;APHM HOPITAL LA TIMONE;130786049;INIT;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;;;;;;;;;;;1;1;1;1;1;1;0;1
FILTRE;2022;130783327;CLINIQUE BOUCHARD;130001415;DECLA;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2022;130783327;CLINIQUE BOUCHARD;130001415;INIT;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2022;130783475;CLINIQUE L'ANGELUS;690793195;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2022;130783475;CLINIQUE L'ANGELUS;690793195;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130783665;CLINIQUE DE BONNEVEINE;130043722;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0
FILTRE;2022;130783665;CLINIQUE DE BONNEVEINE;130043722;INIT;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130783723;CLINIQUE JUGE;130001456;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2022;130783723;CLINIQUE JUGE;130001456;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2022;130783764;CLINIQUE MON REPOS;920030269;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130783764;CLINIQUE MON REPOS;920030269;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;DECLA;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1
FILTRE;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;INIT;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;;;;;;;;;;;1;1;1;1;1;0;0;1
FILTRE;2022;130784085;CLINIQUE L'EMERAUDE;920030921;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130784085;CLINIQUE L'EMERAUDE;920030921;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;DECLA;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
FILTRE;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INIT;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;;;;;
FILTRE;2022;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784580;CLINIQUE LA PROVENCALE;920030269;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130784580;CLINIQUE LA PROVENCALE;920030269;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2022;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2022;130784697;CLINIQUE DES QUATRE SAISONS;130001902;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2022;130784697;CLINIQUE DES QUATRE SAISONS;130001902;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
