BOR;AN;FI;RS;FI_EJ;SPED;UPED;LIT_CHI_PED;LIT_MED_PED;PLA_CHI_PED;PLA_MED_PED;SEJHP_MED_PED;SEJHP_CHI_PED;SEJHC_MED_PED;SEJHC_CHI_PED;JOU_CHI_PED;JOU_MED_PED;EFFLIB_PM;EFFLIB_PED;EFFLIB_CHIPED;ETPSAL_PM;ETPSAL_PED;ETPSAL_CHIPED;GAR_PM;GAR_PED;GAR_CHIPED;AST_CHIPED;AST_PM;AST_PED;EFFLIB_INFNS;EFFLIB_PUE;EFFLIB_AUX;EFFLIB_KINE;EFFLIB_PSY;EFFLIB_APNM;ETPSAL_INFNS;ETPSAL_PUE;ETPSAL_AUX;ETPSAL_KINE;ETPSAL_PSY;ETPSAL_APNM
MCOPED;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;0;0;15;0;0;0;0;567;0;0;1541;0;;;1.6;1.6;;;;;;;;;;;;;;4.84;1.39;1.25;0.13;0.25;3.4
MCOPED;2022;450000047;CH DEZARNAULDS - GIEN;450000096;1;1;;20;;;0;0;1372;0;0;2821;;;;3.3;3.3;;;;;;;;;;;;;;8.42;2.33;11.86;0.5;0.08;4.1
MCOPED;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;1;;13;;;0;0;1345;0;0;2545;1;1;;5.49;5.49;;1;1;1;0;0;0;;;;;;;17.73;4.27;3.09;;;12.96
MCOPED;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;1;15;40;2;12;995;926;4087;1046;2363;10190;;;;2.1;1.8;0.3;1;1;;;1;1;;;;;;;5.6;0.1;5.3;;;0.3
MCOPED;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;1;0;;10;;0;233;0;643;0;0;1515;0;0;;3.45;2.7;;0;0;;;1;1;0;0;0;0;0;0;1.46;8.61;6.26;0;0.02;4.2
MCOPED;2022;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;1;0;;13;;2;588;0;1189;0;0;3930;0;0;;5.09;5.09;;1;1;;;;;0;0;0;0;0;0;5.01;10.1;8.64;0.1;1.77;9.64
MCOPED;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;0;;7;;;0;0;741;0;0;1424;;;;3.2;3.2;;0;0;0;0;1;1;;;;;;;3;3;15.4;0.1;0.1;2.8
MCOPED;2022;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;0;;14;;2;26;0;734;0;0;1961;;;;2.33;1.25;;0;0;0;0;1;1;;;;;;;0.42;6.37;4.5;;;4.2
MCOPED;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;0;;6;;0;98;0;453;0;0;875;;;;2.14;1.82;;0;0;0;0;1;1;;;;;;;1;11.68;4.51;;0.32;3.26
MCOPED;2022;490000049;CHR ANGERS SITE LARREY;490000031;1;1;18;36;5;7;3013;1556;4652;1017;3187;14264;;;;44.48;29.39;4.98;1;1;0;1;1;1;;;;;;;17.9;17.07;20.07;0;0.38;48.43
MCOPED;2022;490000635;CH DE CHOLET;490000676;1;0;1;19;;2;397;0;1649;297;791;5111;;;;7.26;7.11;;1;1;0;0;0;0;;;;;;;8.62;9.11;11.35;;;5.05
MCOPED;2022;490001765;CH DE SAUMUR;490528452;1;1;;5;;1;134;0;609;0;0;1212;;;;0.98;0.98;;1;1;;;0;0;;;;;;;1.72;4.17;4.73;;;4.13
MCOPED;2022;500000021;CHAG - SITE AVRANCHES;500000054;1;1;;15;;;0;0;1319;0;0;3349;;;;4.14;4.1;0.04;1;1;;;0;0;;;;;;;12.02;8.1;10.68;;1.12;9.27
MCOPED;2022;500000187;CHPC - SITE CHERBOURG;500000013;1;0;;23;;2;469;0;2137;0;0;6378;;;;9.32;9.32;;;;;;;;;;;;;;8.4;11.98;4.59;;0.5;20.78
MCOPED;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;1;1;;22;;;108;0;1820;0;0;4650;;;;6.47;6.47;;1;1;0;0;0;0;;;;;;;6.65;6.53;8.7;;0.5;3.85
MCOPED;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;1;;4;8;;;156;3;992;48;86;2275;;;;5.86;4.03;1;;;;;;;;;;;;;8.11;2.29;6.02;;0.59;5.59
MCOPED;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;0;;8;;;60;0;701;0;0;2332;;;;2.79;2.72;0.05;0;0;0;0;1;1;;;;;;;3.61;3;5.55;;;4.27
MCOPED;2022;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;1;1;23;67;5;17;2955;2037;4314;926;2415;15146;;;;13.33;5.07;8.01;1;1;0;1;1;1;0;0;0;0;0;0;41.7;31.15;35.76;0;0;26.56
MCOPED;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;0;;10;;2;187;0;1163;0;0;3136;;;;4.5;4.5;0;1;1;0;0;;;;;;;;;7.79;0.97;6.32;0;0.37;5.1
MCOPED;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;;;18;;4;552;0;1842;0;0;4409;0;0;;3.85;3.85;;1;;;;0;;0;0;0;0;0;0;0.08;20.84;28;0;1;
MCOPED;2022;540000015;CHRU NANCY - MATERNITE;540023264;1;0;0;;0;2;224;0;75;0;0;80;;;;0.18;0.18;;1;1;;;0;0;;;;;;;1.99;1;;;;0.04
MCOPED;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;0;;5;;;0;0;528;0;0;1302;;;;4.88;4.88;;0;0;0;1;1;1;;;;;;;5.38;1.21;2.26;2.98;3.86;
MCOPED;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;1;0;8;0;0;0;0;496;0;0;1884;0;0;;2.47;2.11;;0;0;;;1;1;;;;;;;4.96;2.13;5.95;;0.5;2.82
MCOPED;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;1;33;71;7;25;6444;1971;8320;1989;6111;23028;2;;;48.7;28.66;12.64;1;1;1;1;1;1;;;;;;;123.3;66.97;98.69;;5.86;91.45
MCOPED;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;0;0;11;0;2;245;0;731;0;0;1684;;;;0.4;0.4;0;;0;;;;1;;;;;;;4;3.84;10.28;;;3.25
MCOPED;2022;560000127;CHBA SITE DE VANNES;560023210;1;1;0;21;0;5;925;0;2781;0;0;7198;;;;11.42;11.42;;1;1;;;0;0;;;;;;;8.11;18.77;17.21;0.5;0.61;12.4
MCOPED;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;;24;;4;1164;0;1958;0;0;6725;;;;6.3;6.3;;1;1;;;0;0;;;;;;;5.13;8.43;11;0;0.78;3.86
MCOPED;2022;560000143;CHCB- SITE KÉRIO;560014748;1;1;;10;;;44;0;665;0;0;1664;;;;2;2;0;;;;;;;;;;;;;2.34;9.44;6.09;;;2.01
MCOPED;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;22;;1;547;0;1843;0;0;4054;;;;3.75;3.75;;0;0;;;1;1;;;;;;;8.23;15.11;6.25;0.15;0.03;21.22
MCOPED;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;15;0;2;148;0;1466;0;0;4321;;;;4;4;;1;1;;;0;0;;;;;;;4.48;8.79;6.33;;;2.96
MCOPED;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;0;0;16;0;4;16;0;1023;0;0;2322;;;;1.58;1.58;;0;0;;;1;1;;;;;;;2.22;7.07;0.21;;;10.83
MCOPED;2022;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;7;30;;3;992;0;1926;587;1362;8144;0;0;0;6.44;6.44;0;1;1;0;0;0;0;0;0;0;0;0;0;8.74;16.16;12.36;0;0;18.92
MCOPED;2022;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;1;;15;;;0;0;1397;0;0;3773;;;;3.5;3.5;;1;1;;;0;0;;;;;;;4.59;2.6;9.29;;;2.04
MCOPED;2022;590000121;CH SECLIN;590780227;1;1;;11;;;124;0;993;0;0;2220;;;;10.16;10.16;;1;1;;;0;0;;;;;;;2.72;15.95;6.79;;;9.17
MCOPED;2022;590000337;CH DUNKERQUE;590781415;1;1;;32;;4;1578;0;3335;0;0;7221;0;0;0;8.07;7.27;0;0;0;0;0;1;1;0;0;0;0;0;0;11.41;11.1;21.01;0;0.6;15.4
MCOPED;2022;590000428;CH CAMBRAI;590781605;1;;3;19;;4;425;0;1674;125;245;3175;;;;3.5;3.5;;0;0;0;0;1;1;;;;;;;6.52;9.3;19.74;;;8.22
MCOPED;2022;590000535;CH DE MAUBEUGE MCO;590781803;1;1;;16;;3;582;0;1480;0;0;3346;;;;7.88;5.58;;;;;;;;;;;;;;10.02;23.17;15.7;;;10.41
MCOPED;2022;590000618;CH VALENCIENNES;590782215;1;1;14;38;6;4;1004;748;5555;967;2723;10560;;;;16.48;4.24;12.24;1;1;;;0;0;;;;;;;6.32;21.61;9.32;0;0.66;25.61
MCOPED;2022;590000758;CH ARMENTIERES;590782637;1;0;;13;;2;576;0;1563;0;0;2936;;;;4.4;3.91;;1;1;;;0;;;;;;;;7.2;19.13;11.45;0.1;0.51;3.18
MCOPED;2022;590001004;CH DOUAI DECHY;590783239;1;1;;19;;;0;0;2015;0;0;5040;;;;3.12;3.12;;1;;;;0;;;;;;;;3.42;10.49;7.1;;0.5;7.92
MCOPED;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;1;;26;110;18;20;5849;2827;5816;1205;4984;24081;;;;31.73;23.95;2.27;;;;;;;;;;;;;75.14;118.99;102.74;11.93;4.38;145.38
MCOPED;2022;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;;0;10;0;2;379;0;828;0;0;2498;;;;3.46;2.13;;;;;;;;;;;;;;5.57;10.89;7.52;0;0;8.63
MCOPED;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;;0;25;0;8;1156;0;6015;0;0;5825;;;;4.42;4.02;;;;;;;;;;;;;;8.61;5.2;5.88;0;1.5;17.29
MCOPED;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;1;6;16;7;19;5395;1514;3568;456;990;7981;;;;18.3;13.82;4.48;0;;;;0;;;;;;;;10.87;15.88;19.61;;;0.38
MCOPED;2022;590801106;HOPITAL VICTOR PROVO;590782421;1;1;10;40;0;5;1018;480;3420;805;1716;7668;;;;24.7;21.7;3;0;1;0;1;1;1;;;;;;;14.11;60.91;16.6;1.04;;36.58
MCOPED;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;1;;17;;1;61;0;1353;0;0;2848;;;;5.82;5.82;;0;0;;;1;1;;;;;;;1.19;8.31;3.47;;0.25;10.07
MCOPED;2022;600000194;CH BEAUVAIS;600100713;1;1;0;28;0;3;138;0;2483;0;0;6190;;;;7.72;7.72;;;;;;;;;;;;;;10.21;2.96;10;;1;7.02
MCOPED;2022;600000467;CH GHPSO CREIL;600101984;1;1;;34;;5;545;0;4096;0;0;11830;;;;5.52;5.52;;1;1;;;1;1;;;;;;;38.54;1.65;24.77;;0.55;24.16
MCOPED;2022;600113476;CH CHICN COMPIÈGNE;600100721;1;1;;14;;2;423;0;1589;0;0;3822;;;;6.11;5.86;;;;;;;;;;;;;;16.73;1;10.31;;0.95;8.49
MCOPED;2022;610000051;CHICAM - SITE ALENCON;610780082;1;1;;15;;;363;0;1236;0;0;2582;;;;7.38;5.38;;;;;;;;;;;;;;6.11;4.83;7.74;;;5.35
MCOPED;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;;16;;;141;0;1449;43;78;2542;;;;3.66;3.53;0.05;0;0;0;1;1;1;;;;;;;8.97;4.24;1;0;0.22;12.33
MCOPED;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;1;0;18;0;0;0;0;1863;0;0;6751;;;;6.89;5.99;0;;;;;;;;;;;;;14.29;11.46;13.27;0;1.47;21.42
MCOPED;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2022;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;1;0;;2;;1;149;0;33;2;12;102;;;;0.1;0.05;;0;0;0;0;1;1;;;;;;;1;;0.25;0.25;;1
MCOPED;2022;620000034;CH ARRAS;620100057;1;1;0;33;0;6;683;0;2555;0;0;6081;;;;10.69;10.69;;1;1;;;0;0;;;;;;;14.57;13.53;15.88;;1;16.41
MCOPED;2022;620000224;CH BETHUNE;620100651;1;0;;20;;2;404;0;1623;0;0;4001;;;;5;5;;;;;;1;1;;;;;;;3.35;9;8.92;0.08;0;8.75
MCOPED;2022;620000257;CH LENS;620100685;1;1;10;20;5;5;796;819;2498;762;1873;6084;;;;9.04;6.81;2.23;1;1;0;1;;;;;;;;;26.09;14.92;22.32;0;1.22;21.15
MCOPED;2022;620000323;CH CALAIS;620101337;1;1;;15;;4;716;0;1982;0;0;4644;;;;15.73;;;0;;;;0;;;;;;;;5.79;8.35;9.6;;0.51;5.61
MCOPED;2022;620000349;CH REGION DE ST OMER;620101360;1;0;0;12;0;0;34;0;1161;0;0;2329;;;;2.71;2.62;;0;0;0;0;1;1;;;;;;;0.34;8.17;6.31;;;2.59
MCOPED;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;4;25;0;2;369;0;1817;303;556;4309;;;;6.06;4.42;;;;;;;;;;;;;;10.09;4.75;13.91;;1;14.03
MCOPED;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;;12;;2;201;0;1589;0;0;2374;;;;4.82;3.82;;0;0;0;0;1;1;;;;;;;3.97;5.03;3;;0.25;2.05
MCOPED;2022;630781268;HOPITAL ESTAING - CHU63;630780989;1;1;14;46;4;14;707;796;3660;1270;3707;13797;0;0;0;23.68;17.06;5.32;1;0;0;0;1;0;;;;;;;35.88;30.9;38.74;;1.7;32.42
MCOPED;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;1;3;19;0;2;867;0;4453;285;604;6837;;;;9.24;9.24;;1;1;0;1;0;0;;;;;;;2.35;8.56;6.63;;1.02;8.6
MCOPED;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;24;0;4;1474;0;2095;0;0;5939;;;;8.03;8.03;;;;;;;;;;;;;;1.35;16.06;9.18;0.28;0.5;11.79
MCOPED;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;1;1;;18;;6;444;0;1024;0;0;2621;;;;8.85;8.85;;0;0;0;0;0;0;;;;;;;4.86;18.9;0.02;;0.2;20.1
MCOPED;2022;660000084;CH PERPIGNAN;660780180;1;;;25;;6;1530;0;2457;0;0;6120;;;;11.72;11.72;0;;;;;;;;;;;;;22.98;9.79;11.52;0;1.17;23.6
MCOPED;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;;18;;2;664;0;1147;0;0;3389;1;1;0;7.58;5.55;0;1;1;0;0;0;0;;;;;;;1.74;16.52;0;0.07;1.98;15.35
MCOPED;2022;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2022;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;;;14;;;0;0;1030;0;0;2493;;;;4.7;4.63;0.03;0;0;0;0;1;1;;;;;;;7.99;2.25;4.05;;;7.35
MCOPED;2022;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;1;69;23;10;24;3058;1982;5479;1447;4492;21130;;;;44.72;36.42;6.75;1;1;1;1;1;1;;;;;;;67.45;63.59;26.86;0.55;7.95;59.05
MCOPED;2022;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;6;29;11;6;1163;1506;2018;480;1190;6466;;;;7.62;6.13;1.49;1;1;0;1;0;0;;;;;;;11.29;15.73;23.78;;;16.46
MCOPED;2022;680004546;HOPITAL EMILE MULLER;680020336;1;1;;48;;5;1619;1;2879;133;233;12320;;;;14.8;12.38;;1;1;;;1;1;;;;;;;33.43;27.09;25.05;0.2;1.63;23.84
MCOPED;2022;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;1;0;;;;2;600;0;0;0;0;0;;;;1.27;0.6;;0;0;0;0;1;1;;;;;;;1.08;;1.24;2.55;0.11;8.63
MCOPED;2022;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;0;;40;2;2;1006;961;3004;0;0;10599;;;;9.98;9.08;0.43;1;1;1;0;0;0;;;;;;;34.67;14.88;22.67;;0.78;7.88
MCOPED;2022;690000880;CENTRE LEON BERARD;690783220;1;0;;18;;;0;0;2702;0;0;2676;;;;10.66;10.66;;0;0;0;0;1;1;;;;;;;16.99;6.29;11.4;;2;12.85
MCOPED;2022;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;1;1;72;136;21;41;18833;3179;10025;3448;9502;38599;;;;60.46;41.64;4.65;1;1;1;1;1;1;;;;;;;204.68;78.78;196.59;3.75;13.96;98.67
MCOPED;2022;690019849;IHOP - HCL;690781810;1;0;;35;;16;2374;0;737;0;0;3325;;;;5.79;5.7;;0;0;;;1;0;;;;;;;27.49;15.75;23.86;0.25;1.17;18.81
MCOPED;2022;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;0;;13;;1;74;0;512;0;0;2180;;;;2.38;;1.5;0;0;;;1;1;;;;;;;3.36;6.56;7.48;;0.64;0.99
MCOPED;2022;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;1;0;;22;;1;571;0;941;0;0;8286;;;;7.42;3.38;;1;0;;;1;0;;;;;;;26.92;12.79;22.76;;0.2;18.99
MCOPED;2022;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;0;0;14;0;4;519;0;1730;0;0;3439;;;;5.1;;;0;;;;1;;;;;;;;2.73;16.43;12.17;;;4.59
MCOPED;2022;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;;;10;;;0;0;1437;0;0;1977;;;;3.57;;;;;;;;;;;;;;;3.52;4.84;12.05;;;1
MCOPED;2022;710010786;CH AUTUN SITE PARPAS;710781451;1;0;;5;;;0;0;188;0;0;264;;;;2.07;2.07;;0;;;;1;1;;;;;;;2.86;3;2.53;;;7.08
MCOPED;2022;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;18;0;0;0;0;3612;0;0;6026;0;0;;4;4;;1;1;;;0;0;;;;;;;9.3;8.4;9.58;;2.15;2.32
MCOPED;2022;710978289;CH LES CHANAUX MACON;710780263;1;1;1;14;0;1;135;0;1485;101;183;3721;;;;6.41;;;1;1;;;0;0;;;;;;;6.13;15.21;15.37;;;4.04
MCOPED;2022;710978347;HOTEL DIEU DU CREUSOT;570010181;1;0;0;2;0;0;0;0;0;0;0;0;;;;0;0;;0;;;;1;;;;;;;;;;0;;;
MCOPED;2022;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;12;52;6;8;1726;1262;5304;822;2188;13691;0;0;;6.35;5.71;0.64;1;0;1;1;1;1;;;;;;;32.65;9.76;39.52;;0.5;6.98
MCOPED;2022;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;0;;7;;;119;0;413;0;0;789;;;;1.66;1.66;;;;;;;;;;;;;;0.13;;0.05;;0.2;
MCOPED;2022;730000031;CHMS CHAMBERY NH;730000015;1;1;9;36;;6;1617;1;2785;83;144;9652;;;;1.2;1.2;;;;;;;;;;;;;;9.09;16.2;;;2.02;28.5
MCOPED;2022;730000262;CH D'ALBERTVILLE;730002839;1;0;1;13;;;0;0;1326;1;1;3162;;;;3.86;3.86;;0;0;;;1;1;;;;;;;6.3;6.69;7.2;;;4.8
MCOPED;2022;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;;42;;4;809;0;3137;0;0;10431;;;;9.78;9.78;0;1;1;;;0;0;;;;;;;18.33;9.76;25.94;;;8.37
MCOPED;2022;740000328;HOPITAUX DU LEMAN;740790381;1;1;0;16;0;4;331;0;1651;0;0;4276;;;;4.05;3.75;0.3;;;;;;;;;;;;;5.74;0.42;3.49;;;4.25
MCOPED;2022;740781141;CH ALPES LEMAN;740790258;1;0;2;17;0;3;389;0;1866;176;277;5418;;;;7.57;6.54;;1;1;;;1;1;;;;;;;13.31;9.68;15.66;0;0.15;4.97
MCOPED;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;0;1;20;1;2;462;259;1370;209;468;4670;1;1;;2.21;2.21;;0;0;0;0;1;1;;;;;;;11.71;6.54;8.28;;0.75;8.29
MCOPED;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;1;0;17;;0;;0;697;217;135;478;1334;;;;12.12;3.56;8.56;0;0;0;1;1;1;;;;;;;13.64;2.42;3.41;0.2;1.13;
MCOPED;2022;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;1;1;36;135;4;35;7678;1787;8577;2679;8811;30568;;;;141;;;1;1;;;1;1;;;;;;;259.7;57;96.4;11.5;22.1;215.2
MCOPED;2022;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;0;;10;;6;1752;0;154;0;0;3223;;;;5.2;5.2;;0;0;;;0;0;;;;;;;10.9;0.6;1.7;0;5;16.5
MCOPED;2022;750100208;HU NECKER ENFANTS MALADES APHP;750712184;1;1;138;278;15;51;12015;2921;12553;6556;21709;58423;;;;276.8;153.13;72.5;1;1;;;1;1;;;;;;;504.19;141.94;251.49;26.36;28.84;529.76
MCOPED;2022;750803454;HU ROBERT DEBRE APHP;750712184;1;1;30;164;15;45;9393;3963;11611;2394;8358;42060;;;;263.99;35.34;36.42;1;1;1;0;0;0;;;;;;;254;39;113;16;10;137
MCOPED;2022;760000018;CH DIEPPE;760780023;1;0;;9;;2;200;0;1430;0;0;3251;;;;8.09;8.09;;1;1;;;0;0;;;;;;;14.66;6.14;;;0.7;21.82
MCOPED;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;43;78;14;20;4408;2097;7513;1871;5565;25070;0;0;0;46.65;35.69;2.85;1;1;;1;;;;;;;;;133.7;69.21;105.62;;4.83;73.1
MCOPED;2022;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;1;;10;;;0;0;771;0;0;1840;;;;1.53;1.53;0;0;0;;;1;1;;;;;;;8.4;2;2.01;;;6.52
MCOPED;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;0;0;12;0;0;0;0;1738;0;0;3004;;;;7.02;7.02;;1;1;;;0;0;;;;;;;5.86;4.23;3.45;0;0;5.92
MCOPED;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;8;45;9;5;986;644;5103;922;2039;11539;;;;6.96;4.98;1.96;1;1;0;1;0;0;;;;;;;41.86;14.38;13.9;;1.3;41.64
MCOPED;2022;770000131;CH DE COULOMMIERS;770021145;1;;;10;;;0;0;699;0;0;2405;;;;5.83;5.83;;;;;;;;;;;;;;8.8;0.88;8.33;;0.33;4.65
MCOPED;2022;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;1;0;2;0;3;322;0;1776;0;0;3539;;;;12.72;;;;;;;;;;;;;;;10;1;;3.55;3.67;
MCOPED;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1;;32;;6;501;0;2133;0;0;5057;0;0;;13.39;13.3;;1;1;0;0;0;0;0;0;0;0;0;0;28.19;5.59;7.28;0;0.5;14.69
MCOPED;2022;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;0;0;1;0;0;0;0;154;0;0;4;;;;2.69;2.69;;;;;;;;;;;;;;20;;;3.86;2.36;
MCOPED;2022;770000172;CH DE PROVINS LEON BINET;770110070;1;0;1;17;0;1;72;0;900;16;42;2022;;;;4.12;4.12;;1;1;;;;;;;;;;;9.16;3.22;7.24;0;0;2.41
MCOPED;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;1;;30;;3;961;0;2955;0;0;8259;;;;13.65;11.03;0.88;;;;;;;;;;;;;36.74;3.93;12.32;0;1.5;15.88
MCOPED;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;;;25;;2;1134;0;2184;0;0;6931;;;;12.33;;;1;;;;0;;;;;;;;9.5;0.43;5.78;;;9.04
MCOPED;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1;3;22;2;6;378;315;3794;229;602;7016;;;;4.78;;;1;;;;0;;;;;;;;13.58;6.08;27.64;0.27;0.88;10.47
MCOPED;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;0;42;;6;884;0;3030;0;0;9411;;;;6.14;5.55;;0;0;;;0;;;;;;;;14.27;11.59;14.63;;2.73;16.72
MCOPED;2022;780000329;CH DE RAMBOUILLET;780110052;1;1;0;12;0;2;267;0;1144;0;0;2967;;;;2.87;2.87;;1;1;;;0;0;;;;;;;4.79;1.6;3.64;;0.5;4.01
MCOPED;2022;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;1;0;;1;;8;1575;0;43;0;0;481;;;;2.72;2.72;;1;1;0;0;0;0;;;;;;;2.19;1.26;;;;0.88
MCOPED;2022;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;1;1;29;1;5;1190;179;3886;150;338;9695;;;;;;;;;;;;;;;;;;;28.55;7.51;20.63;;2.4;9.7
MCOPED;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;;19;;5;161;0;1987;0;0;4291;;;;9.22;9.22;0;1;1;;;0;0;;;;;;;16.2;7.82;18.93;0.3;1.48;9.62
MCOPED;2022;800000143;CH ABBEVILLE;800000028;1;1;;15;;1;93;0;1384;0;0;3158;;;;4.54;4.51;;0;0;0;0;1;1;;;;;;;9.85;2.86;3.22;0.5;0.24;10.38
MCOPED;2022;800006124;CHU AMIENS SUD;800000044;1;1;24;70;8;8;2332;1362;5959;1488;4353;19286;;;;23.39;18.14;1.92;1;1;;;0;0;;;;;;;57.41;19.79;30.09;0.18;1.98;44.22
MCOPED;2022;810000505;CH ALBI;810000331;1;1;0;12;0;1;315;0;1091;0;0;2872;;;;1.98;1.98;;0;0;;;1;1;;;;;;;6.96;3.66;3.49;;;3.38
MCOPED;2022;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;0;;12;;0;257;0;1272;0;0;2523;;;;6.1;6.1;;0;0;;;1;1;;;;;;;2.3;9.11;9.62;0.18;0.16;2.73
MCOPED;2022;820000032;CH MONTAUBAN;820000016;1;0;0;15;0;2;218;0;1340;0;0;2819;;;;4.75;4.47;;0;0;;;1;1;;;;;;;6.74;7.91;9.06;0.35;;10.03
MCOPED;2022;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;0;0;11;0;2;12;0;855;0;0;1927;;;;4.62;4.57;0.05;0;0;0;0;1;1;;;;;;;2.67;7.47;4.11;;0.59;7.75
MCOPED;2022;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2022;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;0;0;9;1;2;65;50;1588;0;0;2873;;;;0.81;0.81;0;0;0;0;0;1;1;;;;;;;5.66;12.75;17.15;;;9.13
