BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A37;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_F8;PHARMA_G8;PHARMA_E8;PHARMA_H8;PHARMA_F9;PHARMA_G9;PHARMA_H9;PHARMA_E9;PHARMA_A20;PHARMA_A11;PHARMA_B14;PHARMA_C14;PHARMA_A16;PHARMA_A38;PHARMA_A17;PHARMA_A18;PHARMA_A39;PHARMA_A40;PHARMA_A41;PHARMA_A42;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A43;PHARMA_A44;PHARMA_A45;PHARMA_A46;PHARMA_A47;PHARMA_A25;PHARMA_A26;PHARMA_A48;PHARMA_A49;PHARMA_A50;PHARMA_F29;PHARMA_F30;PHARMA_F31;PHARMA_F32;PHARMA_F33;PHARMA_F34;PHARMA_F35;PHARMA_G29;PHARMA_G30;PHARMA_G31;PHARMA_G32;PHARMA_G33;PHARMA_G34;PHARMA_G35;PHARMA_D29;PHARMA_E29
PHARMA;2022;210011847;POLYCLINIQUE DU PARC DREVON;210011839;0;;;;;;;69;;;;;0;;;;;;;;;1;1;69;;1;0;0;0;0;0;;;1;0;;;;0;0;0;0;1;1;2;;3;1.5;0.1;0.6;;4.17;5.06;;;;;;;;;0;0
PHARMA;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;0;;;;;;;198;;;;;1;0;0;1;1;0;0;0;0;1;1;0;;0;0;0;0;0;0;40048;170;0;0;;;;0;0;0;0;0;0;0;0;0;2;;;;9.1;3;;;;;;;;;0;0
PHARMA;2022;210780144;CRF DIVIO DIJON;750721235;0;;;;;;;;;97;;;0;;;;;;;;;1;1;97;;0;0;0;0;0;1;7254;126;0;0;;;;0;0;0;0;0;0;;;;1.51;;;;1.83;;;;;;;;;;0;0
PHARMA;2022;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;0;;;;1;0;;;;102;;;0;;;;;;;;;1;1;102;;0;0;0;0;0;0;17428;102;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;1.6;;;;;;;;;;0;0
PHARMA;2022;210780292;CLINIQUE SSR LES ROSIERS;210000105;0;;;;;;;;;83;;;0;;;;;;;;;1;1;83;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;1;;;;;;;;;;0;0
PHARMA;2022;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;0;;;;0;0;0;;;;;;0;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;0;0
PHARMA;2022;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;0;;;;1;1;;128;;;;;1;0;0;0;0;0;1;0;0;1;1;40;;1;0;0;0;0;0;11629;735;1;1;40;20;;0;0;0;0;0;0;;;;2;;;;7.63;;;;;;;;;;0;0
PHARMA;2022;210986741;SSR JOUVENCE READAPTATION;210986733;0;;;;0;0;0;;;60;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;5343;219;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;0.3;;;;;;;;;;0;0
PHARMA;2022;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;0;;;;;;;;;90;;;0;;;;;;;;;1;1;90;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.7;;;;1;;;;;;;;;;0;0
PHARMA;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;4;0;0;1;0;1;949;56;159;38;216;1;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;35980;8558;1;1;0;0;250;0;0;0;0;0;0;;;;21.34;0.2;2.49;2;48.65;46.88;13.61;;;;;;;;1;1
PHARMA;2022;210987582;CENTRE HOSPITALIER D'IS-SUR-TILLE;210780631;1;4;0;;1;1;0;8;;12;;97;0;;;;;;;;;1;1;20;97;0;0;0;0;1;0;;108;0;0;;;;0;0;0;0;0;0;;;;0.61;;;;0.12;;;0;;;;0;;;0;0
PHARMA;2022;210987632;CH LA CHARTREUSE DIJON;210780607;1;4;0;7;;;;18;249;0;42;53;1;1;0;0;1;0;0;0;0;1;1;0;160;0;1;0;0;1;1;31489;1794;1;0;;;;0;0;0;0;0;0;;;;3.59;0;0;0.8;5.43;1.1;1;0;0;0;0;0;0;0;0;0
PHARMA;2022;210987640;CENTRE HOSPITALIER D'AUXONNE;210780672;1;4;0;;0;0;0;;;20;;148;0;;;;;;;;;0;1;;;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;1;;;;1.8;;;;;;;;;;0;0
PHARMA;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;0;;;;0;1;0;223;;40;30;560;1;0;0;0;0;0;0;0;0;1;1;25;560;1;1;0;0;1;0;20845;2532;0;1;25;;;0;0;0;0;1;0;2;;2;4.35;;;1;10.32;0.25;1.57;;;;;;;;0;1
PHARMA;2022;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;1;4;0;6;0;1;0;66;;77;30;429;1;0;0;1;1;0;0;0;0;1;1;173;429;0;1;0;0;0;1;28859;3060;1;0;;;;0;0;0;0;0;0;;;;2.5;;;0.4;7.14;1.08;0.34;;;;;;;;0;1
PHARMA;2022;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;0;;;;1;;1;158;31;42;0;518;0;;;;;;;;;1;1;0;560;1;0;0;0;0;0;24522;4647;1;0;;;;0;0;0;0;1;1;2;0;2;3;0.6;0.1;0.2;9.01;5;0.01;;;;;;;;0;1
PHARMA;2022;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;0;;;;0;0;0;181;0;0;0;0;0;;;;;;;;;0;1;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;0;0;0;0;1;1;0;0;0;9;0;4;0;6;5;1;0;0;0;0;0;0;0;0;0
PHARMA;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;4;0;6;1;0;1;615;0;30;0;472;1;0;1;0;0;0;1;0;0;1;1;;;1;1;0;0;0;1;469000;10000;1;1;0;0;150;1;0;1;1;1;1;3;0;4;11.32;0.5;;1.1;3.48;15.27;;;;;;;;;0;1
PHARMA;2022;220000095;CTRE HOSPITALIER DINAN;220000046;1;4;0;;1;0;1;161;0;45;60;300;1;0;0;0;1;0;0;0;0;1;1;255;300;1;1;0;0;1;1;17557;7936;1;0;;;;0;0;0;0;0;0;;;;4.93;;;;10.19;2.56;;;;;;;;;0;1
PHARMA;2022;220000111;POLYCLINIQUE DU TREGOR;220000376;0;;;;;;;33;;;;;0;;;;;;;;;1;1;;;1;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;0;2;0;2;1.4;;;;1.8;;;;;;;;;;0;0
PHARMA;2022;220000210;FONDATION BON SAUVEUR;220000210;0;;;;1;0;0;;154;;;;0;;;;;;;;;1;1;23;;0;1;0;0;0;1;13220;518;0;0;;;;0;0;0;0;0;0;;;;2.12;;;;3.64;0.5;0.66;;;;;;;;0;0
PHARMA;2022;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;0;;;;1;;;10;145;27;;;0;;;;;;;;;1;1;182;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.07;;;;3.73;;0.83;;;;;;;;0;0
PHARMA;2022;220000319;CLINIQUE LA CERISAIE;220000681;0;;;;0;0;0;;0;;;;0;;;;;;;;;0;0;61;;0;0;0;0;0;0;5563;6;1;0;;;;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;0;0
PHARMA;2022;220000327;CLINIQUE DU VAL JOSSELIN;220024384;0;;;;1;;0;;97;;;;0;;;;;;;;;1;1;97;;0;1;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1.1;;;;0.9;;0.1;;;;;;;;0;0
PHARMA;2022;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;4;0;5;1;0;0;164;;80;30;254;1;0;1;0;0;0;0;0;0;1;1;254;;0;1;0;0;0;0;15303;7809;1;0;;;;0;0;0;0;1;1;;;;4.56;0.33;;0.7;12.81;7;2.57;;;;;;;;0;1
PHARMA;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;0;;;;1;0;0;205;;125;30;190;1;1;0;0;0;0;0;1;0;1;1;289;224;1;1;0;0;1;1;44300;6100;1;1;25;0;0;0;0;0;0;1;1;2;;3;6.33;0.25;0.6;0.91;9.57;5.81;1.46;;;;;;;;0;1
PHARMA;2022;220000467;LA MAISON DE VELLEDA;920030269;0;;;;0;0;0;;;130;;;0;;;;;;;;;1;1;130;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;1.42;;;;0.49;;;;;;;;;;0;0
PHARMA;2022;220000475;CENTRE SOINS DE SUITE LES CHATELETS;560006074;0;;;;;;;;;100;;;0;;;;;;;;;1;1;100;;0;0;0;0;0;0;;;0;0;;;;0;0;0;1;0;0;;;;;;;;;;;2;;;;;;;0;0
PHARMA;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;4;0;;;;;85;;65;;288;1;0;0;0;0;0;1;0;0;1;1;162;298;0;0;0;0;1;0;70581;1819;0;1;10;;;1;0;0;0;0;0;;;;3.6;;;0.5;7.2;;1;;;;;;;;0;1
PHARMA;2022;220000566;CHPP SITE LAMBALLE;220021968;0;;;;1;0;0;30;0;20;30;367;0;;;;;;;;;1;1;80;367;0;1;0;0;1;0;8507;653;0;0;;;;0;0;0;0;0;0;;;;1.7;;;;4.6;;;;;;;;;;0;0
PHARMA;2022;220000574;CHPP SITE QUINTIN;220021968;0;;;;1;0;0;10;;20;;376;0;;;;;;;;;1;1;30;376;0;1;0;0;1;0;8507;653;0;0;;;;0;0;0;0;0;0;;;;1.6;;;;4;;;;;;;;;;0;0
PHARMA;2022;220001259;CENTRE HOSPITALIER TREGUIER;220005045;1;3;;;0;0;0;30;;50;60;420;1;0;0;0;1;0;0;0;0;1;1;;260;0;0;0;0;1;0;12;;1;0;;;;0;1;0;0;0;0;;;;2.6;;;0;9.12;0.6;1;;;;;;;;0;1
PHARMA;2022;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;0;;;;;0;0;85;0;0;0;0;0;;;;;;;;;1;1;;;0;0;0;0;0;0;6242;312;0;0;;;;0;0;0;0;1;1;2;0;2;1.63;0.2;0;0;2.8;4.71;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;220012751;HOP DE JOUR ENFANTS ROSTRENEN;220017974;0;;;;1;0;0;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.07;;;;3.73;;0.83;;;;;;;;0;0
PHARMA;2022;220014138;CENTRE LONG SEJOUR ROSTRENEN;220017974;0;;;;1;;;;;;30;;0;;;;;;;;;1;1;30;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.01;;;;0.07;;0.02;;;;;;;;0;0
PHARMA;2022;220014708;CTRE SSRAA L'AVANCÉE;220017974;0;;;;1;;;;;29;;;0;;;;;;;;;1;1;29;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.01;;;;0.19;;0.04;;;;;;;;0;0
PHARMA;2022;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;0;;;;;;;148;0;0;0;0;0;;;;;;;;;1;1;34;0;1;0;0;0;0;0;;;1;0;;;;0;0;0;0;1;1;4;1;4;3;0;1;0;10.84;18.26;0;0;0;0;0;0;0;0;0;1
PHARMA;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;0;;;;1;0;0;191;0;24;50;160;0;;;;;;;;;1;1;50;160;1;1;0;0;1;1;24884;2772;1;1;0;0;40;0;0;0;0;1;1;3;0;3;3.17;0.5;0.8;1.28;6.04;9.34;1.45;;;;;;;;0;0
PHARMA;2022;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;1;4;0;;1;;0;24;0;27;30;208;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;1;0;;;;2;;;;4.17;0.5;;;;;;;;;0;1
PHARMA;2022;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;1;4;0;;0;0;;26;;33;30;175;1;0;0;0;0;0;0;0;0;0;1;89;174;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;0.91;;;0.08;3;1;;;;;;;;;0;1
PHARMA;2022;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;0;;;;0;0;0;;105;10;;64;0;;;;;;;;;1;1;82;64;0;0;0;0;0;0;8020;323;1;0;;;;0;0;0;0;0;0;;;;0.79;;;0.01;3.11;;;;;;;;;;0;1
PHARMA;2022;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;1;4;0;;;;;0;0;25;30;90;0;;;;;;;;;1;1;55;90;0;0;0;0;0;0;5001;45;0;0;;;;0;0;0;0;0;0;;;;;;;0;2;;;1;;;;;;;0;0
PHARMA;2022;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;0;;;;1;0;0;;;27;30;105;0;;;;;;;;;1;1;;;0;0;0;0;0;0;3994;104;0;0;;;;0;0;0;0;0;0;0;0;0;1.59;;;;2.53;;;;;;;;;;0;0
PHARMA;2022;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;0;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;1;131;45;1;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;0;0;0;1.52;;;;4.52;;;;;;;;;;0;0
PHARMA;2022;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;0;;;;;;;26;;;;;0;;;;;;;;;1;1;26;;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;0.5;;;;1;;;;;;;;;;0;0
PHARMA;2022;230782617;CRRF ANDRE LALANDE;920028560;0;;;;1;0;0;;;57;;;0;;;;;;;;;1;1;57;;0;0;0;0;0;0;;;0;1;37;0;0;0;1;0;0;0;0;;;;1.37;;;;2.36;;;;;;;;;;0;0
PHARMA;2022;240000091;CH DE LANMARY;240000034;1;4;0;;0;0;0;;;120;;40;0;;;;;;;;;1;1;120;40;0;0;0;0;1;1;9026;486;0;0;;;;0;0;0;0;0;0;;;;0.28;;;;1.5;;;1;;;;;;;0;0
PHARMA;2022;240000174;CENTRE HOSPITALIER DE BELVES;240000042;0;;;;;;;10;0;25;0;59;0;;;;;;;;;1;1;35;59;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;1.47;;;;;;;;;;0;0
PHARMA;2022;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;0;;;;;;;132;;;;;0;;;;;;;;;1;1;;;1;0;0;0;1;0;8518;;0;1;;2;;0;0;0;0;1;1;3;1;4;3;0.3;1;;11.5;12;;;;;;;;;0;1
PHARMA;2022;240000208;CLINIQUE PASTEUR;240000612;0;;;;0;0;0;66;;30;;;0;;;;;;;;;1;0;30;;0;0;0;0;1;0;;;0;1;30;0;0;0;0;0;0;1;1;;;;1.2;;;;;;;;;;;;;;0;0
PHARMA;2022;240000216;CLINIQUE DU PARC;240000620;0;;;;0;0;0;30;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;5624;;1;0;;;;0;0;0;0;1;0;3;0;2;0.6;0.2;;;1;4.8;;1;1;;;1;5;;0;0
PHARMA;2022;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;0;;;;0;0;0;;;80;;;0;;;;;;;;;1;1;80;;0;0;0;0;1;0;5814;540;0;0;;;;0;0;0;0;0;0;;;;1.16;;;;1.74;;;;;;;;;;0;0
PHARMA;2022;240000372;C.H DE BERGERAC;240000059;0;;;;;;;142;0;0;50;110;0;;;;;;;;;1;1;0;110;0;1;0;0;0;0;;;1;1;;;360;0;0;0;1;1;1;2;0;3;2.8;0.5;;1;4.5;3.93;;;;;;;;;0;0
PHARMA;2022;240000414;CENTRE HOSPITALIER DE DOMME;240000067;0;;;;0;0;0;10;;21;;87;0;;;;;;;;;1;1;31;87;0;0;0;0;1;1;119;119;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;2.16;;;;;;;;;;0;1
PHARMA;2022;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;0;;;;0;0;;10;;40;;150;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.35;;;;0.9;;;;;;;;;;0;0
PHARMA;2022;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;1;4;0;;1;0;0;5;197;20;;52;0;;;;;;;;;1;1;222;52;0;0;0;0;1;1;11341;271;1;0;;;;0;0;0;0;0;0;;;;1.29;;;0.03;4.38;0.5;0.9;;;;;;;;0;0
PHARMA;2022;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;0;;;;1;;0;4;;28;30;187;0;;;;;;;;;1;1;30;187;0;0;0;0;1;0;;;1;0;;;;0;1;1;0;0;0;;;;0.63;;;;1.43;;;;;;;;;;0;0
PHARMA;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;0;;;;;;;448;75;39;60;487;0;;;;;;;;;1;1;0;96;1;1;0;0;0;1;121307;1789;1;1;49;0;496;1;0;0;0;1;1;3;1;5;8.82;1;;1;16.98;25.37;3;;;;;;;;0;1
PHARMA;2022;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;1;4;0;;1;0;0;25;;60;60;326;0;;;;;;;;;1;1;145;326;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.9;;;;6.8;;;;;;;;;;0;0
PHARMA;2022;240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;240000141;1;4;0;11;;;;;;40;;165;0;;;;;;;;;1;1;0;165;0;0;0;0;0;0;5107;189;0;0;;;;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2;0;0;;;;;;;;0;0
PHARMA;2022;240000521;CENTRE HOSPITALIER CHENARD;240016055;1;4;0;;1;0;0;25;;60;60;326;1;0;0;0;0;0;0;0;0;1;1;145;326;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1.9;;;;6.8;;;;;;;;;;0;0
PHARMA;2022;240000646;FONDATION JOHN BOST;240000265;0;;;;0;1;0;;320;;;483;0;;;;;;;;;1;1;320;483;0;1;0;0;0;0;33291;1418;0;0;;;;1;0;1;1;1;0;1;;1;1;1;;;6;2;1;;;;;;;;0;0
PHARMA;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;1;4;0;;1;;0;87;39;30;40;85;1;0;0;0;1;0;0;0;0;1;1;137;85;0;0;0;0;1;1;;;1;1;28;;;0;0;0;0;0;0;;;;1.7;;;0.2;3.8;1;0.7;;;;;;;;0;1
PHARMA;2022;240002402;CENTRE DE REEDUCATION LA LANDE;240003251;1;3;1;;;;;;;91;;;0;;;;;;;;;1;1;91;;0;0;0;0;1;0;14721;206;0;0;;;;0;0;0;0;0;0;;;;0.7;;;;0.7;;;;;;;;;;0;0
PHARMA;2022;240008318;CENTRE DE SOINS LE VERGER DES BALANS;240002428;1;3;1;;;;;;;12;;52;0;;;;;;;;;1;1;0;52;0;0;0;0;1;0;3606;50;0;0;;;;0;0;0;0;0;0;;;;0.3;;;;0.3;;;;;;;;;;0;0
PHARMA;2022;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;0;;;;1;0;;94;;70;;;0;;;;;;;;;1;1;136;;0;0;0;0;0;0;88922;3523;0;0;;;;0;0;0;0;1;1;4;0;5;2.6;;;;9.8;;4;;;;;;;;0;0
PHARMA;2022;250000288;CAPIO CLINIQUE SAINT PIERRE PONTARLIER;250000643;0;;;;;;;;;47;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;2;;;;;;;;;;0;0
PHARMA;2022;250000544;CRRF LES SALINS DE BREGILLE;250002284;0;;;;;;;;;52;;;0;;;;;;;;;1;1;52;;0;0;0;0;1;0;3349;177;0;0;;;;0;0;0;0;0;0;;;;0.93;;;;0.85;;;;;;;;;;0;0
PHARMA;2022;250000627;CH PAUL NAPPEZ MORTEAU;250000221;0;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;1;1;72;96;0;0;0;0;1;0;4592;408;0;0;;;;0;0;0;0;0;0;;;;1;;;;2;;;;;;;;;;0;0
PHARMA;2022;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;1;4;0;4;;;;10;0;28;20;125;0;;;;;;;;;1;1;58;125;0;0;0;0;0;0;5508;503;1;0;;;;0;0;0;0;0;0;;;;0.5;;;;0.55;;;;;;;;;;0;1
PHARMA;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;1;3;1;;0;1;;178;35;7;30;423;0;;;;;;;;;1;1;211;;1;0;0;1;0;0;;;1;0;;;;1;1;1;1;1;1;;;;4;0.3;;;11.86;6.19;1;;;;;;;;0;1
PHARMA;2022;250000718;CHS NOVILLARS;250000460;0;;;;1;0;0;0;216;0;0;42;1;1;1;0;1;0;0;0;0;1;1;118;42;0;0;0;0;1;1;16500;720;1;0;;;;0;0;0;1;0;0;;;;2.5;;;0;4.84;1.17;0.75;0;;;0;0;0;0;0;0
PHARMA;2022;250000726;CH SAINT LOUIS ORNANS;250000478;1;4;0;3;0;0;0;6;;35;;88;1;1;1;0;0;0;0;0;0;1;1;41;88;0;0;0;0;0;0;3963;248;0;0;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1.3;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;250000759;CENTRE DE SOINS TILLEROYES;250000569;1;4;0;5;1;0;1;;;147;;;0;;;;;;;;;1;1;147;;0;0;0;0;0;0;9475;476;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;2.37;;;;;;;;;;0;1
PHARMA;2022;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;0;;;;;;;;;80;30;138;0;;;;;;;;;1;1;110;138;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;2.8;;;;;;;;;;1;1
PHARMA;2022;250001237;USLD BELLEVAUX;250007598;1;4;0;;;;;;;;60;204;0;;;;;;;;;1;1;60;204;0;0;0;0;0;0;4374;238;0;0;;;;0;0;0;0;0;0;;;;0.6;0;0;0;2.5;0;0;;;;;;;;0;0
PHARMA;2022;250001252;USLD JACQUES WEINMAN AVANNE;250007788;1;4;0;;;;;;;;91;189;0;;;;;;;;;1;1;91;189;0;0;0;0;0;0;10080;208;0;0;;;;0;0;0;0;0;0;;;;0.5;0;0;0;2.6;0;0;;;;;;;;0;1
PHARMA;2022;250006954;CHRU JEAN MINJOZ;250000015;1;4;0;5;;;;1252;60;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;129344;9525;1;0;0;0;0;0;0;0;0;1;1;5;1;8;18.86;1.1;2.17;4;33.27;54.75;7.99;0;0;0;0;0;0;0;0;1
PHARMA;2022;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;0;;;;1;0;0;73;0;0;0;0;0;;;;;;;;;1;1;0;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;0;3;0;3;1.6;0.2;0;0;5;11;0;;;;;;;;0;0
PHARMA;2022;250016045;HOSPITALIA MUTUALITE HAD;250017803;0;;;;0;0;0;;;;;;1;1;1;1;0;1;0;0;0;1;1;220;;0;0;0;0;1;0;;;0;1;220;;;0;0;0;0;0;0;;;;;1;;4;5;5;;;;;;;;;0;0
PHARMA;2022;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;0;;;;;;;;;60;;;0;;;;;;;;;0;1;60;;0;0;0;0;1;1;8791;34;0;0;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;260000013;CH DE VALENCE;260000021;0;;;;;;;511;0;59;74;87;1;0;1;0;0;0;1;1;0;1;1;;;1;1;0;1;1;1;24479;1331;1;0;;;500;1;0;0;0;1;1;4;0;5;9.4;1;2.5;1.57;24.91;22.58;4.91;;;;;;;;0;1
PHARMA;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;0;;;;1;1;0;256;0;65;0;443;1;0;0;0;1;0;0;0;0;1;1;;275;1;1;0;0;0;0;;;1;1;3500;1800;0;0;0;0;0;1;1;;;;5.55;;1.66;1;13.75;0;1.08;0;0;0;0;0;0;0;0;1
PHARMA;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;4;0;;1;;;297;0;58;40;252;0;;;;;;;;;1;1;401;252;1;1;0;0;1;1;30719;5991;1;1;27;0;0;0;0;0;0;1;1;3;0;4;6.25;0.25;0;0;15.25;10.39;3.42;0;0;0;0;0;0;0;0;1
PHARMA;2022;260000146;CH DE CREST;260000054;0;;;;0;0;0;37;;;;137;1;0;1;0;1;0;0;0;0;1;1;;;0;0;0;0;0;1;2000;190;1;0;;;;0;0;0;0;0;0;;;;3.93;;;;8.68;;;;;;;;;;0;0
PHARMA;2022;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;0;;;;1;;0;18;;61;58;;0;;;;;;;;;1;1;137;;0;0;0;0;1;0;10748;12;1;0;;;;0;0;0;0;0;0;;;;1.19;;;;1.28;;;;;;;;;;0;0
PHARMA;2022;260000237;CH DE NYONS;260000088;1;4;0;;0;0;0;10;;25;;106;0;;;;;;;;;1;1;35;106;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;0.61;0;0;0;0.83;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;260000260;CLINIQUE LA PARISIERE;260000377;0;;;;0;0;0;67;;;;;0;;;;;;;;;1;1;12;;0;0;0;0;1;0;5238;244;0;0;;;;0;0;0;0;1;0;2;0;2;1;0.2;0;0;2.67;0;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;260000278;CH DE BUIS LES BARONNIES;260000096;1;4;0;;0;0;0;6;;19;;119;0;;;;;;;;;1;1;25;119;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;1.6;;;;;;;;;;0;0
PHARMA;2022;260000286;CH DE DIE;260000104;0;;;;;;;28;;15;;157;0;;;;;;;;;1;1;0;81;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;0;0;0;1.47;0;0;0;2.81;0;0;;;;;;;;0;0
PHARMA;2022;260000302;ETABLISSEMENT MEDICAL LA TEPPE;260000161;0;;;;1;1;;;165;;;220;0;;;;;;;;;1;1;;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;0
PHARMA;2022;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;0;;;;1;0;;;227;;33;30;0;;;;;;;;;1;1;35;30;0;0;0;0;1;1;4365;250;0;0;;;;0;0;0;0;0;0;;;;2.58;;;0.1;4.76;;;;;;;;;;0;0
PHARMA;2022;260003017;CLINIQUE KENNEDY;260000781;0;;;;;;;45;;;;;0;;;;;;;;;1;1;46;;0;0;0;0;1;0;2317;580;1;0;;;;0;0;0;0;1;1;2;0;2;1;0.1;;0;3.4;0.6;0;;;;;;;;0;0
PHARMA;2022;260006267;CLINIQUE GENERALE VALENCE;070000245;0;;;;1;0;0;27;;70;;;0;;;;;;;;;1;1;97;;1;0;0;0;1;1;6042;789;0;0;;;;0;0;0;0;0;0;;;;1.32;;1;;3.16;;;;;;;;;;0;0
