BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2022;270000458;CH VERNON CH EURE-SEINE;270023724;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;890;57;;;;;947;322;122;6;42;359;694;84;94;;694;;;;;;;;;;;;;;;;
SMURSAMU;2022;280000084;CH DREUX;280000183;1;1;0;0;0;;0;1;252;336;168;1;2;1;0;1030;203;44;101;404;0;1782;649;211;17;117;398;521;67;58;363;158;254076;4260;179999;143856;118474;105744;23937;228;252;60;420;0;0;0;2689;0
SMURSAMU;2022;280000662;CH CHATEAUDUN;280500075;1;1;0;0;0;;0;0;40;40;40;;1;;;569;11;;;;;580;316;89;6;45;173;262;10;38;143;119;;;;;;;;;;;;;;;;
SMURSAMU;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;528;13;0;0;0;0;541;337;114;7;28;249;203;13;35;93;110;;;;;;;;;;;;;;;;
SMURSAMU;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;1;0;0;0;;0;0;336;336;168;3;1;0;0;1442;294;0;0;0;0;1736;871;305;2;90;553;1124;87;161;1068;56;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000025;CHIC QUIMPER;290020700;1;1;0;0;0;;0;0;168;252;252;1;1;0;0;1192;201;47;27;6;0;1473;538;94;39;21;377;1058;104;128;870;188;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;1;0;0;0;;0;0;168;168;168;1;1;;;1117;170;;4;;;1291;598;103;4;62;410;523;55;69;336;187;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;769;177;23;12;2;0;983;387;63;28;12;278;672;55;101;522;150;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;1;0;0;0;290000017;0;0;168;168;168;1;1;0;0;587;85;0;0;0;0;672;274;74;5;38;;280;39;103;314;273;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;1;0;0;0;;0;0;168;168;168;1;1;1;0;570;96;0;6;5;;677;88;55;3;30;;486;;;253;233;;;;;;;;;;;;;;;;
SMURSAMU;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;1;0;0;0;;0;0;170;168;168;;1;;;726;115;;13;1;;855;353;56;0;22;275;460;57;93;243;217;;;;;;;;;;;;;;;;
SMURSAMU;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;1;0;0;0;290000017;0;1;548;710;420;2;3;1;0;3050;2366;994;541;264;58;7273;;284;12;128;1228;1657;326;430;1390;267;449163;31538;391225;267114;238598;209307;95470;498;218;280;891;0;4;0;4881;0
SMURSAMU;2022;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;1;0;0;0;1;290020700;0;0;84;84;84;0;1;0;0;302;127;26;14;6;0;475;142;32;11;5;94;268;32;40;137;131;;;;;;;;;;;;;;;;
SMURSAMU;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;1;1;0;0;0;;0;1;336;336;588;3;4;1;0;1752;865;10;349;894;0;3870;204;125;3;56;19;1900;366;952;1875;25;83149;6506;74357;69405;73773;66013;18411;217;168;49;336;1;4;1;2800;0
SMURSAMU;2022;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;0;1;0;0;257;12;0;0;0;0;269;68;23;0;24;21;211;20;61;205;6;;;;;;;;;;;;;;;;
SMURSAMU;2022;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;1;1;0;0;548;34;0;0;0;0;582;122;31;3;45;42;473;41;55;24;449;;;;;;;;;;;;;;;;
SMURSAMU;2022;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;0;1;0;0;202;24;0;0;0;0;226;52;8;2;17;25;175;21;27;44;131;;;;;;;;;;;;;;;;
SMURSAMU;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;1;0;0;0;;0;1;504;336;588;2;2;2;0;2165;1451;0;383;612;0;4611;1273;226;52;337;0;4868;;;3205;1663;;;;;49613;30761;18852;260;168;91;420;1;2;0;3485;0
SMURSAMU;2022;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;429;43;0;0;0;0;472;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2022;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;;;262;99;0;0;0;0;361;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;1167;;;;;;1167;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;300000023;CH ALES CEVENNES;300780046;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;1412;29;0;0;0;0;1441;934;207;9;152;499;1168;72;203;950;218;;;;;;;;;;;;;;;;
SMURSAMU;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;1;0;0;0;;0;0;168;168;0;;1;;;789;0;0;0;0;0;789;167;113;10;49;;582;38;140;433;149;;;;;;;;;;;;;;;;
SMURSAMU;2022;300782117;CHU NIMES CAREMEAU;300780038;1;1;0;0;0;;0;1;504;429;563;;;;;3066;1624;551;195;325;;5761;;247;26;212;;2549;194;456;2254;295;462893;54768;317980;173152;317980;223053;70350;354;218;136;1056;0;17;;;
SMURSAMU;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;1;0;0;0;;0;0;336;336;336;1;1;;;859;272;151;0;;;1282;552;124;13;64;369;309;12;67;182;127;;;;;;;;;;;;;;;;
SMURSAMU;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;1;0;0;1;0;;0;0;168;188;0;1;1;;0;555;554;166;23;203;0;1501;255;8;0;158;102;365;229;;251;114;;;;;;;;;;;;;;;;
SMURSAMU;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;1;0;0;0;;0;1;798;756;924;3;4;2;0;9340;1465;414;809;309;0;12337;6006;879;43;2353;2996;4164;219;715;1265;2899;763134;69889;625147;491233;341826;331815;121018;804;666;138;1428;1;17;;4062;0
SMURSAMU;2022;320000086;CH AUCH EN GASCOGNE;320780117;1;1;0;0;0;;0;1;168;168;168;0;3;0;0;1150;112;0;;;0;1262;;;;;;;;;;;120376;0;120376;120376;53378;49257;17101;168;0;0;168;1;0;0;2078;1
SMURSAMU;2022;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;320780117;1;0;0;0;1;320780117;0;0;168;168;168;1;;;;495;94;;;;;589;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;1;0;0;0;;0;0;168;168;168;;1;;;763;;;0;;;763;130;96;34;;;633;44;120;468;165;;;;;;;;;;;;;;;;
SMURSAMU;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;1;1;0;0;0;;0;0;168;168;168;;1;;;517;3;0;;;;520;103;19;29;520;236;407;26;63;236;171;;;;;;;;;;;;;;;;
SMURSAMU;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;1;0;0;0;;0;0;168;168;168;;1;;;749;;;;;;749;138;103;;35;;601;49;109;365;236;;;;;;;;;;;;;;;;
SMURSAMU;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;0;0;0;;0;0;168;168;168;1;2;0;0;1052;51;0;;;;1103;497;112;12;27;306;555;29;72;505;50;;;;;;;;;;;;;;;;
SMURSAMU;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;1;0;0;0;1;330781253;0;0;168;168;168;;1;;;386;42;0;;;;428;203;61;2;7;47;185;7;35;123;62;;;;;;;;;;;;;;;;
SMURSAMU;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;1;0;0;0;;0;0;168;168;168;;5;;;582;;;;;;582;;61;;;;428;25;62;256;172;;;;;;;;;;;;;;;;
SMURSAMU;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;1;0;0;0;;0;0;169;167;166;1;1;0;0;538;;;;;;538;327;43;75;6;149;522;27;116;456;66;;;;;;;;;;;;;;;;
SMURSAMU;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;1;0;1;0;;0;1;756;588;588;7;5;1;0;5742;2089;297;353;346;0;8827;3504;624;97;545;2238;2189;496;716;1620;569;816212;100983;620263;338833;467087;385160;194710;866;336;530;1860;0;0;0;10681;0
SMURSAMU;2022;340000033;CH BEZIERS;340780055;1;1;0;0;0;;0;0;336;336;336;1;2;;;2603;102;236;;;;2941;557;279;11;192;1338;1969;123;285;1703;266;;;;;;;;;;;;;;;;
SMURSAMU;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;1;0;0;0;;0;0;168;168;336;0;2;0;0;1190;;;;;;1190;837;97;4;176;560;981;141;185;742;239;;;;;;;;;;;;;;;;
SMURSAMU;2022;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;1554;11;1;;;;1566;1174;101;6;99;575;402;16;59;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;561;9;5;;;;575;437;28;2;23;133;130;7;28;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;537583;55347;482236;278997;322800;268149;85182;540;420;120;969;0;4;;;1
SMURSAMU;2022;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;1247;6;;;;;1253;947;72;10;91;589;323;32;35;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;1;0;0;0;1;340011295;0;0;168;168;336;;;;;1280;;;;;;1280;778;91;12;80;595;913;123;136;449;464;;;;;;;;;;;;;;;;
SMURSAMU;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;1;0;1;0;;0;0;672;672;1008;6;3;1;;4404;2410;1136;352;707;;9009;2603;254;18;232;1085;2224;288;241;1325;899;;;;;;;;;;;;;;;;
SMURSAMU;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;1;0;0;0;;0;0;168;168;168;;1;;;1082;8;0;53;0;0;1143;416;96;0;36;254;719;71;207;698;21;;;;;;;;;;;;;;;;
SMURSAMU;2022;350000154;C.H FOUGERES;350000030;1;1;0;0;0;;0;0;168;168;168;1;;;;670;15;0;20;1;0;706;279;70;1;26;182;382;31;68;278;104;;;;;;;;;;;;;;;;
SMURSAMU;2022;350000162;CHIRC SITE REDON;350000048;1;1;0;0;0;;0;0;168;168;168;;2;;;691;4;;;;;695;104;86;2;15;64;523;32;72;433;90;;;;;;;;;;;;;;;;
SMURSAMU;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;1;1;0;0;0;;0;0;168;168;168;;1;;;621;5;;;;;626;230;54;0;44;132;467;72;110;207;260;;;;;;;;;;;;;;;;
SMURSAMU;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;1;0;0;0;;0;1;504;420;588;4;6;1;0;4468;1680;414;234;433;0;7229;1591;398;18;262;915;4542;478;470;3522;1020;471996;14606;445153;396142;264296;251196;138837;746;348;398;1226;0;0;0;1736;0
SMURSAMU;2022;360000137;CH CHATEAUROUX;360000053;1;1;0;0;0;;0;1;336;336;336;3;3;1;0;1349;520;514;144;325;0;2852;399;246;3;91;59;1153;96;154;980;173;238292;29627;201782;186431;151819;97575;20938;220;168;52;420;0;25;0;726;0
SMURSAMU;2022;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;1;0;0;0;1;360000053;0;0;168;168;0;;1;;;109;;;;;;109;36;30;;5;1;70;4;13;60;10;;;;;;;;;;;;;;;;
SMURSAMU;2022;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN;360000053;1;0;0;0;1;360000053;0;0;70;70;0;;1;;;82;;;;;;82;28;18;1;7;2;64;3;16;43;21;;;;;;;;;;;;;;;;
SMURSAMU;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;0;0;1;0;;0;0;168;168;0;1;;;;0;689;38;0;153;0;880;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;370000531;CH DU CHINONAIS;370000606;1;1;0;0;0;;0;0;168;175;0;0;1;0;0;430;6;0;0;0;0;436;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;1;0;0;0;;0;0;132;154;0;2;;;;368;14;;;;;382;192;54;17;9;112;212;;;109;103;;;;;;;;;;;;;;;;
SMURSAMU;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;1;0;0;0;;0;1;336;336;336;5;3;1;;2048;1592;713;227;276;;4856;859;318;57;25;459;1645;81;327;964;681;309746;;266349;213027;169052;143239;39949;280;228;52;924;0;0;;1579;1
SMURSAMU;2022;370013393;CHRU DE TOURS - ANTENNE DE LOCHES;370000481;1;0;0;0;1;370000481;0;0;168;168;0;0;1;0;;190;12;;;;;202;94;50;1;6;37;234;5;43;108;126;;;;;;;;;;;;;;;;
SMURSAMU;2022;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;1;0;0;0;1;370000481;0;0;168;168;0;;1;;;265;96;2;0;2;;365;108;41;2;8;57;180;8;40;57;123;;;;;;;;;;;;;;;;
SMURSAMU;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;1;0;0;0;;0;0;218;268;281;3;;;;1449;86;;;;;1535;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;380000067;HOPITAL NORD - CHU38;380780080;1;1;0;0;0;;0;1;336;336;504;8;4;1;0;5060;2145;361;330;380;;8276;;;;;;;;;;;617044;33814;583230;;364325;259833;123981;;;;;1;40;;5277;
SMURSAMU;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;1;0;0;0;;0;0;168;168;168;1;1;;;1184;45;0;0;0;0;1229;234;156;0;63;7;998;102;152;603;395;;;;;;;;;;;;;;;;
SMURSAMU;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;1;0;0;0;;0;0;;;;1;1;;;1574;138;;;;;1712;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;1;0;0;0;1;380780080;0;0;74;;;;;;;177;37;;543;26;;783;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;380019760;ANTENNE SMUR ALPES D'HUEZ - CHU38;380780080;1;0;0;0;1;380780080;1;0;0;0;0;;;1;;46;;;410;1;;457;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;390000040;CH LONS;390780146;1;1;0;0;0;;0;0;168;336;336;1;3;0;0;1153;89;268;0;0;0;1510;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;316;107;0;0;0;0;423;164;27;2;19;69;253;33;75;116;137;;;;;;;;;;;;;;;;
SMURSAMU;2022;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;475;18;0;0;0;0;493;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;390000222;CH LOUIS PASTEUR DOLE;390780609;1;1;0;0;0;;0;0;238;252;252;1;2;0;0;1030;201;0;0;0;0;1231;590;100;10;55;425;386;99;211;237;149;;;;;;;;;;;;;;;;
SMURSAMU;2022;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;1;0;0;0;1;390780146;0;0;168;168;168;1;1;0;0;314;23;0;0;0;0;337;199;14;13;51;121;115;43;38;14;101;;;;;;;;;;;;;;;;
SMURSAMU;2022;400000105;CENTRE HOSPITALIER DAX;400780193;1;1;0;0;0;400780193;0;0;252;252;252;3;1;;;1462;186;;;64;;1712;476;103;1;112;260;986;61;78;705;281;;;;;;;;;;;;;;;;
SMURSAMU;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;1;0;0;0;;0;1;168;168;168;3;1;0;0;774;25;12;0;2;0;813;592;109;5;78;400;198;25;49;188;10;286230;73190;193169;247472;142748;127308;60238;168;168;112;706;1;2;0;1371;0
SMURSAMU;2022;400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;400780193;1;0;0;0;1;400780193;1;0;168;168;0;;1;;;196;;;;;;196;196;8;2;117;69;19;0;5;6;13;;;;;;;;;;;;;;;;
SMURSAMU;2022;400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;400780193;1;0;0;0;1;400780193;1;0;84;0;0;;;1;;;;;97;;;97;75;5;1;52;17;21;5;0;12;9;;;;;;;;;;;;;;;;
SMURSAMU;2022;400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;400011177;1;0;0;0;1;400011177;1;0;168;0;0;0;1;0;0;89;0;0;0;0;0;89;86;4;2;27;58;17;3;13;0;17;;;;;;;;;;;;;;;;
SMURSAMU;2022;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;1;0;0;0;1;400011177;0;0;84;84;84;1;0;0;0;260;123;0;0;0;0;383;177;32;3;25;117;29;2;20;17;12;;;;;;;;;;;;;;;;
SMURSAMU;2022;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;1;0;0;0;1;400011177;0;0;168;168;168;1;0;0;0;447;212;0;0;0;0;659;327;53;5;49;220;70;6;8;51;19;;;;;;;;;;;;;;;;
SMURSAMU;2022;410000020;CH BLOIS SIMONE VEIL;410000087;1;1;0;0;0;;0;1;336;336;168;2;3;1;0;1093;735;70;173;256;0;2327;293;144;5;29;115;973;74;198;714;259;240242;75;233417;209533;177510;111312;21042;220;168;52;425;0;0;0;1456;0
SMURSAMU;2022;410000038;CH VENDOME - MONTOIRE;410000095;1;1;0;0;0;;0;0;168;168;168;;2;;;604;67;;;;;671;277;113;1;49;124;266;16;44;178;88;;;;;;;;;;;;;;;;
SMURSAMU;2022;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;606;145;;0;10;;761;450;110;6;35;199;577;44;145;267;310;;;;;;;;;;;;;;;;
SMURSAMU;2022;420000010;CH DE ROANNE;420780033;1;1;0;0;0;420000010;0;1;336;336;336;1;2;0;0;913;161;3;15;126;0;1218;273;112;3;56;102;640;37;43;505;135;85442;3506;80303;76867;58013;46641;15964;176;119;57;241;0;0;;113;0
SMURSAMU;2022;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;1;1;0;0;0;;0;0;20;30;0;0;1;0;0;370;3;0;0;0;0;373;97;65;2;17;13;273;;;205;68;;;;;;;;;;;;;;;;
SMURSAMU;2022;420000267;CH DU FOREZ SITE DE FEURS;420013831;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;418;32;0;0;0;0;450;165;78;1;12;74;253;22;38;127;126;;;;;;;;;;;;;;;;
SMURSAMU;2022;420785354;HOPITAL NORD - CHU42;420784878;1;1;0;0;0;;0;1;504;504;420;4;5;1;0;2633;1085;21;478;469;0;4686;760;288;11;11;347;2201;317;289;1675;526;394035;14200;296679;273689;202892;193793;102388;384;168;216;756;0;35;0;438;0
SMURSAMU;2022;430000117;CH EMILE ROUX LE PUY;430000018;1;1;0;0;0;;0;1;336;336;336;0;3;0;0;1115;375;0;4;1;0;1495;222;161;1;4;52;810;70;109;726;84;164050;1022;164050;164050;137523;80793;56730;216;168;48;360;1;5;0;166;0
SMURSAMU;2022;430000190;CH DE BRIOUDE;430000034;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;295;166;0;0;0;0;461;88;61;0;27;0;207;46;95;125;82;;;;;;;;;;;;;;;;
SMURSAMU;2022;440000016;CH DE SAINT NAZAIRE;440000057;1;1;0;0;0;;0;0;336;336;336;;2;;;1111;42;;;;;1153;339;131;0;63;145;1056;96;115;892;164;;;;;;;;;;;;;;;;
SMURSAMU;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;1;0;1;0;;0;1;406;504;504;3;6;1;;2565;1212;455;205;338;;4775;;290;8;162;;3374;327;323;2217;1157;724812;63182;636780;566223;427664;307651;138567;907;382;525;1366;0;0;;2006;0
SMURSAMU;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;1;0;0;0;;0;0;168;168;168;;2;;;377;13;;;;;390;192;48;10;11;123;371;36;69;214;157;;;;;;;;;;;;;;;;
SMURSAMU;2022;440053007;SMUR CHU NANTES SITE CH ANCENIS;440000289;1;0;0;0;1;440000289;0;0;27;27;27;;1;;;40;4;;;;;44;;5;;1;;47;4;9;37;10;;;;;;;;;;;;;;;;
SMURSAMU;2022;450000047;CH DEZARNAULDS - GIEN;450000096;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;708;;;;;;708;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;1;0;0;0;;0;0;168;168;168;;2;;;1023;1;;;;;1024;360;136;7;42;175;861;39;199;813;48;;;;;;;;;;;;;;;;
SMURSAMU;2022;450000070;CH PITHIVIERS;450000112;1;1;0;0;0;;0;0;168;168;168;;;;;624;4;0;;;;628;398;45;10;76;274;559;36;151;289;270;;;;;;;;;;;;;;;;
SMURSAMU;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;1;0;1;0;;0;1;504;504;504;3;6;1;0;2572;656;111;153;504;;3996;1376;223;13;169;921;1417;122;227;1179;238;341706;23285;288208;197473;193216;159018;24967;388;336;52;552;0;0;0;2472;0
SMURSAMU;2022;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;1;0;0;0;;0;0;39;35;35;;2;;;267;19;2;0;3;;291;113;42;2;13;57;149;10;12;121;28;;;;;;;;;;;;;;;;
SMURSAMU;2022;460000052;CH ST JACQUES ST CERE;460780091;1;1;0;0;0;;0;0;141;141;70;0;2;0;0;463;100;65;7;3;0;638;232;77;0;51;232;179;31;97;89;90;;;;;;;;;;;;;;;;
SMURSAMU;2022;460000102;CH JEAN COULON GOURDON;460780208;1;1;0;0;0;;0;0;28;29;0;0;1;0;0;337;16;0;0;0;0;353;201;45;1;21;134;136;11;21;83;53;;;;;;;;;;;;;;;;
SMURSAMU;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;1;1;0;0;0;;0;1;168;203;168;2;3;;;662;118;380;;2;;1162;303;118;2;60;144;331;34;19;295;36;95939;1951;93988;93988;60647;56035;17559;168;168;52;168;1;14;;942;0
SMURSAMU;2022;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;1;1;0;0;0;470016171;0;1;336;168;228;2;2;;;945;655;14;;;;1614;368;161;5;27;174;573;59;201;298;275;274663;16649;241121;206134;272765;125060;62765;361;168;193;504;0;5;;569;1
SMURSAMU;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;1;0;0;0;;0;0;168;168;168;;1;;;753;14;;;;;767;297;138;2;22;135;521;30;97;438;83;;;;;;;;;;;;;;;;
SMURSAMU;2022;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;606;38;;;;;644;213;135;2;23;40;394;23;82;329;65;;;;;;;;;;;;;;;;
SMURSAMU;2022;470016205;CH AGEN NERAC - ANTENNE SMUR DE NERAC;470016171;1;0;0;0;1;470016171;0;0;168;168;;;1;;;352;;;;;;352;194;30;0;21;143;158;26;74;3;155;;;;;;;;;;;;;;;;
SMURSAMU;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;1;0;0;0;;0;1;168;168;168;2;1;0;0;984;178;0;0;155;0;1317;4;3;1;;;572;51;74;517;;63895;3882;60013;44502;25419;25149;0;168;168;0;252;1;30;;262;0
SMURSAMU;2022;490000049;CHR ANGERS SITE LARREY;490000031;1;1;0;0;0;;0;1;336;420;420;3;3;1;0;2327;709;587;271;280;0;4174;879;268;5;104;502;2297;236;336;1825;472;337180;6809;316724;254950;179557;179501;101208;490;227;225;604;1;0;0;2822;0
SMURSAMU;2022;490000635;CH DE CHOLET;490000676;1;1;0;0;0;;0;0;168;168;0;;2;;;1064;51;;;;;1115;535;140;1;44;350;529;43;84;325;204;;;;;;;;;;;;;;;;
SMURSAMU;2022;490001765;CH DE SAUMUR;490528452;1;1;0;0;0;;0;0;168;168;168;;1;;;745;51;;;;;796;298;107;0;44;147;585;56;136;379;206;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000021;CHAG - SITE AVRANCHES;500000054;1;1;0;0;0;;0;0;168;168;168;1;1;1;;607;169;;3;1;;780;305;112;3;31;142;302;45;78;261;41;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000187;CHPC - SITE CHERBOURG;500000013;1;1;0;0;0;;0;0;167;167;167;;2;;;864;32;0;13;5;;914;289;131;5;40;113;690;92;139;667;23;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000260;CHAG - SITE GRANVILLE;500000054;1;1;0;0;0;;0;0;168;168;168;;1;1;1;420;140;;12;3;5;580;168;77;7;15;69;262;27;64;193;69;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;1;1;0;0;0;;0;0;121;168;;;1;;;324;59;;;;;383;108;68;2;6;117;263;38;47;;263;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;1;1;0;0;0;;0;1;168;462;0;;4;;;621;200;156;7;5;;989;321;117;2;21;181;614;63;80;479;135;363256;0;242776;229484;160832;154876;53945;168;168;104;439;0;0;;5835;0
SMURSAMU;2022;500000468;CHPC - SITE VALOGNES;500000013;1;1;0;0;0;;0;0;165;165;165;;2;;;790;165;0;11;0;0;966;349;112;2;60;175;601;79;153;522;79;;;;;;;;;;;;;;;;
SMURSAMU;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;1;1;0;0;0;;0;0;168;168;0;;;;;565;130;0;19;7;0;721;311;102;6;28;175;583;45;82;113;343;;;;;;;;;;;;;;;;
