BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2022;130785652;HOPITAL SAINT JOSEPH;130014228;3.39;0.7;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;3.5;0;;;;0;;;;;1;2169;;0.6;0.6
PN;2022;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;2.5;1.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.85;0;;;;0;;;;;0;;;;
PN;2022;130785975;KORIAN LES OLIVIERS;310021340;0.33;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;0.3;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786015;CLINIQUE VALFLEUR;130002322;0.4;0.1;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786023;CLINIQUE KORIAN CAP FERRIERES;130002330;0.5;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786296;CLIN SOINS DE SUITE READAPT LA PAGERIE;130002421;0.05;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;1.5;2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;3;0;;;;1;24;24;7;0.2;0;;;;
PN;2022;130786742;HIA LAVERAN;750821092;2;0.2;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786890;HJ LE RELAIS SERENA;130001688;0.4;0.07;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;0.2;0.3;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;3;1;;0.1;0;;;;
PN;2022;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;0.02;0.26;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;0.4;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;0.25;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;1;0.3;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;;;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130798002;CLINIQUE LA LAURANNE;130004807;0.02;0.78;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130802143;HAD SOINS ASSISTANCE;130804396;0.3;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;0.01;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;0;0;1;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;;;1;;0;;;;0;;;;;1;7677;0;1.35;1.62
PN;2022;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;130050545;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;0.06;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130808843;USLD MARCEL PAGNOL;920030152;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;03/06/2012;955;320;0;25;1;;1;;;2;1;;2;2;1.2;0.2;;0.71;0.71;1;11;130;3286;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130809809;CHP AUBAGNE;130007156;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130809981;KORIAN MASSILIA LES PINS;750056335;0.23;0.11;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;130810740;CLINIQUE AXIUM;130007362;0.5;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.25;0;;;;0;;;;;0;;;;
PN;2022;130811102;LA MAISON;130007487;0.4;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;3.03;1.1;1;1.15;96;1;1;1;0;;;;;;;;;0;;;0;;;1;1;1;01/12/2005;456;245;0;48;;;;;;2;;;4;2;0.25;;;2.26;1.3;1;12;61;3243;0;;;;0;;;;0;;;0;;1;2.86;1357;211;1;1059;1000;101;1.5;0;;;;
PN;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;0.3;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;2;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;7.85;4.39;1;0.09;382;1;0;0;1;140000100;5138;1119;0;0;1864;1447;2;0;;;1;815;380;1;2;1;01/05/2005;1230;591;1;90;3;;3;2;2;;;;4;1;0.72;;0.72;3.27;2.3;0;;;;1;14;11;5463;0;;;;0;;;1;4.32;0;;;;1;1805;581;3;4.23;0;;;;
PN;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1.2;1.03;1;2.86;98;0;0;0;0;;;;;;;;;0;;;0;;;1;1;1;15/11/2021;204;114;0;120;;;;;;3;;;2;1;0.4;;;0.95;0.42;0;;;;0;;;;0;;;;0;;;0;;1;0.63;117;48;1;1760;322;11;2.52;0;;;;
PN;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;0.25;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;0.5;0.12;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;0.25;0.05;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;2;0.2;1;1.15;185;0;0;0;0;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;256;139;0;210;;;;;;1;1;;3;1;0.5;0.5;;1.6;0.8;0;;;;0;;;;0;;;;0;;;0;;1;2.2;328;136;1;2320;479;12;1.7;0;;;;
PN;2022;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;0.8;0.2;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;1.3;0.8;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2.35;0;;;;1;139;60;;0.7;1;3120;265;6.3;1.2
PN;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;0.25;0.2;1;6.47;;1;1;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;35;;0;;0;;;;0;;;;;0;;;;
PN;2022;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;0.1;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;0.01;175;6;1;3115;898;;1.08;1;2332;91;6.93;2.28
PN;2022;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;11;5463;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;0;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;1;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;0.8;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;0.1;0.1;0;;;;;0;0;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140018730;POLYCLINIQUE DE LISIEUX;140000423;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.1;0;;;;0;;;;;0;;;;
PN;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;0.07;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;0.8;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;446;226;1;120;;;;;;2;1;1;2;1;0.51;0.21;0.3;1.2;0.9;0;;;;0;;;;0;;;;0;;;1;;1;1.68;176;16;1;4417;831;51;5.61;0;;;;
PN;2022;140025123;CRF DE CAEN;310021126;0.4;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140025255;KORIAN COTE NORMANDE - IFS;310020383;0.2;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;0.25;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.85;0;;;;1;731;198;6;0.2;0;;;;
PN;2022;150000024;CH DE CONDAT EN FENIERS;150780047;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;150000032;CH DE SAINT-FLOUR;150780088;1.4;0.29;1;0.5;82;0;1;0;0;;;;;;;;;0;;;0;;;1;1;0;;143;107;0;15;1;1;;;;0;0;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;1;3;34;0;;0;;;;0;;;;;0;;;;
PN;2022;150000040;CH HENRI MONDOR;150780096;2.09;1.6;1;1.67;213;1;1;1;1;;599;172;115;180;151;168;1;0;;;0;;;1;1;0;;160;113;0;90;1;1;;;;;;;2;2;0.1;0.1;;1.27;1.27;1;10;0;0;1;14;16;2760;0;;;;1;20;854;1;5.41;1;1.27;783;22;1;1045;390;30;0.85;0;;;;
PN;2022;150000164;CH DE MAURIAC;150780468;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;150780120;CLINIQUE DU HAUT CANTAL;150000065;0.15;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;150780708;CENTRE MEDICAL M. DELORT;870015336;0.26;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;0.46;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2022;150782944;CENTRE DE READAPTATION DE MAURS;150002566;4;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;0.5;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000188;CH DE LA ROCHEFOUCAULD;160000121;2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;4.52;2.22;1;5.25;526;0;0;0;1;;1234;6;272;272;295;586;;0;;;0;;;1;1;1;01/02/2015;385;210;0;180;2;1;1;2;1;;;;1;1;0.7;0.2;0.5;1.7;0.8;1;9;65;2764;0;;;;0;;;;1;40;4600;1;2;1;2.87;891;98;1;3020;808;115;1.77;0;;;;
PN;2022;160000279;CLINIQUE DE COGNAC;160000212;0.8;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1;0.1;1;2;1654;1;0;0;0;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;276;148;0;130;;;;;;1;1;;2;1;0.25;0.25;;1.5;0.25;0;;;;1;17;10;6021;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;0.6;0.1;1;2.62;490;1;1;0;0;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;24;22;0;10;;;;2;1;1;1;;;;0.06;0.06;;0.35;0.1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;0.25;0.1;1;1.6;;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;2;88;0;;0;;;;1;1015;252;;1.75;0;;;;
PN;2022;160000345;CH CAMILLE CLAUDEL - LA COURONNE;160000501;1;0.2;1;4.97;564;0;1;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;;;;1;138;104;42;;0;;;;
PN;2022;160000360;CH DE CHATEAUNEUF;160014411;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;11;4673;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160002036;HAD MUTUALISTE;160009908;0.5;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160006110;AURA POITOU-CH - LA COURONNE;860000348;0.15;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160008231;KORIAN VILLA BLEUE - JARNAC;160001038;0.1;0.08;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;0.22;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;5;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160012159;AURA POITOU-CH - CHATEAUBERNARD;860000348;0.15;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160012209;KORIAN LE MAS BLANC - JARNAC;160012191;0.1;0.08;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160013207;CENTRE CLINICAL SA;160001632;1.2;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;0;;36;36;0;60;1;1;;;;;;;1;1;0.2;0.2;;0.2;0.2;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;160015368;HOPITAUX DU GRAND COGNAC;160014411;0.9;;1;2.25;195;0;1;0;0;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;222;94;1;60;;;;;;;;;1;;;;;0.8;;0;;;;0;;;;0;;;;1;12;453;0;;0;;;;1;615;120;5;0.55;0;;;;
PN;2022;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;0.01;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;1.58;0.2;1;2.48;234;1;1;1;0;;;;;;;;1;0;;;0;;;1;1;1;28/12/2012;187;151;1;120;1;1;;;;;;;2;1;0.1;0.1;;1;0.5;1;15;32;1436;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;0.18;0.07;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;0.45;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2.39;0.98;1;3.09;918;1;0;1;1;170782981;1221;246;814;826;602;400;2;0;;;0;;;1;1;1;28/12/2012;774;406;0;198;;;;3;2;3;1;2;;;0.6;0.1;0.5;3;2;0;;;;1;14;8;4776;0;;;;1;14;4372;1;2;1;2.28;844;432;1;480;186;30;2.1;1;522;0;0.6;0.6
PN;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;1;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;239;90;0;84;3;2;;2;1;2;2;;1;;0.21;0.2;;0.66;0.4;0;;;;0;;;;1;5;3;1;0;;;0;;1;1.25;824;164;1;2570;413;27;1.2;0;;;;
PN;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2.53;0.86;1;1.63;288;0;0;0;1;;1384;184;22;72;177;362;1;0;;;0;;;1;1;1;;639;417;0;84;14;4;6;1;1;;;;;;0.21;0.11;0.09;0.09;0.08;0;;;;0;;;;0;;;;1;25;1653;1;1.8;0;;;;1;1348;224;7;1.01;0;;;;
PN;2022;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;0.09;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;0.9;0.2;1;1.5;198;0;0;1;0;;;;;;;;;0;;;0;;;1;1;0;;182;170;0;70;;;;;;2;;;;;0.51;;;;;0;;;;0;;;;0;;;;1;2;332;0;;0;;;;1;61;54;7;0.3;0;;;;
PN;2022;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;0.5;1;1.5;354;1;0;0;1;170000087;864;74;0;0;60;299;1;0;;;0;;;1;1;1;28/12/2021;368;200;0;5;0;;;;;4;1;;1;;0.9;0.2;;0.5;;0;;;;0;;;;1;5;0;1;1;5;338;0;;1;1.84;581;297;1;81;59;17;0.2;0;;;;
PN;2022;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;0.6;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2022;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;170780175;;;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
