BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;GEN;792;1016;1;IAO;64391;6718;21409;16872;4485;2195;23;20;0;;;;372;83;7;;16;5840;10456;3873;7925;1;1
URGENCES2;2022;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;GEN;192;420;1;IAO;25714;2314;5914;;;;;;;;;;;;;;8;2920;1198;183;1115;1;1
URGENCES2;2022;290000025;CHIC QUIMPER;290020700;GEN;672;1250;1;IAOMAO;55471;5690;15602;19117;4204;3160;5;1;0;;;;62;2;0;;31;11315;12731;4139;10718;1;1
URGENCES2;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;300;768;1;IAO;34266;5051;7648;9386;3101;1110;1234;28;100;;;;0;0;0;;10;3650;2932;408;2922;;
URGENCES2;2022;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;PED;336;750;1;IAOMAO;26546;;;;;;;;;;;;;;;5221;8;2920;2631;558;2206;;
URGENCES2;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;GEN;70;147;;IAO;7970;1105;1421;1020;436;18;;;;;;;3;2;0;;0;0;87;64;34;1;1
URGENCES2;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;242;427;1;IAO;16941;2606;3038;3859;1039;24;250;7;16;;;;200;47;14;;5;1825;1889;330;1842;1;1
URGENCES2;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;GEN;221;448;1;IAO;14529;2954;1900;2936;1382;15;0;;;0;;;195;46;30;;2;730;3340;2139;1392;0;0
URGENCES2;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;GEN;336;238;1;IAO;14638;3508;1648;4171;1987;65;0;0;0;0;0;0;131;0;0;;4;1460;1822;278;1843;1;1
URGENCES2;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;GEN;420;672;1;IAO;18582;1682;1332;3083;957;74;24;;;;;;522;264;15;;8;2128;1940;365;1876;1;1
URGENCES2;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;336;504;1;IAO;16476;2970;;2818;;;7;;;0;;;531;;;;2;730;2220;1700;521;0;0
URGENCES2;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;273;483;1;IAO;20312;3317;3609;5465;2312;115;1;1;;;;;1;0;;;7;2555;2800;1288;1763;0;1
URGENCES2;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;701;1569;1;IAO;49936;10826;;15635;6400;;2479;;;;;;272;;;;16;5840;4040;346;5698;1;1
URGENCES2;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;GEN;308;600;1;IAO;36257;2584;6774;2723;;;;;;;;;544;;;;6;2190;1264;758;512;1;0
URGENCES2;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;GEN;444;2016;1;MAO;37916;4598;6456;8139;2627;847;103;95;0;0;0;0;1371;720;40;;8;2920;1302;409;1424;;
URGENCES2;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;GEN;186;186;1;IAO;17690;1046;3898;1546;377;33;;;;;;;413;71;64;;4;1460;1313;928;385;1;0
URGENCES2;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;450;1095;1;IAOMAO;35380;4276;8626;;;;;;;;;;;;;;6;2190;3891;1615;2962;1;1
URGENCES2;2022;2B0005359;CH CALVI;2B0005342;GEN;336;336;1;IAO;16476;1332;3895;2391;596;106;;;;;;;;;;;3;1095;2234;1191;1146;0;
URGENCES2;2022;300000023;CH ALES CEVENNES;300780046;GEN;336;1680;1;IAO;46608;6318;10885;10335;3299;1148;559;6;16;0;0;0;513;78;62;;8;2920;5738;1443;4875;1;1
URGENCES2;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;GEN;460;574;1;IAO;30270;3508;8350;5942;1781;877;0;;;0;;;369;38;39;;6;2190;1927;585;1599;1;1
URGENCES2;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;GEN;168;228;1;IAO;9758;751;1553;641;188;26;;;;;;;;;;;2;700;150;86;65;;0
URGENCES2;2022;300782117;CHU NIMES CAREMEAU;300780038;GEN;714;1633;1;IAO;95594;9835;7934;22325;;;330;;;;;;298;;;;10;3650;7872;3858;4549;;
URGENCES2;2022;300782117;CHU NIMES CAREMEAU;300780038;PED;260;0;1;IAO;24059;;;;;;;;;;;;;;;3417;1;365;561;451;110;;
URGENCES2;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;GEN;228;294;1;IAO;21472;968;5308;;;;;;;;;;;;;;4;1460;16;8;8;1;1
URGENCES2;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;GEN;336;420;1;IAO;19043;3697;3265;4887;2077;90;10;7;;0;0;0;725;81;132;;8;2920;3406;1258;2429;1;1
URGENCES2;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;PED;851;3072;1;IAO;63427;;;;;;;;;;;;;;;13815;14;5110;;;;;
URGENCES2;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;GEN;240;604;1;IAO;26275;3171;2500;3301;1099;47;29;1523;;;;;139;;17;;6;2190;875;379;544;1;1
URGENCES2;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;GEN;312;602;1;IAO;30376;4769;1917;;;;;;;;;;;;;;10;3650;2427;234;3020;;0
URGENCES2;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;GEN;168;168;1;IAO;11815;1492;178;;;;;;;;;;;;;;2;730;651;349;319;1;1
URGENCES2;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;GEN;298;724;1;IAO;24162;1921;550;6715;;;;;;;;;;;;;6;;3383;1919;1576;1;1
URGENCES2;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;GEN;271;455;1;IAO;15661;14;0;1240;;;;;;;;;77;;;;5;1825;515;117;482;1;0
URGENCES2;2022;310781505;CL D'OCCITANIE MURET;310000492;GEN;252;525;1;IAO;34487;3060;5747;2685;;;;;;;;;;;;;6;2190;1499;714;796;1;1
URGENCES2;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;GEN;954;2520;1;IAO;83816;8243;4603;9481;2855;253;427;16;115;0;0;0;2799;436;184;;26;9490;3448;722;5053;1;1
URGENCES2;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;GEN;728;3696;1;IAOMAO;42832;6988;1065;8808;2422;107;23;4;6;0;0;0;962;357;12;;14;5110;2760;1260;1846;1;1
URGENCES2;2022;320000086;CH AUCH EN GASCOGNE;320780117;GEN;336;588;1;IAO;19889;4341;3272;8045;2896;684;6;3;0;0;0;0;2431;1113;72;;3;1095;2814;1664;1256;1;1
URGENCES2;2022;320000102;CH CONDOM;320780133;GEN;168;168;0;;10660;1614;585;634;634;0;;;;;;;1001;980;21;;2;730;1090;645;447;1;1
URGENCES2;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;GEN;1488;2976;1;IAO;5047;1008;157;1728;616;16;2;2;0;0;0;0;718;44;11;;4;464;1167;166;1176;1;1
URGENCES2;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;GEN;380;708;1;IAOMAO;38141;5626;8239;9869;3169;832;1;1;;;;;;;;;6;2190;5207;2213;3520;;1
URGENCES2;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;GEN;168;280;1;IAO;13464;2183;2245;5064;1440;194;2;2;0;0;0;0;440;50;56;;3;1095;2707;1815;895;1;1
URGENCES2;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;GEN;252;672;1;IAO;20835;3301;3613;6777;2096;228;4;2;;;;;;;;;5;1825;4482;2166;2826;1;0
URGENCES2;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;GEN;415;1092;1;IAO;48424;6232;15019;15946;4183;2241;453;22;39;;;;;;;;8;2920;8735;3284;6383;1;1
URGENCES2;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;GEN;140;84;1;IAO;9952;1225;2035;2270;641;105;3;1;0;;;;;;;;2;730;2007;1367;738;;
URGENCES2;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;GEN;207;756;1;IAO;19202;1182;2058;2564;591;72;;;;;;;583;92;28;;8;2920;6939;3943;3317;1;1
URGENCES2;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;GEN;386;840;1;IAO;32007;4644;3245;3008;;;;;;;;;;;;;8;2920;10352;6705;4627;1;1
URGENCES2;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;GEN;168;168;1;IAO;17849;2204;3784;5374;1369;307;0;;;;;;886;137;83;;4;1460;5253;3445;1857;;
URGENCES2;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;GEN;420;383;1;IAO;29188;3570;2092;7494;2164;148;0;0;0;0;0;0;765;219;16;;12;;5674;3328;2704;1;1
URGENCES2;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;GEN;176;525;1;IAO;19538;4314;2425;2068;822;36;;;;;;;465;91;11;;4;1464;2415;1610;805;1;1
URGENCES2;2022;330781303;HIA ROBERT PICQUE;750821092;GEN;224;392;1;IAOMAO;11281;2184;297;3096;950;30;23;0;0;;;;1016;365;6;;4;1460;2272;406;2140;1;1
URGENCES2;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;GEN;268;942;1;IAO;20162;2269;452;6783;1759;110;;;;;;;;;;;8;2920;2437;1175;1280;1;0
URGENCES2;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;GEN;753;1919;1;IAO;47933;4485;2280;22115;3658;707;;;;;;;;;;;9;3285;9347;5384;3970;1;0
URGENCES2;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;PED;429;672;1;IAO;45013;;;;;;;;;;;;;;;8516;8;2920;1259;909;358;;
URGENCES2;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;GEN;168;420;1;IAO;4374;478;543;700;157;42;29;22;;;;;110;23;4;;6;1116;517;76;796;1;1
URGENCES2;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;GEN;168;535;0;;4909;669;42;3261;564;11;;;;;;;;;;;4;1460;2889;1799;1165;0;1
URGENCES2;2022;340000033;CH BEZIERS;340780055;GEN;605;1405;1;MAO;66019;7789;21517;13963;4057;2006;564;9;81;;;;819;103;130;;6;2190;6144;3032;3296;1;1
URGENCES2;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;406;892;1;IAOMAO;32648;4327;6124;7419;2315;643;3;3;0;;;;23;11;0;;9;3285;3875;1088;3111;;1
URGENCES2;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;GEN;252;504;1;IAO;26925;3320;1512;3871;1154;19;;;;;;;;;;;7;2555;4611;3508;1136;1;1
URGENCES2;2022;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;GEN;252;370;1;IAO;23395;1906;3084;3929;728;99;;;;;;;387;130;3;;2;730;300;264;36;1;1
URGENCES2;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;GEN;252;597;1;IAO;47581;1293;16953;1921;413;104;;;;;;;;;;;6;2190;2871;2243;640;1;1
URGENCES2;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;GEN;336;672;1;IAO;35726;1780;13169;3002;572;685;;;;;;;;;;;8;2920;681;402;288;1;1
URGENCES2;2022;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;GEN;168;217;1;IAO;11747;949;2509;967;408;24;;;;;;;99;114;12;;2;732;333;325;8;1;1
URGENCES2;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;GEN;168;217;1;IAO;11311;973;2084;1115;339;21;;;;;;;;;;;2;732;411;390;21;1;1
URGENCES2;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;GEN;175;252;1;IAO;10411;981;619;1366;425;10;0;0;0;0;0;0;10;0;0;;2;730;176;84;97;0;0
URGENCES2;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;GEN;238;495;1;IAO;16850;2491;1449;2311;810;17;0;0;0;0;0;0;649;305;15;;8;2920;982;184;955;1;1
URGENCES2;2022;340780717;CL ST LOUIS GANGES;340023225;GEN;168;168;1;IAO;12644;1786;2411;1393;586;17;;;;;;;;;;;5;388;647;406;242;;1
URGENCES2;2022;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;GEN;212;406;1;IAO;24082;362;49;228;77;5;;;;;;;936;285;44;;6;1968;815;113;822;1;1
URGENCES2;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;GEN;1008;2347;1;IAO;88889;8893;5564;17919;3742;754;387;5;17;3;2;;1699;463;70;;23;;7419;1422;7823;0;1
URGENCES2;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;PED;310;504;1;IAO;31625;;;;;;;;;;;;;;;4915;11;;1502;430;1168;;
URGENCES2;2022;350000121;CHP SAINT GREGOIRE;350000303;GEN;351;792;1;IAO;40814;3127;6356;5576;1091;204;;;;;;;;;;;6;2190;659;192;514;1;1
URGENCES2;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;588;509;1;IAO;42715;6334;8337;17485;4926;1835;385;9;83;0;0;0;94;15;13;;12;4380;2658;366;3506;1;1
URGENCES2;2022;350000154;C.H FOUGERES;350000030;GEN;453;381;1;IAO;28712;3575;7699;7242;2397;778;3;2;0;0;0;0;635;145;45;;8;2920;2811;1051;2130;1;1
URGENCES2;2022;350000162;CHIRC SITE REDON;350000048;GEN;336;420;1;IAO;22755;2933;5237;5744;1783;525;;;;;;;;;;;6;2190;5659;2897;3291;1;1
URGENCES2;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;GEN;252;304;1;IAO;15655;2335;3516;3349;1421;317;;;;;;;;;;;4;1460;689;95;662;1;1
URGENCES2;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;GEN;714;1844;1;IAOMAO;86547;9845;4201;17780;5008;264;;;;;;;4396;1071;141;;19;6935;11727;5883;6045;1;1
URGENCES2;2022;350005146;HOPITAL PRIVE SEVIGNE;350000733;GEN;259;560;1;IAO;27559;2787;4612;2756;930;65;;;;;;;262;67;6;;4;1460;564;121;470;1;1
URGENCES2;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;PED;;1400;1;IAO;37520;;;;;;;;;;;;;;;5550;12;3000;3150;786;3137;;
URGENCES2;2022;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;GEN;168;168;1;IAO;13408;;;;;;;;;;;;;;;;6;2190;1387;993;443;0;0
URGENCES2;2022;360000137;CH CHATEAUROUX;360000053;GEN;619;756;1;IAOMAO;40563;5701;8666;8317;2842;788;250;10;2;1;0;0;750;445;29;;10;10;2297;401;3316;1;1
URGENCES2;2022;360000160;CH DU BLANC;360000053;GEN;168;168;1;IAO;8337;1387;1588;1199;586;15;5;4;1;0;0;0;211;61;25;;3;1095;253;72;313;;
URGENCES2;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;GEN;252;812;1;IAO;21441;3969;1261;5276;1830;65;;;;;;;;;;;14;5110;5156;1255;5728;1;1
URGENCES2;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;PED;168;793;;;34041;;;;;;;;;;;;;;;;8;;1824;220;1749;;
URGENCES2;2022;370000531;CH DU CHINONAIS;370000606;GEN;218;333;1;IAO;14950;2976;2320;;;;;;;;;;;;;;6;2010;2086;444;1867;1;1
URGENCES2;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;234;369;;;15683;2415;2559;2750;1208;36;33;5;2;;;;430;80;37;;4;1460;1008;390;645;1;0
URGENCES2;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;168;274;0;;12497;2197;2303;1735;847;9;0;0;0;0;0;0;500;89;20;;4;1460;1193;96;1458;1;0
URGENCES2;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;168;1607;1;MAO;47370;7464;929;;;;;;;;;;;;;;18;;9458;2070;7729;1;1
URGENCES2;2022;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;GEN;228;511;1;IAO;23705;3235;1617;3378;1042;32;;;;;;;;;;;5;1825;5018;3802;1248;1;1
URGENCES2;2022;380000026;CH FABRICE MARCHIOL LA MURE;380780031;GEN;168;172;0;;6543;1770;1523;512;;;20;;;;;;2;;;;0;0;;;;0;0
URGENCES2;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;GEN;664;1204;1;IAO;51718;6529;15337;14504;3434;1382;21;;20;;;;1079;160;83;;15;5475;8157;3180;6775;1;1
URGENCES2;2022;380000042;CH YVES TOURAINE;380780056;GEN;238;476;1;IAO;18381;1900;3870;3425;726;43;;;;;;;;;;;2;730;2582;1478;1226;;
URGENCES2;2022;380000067;HOPITAL NORD - CHU38;380780080;GEN;;;1;IAO;62817;9041;380;14792;4343;69;;;;;;;;;;;20;7300;18584;6159;17865;1;1
URGENCES2;2022;380000067;HOPITAL NORD - CHU38;380780080;PED;;;1;IAO;39081;;;;;;;;;;;;;;;5375;12;4380;5181;1960;3414;;
URGENCES2;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;GEN;568;928;1;IAO;47787;4556;17819;6968;2291;1460;0;;;0;;;;;;;8;2920;2539;528;2139;1;1
URGENCES2;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;GEN;;;;;35203;3943;13920;4380;1364;1192;;;;;;;;;;;15;5475;3972;233;5741;;
URGENCES2;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;GEN;294;756;1;IAO;17733;2993;418;4783;1734;15;0;0;0;0;0;0;16;1;4;;10;3650;6488;4096;2709;1;1
URGENCES2;2022;380020123;CLINIQUE DES COTES DU RHONE;380021139;GEN;198;336;1;IAO;22634;1016;6084;1005;202;2;;;;;;;;;;;4;1460;1239;906;361;1;1
URGENCES2;2022;380782722;HOPITAL SUD - CHU38;380780080;GEN;;;1;IAO;22138;1292;4192;1459;390;40;;;;;;;;;;;;;0;0;0;1;0
URGENCES2;2022;380785956;CLINIQUE DES CEDRES;380795211;GEN;204;504;1;IAO;23586;2307;1531;2760;601;27;;;;;;;;;;;12;4380;1338;546;792;1;1
URGENCES2;2022;390000040;CH LONS;390780146;GEN;336;588;1;IAO;33234;5148;6434;8962;2974;953;;;;;;;;;;;12;4380;5936;2734;4905;1;1
URGENCES2;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;GEN;168;168;0;;10569;1277;2012;1582;658;4;;;;;;;;;;;4;1460;1420;516;1090;1;1
URGENCES2;2022;390000222;CH LOUIS PASTEUR DOLE;390780609;GEN;378;674;1;IAO;31577;3974;8439;6600;2131;969;13;9;0;;;;1142;208;117;;4;1460;2306;1155;1365;1;0
URGENCES2;2022;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;500;756;1;IAO;42188;6626;10098;9698;3193;1189;84;0;8;0;0;0;563;82;14;;10;3650;8685;2765;7408;1;0
URGENCES2;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;GEN;500;672;1;IAO;38262;6940;9625;9838;3211;1004;370;12;17;;;;;;;;10;3650;3480;1072;2731;1;1
URGENCES2;2022;400015103;GCS PAYS DE L'ADOUR;400015095;GEN;168;252;1;IAO;9847;1874;1647;;;;;;;;;;;;;;4;;2054;1338;757;0;1
URGENCES2;2022;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;640;840;1;IAO;53216;5365;17888;8270;2474;1501;248;11;2;;;;574;116;59;;11;4015;1308;87;3555;1;0
URGENCES2;2022;410000038;CH VENDOME - MONTOIRE;410000095;GEN;298;483;1;IAO;22480;3490;3612;3290;1433;18;60;2;0;0;0;0;477;109;59;;6;2190;2107;897;1513;1;1
URGENCES2;2022;410000046;CH ROMORANTIN-LANTHENAY;410000103;GEN;406;504;1;IAO;25163;3492;6866;5928;1954;661;374;15;0;;;;869;200;36;;4;1460;3557;776;3158;;
URGENCES2;2022;420000010;CH DE ROANNE;420780033;GEN;449;1428;1;IAO;45971;4852;16385;6098;1339;1610;682;274;7;37;11;;1181;403;55;;8;2920;3857;1121;2806;1;1
URGENCES2;2022;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;GEN;376;924;1;IAO;22873;2334;6993;5508;1559;738;135;3;;0;;;;;;;6;2190;4113;1531;3747;1;1
URGENCES2;2022;420000234;CH DE FIRMINY;420780652;GEN;411;861;1;IAO;34002;4142;8381;8131;3102;426;;;;;;;;;;;10;3650;7195;2729;4969;1;1
URGENCES2;2022;420000267;CH DU FOREZ SITE DE FEURS;420013831;GEN;168;252;1;IAO;14528;2108;2855;2463;1028;40;134;6;6;0;0;0;195;38;46;;6;2190;2370;629;2457;1;1
URGENCES2;2022;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;GEN;252;667;1;IAO;26916;2878;3251;3315;1060;35;;;;;;;;;;;6;2190;955;536;459;1;0
URGENCES2;2022;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;GEN;299;355;1;IAO;22155;1914;5309;;;;;;;;;;;;;;7;2555;4175;3580;602;1;1
URGENCES2;2022;420780637;CH DU GIER - MCO;420002495;GEN;369;840;1;IAO;23323;2891;4333;4190;1696;89;;;;;;;46;4;7;;6;2190;1605;472;1251;0;1
URGENCES2;2022;420782310;CLINIQUE DU RENAISON;420000853;GEN;252;504;1;IAO;25073;3995;2270;5204;1096;51;;;;;;;;;;;6;2190;3712;3147;577;;
URGENCES2;2022;420785354;HOPITAL NORD - CHU42;420784878;GEN;635;1344;1;IAOMAO;70028;6777;3567;17208;4370;409;;;;;;;;;;;17;6205;14692;5186;10261;1;1
URGENCES2;2022;420785354;HOPITAL NORD - CHU42;420784878;PED;455;962;1;IAO;36630;;;;;;;;;;;;;;;5164;2;730;5072;3615;1469;;
URGENCES2;2022;430000117;CH EMILE ROUX LE PUY;430000018;GEN;543;756;1;IAO;43146;5994;8357;15326;4277;1449;24;19;0;0;0;0;0;0;0;;8;2168;4166;3296;876;;
URGENCES2;2022;430000190;CH DE BRIOUDE;430000034;GEN;168;168;1;IAO;11992;;;3852;;;0;;;0;;;0;;;;4;1460;2847;1732;1202;1;1
URGENCES2;2022;440000016;CH DE SAINT NAZAIRE;440000057;GEN;561;1428;1;IAO;79424;8033;19388;24318;5545;3226;13;2;0;;;;;;;;10;3650;9401;3936;6668;1;1
URGENCES2;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;GEN;1067;2738;1;IAOMAO;81826;8784;4169;14262;4258;283;2538;64;144;0;;0;1963;289;96;;20;7300;3279;629;5813;1;1
URGENCES2;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;PED;370;617;1;IAOMAO;37634;;;;;;;;;;;;;;;5002;9;3294;1226;304;1500;;
URGENCES2;2022;440000396;CH ERDRE ET LOIRE;440053643;GEN;366;420;1;IAO;14305;1920;2755;2530;1038;34;7;7;;;;;;;;;4;1460;1812;283;2142;;
URGENCES2;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;GEN;168;389;1;IAO;23081;2901;5911;;;;;;;;;;;;;;4;1460;4549;2109;2591;0;1
URGENCES2;2022;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;GEN;438;1045;1;IAO;31171;5328;995;7137;2319;58;;0;;;0;;1629;754;4;;12;4380;4395;1076;3975;1;1
URGENCES2;2022;450000047;CH DEZARNAULDS - GIEN;450000096;GEN;245;672;1;IAO;30421;2824;10807;6395;1653;1170;0;0;0;0;0;0;9;0;1;;10;3650;3419;678;2748;0;1
URGENCES2;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;GEN;664;1058;1;IAOMAO;64476;5265;24426;7191;2283;1151;134;3;6;;;;315;70;11;;6;2920;2869;1174;1932;1;1
URGENCES2;2022;450000070;CH PITHIVIERS;450000112;GEN;168;168;1;IAO;11978;1718;1960;1553;718;4;;;;;;;161;32;20;;4;1460;1318;202;1260;0;0
URGENCES2;2022;450000294;ORELIANCE - REINE BLANCHE;450000591;GEN;252;981;1;IAO;40462;3474;3242;4933;1416;24;;;;;;;4359;268;203;;8;2920;1470;210;1791;0;0
URGENCES2;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;GEN;527;1548;1;IAOMAO;45945;5684;2208;10021;2883;172;;;;;;;;;;;10;3020;1064;138;1138;1;1
URGENCES2;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;PED;590;560;1;IAO;39406;;;;;;;;;;;;;;;4420;7;2185;1310;898;431;;
URGENCES2;2022;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;GEN;39;35;1;IAO;15515;2113;2941;2616;1010;74;0;0;0;6;0;0;1757;16;26;;2;730;682;370;319;1;1
URGENCES2;2022;460000052;CH ST JACQUES ST CERE;460780091;GEN;195;195;;;11646;1164;2425;1421;600;7;13;9;0;;;;;;;;4;1460;1080;316;847;0;0
URGENCES2;2022;460000102;CH JEAN COULON GOURDON;460780208;GEN;168;336;0;;8861;1609;1408;1553;780;29;;;;0;0;0;280;;;;3;1095;1141;404;998;0;1
URGENCES2;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;GEN;336;525;1;IAO;25721;3388;5509;6738;1851;773;;;;;;;;;;;6;2190;2511;1062;1577;1;1
URGENCES2;2022;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;GEN;336;455;1;IAO;21285;2622;2333;3633;1009;74;;;;;;;;;;;10;3650;1587;511;1364;1;1
URGENCES2;2022;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;GEN;314;672;1;IAO;36804;4836;9162;7770;2645;1079;;;;;;;;;;;6;2190;3666;1556;2226;1;1
URGENCES2;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;GEN;476;588;1;IAO;32430;4669;7234;6565;;161;;;;0;;;1271;;;;5;365;5576;2820;3076;1;1
URGENCES2;2022;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;GEN;252;504;1;IAO;19977;2456;4028;6245;;;;;;;;;;;;;6;2190;3590;1353;2530;1;0
URGENCES2;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;GEN;168;336;0;;20561;2343;4641;4174;1116;432;;;;;;;;;;;4;1460;1767;640;1196;0;1
URGENCES2;2022;490000049;CHR ANGERS SITE LARREY;490000031;GEN;603;1252;1;IAOMAO;57982;9397;2347;11857;4306;116;6;2;0;0;0;0;2152;406;124;;13;4745;7368;1234;7129;1;1
URGENCES2;2022;490000049;CHR ANGERS SITE LARREY;490000031;PED;209;481;1;IAO;30266;;;;;;;;;;;;;;;4206;8;2920;3212;1671;1587;;
URGENCES2;2022;490000635;CH DE CHOLET;490000676;GEN;456;1330;1;IAO;67055;6926;21767;12433;3778;1960;297;4;13;;;;;;;;8;2920;4862;1037;4198;0;1
URGENCES2;2022;490001765;CH DE SAUMUR;490528452;GEN;238;563;1;IAOMAO;31496;4001;10414;3728;1550;641;40;4;1;;;;805;195;24;;8;2920;6086;2692;3926;0;0
