BOR;AN;FI;RS;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2022;440012128;HAD NANTES ET REGION;440003960;1;3;440012128;;;1095450;0;0;0;0;1;1;;;1;0;1;0;250;3823;65;1262;343;80549;1035;30390;1635;2635;55;1109;83;743;531;10;397;0;291;0
HAD;2022;450018528;ASSAD HAD DU LOIRET;370001638;1;2;;;;680434;1;1;0;0;1;1;0;0;1;1;0;1;90;1083;512;139;38;18766;5181;3165;558;805;455;106;7;81;49;0;52;0;18;0
HAD;2022;450018536;HAD ORLEANS MONTARGIS;440052041;1;2;450018536;;;660000;1;0;0;0;;;;;1;0;0;0;220;2599;242;821;366;74883;1935;22400;3794;1702;239;731;84;714;447;14;492;0;268;0
HAD;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;0;;;;;57000;1;1;0;0;1;1;0;0;1;1;0;0;20;208;2;52;3;4860;25;1174;31;136;2;43;3;52;19;0;28;0;8;0
HAD;2022;460007404;HAD 46;460007396;1;5;460007404;460007404;460007404;120000;1;1;0;0;1;1;;;1;0;0;1;85;613;0;298;27;26769;0;12677;1037;468;0;245;12;256;140;2;169;0;74;1
HAD;2022;470009358;HOSPITALISATION A DOMICILE 47;470009309;1;3;470009358;470009358;470009358;331970;1;0;0;0;1;1;0;0;1;0;0;0;110;1054;8;462;14;35206;53;15485;147;738;7;365;8;268;163;0;137;0;76;0
HAD;2022;480001825;HAD LOZERE;750047367;0;;;;;77000;1;0;0;0;1;1;;;1;0;0;0;35;311;0;135;9;12936;0;4758;501;213;0;114;8;86;60;3;35;0;25;0
HAD;2022;490000312;HAD SAINT SAUVEUR;490012176;0;;;;;480038;1;1;0;0;1;0;0;0;1;1;1;1;140;3109;69;576;322;35647;638;12059;1259;1643;64;498;53;429;249;11;212;0;126;1
HAD;2022;490016334;HAD MAUGES BOCAGE CHOLETAIS;490016326;1;1;490016334;;;270948;1;1;0;0;1;0;0;0;1;1;1;1;75;1388;1;534;161;18045;14;6131;2366;1059;1;496;72;502;349;10;375;0;309;3
HAD;2022;490016870;HAD OUEST ANJOU SAUMUROIS;440052041;0;0;;;;108000;1;0;0;0;1;1;;;1;0;0;1;40;547;0;241;81;12732;0;5125;1562;413;0;209;28;168;131;5;105;0;89;0
HAD;2022;500000021;CHAG - SITE AVRANCHES;500000054;0;;;;;;1;0;0;0;1;0;1;0;1;0;0;0;30;417;1;117;56;7850;15;2398;236;250;1;108;11;101;67;1;44;0;30;0
HAD;2022;500000187;CHPC - SITE CHERBOURG;500000013;0;;;;;185000;1;1;0;0;1;0;1;0;1;0;0;1;38;816;0;128;62;10375;0;3348;121;351;0;102;10;93;29;0;39;0;3;0
HAD;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;1;2;500000112;500000112;;;1;1;0;0;1;1;;;1;0;0;0;45;568;0;235;9;13899;0;4940;282;452;0;208;6;159;102;0;63;0;42;0
HAD;2022;500021274;HAD DU CH DE VIRE SITE DE MORTAIN;140000159;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;10;69;0;16;1;2639;0;1163;63;48;0;14;1;15;5;1;7;0;1;0
HAD;2022;500021282;HAD DU CH DE VIRE SITE DE VILLEDIEU;140000159;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;10;98;0;26;8;2943;0;1162;82;59;0;23;2;27;12;0;3;0;1;0
HAD;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;1;510000250;;;118000;1;1;0;0;1;1;;;1;0;;0;30;274;0;50;8;6749;0;544;149;175;0;48;4;49;28;0;17;0;11;0
HAD;2022;510002298;HAD DE REIMS CROIX ROUGE FRANCAISE;750721334;0;;;;;271034;1;1;0;0;1;1;0;0;1;0;0;1;95;582;0;158;2;17392;0;5874;61;315;0;123;2;90;51;0;23;0;8;0
HAD;2022;510017098;HAD EPERNAY;510000060;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;30;266;0;96;0;5628;0;1796;0;198;0;81;0;68;34;0;37;0;17;0
HAD;2022;510020548;HAD CHALONS-EN-CHAMPAGNE;750047367;0;;;;;110000;1;0;0;0;1;1;;;1;0;0;0;32;347;1;184;5;11692;46;5732;159;249;1;141;3;85;63;1;43;0;29;0
HAD;2022;520003823;HAD CHAUMONT LANGRES;750047367;0;;;;;110000;1;0;0;0;1;1;;;1;0;0;0;32;422;1;248;41;11848;15;6162;586;237;1;133;16;77;54;1;30;0;13;1
HAD;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;0;;;;;;;;;;;;;;1;0;0;0;20;308;0;94;5;4512;0;1346;40;234;0;83;3;89;49;0;37;0;29;0
HAD;2022;530000173;CH DU NORD MAYENNE;530000074;0;;;;;;;;;;;;;;0;0;0;0;12;166;0;66;10;3306;0;552;125;128;0;62;10;51;37;1;39;0;30;0
HAD;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;2;530000173;530000017;;150000;1;0;0;0;1;0;0;0;1;0;1;1;35;449;1;207;32;9504;10;2930;260;345;1;196;5;169;146;1;116;0;109;0
HAD;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;0;;;;;120000;1;0;0;0;;;0;0;1;0;0;0;50;344;30;149;50;16303;698;7127;1750;233;25;121;20;83;55;3;33;0;19;1
HAD;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;;;;;120000;1;0;0;0;1;1;;;1;0;1;1;30;200;0;87;1;4076;0;1534;6;179;0;79;1;60;44;0;43;0;31;0
HAD;2022;540010568;HAD HADAN AGGLOMERATION NANCEIENNE;540010519;0;;;;;413000;1;0;0;0;1;1;;;1;1;1;1;212;2867;308;727;583;77377;6757;21159;6130;1851;249;593;123;642;297;33;237;0;148;1
HAD;2022;540020146;CENTRE DE REEDUCATION FLORENTIN;540006707;0;;;;;500000;1;0;0;0;1;1;1;1;1;0;1;1;70;710;0;116;24;18168;0;1266;482;613;0;112;14;376;82;0;208;0;62;0
HAD;2022;540025046;HAD HADAN SITE JOEUF;540010519;0;;;;;190292;1;0;0;0;1;1;;;1;1;1;1;30;392;91;195;5;10816;1994;4764;157;321;72;170;4;119;102;0;66;0;59;0
HAD;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;0;;;;;100000;1;1;0;0;1;1;0;0;1;1;1;1;30;491;59;107;74;10057;1081;2467;515;281;44;93;12;82;31;4;38;0;10;0
HAD;2022;550000434;CH BLD FV SITE BLD;550003354;1;1;550000434;;;75000;1;1;1;1;1;1;0;0;1;0;1;1;120;509;0;275;22;29181;0;13011;217;400;0;247;7;198;143;4;76;0;64;0
HAD;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;0;;;;;126248;1;1;0;1;1;1;;;1;0;0;0;40;559;0;311;3;10683;0;5312;19;437;0;284;3;262;195;0;197;0;153;0
HAD;2022;560008799;H‘PITAL PRIV… OC…ANE;560013989;1;1;560008799;;;350000;1;1;0;0;1;0;0;0;1;1;0;1;120;1370;95;673;38;38818;1924;19431;2055;1057;89;589;23;396;277;3;203;0;131;0
HAD;2022;560018509;HAD DE L'AVEN A ETEL;560018459;1;2;560018509;;;296138;1;1;0;0;1;1;;;1;0;0;0;190;1548;155;711;65;59555;1029;26705;2496;1191;153;631;46;442;344;4;183;0;147;0
HAD;2022;560022188;HAD CENTRE BRETAGNE;350000626;0;;;;;131965;0;0;0;0;1;1;1;0;1;0;0;0;60;509;5;224;25;14167;128;6929;429;345;5;177;9;123;69;1;43;0;3;1
HAD;2022;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;0;;;;;255000;1;0;0;0;1;1;1;0;1;1;1;1;60;491;12;219;6;18867;194;6880;42;377;9;190;4;101;78;0;35;0;22;0
HAD;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;0;;;;;;1;0;0;0;1;1;0;0;1;0;0;0;61;547;0;185;65;17557;0;3846;1830;385;0;163;28;193;100;3;137;0;70;0
HAD;2022;570000281;HOPITAL D'HAYANGE - CHR;570005165;0;;;;;217925;1;0;0;0;1;1;;;1;1;0;0;32;231;129;35;2;5284;2738;545;96;200;108;35;2;24;17;0;19;0;17;0
HAD;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;0;;;;;100236;0;0;0;0;1;1;;;1;0;0;0;35;203;0;83;0;6959;0;2813;0;155;0;63;0;33;16;0;8;0;3;0
HAD;2022;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;0;;;;;350000;1;0;0;0;1;1;;;1;1;1;1;72;986;136;276;101;20437;2513;4687;1151;760;107;264;26;298;169;5;211;0;123;0
HAD;2022;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;1;1;580001899;;;140000;0;0;0;0;1;1;;;1;0;0;1;30;334;0;134;8;14777;0;4913;299;192;0;84;8;60;31;0;16;0;1;0
HAD;2022;590025128;HAD DU HAINAUT;620001834;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;100;928;0;480;17;20107;0;8729;316;770;0;443;4;285;228;3;162;0;141;2
HAD;2022;590025458;HAD DU CH D'HAZEBROUCK;590782652;0;;;;;209322;0;0;0;0;1;1;;;1;0;0;1;30;894;0;324;267;16926;0;8240;883;546;0;291;37;240;177;7;135;0;98;0
HAD;2022;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;0;;;;;245683;0;0;0;0;1;1;;;1;0;0;0;60;673;0;374;7;14656;0;8364;35;526;0;327;6;190;151;1;92;0;68;1
HAD;2022;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;50;466;0;209;2;14699;0;5362;21;360;0;181;2;124;83;0;62;0;49;0
HAD;2022;590035838;HAD SAMBRE AVESNOIS;590000485;0;;;;;24000;1;0;0;0;1;1;;;1;0;0;0;45;490;0;237;2;13575;0;5219;101;362;0;201;2;103;80;0;34;0;27;0
HAD;2022;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;0;;;;;375768;0;0;0;0;;;;;1;0;0;0;85;744;0;312;4;26544;0;8368;49;518;0;281;3;198;149;0;132;0;94;0
HAD;2022;590045407;HAD CHRU LILLE;590780193;0;;;;;126;1;0;0;0;1;0;1;0;1;1;1;1;65;2691;448;105;1142;23288;9657;2148;2840;1047;374;93;182;84;16;41;15;0;0;0
HAD;2022;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;0;;;;;1200000;0;0;0;1;1;1;;;1;0;0;0;100;689;4;319;8;22148;13;8724;193;535;4;268;2;232;138;0;145;0;56;0
HAD;2022;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;0;;;;;;0;0;0;0;1;0;0;0;1;0;0;1;60;1209;0;576;144;18763;0;8251;758;918;0;541;24;472;369;10;353;0;289;0
HAD;2022;590812509;SANTELYS HAD LILLE METROPOLE;590799995;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;150;1198;1;646;14;45753;2;20226;532;912;1;558;6;316;251;1;99;0;78;0
HAD;2022;600000194;CH BEAUVAIS;600100713;0;;;;;235000;1;1;0;1;1;0;1;0;1;0;0;0;35;437;0;237;41;10404;0;4638;691;350;0;210;16;150;128;2;87;0;78;0
HAD;2022;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;1;1;600003008;;;391107;0;0;0;0;1;1;1;0;1;1;1;1;130;861;29;358;75;35326;560;13343;3353;552;24;243;52;182;112;12;44;0;26;0
HAD;2022;600010102;HAD CHICN COMPI»GNE;600100721;0;;;;;180000;1;1;0;0;1;1;;;1;0;0;0;33;309;0;86;9;7628;0;2131;126;196;0;70;4;58;25;0;17;0;1;0
HAD;2022;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;0;0;;;;62140;1;0;0;0;1;0;1;0;1;0;0;0;30;141;0;72;1;8093;0;3878;117;101;0;50;1;43;20;0;5;0;0;0
HAD;2022;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;1;1;610007155;;;56000;1;0;0;0;1;0;1;1;1;0;0;0;20;184;0;87;32;3681;0;1408;670;153;0;79;18;59;38;2;20;0;13;0
HAD;2022;610006256;HAD ORNE-EST;610006769;1;1;610006777;;;51100;1;1;0;0;1;0;1;0;1;0;0;0;20;147;0;82;2;4470;0;2437;35;109;0;64;2;47;32;0;6;0;6;0
HAD;2022;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;1;1;610006256;;;26300;1;1;0;0;1;0;1;0;1;0;0;0;10;71;0;24;3;2377;0;484;75;49;0;19;2;18;5;0;2;0;0;0
HAD;2022;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;0;;;;;33000;1;0;0;0;1;0;1;0;1;0;0;0;10;64;0;32;6;1656;0;526;366;56;0;31;5;21;13;0;6;0;1;0
HAD;2022;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;15;174;0;54;2;3901;0;1436;19;146;0;46;1;83;25;0;52;0;9;0
HAD;2022;620003889;SANTELYS HAD DU B…THUNOIS;590799995;0;;;;;320000;1;0;0;1;1;1;;;1;0;0;0;150;1120;0;525;48;45377;0;20177;471;814;0;416;9;237;170;1;51;0;30;0
HAD;2022;620010348;HAD CALAIS - SAINT OMER;590024469;1;1;620010348;;;287777;1;;0;0;1;1;;;1;0;0;0;85;946;0;347;15;24350;0;7777;104;567;0;282;2;212;144;0;79;0;65;1
HAD;2022;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;0;;;;;280000;0;;0;1;1;1;;;1;0;0;0;170;1271;77;716;20;51443;2293;26215;241;931;63;564;7;409;314;1;177;0;131;1
HAD;2022;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;1;3;620013649;;;280000;0;0;0;0;1;1;;;1;0;0;0;120;1013;0;557;66;31941;0;13987;458;710;0;457;13;300;245;3;117;0;92;0
HAD;2022;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;0;;;;;400000;0;0;0;0;1;0;0;0;1;0;0;1;200;1972;21;855;196;67426;464;27571;665;1370;19;737;26;488;359;5;129;0;94;0
HAD;2022;630008118;HAD KORIAN CLERMONT-FERRAND;630011153;0;;;;;650000;1;0;0;0;1;1;;;1;0;1;0;75;493;0;137;49;18425;0;6561;1909;374;0;121;34;179;67;5;90;0;25;1
HAD;2022;630010296;HAD 63 - SERVICE HAD;630001188;0;;;;;672500;0;0;0;0;1;1;1;0;1;1;0;1;400;1856;10;208;463;27458;126;4703;3481;1007;10;199;94;242;95;16;83;0;22;1
HAD;2022;630010528;HAD AURASANTE;630000990;0;;;;;500000;0;0;0;0;1;1;;;1;0;0;0;400;586;0;206;36;17105;0;6340;1450;397;0;182;27;153;82;5;29;0;12;0
HAD;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;0;;;;;;1;1;0;0;1;0;1;0;0;1;0;0;6;193;193;0;0;2226;2226;0;0;154;154;0;0;0;0;0;0;0;0;0
HAD;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;2;640780813;;;103000;;;;;;;;;1;0;0;0;50;346;0;109;70;13559;0;2729;3469;263;0;103;36;114;58;9;24;0;12;0
HAD;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;0;;;;;170994;1;0;0;0;1;0;0;0;1;1;1;1;59;1155;1;206;448;15371;9;3635;1043;485;1;192;53;198;121;8;31;0;18;0
HAD;2022;640013298;HAD BEARN ET SOULE;640011508;1;2;640013298;640013298;;122000;1;0;0;0;1;1;;;1;0;0;0;50;420;0;177;12;12298;0;3766;388;316;0;164;8;140;87;3;59;0;39;0
HAD;2022;640789699;SANTE SERVICE BAYONNE-HAD;640003570;0;;;;;310000;1;1;0;0;1;1;1;1;1;0;0;0;100;989;0;289;249;36245;0;11080;925;602;0;235;28;212;109;10;58;0;14;1
HAD;2022;650004799;GCS RESAPY;650003148;1;2;650004799;;;231000;0;0;0;0;1;1;;;1;0;0;0;64;1058;0;453;165;19351;0;7733;916;770;0;417;30;382;231;10;214;0;110;0
HAD;2022;660000084;CH PERPIGNAN;660780180;1;1;660000167;;;;;;;;;;;;1;0;0;0;60;756;52;154;181;13322;1058;2996;973;438;46;126;25;122;46;11;52;0;15;0
HAD;2022;660006172;HAD MEDIHAD;660790379;0;;;;;245000;1;0;0;0;1;0;1;1;1;0;0;0;50;1029;0;247;423;18541;0;8089;1922;525;0;205;91;180;106;7;23;0;8;1
HAD;2022;670005479;HAD AURAL BERGSON;670000652;0;;;;;550000;1;1;0;0;1;;1;0;1;0;0;0;100;1302;1;225;18;32031;5;5660;495;923;1;176;13;274;66;0;88;0;25;0
HAD;2022;670008838;HAD NORD ALSACE- FONDATION ST FRAN«OIS;670000785;0;;;;;350000;0;0;0;0;1;1;0;0;1;0;0;0;80;865;0;131;15;25259;0;2835;559;627;0;104;9;135;31;0;34;0;4;0
HAD;2022;670780113;CMCO;670780055;0;;;;;505272;1;1;0;0;1;1;;;0;1;0;0;12;281;281;0;0;3524;3524;0;0;238;238;0;0;0;0;0;0;0;0;0
HAD;2022;670798636;CLINIQUE SAINT-LUC;670014604;0;;;;;;1;0;0;0;1;0;0;0;1;0;0;0;25;346;0;88;4;6989;0;1714;37;281;0;79;2;90;38;0;20;0;10;0
HAD;2022;680007648;HAD CENTRE ALSACE;680007598;0;;;;;400000;1;0;0;0;1;1;;;1;0;0;0;100;1368;0;284;3;31988;0;5986;106;999;0;234;3;324;97;0;66;0;28;0
HAD;2022;680017829;HAD SUD ALSACE;680017811;0;;;;;490400;0;0;0;0;1;1;;;1;1;0;1;130;1300;218;528;79;34821;5413;13743;648;1025;189;439;26;258;156;7;69;0;29;0
HAD;2022;690000880;CENTRE LEON BERARD;690783220;0;;;;;1952721;1;1;0;1;1;1;0;0;1;0;0;1;213;8175;0;960;6264;77828;0;31655;22274;1904;0;642;979;223;118;86;0;0;0;0
HAD;2022;690788930;HAD SOINS ET SANTE LYON;690001623;1;2;690007588;380008979;;2000000;1;0;0;0;1;1;;;1;0;0;0;370;3690;0;911;654;109156;0;26543;8505;2327;0;833;201;979;475;30;377;0;99;3
HAD;2022;700000698;HOSPITALIA MUTUALITE HAD VESOUL;250017803;0;;;;;260000;0;0;0;0;1;;0;0;1;0;0;0;35;271;0;156;9;12828;0;6253;682;183;0;117;7;49;39;1;11;0;7;0
HAD;2022;710015231;HAD NORD SAONE ET LOIRE;710015223;1;1;710015231;;;359602;1;0;1;1;1;1;;;1;1;0;1;124;1424;63;533;71;45649;799;17294;2585;963;56;392;48;316;173;10;106;0;58;0
HAD;2022;710978289;CH LES CHANAUX MACON;710780263;1;2;710978289;;;215000;1;0;0;0;1;1;0;0;1;0;0;0;45;569;0;77;95;14987;0;1594;2416;348;0;77;41;94;29;6;34;0;13;0
HAD;2022;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;0;;;;;;1;1;0;0;1;0;0;0;1;0;0;1;30;424;0;153;25;8207;0;4041;244;314;0;134;6;157;62;1;100;0;0;0
HAD;2022;720016856;HAD DE LA SARTHE;720008390;0;6;720016856;;;561583;0;0;0;1;;;;;1;0;1;0;75;1119;0;500;141;18178;0;10085;1360;661;0;463;28;334;284;6;217;0;197;0
HAD;2022;730000031;CHMS CHAMBERY NH;730000015;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;30;1297;0;179;577;19327;0;3862;2626;474;0;147;118;115;53;14;7;0;2;0
HAD;2022;730000049;CH DE MOUTIERS;730002839;0;;;;;131206;1;0;0;0;1;0;1;0;1;0;0;1;23;308;0;96;103;6804;0;2661;625;186;0;85;31;58;35;4;13;0;8;0
HAD;2022;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;0;;;;;42000;1;0;;;1;1;;;1;1;1;0;15;305;0;51;160;5013;0;1255;1115;109;0;43;27;41;17;6;4;0;1;0
HAD;2022;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;0;;;;;529588;0;0;0;0;1;1;0;0;1;0;0;0;35;412;0;137;105;10821;0;3123;1369;286;0;127;37;110;63;6;47;0;28;0
HAD;2022;740000328;HOPITAUX DU LEMAN;740790381;0;;;;;144000;1;1;0;0;1;1;;;1;0;0;0;30;784;0;123;411;9331;0;1997;1489;342;0;115;56;122;59;9;41;0;22;0
HAD;2022;740010475;HAD HAUTE-SAVOIE SUD;440052041;1;1;740010475;;;350000;1;1;0;0;1;1;;;1;0;0;;85;774;0;400;53;25841;0;7717;1860;635;0;363;29;352;252;3;224;0;171;1
HAD;2022;740781141;CH ALPES LEMAN;740790258;0;;;;;290000;1;1;0;1;1;1;;;1;0;0;1;20;447;0;118;155;5897;0;1677;844;275;0;113;40;103;63;2;60;0;32;0
HAD;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;0;;;;;110000;0;0;0;0;;;;;1;0;0;0;12;190;31;59;20;4439;562;678;468;148;29;55;14;43;34;2;19;0;13;0
HAD;2022;750042459;HAD CROIX SAINT SIMON;750712341;1;4;750042459;750042459;750042459;12324300;0;0;0;0;1;1;;;1;1;0;1;400;5363;1930;692;635;122566;15022;25930;18902;3817;1860;578;227;472;251;26;139;0;43;1
HAD;2022;750806226;HOSPITALISATION A DOMICILE APHP PARIS;750712184;1;23;750806226;;;12210000;1;1;1;1;1;1;0;0;1;1;1;1;900;16898;2266;2182;6002;270447;29375;61405;38861;7274;1874;1655;1112;1540;819;240;542;0;266;7
HAD;2022;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;0;;;;;180000;1;0;0;0;1;1;;;1;0;0;0;30;371;0;159;3;8829;0;3110;45;306;0;130;3;111;71;0;62;0;32;0
HAD;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;0;;;;;220000;1;1;0;0;1;0;1;0;1;0;0;0;30;407;0;164;66;7478;0;3189;66;292;0;144;8;95;59;1;47;0;26;0
HAD;2022;760020529;HAD DU CEDRE;760000257;0;;;;;219677;0;0;0;0;1;0;1;1;1;0;0;0;45;469;0;242;8;11960;0;5165;8;372;0;221;2;143;104;0;53;0;36;0
HAD;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;0;;;;;270000;1;1;0;0;1;0;1;0;1;0;0;0;40;470;2;213;1;11085;9;3171;12;389;2;199;1;157;134;0;141;0;129;0
HAD;2022;760035709;HAD CAUX MARITIME;440052041;0;;;;;155000;0;0;0;0;1;1;0;0;1;0;0;0;60;516;0;299;2;18387;0;9890;40;410;0;249;1;159;113;0;80;0;54;0
HAD;2022;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;0;;;;;;0;0;0;0;1;0;0;0;1;0;0;0;70;795;0;320;51;20102;0;8083;201;572;0;288;12;259;160;1;162;0;96;0
HAD;2022;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;3;770000149;770000214;770000164;250000;1;1;;;1;0;1;0;1;0;0;0;80;369;0;244;6;21196;0;14133;337;258;0;173;5;133;103;2;66;0;53;0
HAD;2022;770016475;HAD DE L'EST FRANCILIEN 77;770014207;1;2;770016475;770016475;;380000;0;0;0;0;1;1;0;0;1;0;0;0;80;346;0;87;12;9626;0;1506;605;240;0;81;9;105;45;1;53;0;13;1
HAD;2022;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;0;;;;;350000;1;1;0;0;1;1;;;1;0;0;0;90;846;0;191;22;25746;0;5505;920;669;0;161;14;241;105;1;108;0;66;0
HAD;2022;770021251;HAD NORD SEINE ET MARNE;440052041;1;1;770021251;;;500000;0;0;0;0;1;1;0;0;1;0;0;0;100;711;0;171;16;24900;0;3826;335;572;0;161;9;280;105;0;188;0;64;0
HAD;2022;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;1;3;770700011;;;1500000;0;0;0;0;0;1;;;0;0;1;0;90;495;0;10;0;26947;0;230;0;400;0;7;0;145;4;0;13;0;0;0
HAD;2022;780004529;HAD KORIAN YVELINES SUD;310021233;0;;;;;1000000;1;1;0;0;1;1;0;0;1;0;0;0;150;685;0;338;36;29795;0;12044;1691;541;0;283;27;289;167;7;172;0;89;1
HAD;2022;780023545;HAD LEOPOLD BELLAN;750720609;0;;;;;178700;0;0;0;0;1;1;0;0;1;0;0;0;35;223;0;87;45;10788;0;4128;2624;173;0;68;25;72;28;6;27;0;8;0
HAD;2022;790017289;HAD NORD 79;790017271;0;;;;;152000;1;0;0;0;1;1;1;0;1;0;0;0;45;256;0;112;27;10006;0;3826;1610;177;0;79;19;36;15;0;16;0;2;0
HAD;2022;790020960;CH NIORT- HAD SUD DEUX SEVRES;790000012;0;;;;;156356;;;;;;;;;1;0;0;0;90;916;1;395;221;33106;6;16646;2929;511;1;289;49;153;108;8;50;0;35;0
HAD;2022;800000226;CH DOULLENS;800000069;0;;;;;;1;1;0;0;1;;0;0;1;0;0;0;30;273;0;103;11;10253;0;2633;160;184;0;87;4;58;39;0;21;0;15;0
HAD;2022;800000523;HAD ASS BOVES;800000853;0;;;;;300000;1;0;0;0;1;1;;;1;0;0;0;280;1487;14;669;63;95791;280;31596;4709;923;11;482;33;338;233;7;35;0;23;0
HAD;2022;800015448;HAD CH P…RONNE;800000093;0;;;;;85000;1;1;0;0;1;1;0;0;1;0;0;0;10;253;0;74;2;6052;0;1754;99;195;0;58;2;79;29;0;42;0;15;0
HAD;2022;800015489;HAD CH ALBERT;800000036;0;;;;;;1;1;0;0;1;0;1;0;1;0;0;0;10;173;0;67;1;5266;0;2177;19;124;0;59;1;68;41;0;45;0;22;0
HAD;2022;800015539;HAD CH ABBEVILLE;800000028;0;;;;;135000;1;1;0;0;1;0;1;1;1;0;0;0;30;278;0;78;1;8993;0;1482;15;227;0;72;1;87;36;0;7;0;2;0
HAD;2022;800015588;HAD CH HAM;800000077;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;10;109;0;43;0;3942;0;1517;0;88;0;31;0;40;17;0;11;0;5;0
HAD;2022;800016768;HAD PAUCHET MONTDIDIER;800003071;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;15;185;0;96;3;7183;0;1964;91;116;0;65;2;39;27;0;15;0;12;0
HAD;2022;800016776;HAD CHIMR MONTDIDIER;800000085;0;;;;;;1;1;0;0;1;1;;;1;0;0;0;15;193;0;100;9;7027;0;2418;117;134;0;77;5;53;39;0;47;0;36;0
HAD;2022;810000505;CH ALBI;810000331;0;;;;;174676;0;0;0;0;1;0;1;0;1;0;0;0;48;556;0;188;109;14876;0;6196;845;346;0;155;22;147;69;8;86;0;31;0
HAD;2022;810007989;HAD KORIAN PAYS D'OVALIE;750056335;0;;;;;215000;0;0;0;0;1;1;;;1;0;0;0;51;477;0;185;9;14439;0;5139;135;381;0;171;8;140;75;0;72;0;33;0
HAD;2022;820000032;CH MONTAUBAN;820000016;0;;;;;175608;1;0;0;0;1;0;1;0;1;0;0;1;30;434;0;124;112;6917;0;2532;567;230;0;96;24;85;44;7;34;0;14;1
HAD;2022;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;0;;;;;78866;1;1;0;0;1;1;;;1;0;0;0;25;220;0;105;53;4836;0;2180;399;144;0;86;12;58;42;4;12;0;6;1
