BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;IVG1516;CONV;IMG;AMP;PAT_AMP
PERINAT;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;TYPE1;;;15;0;;;4;1060;223;1;0;0;0;0;0;688;24;3315;16;0;0;2351;680;3004;148;831;2;671;9;24;;691;;;;48;0;1;174;162;110;11;3;;0;0;0
PERINAT;2022;190000091;CENTRE HOSPITALIER D'USSEL;190000075;TYPE1;;0;6;;;;2;237;27;0;0;0;0;0;0;143;2;778;0;0;0;564;142;657;27;155;0;142;0;2;;143;73;710;82;2;0;1;83;87;73;0;1;0;0;0;0
PERINAT;2022;190000224;CLINIQUE LES CEDRES BRIVE;190000901;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;21;27;0;0;0;;1;0;0
PERINAT;2022;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;TYPE2;;;0;4;0;0;0;0;0;85;2;0;0;0;0;0;0;0;532;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;TYPE2;;0;25;8;4;;5;1546;60;186;4;185;2;0;0;1125;1;5356;1302;626;0;3231;1321;4930;313;1353;0;1303;18;4;;1339;;;;189;0;0;;0;0;0;0;;4;0;0
PERINAT;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;TYPE3;EXT;1;64;12;15;12;8;4979;728;895;106;304;9;381;32;2221;16;21276;4651;5865;3964;7054;3096;16466;546;4383;0;3009;87;16;;3207;20446;8162;222;211;0;1;699;730;403;65;29;11;93;1;154
PERINAT;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;TYPE2;;0;23;6;;;2;867;71;133;8;0;0;0;0;599;1;2980;986;0;0;1862;677;2692;101;526;0;669;8;5;;688;8549;1088;153;31;0;1;83;83;34;7;1;;3;0;0
PERINAT;2022;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;CPPR;;0;0;;;;;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;;3;515;3550;4;0;0;1;16;29;16;0;0;;0;0;0
PERINAT;2022;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;TYPE1;;0;12;;;;2;612;99;0;0;0;0;0;0;431;6;2001;0;0;0;1565;428;1825;52;282;0;428;0;5;0;434;3035;4553;298;16;0;1;75;82;56;4;0;0;2;0;0
PERINAT;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;TYPE3;EXT;1;34;13;3;9;5;3597;1116;461;41;103;9;261;9;1687;0;10969;4552;549;2564;6211;1941;9084;436;2799;13;1883;58;3;0;2013;11215;14254;491;94;0;1;620;555;459;45;10;1;34;0;0
PERINAT;2022;220000095;CTRE HOSPITALIER DINAN;220000046;CPPR;;0;5;;;;0;281;100;0;0;0;0;0;0;161;0;582;0;0;0;548;1;3;0;0;0;1;0;0;;1;3053;4078;122;0;0;1;152;179;116;4;0;1;0;0;0
PERINAT;2022;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;TYPE1;;0;10;;;;3;587;76;0;0;0;0;0;0;457;18;1997;0;0;0;1600;453;1890;98;503;0;449;4;15;;458;;;;33;0;1;177;178;133;4;1;;0;0;0
PERINAT;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;TYPE1;;;13;;;;2;695;65;0;0;0;0;0;0;537;17;2419;0;0;0;1961;535;2223;123;626;0;530;5;17;;540;3378;5433;;22;0;1;205;188;162;6;2;;2;0;0
PERINAT;2022;220000483;CHCB SITE LOUDEAC;560014748;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579;2349;546;;;0;;;;;;;;0;
PERINAT;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;581;1444;95;0;0;1;43;52;43;;;;0;0;0
PERINAT;2022;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;TYPE2;;;26;6;;;5;1046;45;267;9;0;0;0;0;633;0;4514;1313;0;0;2485;868;4212;209;1153;0;859;9;8;;877;;;;13;0;1;48;47;37;0;0;;10;0;0
PERINAT;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;TYPE2;;0;17;4;0;0;2;718;70;264;10;0;0;0;0;306;0;2721;1128;0;0;1223;497;2427;112;698;0;495;2;5;0;499;4327;1879;1231;14;0;1;187;162;100;8;1;;1;0;0
PERINAT;2022;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;;;;;;;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;7;3;7;0;0;;4;1;149
PERINAT;2022;240000372;C.H DE BERGERAC;240000059;TYPE1;;0;15;;;;3;893;79;0;0;0;0;0;0;646;4;3048;0;0;0;2086;706;2787;150;735;0;701;5;3;0;720;7026;5649;103;61;1;1;172;302;140;7;0;;2;0;0
PERINAT;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;TYPE2;;0;34;9;3;0;6;2119;316;326;67;152;23;0;0;1354;2;7851;1184;1499;0;4634;1537;7130;324;1967;5;1507;30;7;;1587;10865;4527;967;83;4;1;638;570;422;44;22;1;14;0;0
PERINAT;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;TYPE1;;;15;;;;3;357;40;0;0;0;0;0;0;276;4;1174;0;0;0;930;274;1098;51;266;0;274;0;2;;276;3178;1748;;23;0;1;120;114;109;3;2;;0;0;0
PERINAT;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;TYPE2;;;22;6;;;4;1316;80;231;9;0;0;0;0;1009;2;4655;1275;0;0;3210;1084;4275;171;935;0;1066;18;3;;1105;12995;14226;;84;0;1;247;218;174;15;7;;26;0;0
PERINAT;2022;250006954;CHRU JEAN MINJOZ;250000015;TYPE3;;;56;22;11;10;7;3992;639;719;4;127;8;192;14;2140;0;15213;6458;1740;2236;7645;2740;12879;372;2581;74;2661;79;2;0;2844;3612;8296;1;150;0;1;365;316;147;55;21;15;36;1;111
PERINAT;2022;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;TYPE2;;0;24;6;0;0;6;1175;143;58;1;0;0;0;0;928;27;3634;189;0;0;2846;969;3480;172;759;0;961;8;28;0;987;;;;70;0;0;1;1;0;0;0;0;1;1;291
PERINAT;2022;260000013;CH DE VALENCE;260000021;TYPE2;INT;1;41;12;6;0;5;3466;183;498;11;144;16;0;0;2255;66;12743;3819;1190;0;7073;2650;10962;636;3509;3;2609;41;66;;2715;5333;3290;70;150;104;1;489;440;336;39;7;;45;0;0
PERINAT;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;TYPE2;;0;25;6;;;4;1956;240;195;18;0;0;0;0;1289;53;6473;1200;0;0;4163;1425;5647;345;1699;0;1416;9;13;;1439;6547;8008;602;106;0;1;243;245;149;19;6;;4;0;0
PERINAT;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;TYPE2;;1;32;6;;;6;2522;191;228;51;0;0;0;0;1815;7;10002;1726;0;0;6776;1957;9056;430;2690;2;1932;25;19;0;1988;8158;14396;391;86;1;1;347;378;183;27;9;11;19;0;0
PERINAT;2022;260000146;CH DE CREST;260000054;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1206;1543;;0;0;1;46;49;46;0;0;;0;0;0
PERINAT;2022;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13;3;13;0;0;;0;0;
PERINAT;2022;260000286;CH DE DIE;260000104;CPPR;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;291;1170;75;0;0;1;28;18;28;0;0;;0;0;0
PERINAT;2022;270000045;CH BERNAY;270000060;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2137;3391;114;0;0;1;97;83;84;0;0;;0;0;0
PERINAT;2022;270000359;CH EVREUX CH EURE-SEINE;270023724;TYPE2;;1;34;;10;;5;3422;874;0;0;427;39;0;0;1928;1;10435;0;2738;0;7046;2182;9597;373;2078;4;2154;28;25;0;2224;3154;7151;86;25;0;1;585;550;564;21;8;19;15;0;0
PERINAT;2022;270000367;CH GISORS;270000086;TYPE1;;0;11;;;;2;637;133;0;0;0;0;0;0;422;7;1817;0;0;0;1470;421;1637;103;458;0;419;2;7;;423;2279;2624;;17;0;1;165;153;128;1;0;;0;0;0
PERINAT;2022;270000391;CH LOUVIERS CHI ELBEUF;760024042;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;239;982;355;0;0;0;0;57;0;0;0;;0;0;0
PERINAT;2022;270000425;CH PONT-AUDEMER;270000102;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;665;979;30;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1528;1389;1;;;0;;;;;;;;0;
PERINAT;2022;270000458;CH VERNON CH EURE-SEINE;270023724;TYPE1;;0;12;;;;4;1160;370;0;0;0;0;0;0;665;13;2816;0;0;0;2224;658;2557;112;502;0;653;5;11;0;665;1103;3100;4;15;0;1;191;235;178;9;1;19;2;0;0
PERINAT;2022;280000084;CH DREUX;280000183;TYPE2;;1;22;8;;;4;2204;497;312;19;0;0;0;0;1103;2;7029;1627;0;0;3849;1292;5915;334;1832;0;1278;14;16;;1322;7576;4207;387;46;0;1;258;308;216;3;0;4;0;1;303
PERINAT;2022;280000662;CH CHATEAUDUN;280500075;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;451;2835;170;0;0;1;46;56;46;0;0;;0;0;0
PERINAT;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;CPPR;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;5161;133;0;0;1;45;46;45;0;0;;0;0;0
PERINAT;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TYPE2;;;41;12;6;;6;2761;96;414;12;213;27;0;0;2024;0;11313;2392;1619;0;6660;2365;10242;433;2764;1;2323;42;15;;2434;14364;2249;121;208;3;1;496;293;355;57;8;;20;0;0
PERINAT;2022;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;27;21;18;0;1;0;4;0;0
PERINAT;2022;290000025;CHIC QUIMPER;290020700;TYPE2;;;40;12;3;;7;2998;174;498;42;106;17;0;0;2173;7;11164;3035;521;0;7455;2393;10138;408;2125;7;2356;37;11;;2439;8977;10412;66;147;0;1;680;607;384;27;12;6;26;0;0
PERINAT;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;TYPE2;;0;19;4;;;3;647;53;126;16;0;0;0;0;463;1;2419;621;0;0;1694;508;2246;102;542;0;502;6;2;0;514;5827;6244;297;18;0;1;212;187;189;3;1;;1;0;0
PERINAT;2022;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TYPE3;EXT;1;30;15;6;6;9;3087;161;662;21;159;6;232;22;1796;6;13808;4672;1885;2149;6331;2289;11427;471;3371;17;2226;63;5;;2366;10634;9042;111;82;0;1;452;415;228;55;14;3;46;1;475
PERINAT;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142;1366;42;;;0;;;;;;;;0;
PERINAT;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;TYPE1;;0;14;;;;4;703;85;0;0;0;0;0;0;558;6;2455;0;0;0;1965;554;2292;76;386;0;554;0;4;4;555;3270;3272;426;31;0;1;103;108;62;4;0;;1;0;0
PERINAT;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1138;1298;46;0;0;0;0;;0;0;0;;0;0;0
PERINAT;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;TYPE1;;0;12;;;;2;308;35;0;0;0;0;0;0;220;4;975;0;0;0;749;220;872;52;235;0;220;0;4;;220;6907;1572;124;16;0;1;81;73;61;0;0;0;1;0;0
PERINAT;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1018;1137;34;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3743;2411;108;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;TYPE2;;;38;6;;;9;2109;222;285;14;0;0;0;0;1431;1;7516;1136;0;0;4755;1705;7155;318;1732;1;1680;25;4;;1731;;;;49;0;1;254;253;208;9;4;15;13;1;298
PERINAT;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;TYPE2;;;19;3;3;0;3;1403;155;135;2;61;3;0;0;889;0;5172;752;224;0;3174;1013;4620;177;1092;3;994;19;2;0;1039;7249;3206;630;30;0;1;362;313;255;27;8;0;8;0;0
PERINAT;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;TYPE1;;;8;;;;2;295;45;0;0;0;0;0;0;214;7;946;0;0;0;734;215;854;45;209;0;215;0;6;;215;;;;5;0;1;103;71;75;7;0;;0;0;0
PERINAT;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;TYPE2;;0;22;0;7;0;3;1292;50;0;0;165;19;0;0;941;1;5045;0;1002;0;3263;1056;4623;299;1601;1;1034;22;4;;1083;7573;3785;;43;0;1;334;383;246;13;2;;15;0;0
PERINAT;2022;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;TYPE1;;;16;;;;2;469;47;0;0;0;0;0;0;375;3;1681;0;0;0;1326;375;1597;144;682;1;375;0;3;;377;;;;10;0;1;175;201;146;2;1;;9;0;0
PERINAT;2022;300000023;CH ALES CEVENNES;300780046;TYPE2;;0;30;6;0;0;3;1945;479;198;9;0;0;0;0;1115;5;6200;1355;0;0;3919;1173;5359;250;1475;13;1163;10;3;0;1193;5876;4697;282;34;0;1;450;432;350;15;4;;1;0;0
PERINAT;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;TYPE2;;1;21;6;;;3;1092;118;204;4;0;0;0;0;630;3;4134;1281;0;0;1955;754;3437;93;585;2;742;12;5;;769;5412;3114;106;61;0;1;155;135;108;10;2;2;3;0;0
PERINAT;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;;;;0;;;;;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;10;7;0;0;1;;0;0;0
PERINAT;2022;300782117;CHU NIMES CAREMEAU;300780038;TYPE3;;;38;15;9;6;7;5404;2181;474;3;46;1;282;2;2165;19;17593;5601;408;4397;7246;2531;14266;622;5245;6;2467;64;19;;2625;17220;5337;256;104;0;1;722;541;351;97;32;2;72;1;328
PERINAT;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;TYPE2;;;49;6;;;5;2486;301;236;14;0;0;0;0;1790;1;8713;1104;0;0;5967;1989;8296;452;2270;24;1983;6;9;;2004;;;;83;0;1;65;77;56;0;0;0;1;0;0
PERINAT;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;TYPE1;;;14;;;;2;779;82;0;0;0;0;0;0;473;1;2688;0;0;0;1831;467;2070;98;606;0;465;2;0;;473;7709;1454;;14;0;1;53;76;28;3;0;;2;0;0
PERINAT;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;TYPE3;;1;104;18;18;20;9;8594;1844;628;19;582;28;319;11;4240;23;33215;5785;6206;4280;15695;4850;25949;1122;8709;124;4686;164;16;;5076;17046;12361;1197;176;0;1;1064;974;314;139;87;41;154;1;285
PERINAT;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;TYPE2;;1;51;9;;;12;4266;326;473;59;0;0;0;0;3210;31;16346;2568;0;0;10686;3525;14892;541;3000;14;3481;44;29;;3598;;;;185;0;1;113;165;50;11;3;33;34;0;0
PERINAT;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;TYPE1;;1;22;;;;10;2322;214;0;0;0;0;0;0;1924;34;7812;0;0;0;6469;1901;7297;459;2300;9;1882;19;17;;1932;;;;144;0;1;131;134;75;4;1;;10;1;767
PERINAT;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;TYPE2;;;21;6;;;4;1000;37;162;2;0;0;0;0;725;3;4327;1491;0;0;2319;792;3493;172;1072;31;782;10;5;;802;;;;40;0;1;9;24;3;0;0;;6;0;0
PERINAT;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;TYPE2;;;44;12;6;;8;2049;115;298;5;174;1;0;0;1513;6;8705;2907;1040;0;5468;1655;7595;361;2184;16;1626;29;6;;1694;;;;42;0;1;146;132;88;5;0;;3;0;0
PERINAT;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;TYPE1;;;37;;;;5;3266;583;0;0;0;0;0;0;2475;24;10671;0;0;0;8738;2444;10144;433;2264;7;2435;9;24;;2480;17413;5014;;157;0;1;816;882;258;117;15;;4;0;0
PERINAT;2022;310781505;CL D'OCCITANIE MURET;310000492;TYPE1;;0;12;;;;3;750;76;0;0;0;0;0;0;530;3;2673;0;0;0;2023;536;2390;131;710;0;535;1;2;;537;;;;8;0;1;110;72;103;6;0;2;0;0;0
PERINAT;2022;320000086;CH AUCH EN GASCOGNE;320780117;TYPE2;;0;20;4;0;0;5;1173;96;111;13;0;0;0;0;848;1;4402;819;0;0;2884;896;3953;153;934;2;877;19;7;0;909;8727;5359;70;55;0;1;148;203;74;10;6;17;17;0;0
PERINAT;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;TYPE1;;0;41;;;;6;2664;167;0;0;0;0;0;0;2214;12;10255;0;0;0;8352;2227;9642;396;2219;0;2215;12;10;;2243;10058;9188;1325;116;0;1;232;186;58;17;5;;43;0;0
PERINAT;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;TYPE2;;;18;;;;3;1395;108;5;0;0;0;0;0;1152;14;4845;11;0;0;3985;1141;4560;216;1003;0;1135;6;13;;1158;7140;4634;;55;0;1;286;155;163;25;6;3;1;0;0
PERINAT;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;TYPE1;;;10;;;;2;505;67;0;0;0;0;0;0;370;8;1543;0;0;0;1221;373;1431;84;410;1;373;0;7;;373;6303;1956;69;45;0;1;110;119;69;7;0;;1;0;0
PERINAT;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;TYPE1;;;18;;;;4;1108;142;0;0;0;0;0;0;724;19;3684;0;0;0;2551;716;3095;154;839;0;711;5;19;;724;5651;4713;286;42;12;1;264;243;155;14;4;;2;0;0
PERINAT;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1487;803;59;0;0;1;9;1;9;0;0;;0;0;0
PERINAT;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TYPE2;;1;30;9;3;;5;2219;151;92;3;184;6;0;0;1636;0;8237;617;2320;0;5474;1766;7505;380;2063;14;1736;30;2;;1796;20341;7294;482;110;0;1;455;433;222;39;11;3;13;0;0
PERINAT;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;TYPE1;;0;30;;;;6;1845;276;0;0;0;0;0;0;1350;10;6041;0;0;0;4851;1345;5596;187;993;0;1335;10;10;;1355;;;;94;0;0;0;0;0;0;0;;0;0;0
PERINAT;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TYPE2;;0;46;6;;;7;3227;278;340;18;0;0;0;0;2373;2;12723;2136;0;0;8026;2613;11635;538;3159;29;2571;42;14;19;2676;;;;112;0;1;31;46;19;0;0;;34;0;0
PERINAT;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TYPE1;;0;6;;;;2;266;39;0;0;0;0;0;0;201;6;837;0;0;0;676;195;767;35;176;0;193;2;5;;200;3758;2027;;14;0;1;96;30;87;3;0;;0;0;0
PERINAT;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;TYPE1;;;13;;;;2;550;53;0;0;0;0;0;0;397;0;1750;0;0;0;1347;409;1617;94;447;1;409;0;4;;411;59;585;;27;0;1;68;79;9;6;1;;1;0;0
PERINAT;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TYPE3;EXT;1;81;15;34;21;13;10285;2354;486;20;543;4;1173;284;4935;3;38717;3628;11874;6361;18977;5846;32714;1205;9350;13;5689;157;35;;6069;10395;7856;31;253;0;1;1507;1505;478;241;75;50;173;1;813
PERINAT;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;TYPE1;;;25;;;;4;1728;561;0;0;0;0;0;0;1024;11;4271;0;0;0;3409;1030;3960;239;1124;1;1021;9;11;;1041;;;;74;0;1;55;77;0;3;0;;31;1;169
PERINAT;2022;340000033;CH BEZIERS;340780055;TYPE2;;;25;6;6;;3;2456;655;433;38;186;14;0;0;1262;6;7434;2657;1104;0;3890;1466;6454;240;1533;26;1434;32;12;;1513;13322;7415;;147;0;1;744;547;456;57;12;12;6;0;0
PERINAT;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TYPE2;;1;17;6;;;3;801;103;178;8;0;0;0;0;473;1;2661;1061;0;0;1625;561;2372;123;640;5;542;19;5;;582;;;;12;0;1;312;327;245;6;2;;6;0;0
PERINAT;2022;340009885;POLYCL CHAMPEAU BEZIERS;340009877;TYPE1;;;32;;;;4;2040;268;0;0;0;0;0;0;1442;4;6482;0;0;0;4744;1508;5790;318;1590;0;1500;8;12;;1522;;;;60;0;1;43;68;7;2;1;;5;0;0
PERINAT;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;TYPE2;;1;71;6;0;0;10;4255;574;444;49;0;0;0;0;2932;1;15413;2238;0;0;10049;3298;14479;702;3920;16;3249;49;25;;3347;;;;119;0;1;361;435;210;13;2;;19;1;1057
PERINAT;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;TYPE2;;0;38;6;0;0;8;2316;186;278;12;0;0;0;0;1731;1;9076;1315;0;0;6074;1958;8604;450;2459;10;1938;20;9;;1995;;;;118;0;1;297;384;190;;;;10;0;0
PERINAT;2022;340780717;CL ST LOUIS GANGES;340023225;TYPE1;;0;10;;;;2;353;59;0;0;0;0;0;0;254;1;1045;0;0;0;875;250;962;44;210;0;249;1;0;;254;;;;17;0;1;76;63;70;0;1;;1;0;0
PERINAT;2022;340780741;POLYCL STE THERESE SETE;340000348;TYPE1;;;23;;;;3;872;155;0;0;0;0;0;0;585;21;2686;0;0;0;1937;580;2376;142;731;0;572;8;21;;588;;;;35;0;1;161;163;116;6;0;;0;0;0
PERINAT;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TYPE3;INT;1;74;20;18;14;9;6119;1619;657;2;612;11;331;13;3072;9;23631;7171;7000;4050;11242;3718;20562;940;7458;27;3591;127;7;7;3890;6545;9018;792;156;2;1;1031;1102;461;58;28;64;88;1;859
PERINAT;2022;350000121;CHP SAINT GREGOIRE;350000303;TYPE2;;;43;9;;;5;2421;180;461;68;0;0;0;0;1558;8;9545;2205;0;0;5281;1956;8804;325;1858;2;1929;27;12;;1996;;;;91;0;1;48;33;0;0;0;;19;0;0
PERINAT;2022;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;TYPE2;;1;59;9;;;8;4126;288;590;28;0;0;0;0;3025;21;17059;3477;0;0;10996;3526;16034;554;3332;14;3496;30;25;;3576;2476;23841;718;228;0;1;18;7;0;2;1;;32;1;902
PERINAT;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TYPE2;;0;26;6;;;4;2186;266;158;21;0;0;0;0;1560;56;7820;1087;0;0;5332;1639;7074;318;1833;0;1620;19;62;;1666;6929;4712;397;41;0;1;312;337;212;20;3;;6;0;0
PERINAT;2022;350000154;C.H FOUGERES;350000030;TYPE2;;1;14;4;;;4;941;79;377;23;0;0;0;0;436;7;3649;1589;0;0;1568;736;3316;124;671;0;733;3;14;;752;4792;6468;144;19;0;1;88;69;61;2;0;;0;0;0
PERINAT;2022;350000162;CHIRC SITE REDON;350000048;TYPE1;;;15;;;;3;644;70;0;0;0;0;0;0;512;10;2237;0;0;0;1892;498;2094;73;388;0;495;3;8;;506;9806;2517;99;22;0;1;156;152;121;5;0;;0;0;0
PERINAT;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;TYPE2;;0;17;4;;;2;909;64;200;9;0;0;0;0;552;1;3851;1164;0;0;2154;697;3471;126;781;1;692;5;5;;706;;;;10;0;1;36;48;8;7;0;;5;0;0
PERINAT;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;;1;0;0
PERINAT;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TYPE3;EXT;1;73;18;21;12;15;5330;660;515;12;485;21;260;20;3304;21;22769;6177;6918;3750;13177;3754;19863;711;5373;52;3645;109;27;;3900;8131;14718;586;73;4;1;1624;1609;766;109;49;79;71;1;128
PERINAT;2022;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;CPPR;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;688;1775;77;0;0;1;48;45;48;0;0;;0;0;0
PERINAT;2022;360000137;CH CHATEAUROUX;360000053;TYPE2;;;38;6;;;5;1625;129;185;19;0;0;0;0;1001;0;6030;1137;0;0;3686;1150;5145;250;1411;0;1140;10;15;;1176;8834;5462;367;19;0;1;376;352;324;14;0;;0;0;0
