BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFLIB_PKT;HPLETPSAL_PKT;HPLEFFLIB_MED;HPLETPSAL_MED;HPLEFFLIB_PNM;HPLETPSAL_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2022;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;TOT;1;;;0;;;;;;;;33;;13;;;;;;;;8;4817;;455;;;;;;;;;;;;33;;;1.04;;;;;;23.13;1.83;;1.38;2.08;10;;;;;;;;;;;
PSY;2022;330780297;CLINIQUE ANOUSTE;330000175;GEN;;;;;34;;;;;;12410;35;;;352;13446;;;;;;;9715;;;;;;;;;;;;;;485;;5;;5;0.31;0;1;1;19.16;10.64;7.67;0.44;;0.4;3;;5;0.31;1;14.11;8.23;5.88;;;
PSY;2022;330780297;CLINIQUE ANOUSTE;330000175;TOT;0;;;0;34;;;;;;12410;35;;;352;13446;;;;;;;9715;;;;;;;;;;;;;;485;;5;;5;0.31;;;1;19.16;10.64;7.67;0.44;;0.4;3;;5;0.31;1;14.11;8.23;5.88;;;
PSY;2022;330780313;MAISON DE SANTE LES PINS;330000191;GEN;;0;;;79;0;0;0;0;0;33580;0;0;0;1116;31279;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;609;;9;0.4;2;3.1;1;1;;37.85;25.6;2;0;0.5;0;9;0.4;2;3.1;;37.85;25.6;2;0;0.5;0
PSY;2022;330780313;MAISON DE SANTE LES PINS;330000191;TOT;0;;0;0;79;0;0;0;0;0;33580;0;0;0;1116;31279;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;609;;9;0.4;2;3.1;;;;37.85;25.6;2;0;0.5;0;9;0.4;2;3.1;;37.85;25.6;2;0;0.5;0
PSY;2022;330780321;CLINIQUE BETHANIE;330000209;GEN;;;;;84;;;;;;30660;15;;;828;30952;;;;;;;10278;;;;;;;;;;;;;;1128;;10;1.25;2;1.22;0;0;10;58.54;39.71;12.29;2.2;2.78;1.56;7;;2;1.22;2;42.38;27.42;11.29;0.51;1.6;1.56
PSY;2022;330780321;CLINIQUE BETHANIE;330000209;INF;;;;;;;;;;;;20;;;;;;;;;;;3696;;;;;;;;;;;;;;186;;;0.9;;;0;0;1;6.06;3.63;0.75;1.6;;0.08;;;;;;;;;;;
PSY;2022;330780321;CLINIQUE BETHANIE;330000209;TOT;0;;;0;84;;;;;;30660;35;;;828;30952;;;;;;;13974;;;;;;;;;;;;;;1184;;10;2.15;2;1.22;;;11;64.6;43.34;13.04;3.8;2.78;1.64;7;;2;1.22;2;42.38;27.42;11.29;0.51;1.6;1.56
PSY;2022;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;3;4;;1;19030;;4153;;;;;1846;1846;;4.1;;;0;0;0;33.01;6;0;11.89;11.8;4.82;;;;;;;;;;;
PSY;2022;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;TOT;1;;0;0;;;;;;;;;;;;;;;;;;;;;;3;4;;1;19030;;4153;;;;;1846;1846;;4.1;;;;;;33.01;6;0;11.89;11.8;4.82;;;;;;;;;;;
PSY;2022;330780776;CLINIQUE LES HORIZONS;330056839;GEN;;0;;;84;0;0;0;0;0;30660;0;0;0;646;28508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;4;0;0;0;0;1;0;46.7;15.34;10;1.12;0;1;4;0;0;0;0;46.7;15.34;10;1.12;0;1
PSY;2022;330780776;CLINIQUE LES HORIZONS;330056839;INF;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;330780776;CLINIQUE LES HORIZONS;330056839;TOT;0;;0;0;84;0;0;0;0;0;30660;0;0;0;646;28508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;4;0;0;0;;;0;46.7;15.34;10;1.12;0;1;4;0;0;0;0;46.7;15.34;10;1.12;0;1
PSY;2022;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;GEN;;;;;42;;;;;;13330;4;2;;182;11715;;;;;;;100;1;;;;;;;;;;;;;90;;;1.5;;;0;0;;;;;;;;;1.5;;1;;30.95;8.8;6;1.65;1.6;12.9
PSY;2022;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;TOT;0;;;0;42;;;;;;13330;4;2;;182;11715;;;;;;;100;1;;;;;;;;;;;;;90;;;1.5;;;;;;;;;;;;;1.5;;1;;30.95;8.8;6;1.65;1.6;12.9
PSY;2022;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;GEN;;;;;25;;;;;;8925;25;;;443;4322;;;;;;;3234;;;;;;;;;;;;;;188;;;2.57;;0.34;0;1;;27.59;11;0;1;7.22;8.22;;;;;;;;;;;
PSY;2022;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;TOT;0;;;0;25;;;;;;8925;25;;;443;4322;;;;;;;3234;;;;;;;;;;;;;;188;;;2.57;;0.34;;;;27.59;11;0;1;7.22;8.22;;;;;;;;;;;
PSY;2022;330781303;HIA ROBERT PICQUE;750821092;GEN;;;;;16;0;0;0;0;0;5808;0;0;0;561;3818;0;0;0;0;0;0;0;0;0;0;1;0;0;4075;0;0;0;0;0;0;1807;1752;;4.5;;;0;0;0;26.97;11.34;12;1.63;2;0;;4.5;;;;26.97;11.34;12;1.63;2;
PSY;2022;330781303;HIA ROBERT PICQUE;750821092;TOT;0;;;0;16;0;0;0;0;0;5808;0;0;0;561;3818;0;0;0;0;0;0;0;0;0;0;1;0;0;4075;0;0;0;0;0;0;1807;1752;;4.5;;;;;;26.97;11.34;12;1.63;2;0;;4.5;;;;26.97;11.34;12;1.63;2;
PSY;2022;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;INF;;;;;;;;;;;;35;;;;;;;;;;;7921;;;;;;;;;;;;;;94;;;2.1;;;0;0;;21.98;2;;2.38;4.1;13.5;;;;;;;;;;;
PSY;2022;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;TOT;0;;;0;;;;;;;;35;;;;;;;;;;;7921;;;;;;;;;;;;;;94;;;2.1;;;;;;21.98;2;;2.38;4.1;13.5;;;;;;;;;;;
PSY;2022;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.94;7.1;2.33;2.38;0.95;13.18;;;;;;;;;;;
PSY;2022;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;INF;;;;;;;;;;;;35;12;;;;;;;;;;8429;1046;;;;;;;;;;;;;208;;;3.73;;;0;0;;;;;;;;;;;;;;;;;;
PSY;2022;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;TOT;0;;;0;;;;;;;;35;12;;;;;;;;;;8429;1046;;;;;;;;;;;;;208;;;3.73;;;;;;25.94;7.1;2.33;2.38;0.95;13.18;;;;;;;;;;;
PSY;2022;330783721;HOPITAL GARDEROSE;330781253;GEN;;2;;;95;8;;;;;34675;57;;;975;29672;493;;;;;48;7557;;;5;1;19;8;18513;8033;4825;6641;555;4815;;4808;4033;0;22.52;0;1.06;1;0;;223.96;121.3;40.39;6.56;1;10.12;0;5.17;0;1.06;;130.19;62.1;34.34;1.35;0.4;3.18
PSY;2022;330783721;HOPITAL GARDEROSE;330781253;INF;;1;;;8;5;;;;;2920;52;;;431;914;268;;;;;16;4312;;;1;2;10;4;14190;1470;4076;921;21;1597;468;1598;1328;0;6.21;0;0;0;1;;76.69;37.41;;9.5;5.08;7.88;0;1.98;0;0;;17.28;11.09;;0.14;0.03;
PSY;2022;330783721;HOPITAL GARDEROSE;330781253;TOT;1;;1;0;103;13;;;;;37595;109;;;1406;30586;761;;;;;64;11869;;;6;3;29;12;32703;9503;8901;7562;576;6412;468;6229;5252;0;28.73;0;1.06;;;;300.65;158.71;40.39;16.06;6.08;18;0;7.15;0;1.06;;147.47;73.19;34.34;1.49;0.43;3.18
PSY;2022;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;GEN;;;;;;;;;;;;62;;;;;;;;;;;9897;;;;;1;;;2818;;;;;1082;629;453;;4.6;;;;;;15.19;10.57;;2.55;0.5;1.57;;;;;;;;;;;
PSY;2022;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;TOT;0;;;0;;;;;;;;62;;;;;;;;;;;9897;;;;;1;;;2818;;;;;1082;629;453;;4.6;;;;;;15.19;10.57;;2.55;0.5;1.57;;;;;;;;;;;
PSY;2022;330802752;CENTRE JEAN ABADIE - CHU;330781196;INF;;;;;10;;;;;;3233;5;;;91;2683;;;;;;;152;;;;;1;;;472;;;;;;109;41;;0.5;;;;;;26.26;12.46;5.41;0.86;1.07;1.86;;;;;;;;;;;
PSY;2022;330802752;CENTRE JEAN ABADIE - CHU;330781196;TOT;0;;;0;10;;;;;;3233;5;;;91;2683;;;;;;;152;;;;;1;;;472;;;;;;109;41;;0.5;;;;;;26.26;12.46;5.41;0.86;1.07;1.86;;;;;;;;;;;
PSY;2022;340000033;CH BEZIERS;340780055;GEN;;3;;;;;;;10;;3650;;;;;;;;;2730;;;;;;;;1;;;504;;3;;5635;1;2385;1716;;3.05;;;1;;;22.9;17.62;;0.84;;0.48;;2.3;;;;19.6;14.72;;0.44;;0.48
PSY;2022;340000033;CH BEZIERS;340780055;INF;;1;;;5;;;;0;;450;;;;5;285;;;;;;;;;;;;1;;;128;;1;;58;;81;71;;;;;1;;;1.46;1.29;;0.17;;;;;;;;1.46;1.29;;0.17;;
PSY;2022;340000033;CH BEZIERS;340780055;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5390;;;;1202;1165;;1.11;;;;;;3.1;;;3.1;;;;1.11;;;;3.1;;;3.1;;
PSY;2022;340000033;CH BEZIERS;340780055;TOT;1;;1;1;5;;;;10;;4100;;;;5;285;;;;2730;;;;;;;;2;;;632;;5394;;5693;1;3614;2921;;4.16;;;;;;27.46;18.91;;4.11;;0.48;;3.41;;;;24.16;16.01;;3.71;;0.48
PSY;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;;1;;;22;;;;;;8030;15;;;376;7556;;;;;;;2016;;;0;1;1;1;6364;7893;2553;0;146;4749;0;293;37;;3.69;;;;1;;44.95;31.55;6.7;3.84;0.5;2.36;;;;;;;;;;;
PSY;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TOT;1;;0;0;22;;;;;;8030;15;;;376;7556;;;;;;;2016;;;0;1;1;1;6364;7893;2553;0;146;4749;0;293;37;;3.69;;;;;;44.95;31.55;6.7;3.84;0.5;2.36;;;;;;;;;;;
PSY;2022;340010149;CL ST CLEMENT;340010099;GEN;;;;;70;;;;;;25550;12;;;243;23901;;;;;;;5882;;;;;;;;;;;;;;333;;;3;;0.4;0;1;;30.5;14.3;4.59;2.9;5.71;3;;;;;;;;;;;
PSY;2022;340010149;CL ST CLEMENT;340010099;TOT;0;;;0;70;;;;;;25550;12;;;243;23901;;;;;;;5882;;;;;;;;;;;;;;333;;;3;;0.4;;;;30.5;14.3;4.59;2.9;5.71;3;;;;;;;;;;;
PSY;2022;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;GEN;;3;;;109;5;;;;;39785;44;1;;1016;36193;1019;;;;;;16320;5;;1;4;1;;28250;3006;;5404;234;5667;2;4584;3649;;14.63;;0.92;1;;;206.01;121.56;32.39;8.53;6.51;7.62;;5.77;;0.22;;136.61;79.91;31.48;1.71;0.07;3.61
PSY;2022;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;INF;;1;;;;2;;;;;;12;;;109;;298;;;;;;2718;;;;4;1;;14659;168;;138;9;474;1;1623;1522;;3.69;;;1;;;37.51;13.42;;7.78;3.04;10.27;;;;;;0.02;;;0.02;;
PSY;2022;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;TOT;1;;1;1;109;7;;;;;39785;56;1;;1125;36193;1317;;;;;;19038;5;;1;8;2;;42909;3174;;5542;243;6141;3;6162;5137;;18.32;;0.92;;;;243.52;134.98;32.39;16.31;9.55;17.89;;5.77;;0.22;;136.63;79.91;31.48;1.73;0.07;3.61
PSY;2022;340780121;CL LA PERGOLA BEZIERS;340000082;GEN;;;;;95;;;;;;34675;15;;;710;37636;;;;;;;5971;;;;;;;;;;;;;;689;;7;0.2;;1.2;0;0;;60;32;11.8;1.8;;3.9;;;;;;;;;;;
PSY;2022;340780121;CL LA PERGOLA BEZIERS;340000082;TOT;0;;;0;95;;;;;;34675;15;;;710;37636;;;;;;;5971;;;;;;;;;;;;;;689;;7;0.2;;1.2;;;;60;32;11.8;1.8;;3.9;;;;;;;;;;;
PSY;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;GEN;;7;;;219;23;7;;;;83489;145;;;2280;71464;1090;868;;;;;24925;;;;10;22;10;55112;54632;34313;13080;6090;3219;210;14178;11363;;34.65;;3.3;0;1;;544.5;387.68;62.66;26.89;2.01;24.01;;;;;;;;;;;
PSY;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;INF;;1;;;;2;;;;;;32;;;;;235;;;;;;3393;;;;1;4;;1145;17303;;16;13;;25;4185;3109;;8.76;;;0;1;;64.78;27.7;2.8;12.51;4.09;9.39;;;;;;;;;;;
PSY;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4750;;;;1095;1004;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;TOT;1;;10;0;219;25;7;;;;83489;177;;;2280;71464;1325;868;;;;;28318;;;;11;26;10;56257;71935;34313;17846;6103;3219;235;18591;15306;;43.41;;3.3;;;;609.28;415.38;65.46;39.4;6.1;33.4;;;;;;;;;;;
PSY;2022;340780758;CL RECH MONTPELLIER;340000355;GEN;;;;;168;;;48;;;61320;14;;;1320;51697;;;14378;;;;4886;;;;;;;;;;;;;;1026;;7;1.13;0;2.14;0;1;;94.18;45.76;26.38;3.87;5.33;12.84;7;;;;;;42.36;25.71;2.95;4.35;12.59
PSY;2022;340780758;CL RECH MONTPELLIER;340000355;TOT;0;;;0;168;;;48;;;61320;14;;;1320;51697;;;14378;;;;4886;;;;;;;;;;;;;;1026;;7;1.13;;2.14;;;;94.18;45.76;26.38;3.87;5.33;12.84;7;;;;;;42.36;25.71;2.95;4.35;12.59
PSY;2022;340780766;CLINIQUE LA LIRONDE ST CLEMENT DE RIV;920030269;GEN;;;;;107;;;;;;39055;;;;898;37356;;;;;;;;;;;;;;;;;;;;;657;;;1.99;;0.95;0;0;;67.49;30.8;11.73;2.66;4.83;3.39;;;;;;;;;;;
PSY;2022;340780766;CLINIQUE LA LIRONDE ST CLEMENT DE RIV;920030269;INF;;;;;14;;;;;;5110;;;;159;4332;;;;;;;;;;;;;;;;;;;;;78;;;0.28;;0.14;0;0;;8.82;4.02;1.53;0.34;0.63;0.44;;;;;;;;;;;
PSY;2022;340780766;CLINIQUE LA LIRONDE ST CLEMENT DE RIV;920030269;TOT;0;;;0;121;;;;;;44165;;;;1057;41688;;;;;;;;;;;;;;;;;;;;;735;;;2.27;;1.09;;;;76.31;34.82;13.26;3;5.46;3.83;;;;;;;;;;;
PSY;2022;340780782;CL STELLA VERARGUES;340000371;GEN;;;;;164;;;;;;59860;;;;917;50548;;;;;;;;;;;;;;;;;;;;;639;;8;;2;1;;1;;77.57;53.3;20;2.5;1;1.77;;;;;;;;;;;
PSY;2022;340780782;CL STELLA VERARGUES;340000371;TOT;0;;;0;164;;;;;;59860;;;;917;50548;;;;;;;;;;;;;;;;;;;;;639;;8;;2;1;;;;77.57;53.3;20;2.5;1;1.77;;;;;;;;;;;
PSY;2022;340780790;CL ST ANTOINE MONTARNAUD;340000389;GEN;;1;;;75;;;;10;;27375;;;;408;18253;;;;3522;;;;;;;;;;;;;;;;;429;;4;;;3;0;1;6;58;12;20;1.7;1;0.84;4;;;3;;58;12;20;1.7;1;0.84
PSY;2022;340780790;CL ST ANTOINE MONTARNAUD;340000389;TOT;1;;0;0;75;;;;10;;27375;;;;408;18253;;;;3522;;;;;;;;;;;;;;;;;429;;4;;;3;;;6;58;12;20;1.7;1;0.84;4;;;3;;58;12;20;1.7;1;0.84
PSY;2022;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;GEN;;;;;90;;;;;;32850;12;;;211;32500;;;;;;;5915;;;;;;;;;;;;;;306;;5;;;5.02;0;1;;55.08;35.85;0;6.84;0;2.89;5;;;5.02;;55.08;35.85;0;6.84;0;2.89
PSY;2022;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;TOT;0;;;0;90;;;;;;32850;12;;;211;32500;;;;;;;5915;;;;;;;;;;;;;;306;;5;;;5.02;;;;55.08;35.85;0;6.84;0;2.89;5;;;5.02;;55.08;35.85;0;6.84;0;2.89
PSY;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;INF;;1;;;10;1;;;;;3650;43;;;184;2620;64;;;;;;6318;;;;1;4;;1567;9702;;218;12;178;27;3242;2170;;8.05;;0.94;0;1;;69.78;37.89;6.9;8.8;2.07;9.73;;;;;;;;;;;
PSY;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;TOT;1;;0;0;10;1;;;;;3650;43;;;184;2620;64;;;;;;6318;;;;1;4;;1567;9702;;218;12;178;27;3242;2170;;8.05;;0.94;;;;69.78;37.89;6.9;8.8;2.07;9.73;;;;;;;;;;;
PSY;2022;340787266;HJ PIJ SETE HBT;340011295;INF;;1;;;1;0;;;0;0;365;16;0;1;0;0;0;;;0;0;2;2077;0;69;1;3;2;1;7904;430;69;273;212;378;748;1148;1080;;4.04;;;;;;23.56;6.5;;6.77;4.43;5.86;;;;;;;;;;;
PSY;2022;340787266;HJ PIJ SETE HBT;340011295;TOT;1;;;0;1;0;;;0;0;365;16;0;1;0;0;0;;;0;0;2;2077;0;69;1;3;2;1;7904;430;69;273;212;378;748;1148;1080;;4.04;;;;;;23.56;6.5;;6.77;4.43;5.86;;;;;;;;;;;
PSY;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;;2;;;80;;10;;;;29200;20;;;818;25583;;;;;;;3196;;;;4;1;4;23530;1302;5821;6593;1889;5546;0;4717;4057;;7.33;;0.7;0;1;;165.87;104.68;34.92;8.2;1.73;4.97;;;;;;101.7;63.26;31.64;1.9;;
PSY;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;INF;;1;;;7;;;;;;2555;28;;;171;2107;;;;;;;2233;;;;3;1;3;17314;1742;279;247;25;242;41;1847;1681;;3.65;;0.16;0;1;;62.49;26.39;4.43;10.58;6.18;8.44;;;;;;;;;;;
PSY;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;PEN;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;179;179;;0.13;;0.65;;;;3.68;3.18;;0.3;;;;;;;;3.18;3.18;;;;
PSY;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TOT;1;;;1;87;;10;;;;31755;48;;;989;27690;;;;;;;5429;;;;7;2;7;40844;3044;6100;6840;1914;5788;41;6521;5699;;11.11;;1.51;;;;232.04;134.25;39.35;19.08;7.91;13.41;;;;;;104.88;66.44;31.64;1.9;;
PSY;2022;350000162;CHIRC SITE REDON;350000048;GEN;;1;;;25;3;2;;;;10950;12;;;382;6689;648;32;;;;;1489;;;;1;2;2;14633;505;2357;;;;;2007;1549;;5.02;;;0;1;;62.16;40.43;6.03;3.95;0.9;1.37;;1.82;;;;39.23;21.59;6.03;0.5;0.09;1
PSY;2022;350000162;CHIRC SITE REDON;350000048;TOT;1;;;0;25;3;2;;;;10950;12;;;382;6689;648;32;;;;;1489;;;;1;2;2;14633;505;2357;;;;;2007;1549;;5.02;;;;;;62.16;40.43;6.03;3.95;0.9;1.37;;1.82;;;;39.23;21.59;6.03;0.5;0.09;1
PSY;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;GEN;;9;;;529;49;3;;;;200995;224;12;10;6153;168474;7327;654;;;;522;19704;11;0;0;14;76;14;100026;31948;21734;19684;6479;14802;1;20394;15845;;45.65;;5.88;;;;998.48;604.3;198.55;36.05;13.28;30.23;;10.73;;5;;578.81;338.84;177.49;2.15;0.51;1.66
PSY;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;INF;;3;;;46;4;;;;;15266;153;4;;1496;6575;0;;;;;59;13538;0;;0;24;31;13;40831;9707;1877;859;36;1698;160;5800;4552;;28.32;;0.2;;;;281.91;138.41;23.7;44.61;25.77;19.09;;2.81;;0.2;;54.83;33.24;12.37;2.35;0.47;0.66
PSY;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;PEN;;;;;40;;;;;;14600;20;;;285;11286;;;;;;;1247;;;0;2;;2;659;;563;;;;;1418;1171;;6.56;;0.6;;;;91.93;55.53;18.09;5.66;0.87;1;;2.36;;0.6;;74.19;45.43;18.09;1;0.87;1
PSY;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;TOT;1;;10;1;615;53;3;;;;230861;397;16;10;7934;186335;7327;654;;;;581;34489;11;0;0;40;107;29;141516;41655;24174;20543;6515;16500;161;26850;21361;;80.53;;6.68;;;;1372.32;798.24;240.34;86.32;39.92;50.32;;15.9;;5.8;;707.83;417.51;207.95;5.5;1.85;3.32
PSY;2022;350002119;CLINIQUE DU MOULIN;350000386;GEN;;;;;85;;;;;;31025;12;;;532;28697;;;;;;;5174;;;;;;;;;;;;;;457;;4;;;;0;0;;66.9;24.1;7.43;3.13;2.2;1.95;;;;;;;;;;;
PSY;2022;350002119;CLINIQUE DU MOULIN;350000386;TOT;0;;;0;85;;;;;;31025;12;;;532;28697;;;;;;;5174;;;;;;;;;;;;;;457;;4;;;;;;;66.9;24.1;7.43;3.13;2.2;1.95;;;;;;;;;;;
PSY;2022;350002176;CLINIQUE DE L'ESPERANCE;350000402;GEN;;;;;82;;;;;;29930;18;;;741;25309;;;;;;;3106;;;;;;;;;;;;;;656;0;8;;1;0.92;0;0;1;35.59;20.52;11.4;1.8;0.97;0.9;7;;1;0.92;1;31.09;18.07;11.4;0.72;0;0.9
PSY;2022;350002176;CLINIQUE DE L'ESPERANCE;350000402;TOT;0;;;0;82;;;;;;29930;18;;;741;25309;;;;;;;3106;;;;;;;;;;;;;;656;;8;;1;0.92;;;1;35.59;20.52;11.4;1.8;0.97;0.9;7;;1;0.92;1;31.09;18.07;11.4;0.72;0;0.9
PSY;2022;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;GEN;;;;;10;;;;;;2360;10;;;127;2054;;;;;;;1134;;;;;;;;;;;;;;59;;;1.5;;;;;;9.33;6.95;;1.68;;0.2;;;;;;;;;;;
PSY;2022;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;TOT;0;;;0;10;;;;;;2360;10;;;127;2054;;;;;;;1134;;;;;;;;;;;;;;59;;;1.5;;;;;;9.33;6.95;;1.68;;0.2;;;;;;;;;;;
PSY;2022;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;GEN;;;;;;;;;;;;15;32;2;;;;;;;;;3634;7619;11253;;;;1;;;1004;;;;;81;41;0;1;;;0;;;14.72;12.82;;;;1.9;;;;;;;;;;;
PSY;2022;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;TOT;0;;;0;;;;;;;;15;32;2;;;;;;;;;3634;7619;11253;;;;1;;;1004;;;;;81;81;;1;;;;;;14.72;12.82;;;;1.9;;;;;;;;;;;
PSY;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;GEN;;;;;77;0;0;0;0;0;28105;12;0;0;802;27018;;;;;;;1997;;;0;0;0;0;0;0;0;0;0;0;0;632;0;7;;;1.4;0;1;;47.8;28.72;9.96;1.25;0.8;1;;;;;;;;;;;
PSY;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;TOT;0;;;0;77;0;0;0;0;0;28105;12;0;0;802;27018;;;;;;;1997;;;0;0;0;0;0;0;0;0;0;0;0;632;0;7;;;1.4;;;;47.8;28.72;9.96;1.25;0.8;1;;;;;;;;;;;
PSY;2022;360000137;CH CHATEAUROUX;360000053;GEN;;3;;;145;;15;;;;58400;10;9;;1321;43273;;4275;;;;;1019;51;;1;5;;6;23244;647;8757;1015;1007;108;9;4028;3255;1;10.65;0;1;1;0;;213.62;76.96;53.11;11.65;0.75;6.28;0;3;0;1;;162.7;50.05;44.97;2.11;0.75;3.47
PSY;2022;360000137;CH CHATEAUROUX;360000053;INF;;1;;;4;4;;;;;1460;33;;;65;0;166;;;;;;1939;;;5;2;1;9;4756;11191;17090;;62;226;237;1387;1050;0;1;0;0;0;0;;73.73;25.9;2;5.97;3.55;22.78;0;0;0;0;;0;0;0;0;0;0
PSY;2022;360000137;CH CHATEAUROUX;360000053;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;7607;;;;800;784;0;1;0;0;;;;9.44;5.8;0;1.99;;1.65;0;0;0;0;;0;0;0;0;0;0
PSY;2022;360000137;CH CHATEAUROUX;360000053;TOT;1;;9;1;149;4;15;;;;59860;43;9;;1386;43273;166;4275;;;;;2958;51;;6;8;1;16;28000;11838;25847;8622;1069;334;246;6215;5089;1;12.65;;1;;;;296.79;108.66;55.11;19.61;4.3;30.71;;3;;1;;162.7;50.05;44.97;2.11;0.75;3.47
PSY;2022;370000127;CLINIQUE RONSARD;370000259;GEN;;;;;90;;;;;;35301;30;10;;848;35301;;;;;;;8535;383;;;;;;;;;;;;;848;;5;0.3;1;0.5;0;0;0;52.15;25.2;8.41;2.35;2.46;2.72;5;0.3;1;0.5;;52.15;25.2;8.41;2.35;2.46;2.72
PSY;2022;370000127;CLINIQUE RONSARD;370000259;TOT;0;;;0;90;;;;;;35301;30;10;;848;35301;;;;;;;8535;383;;;;;;;;;;;;;848;;5;0.3;1;0.5;;;;52.15;25.2;8.41;2.35;2.46;2.72;5;0.3;1;0.5;;52.15;25.2;8.41;2.35;2.46;2.72
PSY;2022;370000143;CLINIQUE DU VAL DE LOIRE;370000291;GEN;;;;;61;0;0;0;0;0;22265;12;0;0;396;20034;0;0;0;0;0;0;2682;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;3;0;1;0;0;1;0;24.25;18.99;5;0.51;0;1.4;0;0;0;0;0;24.25;16.34;5;0.51;0;0.4
