BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N2120;0.05;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N2210;11.32;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N2510;13.18;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N2710;0.52;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N3120;1.23;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;N9999;36.21;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;NAUT;8.53;
HAD_P;2022;290032838;HAD DES PAYS DE MORLAIX;350000626;Ncoor;1.38;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M3050;1;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M9999;3.83;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Mcoor;2.83;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2120;1;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2210;23.05;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2510;14.17;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2710;0.5;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N3120;1.13;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N9999;48.85;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;NAUT;2;
HAD_P;2022;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Ncoor;7;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;M9999;0.34;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;MAUT;0.14;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Mcoor;0.2;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2120;1;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2210;10;30
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2410;0;24
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2460;0;1
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2510;4;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2710;0.29;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N3120;0.5;
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N9999;20.29;64
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;NAUT;2.5;9
HAD_P;2022;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Ncoor;2;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;M9999;0.8;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Mcoor;0.8;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2710;0.25;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N9999;3.62;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;NAUT;1;
HAD_P;2022;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Ncoor;2.37;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;M9999;0.2;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;Mcoor;0.2;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;N2120;0.2;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;N2710;0.2;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;N3120;0.05;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;N9999;4.93;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;NAUT;0.8;
HAD_P;2022;2B0000038;CH CORTE;2B0004246;Ncoor;3.68;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;M3050;0.39;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;M9999;0.54;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;Mcoor;0.15;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N2120;0.5;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N2210;3.38;114
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N2410;;59
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N2510;4.05;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N2710;;1
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N3120;1.05;
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;N9999;18.25;176
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;NAUT;6.64;2
HAD_P;2022;2B0001739;HAD DE CORSE;2B0001689;Ncoor;2.63;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M3050;1;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M9999;1.56;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Mcoor;0.56;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2710;0.4;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N9999;20.4;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;NAUT;11;
HAD_P;2022;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Ncoor;9;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M9999;1.81;0
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;Mcoor;1.81;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2120;0.75;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2210;4.61;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2510;1.83;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2710;0.11;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N9999;8.88;
HAD_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;1.58;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;M9999;0.2;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;Mcoor;0.2;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;N2120;0.1;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;N2210;2.37;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;N2510;1.49;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;N2710;0.05;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;N9999;4.17;
HAD_P;2022;300000056;CH PONT ST ESPRIT;300780079;NAUT;0.16;
HAD_P;2022;300000064;CH UZES;300780087;M9999;0.4;
HAD_P;2022;300000064;CH UZES;300780087;MAUT;0.4;
HAD_P;2022;300000064;CH UZES;300780087;N2120;0.08;
HAD_P;2022;300000064;CH UZES;300780087;N2210;3.99;
HAD_P;2022;300000064;CH UZES;300780087;N2510;1.07;
HAD_P;2022;300000064;CH UZES;300780087;N2710;0.1;
HAD_P;2022;300000064;CH UZES;300780087;N3120;0.27;
HAD_P;2022;300000064;CH UZES;300780087;N9999;5.51;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;M3050;0.3;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;M9999;1.3;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;Mcoor;1;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;N2120;1;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;N2710;0.74;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;N3120;0.3;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;N9999;7.95;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;NAUT;0.91;
HAD_P;2022;300012309;ADENE HAD NIMES;340027937;Ncoor;5;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;M3050;0.33;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;M9999;1.33;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;Mcoor;1;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N2120;1;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N2210;;272
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N2410;;130
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N2710;0.4;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N3120;0.3;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;N9999;7.61;402
HAD_P;2022;300013745;ADENE HAD ALES;340027937;NAUT;0.91;
HAD_P;2022;300013745;ADENE HAD ALES;340027937;Ncoor;5;
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;M3050;0.4;0
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;M9999;4.8;0
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;Mcoor;4.4;
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;N2120;0.32;
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;N2510;3.38;
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;N2710;0.77;0
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;N3120;2;
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;N9999;29;0
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;NAUT;6.33;0
HAD_P;2022;300013778;HAD 3G SANTE NIMES;300013760;Ncoor;16.2;
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;M3050;0.1;0
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;M9999;3.87;294
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;MAUT;;294
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;Mcoor;3.77;
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2120;4.46;
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2210;13.88;853
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2410;;195
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2510;7.36;
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2710;1.02;1
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N3120;2.61;
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;N9999;58.57;1183
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;NAUT;17.41;134
HAD_P;2022;310005459;HAD SANTE RELAIS DOMICILE;310021886;Ncoor;11.83;
HAD_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M9999;0.3;
HAD_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;Mcoor;0.3;
HAD_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2210;2.55;
HAD_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;2.55;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;M3050;;1
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;M9999;2.8;1
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;Mcoor;2.8;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N2120;1.53;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N2210;40.17;552
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N2410;0.68;170
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N2510;8.27;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N2710;1.13;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N3120;0.69;
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;N9999;75.61;743
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;NAUT;16.6;21
HAD_P;2022;310780259;CL PASTEUR TOULOUSE;310000096;Ncoor;6.54;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;M3050;;1
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;M9999;1.98;1
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;Mcoor;1.98;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N2120;0.4;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N2210;18.27;246
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N2410;;27
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N2510;8.03;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N2710;0.11;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N3120;0.29;
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;N9999;33.91;274
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;NAUT;3.84;1
HAD_P;2022;320004328;HAD GERS CL PASTEUR;310000096;Ncoor;2.97;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M3050;0;48
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M9999;4.9;135
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAUT;0;87
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Mcoor;4.9;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2120;2.17;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2210;30.7;524
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2410;0.3;143
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2460;0.2;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2510;18.5;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2710;1.2;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N3120;1;
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N9999;63.87;696
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;4.5;29
HAD_P;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Ncoor;5.3;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;5.89;25
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;MAUT;4.89;25
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;Mcoor;1;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;5.92;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2210;88.95;1258
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2410;;25
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;11.69;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2710;2.63;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N3120;3.93;
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;143.86;1283
HAD_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;30.74;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;1.1;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;Mcoor;1.1;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.44;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2210;14.5;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2710;0.33;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N3120;0.91;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;23.72;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;4.8;
HAD_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;Ncoor;2.74;
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1;119
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M9999;5.19;424
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;MAUT;0.25;305
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Mcoor;3.94;
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2120;2.33;
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2210;11.75;567
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2410;0;52
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2460;0;1
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2510;17.1;
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2710;1.33;0
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N3120;1.31;
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N9999;57.02;643
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NAUT;14.2;23
HAD_P;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Ncoor;9;
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M3050;0.5;
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;1.5;186
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAUT;0;186
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Mcoor;1;
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2210;0;147
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2410;0;25
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2710;0.5;0
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N3120;0.5;
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;9.18;172
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;2.5;
HAD_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Ncoor;5.68;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;M3050;0.09;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;M9999;2.7;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;MAUT;0.49;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;Mcoor;2.12;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2120;1;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2210;0;600
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2410;0;50
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2460;0;5
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2510;2.27;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N2710;0.65;0
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N3120;0.74;
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;N9999;18.46;661
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;NAUT;5.13;6
HAD_P;2022;340016476;HAD BEZIERS HAD;340016468;Ncoor;8.67;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;M3050;0.33;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;M9999;2.33;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;Mcoor;2;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;N2120;1;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;N2710;0.6;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;N3120;0.4;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;N9999;9.11;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;NAUT;1.11;
HAD_P;2022;340017839;ADENE HAD MONTPELLIER;340027937;Ncoor;6;
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;M9999;1.55;
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;Mcoor;1.55;
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;N2510;0.82;
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;N2710;0;1
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;N3120;0.63;
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;N9999;7.4;1
HAD_P;2022;340017847;HAD HOME SANTE 34;340018175;Ncoor;5.95;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;M9999;0.4;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;MAUT;0.4;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N2120;0.6;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N2210;7.67;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N2410;0.56;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N2460;0.42;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N2710;0.36;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N3120;0.4;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;N9999;12.01;
HAD_P;2022;340021211;HAD CH BEZIERS;340780055;NAUT;2;
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;M3050;0.4;
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;M9999;1.9;60
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;MAUT;;60
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;Mcoor;1.5;
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2120;1;
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2210;8;70
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2410;;25
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2460;;1
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2510;4;
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N2710;;1
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;N9999;17;99
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;NAUT;;2
HAD_P;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;Ncoor;4;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M3050;0.8;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M9999;4.5;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;MAUT;2.5;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;Mcoor;1.2;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2120;1;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2210;18.88;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2510;3.13;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N9999;27.81;
HAD_P;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;4.8;
HAD_P;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M9999;0.2;
HAD_P;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;MAUT;0.2;
HAD_P;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N2210;0.26;
HAD_P;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N9999;2.51;
HAD_P;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NAUT;2.25;
HAD_P;2022;350042628;HAD 35;350042578;M3050;1.42;
HAD_P;2022;350042628;HAD 35;350042578;M9999;10.67;
HAD_P;2022;350042628;HAD 35;350042578;MAUT;2.5;
HAD_P;2022;350042628;HAD 35;350042578;Mcoor;6.75;
HAD_P;2022;350042628;HAD 35;350042578;N2120;3.57;
HAD_P;2022;350042628;HAD 35;350042578;N2210;65.84;
HAD_P;2022;350042628;HAD 35;350042578;N2510;13.91;
HAD_P;2022;350042628;HAD 35;350042578;N2710;2.17;
HAD_P;2022;350042628;HAD 35;350042578;N3120;3.87;
HAD_P;2022;350042628;HAD 35;350042578;N9999;131.91;
HAD_P;2022;350042628;HAD 35;350042578;NAUT;15.26;
HAD_P;2022;350042628;HAD 35;350042578;Ncoor;27.29;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;M3050;0.42;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;M9999;3.45;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;Mcoor;3.03;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N2120;0.07;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N2210;19.62;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N2510;25.16;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N2710;0.85;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N3120;1.47;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;N9999;58.68;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;NAUT;10.14;
HAD_P;2022;350044772;HAD SAINT MALO DINAN;350000626;Ncoor;1.37;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;M9999;2;0
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;MAUT;1;0
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;Mcoor;1;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N2120;0.02;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N2210;10.78;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N2510;7.19;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N2710;0.1;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N3120;0.18;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;N9999;18.95;
HAD_P;2022;360000137;CH CHATEAUROUX;360000053;NAUT;0.68;
