BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;;;;;;;11;;;11;;3;
Q22;2022;310000369;CH GERARD MARCHANT TOULOUSE;310780754;13;1;1;;;;1;;;15;1;;
Q22;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;82;17;;;;;;;;82;17;7;
Q22;2022;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;45;9;;;;;;;;45;9;4;
Q22;2022;310021571;CL DES MINIMES TOULOUSE;310021563;1;1;;;;;3;;;4;1;;
Q22;2022;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;15;3;;;;;4;;;19;3;;
Q22;2022;310025333;ONCOPOLE CHU TOULOUSE;310781406;28;4;;;;;1;;;29;4;3;
Q22;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;2;;;;;;1;;;3;;;
Q22;2022;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;;;;;;;2;;;2;;;
Q22;2022;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;;;;;;;2;;;2;;;
Q22;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;;1;;;;;;;;;1;;
Q22;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;;;;;;;;;1;;0;0
Q22;2022;310781422;CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;310781562;1;;;;;;;;;1;;;
Q22;2022;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;;1;;;;;;;;;1;;
Q22;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;27;;8;;;;;;;35;;;
Q22;2022;310782446;ARSEAA;310782446;3;;;;;;;;;3;;;
Q22;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;216;64;;;;;6;;;222;64;24;
Q22;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;155;46;80;;22;;7;;;264;46;24;
Q22;2022;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;193;;;;;;382;;;575;;6;
Q22;2022;320000086;CH AUCH EN GASCOGNE;320780117;11;;;;;;7;;;18;;8;
Q22;2022;320000094;CHS DU GERS;320780125;2;;;;;;;;;2;;;
Q22;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;3;1;;;;;4;;;7;1;;
Q22;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;3;2;2;;;;9;5;;19;2;0;0
Q22;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;3;2;1;;;;13;1;;18;2;;
Q22;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;;;;;;;1;;;1;;;
Q22;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;13;2;0;;;;1;0;;14;2;9;
Q22;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;30;17;1;1;0;0;25;7;2;63;20;6;3
Q22;2022;330000639;CH CHARLES PERRENS;330781287;49;11;2;;;;3;;;54;11;;
Q22;2022;330000647;CH DE CADILLAC;330781295;9;4;1;;;;;;;10;4;;
Q22;2022;330000662;INSTITUT BERGONIE;330781329;42;;3;;;;;;;45;;;
Q22;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;;1;;;;;;;;;1;;
Q22;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;3;;;;;;;;;3;;;
Q22;2022;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;2;;;;;;;;;2;;;
Q22;2022;330780750;CSSR LES LAURIERS;330056540;;;;;;;1;;;1;;;
Q22;2022;330781139;CRF LA TOUR DE GASSIES;330056540;2;1;;;;;;;;2;1;;
Q22;2022;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;1;;;;;;;;;1;;;
Q22;2022;330781303;HIA ROBERT PICQUE;750821092;1;;4;;;;4;;;9;;;
Q22;2022;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;5;2;;;1;;5;;;11;2;;
Q22;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;47;10;6;4;2;1;4;7;1;66;16;6;
Q22;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;316;59;37;7;21;;24;38;6;436;72;16;
Q22;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;;;;;;;;;1;;;
Q22;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;105;17;23;0;;;0;;;128;17;17;
Q22;2022;330783721;HOPITAL GARDEROSE;330781253;4;3;0;0;0;0;0;0;0;4;3;0;0
Q22;2022;330802752;CENTRE JEAN ABADIE - CHU;330781196;4;;;;;;;;;4;;;
Q22;2022;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;4;;;;;;;;;4;;1;
Q22;2022;340000033;CH BEZIERS;340780055;19;1;8;1;;;21;;;48;2;39;25
Q22;2022;340000207;ICM MONTPELLIER;340780493;27;6;1;1;;;;;;28;7;15;7
Q22;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;4;2;3;1;;;16;;;23;3;8;1
Q22;2022;340000231;CH POLE DE SANTE DE LUNEL;340780535;;;;;;;1;;;1;;1;1
Q22;2022;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;1;;;;;;;;;1;;;
Q22;2022;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;9;4;;;;;2;2;;13;4;;
Q22;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;3;;;;;;;;;3;;;
Q22;2022;340016476;HAD BEZIERS HAD;340016468;;;;;;;;;;;;1;1
Q22;2022;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;1;;;;;;;;;1;;;
Q22;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;;;1;1;;;;;;1;1;;
Q22;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;;;1;;;;4;;;5;;1;
Q22;2022;340780212;CRF STER LAMALOU LES BAINS;340796069;;;;;;;;;;;;1;
Q22;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;30;7;;;;;3;;;33;7;;
Q22;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;8;;;;;;4;;;12;;;
Q22;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;3;1;0;1;0;;0;0;0;3;2;0;0
Q22;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;;;;;;;;;;;;1;
Q22;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;69;12;12;2;;;9;3;;93;14;21;
Q22;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;55;21;1;;21;;2;2;;81;21;17;
Q22;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;155;53;27;5;;;35;21;;238;58;24;
Q22;2022;340789981;CL FONTFROIDE;340001866;0;1;;;;;;;;0;1;;
Q22;2022;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;;;;;;;1;;;1;;;
Q22;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;92;19;8;;;;11;2;;113;19;10;
Q22;2022;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;1;;;;;;;;;1;;;
Q22;2022;350000121;CHP SAINT GREGOIRE;350000303;;;1;;;;3;;;4;;;
Q22;2022;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;6;;;;1;;1;;;8;;;
Q22;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;25;6;1;0;0;0;19;1;1;46;7;4;1
Q22;2022;350000154;C.H FOUGERES;350000030;0;1;0;0;0;0;13;0;0;13;1;0;0
Q22;2022;350000162;CHIRC SITE REDON;350000048;;;;;;;8;;;8;;;
Q22;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;;1;;;;;3;3;;6;1;;
Q22;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;27;13;;;;;;;;27;13;;
Q22;2022;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;;;;;;;1;;;1;;;
Q22;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;229;49;30;11;23;;13;;;295;60;16;3
Q22;2022;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;;;;;;;1;;;1;;;
Q22;2022;350002564;POLE MPR SAINT HELIER;350046199;;;;;;;2;;;2;;0;0
Q22;2022;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;12;5;1;1;;;;;;13;6;;
Q22;2022;350005021;POLE GERIATRIQUE RENNAIS;440042844;5;;;;;;;;;5;;0;0
Q22;2022;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;9;1;;;;;6;;;15;1;1;1
Q22;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;82;16;;;;;22;;;104;16;5;3
Q22;2022;350008579;CENTRE DE READAPTATION DU PATIS FRAUX;350039673;1;;;;;;;;;1;;;
Q22;2022;350053013;CHU RENNES SITE SAINT LAURENT;350005179;;;;;;;3;;;3;;;
Q22;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;;;;;;4;;;5;;;
Q22;2022;360000137;CH CHATEAUROUX;360000053;1;1;1;0;0;0;8;0;0;10;1;19;2
Q22;2022;360000160;CH DU BLANC;360000053;1;0;0;0;0;0;1;0;0;2;0;2;0
Q22;2022;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;;;;;;;;;1;;;
Q22;2022;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;2;;0;;0;;0;0;;2;;0;0
Q22;2022;370000374;CRF BEL AIR;750721334;1;1;;;;;;;;1;1;;
Q22;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;41;6;2;;;;5;4;;52;6;1;0
Q22;2022;370000515;CTRE CONVAL. L'ERMITAGE CHRU TOURS;370000481;4;2;;;;;5;;;9;2;0;0
Q22;2022;370000531;CH DU CHINONAIS;370000606;3;4;0;0;0;0;7;2;;12;4;0;0
Q22;2022;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;;;;;;;2;;;2;;;
Q22;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;146;36;20;3;;;22;7;;195;39;14;9
Q22;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;;1;1;;;;8;;;9;1;;
Q22;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;0;0;0;0;0;0;1;2;0;3;0;2;0
Q22;2022;370000986;CH LOUIS SEVESTRE;370000713;1;;;;;;;;;1;;;
Q22;2022;370001109;CH DE LUYNES - ET;370002701;3;;;;;;;;;3;;;
Q22;2022;370001158;CH SAINTE MAURE DE TOURAINE;370004327;;;;;;;1;;;1;;;
Q22;2022;370004301;USSR PERSONNES AGEES CH DE LOCHES;370000614;;;;;;;1;;;1;;;
Q22;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;108;27;14;;;;17;8;5;147;32;5;2
Q22;2022;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;4;7;;;;;;;;4;7;;
Q22;2022;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;;;;;;;4;;5;;;
Q22;2022;370009938;HAD VAL DE LOIRE;440052041;;;1;;;;1;;;2;;;
Q22;2022;370013062;CLINIQUE DE VONTES;370013062;1;;;;;;;;;1;;;
Q22;2022;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;1;;;;;;;;;1;;;
Q22;2022;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;2;;;;;;;;;2;;3;3
Q22;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;36;;2;2;;;3;;;41;2;10;
Q22;2022;380000042;CH YVES TOURAINE;380780056;;;;;;;2;;;2;;;
Q22;2022;380000067;HOPITAL NORD - CHU38;380780080;297;73;45;10;;;32;;;374;83;39;13
Q22;2022;380000091;CH DE SAINT MARCELLIN;380780171;;;;;;;2;;;2;;4;4
Q22;2022;380000133;CH ALPES ISERE;380780247;18;4;1;;;;1;;;20;4;1;
Q22;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;13;4;2;0;0;0;28;3;0;46;4;10;6
Q22;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;8;4;1;;;;19;;;28;4;4;3
Q22;2022;380009928;CENTRE MEDICAL ROCHEPLANE;380804542;;;;;;;4;;;4;;;
Q22;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;9;;1;;;;17;;;27;;;
Q22;2022;380020123;CLINIQUE DES COTES DU RHONE;380021139;;;;;;;;;;;;3;3
Q22;2022;380024257;PSYPRO GRENOBLE;690048798;;1;;;;;;;;;1;0;0
Q22;2022;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;7;;;;;;;;;7;;;
Q22;2022;380782722;HOPITAL SUD - CHU38;380780080;19;7;1;;;;4;;;24;7;3;0
Q22;2022;390000040;CH LONS;390780146;6;2;0;0;0;0;16;1;1;23;3;11;10
Q22;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;0;0;0;0;0;0;0;0;0;0;0;5;5
Q22;2022;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;2;1;;;;;;;;2;1;;
Q22;2022;390000164;CHS SAINT YLIE JURA;390780476;7;;;;;;1;;;8;;2;
Q22;2022;390000222;CH LOUIS PASTEUR DOLE;390780609;9;1;;;;;11;4;;24;1;7;
Q22;2022;400000105;CENTRE HOSPITALIER DAX;400780193;16;5;;1;;;17;;1;33;7;13;7
Q22;2022;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;2;0;0;0;0;0;0;0;0;2;0;0;0
Q22;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;9;2;0;0;0;0;16;2;2;27;4;26;22
Q22;2022;400780250;CENTRE DE NOUVIELLE - SSR-MPR;400011177;0;0;0;0;0;0;0;0;0;0;0;2;2
Q22;2022;400791018;CTRE. EUROPEEN REEDUCATION DU SPORTIF;400790994;2;;;;;;;;;2;;;
Q22;2022;410000020;CH BLOIS SIMONE VEIL;410000087;46;13;0;0;0;0;14;0;0;60;13;13;0
Q22;2022;410000038;CH VENDOME - MONTOIRE;410000095;0;0;0;0;0;0;4;0;0;4;0;1;0
Q22;2022;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;;3;;;;;3;;7;;1;
Q22;2022;410000202;POLYCLINIQUE BLOIS;410000319;;1;;;;;;;;;1;;
Q22;2022;410000277;CLINIQUE DE COUR CHEVERNY;410000467;1;;;;;;;;;1;;;
Q22;2022;410000293;CLINIQUE DE CHAILLES;410000491;1;;;;;;;;;1;;;
Q22;2022;410000442;RCRF LA MENAUDIERE - CHISSAY;750005068;1;;;;;;1;;;2;;;
Q22;2022;410000475;CLINIQUE MEDICALE DU CENTRE DE SAUMERY;410000475;2;;;;;;;;;2;;;
Q22;2022;410003768;SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME;410000095;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2022;410004063;USSR CH DE VENDOME;410000095;1;1;0;0;0;0;1;0;0;2;1;0;0
Q22;2022;420000010;CH DE ROANNE;420780033;23;2;0;0;0;0;29;4;;56;2;10;8
Q22;2022;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;;1;;;;;17;;;17;1;2;1
Q22;2022;420000234;CH DE FIRMINY;420780652;7;3;1;;;;23;;;31;3;;
Q22;2022;420000242;CH GEORGES CLAUDINON;420780660;;;;;;;2;;;2;;;
Q22;2022;420000267;CH DU FOREZ SITE DE FEURS;420013831;;;;;;;14;;;14;;2;
Q22;2022;420002479;ADENE HOSPITALISATION A DOMICILE;340027937;;;;;;;1;;;1;;;
Q22;2022;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;;;;;;;2;;;2;;;
Q22;2022;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;12;;;;;;;;;12;;;
Q22;2022;420010241;INSTITUT DE CANCERO ET HEMATO - CHU42;420784878;16;3;;;;;4;;;20;3;4;
Q22;2022;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;4;;;;;;;1;;5;;;
Q22;2022;420780637;CH DU GIER - MCO;420002495;20;;;;;;;;;20;;;
Q22;2022;420780678;HOPITAL DU GIER - SITE MARREL SSR;420002495;1;;;;;;;;;1;;;
Q22;2022;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;65;21;3;;;;119;;;187;21;7;
Q22;2022;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;11;1;;;;;14;;;25;1;;
Q22;2022;420784845;ANNEXE BONVERT CH ROANNE;420780033;;;;;;;2;;;2;;;
Q22;2022;420785354;HOPITAL NORD - CHU42;420784878;251;67;11;2;;;41;15;6;318;75;15;
Q22;2022;430000026;CHS SAINTE MARIE LE PUY;630786754;1;;;;;;;;;1;;;
Q22;2022;430000109;CLINIQUE BON SECOURS;430000372;;;;;;;1;;;1;;;
Q22;2022;430000117;CH EMILE ROUX LE PUY;430000018;30;3;1;1;0;0;19;0;1;50;5;16;4
Q22;2022;430000190;CH DE BRIOUDE;430000034;;;1;;;;4;;;5;;2;
Q22;2022;440000016;CH DE SAINT NAZAIRE;440000057;37;6;1;;1;1;27;9;2;75;9;2;
Q22;2022;440000024;CH REEDAPTATION DE MAUBREUIL;440000065;;;;;;;;;;;;2;2
Q22;2022;440000180;CHS EPSYLAN BLAIN;440000263;3;2;0;;0;;1;0;;4;2;1;0
Q22;2022;440000255;CRF LA TOURMALINE;440042844;;1;;;;;;;;;1;;
Q22;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;264;;25;2;18;;48;;61;355;63;5;5
Q22;2022;440000396;CH ERDRE ET LOIRE;440053643;2;;;;;;5;4;;11;;;
Q22;2022;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;2;2;;;;;4;;;6;2;;
Q22;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;;;;;;;11;;;11;;5;4
Q22;2022;440000560;CH LVO SITE DE MACHECOUL;850009010;;;;;;;2;;;2;;;
Q22;2022;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;1;;1;;;;;;;2;;1;
Q22;2022;440001113;ICO - SITE GAUDUCHEAU;490017258;22;5;2;;;;;;;24;5;;
Q22;2022;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;;;;;;;1;;;1;;;
Q22;2022;440001287;HIC PAYS DE RETZ - PORNIC;440041531;;;;;;;1;;;1;;;
Q22;2022;440001964;CH PIERRE DELAROCHE;440003267;;;;;;;;;;;;1;
Q22;2022;440001972;CH GEORGES DAUMEZON;440003309;6;;;;;;2;;;8;;0;0
Q22;2022;440003291;CHU DE NANTES SITE SAINT JACQUES;440000289;14;4;4;1;;;;;;18;5;1;
Q22;2022;440007607;CH ST NAZAIRE HEINLEX;440000057;6;;;;;;;;;6;;;
Q22;2022;440017598;CHU DE NANTES SITE LAENNEC;440000289;102;24;3;;0;;10;0;;115;24;3;4
Q22;2022;440021392;HOP PSY STJACQUES CHU NANTES;440000289;30;5;;;;;;;;30;5;;2
Q22;2022;440033819;SANTE ATLANTIQUE;440006344;;;;1;;;;;;;1;;
Q22;2022;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;1;;1;;;;;;2;2;2;4;
Q22;2022;440043123;ESEAN;750719239;1;1;;;;;2;;;3;1;;
Q22;2022;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;3;1;;;;;;;;3;1;;
Q22;2022;440053387;SSR CMPR COTE D'AMOUR;440018661;;1;;;;;;;;;1;;
Q22;2022;450000047;CH DEZARNAULDS - GIEN;450000096;;;;;;;3;;;3;;4;2
Q22;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;10;;;;;;2;;;12;;33;21
Q22;2022;450000070;CH PITHIVIERS;450000112;;;;;;;;;;;;4;
Q22;2022;450000294;ORELIANCE - REINE BLANCHE;450000591;;;;;;;;2;;2;;;
Q22;2022;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;4;;;;;;;;;4;;3;
Q22;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;91;20;4;1;0;0;22;30;3;147;24;59;59
Q22;2022;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;;;;;;;2;;;2;;1;
Q22;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;14;3;0;0;0;0;8;0;0;22;3;6;3
Q22;2022;460780042;CL DU QUERCY SSR BELLEVUE CAHORS;460000029;2;;;;;;;;;2;;;
Q22;2022;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;12;3;2;1;;;21;2;2;37;6;14;
Q22;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;;;;;;;8;;;8;;3;
Q22;2022;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;;;;;;;7;1;;8;;5;2
Q22;2022;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;3;;;;;;;;;3;;;
Q22;2022;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;1;;;;;;;;;1;;1;
Q22;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;0;0;1;0;0;0;0;6;0;7;0;4;4
Q22;2022;490000049;CHR ANGERS SITE LARREY;490000031;246;59;17;1;0;0;51;21;7;335;67;11;7
Q22;2022;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;8;4;;1;;;;;;8;5;;
Q22;2022;490000155;ICO - SITE PAUL PAPIN;490017258;27;;2;;;;;;;29;;;
Q22;2022;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2022;490000601;SSR LES RECOLLETS;750052037;;;;;;;1;;;1;;;
Q22;2022;490000635;CH DE CHOLET;490000676;29;9;1;1;;;29;6;2;65;12;;
Q22;2022;490000643;CSSR LES EUMENIDES - SITE ANGERS;440042844;1;;;;;;1;;;2;;;
Q22;2022;490001765;CH DE SAUMUR;490528452;3;4;1;;;;20;;1;24;5;;
Q22;2022;490002979;INSTITUT PSYCHOTHERAPIQUE;490535705;1;;;;;;;;;1;;;
Q22;2022;490007549;SSR CTRE BASSE VISION ET AUDITION;490535168;1;;;;;;;;;1;;;
Q22;2022;490008604;USLD CHR ANGERS ST NICOLAS;490000031;;;;;;;2;;;2;;;
Q22;2022;490009248;SSR SAINT CLAUDE;490535168;;;;;;;1;;;1;;;
Q22;2022;490014909;CLINIQUE DE L'ANJOU;490008109;1;;;;;;1;;;2;;;
Q22;2022;490015906;CLINIQUE ST LEONARD;490000197;;;;;;;1;;;1;;;
Q22;2022;490016334;HAD MAUGES BOCAGE CHOLETAIS;490016326;;;;;;;1;;;1;;;
Q22;2022;490016870;HAD OUEST ANJOU SAUMUROIS;440052041;1;;;;;;;;;1;;;
Q22;2022;490529005;SSR CHR D ANGERS;490000031;1;;;;;;4;;;5;;;
Q22;2022;490531910;SSR LES CAPUCINS;490535093;10;;;;;;;;;10;;;
Q22;2022;500000021;CHAG - SITE AVRANCHES;500000054;15;6;1;;;;18;2;;36;6;2;
Q22;2022;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;2;;;;;;;;;2;;;
Q22;2022;500000187;CHPC - SITE CHERBOURG;500000013;57;14;;;;;;;;57;14;24;
Q22;2022;500000229;CRF  LE NORMANDY  - GRANVILLE;500000567;1;;;;;;;;;1;;0;
Q22;2022;500000260;CHAG - SITE GRANVILLE;500000054;1;;;;;;6;;;7;;1;1
Q22;2022;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;;;;;;;;;;;;1;
Q22;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;31;10;0;0;0;0;13;6;3;50;13;;
Q22;2022;500000468;CHPC - SITE VALOGNES;500000013;;;;;;;;;;;;4;
Q22;2022;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;0;0;0;0;0;0;0;0;1;0;1;0;
Q22;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;3;;;;;;;;;3;;;
Q22;2022;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;3;;;;;;;;;3;;;
Q22;2022;500012968;CENTRE D'AIDE AUX JEUNES DIABETIQUES;750826307;11;;;;;;;;;11;;;
Q22;2022;500021423;CRF LE NORMANDY II;500000567;2;;;;;;;;;2;;1;
Q22;2022;500021449;CENTRE DE RADIOTHERAPIE DE LA BAIE;500018296;1;;;;;;;;;1;;;
Q22;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;18;;;1;;;22;;;40;1;1;
Q22;2022;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;19;4;;1;;;;;;19;5;;
Q22;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;9;6;;1;;;17;;;26;7;1;1
Q22;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;;;;;;;3;;;3;;1;
Q22;2022;510000292;EHSSR STE MARTHE;750720534;;;;;;;2;;;2;;;
Q22;2022;510000516;INSTITUT GODINOT;510000136;28;;;;;;;;;28;;1;
Q22;2022;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;165;43;27;1;;;8;;;200;44;12;
Q22;2022;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;8;4;;;;;9;;;17;4;;
Q22;2022;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;20;5;1;;;;2;11;;34;5;2;
Q22;2022;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;79;33;2;0;11;0;14;4;;110;33;12;
Q22;2022;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;510000029;;;;;;;3;;;3;;;
Q22;2022;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;;;;;;;1;;;1;;;
Q22;2022;510026339;HOSPITALISATION RÉMOISE - USCAR;510000052;2;;;;;;;;;2;;1;
Q22;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;;1;;;;;7;15;;22;1;;
Q22;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;;;;;;;2;;;2;;;
Q22;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;5;;1;;;;11;;;17;;7;6
Q22;2022;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;3;1;;;;;;;;3;1;2;
Q22;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2;2;;;;;21;;;23;2;3;
Q22;2022;530000140;HOPITAL LOCAL ERNEE;530000058;1;;;;;;;;;1;;;
Q22;2022;530000173;CH DU NORD MAYENNE;530000074;;;;;;;;15;;15;;;
Q22;2022;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;;;;;;;1;;;1;;;
Q22;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;18;6;;;;;31;;;49;6;1;1
Q22;2022;540000015;CHRU NANCY - MATERNITE;540023264;42;8;1;;;;4;;;47;8;6;4
Q22;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;11;8;;;;;;;;11;8;1;
Q22;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;5;4;1;1;;;5;3;;14;5;5;
