BOR;AN;FI;RS;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;2086;4;;;;49;4;4;;;;47;4;8018;1599;;;;2474;252;5025;;;;;;;28493;;;;;;;1;;0;;1;2.92;0;;0;;0;0
PSY2;2022;290000363;CLINIQUE DE KERFRIDEN;920030269;694;;;;;;;;;;;;;28566;;;;;;;4140;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;1098;;;;;;;;;;;;;2651;;;;;;;942;;;;;;;1173;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;290000736;CLINIQUE DE L'IROISE;290000991;688;;;;;;;;;;;;;23920;;;;;;;2526;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;290000744;CLINIQUE PEN AN DALAR;290001007;1218;;;;;;;;;;;;;41778;;;;;;;9790;;;;;;;;;;;;;;0;;0;;0;;0;;;;;
PSY2;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;356;;;;;;;;;;;;;6024;;;;;;;;;;;;;;305;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;11378;54;11;;;241;66;65;11;;;263;73;55602;4852;567;;;4910;1133;22450;123;7;;;146;74;108376;682;59;;;951;249;1;1.65;1;3.8;1;2;0;;0;;0;0
PSY2;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;109;;;;;3;;;;;;0;;3858;;;;;347;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0
PSY2;2022;290003995;GHBS - HOPITAL KERGLANCHARD;560005746;2234;26;1;;;49;2;14;;;;30;;9586;705;;;;983;;3611;55;;;;62;;17035;502;1;;;212;10;1;;1;;0;;0;;0;;0;0
PSY2;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.7;0;;0;;0;;0;;0;0
PSY2;2022;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;1240;43;7;0;29;338;35;45;7;0;43;411;37;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;;0;;0;;0;0
PSY2;2022;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1184;63;4;0;19;98;111;70;4;0;19;144;163;31025;3335;583;0;181;4730;2544;;;;;;;;;;;;;;;1;0.3;0;;0;;1;;0;;0;0
PSY2;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;3584;;;;;;;;;;;;;10637;;;;;;;1770;;;;;;;49093;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2022;2B0003016;CLINIQUE DU CAP;2B0003990;249;;;;;;;;;;;;;17306;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;407;;;;;;;;;;;;;;;;;;;;14715;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;355;63;2;;37;82;37;73;3;;63;90;41;19668;3372;554;;4197;5299;2128;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;300000023;CH ALES CEVENNES;300780046;4169;68;3;1;;142;8;17;17;2;;90;10;12451;2531;;;;2793;141;5871;;;;;135;;39450;342;11;7;;499;10;1;1;0;;0;;0;0;0;0;0;0
PSY2;2022;300000080;CHS LE MAS CAREIRON UZES;300780103;8068;101;8;;34;306;126;115;9;;49;383;148;31870;3570;1635;;752;10110;2626;12678;190;62;;;893;60;90211;945;117;;;2868;841;0;;1;34.89;0;;0;;0;;0;0
PSY2;2022;300000387;AEMC;300000387;640;;;;;;;;;;;;;5059;;;;;;;4424;;;;;;;3519;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;300000759;ASSOC CIGALIERES;300000759;262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581;0;0;0;0;0;0;3530;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2022;300780210;CL BELLE RIVE VILLENEUVE LES AVIGNON;300000148;1093;;;;;;;;;;;;;45642;;;;;;;13375;;;;;;;;;;;;;;0;;0;;1;2;0;;0;;0;0
PSY2;2022;300780244;CL DU PONT DU GARD REMOULINS;920030269;448;;;;;;;;;;;;;24019;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;300780251;CL NEURO PSYCHIATRIQUE QUISSAC;300000189;544;;;;;;;;;;;;;64771;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;300780269;CL LES SOPHORAS NIMES;300000197;879;;;;;;;;;;;;;33007;;;;;;;3157;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;300780384;CTRE PROTECTION INFANTILE MONTAURY CRF;750721334;584;;;;;;;;;;;;;826;;;;;;;1355;;;;;;;5352;;;;;;;0;;0;;0;;;;;;;
PSY2;2022;300781424;CL LA CAMARGUE BOUILLARGUES;300000692;327;;;;;;;;;;;;;21535;;;;;;;4260;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;0
PSY2;2022;300782117;CHU NIMES CAREMEAU;300780038;6645;92;;;;268;37;86;;;;124;25;9427;2454;;;;4807;685;6353;69;;;;89;0;56278;997;;;;904;2;1;14.16;1;25.37;1;34.93;1;36.77;0;;0;0
PSY2;2022;310000369;CH GERARD MARCHANT TOULOUSE;310780754;11651;275;58;2;1;454;68;152;5;2;16;329;48;52870;15089;9670;48;5;24040;2931;23768;241;385;;;196;;187033;2261;1328;;6;3653;218;1;60.1;;;;;0;;1;38.3;1;0
PSY2;2022;310018650;SECTORISATION PSY NEBOUZAN ASEI;310781562;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;;0;;1;2.31;0;;0;;0;0
PSY2;2022;310780119;CL DE MONTBERON;310000047;762;;;;;;;;;;;;;42548;;;;;;;48210;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310780143;CL DU CHATEAU DE SEYSSES;920030269;1031;;;;;;;;;;;;;46514;;;;;;;3512;;;;;;;;;;;;;;0;;1;12;0;;0;;0;;0;0
PSY2;2022;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;310000146;803;;;;;;;;;;;;;34309;;;;;;;1372;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310780390;CL DE BEAUPUY;310000187;749;;;;;410;;;;;;410;;47720;;;;;10207;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1342;;;;;;;;;;;;;42691;;;;;;;4060;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310781133;CLINIQUE D'AUFRERY PIN BALMA;310000427;1371;;;;;;;;;;;;;50933;;;;;;;6041;;;;;;;;;;;;;;0;;1;;0;;;;;;;
PSY2;2022;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;310000435;1602;;;;;;;;;;;;;53866;;;;;;;3730;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310781158;CL MARIGNY ST LOUP GAMMAS;920038619;1022;;;;;;;;;;;;;46898;;;;;;;2657;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;95;;;;;;;;;;;;;;;;;;;;11307;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310782446;ARSEAA;310782446;3762;;;;;;;;;;;;;;;;;;;;7699;;;;;;;53371;;;;;;;0;;0;;1;29;0;;0;;0;0
PSY2;2022;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;5244;20;9;;1;223;19;22;11;;1;234;21;23521;1222;545;;6;8755;873;9417;;;;;2;;77932;137;310;;;446;102;0;;1;7;1;10.1;0;;0;;0;0
PSY2;2022;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;750005068;218;0;0;0;0;0;0;;;;;;;;;;;;;;10283;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;310795463;CENTRE DE POST CURE APRES TOULOUSE;310785068;73;;;;;;;;;;;;;5146;;;;;;;3558;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;320000094;CHS DU GERS;320780125;4755;48;1;2;0;121;168;48;1;3;0;125;164;34614;2612;365;42;0;8622;4722;4426;7;0;0;0;111;0;47829;688;0;0;0;1743;924;1;0.6;1;33.8;1;24.6;0;;0;;0;0
PSY2;2022;320780109;CL PSY D'EMBATS AUCH;320000078;535;;;;;;;;;;;;;21825;;;;;;;6106;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330000431;MONTALIER;330000431;146;;;;;;;;;;;;;20745;;;;;;;1184;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330000639;CH CHARLES PERRENS;330781287;27367;249;8;3;;744;113;372;13;33;;796;122;109358;15726;743;59;;30072;4030;27839;368;96;;;269;12;236442;4737;361;4;;1688;355;1;2.79;1;23.51;1;18;0;;1;18.91;0;0
PSY2;2022;330000647;CH DE CADILLAC;330781295;14139;309;47;0;115;547;166;326;47;0;125;606;181;64659;28029;8746;0;6372;21789;5121;12327;442;116;0;3;338;77;157979;4349;461;0;0;5846;1857;1;4.93;1;34.6;1;22.53;1;193.27;0;;1;0
PSY2;2022;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;387;2;;;;;;2;;;;;;;;;;;;;11146;2;;;;;;4051;6;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330058504;CENTRE DE PSYCHIATRIE AMBULATOIRE-CPAC;330059825;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY2;2022;330058603;ESAP LA RENCONTRE;240000265;34;;;;;;;;;;;;;3627;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;41;;;;;;;;;;;;;2943;;;;;;;1874;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330780297;CLINIQUE ANOUSTE;330000175;485;;;;;;;;;;;;;13446;;;;;;;9715;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330780313;MAISON DE SANTE LES PINS;330000191;609;;;;;;;;;;;;;31279;;;;;;;;;;;;;;;;;;;;;0;;1;12;1;12;0;;0;;0;0
PSY2;2022;330780321;CLINIQUE BETHANIE;330000209;1184;;;;;;;;;;;;;30952;;;;;;;13974;;;;;;;;;;;;;;0;;0;;1;13.24;0;;0;;0;0
PSY2;2022;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;1846;;;;;;;;;;;;;;;;;;;;;;;;;;;23183;;;;;;;0;;0;;1;5.89;0;;0;;0;0
PSY2;2022;330780776;CLINIQUE LES HORIZONS;330056839;479;0;0;0;0;0;0;0;0;0;0;0;0;28508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY2;2022;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;90;;;;;;;;;;;;;11715;;;;;;;100;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;188;;;;;;;;;;;;;4322;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330781303;HIA ROBERT PICQUE;750821092;1807;;;;;;;;;;;;;3818;;;;;;;0;;;;;;;4418;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;94;;;;;;;;;;;;;;;;;;;;9096;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;208;;;;;;;;;;;;;;;;;;;;9475;;;;;;;;;;;;;;0;;0;;1;39.38;0;;0;;0;0
PSY2;2022;330783721;HOPITAL GARDEROSE;330781253;6030;71;0;3;2;233;35;30;0;3;0;109;14;18426;3213;0;0;0;3213;873;11423;25;0;0;0;375;48;60331;986;0;37;16;3443;490;0;;0;;1;7.7;0;;0;;0;0
PSY2;2022;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;629;;;;;;;;;;;;;;;;;;;;9897;;;;;;;2818;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;330802752;CENTRE JEAN ABADIE - CHU;330781196;109;;;;;;;;;;;;;2683;;;;;;;152;;;;;;;472;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;340000033;CH BEZIERS;340780055;3776;31;2;;28;203;52;31;2;;28;203;52;3004;;;;;;1;;;;;;;;18790;329;87;;16;964;240;1;0.6;1;4.29;1;3.09;0;;0;;0;0
PSY2;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;207;8;;;;48;5;10;;;;52;6;4120;299;;;;2069;2512;4041;;;;;52;;;;;;;;;1;1;1;1.1;0;;0;;0;;0;0
PSY2;2022;340010149;CL ST CLEMENT;340010099;333;;;;;;;;;;;;;23901;;;;;;;5882;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;5929;76;10;0;26;323;81;106;70;0;41;339;113;17609;4319;1637;0;295;10141;3014;17427;697;73;0;0;1136;524;50338;1541;183;0;0;2951;705;1;0.6;1;4.29;1;3.09;0;;0;;0;0
PSY2;2022;340780121;CL LA PERGOLA BEZIERS;340000082;529;;;;;;;;;;;;;37636;;;;;;;10888;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;18219;201;29;;77;1108;232;282;32;;147;1834;455;22026;7239;1622;;993;36402;5375;22413;1315;653;;176;2918;843;155945;6266;2836;;93;19205;6260;1;0.2;0;;1;25.9;1;32.8;0;;;0
PSY2;2022;340780758;CL RECH MONTPELLIER;340000355;1026;;;;;;;;;;;;;66075;;;;;;;4886;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;340780766;CLINIQUE LA LIRONDE ST CLEMENT DE RIV;920030269;735;;;;;;;;;;;;;41688;;;;;;;;;;;;;;;;;;;;;0;;0;;1;17.56;0;;0;;0;0
PSY2;2022;340780782;CL STELLA VERARGUES;340000371;639;;;;;;;;;;;;;50548;;;;;;;;;;;;;;;;;;;;;0;;0;;1;13.6;0;;0;;0;0
PSY2;2022;340780790;CL ST ANTOINE MONTARNAUD;340000389;490;;;;;;;;;;;;;13227;;;;;;;;;;;;;;;;;;;;;0;;1;47;0;;0;;0;;0;0
PSY2;2022;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;306;;;;;;;;;;;;;32500;;;;;;;5915;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;184;;;;;;;;;;;;;2620;;;;;;;6318;;;;;;;11725;;;;;;;1;0.05;0;;1;38.6;0;;0;;0;0
PSY2;2022;340787266;HJ PIJ SETE HBT;340011295;1104;;;;;;;;;;;;;0;;;;;;;2146;;;;;;;10014;;;;;;;1;0.3;0;;1;0.2;0;;0;;0;0
PSY2;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;6499;6;1;0;0;114;45;4;1;0;1;94;41;22734;683;0;0;;2970;1311;5387;0;0;0;0;37;5;63740;15;19;0;0;591;206;1;0.52;0;;1;18.28;0;;0;;0;1
PSY2;2022;350000162;CHIRC SITE REDON;350000048;2456;27;7;;;111;;9;7;;;62;12;4347;139;38;;;2197;;966;203;134;;;187;;16059;498;106;;;832;;1;;0;;0;;0;;0;;0;0
PSY2;2022;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;26221;236;15;9;128;880;479;258;16;4;122;909;531;137564;14126;498;100;1721;27110;13778;32684;771;250;;2;331;284;282828;1701;453;197;757;4350;2295;0;;1;;1;;0;;1;23.76;1;1
PSY2;2022;350002119;CLINIQUE DU MOULIN;350000386;398;;;;;;;;;;;;;28697;;;;;;;5174;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;350002176;CLINIQUE DE L'ESPERANCE;350000402;586;;;;;;;;;;;;;25309;;;;;;;3106;;;;;;;;;;;;;;0;;0;;0;;;;;;;
PSY2;2022;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;59;;;;;;;;;;;;;2054;;;;;;;1134;;;;;;;;;;;;;;0;;0;;1;10.82;0;;0;;0;0
PSY2;2022;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;81;;;;;;;;;;;;;;;;;;;;12419;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;632;;;;;;;;;;;;;27018;;;;;;;1997;;;;;;;;;;;;;;0;;1;0.2;0;;0;;0;;0;0
PSY2;2022;360000137;CH CHATEAUROUX;360000053;5964;54;1;;7;359;68;14;1;;8;194;39;36249;1730;365;;55;7645;1711;2845;;;;;31;5;71240;993;;;25;3172;571;1;1;0;;0;;0;;0;;0;0
PSY2;2022;370000127;CLINIQUE RONSARD;370000259;848;;;;;;;;;;;;;35301;;;;;;;;;;;;;;;;;;;;;0;;1;0.6;0;;0;;0;;0;0
PSY2;2022;370000143;CLINIQUE DU VAL DE LOIRE;370000291;500;0;0;0;0;0;0;0;0;0;0;0;0;20034;0;0;0;0;0;0;2682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;15305;;;;;;;;;;;;;0;;0;;0;0
PSY2;2022;370000531;CH DU CHINONAIS;370000606;2661;13;1;0;0;45;9;13;1;;;45;9;23081;442;3;;;990;255;12332;24;;;;49;;36756;172;0;0;0;443;105;0;;0;;1;16.53;0;;0;;0;0
PSY2;2022;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;1007;11;;;;27;1;12;;;;32;2;12169;1439;;;;1826;66;1460;68;;;;9;;8501;112;;;;65;28;0;;0;;0;;0;;0;;;0
PSY2;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;2810;23;;;3;116;9;25;;;4;105;7;6556;1345;;;15;3654;86;8409;33;;;;136;;32973;94;;;;786;41;;;;;;;;;;;;
PSY2;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1307;1;;;;3;;1;;;;3;;1463;;;;;;;2742;52;;;;52;;11469;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;852;1;0;0;0;11;6;1;0;0;0;11;6;0;0;0;0;0;0;0;2727;13;;0;0;0;3;6835;0;0;0;0;102;34;1;1.8;0;;0;;0;0;0;0;0;0
PSY2;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1820;27;1;;1;178;30;37;1;;1;222;35;15447;2565;365;;9;9077;2217;8731;115;;;;109;;34965;158;;;;1499;165;;;;;;;;;;;;
PSY2;2022;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;2300;17;;;1;157;15;20;;;1;197;20;11412;889;;;3;5375;362;;;;;;;;8550;;;;;12;;0;;;;;;;;;;;
PSY2;2022;370013062;CLINIQUE DE VONTES;370013062;1149;;;;;;;;;;;;;52605;;;;;;;1440;;;;;;;;;;;;;;0;;0;;0;;;;;;;
PSY2;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1505;;;;;;;;;;;;;2256;;;;;;;1474;;;;;;;16236;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;380000067;HOPITAL NORD - CHU38;380780080;2851;;;;;17;1;;;;;110;10;7570;;;;;1121;304;785;;;;;;;8358;;;;;;;;;0;;0;;0;;0;;0;0
PSY2;2022;380000133;CH ALPES ISERE;380780247;17913;292;9;7;6;723;258;243;15;4;10;469;236;50464;16754;923;123;112;29516;12695;25733;235;13;0;181;617;279;241380;5473;195;18;19;8360;2544;0;;1;35.82;1;59.86;0;;1;1.2;0;1
PSY2;2022;380024257;PSYPRO GRENOBLE;690048798;362;;;;;;;;;;;;;;;;;;;;6774;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;380780296;CLINIQUE DU DAUPHINE;380021550;1197;;;;;;;;;;;;;49814;;;;;;;;;;;;;;;;;;;;;0;;1;22;0;;0;;0;;0;0
PSY2;2022;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;374;;;;;;;;;;;;;24336;;;;;;;4059;;;;;;;1004;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;380784462;ETAB. DE SANTE MENTALE DE GRENOBLE;750005068;230;;;;;;;;;;;;;;;;;;;;5716;;;;;;;956;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;380794297;FONDATION GEORGES BOISSEL;380794297;7284;72;4;1;;265;140;34;2;1;;238;128;31901;3713;782;4;;5508;3029;8874;222;;;;296;10;76006;1017;146;;;1182;534;0;;1;2.2;1;14.54;0;;0;;0;0
PSY2;2022;380795773;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;380795765;237;;;;;;;;;;;;;;;;;;;;348;;;;;;;4087;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;390000164;CHS SAINT YLIE JURA;390780476;8600;41;4;8;2;262;196;45;4;8;2;285;215;53168;3350;364;843;7;19183;8278;18112;138;50;25;0;542;203;86172;298;160;34;11;668;505;1;1.83;1;73.4;1;68.9;0;;0;;0;0
PSY2;2022;390008019;CLINIQUE VAL JURA;710016387;152;;;;;;;;;;;;;3384;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;400000105;CENTRE HOSPITALIER DAX;400780193;5374;7;0;;;39;13;8;;;;42;15;3228;424;;;;1325;486;6052;;;;;;;59200;;;;;;;1;10.48;1;6.72;1;12.77;0;;0;;0;0
PSY2;2022;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;671;47;3;0;33;231;57;67;4;0;46;301;65;37380;4291;767;0;237;10643;2562;8210;73;;0;0;123;68;80372;;;;;;;1;3.5;1;4;1;;0;;0;;0;0
PSY2;2022;400014072;HOPITAL DE JOUR CMPA;400014064;280;;;;;;;;;;;;;0;;;;;;;6636;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;400015533;HOPITAL DE JOUR HEGALDIA SUD LANDES;400015491;264;;;;;;;;;;;;;;;;;;;;3356;;;;;;;;;;;;;;0;;1;1;0;;0;;0;;0;0
PSY2;2022;400780367;CLINIQUE FSEF AIRE-SUR-L'ADOUR;750720575;235;;;;;;;;;;;;;10117;;;;;;;1901;;;;;;;1231;;;;;;;0;;0;;1;111.69;0;;0;;0;0
PSY2;2022;400780375;CLINIQUE MAYLIS;400013801;621;;;;;;;;;;;;;21840;;;;;;;6393;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;410000020;CH BLOIS SIMONE VEIL;410000087;3570;28;1;0;288;120;23;11;1;;288;71;13;7296;1220;364;;;3770;322;2091;27;24;;;80;1;33323;146;;;1621;434;136;1;0.8;0;;1;11.24;0;;0;;0;0
PSY2;2022;410000046;CH ROMORANTIN-LANTHENAY;410000103;2385;11;;8;;44;4;18;;1;;54;3;14376;488;;109;;1788;217;4011;;;6;;;;21314;;;63;;30;16;0;;0;;0;;0;;0;;0;0
PSY2;2022;410000277;CLINIQUE DE COUR CHEVERNY;410000467;438;;;;;;;;;;;;;38156;;;;;;;7272;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;410000293;CLINIQUE DE CHAILLES;410000491;206;;;;;;;;;;;;;37957;;;;;;;8602;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;410000475;CLINIQUE MEDICALE DU CENTRE DE SAUMERY;410000475;237;;;;;;;;;;;;;19352;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;410003768;SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME;410000095;144;12;1;;;19;7;9;1;;;22;3;4423;433;;;;1357;207;12177;432;;;;262;;4897;9;25;1;2;5;1;1;3.3;0;;0;;0;;0;;0;0
PSY2;2022;420000010;CH DE ROANNE;420780033;5271;18;;;8;97;;437;;;92;543;0;8968;881;;;109;1957;;7124;538;;;;960;;49065;;;;;0;;1;0.73;1;2.84;1;7.56;0;;0;;0;0
PSY2;2022;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;3868;15;;;;81;10;14;;;;86;10;7694;741;;;;2206;152;7194;32;;;;;;38918;235;;;;161;2;0;;0;;0;;0;;0;;0;0
PSY2;2022;420781767;CLINIQUE DES MONTS DU FOREZ;420000523;68;;;;;;;;;;;;;24000;;;;;;;;;;;;;;;;;;;;;0;;1;2;0;;0;;0;;0;0
PSY2;2022;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;2242;4;0;1;0;10;0;;;;;;;6409;166;0;3;0;515;0;4166;0;0;0;0;0;0;30720;7;0;0;0;0;0;0;;0;;1;24.33;0;;0;;0;0
PSY2;2022;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;2045;26;0;0;1;15;1;;;;;;;0;0;0;0;0;0;0;1588;8;0;0;0;0;0;14498;135;0;0;1;98;19;0;;1;4.01;0;;0;;0;;0;0
PSY2;2022;420783102;CENTRE DE POST-CURE LA MUSARDIÈRE;420000929;212;;;;;;;;;;;;;13515;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;420785354;HOPITAL NORD - CHU42;420784878;7782;65;1;2;264;307;39;;;;;;;37009;4998;47;78;115;9924;1083;7912;247;0;0;0;20;0;52710;15;2;1;843;40;0;1;7;0;;1;33.84;0;;0;;0;0
PSY2;2022;420788440;CLINIQUE DE SAINT VICTOR;420001794;879;;;;;;;;;;;;;38103;;;;;;;3775;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;420790081;KORIAN LE CLOS MONTAIGNE;750056335;554;;;;;;;;;;;;;26039;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
