BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_B17;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2022;310781505;CL D'OCCITANIE MURET;310000492;1;0;1;4879;0;4266;4713;0;1;;;;4109;0;14;4038;497;0;1;0;;;;;;;;;;;;;;;;;;;;;;;12;;;0;4254;0;0;0;7;0;0;0;0;;;2.93;1;;;;0;0;1;;;;;;
CANCERO;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;1;1;1;89673;0;86224;17786;0;1;;;;28465;0;1797;25793;3430;0;2;0;7;0;1;3316;55340;426;219;1;3217;98;25;12.51;12.75;43.18;5.88;12.33;;;;;;60;54;34;10;3128;27766;1817;2840;7;6;0;1;18977;8383;24.92;5.58;99.84;42.93;5.52;5.62;52.17;24;0;;;;;;;
CANCERO;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;0;0;2713;0;1189;11234;0;1;;;;1945;0;411;1081;540;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;0;1;9111;0;6841;16976;0;1;;;;7341;0;149;6721;1052;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;20;;;1;7390;0;0;0;0;0;0;5;0;1.87;1.38;18.21;9.62;;;;0;0;;;;;;;
CANCERO;2022;310797527;GROUPE ONCORAD GARONNE PASTEUR;310797519;0;1;0;53629;;49982;;;;;;;;;;;;;;;6;0;1;3647;49822;;160;;2406;65;;5;7;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;320000086;CH AUCH EN GASCOGNE;320780117;1;0;1;2664;0;2483;2618;0;1;;;;2556;0;51;2463;303;0;3;0;;;;;;;;;;;;;;;;;;;;;;3;8;0;0;49;2504;0;0;0;0;0;0;92;0;0.92;0.58;3.53;1;1;0;2.99;0;0;;;;;;;
CANCERO;2022;320004328;HAD GERS CL PASTEUR;310000096;1;0;0;0;11;0;0;77;1;;;;0;11;0;0;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;320780067;POLYCL DE GASCOGNE AUCH;320000052;0;0;0;287;0;127;642;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;0;0;402;250;352;303;1632;0;330780115;;;358;250;35;312;43;47;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;1;0;1;4465;1121;3759;3921;5699;1;;;;3512;1121;69;3373;382;169;0;9;;;;;;;;;;;;;;;;;;;;;;;16;;;0;4058;0;0;0;8;0;0;0;0;14.84;;6.88;;0.31;;1.02;0;0;;;;;;;
CANCERO;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;0;1;1976;0;1773;1736;0;0;330781196;;;1833;0;39;1732;230;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1749;0;0;0;0;0;0;0;0;0.8;;;;;;;0;0;;;;;;;
CANCERO;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;0;0;143;143;60;531;764;0;330781196;;;26;143;0;26;13;18;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;1;25387;0;24022;11937;0;1;330781196;;;9534;0;439;8808;1073;0;2;0;2;0;0;646;14537;151;0;0;704;0;0;2.74;3;7.53;1;4.29;0;;;;;12;12;0;0;404;8775;0;0;0;0;0;0;3111;0;1.4;3.06;6.43;7.82;0.5;;7.28;0;0;0;0;;;;;
CANCERO;2022;330000662;INSTITUT BERGONIE;330781329;1;1;1;58066;0;54407;19241;0;1;;;;27257;0;1422;25305;3313;0;3;0;4;0;6;1721;25996;255;190;354;1634;312;6;6.83;7.15;49.79;6.53;23.85;;;;;;83;33;41;10;3081;29848;2624;5483;26;10;5;11;20407;9291;18.51;15.3;148.01;70.88;;;100.08;86;12;;;;;;;
CANCERO;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;1;0;0;0;316;0;0;1767;1;330781253;;;0;316;0;0;0;57;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330060351;TIVOLI ONCOLOGIE;330059619;0;1;0;25221;;23917;0;;;;;;;;;;;;;;3;0;1;1304;23787;263;130;55;1304;65;0;4;4;12.5;2;0.5;4;4;13;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;0;1;0;31615;;29769;0;;;;;;;;;;;;;;4;1;0;1846;29685;;84;;1369;28;0;0.33;5.58;19.05;3;18.33;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;0;0;0;902;0;513;1258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;0;0;0;1344;0;194;4713;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;1;1;12238;0;11313;5182;0;1;;;;10643;0;43;10522;1152;0;0;0;0;;2;0;0;17;0;44;17;18;0;;;;;;;;;;;23;19;;;448;10999;0;0;0;0;0;0;5693;0;;;20;9.6;1.3;0.5;;0;0;6;;;;;;3
CANCERO;2022;330780206;CLINIQUE D'ARCACHON;330000126;1;0;1;2342;0;2082;1011;0;1;;;;1146;0;32;1966;257;0;0;0;;;;;;;;;;;;;;;;;;;;;;14;4;;;427;101;0;0;2;1;0;0;2765;0;0;;6;3;0.5;0.5;0.8;3;0;3;;;;;;
CANCERO;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;0;1;3842;0;3349;3926;0;1;;;;1861;0;38;3140;350;0;0;0;;;;;;;;;;;;;;;;;;;;;;;15;;;0;691;0;0;0;0;0;0;0;0;;;3.22;;0.33;0.33;2;0;0;3;;;;;;
CANCERO;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;1;1;11857;0;9985;10037;0;1;;;;10454;0;705;9600;1254;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;0;;;;;;30;28;;;1223;9680;0;0;0;0;0;0;7986;0;;1;13;12.71;1.15;1;1;0;0;;;;;;;
CANCERO;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;0;0;422;0;397;490;0;0;330780115;;;390;0;0;390;46;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;1;0;0;293;0;186;307;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;1;0;1;2725;0;2572;1058;0;1;;;;2461;0;12;2409;297;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2507;0;0;0;1;0;0;0;0;0;;1.99;;;;;0;0;2;;;;;;
CANCERO;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;0;0;1114;0;832;1666;0;0;330780115;;;813;0;0;800;98;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;0;0;406;0;214;918;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;0;1;11129;0;9849;8988;0;1;;;;10667;0;706;8998;1622;0;0;0;;;;;;;;;;;;;;;;;;;;;;22;14;;;841;6046;0;0;1;0;0;0;5576;0;8.4;11.1;27.62;22.67;1;0.31;16.1;34;0;;;;;;;
CANCERO;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;0;1;4826;0;2198;19327;0;1;;;;2173;0;378;1643;71;0;192;0;;;;;;;;;;;;;;;;;;;;;;16;6;;;774;1167;0;0;764;1141;0;0;5162;0;;3.7;35.73;23.85;0.78;;9.05;5120;0;;;;;;;
CANCERO;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;0;1;764;0;588;891;0;0;330780115;;;590;0;25;533;87;0;0;0;;;;;;;;;;;;;;;;;;;;;;;6;;;0;511;0;0;0;0;0;0;0;0;;;0.33;;0.15;;;0;0;2;;;;;;
CANCERO;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;0;1;1563;0;1218;1963;0;0;330780115;;;1046;0;1;1024;124;0;0;0;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1756;0;0;0;0;0;0;0;0;;;;;;;;0;0;;9;;;;;
CANCERO;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;50530;0;46443;36341;0;1;;;;19359;0;1198;17158;2280;0;0;0;4;0;5;1706;25251;347;96;189;1791;138;47;5.5;5.7;27.09;3.91;14.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340000033;CH BEZIERS;340780055;1;0;0;6862;0;6114;7492;0;1;;;;6520;0;237;6046;663;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340000207;ICM MONTPELLIER;340780493;1;1;1;75426;0;70654;21933;0;1;;;;26167;0;2517;23064;3159;0;0;0;7;0;6;2780;43668;482;324;318;2506;390;20;9.5;7.3;29.6;6.51;21.33;;;;;;91;58;56;17;4621;27963;2454;3139;2;0;0;2;21419;12954;24.66;11.17;124.35;67.72;5.8;5.24;63.34;5;0;;;;;;;
CANCERO;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;0;0;1674;26;1488;1503;448;1;;;;1462;26;1;1430;181;14;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;0;1;2874;0;2609;1196;0;1;;;;2177;0;66;2218;244;0;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2015;0;0;0;0;0;0;0;0;;1.03;9.21;10.87;0.28;0.26;4.53;0;0;1;3;;;;;
CANCERO;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;1;0;0;658;0;82;5102;0;0;340780675;;;7;0;0;753;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;0;1;8553;0;7178;8289;0;1;;;;6976;0;314;7019;809;0;0;0;;;;;;;;;;;;;;;;;;;;;;;18;;;0;6300;0;0;0;0;0;0;0;0;;;3.5;0.5;0.5;0.5;0.5;0;0;2;;;;;;
CANCERO;2022;340016476;HAD BEZIERS HAD;340016468;1;0;0;0;32;0;0;1371;0;340015965;340009885;;0;32;0;0;0;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340020445;CENTRE D'ONCOLOGIE MONTPELLIER;340021559;0;1;0;46471;;44333;;;;;;;;;;;;;;;4;0;;2138;44333;1406;;;2066;0;0;1;4.6;21.9;2.8;36.42;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340021211;HAD CH BEZIERS;340780055;1;0;0;0;14;0;0;279;0;340000033;;;0;14;0;0;0;3;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;0;1;2124;0;1585;3285;0;0;340000298;;;1024;0;1;1008;142;0;0;0;;;;;;;;;;;;;;;;;;;;;;;11;;;0;1056;0;0;0;0;0;0;0;0;;;3;1;0;0;;0;0;3;;;;2;1;
CANCERO;2022;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;0;0;0;220;0;169;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;1;0;0;2186;0;1667;2797;0;0;340785161;;;1575;0;30;1515;219;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;1;0;0;8798;0;7638;9386;0;1;;;;7493;0;312;6996;765;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;1;1;1;46471;0;15475;7940;0;1;;;;14847;0;105;14521;1515;0;0;0;4;1;;0;42927;2138;0;23;2066;23;0;;;;;;7;5;22;3;38;51;15;;;974;14581;0;0;0;0;0;0;13599;0;;;23.87;16;0.95;1;8.5;0;0;0;0;;;;;
CANCERO;2022;340780717;CL ST LOUIS GANGES;340023225;0;0;0;158;0;95;290;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340780741;POLYCL STE THERESE SETE;340000348;0;0;0;635;0;437;690;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;1;0;0;136;0;39;1994;0;0;340000207;;;69;0;12;39;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;0;1;15610;95;13713;19958;1050;1;;;;14348;95;613;13054;1825;27;2;1;;;;;;;;;;;;;;;;;;;;;;18;12;;;1076;6136;0;0;3;7;0;0;5085;0;3.2;2.66;21.59;13.93;0.3;;2.6;12;0;;;;;;;
CANCERO;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;0;0;0;802;0;138;4883;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;0;0;0;776;0;83;3626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;1;0;1;4800;0;3276;7568;0;1;;;;4194;0;771;3176;390;0;141;0;;;;;;;;;;;;;;;;;;;;;;12;8;;;744;2282;0;0;0;0;0;0;1685;0;;1.99;10.07;6.51;0.62;;;0;0;;;;;;;
CANCERO;2022;340798511;ONCODOC BEZIERS;340798503;0;1;0;28815;;28815;;;;;;;;;;;;;;;3;;;;28815;;;;;;;4;3.67;17.8;3;20.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000121;CHP SAINT GREGOIRE;350000303;1;0;1;12761;0;11205;13300;0;1;;;;10822;0;78;10564;1184;0;0;0;;;;;;;;;;;;;;;;;;;;;;12;23;;;289;10708;0;0;0;0;0;0;4738;0;;;29.26;18.95;1.56;0.6;1.42;0;0;10;;;;;;
CANCERO;2022;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;0;0;0;1206;0;676;2354;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;0;1;8455;0;7596;8118;0;1;;;;7962;0;326;7422;852;0;0;0;;;;;;;;;;;;;;;;;;;;;;;18;;;0;8338;0;0;0;0;0;0;0;0;2.67;;25.13;17.35;0.52;0.3;8.2;0;0;;;;;;;
CANCERO;2022;350000154;C.H FOUGERES;350000030;1;0;0;468;0;417;723;0;1;350002812;;;267;0;0;258;59;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000162;CHIRC SITE REDON;350000048;1;0;0;559;0;522;220;0;0;350002812;;;474;0;0;468;60;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;1;0;0;592;0;522;475;0;0;350002812;;;552;0;33;507;75;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;0;0;3735;0;3412;1500;0;1;;;;3319;0;1;3318;360;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;0;1;14199;0;11328;31122;0;1;;;;11654;0;328;10704;1499;0;1;0;;;;;;;;;;;;;;;;;;;;;;11;19;;;315;10639;0;0;5;4;0;0;2337;0;2.85;;42.4;15.91;;;7.24;18;0;;;;;;;
CANCERO;2022;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;1;1;1;56477;0;54784;7609;0;1;;;;21665;0;707;20660;2415;0;0;0;5;0;6;2293;30915;324;139;338;2034;357;40;8.94;11.49;32.3;5.33;17.09;;;;;;38;55;7;10;1450;21942;620;1206;1;0;0;2;6503;1335;24.26;;84.84;37.98;2.21;1.7;72.26;40;0;;;;;;;
CANCERO;2022;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;0;1;7040;0;7030;7058;0;1;;;;7040;0;161;6092;385;0;0;0;;;;;;;;;;;;;;;;;;;;;;;21;;;0;6975;0;0;0;0;0;0;0;0;;1;3.77;1.17;0.5;1.4;;0;0;5;3;;;;;
CANCERO;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;1;0;1;2410;0;1525;6768;0;1;;;;1475;0;358;1094;20;0;164;0;;;;;;;;;;;;;;;;;;;;;;12;8;;;555;2241;0;0;546;2205;0;0;3359;0;;2.7;41.36;14.66;0.35;;9.26;3334;0;;;;;;;
CANCERO;2022;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;0;1;0;31323;0;30024;0;;;;;;;;;;;;;;3;0;2;1299;29970;0;54;14;1299;28;0;0;4.7;18.3;2.8;21.72;4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350042628;HAD 35;350042578;1;0;0;0;127;0;0;1392;0;350000741;;;0;127;0;0;0;52;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;0;1;0;21875;;20905;;;;;;;;;;;;;;;2;0;0;970;20905;0;0;0;970;;;2.1;4;18;3;18;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;0;1;1156;0;854;2237;0;1;;;;870;0;7;842;123;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;851;0;0;0;0;0;0;0;0;;;1.38;;0.2;0.1;0.5;0;0;;2;;;;;
CANCERO;2022;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;1;0;1;212;0;206;200;0;0;180004145;;;211;0;0;206;21;0;9;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;346;0;0;0;1;0;0;0;0;0.1;;1;0.8;0.03;;0.77;0;0;;;;;;;
CANCERO;2022;360000129;CLINIQUE SAINT FRANCOIS;360000269;1;0;0;313;0;120;856;0;0;360000129;;;79;0;0;86;26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;360000137;CH CHATEAUROUX;360000053;1;0;1;7266;0;6867;5615;0;1;;;;6882;0;91;6638;602;;0;0;;;;;;;;;;;;;;;;;;;;;;22;15;;;475;5007;0;0;0;0;0;0;5715;0;6.1;0;16.03;12.2;0.5;0;11.51;0;0;0;0;;;;;
CANCERO;2022;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;1;0;0;169;0;78;329;0;0;;;;8;0;0;15;8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;0;1;3583;0;2919;4511;0;1;;;;2681;0;7;2479;306;0;0;0;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2945;0;0;0;2;0;0;0;0;;;2.5;;0.1;0.3;1;0;0;2;4;;;;;
CANCERO;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;0;1;856;0;703;981;0;1;;;;792;0;90;626;0;0;73;0;;;;;;;;;;;;;;;;;;;;;;2;4;0;0;133;1202;0;0;133;1200;0;0;394;0;2.78;;4.52;1.43;0.53;0;2.7;394;0;;;;;;;
CANCERO;2022;370000531;CH DU CHINONAIS;370000606;1;0;1;1446;0;1428;261;0;0;370000861;;;1442;0;0;1427;141;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;4;;;0;1548;0;0;0;0;0;0;0;0;0;1;;;;;;0;0;0;0;;;;;
CANCERO;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;1;1;1;42436;0;39054;21166;0;1;;;;19502;0;1463;17367;2190;0;33;0;4;0;2;1407;19351;217;125;158;1304;166;1;3.87;2.98;22.27;0;5.04;;;;;;36;31;0;0;1547;16339;0;0;2;33;0;0;10056;0;5.53;10.6;68.57;60.12;0;0;16.35;4;0;;;;;;;
CANCERO;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;0;1;935;0;896;429;0;0;370000861;;;912;0;0;875;92;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;4;0;0;0;2072;0;0;0;18;0;0;0;0;0;0.6;;;;;;0;0;;;;;;;
CANCERO;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;1;0;1864;0;671;11945;0;1;;;;695;0;26;545;221;0;0;0;0;;0;0;0;47;0;0;45;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;1;1;12380;0;11014;6935;0;1;;;;10676;0;214;10833;1397;0;2;0;0;;0;0;0;8;0;18;8;11;0;;;;;;8;;;;;;22;;;0;11177;0;0;0;10;0;0;0;0;;;8.21;;0.25;0.1;2.98;0;0;8;;;;;;
CANCERO;2022;370009938;HAD VAL DE LOIRE;440052041;1;0;0;0;101;0;0;1310;0;370000481;;;0;101;0;0;0;37;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;0;1;0;25357;;24184;0;;;;;;;;;;;;;;3;0;1;1173;24126;804;58;;1006;17;0;;2.86;18.9;3;24.53;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;1;0;0;0;153;0;0;1500;0;370000481;490001765;860000223;0;153;0;0;0;36;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;0;0;4400;0;4052;2722;0;1;;;;4175;0;78;4009;404;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;380000067;HOPITAL NORD - CHU38;380780080;1;1;1;44875;1847;40886;36116;2646;1;;;;20270;1847;962;18561;2563;234;101;11;3;;2;1162;18750;219;111;268;1144;200;10;1.5;3.8;21.25;;14.08;;;;;;47;35;;;1991;17988;0;0;477;66;0;0;14804;0;9.61;10.72;69.46;26.15;1.75;0.6;26.4;2807;0;0;0;;;;;
CANCERO;2022;380000091;CH DE SAINT MARCELLIN;380780171;1;0;0;75;0;68;158;0;0;380780080;260000013;260000120;74;0;1;68;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;0;0;2681;46;2422;2673;1151;1;;;;2298;46;81;2160;244;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;0;1;2475;4;2341;1000;239;1;;;;2254;4;1;2238;237;2;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2281;0;0;0;0;0;0;0;0;0.8;2.3;;;0.4;;;0;0;0;0;;;;;
CANCERO;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;1;1;31871;0;31156;6764;0;1;;;;11245;0;96;11048;1136;0;0;0;3;0;0;869;19073;64;0;0;897;0;0;4.3;5.8;13.6;1.2;2.8;0;0;0;0;0;27;29;0;0;590;11596;0;0;0;0;0;0;6939;0;8.9;2.7;20.83;14.87;1.5;0;18.9;0;0;0;0;0;0;0;0;0
