BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALHYB;SAL24HYB;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2022;310780259;CL PASTEUR TOULOUSE;310000096;3;13;2;0;0;8;2;1;1;3;1;0;0;25;6;4;3;;1;50;;16;7781;10208;17989;11690;;0;0;0;0;;7643;872;8515;6616;;866;1037;1903;690;;3800;8309;12109;7806;;45;588;633;22;
BLOCS;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;6;12;2;1;1;1;;0;;3;;;;17;3;15;3;1;2;22;4;26;9993;29268;39261;32022;;205;34;239;230;;77;0;77;0;;262;517;779;346;;2526;10332;12858;7859;;50;821;871;11;
BLOCS;2022;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;1;0;;;;;;;;1;0;;;1;0;;1;;;3;;;4;5;9;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;138;1068;1206;868;;0;0;0;0;
BLOCS;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;3;9;;2;;1;;;;2;;;;14;;;2;;;14;;;4050;5339;9389;8170;;945;141;1086;535;;10;0;10;0;;36;240;276;28;;2321;6293;8614;5264;;29;588;617;12;
BLOCS;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;2;18;3;0;0;2;0;0;0;4;0;1;0;25;3;;2;0;;34;0;;10527;13744;24271;19785;;0;0;0;0;;1227;11;1238;1120;;347;572;919;342;;2828;9848;12676;6967;;34;800;834;12;
BLOCS;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;5;1;1;1;;;;;;;;;6;2;;1;1;;10;10;;1962;1869;3831;3242;;1854;610;2464;1056;;0;0;0;0;;0;0;0;0;;211;1337;1548;828;;1;9;10;4;
BLOCS;2022;310781505;CL D'OCCITANIE MURET;310000492;1;10;1;1;1;0;;0;;3;;2;;16;2;;1;;;21;;;6640;6259;12899;10903;;145;22;167;162;;149;0;149;83;;347;187;534;338;;2989;9537;12526;7435;;42;214;256;14;
BLOCS;2022;310782347;INSTITUT CLAUDIUS REGAUD ONCOPOLE;310789136;3;6;1;0;0;0;0;0;0;0;0;4;0;10;1;;1;;;12;;;3974;4028;8002;4254;836;0;0;0;0;;0;0;0;0;;0;0;0;0;;258;395;653;352;;9;14;23;0;
BLOCS;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;23;2;;;2;;;;;;1;;26;2;;4;1;;45;6;;12461;10450;22911;19391;;10;0;10;10;;1;4;5;0;;71;17;88;24;;615;158;773;242;;37;56;93;16;
BLOCS;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;6;21;1;;;3;;3;;5;;1;;33;1;3;5;1;1;42;4;4;14039;3019;17058;13991;;10;1;11;7;;4922;201;5123;974;;2053;517;2570;1456;;7756;5292;13048;7268;;298;63;361;61;
BLOCS;2022;320000086;CH AUCH EN GASCOGNE;320780117;1;5;1;1;1;;;;;;;;;6;2;;1;1;;9;3;;2386;1565;3951;3342;2728;654;109;763;311;20;89;0;89;2;0;4;0;4;1;0;1043;1577;2620;1459;1238;9;0;9;1;15
BLOCS;2022;320780067;POLYCL DE GASCOGNE AUCH;320000052;1;4;;;;;;;;1;;;;5;;;1;;;8;;;1024;3287;4311;3781;;0;0;0;0;;0;0;0;0;;56;188;244;57;;1120;2288;3408;2759;;0;661;661;4;
BLOCS;2022;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;1;;;;;;;;1;;;;2;;;1;;;4;;;74;100;174;48;88;0;0;0;0;;0;0;0;0;;3;0;3;0;;653;1162;1815;1669;133;0;0;0;0;
BLOCS;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;3;11;1;1;1;0;;;;3;1;1;;16;3;;2;2;;27;4;;4062;5166;9228;7815;;1621;252;1873;699;;3;1;4;0;;396;610;1006;406;;1551;5298;6849;4524;;42;147;189;45;
BLOCS;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;5;;1;;0;;0;;1;;0;;7;;;1;;;8;;;2327;1538;3865;3293;;791;165;956;409;;92;0;92;2;;94;118;212;92;;532;987;1519;873;;2;11;13;0;
BLOCS;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;1;3;1;;;;;;;1;;;;4;1;;1;1;0;6;6;0;810;1610;2420;1380;;269;60;329;155;;0;0;0;0;;1;28;29;0;;168;1168;1336;834;;0;0;0;0;
BLOCS;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;4;;;;;;;;;;;;4;;;1;;;6;;;1606;1085;2691;2003;;489;143;632;317;;0;0;0;0;;1;0;1;1;;157;262;419;268;;2;43;45;0;
BLOCS;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;3;10;1;1;;4;1;0;0;3;0;3;0;21;2;;1;1;;18;4;;6470;4677;11147;8380;1423;1299;293;1592;729;1;1416;85;1501;18;;576;60;636;179;2;3206;1731;4937;2985;1700;19;9;28;0;9
BLOCS;2022;330000662;INSTITUT BERGONIE;330781329;1;5;;;;2;;;;1;;;;8;;;1;;;6;;;5791;5377;11168;6078;;0;0;0;0;;0;6;6;0;;54;18;72;32;;533;1103;1636;950;;40;11;51;4;
BLOCS;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;1;5;;0;;0;;0;;2;;0;;7;;;1;;;9;;;1144;7703;8847;7085;;0;0;0;0;;0;0;0;0;;2;472;474;3;;298;2200;2498;1815;;1;46;47;3;
BLOCS;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;4;12;;;;;;;;1;;2;;15;;;2;;1;20;;4;2871;17953;20824;19001;;0;0;0;0;;0;0;0;0;;0;3;3;0;;1474;747;2221;2043;;28;54;82;11;
BLOCS;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;1;10;2;;;3;1;;;1;1;;;14;4;;2;;;15;;;6221;4052;10273;8508;1380;0;0;0;0;;3475;4;3479;2948;;721;241;962;706;124;2084;2165;4249;3394;832;3;27;30;0;
BLOCS;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;12;;;;;;;;1;;;;13;;;1;;;20;;;8962;8304;17266;15914;;2;19;21;21;;0;0;0;0;;123;185;308;122;;446;4504;4950;3510;;9;153;162;102;
BLOCS;2022;330780206;CLINIQUE D'ARCACHON;330000126;1;5;;;;;;;;1;;;;6;;;1;;;8;;;1829;6459;8288;7431;1756;0;0;0;0;0;56;0;56;0;0;74;89;163;63;0;819;3754;4573;3357;;2;46;48;43;0
BLOCS;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;2;8;0;1;1;0;0;0;0;2;0;0;0;11;1;;2;0;;15;0;;4808;7357;12165;10249;;416;49;465;261;;0;0;0;0;;101;249;350;126;;1357;8774;10131;6090;;3;113;116;66;
BLOCS;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;1;9;;;;;;;;;;;;9;;;1;;;14;;;3982;13426;17408;17295;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;4;10;3;2;2;3;1;;;4;;;;19;6;;3;;;32;;;9661;8792;18453;15349;;908;165;1073;743;;1358;6;1364;1024;;463;259;722;439;;2515;7442;9957;5561;;32;41;73;1;
BLOCS;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;1;5;;;;;;;;;;1;1;6;1;6;1;;1;8;;8;226;7452;7678;7362;;0;0;0;0;;0;0;0;0;;0;0;0;0;;80;85;165;1;;0;2;2;0;
BLOCS;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;2;3;;;;;;;;2;;;;5;;;1;;;6;;;1246;2375;3621;3410;;60;18;78;59;;0;0;0;0;;1;52;53;6;;170;1499;1669;893;;0;8;8;2;
BLOCS;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;2;16;1;;;1;;;;1;;;;18;1;;2;;;27;;;7742;24720;32462;29144;;0;1;1;1;;1383;1;1384;1176;;161;287;448;191;;335;2083;2418;1436;;0;23;23;0;
BLOCS;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;1;5;;;;;;;;;;1;;6;;;1;;;12;;;1048;4613;5661;4788;;0;0;0;0;;0;1;1;1;;40;348;388;32;;861;4171;5032;3342;;1;37;38;24;
BLOCS;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;2;9;;0;;0;;;;2;;;;11;;;1;;;14;;;3812;6628;10440;9334;;0;0;0;0;;0;0;0;0;;51;197;248;42;;1620;5350;6970;4471;;1;39;40;39;
BLOCS;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;4;4;;;;;;;1;;;;5;4;;1;1;;8;8;;1482;3372;4854;3965;;214;72;286;180;;45;0;45;0;;8;178;186;0;;382;2138;2520;1617;;1;13;14;0;
BLOCS;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;;;;;;;;;;;1;;1;;;;;;;;;392;493;885;24;;0;0;0;0;;167;1;168;1;;77;62;139;5;;565;33;598;138;;10;135;145;0;
BLOCS;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;10;34;5;3;1;4;;1;;1;;1;;44;6;3;7;1;1;61;7;10;25178;15647;40825;29188;;4474;1133;5607;2520;;21;1;22;2;;1504;585;2089;689;;3939;2458;6397;3357;;67;319;386;37;
BLOCS;2022;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;10;10;;;1;1;;;1;1;;;12;12;;1;1;;18;2;;4104;9947;14051;12272;;0;3;3;3;;0;0;0;0;;197;318;515;308;;999;4210;5209;2939;;23;37;60;3;
BLOCS;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;11;;1;1;;;;;3;;1;;16;1;0;1;;0;20;;0;4573;9664;14237;12531;;271;260;531;499;;0;0;0;0;;3;100;103;0;;1915;9259;11174;7261;;2;68;70;35;
BLOCS;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;3;11;3;;;3;;2;;5;;;;21;3;;1;;;22;;;12905;536;13441;11241;;1;0;1;1;;6202;181;6383;1389;;975;243;1218;248;;4047;3140;7187;3577;;109;1132;1241;0;
BLOCS;2022;340000033;CH BEZIERS;340780055;2;8;7;1;1;1;1;;;2;2;1;0;13;11;1;2;2;1;19;19;2;5020;1820;6840;5233;;949;341;1290;647;;267;22;289;37;;386;624;1010;333;;2020;1400;3420;1856;;6;12;18;8;
BLOCS;2022;340000207;ICM MONTPELLIER;340780493;1;9;;0;;0;;0;;1;;0;;10;;2;1;;0;15;;0;5339;2962;8301;5054;;0;0;0;0;;2;0;2;1;;8;0;8;2;;478;959;1437;738;;70;4;74;0;
BLOCS;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;5;1;1;1;;;;;1;;;;7;2;;1;1;;11;6;;2207;1716;3923;2685;;412;97;509;244;;92;0;92;15;;2;0;2;1;;1344;2357;3701;1642;;3;45;48;0;
BLOCS;2022;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;5;;1;1;1;;;;1;;1;;9;1;;1;1;;12;12;;3942;5224;9166;7875;;1053;174;1227;526;;16;0;16;0;;1;0;1;1;;203;1838;2041;1135;;4;23;27;0;
BLOCS;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;2;12;1;0;0;3;1;1;0;3;1;1;1;20;4;4;2;2;2;20;5;5;7351;2047;9398;7954;;0;0;0;0;;3160;14;3174;2585;;448;473;921;624;;2349;11063;13412;7285;;64;1201;1265;33;
BLOCS;2022;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;13;1;;;1;;;;2;;1;;17;1;;2;1;;30;18;;5982;7409;13391;11687;;1;0;1;1;;56;0;56;3;;173;327;500;184;;4628;8087;12715;8902;;13;142;155;80;
BLOCS;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;2;21;1;2;2;0;0;;;0;0;0;0;23;3;;2;1;;25;3;;7311;27778;35089;30702;;1119;356;1475;1106;;0;0;0;0;;0;0;0;0;;232;672;904;743;;7;149;156;12;
BLOCS;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;19;2;0;;2;;;;3;;2;;26;2;;2;;;54;;;10376;23038;33414;29730;;0;0;0;0;;4;0;4;2;;964;603;1567;1261;;1894;6159;8053;4926;;29;617;646;105;
BLOCS;2022;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;2;10;;0;;0;;;;1;;1;;12;;;2;;;12;;;3338;8985;12323;10807;;0;0;0;0;;0;0;0;0;;2;27;29;0;;226;1068;1294;603;;17;13;30;18;
BLOCS;2022;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;1;3;1;0;;0;;;;1;1;0;;4;2;;2;2;;6;6;;317;1274;1591;877;;0;0;0;0;;0;0;0;0;;0;0;0;0;;450;988;1438;755;;4;30;34;15;
BLOCS;2022;340780154;POLYCL PASTEUR PEZENAS;340000116;1;3;1;0;0;0;0;0;0;1;1;0;0;4;2;;2;2;;7;7;;632;3788;4420;2449;;0;0;0;0;;0;0;0;0;;0;5;5;0;;742;2432;3174;1732;;2;42;44;2;
BLOCS;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;1;7;1;0;0;0;0;0;0;2;0;0;0;9;1;;1;;;12;;;2835;4643;7478;4955;;0;0;0;0;;0;0;0;0;;0;97;97;0;;1957;7162;9119;5808;;31;101;132;60;
BLOCS;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;3;11;;0;;4;;;;3;;1;;19;;;3;;;20;;;8015;8502;16517;12082;;0;0;0;0;;1497;76;1573;1286;;1014;950;1964;1641;;2174;7090;9264;5229;;44;86;130;69;
BLOCS;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;2;8;;2;2;0;;0;;2;;0;;12;2;0;2;2;0;16;3;0;3369;4938;8307;6835;;1227;213;1440;684;;0;0;0;0;;0;137;137;0;;303;4411;4714;2855;;7;253;260;32;
BLOCS;2022;340780717;CL ST LOUIS GANGES;340023225;1;3;;1;1;;;;;1;;1;;6;1;;1;1;;8;8;;2066;3516;5582;5036;;122;8;130;62;;1;0;1;0;;0;88;88;0;;401;2083;2484;1558;;0;0;0;0;
BLOCS;2022;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;1;5;;;;;;;;1;;;;6;;;1;;;10;;;1306;4570;5876;4515;;0;0;0;0;;0;0;0;0;;3;82;85;0;;134;3877;4011;2218;;4;148;152;8;
BLOCS;2022;340780741;POLYCL STE THERESE SETE;340000348;3;5;1;1;1;;;;;2;;1;;9;2;;3;;;14;;;1688;6437;8125;6303;;161;51;212;199;;0;0;0;0;;0;22;22;0;;400;3976;4376;2558;;2;46;48;11;
BLOCS;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;24;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;6;;;;1;;;;5;;;;12;;;1;;;10;;;3910;1599;5509;3610;;0;0;0;0;;19;1;20;1;;540;207;747;142;;3844;4573;8417;4730;;155;96;251;0;
BLOCS;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;15;;;;;;;;;;;;15;;;1;;;17;;;6083;3688;9771;8279;;0;0;0;0;;12;0;12;1;;25;52;77;5;;862;761;1623;1033;;55;106;161;3;
BLOCS;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;18;1;;;;;;;;;;;18;1;;2;;;26;;;12174;5891;18065;14713;;2;0;2;2;;107;7;114;4;;180;1;181;30;;2251;907;3158;2107;;43;172;215;59;
BLOCS;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;2;10;;1;;1;;1;;;;;;13;;;2;;;14;;;4885;2255;7140;5699;;2982;692;3674;1867;;3455;217;3672;489;;839;440;1279;481;;1242;982;2224;814;;67;90;157;1;
BLOCS;2022;350000121;CHP SAINT GREGOIRE;350000303;1;23;;1;;0;;1;;6;;2;;33;;15;2;;0;50;;0;17612;31111;48723;45145;;448;240;688;652;;0;0;0;0;;536;416;952;613;;2984;8499;11483;9813;;15;117;132;65;
BLOCS;2022;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;1;12;1;1;1;;;;;1;;;;14;2;;1;;;19;;;4922;8856;13778;11285;;2621;209;2830;849;;0;0;0;0;;0;0;0;0;;461;3694;4155;3494;;6;102;108;0;
BLOCS;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;3;7;1;1;1;1;;;;1;;;;10;2;;1;1;;12;12;;5430;2812;8242;6181;0;1241;188;1429;589;0;1581;5;1586;1;0;17;2;19;5;0;1610;1793;3403;1934;1697;8;87;95;4;0
BLOCS;2022;350000154;C.H FOUGERES;350000030;3;3;1;1;0;0;0;0;0;2;0;1;0;7;1;0;1;1;0;7;7;0;1619;1786;3405;2631;3610;517;51;568;186;20;2;0;2;0;0;3;35;38;0;0;601;1496;2097;1275;2288;0;2;2;1;1
BLOCS;2022;350000162;CHIRC SITE REDON;350000048;1;3;3;1;1;;;;;1;0;;;5;4;;1;1;;5;5;;1376;2065;3441;2636;51;222;53;275;129;5;1;0;1;0;;1;0;1;0;;255;529;784;496;325;0;1;1;0;1
BLOCS;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;;1;;;;;;2;;;;6;;;1;;;6;;;964;1302;2266;1513;;440;57;497;205;;2;0;2;0;;0;0;0;0;;366;1095;1461;939;;5;21;26;0;
BLOCS;2022;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;6;0;0;0;0;0;0;0;2;0;;;8;0;;1;0;0;10;0;0;3052;7089;10141;9192;;0;1;1;1;;0;0;0;0;;81;279;360;84;;976;4211;5187;3651;;4;117;121;106;
BLOCS;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;18;28;3;;;9;3;;;6;1;1;;44;7;;5;1;;41;10;;16566;7543;24109;19708;;9;0;9;7;;3339;131;3470;258;;1427;711;2138;1037;;5265;2984;8249;4738;;115;307;422;52;
BLOCS;2022;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;2;3;;;;1;;;;;;;;4;;;1;;;4;;;1459;1731;3190;1597;;0;0;0;0;;1;1;2;1;;108;96;204;43;;19;0;19;8;;24;0;24;1;
BLOCS;2022;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;14;1;;;2;;;;;;;;16;1;;2;;;24;;;6442;16988;23430;21161;;0;1;1;1;;37;0;37;0;;125;514;639;137;;1451;5591;7042;5417;;5;226;231;48;
BLOCS;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;4;8;1;3;3;2;1;;;;;;;13;5;;3;1;;19;6;;5151;3902;9053;7660;;2824;988;3812;1287;;174;0;174;133;;117;4;121;67;;562;494;1056;513;;6;88;94;6;
BLOCS;2022;350053013;CHU RENNES SITE SAINT LAURENT;350005179;;;;;;;;;;;;;;;;;;;;;;;19;0;19;2;;0;0;0;0;;0;0;0;0;;0;0;0;0;;20;0;20;2;;0;0;0;0;
BLOCS;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;6;;;;3;2;;;1;;1;;11;2;;2;;;16;;;2522;6105;8627;7765;;0;0;0;0;;1864;7;1871;1405;;163;185;348;182;;683;1046;1729;772;;2;3;5;0;
BLOCS;2022;360000129;CLINIQUE SAINT FRANCOIS;360000269;3;5;;;;;;;;2;;;;7;;;2;;;12;;;1695;4938;6633;5885;;0;0;0;0;;12;0;12;0;;1;16;17;0;;481;5059;5540;3607;;0;7;7;4;
BLOCS;2022;360000137;CH CHATEAUROUX;360000053;3;6;1;1;1;1;;;;3;;1;;12;2;;1;;;8;;;3242;1935;5177;3946;;818;74;892;376;;245;0;245;1;;308;50;358;191;;1643;1553;3196;1324;;5;18;23;5;
BLOCS;2022;360000160;CH DU BLANC;360000053;1;2;;1;;0;;0;;1;;1;;5;;;1;;;6;;;251;417;668;361;;0;0;0;0;;0;0;0;0;;4;114;118;0;;88;526;614;421;;0;0;0;0;
BLOCS;2022;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;1;5;1;1;1;;;;;1;;;;7;2;;1;1;;12;2;;1164;1576;2740;2292;;1;0;1;1;;0;0;0;0;;0;92;92;0;;214;3545;3759;2140;;1;21;22;8;
BLOCS;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;18;9;;;4;2;1;1;2;;;;25;12;;2;;;36;;;8386;14163;22549;20988;531;1;0;1;1;;2715;85;2800;2226;;388;1413;1801;560;;2135;7114;9249;6361;2745;16;47;63;32;1
BLOCS;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;8;0;0;0;2;0;0;0;0;0;1;0;11;0;0;1;0;0;7;0;0;2820;1933;4753;3909;4650;0;0;0;0;0;71;0;71;25;0;11;1;12;;0;477;294;771;201;568;16;28;44;0;10
BLOCS;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;2;15;4;6;0;4;0;0;0;0;0;0;0;25;4;;2;2;0;30;10;0;5572;6178;11750;7232;1708;2617;1043;3660;1266;84;21;1;22;5;0;152;53;205;163;0;2109;1517;3626;2269;3571;31;121;152;25;625
BLOCS;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;3;;;;;;;;1;;;;4;;;1;;;6;;;898;1781;2679;2498;;0;15;15;14;;1;0;1;0;;0;0;0;0;;357;633;990;701;;0;10;10;10;
BLOCS;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;3;0;0;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;6;0;0;584;780;1364;1159;;0;8;8;8;;1;0;1;0;;1;46;47;0;;209;488;697;456;;2;2;4;0;
BLOCS;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;4;19;6;0;;7;2;1;1;4;0;1;0;32;9;4;2;1;1;21;5;6;15981;4620;20601;16706;7654;1;0;1;1;0;4127;445;4572;912;0;1224;182;1406;571;0;2237;1818;4055;2002;1127;5;2;7;1;56
BLOCS;2022;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;8;;1;;1;;;;3;;1;;14;;8;1;;;27;;;7813;13704;21517;18634;;621;168;789;624;;1;0;1;1;;5;68;73;1;;2288;11034;13322;9002;;33;178;211;36;
BLOCS;2022;380000026;CH FABRICE MARCHIOL LA MURE;380780031;1;1;;;;;;;;1;;;;2;;;1;;;2;;;16;0;16;16;;0;0;0;0;;1;0;1;0;;0;0;0;0;;50;568;618;453;;0;0;0;0;
BLOCS;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;7;1;1;1;1;;;;4;;;;13;2;;1;1;;12;12;;2989;2157;5146;4221;;973;193;1166;517;;147;0;147;0;;49;65;114;47;;2102;1343;3445;2096;;4;38;42;0;
BLOCS;2022;380000042;CH YVES TOURAINE;380780056;1;0;;;;;;0;0;;;;;0;0;1;0;;1;0;;4;0;233;233;100;;0;0;0;0;;0;0;0;2;;0;0;0;0;;0;233;233;165;;0;0;0;0;
BLOCS;2022;380000067;HOPITAL NORD - CHU38;380780080;2;37;6;2;1;14;;;;6;;;;59;7;;4;2;;33;10;;22122;10074;32196;11373;;2014;875;2889;1483;;3234;48;3282;1528;;1438;489;1927;179;;6699;2620;9319;1839;;210;113;323;44;
BLOCS;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;5;4;0;1;1;0;0;0;0;1;0;0;0;6;1;0;1;1;0;8;8;0;2051;1963;4014;2541;2351;1040;186;1226;522;1;59;0;59;0;0;49;5;54;38;0;1298;1387;2685;1393;984;20;51;71;11;600
BLOCS;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;3;1;1;;;;;;1;;;;5;1;;2;1;;8;4;;2412;1557;3969;3248;;952;217;1169;452;;1;0;1;1;;2;46;48;1;;584;1221;1805;1135;;4;23;27;1;
BLOCS;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;4;14;2;2;2;3;1;0;0;4;0;0;0;23;5;0;2;1;0;30;2;0;4761;11048;15809;14155;46;918;145;1063;443;;1057;139;1196;20;7;193;748;941;363;0;1291;6095;7386;4790;1;14;157;171;97;0
BLOCS;2022;380013037;CENTRE D'ENDOSCOPIE NORD ISERE;380013011;1;1;;;;;;;;1;;;;2;;1;1;;1;8;;8;0;683;683;570;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;5840;5840;4000;;0;0;0;0;
BLOCS;2022;380020123;CLINIQUE DES COTES DU RHONE;380021139;1;0;0;0;0;0;0;;;0;0;0;0;0;0;5;0;0;1;0;0;6;247;2971;3218;2693;;0;0;0;0;;0;0;0;0;;1;10;11;0;;237;1708;1945;1178;;0;4;4;2;
BLOCS;2022;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;1;7;;1;1;1;;0;;1;;;;10;1;0;1;0;0;12;0;0;3316;9690;13006;11413;;732;50;782;328;;0;0;0;0;;9;150;159;11;;781;1226;2007;1117;;3;44;47;28;
BLOCS;2022;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;2;6;;;;;;;;2;;1;;9;;;2;;;12;;;911;5861;6772;6149;1064;0;4;4;4;;17;34;51;0;;0;0;0;0;;361;3860;4221;2735;;0;30;30;2;
BLOCS;2022;380782722;HOPITAL SUD - CHU38;380780080;1;4;;;;;;;;;;;;4;;;1;;;5;;;3645;1445;5090;3029;;0;0;0;0;;0;0;0;0;;0;0;0;0;;8;0;8;0;;0;0;0;0;
BLOCS;2022;380785956;CLINIQUE DES CEDRES;380795211;1;12;12;1;1;0;0;0;0;3;3;0;0;16;16;0;1;1;0;14;14;0;5762;9843;15605;13959;;222;71;293;274;;2;0;2;0;;1;3;4;3;;2147;8912;11059;6946;;7;43;50;49;
BLOCS;2022;380786442;CLINIQUE BELLEDONNE;380798025;4;15;2;2;1;2;2;;;3;;;;22;5;;3;;0;36;;0;7476;13773;21249;19340;;1196;99;1295;477;;1472;30;1502;1319;;344;49;393;359;;1265;9120;10385;6580;;3;65;68;62;
BLOCS;2022;390000040;CH LONS;390780146;2;4;0;1;1;0;0;0;0;1;0;1;0;7;1;0;2;0;0;9;0;0;2327;1362;3689;2852;2328;684;87;771;223;17;48;0;48;10;0;0;0;0;0;0;1060;833;1893;1179;1360;17;35;52;34;846
BLOCS;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;6;17;418;435;357;272;0;11;11;11;0;0;0;0;0;0;0;0;0;0;0;65;425;490;356;179;0;8;8;0;40
