BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2022;220001259;CENTRE HOSPITALIER TREGUIER;220005045;30;10950;444;2;7526;;;0;0;0;;;0;0;0;30;10950;444;2;7526;5;263;;;0;;0;;0;;;5;263;;;0;0;0;0;1;1;0;0;1;0;;;;;1313;;5041;;;0
MCO;2022;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;6;2160;129;0;846;42;15330;2008;214;5583;0;0;0;0;0;48;17490;2137;214;6429;0;0;0;0;87;27;7690;0;0;0;0;27;7690;0;0;87;;;;;;;;;;;;;;;;;;;
MCO;2022;220013106;UNITE DIALYSE BEGARD AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;827;;0;;0;;;;0;;;827;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220013130;UNITE AUTODIALYSE PAIMPOL AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;77;;0;;0;;;;0;;;77;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220013155;UNITE AUTODIALYSE SAINT ALBAN AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;512;;0;;0;;;;0;;;512;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220016778;UNITE DIALYSE SAINT BRIEUC AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;64;;0;;0;;;;0;;;64;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220019558;UNIT DIALYSE LA BEAUCHÉE ST BRIEUC AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8817;;0;;0;;;;0;;;8817;;;;;;;;;;;;;;;;;;;
MCO;2022;220019848;UNITE DIALYSE LOUDEAC AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2135;;0;;0;;;;0;;;2135;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220020507;UNITE DIALYSE LANNION AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9451;;0;;0;;;;0;;;9451;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220021976;UNITE DIALYSE DINAN AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2266;;0;;0;;;;0;;;2266;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;34;12410;1676;30;12963;76;27740;5652;150;17040;26;9490;1050;21;4783;136;49640;8378;201;34786;0;106;;;12435;50;16576;0;45;;;50;16727;;;12435;;;;;;;;;;;;;;;;;;;
MCO;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;138;45198;5877;557;37012;35;12775;1753;63;8919;17;6205;782;81;2882;190;64178;8412;701;48813;11;898;0;0;5830;5;996;1;183;0;0;17;2077;0;0;5830;1;1;1;1;1;1;0;1;1;;;;;30903;1518;40541;4101;2342;3316
MCO;2022;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;20;7300;414;2;4862;0;0;0;0;0;0;0;0;0;0;20;7300;414;2;4862;6;5;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;1;0;0;1;0;1;1;1;;30;;;6066;52;5117;0;34;3209
MCO;2022;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;1069;;;0;;0;;0;;;10;1069;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;230004657;SITE CROIX BLANCHE;230780058;24;8760;1457;311;7572;0;0;0;0;0;0;0;0;0;0;24;8760;1457;311;7572;0;0;0;0;1;5;510;0;0;;;5;510;0;0;1;1;0;0;1;1;1;1;0;1;;;;180;;;;;;
MCO;2022;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;34;12410;1115;16;7979;;;0;0;0;;;0;0;0;34;12410;1115;16;7979;9;1681;4;1354;2630;;0;;0;;;9;1681;4;1354;2630;0;0;0;0;0;0;1;0;0;;;;;5119;;6333;;;0
MCO;2022;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;4;1460;33;32;1;21;7665;711;0;2355;;;0;0;0;25;9125;744;32;2356;0;0;;;97;21;3288;;0;;;21;3288;;;97;;;;;;;;;;;;;;;;;;;
MCO;2022;240000174;CENTRE HOSPITALIER DE BELVES;240000042;10;3650;162;1;2519;0;0;0;0;0;0;0;0;0;0;10;3650;162;1;2519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2022;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;72;26352;2731;781;11427;60;21960;3430;12;13136;;;0;0;0;132;48312;6161;793;24563;4;1;;;7126;41;8478;1;7;;;46;8486;;;7126;;;;;;;;;;;;;;;;;;;
MCO;2022;240000208;CLINIQUE PASTEUR;240000612;4;1460;0;0;0;62;22630;6783;5931;3072;;;0;0;0;66;24090;6783;5931;3072;0;0;;;3;0;0;;0;;;0;0;;;3;;;;;;;;;;;;;;;;;;;
MCO;2022;240000216;CLINIQUE DU PARC;240000620;;;0;0;0;30;10950;1325;50;3894;;;0;0;0;30;10950;1325;50;3894;;0;;;0;24;6777;;0;;;24;6777;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;240000372;C.H DE BERGERAC;240000059;97;35405;9080;2803;33473;30;10037;1416;44;6586;15;5475;1120;233;3192;142;50917;11616;3080;43251;9;2331;;;1809;11;0;0;0;;;20;2331;;;1809;1;1;1;1;0;1;1;1;0;;;60;;38670;5843;61070;247;3891;14020
MCO;2022;240000414;CENTRE HOSPITALIER DE DOMME;240000067;10;3650;321;2;2382;;;0;0;0;;;0;0;0;10;3650;321;2;2382;1;0;;;0;0;0;0;0;;;1;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;10;3650;173;2;1921;;;0;0;0;;;0;0;0;10;3650;173;2;1921;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;5;1825;294;1;3899;;;0;0;0;;;0;0;0;5;1825;294;1;3899;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;4;1460;49;0;1345;;;0;0;0;;;0;0;0;4;1460;49;0;1345;;0;;;0;;0;;0;;;;0;;;0;0;0;;0;0;0;0;;;;;;;;;;;;362
MCO;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;329;120085;17732;2393;101283;73;26645;2904;41;18591;34;12410;2752;749;8427;436;159140;23388;3183;128301;44;3167;0;0;9699;20;4046;0;0;0;0;64;7213;0;0;9699;1;1;1;1;1;1;1;1;1;38;130;35;60;79063;3957;74578;2089;1328;20723
MCO;2022;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;25;9125;143;3;3218;;;0;0;0;;;0;0;0;25;9125;143;3;3218;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;240000687;CENTRE HOSPITALIER SARLAT;240000448;73;26645;2826;192;17683;0;0;0;0;0;15;5475;485;148;1212;88;32120;3311;340;18895;3;60;0;0;184;5;1636;0;0;0;0;8;1696;0;0;184;1;1;1;1;1;1;1;0;1;;;;;8275;926;16735;;1371;2062
MCO;2022;240017046;CH VAUCLAIRE - SITE CH PERIGUEUX;240000083;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;2825;0;0;0;;0;;0;0;0;10;2825;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2022;250000023;CHRU SAINT-JACQUES;250000015;16;4318;890;120;3010;0;0;0;0;0;0;0;0;0;0;16;4318;890;120;3010;8;301;0;0;0;0;0;0;0;0;0;8;301;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2216;0;1;0;0;97
MCO;2022;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;56;20440;2675;234;8838;76;27740;4812;439;11833;;;0;0;0;132;48180;7487;673;20671;20;3106;;;102;44;13979;;0;;;64;17085;;;102;;;;;;;;;;;;;;;;;;;
MCO;2022;250000627;CH PAUL NAPPEZ MORTEAU;250000221;20;7300;391;2;3737;0;0;0;0;0;0;0;0;0;0;20;7300;391;2;3737;5;18;;;51;;0;;0;;;5;18;;;51;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;10;3650;215;5;3438;0;0;0;0;0;0;0;0;0;0;10;3650;215;5;3438;1;0;0;0;44;0;0;0;0;;;1;0;0;0;44;0;0;0;0;0;0;0;0;0;;;;;16;0;0;0;0;6
MCO;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;98;35770;6255;597;31697;30;10950;2080;157;7839;28;10220;1629;285;4946;156;56940;9964;1039;44482;7;1992;;;3334;10;2545;1;316;;;18;4853;;;3334;1;1;1;1;1;1;1;1;1;100;140;60;80;;;;;;
MCO;2022;250000718;CHS NOVILLARS;250000460;8;976;57;1;888;;;0;0;0;;;0;0;0;8;976;57;1;888;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;250000726;CH SAINT LOUIS ORNANS;250000478;6;2190;86;0;918;0;0;0;0;0;0;0;0;0;0;6;2190;86;0;918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2022;250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;250000452;6;2190;98;0;842;;;0;0;0;;;0;0;0;6;2190;98;0;842;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;250004009;LE MITTAN ANNEXE DU HNFC;900000365;24;7920;892;8;6352;0;;0;0;0;0;;0;0;0;24;7920;892;8;6352;0;159;0;;36324;0;0;0;0;;;0;159;0;;36324;1;1;1;1;0;1;0;0;0;182;;82;;17249;2263;5244;25;6;3138
MCO;2022;250006954;CHRU JEAN MINJOZ;250000015;543;190057;32319;5855;185346;268;97820;13241;344;69743;70;24747;4615;288;18378;881;312624;50175;6487;273467;117;14987;0;0;78235;33;7683;14;2004;0;0;164;24674;0;0;78235;1;1;1;1;1;1;1;1;1;152;218;101;32;220705;4886;233686;3404;10925;97486
MCO;2022;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;6;2190;281;2;1542;41;14462;2877;63;6185;24;8760;1070;46;3642;71;25412;4228;111;11369;10;390;0;0;1533;28;12499;0;0;0;0;38;12889;0;0;1533;;;;;;;;;;;;;;390;323;;;;
MCO;2022;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;0;2220;6;0;283;0;0;0;0;0;0;0;0;0;0;0;2220;6;0;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2022;260000013;CH DE VALENCE;260000021;364;115127;21064;3947;116247;105;36783;7179;786;29952;42;14954;3339;109;12704;511;166864;31582;4842;158903;64;3413;0;0;12561;25;4815;1;320;;;90;8548;0;0;12561;1;1;1;1;1;1;1;1;1;161;51;43;;101742;2382;107831;622;3966;38155
MCO;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;136;45139;6181;52;40600;56;18626;2691;0;14549;25;9125;2338;244;7408;217;72890;11210;296;62557;2;550;;;12289;10;2955;2;455;;;14;3960;;;12289;1;1;1;1;1;1;1;1;1;220;88;88;66;39082;3148;40021;0;2556;9488
MCO;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;227;79399;11488;1100;67902;46;16790;2407;166;11304;37;13505;2813;128;11217;310;109694;16708;1394;90423;10;1919;;;23425;10;1732;0;337;;;20;3988;;;23425;1;1;1;1;1;1;1;1;1;90;120;120;210;46782;6090;49400;0;9566;35707
MCO;2022;260000146;CH DE CREST;260000054;38;13870;1248;94;10579;;;0;0;0;1;365;46;46;0;39;14235;1294;140;10579;1;88;;;283;12;2370;;0;;;13;2458;;;283;1;1;1;1;1;1;1;0;1;100;60;40;30;18178;1730;18787;;496;547
MCO;2022;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;18;6190;1398;0;5781;;;0;0;0;;;0;0;0;18;6190;1398;0;5781;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;30;10950;730;0;7451;0;0;0;0;0;0;0;0;0;0;30;10950;730;0;7451;1;2;;;12;0;0;0;0;;;1;2;;;12;1;0;1;0;1;1;0;1;1;220;88;;66;3308;893;5890;;679;1033
MCO;2022;260000237;CH DE NYONS;260000088;10;3650;38;1;473;;;0;0;0;;;0;0;0;10;3650;38;1;473;;0;;;3;;0;;0;;;;0;;;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;260000260;CLINIQUE LA PARISIERE;260000377;4;1460;77;0;466;28;10220;1598;32;3835;;;0;0;0;32;11680;1675;32;4301;;0;;;295;35;7250;;0;;;35;7250;;;295;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2022;260000278;CH DE BUIS LES BARONNIES;260000096;6;2190;129;11;1182;;;0;0;0;;;0;0;0;6;2190;129;11;1182;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;260000286;CH DE DIE;260000104;26;9490;1145;445;5366;;;0;0;0;;;0;0;0;26;9490;1145;445;5366;;0;0;0;32;;0;;0;;;;0;0;0;32;1;1;1;1;1;1;0;0;1;140;50;10;80;7287;1182;11446;0;761;685
MCO;2022;260003017;CLINIQUE KENNEDY;260000781;14;5110;2182;86;4389;31;12410;3287;1439;5696;;;0;0;0;45;17520;5469;1525;10085;12;2211;10;2211;93;50;11736;;0;;;62;13947;10;2211;93;;;;;;;;;;;;;;;;;;;
MCO;2022;260006267;CLINIQUE GENERALE VALENCE;070000245;23;8395;776;50;5550;4;1460;518;400;155;0;0;0;0;0;27;9855;1294;450;5705;16;1;;;6387;29;5701;0;0;;;45;5702;;;6387;;;;;;;;;;;;;;;;;;;
MCO;2022;260020078;SERVICE NEUROCHIRURGIE - CHU42;420784878;;;0;0;0;10;3650;461;73;2648;;;0;0;0;10;3650;461;73;2648;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;270000045;CH BERNAY;270000060;55;20075;2182;201;16093;14;5110;862;151;2907;0;;0;0;0;69;25185;3044;352;19000;;0;;;269;5;2315;;0;;;5;2315;;;269;1;0;0;0;0;0;1;0;1;;;;;13349;2397;9307;;4117;2943
MCO;2022;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;24;8760;764;17;4451;60;21900;3864;159;11156;;;0;0;0;84;30660;4628;176;15607;;0;0;;4840;20;8797;;0;;;20;8797;0;;4840;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;270000359;CH EVREUX CH EURE-SEINE;270023724;270;87789;14179;2777;77959;50;17216;2667;151;14416;42;15330;4006;943;11815;362;120335;20852;3871;104190;22;2135;;;21332;14;3205;;0;;;36;5340;;;21332;1;1;1;1;1;1;1;1;1;335;120;60;365;81175;10790;45499;4687;;13758
MCO;2022;270000367;CH GISORS;270000086;38;13870;2382;272;11285;15;6205;875;73;3188;11;4015;690;190;1808;64;24090;3947;535;16281;3;283;;;180;4;1392;;0;;;7;1675;;;180;1;0;1;1;1;1;1;0;0;;;;;15449;2624;18634;;3355;5178
MCO;2022;270000391;CH LOUVIERS CHI ELBEUF;760024042;47;17155;1628;110;15699;;;0;0;0;;;0;0;0;47;17155;1628;110;15699;;0;;;0;;0;;0;;;;0;;;0;0;0;1;1;1;1;1;1;0;;;;;11448;1965;2975;;2203;3437
MCO;2022;270000425;CH PONT-AUDEMER;270000102;51;18642;3637;1227;15508;;;0;0;0;;;0;0;0;51;18642;3637;1227;15508;1;15;;;185;4;362;;0;;;5;377;;;185;1;1;0;1;1;1;1;1;1;;;10;;17302;1022;23189;;851;2421
MCO;2022;270000441;CH VERNEUIL-SUR-AVRE;270000110;34;12410;1327;102;10033;;;0;0;0;;;0;0;0;34;12410;1327;102;10033;;0;;;0;;0;;0;;;;0;;;0;1;0;0;1;0;0;1;0;0;;;;;10925;1378;21524;;857;510
MCO;2022;270000458;CH VERNON CH EURE-SEINE;270023724;70;24792;3424;206;22318;23;7695;1468;146;5105;14;5110;1101;255;2891;107;37597;5993;607;30314;8;1040;;;5646;7;1137;;0;;;15;2177;;;5646;1;0;1;1;1;1;1;1;1;245;153;15;153;27917;4148;12249;38;;1669
MCO;2022;270000862;CLINIQUE BERGOUIGNAN;270000953;21;7665;732;21;2684;2;730;593;34;1013;;;0;0;0;23;8395;1325;55;3697;;0;;;0;12;3433;;0;;;12;3433;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;280000043;CH CHARTRES - HÔTEL DIEU;280000134;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;2;158;;;63;;0;;0;;;2;158;;;63;0;0;0;0;0;0;0;0;0;;;;;1587;;138;;;147
MCO;2022;280000084;CH DREUX;280000183;261;91067;10649;424;76861;42;15330;2787;151;11268;30;10950;1913;76;7407;333;117347;15349;651;95536;24;1027;;;4000;15;3326;7;752;;;46;5105;;;4000;;;1;;1;1;;;;90;131;85;;77057;2401;63618;1400;11383;10558
MCO;2022;280000100;CH DE LA LOUPE;280000225;11;4187;143;3;2775;;;0;0;0;;;0;0;0;11;4187;143;3;2775;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;1;0;0;0;0;;120;;;80;;;;;
MCO;2022;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;0;3510;3;0;29;;;0;0;0;;;0;0;0;0;3510;3;0;29;0;0;;;0;;0;;0;;;0;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;280000662;CH CHATEAUDUN;280500075;93;31151;4503;983;26233;;;0;0;0;;;0;0;0;93;31151;4503;983;26233;6;447;;;902;10;3059;;0;;;16;3506;;;902;1;0;1;1;0;1;1;1;1;;;;;18012;3103;59395;400;2523;3544
MCO;2022;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;60;21900;3075;709;20520;0;0;0;0;0;0;0;0;0;0;60;21900;3075;709;20520;;0;;;48;7;2963;;0;;;7;2963;;;48;1;0;1;0;1;1;1;1;1;248;90;240;120;28395;3638;26786;0;1523;0
MCO;2022;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;376;134733;23521;6678;108386;67;23938;3542;0;19135;41;14965;3149;370;11773;484;173636;30212;7048;139294;46;1787;;;24276;15;3444;0;79;;;61;5310;;;24276;1;0;1;1;1;1;1;1;1;128;81;36;45;87971;7139;82395;1100;728;17916
MCO;2022;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;53;19345;2177;194;16489;54;19710;3503;94;7869;0;0;0;0;0;107;39055;5680;288;24358;7;633;0;0;3129;21;11714;0;0;0;0;28;12347;0;0;3129;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290000025;CHIC QUIMPER;290020700;355;126366;23592;3879;117864;95;31735;6302;664;21586;40;14600;3836;433;12647;490;172701;33730;4976;152097;62;6615;4;528;50408;26;5425;0;661;;;88;12701;4;528;50408;1;1;1;1;1;1;1;1;1;12;195;4;69;107624;3990;82717;76;6965;30098
MCO;2022;290000033;C.H. DES PAYS DE MORLAIX;290021542;202;72106;9488;322;64776;40;13963;2334;0;11279;19;6935;657;2;2592;261;93004;12479;324;78647;27;1065;;;7752;10;2741;0;46;;;37;3852;;;7752;1;1;1;1;1;1;1;1;1;90;90;59;55;45168;3876;53164;375;4317;11082
MCO;2022;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;145;51553;10587;614;48271;95;28270;2485;11;6703;55;20075;3865;2;16387;295;99898;16937;627;71361;31;3303;;;49006;21;4163;4;2089;;;56;9555;;;49006;1;1;1;1;1;1;1;0;1;120;140;120;60;;;;;;
MCO;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;42;14604;1056;56;14966;;;0;0;0;;;0;0;0;42;14604;1056;56;14966;10;120;;;1648;;0;;0;;;10;120;;;1648;0;1;1;1;0;0;1;1;0;76;;;;9812;985;14940;;879;1776
MCO;2022;290000140;CLINIQUE PASTEUR LANROZE;290000447;45;16425;2067;647;11205;52;18980;3996;236;7851;;;0;0;0;97;35405;6063;883;19056;5;8;;;8205;21;11711;;0;;;26;11719;;;8205;;;;;;;;;;;;;;;;;;;
MCO;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;55;19423;3760;273;24265;26;9490;967;142;4963;14;5110;733;65;2581;95;34023;5460;480;31809;7;331;;;1368;3;894;1;100;;;11;1325;;;1368;1;1;1;1;0;0;1;1;1;80;;;30;17682;2406;21014;0;1801;715
MCO;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;78;29208;5345;1453;28253;0;0;0;0;0;0;0;0;0;0;78;29208;5345;1453;28253;12;2456;0;0;2234;0;0;0;0;0;0;12;2456;0;0;2234;1;1;1;1;1;1;1;1;1;6;28;1;37;15250;1185;26969;0;789;2070
MCO;2022;290000207;CLINIQUE ST MICHEL ET STE ANNE;290029974;0;5124;535;1;2967;0;3420;672;12;1696;;;0;0;0;0;8544;1207;13;4663;0;10;;;1947;0;5338;;0;;;0;5348;;;1947;;;;;;;;;;;;;;;;;;;
MCO;2022;290000215;POLYCLINIQUE QUIMPER SUD;290029974;0;1760;297;0;1189;0;5808;1105;3;3243;;;0;0;0;0;7568;1402;3;4432;;0;;;204;0;4652;;0;;;0;4652;;;204;;;;;;;;;;;;;;;;;;;
MCO;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;80;29188;3986;246;28555;22;8030;794;71;3343;12;4380;318;0;1045;114;41598;5098;317;32943;0;99;;;421;7;1276;0;200;;;7;1575;;;421;1;1;0;1;0;1;1;1;1;;;20;60;;;;;;
MCO;2022;290000272;CENTRE HOSPITALIER CROZON;290000090;5;1825;65;3;1362;;;0;0;0;;;0;0;0;5;1825;65;3;1362;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;15;5475;207;3;3730;0;0;0;0;0;0;0;0;0;0;15;5475;207;3;3730;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;16;1;1;0;0;0;0;0;0;0;0;0;0;0;836;0;2263;0;0;0
MCO;2022;290000389;CENTRE HOSPITALIER LANMEUR;290000116;10;3034;132;0;3034;;;0;0;0;;;0;0;0;10;3034;132;0;3034;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;45;16425;3154;311;14141;23;8395;941;26;4651;;;0;0;0;68;24820;4095;337;18792;6;1090;;;0;15;1875;;0;;;21;2965;;;0;1;1;0;1;1;0;1;0;1;;20;;10;24903;0;36377;2006;0;7397
MCO;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;91;33215;5879;1735;30812;;;0;0;0;;;0;0;0;91;33215;5879;1735;30812;10;2218;;;1394;;0;;0;;;10;2218;;;1394;1;1;1;1;1;1;0;0;1;;;;;24096;893;40269;;543;6889
MCO;2022;290000850;STE BRESTOISE REIN ARTIFICIEL;920033578;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;11329;;0;;0;;;;0;;;11329;;;;;;;;;;;;;;;;;;;
MCO;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;98;35770;6106;1274;36200;;;0;0;0;;;0;0;0;98;35770;6106;1274;36200;5;492;;;464;;0;;0;;;5;492;;;464;1;1;1;1;0;0;1;1;1;;;;;11719;1285;21082;;1899;2259
MCO;2022;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;3;1095;74;0;448;;;0;0;0;;;0;0;0;3;1095;74;0;448;2;1395;;;4680;;0;;0;;;2;1395;;;4680;0;0;1;0;1;0;1;0;0;90;90;;;831;;1283;;;
MCO;2022;290001015;CENTRE HOSPITALIER ST RENAN;290000751;21;7665;292;1;5290;;;0;0;0;;;0;0;0;21;7665;292;1;5290;4;271;;;0;;0;;0;;;4;271;;;0;0;0;0;0;0;0;0;0;0;;;;;249;;;;;
MCO;2022;290004142;CLINIQUE DU GRAND LARGE;290022508;13;4745;613;4;2812;35;12775;1356;57;3264;;;0;0;0;48;17520;1969;61;6076;11;2514;;;161;10;3846;;0;;;21;6360;;;161;;;;;;;;;;;;;;;;;;;
MCO;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;459;154723;21587;1276;153111;201;71734;10071;1109;53131;;;0;0;0;660;226457;31658;2385;206242;49;8392;;;14052;16;3280;;0;;;65;11672;;;14052;1;1;1;1;1;0;1;1;0;80;150;;;;;;;;
MCO;2022;290004365;CHU BREST SITE GUILERS;290000017;10;3650;197;2;3002;;;0;0;0;;;0;0;0;10;3650;197;2;3002;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290005131;UNITE DIALYSE PLOURIN-LES-MORLAIX AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4225;;0;;0;;;;0;;;4225;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290005172;UNITE DIALYSE BREST HERMITAGE AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4252;;0;;0;;;;0;;;4252;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290005230;UNITE DIALYSE DOUARNENEZ AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;3810;;0;;0;;;;0;;;3810;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;6408;;0;;0;;;;0;;;6408;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9829;;0;;0;;;;0;;;9829;0;0;0;0;0;0;0;0;0;;;;;;;;;;
