BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2022;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;30;10205;25;22;0;;0;12;0;;3;3;0;;0;;7;;;;;;1;1;
USLD;2022;350005021;POLE GERIATRIQUE RENNAIS;440042844;60;16553;37;32;0;0;6;0;0;11;8;4;0;0;0;0;12;0;0;0;4;0;3;0;0
USLD;2022;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;120;31710;57;55;;;;;;;;;;;;;;;;;;;;;
USLD;2022;350013629;USLD LA BRIANTAIS CH ST MALO;350000022;83;26268;61;55;0;0;18;3;18;0;2;4;1;0;0;0;15;;;;;;4;0;0
USLD;2022;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;53;15955;29;29;;;7;;16;;;;;;;;3;;;;;;2;;
USLD;2022;350032280;RESIDENCE DU TERTRE DE JOUE;350000246;80;27940;57;34;1;;;11;;;;;;18;;;16;;;;;;3;;
USLD;2022;360000160;CH DU BLANC;360000053;30;10008;24;21;;;7;;;;7;;;;;;11;;;;;;5;;
USLD;2022;360000202;CH CHATILLON SUR INDRE;360000103;31;8783;43;28;0;8;0;0;0;0;14;2;;;;;15;0;0;0;0;0;9;0;0
USLD;2022;360004618;CH ISSOUDUN - SITE LES ARCADES;360000046;30;5108;4;4;;;;;;;;3;;;;;;;;;1;;4;12;
USLD;2022;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;81;25626;80;51;;;;;;;;;;;;;;;;8;;;31;;
USLD;2022;370000531;CH DU CHINONAIS;370000606;124;41297;54;44;;;;1;;;26;;;;;;10;0;0;0;7;0;6;1;0
USLD;2022;370102659;SERVICE USLD PSY BATIMENT LE CEDRE;370013054;80;29243;14;8;;;;;;;;;;7;;;7;;;;;;2;3;
USLD;2022;380000026;CH FABRICE MARCHIOL LA MURE;380780031;30;10456;23;20;;;13;2;;;5;;;;;4;;;;;;;;;
USLD;2022;380000075;CH DE TULLINS SITE PERRET;380780098;45;16135;31;30;;;;10;;;11;1;;;;;9;;;;;;;;
USLD;2022;380000109;CH DE SAINT LAURENT DU PONT;380780213;76;21823;22;28;;;;11;;;3;1;;;;;7;;;;;;10;;
USLD;2022;380000356;CH DE LA TOUR DU PIN;380782698;70;24275;64;43;;2;;20;;12;;8;;;;;19;;;9;6;;10;2;
USLD;2022;380020388;MEDECINE POLYVALENTE COUBLEVIE - CHU38;380780080;30;9380;37;22;;;;;;;;;;;;;;;;;;;;;
USLD;2022;380782722;HOPITAL SUD - CHU38;380780080;165;47435;65;68;;;27;;1;;13;3;;;1;0;20;;;;;;3;;
USLD;2022;380785840;USLD JEAN MOULIN DU CH DE BOURGOIN;380780049;38;12232;45;29;;;7;6;;;;;;;;;32;;;;;;;;
USLD;2022;380798520;USLD DELPHINE NEYRET CH BOURGOIN;380780049;47;14958;48;34;;;21;5;;;;8;;;;;14;;;;;;;;
USLD;2022;380802512;USLD M.PHILIBERT SAINT MARTIN D'HERES;380793265;45;16108;17;16;;;;5;;;;;;;;;12;;;;;;;;
USLD;2022;390000040;CH LONS;390780146;81;26660;46;44;0;0;0;1;3;0;31;4;0;1;0;0;6;;0;;;;3;0;0
USLD;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;30;10368;11;11;0;0;2;0;4;0;4;0;0;0;0;0;1;;;;;;;;
USLD;2022;390784833;EHPAD USLD ARMAND TRUCHOT CH DOLE;390780609;32;11512;21;21;;;2;;;;18;1;;;;;;0;0;0;4;0;;;
USLD;2022;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;40;14204;44;20;1;;5;;;;38;;;;;;;;;;;;3;;3
USLD;2022;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;150;53917;59;54;;;;6;;;42;;;;;;11;;;;62;5;10;;
USLD;2022;400006607;USLD DE MORCENX;400011177;30;10086;21;21;0;0;0;8;0;6;0;4;0;0;0;0;3;0;0;0;1;0;5;0;0
USLD;2022;400780250;CENTRE DE NOUVIELLE - SSR-MPR;400011177;40;20625;34;52;0;0;7;0;6;0;17;0;0;0;1;0;3;;;;;;8;2;
USLD;2022;400781043;USLD LE LANOT CH DE DAX;400780193;100;26770;81;70;0;0;23;0;4;0;30;2;0;0;0;0;21;0;0;7;5;0;7;1;0
USLD;2022;410000020;CH BLOIS SIMONE VEIL;410000087;100;33598;86;56;;;54;;;;6;;;;;;26;;;;;;;;
USLD;2022;410000046;CH ROMORANTIN-LANTHENAY;410000103;60;22117;29;13;11;;;;;;1;;;;3;;;;;;;;;6;
USLD;2022;420000234;CH DE FIRMINY;420780652;90;25550;63;48;2;;37;;;;27;1;;1;;;;;;;;;16;;
USLD;2022;420000275;CH DE SAINT BONNET LE CHATEAU;420780694;30;10364;22;13;;;;;;6;;13;;;;;3;;;;;;;;
USLD;2022;420780546;USLD SAINTE ELISABETH;420000168;30;10302;31;31;;0;;0;;5;;18;;0;;0;8;0;0;0;0;0;0;0;0
USLD;2022;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;160;57811;106;91;;;43;13;;;78;1;;;;;8;;;;15;;11;4;
USLD;2022;420784845;ANNEXE BONVERT CH ROANNE;420780033;90;27120;87;51;;;;;70;;;;;;;;9;;;;5;;;1;11
USLD;2022;420789067;USLD CH MAURICE ANDRÉ;420780710;50;17653;33;29;;;;5;;3;;7;;;;;18;;;;7;;;;
USLD;2022;430000117;CH EMILE ROUX LE PUY;430000018;55;19068;47;29;0;;18;;8;;6;2;0;1;2;;10;0;0;0;0;0;0;0;2
USLD;2022;430000190;CH DE BRIOUDE;430000034;20;7130;7;6;;;;;1;;5;;;;;;1;;;;1;;;;
USLD;2022;430000307;CH PIERRE GALLICE DE LANGEAC;430000067;40;13090;22;18;;;6;;;3;;5;;;;;8;;;10;2;;;;
USLD;2022;430000356;CH D' YSSINGEAUX;430000091;30;10694;18;17;;;;;;;;;;;;;;;;;;;;;
USLD;2022;430007419;SERVICE DE LONG SEJOUR;630786754;40;14463;8;2;;;;3;;;;2;1;;;;2;;;13;;;;;
USLD;2022;440000180;CHS EPSYLAN BLAIN;440000263;30;10747;8;4;;;;;;;;;6;;;;2;;;;;;3;;
USLD;2022;440000396;CH ERDRE ET LOIRE;440053643;30;9861;33;26;;;20;;;;12;;;;;;1;;;;;;5;;
USLD;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;15;7990;20;18;;;;;;;;;;;;;;;;3;14;;;;
USLD;2022;440000552;CH SEVRE ET LOIRE- LOROUX BOTTEREAU;440042141;28;6943;11;10;0;0;0;3;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0
USLD;2022;440000644;CH BEL AIR;440000347;30;10244;16;14;;;;;;;;;;;;;;;;;;;;;
USLD;2022;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;28;8055;7;10;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2022;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;42;14312;28;19;0;0;9;1;0;0;7;0;0;0;;0;11;0;0;0;0;0;8;1;0
USLD;2022;440001295;CH DE SAVENAY;440000859;39;13021;33;24;;;;16;;;12;;;;0;;5;;;;;;1;;
USLD;2022;440001964;CH PIERRE DELAROCHE;440003267;30;10067;13;9;;;;2;;1;5;3;;;;;2;;;;;;1;9;2
USLD;2022;440002939;USLD CHEVEUX BLANCS;440018620;37;11399;5;13;;;;;;;;;;;;;;;;;;;;;
USLD;2022;440007607;CH ST NAZAIRE HEINLEX;440000057;74;25175;56;51;0;;25;4;;;9;12;;;0;;10;0;0;1;1;0;7;2;
USLD;2022;440021202;USLD CH LVO MACHECOUL;850009010;30;9019;17;18;;;2;;;;;;8;;;;;2;4;;3;;;;1
USLD;2022;440032399;USLD HIC PAYS DE RETZ;440041531;28;9893;12;12;;;;;;;;;;;;;;;;;;;;;
USLD;2022;440050458;SSR BEAUSEJOUR CHU NANTES;440000289;10;1052;0;3;;;;;;;;;;;;;;;;;;;;;
USLD;2022;440050466;SSR PIRMIL CHU NANTES;440000289;158;40770;167;41;;;;;;;156;7;;;;;4;;;;;;;;
USLD;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;50;12400;26;22;;;7;;4;;;2;;;;;5;;;;6;;3;;
USLD;2022;450000070;CH PITHIVIERS;450000112;48;12910;18;20;;;1;;;;;;;;17;;;;;;;;;;
USLD;2022;450000336;CH SAINT JEAN DE BRIARE;450000179;40;11772;42;28;;;8;8;;;4;4;;;;;18;;;;;;;;
USLD;2022;450010442;CHR D'ORLEANS - SITE SARAN;450000088;160;63111;115;50;;;18;;2;;37;23;;;;;35;;;;;;;;
USLD;2022;450019799;CHAM - SITE LA CERISAIE;450000104;32;10714;20;13;;;3;;3;;7;;;;;;7;;;;6;;;;
USLD;2022;460000052;CH ST JACQUES ST CERE;460780091;50;17442;29;29;;;13;3;;;3;;1;;;;9;;;;25;;;;
USLD;2022;460785595;USLD CH CAHORS;460780216;60;15524;34;29;;;15;1;10;;;4;;1;;;2;;1;25;50;;1;2;
USLD;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;41;13837;35;25;0;;17;;7;;5;;0;;0;;6;0;0;0;11;0;1;2;0
USLD;2022;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;30;9695;12;13;;;;;;;7;;;;;;5;;;;;;;;
USLD;2022;470008780;USLD DE POMPEYRIE CH AGEN NERAC;470016171;36;12605;20;19;0;;4;;10;;4;;0;;0;;2;7;5;1;2;0;9;0;0
USLD;2022;470012931;USLD ALZHEIMER CHIC TONNEINS;470001660;27;9727;5;4;1;;;;1;;;;;;3;;;;;;;;;;
USLD;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;30;7699;22;15;;;5;;;;8;1;;;;;3;;;1;8;;1;;
USLD;2022;480000041;CH DE FLORAC TROIS RIVIERES;480780139;25;7030;17;5;;;9;3;;;3;;;;;;2;;;;;;3;1;
USLD;2022;480000074;CH LANGOGNE;480780162;30;10344;41;17;;;8;;;;;1;;;;;;;;;2;;;;
USLD;2022;490000353;CH DE LONGUE JUMELLES;490000411;30;8424;3;5;;;;1;;;1;2;;;;1;;;;;;;5;3;
USLD;2022;490000569;CH CNP SITE POUANCE;440000313;36;12924;22;17;;;;;;;;;;;;;;;;;;;;;
USLD;2022;490000635;CH DE CHOLET;490000676;34;12237;26;27;;;7;;4;;9;3;;;;;3;1;0;5;7;0;1;0;0
USLD;2022;490000650;CHI LYS HYROME-CHEMILLE;490007689;30;7530;17;4;;;;;;3;;1;;;;;13;;;3;;;10;;
USLD;2022;490008604;USLD CHR ANGERS ST NICOLAS;490000031;90;30872;48;39;0;;19;;5;;34;;0;;0;;0;;;;;;;;
USLD;2022;490531910;SSR LES CAPUCINS;490535093;60;21271;24;14;0;0;0;;0;5;;4;0;;0;;15;;;;;;;;
USLD;2022;500000021;CHAG - SITE AVRANCHES;500000054;70;23412;59;19;;;1;;1;;2;;;;;;7;;;;;;;;
USLD;2022;500000260;CHAG - SITE GRANVILLE;500000054;50;16651;64;20;;;2;;1;;6;;;;;;10;;;;;;2;1;
USLD;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;35;12775;26;20;1;;6;4;;;6;1;;;;;8;;;;;;4;;
USLD;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;60;19955;22;21;1;;8;4;1;3;;;;;;;5;;;;;;1;;
USLD;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;30;8450;30;21;1;0;4;3;0;0;1;11;;;;;10;0;0;5;3;0;0;0;0
USLD;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;30;9482;22;27;0;0;2;1;6;0;;9;0;0;;;4;0;0;1;13;0;;;
USLD;2022;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;30;7190;7;14;;;4;;;;3;;;;;;9;;20;;;;1;;
USLD;2022;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;510000029;120;27096;46;51;;;10;1;1;;19;8;;2;;;5;;;;;;3;;
USLD;2022;510024466;CENTRE HOSPITALIER DE FISMES;510000128;30;9224;21;9;;;;6;;;1;3;;;11;;;0;0;0;8;0;3;;
USLD;2022;520000019;C H DE BOURBONNE-LES-BAINS;520780024;32;11266;15;10;;;3;1;;;1;6;;;;;4;;;;9;;2;;1
USLD;2022;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;35;12733;17;13;0;0;0;1;0;1;4;2;0;0;0;0;8;0;0;0;0;0;2;0;1
USLD;2022;520782939;USLD DU CH DE CHAUMONT;520780032;40;13447;16;21;0;;4;;0;;7;;0;;0;;5;0;0;0;6;0;;;
USLD;2022;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;30;8052;14;12;;;5;;;;5;;;;;;4;;;;16;;;;
USLD;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;55;18921;44;35;;;9;;14;;13;;;;;8;;;15;;9;;1;;1
USLD;2022;530031384;USLD JARDIN D'ARCADIE;530000074;47;12733;9;8;0;0;2;0;0;0;4;0;0;0;0;0;3;0;0;0;2;0;0;0;0
USLD;2022;530032788;USLD CH HAUT ANJOU;530000025;56;20440;21;16;0;0;0;1;1;0;6;1;0;0;0;0;12;72;0;0;9;0;7;0;0
USLD;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;36;12165;26;19;0;0;4;3;8;4;1;1;0;1;0;1;3;0;0;0;128;0;2;1;0
USLD;2022;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;43;14857;34;30;;;16;1;;;;8;;;;;9;0;0;0;8;0;1;;
USLD;2022;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;20;6143;19;13;;;;7;;;3;1;;;;;8;;;;;;4;1;
USLD;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;30;10137;15;19;;;2;4;;;6;1;;;;;4;;;;;;2;;
USLD;2022;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;30;8743;28;22;;;;14;;2;10;;;;;;2;;;;;;1;2;
USLD;2022;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;60;15962;17;13;;;;;5;4;1;6;;;;;1;;;;;;;;
USLD;2022;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;56;11884;12;14;;1;;2;;;3;;;1;;;5;0;0;0;0;0;2;;
USLD;2022;540006459;CHRU NANCY - USLD ST JULIEN;540023264;34;9225;19;18;;;14;;7;;21;1;1;;;;;44;;;;;2;;
USLD;2022;540008364;USLD CH TOUL;540000049;36;12165;26;19;0;0;4;3;8;4;1;1;0;1;0;1;3;0;0;0;128;0;2;1;0
USLD;2022;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;30;7257;24;23;0;0;4;0;10;0;8;0;0;0;0;0;2;0;0;0;0;0;3;0;0
USLD;2022;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;72;24426;44;27;;;28;1;12;3;59;4;1;;;;2;110;;24;1;0;4;2;
USLD;2022;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;32;7535;20;17;;;11;;;;6;1;;;;;2;;;;;;;;
USLD;2022;550000251;CH BLD FV SITE FV;550003354;30;10914;6;6;;;;;;;;;4;;;;;;;;;;;;
USLD;2022;550000434;CH BLD FV SITE BLD;550003354;30;10117;24;20;0;0;4;2;4;0;9;2;2;0;1;0;0;0;2;6;9;0;2;0;0
USLD;2022;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;48;7717;19;21;;;3;;;;6;;;;;;;;;;;;;;
USLD;2022;560000127;CHBA SITE DE VANNES;560023210;60;20877;35;27;0;0;3;1;3;0;18;4;0;0;0;0;6;;;;;;;;
USLD;2022;560000200;CHBA SITE D'AURAY;560023210;30;10539;21;12;0;0;3;0;0;0;11;0;0;0;0;0;6;;;;;;;;
USLD;2022;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;45;14432;19;21;;;;;;;;;;;;;;;;;;;;;
USLD;2022;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;15;4834;12;6;;;2;;;;3;;;;;;7;;;;;;3;;
USLD;2022;560003980;GHBS - HOPITAL DE KERBERNES;560005746;40;11653;24;25;;;;;;;;;;;;;;;;;;;;;
USLD;2022;560010092;USLD UHR EPSM MORBIHAN;560002032;58;21005;16;16;;;;;;;;;;;;;;;;;;;;;
USLD;2022;560012122;LONG SEJOUR - CHS CAUDAN;560002677;50;17610;10;8;;;;1;;;;2;6;;;;1;;;25;;;;;
USLD;2022;560014219;CHCB SITE SSR PONTIVY;560014748;30;10213;19;18;;;;;;;;;;;;;;;;;;;;;
USLD;2022;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;30;10417;23;21;;;;;;;;;;;;;;;;;;;;;
USLD;2022;560027641;USLD CH JOSSELIN;560000077;60;18997;38;37;0;0;0;23;0;4;0;8;0;0;0;0;2;;;;;;;;
USLD;2022;570000109;NIDERVILLER - CRS SAINT LUC;570000034;45;15730;16;13;0;0;0;6;0;0;10;0;0;0;0;0;0;0;0;2;8;0;0;0;0
USLD;2022;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;30;9702;43;40;;;3;;5;;31;;;;1;;3;;;;;;;;
USLD;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;30;9550;29;19;;;6;;5;;9;;;;;;9;30;25;7;10;2;;;1
USLD;2022;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;30;8317;9;5;;;;3;;;4;;;1;;;1;;;;;;;1;
USLD;2022;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;30;9503;20;19;;;6;5;;;6;;;;;;3;;;;;;;;
USLD;2022;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;30;10784;23;23;;;10;1;;;9;1;;;;;2;;;;;;;;
USLD;2022;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;30;8305;24;21;;;16;;;;7;;;;1;;;;;;;;;;2
USLD;2022;570000893;CHS DE SARREGUEMINES;570000141;30;10128;15;14;;;;1;;;;;2;;;;12;;;;;;;;
USLD;2022;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;30;7965;25;14;;;;;11;;;;;;;;;;;;;;;;
USLD;2022;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;58;19110;32;29;;;;;3;1;20;;;;;;9;;;;;;2;;
USLD;2022;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;30;10603;21;21;;;3;1;4;;4;3;;;;;6;;;;;;;;
USLD;2022;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;30;8509;31;24;;;10;;3;;11;;;;;;6;;;;;;2;;
USLD;2022;570012369;CMS DE GORZE;570011387;30;9822;19;14;;;7;;3;;5;;;;;;4;;;;;;2;4;1
USLD;2022;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;60;14232;38;32;;;;;;;;29;;;;;9;;;;;;2;;1
USLD;2022;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;108;24968;50;49;;;22;;18;;20;6;;;;;2;;;;;;;;
USLD;2022;580972628;MOYEN SEJOUR PIGNELIN;580780039;12;3875;9;4;;;;;;;6;;;;;;3;;;;;;;;
USLD;2022;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;30;9627;20;5;;;;3;;5;2;1;;;;;9;;;6;;;4;;
USLD;2022;580972651;CH CHATEAU-CHINON;580780047;30;5663;21;10;;;8;3;;;;;;;10;;;;;;;;9;;
USLD;2022;580972677;CH COSNE COURS SUR LOIRE;580780088;30;7597;19;21;0;0;8;1;0;0;1;5;0;0;0;0;4;0;0;0;0;0;1;;
USLD;2022;580972685;CH DECIZE;580780096;30;10700;13;16;;;;;;;;;;;;;;;;;1;0;;;
USLD;2022;590000014;CH SOMAIN;590780052;30;9613;16;10;0;0;2;2;0;0;8;1;0;0;0;0;3;;;;;;0;0;0
USLD;2022;590000121;CH SECLIN;590780227;60;17905;33;34;0;0;0;0;10;0;14;1;0;0;0;0;8;;;;;;1;1;0
USLD;2022;590000428;CH CAMBRAI;590781605;58;17183;49;38;1;;16;;6;;19;3;1;;;;8;;;;;;12;3;
USLD;2022;590000451;CH HAUTMONT;590781647;40;13905;28;23;;;;4;;2;10;5;;;;;7;;;;;;2;;
USLD;2022;590000469;CH FOURMIES;590781662;30;7270;21;12;0;0;0;0;12;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1
USLD;2022;590000477;CH LE QUESNOY;590781670;40;14145;24;19;;;;;;;20;;;;;;4;;;;;;4;;
USLD;2022;590000527;CH AVESNES;590781795;30;9616;17;13;;;5;6;;;6;;;;;;;;;;;;2;;
USLD;2022;590000592;CH DENAIN;590782165;60;19016;25;19;;;;;4;;18;3;;;;;;;;;13;;5;;
USLD;2022;590001004;CH DOUAI DECHY;590783239;60;19400;40;34;;;3;5;;;22;1;;;;;9;;;;;;2;1;2
USLD;2022;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;60;15427;24;22;;;;8;;;14;;;;;0;2;;;;2;;;;
USLD;2022;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;90;29509;37;35;;;;;5;1;13;8;;;;;10;;;;;;1;3;
USLD;2022;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX;590782421;60;19460;43;18;;;;;;;;;;;;;;;;;;;;;
USLD;2022;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;120;26994;30;28;0;0;22;0;3;0;59;0;0;0;0;0;22;0;0;0;3;0;0;0;0
USLD;2022;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;60;11857;18;12;;;1;;;;11;;;;;;1;65;;10;10;12;;;
USLD;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;60;20686;29;31;;;;1;8;1;8;1;;1;;;1;2;2;0;10;0;1;;
USLD;2022;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;60;20195;55;39;;;;;;;;;;;;;;;;;;;;;
USLD;2022;590812749;USLD CH VALENCIENNES;590782215;90;29079;64;43;;;2;13;5;;7;3;3;;;;23;2;1;12;7;0;3;2;0
USLD;2022;600000020;HL CRÉPY-EN-VALOIS;600100085;30;9323;24;15;;;;;;;;;;;;;;;;;;;;;
USLD;2022;600000046;CH PONT-SAINTE-MAXENCE;600100127;30;10260;26;21;;;;;;;18;3;;;;;5;;;;;;2;;
USLD;2022;600000053;CH GHPSO SENLIS;600101984;73;24631;51;38;;;6;3;;;15;1;;;;;26;;485;;;;19;;
USLD;2022;600000152;CH CHAUMONT-EN-VEXIN;600100572;86;30482;31;25;0;0;7;0;0;0;14;4;0;0;0;0;6;110;0;3;2;0;4;4;0
USLD;2022;600000186;CH CLERMONT;600100648;88;29231;73;65;;;1;2;;;21;24;;2;;;2;;;;;;3;1;
USLD;2022;600000285;CH CHICN NOYON;600100721;47;15300;19;18;0;;0;;2;;8;;0;;0;;9;;;;;;2;;
USLD;2022;600001184;USLD HL GRANDVILLIERS;600108948;31;10386;20;16;;0;;8;;0;;4;;0;;0;8;;;;;;;1;
USLD;2022;600100101;CH AP-HP LIANCOURT;750712184;96;31796;59;28;;;2;;;;55;2;;;;;;;;;;;;;
USLD;2022;600105381;USLD CONDÉ CHANTILLY;600106611;51;18246;28;23;;;;2;;;7;14;;;;;5;;;;;;2;1;
USLD;2022;600107494;USLD CH BEAUVAIS;600100713;100;35489;29;25;0;;4;;1;;21;;1;;2;;;0;0;0;10;0;3;0;0
USLD;2022;600107668;USLD CHICN COMPIÈGNE;600100721;73;24963;30;24;;;;;4;1;1;;;;;;24;;;;;;4;;
USLD;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;30;8878;18;14;0;0;0;2;2;0;5;3;0;0;0;0;6;30;0;0;2;0;4;0;0
USLD;2022;610784050;USLD  LES PASTELS  - CH ALENCON;610780082;110;36684;41;34;2;;7;4;;;21;1;;;;;7;;3;5;;;2;;
USLD;2022;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;30;9891;23;19;;;;5;;;16;;;;;;2;0;0;0;0;0;0;0;0
USLD;2022;620000224;CH BETHUNE;620100651;60;18245;62;40;1;;19;;6;;38;;;;;1;31;;;;;;;;
USLD;2022;620000240;CH HENIN BEAUMONT;620100677;60;18880;57;49;0;0;;16;16;;11;5;;;;;18;;;;;;0;0;0
USLD;2022;620000323;CH CALAIS;620101337;30;10512;23;24;;;6;;1;;6;;;;;;10;;;;5;;;;
USLD;2022;620000349;CH REGION DE ST OMER;620101360;80;23923;56;41;1;;10;;12;;19;2;;;;;12;;;;24;;;;
USLD;2022;620000653;CH BOULOGNE-SUR-MER;620103440;60;19205;32;32;;;;;;4;;16;;;;;2;;911;;655;;1;0;1
USLD;2022;620003350;HOPITAL DE RIAUMONT;620001834;88;24391;59;54;1;0;3;7;9;7;25;1;0;1;0;0;12;;;;;;3;3;0
USLD;2022;620106625;MAISON SLD LA MANAIE AUCHEL;750050759;40;8581;4;6;;;;;;;4;;;;;;;0;0;0;2;0;1;;
USLD;2022;620108357;USLD LES OPALINES - CHAM;620103432;25;7070;21;16;;;;;;;;;;;;;;;;;;;;;
USLD;2022;620111195;USLD CH ARRAS;620100057;110;37932;101;87;;;8;3;10;;37;;2;;;;6;;;18;41;;8;;
USLD;2022;630000016;CH DU MONT DORE;630180032;30;10604;14;9;0;0;11;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;4;0;0
USLD;2022;630000412;CH D'AMBERT;630780997;40;13431;38;15;;;;;;;;;;;;;;;;;;;;;
USLD;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;20;6361;15;10;0;0;2;3;5;0;0;0;0;0;0;0;3;1;0;0;8;0;4;0;0
USLD;2022;630000446;CH DE THIERS;630781029;30;9245;22;21;0;;0;;3;;4;;0;;0;;15;;;;;;;;
USLD;2022;630000560;CH BILLOM;630781367;66;23176;63;50;0;0;4;3;0;0;29;0;0;3;0;0;24;0;0;0;;0;9;0;0
USLD;2022;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;30;7440;17;11;;;9;;2;1;;;;;;;5;;;;;;;;
USLD;2022;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;110;33501;25;48;;;5;2;3;;11;2;;;;;2;;21;;11;;7;;2
USLD;2022;630790384;CENTRE DE LONG SEJOUR;630786754;44;12805;3;8;0;;0;;0;;0;;3;;0;;;0;0;0;4;0;15;0;0
USLD;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;96;28453;50;53;;;9;3;7;0;8;5;;;;;4;;;;;;1;;2
USLD;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;55;17599;33;35;0;0;9;0;5;0;15;0;0;0;0;0;4;0;23;0;0;0;0;0;0
USLD;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;37;12475;26;18;0;0;25;5;0;0;11;0;0;2;0;0;2;0;3;0;14;0;0;0;0
USLD;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;80;27820;79;62;;;21;;;;31;6;;;;;8;143;;4;13;;2;2;
USLD;2022;640003836;USLD CLOS DE L'OUSSE;640791976;0;999;0;0;;;;5;;;;4;;1;;;3;;;;;;;;
