BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1120;3;1;1;2;0;0;0;0;4;1.9;0;3;0.83;0;0.62;1.45;7;5.9;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1130;1;3;0;0;0;0;0;0;1;3;0;3;0;0;0.35;0.65;4;4;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;1;5;3;5;0;0;0;0;1.91;7.58;0;4.67;1.31;0;0.84;2.67;14;9.49;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1150;2;4;0;0;0;0;0;0;2;3.91;0;3.08;0.84;0;0.33;1.66;6;5.91;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1160;3;6;5;1;0;0;0;0;7.07;7.02;0;0.64;2.86;0;10.03;0.56;15;14.09;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1170;1;2;0;0;0;0;0;0;1.8;2;0;3;0.8;0;0;0;3;3.8;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1180;3;1;0;0;0;0;0;0;2.9;1;0;3.9;0;0;0;0;4;3.9;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1190;2;2;0;0;0;0;0;0;2;2;0;3;0;0;0.5;0.5;4;4;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1200;0;2;0;0;0;0;0;0;0;1.03;0;0;0;0;0.21;0.82;2;1.03;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1320;3;3;0;0;0;0;0;0;3.21;2.78;0;3.78;0.83;0;0.58;0.8;6;5.99;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1330;2;2;1;0;0;0;0;0;2.6;2;0;4.1;0;0;0.33;0.17;5;4.6;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1340;3;5;4;4;0;0;0;0;5.7;5.98;0;4.23;0.5;0;2.73;4.22;16;11.68;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2010;3;1;0;0;0;0;0;0;3;1.02;0;3;0;0;0;1.02;4;4.02;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2030;3;1;0;0;0;0;0;0;3.37;1;0;2.37;1;0;0.34;0.66;4;4.37;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2050;1;7;0;2;0;0;0;0;1.63;8.36;0;6.42;1.56;0;1.04;0.97;10;9.99;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2070;0;3;0;1;0;0;0;0;0.07;4.67;0;2.26;0.84;0;0.71;0.93;4;4.74;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2080;2;3;0;1;0;0;0;0;2.16;2.72;0;2.36;1;0;0;1.52;6;4.88;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2100;3;0;0;0;0;0;0;0;3.05;0;0;3;0;0;0.01;0.04;3;3.05;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2130;3;0;0;0;0;0;0;0;2.19;0.01;0;1;0.83;0;0.02;0.35;3;2.2;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3011;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;3;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3012;2;2;0;2;0;0;0;0;2;3.74;0;2.94;0;0;2.34;0.46;6;5.74;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3030;0;0;1;2;0;0;1;0;0.9;0.8;0;1.7;0;0;0;0;3;1.7;1
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3040;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3050;4;7;0;0;0;0;0;0;3.66;6.25;0;6;2.81;0;0;1.1;11;9.91;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3060;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;2;2;0
Q20;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M3070;3;2;0;2;0;0;0;0;2.6;4.14;0;6.65;0;0;0;0.09;7;6.74;0
Q20;2022;330000605;;330781253;M9999;77;102;19;32;0;0;6;6;90.75;114.56;0;119.64;26.66;0;26.06;32.95;230;205.31;12
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1010;4;1;0;0;0;0;0;0;2.96;0.5;0;1;0;0;2.46;0;5;3.46;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1040;0;0;2;1;0;0;0;0;0.2;0.1;0;0;0;0;0.3;0;3;0.3;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1050;0;2;0;0;0;0;0;0;0.3;1;0;0;1;0;0.3;0;2;1.3;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1160;1;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0.01;0;1;0.01;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1320;1;2;0;0;0;0;0;0;1;2;0;3;0;0;0;0;3;3;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M3030;0;0;0;2;0;0;0;0;0;0.03;0;0;0;0;0.03;0;2;0.03;0
Q20;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M3050;0;2;1;0;0;0;0;0;0.17;1.84;0;1.84;0;0;0;0.17;3;2.01;0
Q20;2022;330000613;;330781261;M9999;6;7;3;3;0;0;0;0;4.64;5.47;0;5.84;1;0;3.1;0.17;19;10.11;0
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M1010;1;5;1;3;;;;;1.5;6.72;;1.25;;;1;5.97;10;8.22;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M1040;0;0;0;1;;;;;;0.18;;;;;;0.18;1;0.18;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M1120;1;0;0;0;;;;;0.33;;;;;;;0.33;1;0.33;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M3011;0;0;0;1;;;;;;0.5;;;;;0.5;;1;0.5;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M3020;39;56;6;22;;;;;41.43;66.87;3.5;75.79;17.78;2.28;0.4;8.55;123;108.3;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M3040;0;1;0;0;;;;;;1;;1;;;;;1;1;
Q20;2022;330000639;CH CHARLES PERRENS;330781287;M3050;1;5;0;0;;;;;0.34;5;;3.84;1;;;0.5;6;5.34;
Q20;2022;330000639;;330781287;M9999;42;67;7;27;;;;;43.6;80.27;3.5;81.88;18.78;2.28;1.9;15.53;143;123.87;
Q20;2022;330000647;CH DE CADILLAC;330781295;M1010;2;1;1;2;;;;;2.15;1.93;;2;;;0.25;1.83;6;4.08;
Q20;2022;330000647;CH DE CADILLAC;330781295;M1030;;;3;1;;;;;1.6;0.6;;;;;0.4;1.8;4;2.2;
Q20;2022;330000647;CH DE CADILLAC;330781295;M3020;19;23;5;16;;;;;20.61;35.07;;45.46;3.33;;;6.89;63;55.68;
Q20;2022;330000647;CH DE CADILLAC;330781295;M3030;;;;1;;;;;;0.5;;;;;;0.5;1;0.5;
Q20;2022;330000647;CH DE CADILLAC;330781295;M3040;;0;1;;;;;;0.5;0.26;;0.15;;;;0.61;1;0.76;
Q20;2022;330000647;CH DE CADILLAC;330781295;M3050;;3;;;;;;;0.01;2.88;;1.98;;;;0.91;3;2.89;
Q20;2022;330000647;;330781295;M9999;21;27;10;20;;;;;24.87;41.24;;49.59;3.33;;0.65;12.54;78;66.11;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1010;2;1;1;3;;;;;2.6;3.93;;;;;;;7;6.53;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1020;6;9;1;4;;;;;5.78;9.67;;;;;;;20;15.45;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1030;4;1;1;4;;;;;4.8;4.6;;;;;;;10;9.4;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1040;;;;1;;;;;;0.33;;;;;;;1;0.33;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1090;1;2;1;;;;;;1.87;2;;;;;;;4;3.87;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1100;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1130;8;10;1;3;;;;;6.08;12.43;;;;;;;22;18.51;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1150;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1160;6;7;3;7;;;;;6.83;6.58;;;;;;;23;13.41;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1170;3;3;;3;;;;;3;5.4;;;;;;;9;8.4;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1200;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1210;3;;;;;;;;3;0.17;;;;;;;3;3.17;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M1330;2;1;;;;;;;1.5;1;;;;;;;3;2.5;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2010;;3;;1;;;;;;3.89;;;;;;;4;3.89;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2040;;1;2;;;;;;0.42;0.96;;;;;;;3;1.38;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2050;2;4;;1;;;;;2;5.61;;;;;;;7;7.61;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2080;;;1;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2100;;;4;;;;;;0.43;;;;;;;;4;0.43;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M2120;2;;;;;;;;1.5;;;;;;;;2;1.5;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M3011;1;1;;1;;;;;1;1.9;;;;;;;3;2.9;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M3012;1;;;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M3020;;;;1;;;;;;0.2;;;;;;;1;0.2;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M3040;;3;1;;;;;;0.42;2.5;;;;;;;4;2.92;
Q20;2022;330000662;INSTITUT BERGONIE;330781329;M3050;3;9;1;3;;;;;2.38;11.23;;;;;;;16;13.61;
Q20;2022;330000662;;330781329;M9999;46;56;17;32;;;;;46.61;73.4;;;;;;;151;120.01;
Q20;2022;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;M1010;;;2;;;;;;0.18;;;;;;;;2;0.18;
Q20;2022;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;M3020;;;2;10;;;;;1.2;3.7;;;;;;;12;4.9;
Q20;2022;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;M3040;;;;1;;;;;;0.4;;;;;;;1;0.4;
Q20;2022;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;M3050;;;;1;;;;;;0.4;;;;;;;1;0.4;
Q20;2022;330000779;;330000779;M9999;;;4;12;;;;;1.38;4.5;;;;;;;16;5.88;
Q20;2022;330005182;USLD DU CENTRE DE SOINS PODENSAC;330792862;M1010;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;330005182;USLD DU CENTRE DE SOINS PODENSAC;330792862;M3050;;;;1;;;;;;0.51;;0.51;;;;;1;0.51;
Q20;2022;330005182;;330792862;M9999;1;;;1;;;;;1;0.51;;1.51;;;;;2;1.51;
Q20;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;M1110;0;0;0;0;2;3;;;0;0;;;;;;;0;0;5
Q20;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;M3050;;;;1;;;;;;0.8;;;;;;;1;0.8;
Q20;2022;330007410;;330007386;M9999;0;0;0;1;2;3;;1;0;0.8;;;;;;;1;0.8;6
Q20;2022;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;M1110;;;;;;;4;3;;;;;;;;;;;7
Q20;2022;330017989;;330000134;M9999;;;;;;;4;3;;;;;;;;;;;7
Q20;2022;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;M1010;;;;3;;;;;;1.8;;;;;;;3;1.8;
Q20;2022;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;M1040;;;3;2;;;;;2.5;1.5;;;;;;;5;4;
Q20;2022;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;M1150;2;;;2;;;;;1.9;1.4;;;;;;;4;3.3;
Q20;2022;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;M3040;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2022;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;M3050;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330024928;;330050899;M9999;3;;4;7;;;;;5.5;4.7;;;;;;;14;10.2;
Q20;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M1010;0;2;1;0;;;;;1.07;2.87;;;;;;;3;3.94;
Q20;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M1140;0;0;1;0;;;;;0.25;0;;;;;;;1;0.25;
Q20;2022;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1;0;0;0;;;;;1;0;;;;;;;1;1;
Q20;2022;330025958;;330025859;M9999;1;2;2;0;;;;;2.32;2.87;;;;;;;5;5.19;
Q20;2022;330057654;KORIAN LES FLOTS;310024732;M1010;1;;3;5;;;;;1.77;1.54;;;;;;;9;3.31;
Q20;2022;330057654;KORIAN LES FLOTS;310024732;M1070;;;;1;;;;;;0.55;;;;;;;1;0.55;
Q20;2022;330057654;KORIAN LES FLOTS;310024732;M1320;;;1;3;;;;;0.76;2.3;;;;;;;4;3.06;
Q20;2022;330057654;KORIAN LES FLOTS;310024732;M3050;;3;;;;;;;;0.87;;;;;;;3;0.87;
Q20;2022;330057654;;310024732;M9999;1;3;4;9;;;;;2.53;5.26;;;;;;;17;7.79;
Q20;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M1340;0;0;0;0;0;0;0;0;0.72;0.94;0;0.98;0;0;0.28;0.4;0;1.66;0
Q20;2022;330058355;;330781253;M9999;0;0;0;0;0;0;0;0;0.72;0.94;0;0.98;0;0;0.28;0.4;0;1.66;0
Q20;2022;330058504;CENTRE DE PSYCHIATRIE AMBULATOIRE-CPAC;330059825;M3020;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330058504;;330059825;M9999;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330058603;ESAP LA RENCONTRE;240000265;M3020;0;2;2;7;;;;;2;9;;;;;;;11;11;
Q20;2022;330058603;;240000265;M9999;0;2;2;7;;;;;2;9;;;;;;;11;11;
Q20;2022;330059106;SSR LE HILLOT;330781386;M1040;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2022;330059106;SSR LE HILLOT;330781386;M1150;;;;1;;;;;;0.3;;;;;;;1;0.3;
Q20;2022;330059106;SSR LE HILLOT;330781386;M1180;;1;;0;;;;;;0.6;;;;;;;1;0.6;
Q20;2022;330059106;;330781386;M9999;;1;;2;;;;;;1.4;;;;;;;3;1.4;
Q20;2022;330060351;TIVOLI ONCOLOGIE;330059619;M1130;;;;;;2;;;;;;;;;;;;;2
Q20;2022;330060351;TIVOLI ONCOLOGIE;330059619;M1170;;;;;1;3;;;;;;;;;;;;;4
Q20;2022;330060351;;330059619;M9999;;;;;1;5;;;;;;;;;;;;;6
Q20;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;M1010;;1;;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;M1130;;2;;;;1;;;1.58;;;;;;;;2;1.58;1
Q20;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;M1170;1;;;;3;2;;;0.17;;;;;;;;1;0.17;5
Q20;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;M1320;;;;;;1;;;;;;;;;;;;;1
Q20;2022;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;M1330;;;;;1;;;;;;;;;;;;;;1
Q20;2022;330060385;;330804097;M9999;1;3;;;4;4;;;2.25;;;;;;;;4;2.25;8
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M1020;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M1030;;;;;1;2;1;;;;;;;;;;;;4
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M1090;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2010;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2020;;;;;2;;1;;;;;;;;;;;;3
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2030;;;;;3;;2;;;;;;;;;;;;5
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2070;;;;;;;5;;;;;;;;;;;;5
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2100;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M2130;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M3011;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;330060658;;330060641;M9999;;1;;;6;2;20;6;;1;;;;;;;1;1;34
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1010;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1020;;;;;;;1;5;;;;;;;;;;;6
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1030;;;;;;;3;8;;;;;;;;;;;11
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1040;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1050;;;;;;;1;7;;;;;;;;;;;8
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1140;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1150;;;;;;;1;3;;;;;;;;;;;4
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1160;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1200;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1320;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2010;;;;;;;3;;;;;;;;;;;;3
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2020;;;;;;;5;1;;;;;;;;;;;6
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2030;;;;;;;4;;;;;;;;;;;;4
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2040;;;;;;;17;4;;;;;;;;;;;21
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2060;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2070;;;;;;;28;13;;;;;;;;;;;41
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2080;;;;;;;5;;;;;;;;;;;;5
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M2100;;;;;;;7;1;;;;;;;;;;;8
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M3020;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M3030;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780040;;330000027;M9999;;;;;;;82;49;;;;;;;;;;;131
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1020;;;;;;;1;8;;;;;;;;;;;9
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1030;;;;;12;1;;;;;;;;;;;;;13
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1040;;;;;14;2;2;1;;;;;;;;;;;19
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1070;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1090;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1110;;;;;;;5;1;;;;;;;;;;;6
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1150;;;;;;;2;4;;;;;;;;;;;6
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1160;;;;;;;5;2;;;;;;;;;;;7
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1180;;;;;2;1;;;;;;;;;;;;;3
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1210;;;;;;;2;2;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2070;;;;;;;2;2;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2080;;;;;;1;3;;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2100;;;;;2;1;6;;;;;;;;;;;;9
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2120;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2130;;;;;;;2;2;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M2140;;;;;8;;;;;;;;;;;;;;8
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M3011;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M3040;;;1;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M3050;;2;;;;;;;;2;;;;;;;2;2;
Q20;2022;330780081;;330000043;M9999;;2;1;;38;6;44;25;0.5;2;;;;;;;3;2.5;113
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1010;;1;;1;;;1;3;;1.5;;;;;;;2;1.5;4
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1030;;;;;7;2;;;;;;;;;;;;;9
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1040;;;;;2;4;1;;;;;;;;;;;;7
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1090;;;;;1;1;7;2;;;;;;;;;;;11
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1130;;;;;;2;;;;;;;;;;;;;2
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1170;;;;;1;3;;;;;;;;;;;;;4
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1190;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2020;;;;;;;6;;;;;;;;;;;;6
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2030;;;;;2;;5;1;;;;;;;;;;;8
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2040;;;;;;;7;1;;;;;;;;;;;8
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2050;;;;;5;1;1;5;;;;;;;;;;;12
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2070;;;;;3;;1;;;;;;;;;;;;4
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2080;;;;;;1;4;1;;;;;;;;;;;6
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2100;;;;;;;3;2;;;;;;;;;;;5
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2120;;;;;3;;4;1;;;;;;;;;;;8
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M2130;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M3050;;2;;;;;;;;2;;;;;;;2;2;
Q20;2022;330780115;;330000076;M9999;;3;;1;24;14;42;19;;3.5;;;;;;;4;3.5;99
