BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;GARDED;ASTDED
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;M1140;1.26;;0;0;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;M2050;0.65;;1;0;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;MIVG;0.03;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2200;2.65;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2340;3.91;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2530;20.66;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2800;24.45;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N280H;24.45;;;;;
PERINAT_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;NAUT;22.06;;;;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M1030;1;;0;1;;0
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M1140;1;;0;1;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M2050;1;;0;1;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2530;6;;;;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2800;6;;;;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N280H;6;;;;;
PERINAT_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;NAUT;3;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1030;;;1;0;0;0
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1140;0.11;;0;0;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M2050;5.75;;1;0;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MAUT;0.51;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2200;2.83;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2340;6.66;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2530;19.61;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2700;0.58;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2800;18.78;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N280H;18.78;;;;;
PERINAT_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NAUT;14.36;;;;;
PERINAT_P;2022;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;M1030;;2;0;1;0;0
PERINAT_P;2022;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;M1140;;2;0;1;;
PERINAT_P;2022;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;M2050;;3;0;1;;
PERINAT_P;2022;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;MIVG;;1;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;M1140;0.47;0;0;1;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;M2050;;;1;0;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;MIVG;0.1;;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N2200;1.22;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N2340;0.93;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N2530;14.5;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N2700;0.4;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N2800;26.6;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;N280H;26.6;0;;;;
PERINAT_P;2022;300000023;CH ALES CEVENNES;300780046;NAUT;24.2;0;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M1030;0;0;1;0;0;0
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M1140;0.68;0;0;1;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M2050;0;0;0;1;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2200;0.95;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2340;1.7;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2530;12.25;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2700;0.5;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2800;11.68;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N280H;8.37;;;;;
PERINAT_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;11.54;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M1030;;;1;0;1;0
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M1140;18.76;;1;0;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M2050;14.81;4;1;1;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;MAUT;2.35;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;MIVG;1.93;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2200;23.25;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2340;48.99;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2530;25.4;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2700;1;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2800;39.29;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N280H;18.64;;;;;
PERINAT_P;2022;300782117;CHU NIMES CAREMEAU;300780038;NAUT;59.55;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M1140;4.04;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M2050;0.02;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2200;5.24;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2340;9.57;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2530;22.17;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2700;0.1;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2800;33.6;;;;;
PERINAT_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;NAUT;2.07;;;;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1140;2;;;;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M2050;2.69;;;1;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2530;10.99;;;;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2800;13.55;;;;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N280H;13.55;;;;;
PERINAT_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;5.05;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1030;;;1;1;1;1
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1140;3.18;;1;1;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M2050;15.94;;1;1;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2200;20.54;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2340;11.97;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2530;61.7;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2700;1.77;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2800;119.65;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N280H;38.37;;;;;
PERINAT_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;NAUT;110.75;;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1030;;4;1;1;1;1
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M1140;;9;0;1;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;M2050;;14;1;1;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MAUT;;1;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MIVG;;14;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2200;2;;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2340;14.7;;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2530;19.9;;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2700;;1;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;N2800;34.17;4;;;;
PERINAT_P;2022;310026083;CL RIVE GAUCHE TOULOUSE;310026075;NAUT;;1;;;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1030;;6;1;0;1;0
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M1140;;6;0;1;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M2050;;10;1;0;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;MIVG;;10;;;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2340;4.7;;;;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2530;13.2;;;;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2800;17.41;;;;;
PERINAT_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N280H;17.41;;;;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;M1030;;18;1;1;0;0
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;M1140;0;5;0;1;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;M2050;;6;0;1;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;MIVG;;1;;;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2340;5.58;;;;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2530;13.54;;;;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2800;12.44;;;;;
PERINAT_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;NAUT;0.9;;;;;
PERINAT_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1030;;;1;0;0;0
PERINAT_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;M1140;;8;0;1;;
PERINAT_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;M2050;;10;0;1;;
PERINAT_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2340;21.54;;;;;
PERINAT_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2800;17.38;;;;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1030;;;1;1;1;0
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M1140;6.09;;1;1;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M2050;6.01;;1;0;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2340;7.47;;;;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2530;23.57;;;;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2800;37.75;;;;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N280H;37.75;;;;;
PERINAT_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;NAUT;1.22;;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;M1030;;10;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;M1140;;3;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;M2050;;3;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;MAUT;;2;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;MIVG;;3;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2200;1.2;;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2340;1;;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2530;6.55;;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2800;6.76;;;;;
PERINAT_P;2022;310781505;CL D'OCCITANIE MURET;310000492;NAUT;2.85;;;;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M1140;0;;1;1;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M2050;3.54;;1;1;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;MAUT;4.95;;;;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;MIVG;0.1;;;;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2530;12.08;;;;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2800;15.23;;;;;
PERINAT_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;14.58;;;;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;M1030;;;1;0;1;0
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;M1140;5.06;;;1;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;M2050;18.18;;1;0;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2530;23.96;;;;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2700;1;;;;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2800;49.59;;;;;
PERINAT_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;17.98;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1030;;;1;0;0;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1140;;;0;1;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M2050;6.01;;0;1;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;MAUT;3.82;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;MIVG;0.3;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2200;0.56;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2340;0.4;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2530;11.43;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2700;0.56;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2800;20.48;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N280H;17.98;;;;;
PERINAT_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;8.52;;;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;M1030;;;1;;0;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;M2050;3.79;;1;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;MIVG;0.16;;;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2700;0.1;;;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2800;6.52;;;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N280H;6.02;;;;;
PERINAT_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;NAUT;5.21;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1030;0.25;;;1;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1140;1.35;;;1;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M2050;1.27;;0;1;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MIVG;0.1;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2530;6.62;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2700;0.3;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2800;11.7;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N280H;5.85;;;;;
PERINAT_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;10.89;;;;;
PERINAT_P;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;M1140;0.2;;0;0;;
PERINAT_P;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;M2050;0.5;;0;0;;
PERINAT_P;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N2800;1.05;;;;;
PERINAT_P;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;NAUT;0.51;;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;1;0;1;0;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M2050;5.11;0;1;0;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;MIVG;0.1;0;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2200;4.72;;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2340;12.49;;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2530;15.06;;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2800;29.74;;;;;
PERINAT_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;22.88;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1030;;13;0;0;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1140;;5;0;1;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2050;;8;1;0;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2200;1.29;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2530;12.76;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2700;0.75;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2800;19.79;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N280H;9.33;;;;;
PERINAT_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NAUT;9.76;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1030;;;1;;1;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1140;;;0;1;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2050;;;1;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2200;12.16;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2340;4.71;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2530;33.21;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2700;0.64;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2800;22.06;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N280H;13.2;;;;;
PERINAT_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NAUT;1.7;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1140;0.7;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2050;1;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2530;3.59;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2800;5.85;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N280H;1;;;;;
PERINAT_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NAUT;0.97;;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1140;0;2;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M2050;;3;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;MIVG;;3;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2530;6;;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2800;11;;;;;
PERINAT_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;NAUT;2;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1030;;;1;1;1;1
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;1.1;;1;1;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M2050;23;;1;1;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MIVG;3.7;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2200;82.04;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2340;138.48;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2530;175.68;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2700;3.71;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2800;137.67;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N280H;41.26;;;;;
PERINAT_P;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;157.28;;;;;
PERINAT_P;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1030;;;1;0;0;0
PERINAT_P;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1140;;4;1;0;;
PERINAT_P;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M2050;;;;1;;
PERINAT_P;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;N2200;19.8;;;;;
PERINAT_P;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;N2800;12.8;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;M1030;0.5;;1;;0;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;M1140;2.07;;1;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;M2050;6.67;;1;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;MAUT;0.27;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;MIVG;0.88;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;N2200;3.7;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;N2340;17.74;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;N2530;7.79;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;N2800;30.21;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;N280H;30.21;;;;;
PERINAT_P;2022;340000033;CH BEZIERS;340780055;NAUT;28.08;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M1030;;;1;;0;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M1140;4.24;;0;1;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M2050;7.18;;0;1;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAUT;0.1;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2200;3.27;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2340;1.99;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2530;8.1;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2800;12.58;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N280H;12.58;;;;;
PERINAT_P;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;13.8;;;;;
PERINAT_P;2022;340009885;POLYCL CHAMPEAU BEZIERS;340009877;M1030;;6;;1;;1
