BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;MOD;COMSMUR
URGENCES_P;2022;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;NINF;33.32;;;
URGENCES_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;M9999;0.5;;2;1
URGENCES_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N2500;2;;;
URGENCES_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;N9999;4;;;
URGENCES_P;2022;290000066;CHIC SITE DE CONCARNEAU;290020700;NINF;2;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M9999;7.29;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N1220;2.39;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N2120;1;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N2500;8.26;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N9999;27.55;;;
URGENCES_P;2022;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;NINF;15.89;;;
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M9999;6.47;;;0
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N1220;0.33;;;0
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2120;0.47;;;0
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2500;9.08;;;
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2620;0.2;;;0
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N3120;0.4;;;
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N9999;26.6;;;
URGENCES_P;2022;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;NINF;16.12;;;0
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M1140;0;;2;1
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M3020;5.79;;;
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M9999;26.67;;2;1
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N1220;2.69;;;
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2500;9.23;;;
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N9999;26.1;;;
URGENCES_P;2022;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NINF;14.14;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;M9999;7;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N1220;3;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2120;1;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2500;15;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N9999;39;;;
URGENCES_P;2022;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;NINF;23;;;
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M9999;10.25;;2;1
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N1220;3.61;;2;1
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2120;1;;2;1
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2500;8.49;;;
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N9999;31.19;;;
URGENCES_P;2022;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NINF;17.99;;2;1
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M9999;8.64;;1;1
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N1220;1.24;;;1
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2120;0.6;;;1
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2500;9.12;;;
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N9999;30.74;;;
URGENCES_P;2022;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;NINF;9.1;;;1
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M9999;;;1;1
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N1220;11.34;;;
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2120;2.45;;;
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2500;54.58;;;
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N3120;1.3;;;
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N9999;159;;;
URGENCES_P;2022;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NINF;82.13;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M9999;;11;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1220;4.23;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2120;1;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2500;7.58;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2620;1;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N9999;34.16;;;
URGENCES_P;2022;290019777;POLYCLINIQUE DE KERAUDREN;290022508;NINF;20.35;;;
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;M9999;14.35;;;0
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N1220;1.42;;;0
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2120;1;;;0
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N2500;22.86;;;
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;N9999;77.59;;;
URGENCES_P;2022;2A0000022;CH ND LA MISERICORDE;2A0000014;NINF;44.7;;;0
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M9999;6;;;
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N1220;4;;;
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2120;1;;;
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2500;2;;;
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N9999;13;;;
URGENCES_P;2022;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;NINF;6;;;
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1140;;;3;1
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M9999;26.13;;3;1
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N1220;1;;3;1
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2120;1.5;;3;1
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2500;43.31;;;
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2620;0;;3;1
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N3120;1.17;;;
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N9999;124.86;;;
URGENCES_P;2022;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NINF;64.61;;3;1
URGENCES_P;2022;2B0005359;CH CALVI;2B0005342;M9999;6.97;;;
URGENCES_P;2022;2B0005359;CH CALVI;2B0005342;N1220;2.26;;;
URGENCES_P;2022;2B0005359;CH CALVI;2B0005342;N2500;6.98;;;
URGENCES_P;2022;2B0005359;CH CALVI;2B0005342;N9999;25.57;;;
URGENCES_P;2022;2B0005359;CH CALVI;2B0005342;NINF;15.47;;;
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;M9999;12.78;0;;0
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;N1220;0.72;0;;1
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;N2120;2.18;0;;1
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;N2500;27.56;0;;
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;N3120;0.2;0;;
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;N9999;62.56;0;;
URGENCES_P;2022;300000023;CH ALES CEVENNES;300780046;NINF;31.9;0;;1
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M9999;6;0;2;1
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N1220;6.71;;;
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2120;0.4;;;
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2500;12.73;;;
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N9999;48.73;;;
URGENCES_P;2022;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NINF;26.04;;2;1
URGENCES_P;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;M9999;3.92;1;;
URGENCES_P;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2120;1;0;;
URGENCES_P;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;N2500;4;0;;
URGENCES_P;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;N9999;8.8;0;;
URGENCES_P;2022;300780137;NOUVELLE CL BONNEFON ALES;920028396;NINF;3.8;0;;
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M1140;1.55;;;0
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;M9999;42.62;;3;1
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N1220;2.08;;;
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2120;8.98;;;
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N2500;59.05;;;
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;N9999;237.07;;;
URGENCES_P;2022;300782117;CHU NIMES CAREMEAU;300780038;NINF;85.96;;;
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;M9999;0.04;5;;0
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N1220;4.2;0;;0
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2120;1;;;0
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N2500;6.29;0;;
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;N9999;20.49;;;
URGENCES_P;2022;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;NINF;9;0;;0
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1140;;;2;
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M9999;12.6;;2;1
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N1220;2;;2;1
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2120;0.8;;2;1
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2500;11.67;;;
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N9999;32.47;;;
URGENCES_P;2022;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NINF;18;;2;1
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M1140;5.23;;;
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M9999;10.34;;;
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2120;1;;;
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2500;32.2;;;
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;84.04;;;
URGENCES_P;2022;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;NINF;50.84;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;M9999;;5;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N1220;5;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2120;1;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2500;5.45;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N2620;2;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;N9999;32.32;;;
URGENCES_P;2022;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;NINF;18.87;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N1220;4.72;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2120;0.83;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2500;9.5;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N2620;3.24;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;N9999;35.48;;;
URGENCES_P;2022;310780283;CL DE L'UNION SAINT JEAN;310000112;NINF;17.19;;;
URGENCES_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;M9999;;5;;
URGENCES_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;N2120;0.6;;;
URGENCES_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;N9999;8.12;;;
URGENCES_P;2022;310780382;CL AMBROISE PARE TOULOUSE;310000179;NINF;7.52;;;
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;M9999;;9;;0
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N1220;4;;;0
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2120;1.37;;;0
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2500;10.54;;;
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N2620;2;;;0
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;N9999;38.6;;;
URGENCES_P;2022;310781000;CL DES CEDRES CORNEBARRIEU;310788880;NINF;20.69;;;0
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;M9999;6.49;;;
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N1220;4.15;;;
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2120;0.54;;;
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N2500;5.27;;;
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;N9999;22.99;;;
URGENCES_P;2022;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;NINF;13.03;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;M9999;;8;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N1220;3.48;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2120;1;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2500;5.05;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N2620;4;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;N9999;28.56;;;
URGENCES_P;2022;310781505;CL D'OCCITANIE MURET;310000492;NINF;15.03;;;
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1140;0.2;;;0
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M3020;2.1;;;
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M9999;17.2;;;0
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N1220;2.13;;;0
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2120;4.08;;;0
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2500;66.29;;;
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N9999;211.99;;;
URGENCES_P;2022;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NINF;130.41;;;1
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M9999;16.09;;;1
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N1220;2.33;;;0
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2120;0.17;;;0
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2500;36.21;;;
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N9999;109.5;;;
URGENCES_P;2022;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NINF;69.31;;;0
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M1140;0;;3;1
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;M9999;7.5;;3;1
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N1220;0.92;;3;1
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2120;0;;3;1
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N2500;11.46;;;
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N3120;0.1;;;
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;N9999;39.71;;;
URGENCES_P;2022;320000086;CH AUCH EN GASCOGNE;320780117;NINF;23.98;;3;1
URGENCES_P;2022;320000102;CH CONDOM;320780133;M9999;1.97;;;
URGENCES_P;2022;320000102;CH CONDOM;320780133;N2120;0.65;;;1
URGENCES_P;2022;320000102;CH CONDOM;320780133;N9999;8.37;;;
URGENCES_P;2022;320000102;CH CONDOM;320780133;NINF;7.72;;;1
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;6.26;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N1220;2.61;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;0.21;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2500;4.87;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N2620;5.2;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;21.83;;;
URGENCES_P;2022;330000340;MSP BORDEAUX BAGATELLE;330780552;NINF;8.94;;;
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M9999;13.91;6;1;1
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N1220;1.3;;1;1
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2120;0.8;;;0
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2500;14.5;;;
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2620;6;;1;1
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N3120;0.15;;;
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N9999;48.77;;;
URGENCES_P;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NINF;26.02;;1;1
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;M9999;5.35;;2;1
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N1220;3.51;;;0
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2120;0.5;;2;1
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2500;5.14;;;
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N2620;5.7;;;0
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N3120;0.29;;;
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;N9999;36.92;;;
URGENCES_P;2022;330000571;CH DE LA HAUTE GIRONDE;330781220;NINF;16.08;;2;1
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;9.63;;2;1
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N1220;1;;1;1
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;1.05;;2;1
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2500;13.19;;;
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2620;6.82;;;0
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N3120;0.2;;;
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;42.42;;;
URGENCES_P;2022;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NINF;20.16;;1;1
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;1.4;0;;0
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M9999;18.01;0;3;1
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N1220;3.64;;;
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2120;1.8;;;
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;22.33;;;
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N9999;73.55;;;
URGENCES_P;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NINF;36.44;;;
URGENCES_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M9999;0.75;0;3;1
URGENCES_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2120;0.2;;;
URGENCES_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2500;3.58;;;
URGENCES_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N9999;8.81;;;
URGENCES_P;2022;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;NINF;5.03;;;
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M9999;;4;;0
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N1220;7.56;;;0
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2120;1;;;0
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2500;13.66;;;
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2620;3.2;;;0
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N3120;0.2;;;
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N9999;48.27;;;
URGENCES_P;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NINF;22.65;;;0
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N1220;8.75;;;
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2120;1;;;
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2500;12.07;;;
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N3120;0.5;;;
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N9999;45.82;;;
URGENCES_P;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NINF;23.5;;;
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M9999;12.29;;2;1
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N1220;2.25;;;
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2120;0.5;;2;1
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;8.08;;;
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2620;0.55;;2;1
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N3120;1;;;
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N9999;30.1;;;
URGENCES_P;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NINF;17.72;;2;1
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M9999;14.16;;;
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N1220;5.84;;;
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2120;1.44;;;
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2500;11.18;;;
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N9999;43.7;;;
URGENCES_P;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;NINF;25.24;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M9999;26;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N1220;5.08;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2120;5.81;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2500;63.69;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2620;3.04;;;
URGENCES_P;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N3120;2;;;
