BOR;AN;FI;RS;FI_EJ;UNI;LIT;LIT_PROXI;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SURVADU;8;;2920;717;;;2497;;;;1.5;;;;11;;2.75;;;;;
REA;2022;330781303;HIA ROBERT PICQUE;750821092;REAADU;9;;3285;290;290;15;1660;55;46;51;7.67;;;;28.82;;16.16;;;;2;
REA;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;REAADU;8;;2880;385;393;49;2243;29;47;13;2.9;;1.18;;31.49;;18.86;;;;5.22;
REA;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SITOT;8;8;2874;594;;;1860;;;;;;;;;;;;;;;
REA;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SURVADU;6;6;2190;474;;;1850;;;;1.2;;;;;;2.71;;;;1.27;
REA;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;USIC;8;8;2874;594;;;1860;;;;0.1;;;;13.24;;11.3;;;;4.25;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;AUTSI;6;6;2119;78;;;1846;;;;9.8;;3.79;;2;;5.91;;;;2;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAADU;76;;25579;5199;6436;2345;23550;18;25;650;82.2;;3.42;;195.22;;129.5;;;;24.99;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAENF;10;;3650;561;591;29;3792;21;;;21;;;;;;;;;;;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SITOT;22;22;7875;1442;;;7055;;;;;;;;;;;;;;;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIUNV;16;16;5756;1364;;;5209;;;;;;;;22.44;;21.51;;;;5.1;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVADU;53;53;15900;4185;;;10980;;;;3.3;;2;;51.12;;46.37;;;;11.62;
REA;2022;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVENF;16;16;3538;1033;;;2969;;;;;;4.08;;3.16;;6.92;;;;0;
REA;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;REAADU;10;;3650;326;334;7;2916;13;21;51;;3;1;;18.4;;12.9;;;;;
REA;2022;330782582;POLYCLINIQUE JEAN VILLAR;330000928;SURVADU;2;2;730;11;;;93;;;;;1;;;;;;;;;;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;AUTSI;27;27;9130;1040;;;7634;;;;;;;;26.49;;24.78;;;;9.75;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAADU;44;;16060;2358;2607;188;15494;19;36;216;36.7;;59.91;;2;;7.65;;;;5.4;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAENF;8;;2646;382;405;19;2219;14;;;5.3;;7.36;;19.3;;12.58;;;;3.52;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SITOT;53;53;18620;3527;;;15048;;;;;;;;;;;;;;;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SURVADU;47;47;12999;2543;;;16651;;;;5.9;;;;158.14;;91.35;;;;12.98;
REA;2022;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USIC;26;26;9490;2487;;;7414;;;;4.8;;3.57;;51.21;;43.88;;;;8.76;
REA;2022;340000033;CH BEZIERS;340780055;AUTSI;2;;730;50;;;604;;;;0.31;;0.09;;0.95;;0.92;;;;0.38;
REA;2022;340000033;CH BEZIERS;340780055;REAADU;12;;4380;510;521;31;3832;2;41;42;4.38;;1;;25.9;;19.42;;0.5;;4.78;
REA;2022;340000033;CH BEZIERS;340780055;SITOT;18;;6570;1496;;;5584;;;;;;;;;;;;;;;
REA;2022;340000033;CH BEZIERS;340780055;SIUNV;8;;2920;501;;;2411;;;;0.95;;0.06;;8.2;;5.47;;0.16;;2.58;
REA;2022;340000033;CH BEZIERS;340780055;SURVADU;6;;2190;404;;;1150;;;;0.75;;;;5.5;;3.77;;;;1.11;
REA;2022;340000033;CH BEZIERS;340780055;USIC;8;;2920;945;;;2569;;;;1.88;;0.56;;11.34;;7.24;;0.5;;1.97;
REA;2022;340000207;ICM MONTPELLIER;340780493;AUTSI;4;;1460;279;;;1355;;;;8.2;;1.4;;6.38;;5.4;;;;0.5;
REA;2022;340000207;ICM MONTPELLIER;340780493;SITOT;4;;1460;279;;;1355;;;;;;;;;;;;;;;
REA;2022;340000207;ICM MONTPELLIER;340780493;SURVADU;4;;1460;283;;;1278;;;;8.2;;1.4;;6.38;;5.4;;;;0.5;
REA;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;REAADU;8;;2920;312;320;8;2694;2;41;56;2.88;;0.75;;17.4;;13.1;;;;3.16;
REA;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SITOT;6;;2190;630;;;1821;;;;;;;;;;;;;;;
REA;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SURVADU;4;;1460;255;;;859;;;;0.63;;0.15;;5.2;;3.3;;;;0.52;
REA;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;USIC;6;;2190;630;;;1821;;;;1.01;;;;6.86;;1.63;;;;2.47;
REA;2022;340009885;POLYCL CHAMPEAU BEZIERS;340009877;SURVADU;4;;1460;345;;;1179;;;;;6;;;5.76;;4.84;;0.35;;;
REA;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;REAADU;16;;5533;864;888;16;4124;6;38;94;;18;1;;31.23;;17.13;;;2;3.36;
REA;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SITOT;16;16;5840;1723;;;4850;;;;;;;;;;;;;;;
REA;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SIUNV;6;6;2190;507;;;1718;;;;;7;1;;7.2;;9.6;;;1;3.3;
REA;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SURVADU;20;20;6966;2322;;;5174;;;;;18;1;;16.28;;16.09;;;1;2.37;
REA;2022;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;USIC;10;10;3650;1216;;;3132;;;;0.3;21;1;;11.9;;6.49;;;1;1.65;
REA;2022;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;SURVADU;12;;4380;927;;;3241;;;;;11;;;13.9;;4.8;;;;2;
REA;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;SURVADU;6;;2190;593;;;1250;;;;;26;;;10.49;;4.81;;;;;
REA;2022;340022979;POLYCL ST ROCH MONTPELLIER;340000306;SURVENF;4;;1460;53;;;88;;;;;6;4.54;;0.5;;4.8;;;;0.2;
REA;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;REAADU;12;;4380;639;659;7;4929;9;35;129;0;10;1;0;27.9;0;16.45;0;0;4;7.28;0
REA;2022;340024314;CL ST JEAN SUD DE FRANCE;340000272;SURVADU;12;6;4380;679;;;4309;;;;0;;1;;5.8;;6.2;;;;5.2;
REA;2022;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;SURVADU;6;0;2190;315;;;1307;;;;1;;;;5.45;0;5.45;0;0;0;0;0
REA;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;AUTSI;6;0;2190;84;;;1740;;;;0;4;0;0;1.5;0;1.5;0;0;0;;
REA;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;REAADU;15;;3834;352;364;16;2988;19;37;79;0;5;0;0;31.29;0;16.27;0;0;1;0;1
REA;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SITOT;14;0;5110;657;;;4422;;;;;;;;;;;;;;;
REA;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SURVADU;38;0;13870;1995;;;10828;;;;0;5;0;0;10;0;12.3;0;0;1;0;1
REA;2022;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;USIC;8;0;2920;573;;;2682;;;;0;9;0;0;11.83;0;6.6;0;0;1;0.2;0
REA;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;AUTSI;6;0;2190;333;;;1309;;;;0;19;0;0;8.29;0;2.09;0;0;;1.08;0
REA;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SITOT;6;0;2190;333;;;1309;;;;;;;;;;;;;;;
REA;2022;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SURVADU;12;0;4380;458;;;3305;;;;0;19;0;0;6.91;0;2.09;0;0;;1.13;0
REA;2022;340780717;CL ST LOUIS GANGES;340023225;SURVADU;5;;1825;141;;;544;;;;1;;;;1.5;;;;;;;
REA;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;AUTSI;2;;732;4;;;168;;;;0.24;1;;;0.75;1;0.65;1;;;;
REA;2022;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SITOT;2;;732;4;;;168;;;;;;;;;;;;;;;
REA;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;AUTSI;32;;11209;598;;;9930;;;;6.36;;;;39.86;;32.31;;;;5.4;
REA;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;REAADU;20;;7139;702;754;36;6528;22;40;49;8.92;;2.99;;49.85;;30.06;;;;3.18;
REA;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SITOT;32;;11209;598;;;9930;;;;;;;;;;;;;;;
REA;2022;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SURVADU;18;;5421;1230;;;4859;;;;2.74;;1;;20;;19.67;;;;0.7;
REA;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;AUTSI;3;;1095;116;;;628;;;;48;;0.79;;15.59;;14.98;;;;0.32;
REA;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;REAADU;16;;5840;390;404;22;4804;13;45;17;8.95;;2.32;;34.86;;24.92;;;;1;
REA;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SITOT;19;;6934;1411;;;6192;;;;;;;;;;;;;;;
REA;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SIUNV;16;;5839;1295;;;5564;;;;0.93;;;;5.9;;5.94;;;;0.5;
REA;2022;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SURVADU;22;;8030;1982;;;6905;;;;0.16;;;;28.18;;25;;;;1;
REA;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;AUTSI;22;;8455;1223;;;7238;;;;3.46;;;;43.71;;30.54;;;;2.8;
REA;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;REAADU;34;;11509;1371;1390;184;11338;19;41;83;15.68;;7.08;;97.06;;72.27;;;;8.45;
REA;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SITOT;22;;8455;1223;;;7238;;;;;;;;;;;;;;;
REA;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVADU;15;;5356;631;;;4489;;;;1.18;;0.8;;14.73;;11.78;;;;0.29;
REA;2022;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVENF;8;;2920;286;;;1559;;;;1.13;;8.79;;4.26;;10.56;;;;0.5;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;AUTSI;22;;8030;1004;;;6370;;;;3.74;;28.43;;10.19;;21.75;;;;4.54;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAADU;16;;5840;1038;1088;52;4415;21;37;81;9.77;;0.32;;52.06;;30.28;;;;1.08;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAENF;4;;1460;536;546;65;2042;37;;;2.07;;9.97;;4.32;;4.62;;;;1;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SITOT;37;;13505;2988;;;10868;;;;;;;;;;;;;;;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVADU;8;;2871;776;;;1977;;;;0.79;;;;9.61;;7.27;;;;0.47;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVENF;8;;2920;428;;;1843;;;;;;4.5;;0.48;;3.76;;;;0.5;
REA;2022;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;USIC;15;;5475;1984;;;4498;;;;1.09;;;;21.9;;16.93;;;;1.42;
REA;2022;350000121;CHP SAINT GREGOIRE;350000303;REAADU;0;;120;11;11;0;118;82;24;2;;;;;;;;;;;;
REA;2022;350000121;CHP SAINT GREGOIRE;350000303;SURVADU;16;;5840;1792;;;4581;;;;;33;0.05;;21.35;;19.49;;;;;
REA;2022;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;SURVADU;6;;2190;407;;;1403;;;;0.8;;;;3.07;;2.87;;;;0.9;
REA;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;REAADU;10;;3650;416;426;33;2818;8;47;33;6.99;;1;;26.75;;16.84;;;;1.45;
REA;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SITOT;14;;5110;1350;;;3790;;;;;;;;;;;;;;;
REA;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SIUNV;6;;2190;570;;;1679;;;;0.54;;;;7.7;;6.12;;;;2.2;
REA;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SURVADU;5;;1825;413;;;1121;;;;1.6;;;;5.64;;6.18;;;;;
REA;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;USIC;8;;2920;780;;;2111;;;;1.45;;;;8.83;;10.73;;;;0.08;
REA;2022;350000154;C.H FOUGERES;350000030;SURVADU;5;0;1825;361;;;1428;;;;0.57;0;0;0;8.74;0;6.15;0;0;0;1.31;0
REA;2022;350000162;CHIRC SITE REDON;350000048;SURVADU;4;;1460;224;;;893;;;;1.38;;;;10.12;;6.67;;;;1.3;
REA;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;SURVADU;5;;1825;355;;;1125;;;;0.76;;;;7.76;;6.78;;;;0.14;
REA;2022;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;SURVADU;5;;1825;312;;;692;;;;;8;;;2.5;;1.5;;;;;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;AUTSI;56;;20118;2514;;;17852;;;;8.07;;1.7;;79.66;;54.9;;;;4.65;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;REAADU;60;;21732;3411;3667;182;21095;18;33;127;16.56;;4.27;;129.18;;76.45;;;;23.45;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SITOT;86;;31068;5021;;;27373;;;;;;;;;;;;;;;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SIUNV;10;;3650;959;;;2865;;;;1.55;;;;3.06;;6.03;;;;1.46;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SURVADU;47;;17155;2965;;;16686;;;;4.2;;;;13.14;;8.63;;;;;
REA;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;USIC;20;;7300;1548;;;6656;;;;0.91;;1;;28.12;;23.87;;;;2.08;
REA;2022;350005146;HOPITAL PRIVE SEVIGNE;350000733;SURVADU;13;;4745;809;;;3623;;;;1;22;;;8.8;;3;;;;;
REA;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;AUTSI;6;;2190;46;;;1900;;;;0.62;;;;;;;;;;;
REA;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;REAADU;;;;4;4;3;1;0;26;2;;;;;;;;;;;;
REA;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;REAENF;6;;2190;332;342;29;1752;17;;;5.72;;7.36;;12.76;;11.57;;;;2.33;
REA;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SITOT;6;;2190;46;;;1900;;;;;;;;;;;;;;;
REA;2022;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SURVENF;17;;6205;1114;;;5685;;;;1.12;;;;;;;;;;;
REA;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;SITOT;12;;4380;1347;;;3348;;;;;;;;;;;;;;;
REA;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;SURVADU;6;;2190;368;;;1518;;;;;5;;;5.4;;5.4;;;1;0.2;
REA;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;USIC;12;;4380;1347;;;3348;;;;;19;;;12.17;;4.6;;;1;0.65;
REA;2022;360000129;CLINIQUE SAINT FRANCOIS;360000269;SURVADU;4;;1460;153;;;447;;;;3;;1;;;;1;;;;;
REA;2022;360000137;CH CHATEAUROUX;360000053;REAADU;10;;3650;188;193;3;3250;9;46;18;;;0;;29.64;;23.7;;0;;4.41;
REA;2022;360000137;CH CHATEAUROUX;360000053;SITOT;9;;3285;664;;;2937;;;;;;;;;;;;;;;
REA;2022;360000137;CH CHATEAUROUX;360000053;SURVADU;13;;4745;992;;;3811;;;;;;0;;0.54;;1;;0;;1.3;
REA;2022;360000137;CH CHATEAUROUX;360000053;USIC;9;;3285;664;;;2937;;;;;;0;;9.52;;8.99;;0;;0.58;
REA;2022;360000160;CH DU BLANC;360000053;SURVADU;5;0;1825;181;;;1229;;;;;;0;;0;;0;;0;;0;
REA;2022;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;SURVADU;4;;1460;10;;;67;;;;;;;;;;;;;;;
REA;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;REAADU;10;;3650;636;655;2;3099;17;35;45;;25;0.5;;18.22;;12.92;;;4;;
REA;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;SITOT;19;6;6935;1690;;;6181;;;;;;;;;;;;;;;
REA;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;SURVADU;30;30;10950;2237;;;8320;;;;;31;0.67;;19.1;;7.84;;;1;;
REA;2022;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;USIC;19;6;6935;1690;;;6181;;;;;18;0.67;;25.73;;6.34;;;1;;
REA;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;AUTSI;2;;730;10;;;193;;;;1.53;;;;8.38;;2.65;;0;;5.98;
REA;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;REAENF;8;;2920;449;473;19;2180;24;;;4.61;;6.63;;20.02;;11.44;;0;;4.85;
REA;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SITOT;2;;730;10;;;193;;;;;;;;;;;;;;;
REA;2022;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SURVENF;14;;5110;819;;;3164;;;;0.71;;5.09;;11.75;;14.63;;0;;1.75;
REA;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;AUTSI;28;;10220;1039;;;7275;;;;1.44;;1.25;;30.62;;18.25;;0;;2.37;
REA;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;REAADU;35;;12775;1241;1301;81;10200;17;37;49;7.06;;1;;56.58;;40.24;;0;;6.79;
REA;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;SITOT;36;;13140;2543;;;9934;;;;;;;;;;;;;;;
REA;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;SIUNV;8;;2920;1504;;;2659;;;;2.06;;0;;11.47;;7.62;;0;;0.8;
REA;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;SURVADU;30;;10950;1646;;;7632;;;;1.67;;0.25;;18.24;;16.01;;0;;1.5;
REA;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;AUTSI;6;;2190;467;;;1717;;;;1.51;;;;;;;;;;;
REA;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;REAADU;34;;12410;1409;1532;105;9805;11;35;54;9.33;;0.82;;79.91;;53.37;;;;3.15;
REA;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SITOT;23;;8395;2795;;;8059;;;;;;;;;;;;;;;
REA;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SURVADU;16;;5840;1847;;;8975;;;;1;;1.05;;33.5;;29.83;;;;4.15;
REA;2022;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;USIC;17;;6205;2328;;;6342;;;;1.14;;1;;26.91;;17.83;;;;4.57;
REA;2022;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;SURVADU;16;;5840;795;;;4290;;;;;16;;;13;;9.42;;;;0.9;
REA;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;REAADU;10;;3650;322;327;10;3012;9;47;42;5;;0.52;;26.45;;14.96;;;;0.9;
REA;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SITOT;6;;2190;413;;;1086;;;;;;;;;;;;;;;
REA;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SURVADU;6;;2190;605;;;2300;;;;3.23;;0.4;;10.85;;8.52;;;;0.67;
REA;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SURVENF;4;;1460;293;;;1123;;;;1.6;;3.34;;0.24;;2.35;;;;0.51;
REA;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;USIC;6;;2190;413;;;1086;;;;1.59;;0.2;;5.36;;4.2;;0;;0.33;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;AUTSI;29;;10950;553;;;9034;;;;4.02;;2.23;;36.97;;20.26;;1.5;;8.4;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;REAADU;57;;20756;3403;3956;1131;17470;15;34;221;46.76;;2.75;;166.49;;114.26;;6.2;;31.1;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;REAENF;8;;2920;581;598;19;3038;28;;;8.21;;16.32;;10.1;;10.54;;0.5;;4.1;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;SITOT;55;;20441;3641;;;17438;;;;;;;;;;;;;;;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;SIUNV;10;;3651;1024;;;2954;;;;3.06;;0.5;;10.84;;11.22;;0.37;;3.4;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;SURVADU;34;;12146;3341;;;12453;;;;2.38;;1.33;;47.59;;38.08;;0.57;;10.3;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;SURVENF;10;;3270;643;;;2313;;;;3.18;;12.63;;5.1;;6.61;;0.42;;0.3;
REA;2022;380000067;HOPITAL NORD - CHU38;380780080;USIC;16;;5840;2064;;;5450;;;;2.42;;;;27.89;;21.13;;0.71;;5.5;
REA;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;SITOT;8;;2920;939;;;1928;;;;;;;;;;;;;;;
REA;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;SIUNV;4;;1460;418;;;831;;;;1.1;;0.52;;5.37;;3.25;;0;;0.88;
REA;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;SURVADU;4;;1460;384;;;1111;;;;2.27;;0.63;;6.49;;4.63;;0;;3.01;
REA;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;SURVENF;4;;1460;426;;;1165;;;;0.8;;3.26;;3.44;;2;;0;;0.2;
REA;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;USIC;4;;1460;521;;;1097;;;;0.7;;0.25;;2.61;;1.58;;0;;0.93;
REA;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;SITOT;6;;2190;246;;;1225;;;;;;;;;;;;;;;
REA;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;SURVADU;6;;2190;494;;;2561;;;;6.95;;0.21;;10.5;;3.18;;;;;
REA;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;USIC;6;;2190;246;;;1225;;;;;;0.21;;10.4;;2.96;;;;;
REA;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;REAADU;4;;1460;95;96;6;340;8;39;31;2.13;;;;;;;;;;;
REA;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;SITOT;8;8;2920;972;;;2584;;;;;;;;;;;;;;;
REA;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;SURVADU;12;12;4380;784;;;2626;;;;4.27;;;;14.5;;9.7;;;;;
REA;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;USIC;8;8;2920;972;;;2584;;;;2.5;;;;9.6;;4.8;;;;;
REA;2022;380785956;CLINIQUE DES CEDRES;380795211;SURVADU;4;0;1460;466;;;758;;;;0;14;1;;6;;;;;;;
REA;2022;380786442;CLINIQUE BELLEDONNE;380798025;REAADU;8;;2920;421;437;33;1830;11;25;89;;19;;;17.06;;6.76;;;;;
REA;2022;380786442;CLINIQUE BELLEDONNE;380798025;SITOT;11;11;4015;876;;;2387;;;;;;;;;;;;;;;
REA;2022;380786442;CLINIQUE BELLEDONNE;380798025;SURVADU;8;8;2920;463;;;1703;;;;;36;;;9.44;;6.31;;;;;
REA;2022;380786442;CLINIQUE BELLEDONNE;380798025;USIC;11;11;4015;876;;;2387;;;;;15;;;14.21;;5.66;;;;;
REA;2022;390000040;CH LONS;390780146;REAADU;8;;2874;374;386;28;2577;3;45;44;5.43;;;;23.42;;17.69;;;;3.76;
REA;2022;390000040;CH LONS;390780146;SITOT;9;0;3285;1002;;;2441;;;;;;;;;;;;;;;
REA;2022;390000040;CH LONS;390780146;SIUNV;3;0;1095;340;;;740;;;;0.13;;;;3.79;;3.31;;;;0.25;
REA;2022;390000040;CH LONS;390780146;SURVADU;2;2;730;69;;;98;;;;;;;;;;;;;;;
REA;2022;390000040;CH LONS;390780146;USIC;6;0;2190;662;;;1701;;;;0.13;;;;7.59;;6.61;;;;0.49;
REA;2022;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;SURVADU;2;0;730;12;;;7;;;;;;;;;;;;;;;
REA;2022;390000222;CH LOUIS PASTEUR DOLE;390780609;SURVADU;4;;1460;387;;;1305;;;;1.31;;6.55;;0.02;;6.68;;;;2.45;
REA;2022;390780575;POLYCLINIQUE DU PARC;690046339;SURVADU;4;;1460;115;;;390;;;;2;;;;1;;1;;;;;
REA;2022;400000105;CENTRE HOSPITALIER DAX;400780193;REAADU;8;;2920;575;591;42;2760;8;40;120;6.99;;1;;23.42;;14.61;;1;;4.13;
REA;2022;400000105;CENTRE HOSPITALIER DAX;400780193;SITOT;4;;1460;447;;;1315;;;;;;;;;;;;;;;
REA;2022;400000105;CENTRE HOSPITALIER DAX;400780193;SIUNV;4;;1460;447;;;1315;;;;0.9;;1;;4.56;;3;;0;;3.43;
REA;2022;400000105;CENTRE HOSPITALIER DAX;400780193;SURVADU;8;;2920;748;;;2915;;;;1.61;;0;;7.71;;6.46;;0.1;;1.19;
REA;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;REAADU;8;;2848;265;279;11;2375;3;45;28;7.16;0;0;;19.94;;14.63;;;;3.79;
REA;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;SITOT;12;0;4380;1146;;;3556;;;;;;;;;;;;;;;
