BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2022;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;639;60;691;2.65;1;28;;854;0;10350;;;5.22;5.22;0;0;1;1;;;;;;10.05;18.37;0.22;;1.65
MCOGER;2022;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;1;187;1179;566;3;1;12;3;281;60;4004;;;1.67;1;0;0;0;0;;;;;;4.04;7.88;;;1.7
MCOGER;2022;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;314;4;341;1.93;1;56;5;1478;328;13939;0;0;5.68;5.68;0;0;1;1;;;;;;25.47;28.74;3.1;0.99;16.59
MCOGER;2022;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;0;;;;;1;15;0;539;0;4489;;;1.96;1.96;0;0;0;0;;;;;;7.35;12.01;0;0;7.56
MCOGER;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;0;;;;;1;17;0;534;0;5397;5;;2.12;1.77;;;;;;;;;;8.13;13.58;0.2;;
MCOGER;2022;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;0;;;;;1;0;3;0;756;0;;;1.37;1.37;0;0;0;0;;;;;;1.18;;;;3.9
MCOGER;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;2816;1841;2220;16.9;1;60;4;580;630;12638;;;13.3;9.4;0;0;1;1;;;;;;36.56;46.72;1.6;0.47;33.82
MCOGER;2022;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;0;;;;;1;15;;344;0;4336;;;1.7;1.7;;;;;;;;;;266.5;207.87;1.35;1.75;122.33
MCOGER;2022;340000033;CH BEZIERS;340780055;1;744;28;709;2.99;1;33;;963;0;10240;;;5.83;;;;1;1;;;;;;15.41;11.39;;;7.67
MCOGER;2022;340000207;ICM MONTPELLIER;340780493;1;412;;385;0.7;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;362;0;343;2.5;1;29;;829;0;9155;;;2.93;0.61;;;;;;;;;;13.38;16.6;;;5.61
MCOGER;2022;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;1136;498;978;15;1;54;6;1152;1258;14083;;;7.15;2.8;1;1;1;1;;;;;;25.68;28.76;2.27;;8.62
MCOGER;2022;340780436;HOPITAL ST LOUP HBT AGDE;340011295;0;;;;;1;10;;165;0;2467;;;4.85;1;;;;;;;;;;23.34;25.51;;;12.85
MCOGER;2022;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;;1;;5;0;127;0;0;0;0.2;0.2;0;0;1;1;0;0;0;0;0;0.2;0.2;0.15;0;0.4
MCOGER;2022;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;1775;285;1724;4.54;1;52;;904;0;16076;;;5.67;4.87;0;0;0;0;;;;;;26;32.9;1.1;;13.61
MCOGER;2022;350000154;C.H FOUGERES;350000030;1;741;0;568;2.1;1;35;0;880;0;11503;0;0;3.94;3.53;0;0;1;1;0;0;0;0;0;12.49;17.64;0;0;4.76
MCOGER;2022;350000162;CHIRC SITE REDON;350000048;1;214;77;256;2.48;1;30;1;796;38;10640;;;2.74;1.38;0;0;1;1;;;;;;12;16.09;;;7.3
MCOGER;2022;350000188;CENTRE HOSPITALIER VITRE;350000055;1;260;31;259;0.8;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;899;44;787;3.6;1;39;5;548;526;11228;;;4.58;4.58;1;1;0;0;;;;;;19.88;13.17;;;11.83
MCOGER;2022;350005021;POLE GERIATRIQUE RENNAIS;440042844;0;;;;;1;;7;0;1306;0;;;11.34;4.57;1;1;;;;;;;;32.91;32.32;;;13.97
MCOGER;2022;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;525;;499;2;1;20;0;122;0;2292;;;5.8;1.35;0;0;1;1;;;;;2;26.77;17.83;0.2;0;0.4
MCOGER;2022;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;0;;;;;1;20;;327;0;5071;;;1.36;;;;;;;;;;;10.45;9.82;;;5.94
MCOGER;2022;360000137;CH CHATEAUROUX;360000053;1;368;0;395;0.94;1;16;0;302;0;4753;0;0;1;1;0;0;1;;;;;;;5.15;9.04;0;0;7.25
MCOGER;2022;370000531;CH DU CHINONAIS;370000606;0;;;;;1;24;1;588;2;7977;;;2;;;;;;;;;;;10.86;17.22;1.26;0;8.56
MCOGER;2022;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;0;;;;;1;25;0;767;0;6946;;;1.7;;0;;1;;;;;;;10.53;17.03;;;6.28
MCOGER;2022;370000861;CHRU BRETONNEAU - TOURS;370000481;1;;;;7.35;1;42;0;1058;0;13034;;;6.46;2.8;;;;;;;;;;17.75;25.83;0;0;12.97
MCOGER;2022;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;0;;;;;1;28;2;519;101;5557;;;1.29;1;0;;1;;;;;;;9.79;15.11;;;6.1
MCOGER;2022;370000903;CH PAUL MARTINAIS - LOCHES;370000614;0;;;;;1;0;3;0;77;0;0;0;0.15;0;0;0;1;0;0;0;0;0;0;0.2;0;0;0;0.67
MCOGER;2022;370001158;CH SAINTE MAURE DE TOURAINE;370004327;0;;;;;1;14;0;396;0;4398;;;1;0.5;0;;1;;;;;;;7.94;6.28;;;2.05
MCOGER;2022;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;681;134;;5.75;1;37;1;818;3;13702;;;4.67;3.87;0;0;1;1;;;;;;12.43;21.49;;;4.18
MCOGER;2022;380000042;CH YVES TOURAINE;380780056;0;;;;;1;26;0;624;0;8135;;;1.8;1.8;0;0;1;1;;;;;;9.7;17;;;2.65
MCOGER;2022;380000067;HOPITAL NORD - CHU38;380780080;1;;;;3;1;28;4;572;730;8296;0;0;4.04;2.8;0;0;1;1;;;;;;17.65;11.32;0.55;;13.46
MCOGER;2022;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;384;229;101;3.26;1;28;0;415;0;7652;;;4.45;4.45;0;0;0;0;;;;;;10.8;11.75;2.14;0;14.22
MCOGER;2022;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;;;;;1;30;1;730;177;9242;;;7.21;6.79;0;0;0;0;;;;;;18.52;14.5;0.45;;3.38
MCOGER;2022;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;355;0;352;1.2;1;18;0;550;0;6479;;;1.6;0.8;;;1;1;;;;;;10.6;7.1;;;
MCOGER;2022;380785956;CLINIQUE DES CEDRES;380795211;0;;;;;1;28;0;513;0;5965;;;2.8;1;0;0;1;1;;;;;;9;5;;;2
MCOGER;2022;390000040;CH LONS;390780146;1;328;304;1158;4;1;32;0;758;0;10051;0;0;0.84;0.84;0;0;0;0;;;;;;15.28;12.76;0.34;;3.09
MCOGER;2022;390000222;CH LOUIS PASTEUR DOLE;390780609;1;240;7;212;1.55;1;24;0;816;0;8476;;;8.33;1.6;;;;;;;;;;8.54;9.1;;;8.13
MCOGER;2022;400000105;CENTRE HOSPITALIER DAX;400780193;1;580;86;664;6.46;1;26;;771;0;8723;;;4.21;4.21;0;0;1;1;;;;;;14.63;15.99;0;0;6.67
MCOGER;2022;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;;;;;1;30;1;883;119;11172;;;4.26;4.26;0;0;1;1;;;;;;14.01;17.82;0;0;7.62
MCOGER;2022;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;0;;;;;1;15;0;634;0;4048;;;1.6;1.6;1;1;;;;;;;;5;9;0.25;0.5;1
MCOGER;2022;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;0;;;;;1;0;1;0;175;0;0;0;0.3;0.3;0;;0;;0;0;0;0;0;0.3;0;0;0;0.2
MCOGER;2022;400787354;CH DE DAX - SITE DU LANOT;400780193;0;;;;;1;;2;0;289;0;;;0.5;0.5;;;;;;;;;;1.25;0;0;0;2
MCOGER;2022;410000020;CH BLOIS SIMONE VEIL;410000087;1;526;0;461;1.3;1;30;;539;0;10854;0;0;2.31;0.09;0;0;0;0;0;0;0;0;0;12.28;15.39;0;0;4.05
MCOGER;2022;410000038;CH VENDOME - MONTOIRE;410000095;0;;;;;1;15;0;374;0;4742;0;0;2;2;;;;;0;0;0;0;0;0;0;0;0;0
MCOGER;2022;420000010;CH DE ROANNE;420780033;1;234;98;400;3.12;1;20;2;478;110;7302;0;0;2.1;1.7;0;0;0;0;;;;;;11.47;10.07;;;6.11
MCOGER;2022;420000192;CLINIQUE MEDICALE LA BUISSONNIERE;750034589;0;;;;;1;20;5;421;2;6757;;;2.14;;;;;;;;;;;6.55;6.23;;;0.29
MCOGER;2022;420000234;CH DE FIRMINY;420780652;1;285;54;284;3.59;1;10;0;611;0;6974;;;0.83;;;;;;;;;;;6.73;5.05;;;3.11
MCOGER;2022;420000267;CH DU FOREZ SITE DE FEURS;420013831;1;278;337;479;4.62;1;13;2;318;309;4654;0;0;1.3;1;0;0;0;0;0;0;0;0;0;7.3;9.41;0;0;7.31
MCOGER;2022;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;0;;;;;1;6;;108;0;1178;;;3.45;;;;;;;;;;;0.38;0.58;;;0.46
MCOGER;2022;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;0;;;;;1;28;0;484;0;6424;;;2.22;2.22;;;;;;;;;;5.2;5.93;0.14;;1.64
MCOGER;2022;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;0;;;;;1;10;0;332;0;5484;;;3.7;2;0;0;1;1;;;;;;18.23;19.14;;;
MCOGER;2022;420780637;CH DU GIER - MCO;420002495;1;168;82;223;3.06;1;29;0;733;0;8300;;;2.3;1.3;1;1;0;0;;;;;;10.41;12.85;;;2.97
MCOGER;2022;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;1;0;229;229;5.15;1;52;3;1219;41;14437;;;8.67;;0;;1;;;;;;;24.6;32.12;0.59;0;15.64
MCOGER;2022;420785354;HOPITAL NORD - CHU42;420784878;1;1013;0;638;3.66;1;11;;299;0;2745;;;1.9;;0;;1;;;;;;;4.3;5.77;0;0;1.72
MCOGER;2022;430000117;CH EMILE ROUX LE PUY;430000018;1;286;0;286;0.9;1;32;1;1093;71;11302;0;0;2.37;1.9;0;0;1;1;0;0;0;0;0;18.97;20.4;0;0;2.99
MCOGER;2022;430000190;CH DE BRIOUDE;430000034;1;10;24;31;1.3;1;20;2;542;4;6020;;;1.16;1;;;;;;;;;;7.5;9.73;0.14;;6.12
MCOGER;2022;440000016;CH DE SAINT NAZAIRE;440000057;1;1680;1238;2229;7.22;1;70;0;1676;0;25871;;;6.02;3.09;0;0;1;1;;;;;;28.92;37.32;1.7;;12.35
MCOGER;2022;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;2372;533;2050;5.61;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;440000396;CH ERDRE ET LOIRE;440053643;1;;0;;0.77;1;16;;222;0;3945;;;2.51;1.03;;;;;;;;;;10.67;9.99;0.23;;2.02
MCOGER;2022;440000412;CLINIQUE BRETECHE VIAUD;440000941;0;;;;;1;0;4;0;0;0;;;0.1;0.1;0;0;0;0;;0;0;0;1;0.2;0.1;0;0;0.2
MCOGER;2022;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;0;;;;;1;36;5;1097;883;12115;;;3.96;0.6;;0;1;1;;;;;;16.92;25.58;0;0.5;12.8
MCOGER;2022;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;;;;1.08;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;440000560;CH LVO SITE DE MACHECOUL;850009010;0;;;;;1;22;3;638;847;8420;;;3.6;1.09;0;;1;;;;;;;9.55;13.66;;;6.38
MCOGER;2022;440017598;CHU DE NANTES SITE LAENNEC;440000289;0;;;;;1;60;0;1775;0;20850;;;;;;;;;;;;;;33.07;36.02;0.12;0.48;11.55
MCOGER;2022;440029338;CLINIQUE MUTUALISTE JULES VERNE;440053411;1;142;590;427;2.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;450000047;CH DEZARNAULDS - GIEN;450000096;1;568;0;529;1.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;600;;295;1.87;1;30;0;1238;0;10757;;;3.54;3.54;1;1;0;0;;;;;;9.49;11.06;;;10.96
MCOGER;2022;450000070;CH PITHIVIERS;450000112;0;;;;;1;12;;3;0;4;;;1;1;;;;;;;;;;2.53;5.62;;;0.39
MCOGER;2022;450000120;CH LOUR PICOU - BEAUGENCY;450000138;0;;;;;1;12;0;121;0;1745;;;1;1;0;0;0;0;;;;;;3.65;5.5;0.27;0;1.62
MCOGER;2022;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;;;566;2.48;1;30;1;710;12;11695;;;4.1;0.8;;;;;;;;;;15.5;21.9;0;3.2;8.9
MCOGER;2022;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;460000102;CH JEAN COULON GOURDON;460780208;1;104;708;536;1.34;1;7;2;298;180;3151;;;0.71;0.71;0;0;1;1;;;;;;3.64;5.37;;;1.96
MCOGER;2022;460000110;CH JEAN ROUGIER CAHORS;460780216;1;391;10;350;3;1;14;1;582;34;6653;0;0;3.23;2.44;0;0;1;1;0;0;0;0;0;7.68;12.25;0;0;6.72
MCOGER;2022;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;0;;;;;1;30;;984;0;9417;0;0;3.01;3.01;;;1;1;0;0;0;0;0;12;20.5;0;0;6.56
MCOGER;2022;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;;;;3.5;1;26;0;0;0;0;;;5;;0;0;1;1;;;;;;9.9;17;;;3
MCOGER;2022;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;525;;424;2.2;1;35;;981;0;11585;;;5.33;3.2;0;0;1;1;;;;;;18.81;24.25;0.2;;12.43
MCOGER;2022;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;331;0;331;1.9;1;14;;331;0;3588;;;2.33;0.14;0;0;1;1;;;;;;8.12;8.8;;;1.82
MCOGER;2022;490000049;CHR ANGERS SITE LARREY;490000031;1;1824;338;1961;4.44;1;44;2;1469;490;17169;;;10.98;7.87;0;0;0;0;;;;;;26.4;28.03;1.4;0;16.44
MCOGER;2022;490000635;CH DE CHOLET;490000676;1;509;5;468;3.86;1;30;5;718;91;10624;;;2.58;1.62;0;0;0;0;;;;;;15.66;18.92;0.4;;4.86
MCOGER;2022;490001765;CH DE SAUMUR;490528452;1;665;24;565;1.85;1;34;1;885;139;8494;;;5.82;5.82;0;0;1;1;;;;;;11.15;13.85;;;5.43
MCOGER;2022;500000021;CHAG - SITE AVRANCHES;500000054;1;635;108;296;1.37;1;26;;847;0;9671;;;2.5;2.5;0;0;0;0;;;;;;11.03;14.76;;;7.22
MCOGER;2022;500000187;CHPC - SITE CHERBOURG;500000013;1;472;87;839;3.2;1;30;0;747;0;10851;;;3.91;1.13;;;;;;;;;;13.38;21.46;;;6.98
MCOGER;2022;500000260;CHAG - SITE GRANVILLE;500000054;1;1179;200;550;2.53;1;10;;215;0;2864;;;0.9;0.9;0;0;0;0;;;;;;2.79;4.22;;;1.37
MCOGER;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;1;576;17;286;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;500000468;CHPC - SITE VALOGNES;500000013;0;;;;;1;1;;54;0;491;;;0.31;0.12;;;;;;;;;;2.07;2.51;0.19;0.03;0.48
MCOGER;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;1;30;0;615;0;12338;;;;;;;;;;;;;;12.81;22.69;0.7;;9.02
MCOGER;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;0;;;;;1;24;;1029;0;8731;;;3.86;;0;;1;;;;;;;11.85;13.19;;;2.88
MCOGER;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;46;3;56;0.85;1;10;;262;0;3240;;;1;;0;;1;;;;;;;;;;;0.47
MCOGER;2022;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;3342;31;577;3.19;1;59;5;1304;1216;15666;;;8.34;6.24;0;0;0;0;0;0;0;0;0;32.53;32.01;1.2;0;21.79
MCOGER;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;190;0;185;1.3;1;21;0;509;0;7395;;;2.2;2.2;;;;;;;;;;11.48;13.31;0;0;3.08
MCOGER;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;63;102;165;1.95;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;478;107;478;2.57;1;31;;1068;0;10555;0;0;3.85;2.85;0;0;1;1;;;;;;14.11;15.23;;;
MCOGER;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;469;32;444;;1;10;;286;0;3484;;;1.61;0.69;;;;;;;;;;2.85;4.33;;;3.05
MCOGER;2022;530000173;CH DU NORD MAYENNE;530000074;1;506;5;92;3.09;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;483;214;644;2.8;1;29;;786;0;10842;0;0;2.53;2.53;0;;0;;0;0;0;0;0;0.08;11.88;0;0;83.55
MCOGER;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;1028;;769;1.78;1;17;;343;0;5543;;;2.04;2.03;0;0;1;0;;;;;;6.59;9.16;;;1.23
MCOGER;2022;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;0;;;;;1;20;5;249;335;5347;;;1.81;0.9;1;1;1;1;;;;;;6;9;;;0.1
MCOGER;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;130;22;193;0.92;1;15;;547;0;10456;;;2.38;1.38;0;0;1;1;;;;;;13.29;17.83;0.78;;6.95
MCOGER;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;;;;;1;20;1;370;46;5426;;;40.82;;0;0;1;1;;;;;;;;;;
MCOGER;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;2338;309;2176;7.2;1;62;5;986;1076;17750;;;7.75;6.7;0;0;1;1;;;;;;38.05;33;;;24.54
MCOGER;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;509;0;468;1.25;1;20;0;620;0;6566;;;2;2;;0;;1;;;;;;8.02;9.92;;;2.56
MCOGER;2022;550000434;CH BLD FV SITE BLD;550003354;1;301;0;289;2.08;1;18;1;416;113;6079;;;1.17;1.17;0;0;1;1;;;;;;10.12;10.57;0.4;;3.01
MCOGER;2022;560000127;CHBA SITE DE VANNES;560023210;1;2064;676;2183;1.82;1;40;0;1248;0;15419;;;6.11;6.11;0;0;1;1;;;;;;20.04;22.85;;;3.31
MCOGER;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;793;743;1176;3.89;1;52;;1111;0;20281;;;5.58;2.16;0;0;1;1;;;;;;31.2;29.76;0;0;3.18
MCOGER;2022;560000143;CHCB- SITE KÉRIO;560014748;1;634;221;762;2.15;1;29;0;806;0;10692;;;2;2;;;;;;;;;;9.79;15.59;;;2.58
MCOGER;2022;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;;1;26;3;470;668;6372;;;2.44;1.5;0;0;1;1;;;;;;8.37;11.47;0.13;;6.12
MCOGER;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;623;84;529;1.8;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;0;;;;;1;;10;0;962;0;;;1.82;1.42;0;0;1;1;;;;;;1.25;0.6;0.08;;1.43
MCOGER;2022;560000465;GHBS - HOPITAL LE FAOUET;560005746;0;;;;;1;15;;90;0;2371;;;1.49;0.29;0;0;1;1;;;;;;4.62;7.55;;;2.84
MCOGER;2022;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;0;;;;;1;12;;227;0;3999;;;0.85;;0;;1;;;;;;;5.41;5.56;;;1.49
MCOGER;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;620;501;503;4.4;1;6;;146;0;1880;;;0.6;0.6;1;1;0;0;;;;;;2;3.95;0.2;0;1.48
MCOGER;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;208;0;189;2.2;1;8;0;168;0;1676;;;0.5;;0;0;1;0;;;;;;3.6;3.6;;;2
MCOGER;2022;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;0;;;;;1;;5;0;723;0;;;0.76;;0;0;0;0;;;;;;1;;0.2;;2.1
MCOGER;2022;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;0;;;;;1;30;5;807;111;10184;;;5.25;4.06;0;0;0;0;;;;;;12.88;17.49;0.74;;6.64
MCOGER;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;424;;378;1.24;1;38;3;1092;281;14079;;;1.2;1.2;0;0;1;1;;;;;;16.26;22.58;0;0;4.02
MCOGER;2022;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;0;;;;;1;20;5;470;1080;6371;;;4.82;2.9;1;1;0;0;;;;;;10;11.88;0.9;;12.31
MCOGER;2022;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;0;;;;;1;30;0;591;0;8277;;;2.85;2.85;;;;;;;;;;11.81;14.84;;;2.41
MCOGER;2022;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;0;;;;;1;46;;1020;0;11718;;;4.65;1.75;0;0;1;1;;;;;;10.5;15.25;;;9.25
MCOGER;2022;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;0;;;;;1;;5;0;361;0;;;0.48;0.48;0;0;1;1;;;;;;;;;;0.2
MCOGER;2022;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;224;0;201;1.52;1;44;0;1414;0;15759;;;4.69;4.69;0;0;1;1;;;;;;20.46;24.15;0;0;10.82
MCOGER;2022;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;1;717;1254;950;6.46;1;23;7;632;242;7942;0;0;2.21;2.21;0;0;1;1;0;0;0;0;0;14.81;10.64;0.5;0;7.75
MCOGER;2022;580972677;CH COSNE COURS SUR LOIRE;580780088;0;;;;;1;3;0;4;0;57;;;0.05;;;;;;;;;;;;;;;
MCOGER;2022;580972685;CH DECIZE;580780096;0;;;;;1;14;;379;0;4466;;;0.52;0.52;0;0;0;0;;;;;;4.15;4.95;0.02;;1.42
MCOGER;2022;590000121;CH SECLIN;590780227;1;417;3;421;2.4;1;40;1;1006;108;11594;;;4.48;4.48;0;0;0;0;;;;;;25.67;23.92;;;5.8
MCOGER;2022;590000337;CH DUNKERQUE;590781415;1;1082;111;1035;2.7;1;25;2;935;337;8668;0;0;4.36;3.96;0;0;1;1;0;0;0;0;0;15.18;13.35;0;0;7.11
MCOGER;2022;590000428;CH CAMBRAI;590781605;1;;;;;1;24;;737;0;7879;;;3;3;0;0;1;1;;;;;;14.99;16.5;;;1.9
MCOGER;2022;590000436;CH LE CATEAU;590781621;0;;;;;1;20;;700;0;6507;;;3.4;2.44;;;;;;;;;;9.56;9.94;;;1.17
MCOGER;2022;590000469;CH FOURMIES;590781662;0;;;;;1;30;0;759;0;7161;0;0;2.64;0.67;;;;;0;0;0;0;0;12.14;17.12;0;0;0.83
MCOGER;2022;590000477;CH LE QUESNOY;590781670;1;163;0;163;0.4;1;15;3;405;170;5593;;;2.3;1.6;1;0;0;0;;;;;;7;6.2;;;6.37
MCOGER;2022;590000527;CH AVESNES;590781795;1;;;;;1;28;5;983;118;14061;;;1.48;0.78;;;;;;;;;;12.17;8.91;0.38;0;7.5
MCOGER;2022;590000535;CH DE MAUBEUGE MCO;590781803;1;672;40;591;3.36;1;27;;644;0;9217;;;2.45;1.93;;;;;;;;;;13.52;17.04;;;2
MCOGER;2022;590000592;CH DENAIN;590782165;1;61;154;167;2.92;1;35;0;860;0;10794;;;4.58;4.58;0;0;0;0;;;;;;16.79;20.86;;;9.61
MCOGER;2022;590000600;CH SAINT- AMAND LES EAUX;590782207;0;;;;;1;20;;865;0;8504;0;0;2;1;1;1;0;0;0;0;0;0;0;10.71;16.08;0;0;3.07
MCOGER;2022;590000618;CH VALENCIENNES;590782215;1;1251;;1154;6.3;1;46;4;1658;276;17265;;;7.36;2.79;;;;;;;;;;32;32.25;1.5;0;15.48
MCOGER;2022;590000758;CH ARMENTIERES;590782637;1;;;;2.48;1;30;1;896;67;9708;;;3.14;1.7;;;;;;;;;;12.28;11.49;;;3.12
MCOGER;2022;590000766;CH BAILLEUL;590782645;0;;;;;1;24;4;529;15;5977;;;1.93;0.93;;0;1;1;;;;;;11.22;17.57;;;3.17
MCOGER;2022;590001004;CH DOUAI DECHY;590783239;1;913;220;973;5.58;1;41;;1491;0;13039;;;6.26;;0;;1;;;;;;;19.8;24.6;0.12;;2.58
MCOGER;2022;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;0;;;;;1;22;0;700;0;7336;;;3.9;2.9;;;;;;;;;;12.05;11.83;0.21;0.22;4.44
MCOGER;2022;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2022;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;0;;;;;1;60;0;1307;0;17618;;;5.3;0.08;;;;;;;;;;31.71;31.45;0.15;0;12.11
MCOGER;2022;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;1;1506;0;1054;3.9;1;;3;0;532;0;;;1.21;0.16;;;;;;;;;;4.54;6.08;0.12;0;3.15
MCOGER;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;;;;;1;32;1;1115;202;10625;;;4.49;4.49;0;0;0;0;;;;;;22.55;25.67;;;1.13
MCOGER;2022;590801106;HOPITAL VICTOR PROVO;590782421;1;929;182;961;6.4;1;43;0;1372;0;17222;;;4.84;4.84;;0;;1;;;;;;29.39;36.5;;;13.91
MCOGER;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;551;38;585;3;1;22;2;783;270;7742;;;5.42;4.34;0;0;1;1;;;;;;14.8;12.88;;;7.35
MCOGER;2022;600000053;CH GHPSO SENLIS;600101984;1;223;262;303;2.29;1;30;2;515;384;9590;;;6.29;6.29;0;0;0;0;;;;;;14.18;19.57;;;14.37
