BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;SSR_A50;1;;;;;0;;0;
SSR;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;SSR_A51;1;;;50;;0;;23996;
SSR;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;SSR_A52;1;;;25;;0;;4096;
SSR;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;SSR_TOT;;;;75;0;0;0;28092;
SSR;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;SSR_A;;90;32850;20;1259;28211;16;8044;
SSR;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;SSR_A50;1;21;;;;7632;;0;
SSR;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;SSR_A53;1;69;;20;;20579;;8044;
SSR;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;SSR_TOT;;90;32850;20;1259;28211;16;8044;0
SSR;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;SSR_A;;158;56670;37;1443;51108;108;14317;
SSR;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;SSR_A51;1;133;;28;;42111;;10745;
SSR;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;SSR_A52;1;25;;9;;8997;;3572;
SSR;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;SSR_TOT;;158;56670;37;1443;51108;108;14317;0
SSR;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;SSR_A;;27;9855;;255;7824;4;0;
SSR;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;SSR_A59;1;27;;;;7824;;0;
SSR;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;SSR_TOT;;27;9855;;255;7824;4;0;0
SSR;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;SSR_A;;51;18615;;509;12590;7;0;
SSR;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;SSR_A50;1;;;;;0;;0;
SSR;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;SSR_A59;1;51;;;;12590;;0;
SSR;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;SSR_TOT;;51;18615;;509;12590;7;0;1
SSR;2022;130809981;KORIAN MASSILIA LES PINS;750056335;SSR_A;;93;33573;10;607;30016;91;5453;
SSR;2022;130809981;KORIAN MASSILIA LES PINS;750056335;SSR_A50;1;50;;;;8500;;0;
SSR;2022;130809981;KORIAN MASSILIA LES PINS;750056335;SSR_A51;1;43;;10;;21516;;5453;
SSR;2022;130809981;KORIAN MASSILIA LES PINS;750056335;SSR_TOT;;93;33573;10;607;30016;91;5453;0
SSR;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SSR_A;;25;9125;;229;7663;16;0;
SSR;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SSR_A50;1;;;;;0;;0;
SSR;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SSR_A59;1;25;;;;7663;;0;
SSR;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SSR_TOT;;25;9125;;229;7663;16;0;0
SSR;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;SSR_A;;65;23725;4;479;21971;79;828;
SSR;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;SSR_A50;1;18;;;;8086;;0;
SSR;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;SSR_A51;1;17;;;;3206;;0;
SSR;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;SSR_A52;1;30;;4;;10679;;828;
SSR;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;SSR_TOT;;65;23725;4;479;21971;79;828;0
SSR;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;SSR_A;;;;1;0;0;0;554;
SSR;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;SSR_A50;1;;;;;0;;0;
SSR;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;SSR_A52;1;;;1;;0;;554;
SSR;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;SSR_A54;1;;;;;0;;0;
SSR;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;SSR_TOT;;;;1;0;0;0;554;
SSR;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SSR_A;;28;12120;2;280;11260;37;56;
SSR;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SSR_A50;1;10;;2;;5319;;56;
SSR;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SSR_A58;1;;;0;;0;;0;
SSR;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SSR_A59;1;18;;;;5941;;0;
SSR;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SSR_TOT;;28;12120;2;280;11260;37;56;0
SSR;2022;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;SSR_A;;40;14600;5;463;10508;6;255;
SSR;2022;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;SSR_A55;1;20;;;;4326;;0;
SSR;2022;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;SSR_A59;1;20;;5;;6182;;255;
SSR;2022;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;SSR_TOT;;40;14600;5;463;10508;6;255;1
SSR;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;SSR_A;;70;25550;15;491;21886;69;10317;
SSR;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;SSR_A50;1;;;;;0;;0;
SSR;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;SSR_A51;1;31;;12;;10697;;5581;
SSR;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;SSR_A52;1;39;;3;;11189;;4736;
SSR;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;SSR_TOT;;70;25550;15;491;21886;69;10317;
SSR;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;SSR_A;;72;26280;;593;19475;28;0;
SSR;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;SSR_A50;1;60;;;;15970;;0;
SSR;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;SSR_A59;1;12;;;;3505;;0;
SSR;2022;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;SSR_TOT;;72;26280;;593;19475;28;0;0
SSR;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;SSR_A;;20;7300;;377;6692;3;0;
SSR;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;SSR_A50;1;20;;;;6692;;0;
SSR;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;SSR_TOT;;20;7300;;377;6692;3;0;0
SSR;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;SSR_A;;;;20;0;0;0;7375;
SSR;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;SSR_A53;1;;;20;;0;;7375;
SSR;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;SSR_TOT;;;;20;0;0;0;7375;0
SSR;2022;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;SSR_A;;45;16425;;397;14217;28;0;
SSR;2022;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;SSR_A50;1;45;;;;14217;;0;
SSR;2022;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;SSR_TOT;;45;16425;;397;14217;28;0;0
SSR;2022;140008152;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;SSR_A;;60;21900;;543;15553;14;0;
SSR;2022;140008152;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;SSR_A50;1;60;;;;15553;;0;
SSR;2022;140008152;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;SSR_TOT;;60;21900;;543;15553;14;0;0
SSR;2022;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;SSR_A;;46;16790;;387;14457;34;0;
SSR;2022;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;SSR_A50;1;46;;;;14457;;0;
SSR;2022;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;SSR_TOT;;46;16790;;387;14457;34;0;0
SSR;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;SSR_A;;;;67;0;0;0;22397;
SSR;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;SSR_A50;1;;;1;;0;;1;
SSR;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;SSR_A51;1;;;45;;0;;15040;
SSR;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;SSR_A52;1;;;21;;0;;7356;
SSR;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;SSR_TOT;;;;67;0;0;0;22397;0
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E;;24;8760;6;839;4598;5;1914;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E50;1;0;;0;;0;;0;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E51;1;8;;2;;1710;;475;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E52;1;8;;2;;905;;1162;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E54;1;1;;0;;48;;0;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_E55;1;7;;2;;1935;;277;
SSR;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;SSR_TOT;;24;8760;6;839;4598;5;1914;
SSR;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SSR_A;;;;5;0;0;0;1934;
SSR;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SSR_A50;1;;;;;0;;0;
SSR;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SSR_A53;1;;;5;;0;;1934;
SSR;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SSR_TOT;;;;5;0;0;0;1934;0
SSR;2022;140025123;CRF DE CAEN;310021126;SSR_A;;78;24090;10;744;25303;41;3737;
SSR;2022;140025123;CRF DE CAEN;310021126;SSR_A50;1;30;;0;;7784;;0;
SSR;2022;140025123;CRF DE CAEN;310021126;SSR_A51;1;30;;3;;12618;;2503;
SSR;2022;140025123;CRF DE CAEN;310021126;SSR_A52;1;18;;7;;4901;;1234;
SSR;2022;140025123;CRF DE CAEN;310021126;SSR_TOT;;78;24090;10;744;25303;41;3737;
SSR;2022;140025255;KORIAN COTE NORMANDE - IFS;310020383;SSR_A;;145;52925;10;1477;49038;92;5175;
SSR;2022;140025255;KORIAN COTE NORMANDE - IFS;310020383;SSR_A50;1;70;;;;14208;;0;
SSR;2022;140025255;KORIAN COTE NORMANDE - IFS;310020383;SSR_A59;1;75;;10;;34830;;5175;
SSR;2022;140025255;KORIAN COTE NORMANDE - IFS;310020383;SSR_TOT;;145;52925;10;1477;49038;92;5175;0
SSR;2022;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;SSR_A;;35;12775;;344;10871;14;0;
SSR;2022;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;SSR_A50;1;9;;;;1016;;0;
SSR;2022;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;SSR_A59;1;26;;;;9855;;0;
SSR;2022;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;SSR_TOT;;35;12775;;344;10871;14;0;0
SSR;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;SSR_A;;56;20440;20;748;14284;1;5095;
SSR;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;SSR_A53;1;56;;20;;14284;;5095;
SSR;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;SSR_TOT;;56;20440;20;748;14284;1;5095;
SSR;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;SSR_A;;28;10220;2;284;9107;26;2168;
SSR;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;SSR_A58;1;28;;2;;9107;;2168;
SSR;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;SSR_TOT;;28;10220;2;284;9107;26;2168;0
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_E;;;;23;0;0;0;4794;
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_E50;1;;;2;;0;;98;
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_E51;1;;;8;;0;;2366;
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_E52;1;;;12;;0;;2330;
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_E54;1;;;1;;0;;0;
SSR;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;SSR_TOT;;;;23;0;0;0;4794;
SSR;2022;150000040;CH HENRI MONDOR;150780096;SSR_A;;72;20410;10;581;19716;38;1503;
SSR;2022;150000040;CH HENRI MONDOR;150780096;SSR_A50;1;72;;10;;19716;;1503;
SSR;2022;150000040;CH HENRI MONDOR;150780096;SSR_TOT;;72;20410;10;581;19716;38;1503;0
SSR;2022;150000149;CH PIERRE RAYNAL;150780393;SSR_A;;56;20440;5;316;11308;21;34;
SSR;2022;150000149;CH PIERRE RAYNAL;150780393;SSR_A50;1;56;;5;;11308;;34;
SSR;2022;150000149;CH PIERRE RAYNAL;150780393;SSR_TOT;;56;20440;5;316;11308;21;34;0
SSR;2022;150000164;CH DE MAURIAC;150780468;SSR_A;;18;6570;;283;5834;2;0;
SSR;2022;150000164;CH DE MAURIAC;150780468;SSR_A50;1;18;;;;5834;;0;
SSR;2022;150000164;CH DE MAURIAC;150780468;SSR_TOT;;18;6570;;283;5834;2;0;0
SSR;2022;150000180;CH DE MURAT;150780500;SSR_A;;40;14600;;248;7857;5;0;
SSR;2022;150000180;CH DE MURAT;150780500;SSR_A50;1;40;;;;7857;;0;
SSR;2022;150000180;CH DE MURAT;150780500;SSR_TOT;;40;14600;;248;7857;5;0;0
SSR;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;SSR_A;;78;28470;11;817;21908;2;373;
SSR;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;SSR_A50;1;;;;;0;;0;
SSR;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;SSR_A54;1;78;;11;;21908;;373;
SSR;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;SSR_TOT;;78;28470;11;817;21908;2;373;0
SSR;2022;150780120;CLINIQUE DU HAUT CANTAL;150000065;SSR_A;;50;17700;0;349;10573;23;0;
SSR;2022;150780120;CLINIQUE DU HAUT CANTAL;150000065;SSR_A50;1;50;;0;;10573;;0;
SSR;2022;150780120;CLINIQUE DU HAUT CANTAL;150000065;SSR_TOT;;50;17700;0;349;10573;23;0;0
SSR;2022;150780708;CENTRE MEDICAL M. DELORT;870015336;SSR_A;;42;20075;5;411;14765;32;584;
SSR;2022;150780708;CENTRE MEDICAL M. DELORT;870015336;SSR_A50;1;42;;5;;14765;;584;
SSR;2022;150780708;CENTRE MEDICAL M. DELORT;870015336;SSR_TOT;;42;20075;5;411;14765;32;584;
SSR;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SSR_A;;35;10950;10;451;10987;8;5800;
SSR;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SSR_A50;1;5;;;;1761;;0;
SSR;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SSR_A51;1;30;;10;;9226;;5800;
SSR;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SSR_TOT;;35;10950;10;451;10987;8;5800;0
SSR;2022;160000188;CH DE LA ROCHEFOUCAULD;160000121;SSR_A;;42;12352;7;385;11233;11;1400;
SSR;2022;160000188;CH DE LA ROCHEFOUCAULD;160000121;SSR_A50;1;42;;7;;11233;;1400;
SSR;2022;160000188;CH DE LA ROCHEFOUCAULD;160000121;SSR_TOT;;42;12352;7;385;11233;11;1400;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_A;;55;18023;17;446;15995;45;5190;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_A50;1;27;;2;;8392;;1183;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_A51;1;0;;8;;0;;1046;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_A52;1;;;7;;0;;2961;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_A59;1;28;;;;7603;;0;
SSR;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SSR_TOT;;55;18023;17;446;15995;45;5190;0
SSR;2022;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;SSR_A;;40;14201;;418;12909;21;0;
SSR;2022;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;SSR_A50;1;;;;;0;;0;
SSR;2022;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;SSR_A59;1;40;;;;12909;;0;
SSR;2022;160000261;CHI DU PAYS DE COGNAC - SSR;160014411;SSR_TOT;;40;14201;;418;12909;21;0;0
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_A;;112;40880;5;865;25147;43;1222;
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_A50;1;38;;;;8158;;0;
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_A51;1;51;;5;;10760;;1222;
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_A52;1;;;;;0;;0;
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_A59;1;23;;;;6229;;0;
SSR;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SSR_TOT;;112;40880;5;865;25147;43;1222;0
SSR;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SSR_A;;25;9125;0;281;7582;6;0;
SSR;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SSR_A59;1;25;;0;;7582;;0;
SSR;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SSR_TOT;;25;9125;0;281;7582;6;0;0
SSR;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SSR_A;;20;7300;;238;6299;3;0;
SSR;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SSR_A50;1;5;;;;843;;0;
SSR;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SSR_A59;1;15;;;;5456;;0;
SSR;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SSR_TOT;;20;7300;;238;6299;3;0;
SSR;2022;160000360;CH DE CHATEAUNEUF;160014411;SSR_A;;6;2165;;56;1587;0;0;
SSR;2022;160000360;CH DE CHATEAUNEUF;160014411;SSR_A50;1;6;;;;1587;;0;
SSR;2022;160000360;CH DE CHATEAUNEUF;160014411;SSR_TOT;;6;2165;;56;1587;0;0;0
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_A;;83;28470;23;382;13796;34;3258;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_A50;1;35;;0;;1172;;0;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_A51;1;19;;9;;5379;;1270;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_A52;1;29;;14;;7245;;1988;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_E;;2;730;2;4;149;2;76;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_E50;1;0;;0;;0;;0;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_E51;1;1;;1;;9;;6;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_E52;1;1;;1;;140;;70;
SSR;2022;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;SSR_TOT;;85;29200;25;386;13945;36;3334;1
SSR;2022;160012209;KORIAN LE MAS BLANC - JARNAC;160012191;SSR_A;;38;13870;;322;9896;13;0;
SSR;2022;160012209;KORIAN LE MAS BLANC - JARNAC;160012191;SSR_A50;1;38;;;;9896;;0;
SSR;2022;160012209;KORIAN LE MAS BLANC - JARNAC;160012191;SSR_TOT;;38;13870;;322;9896;13;0;
SSR;2022;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;SSR_A;;;;5;0;0;0;1120;
SSR;2022;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;SSR_A50;1;;;5;;0;;1120;
SSR;2022;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;SSR_TOT;;;;5;0;0;0;1120;0
SSR;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;SSR_A;;32;8222;5;318;8910;15;1078;
SSR;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;SSR_A59;1;32;;5;;8910;;1078;
SSR;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;SSR_TOT;;32;8222;5;318;8910;15;1078;0
SSR;2022;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;SSR_A;;58;21170;;481;16156;35;0;
SSR;2022;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;SSR_A50;1;58;;;;16156;;0;
SSR;2022;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;SSR_TOT;;58;21170;;481;16156;35;0;0
SSR;2022;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;SSR_A;;15;5475;;154;4142;1;0;
SSR;2022;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;SSR_A50;1;15;;;;4142;;0;
SSR;2022;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;SSR_TOT;;15;5475;;154;4142;1;0;0
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A;;100;29966;20;860;29167;74;2992;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A50;1;38;;2;;11003;;306;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A51;1;0;;3;;;;459;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A52;1;11;;3;;8733;;459;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A53;1;;;10;;0;;1462;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_A59;1;51;;2;;9431;;306;
SSR;2022;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SSR_TOT;;100;29966;20;860;29167;74;2992;0
SSR;2022;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;SSR_A;;27;9855;;204;6018;9;0;
SSR;2022;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;SSR_A50;1;27;;;;6018;;0;
SSR;2022;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;SSR_TOT;;27;9855;;204;6018;9;0;0
SSR;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SSR_A;;60;21900;;723;21271;30;0;
SSR;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SSR_A50;1;;;;;0;;0;
SSR;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SSR_A59;1;60;;;;21271;;0;
SSR;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SSR_TOT;;60;21900;;723;21271;30;0;0
SSR;2022;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;SSR_A;;20;7300;0;247;6703;4;0;
SSR;2022;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;SSR_A50;1;20;;0;;6703;;0;
SSR;2022;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;SSR_TOT;;20;7300;0;247;6703;4;0;0
SSR;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SSR_A;;60;21900;;523;18589;36;0;
SSR;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SSR_A50;1;25;;;;6388;;0;
SSR;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SSR_A59;1;35;;;;12201;;0;
SSR;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SSR_TOT;;60;21900;;523;18589;36;0;0
SSR;2022;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;SSR_A;;70;24430;;712;20709;17;0;
SSR;2022;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;SSR_A50;1;70;;;;20709;;0;
SSR;2022;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;SSR_TOT;;70;24430;;712;20709;17;0;0
SSR;2022;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SSR_A;;93;27300;28;724;26764;82;9388;
SSR;2022;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SSR_A51;1;33;;13;;9533;;4916;
SSR;2022;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SSR_A52;1;32;;11;;9940;;3292;
SSR;2022;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SSR_A54;1;28;;4;;7291;;1180;
SSR;2022;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SSR_TOT;;93;27300;28;724;26764;82;9388;1
SSR;2022;170780068;CLINIQUE SUR MOREAU;750056335;SSR_A;;68;24820;14;625;22782;52;4388;
SSR;2022;170780068;CLINIQUE SUR MOREAU;750056335;SSR_A50;1;38;;7;;5346;;2206;
SSR;2022;170780068;CLINIQUE SUR MOREAU;750056335;SSR_A59;1;30;;7;;17436;;2182;
SSR;2022;170780068;CLINIQUE SUR MOREAU;750056335;SSR_TOT;;68;24820;14;625;22782;52;4388;
SSR;2022;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;SSR_A;;68;24820;10;527;20846;48;1477;
SSR;2022;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;SSR_A50;1;28;;5;;6620;;809;
SSR;2022;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;SSR_A59;1;40;;5;;14226;;668;
SSR;2022;170780100;CLINIQUE D'ANGOULINS SUR MER;310021357;SSR_TOT;;68;24820;10;527;20846;48;1477;0
SSR;2022;170780621;POLYCLINIQUE SAINT GEORGES;170000285;SSR_A;;60;21900;5;420;12256;20;3017;
