BOR;AN;FI;GRP;RS;FI_ET;RS_ET
ST;2019;310000617;06;SAS CL NEPHRO ST EXUPERY;310796776;CL NEPHRO ST EXUPERY UAD REVEL
ST;2019;310000633;06;AAIR MIDI PYRENEES;090002833;AAIR UAD UDM PAMIERS
ST;2019;310000633;06;AAIR MIDI PYRENEES;090784125;AAIR UAD LAVELANET
ST;2019;310000633;06;AAIR MIDI PYRENEES;090784679;AAIR UAD ST LIZIER
ST;2019;310000633;06;AAIR MIDI PYRENEES;120005228;AAIR UAD RODEZ
ST;2019;310000633;06;AAIR MIDI PYRENEES;120007786;AAIR UAD UDM ST REMY
ST;2019;310000633;06;AAIR MIDI PYRENEES;120788088;AAIR UAD DECAZEVILLE
ST;2019;310000633;06;AAIR MIDI PYRENEES;310020169;AAIR UAD UDM CTRE COLOMIERS MONTHIEU
ST;2019;310000633;06;AAIR MIDI PYRENEES;310026919;AAIR UAD UDM RAMONVILLE ST AGNE
ST;2019;310000633;06;AAIR MIDI PYRENEES;310782065;AAIR MIDI PYRENEES
ST;2019;310000633;06;AAIR MIDI PYRENEES;310793542;AAIR UAD CARBONNE
ST;2019;310000633;06;AAIR MIDI PYRENEES;310793559;AAIR UAD TOULOUSE BONNEFOY
ST;2019;310000633;06;AAIR MIDI PYRENEES;310793567;AAIR UAD BLAGNAC
ST;2019;310000633;06;AAIR MIDI PYRENEES;310793575;AAIR UAD TOULOUSE CEPIERE
ST;2019;310000633;06;AAIR MIDI PYRENEES;310793849;AAIR UAD PRAT COLOMIERS
ST;2019;310000633;06;AAIR MIDI PYRENEES;310794524;AAIR UAD ST GAUDENS
ST;2019;310000633;06;AAIR MIDI PYRENEES;320000680;AAIR UAD NOGARO
ST;2019;310000633;06;AAIR MIDI PYRENEES;320001050;AAIR UAD MIRANDE
ST;2019;310000633;06;AAIR MIDI PYRENEES;320001688;AAIR UAD CONDOM
ST;2019;310000633;06;AAIR MIDI PYRENEES;320004872;AAIR UAD L'ISLE JOURDAIN
ST;2019;310000633;06;AAIR MIDI PYRENEES;320784515;AAIR UAD UDM PAVIE
ST;2019;310000633;06;AAIR MIDI PYRENEES;320785587;AAIR UAD FLEURANCE
ST;2019;310000633;06;AAIR MIDI PYRENEES;460004641;AAIR UAD PRAYSSAC
ST;2019;310000633;06;AAIR MIDI PYRENEES;460786346;AAIR UAD CAHORS
ST;2019;310000633;06;AAIR MIDI PYRENEES;460786353;AAIR UAD UDM FIGEAC
ST;2019;310000633;06;AAIR MIDI PYRENEES;460786478;AAIR UAD MONTFAUCON
ST;2019;310000633;06;AAIR MIDI PYRENEES;650005044;AAIR UAD BAGNERES DE BIGORRE
ST;2019;310000633;06;AAIR MIDI PYRENEES;650788573;AAIR UAD MAUBOURGUET
ST;2019;310000633;06;AAIR MIDI PYRENEES;650788599;AAIR UAD LANNEMEZAN
ST;2019;310000633;06;AAIR MIDI PYRENEES;650788607;AAIR UAD UDM LOURDES
ST;2019;310000633;06;AAIR MIDI PYRENEES;650788615;AAIR UAD TARBES
ST;2019;310002712;06;NEPHROCARE OCCITANIE;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE
ST;2019;310002712;06;NEPHROCARE OCCITANIE;310011838;NEPHROCARE OC UDM CORNEBARRIEU
ST;2019;310002712;06;NEPHROCARE OCCITANIE;310794417;NEPHROCARE OC CENTRE UAD UDM MURET
ST;2019;310180013;02;LES HOPITAUX DE LUCHON;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO
ST;2019;310180013;02;LES HOPITAUX DE LUCHON;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION
ST;2019;310780671;02;CH COMMINGES PYRENEES;310000310;CH COMMINGES PYRENEES SITE PLANCARD
ST;2019;310780671;02;CH COMMINGES PYRENEES;310009279;CH COMMINGES PYRENEES SITE ENCORE
ST;2019;310780713;02;CH REVEL;310000336;CH REVEL
ST;2019;310780754;02;CH GERARD MARCHANT;310000369;CH MARCHANT
ST;2019;310780754;02;CH GERARD MARCHANT;310794094;USLD LES JARDINS DES SILOS
ST;2019;310781406;02;CHU TOULOUSE;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER
ST;2019;310781406;02;CHU TOULOUSE;310019351;HOPITAL LARREY CHU TLSE
ST;2019;310781406;02;CHU TOULOUSE;310022298;HOPITAL GARONNE CHU TOULOUSE
ST;2019;310781406;02;CHU TOULOUSE;310025333;ONCOPOLE CHU TOULOUSE
ST;2019;310781406;02;CHU TOULOUSE;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE
ST;2019;310781406;02;CHU TOULOUSE;310783048;HOPITAL PURPAN CHU TLSE
ST;2019;310781406;02;CHU TOULOUSE;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE
ST;2019;310781406;02;CHU TOULOUSE;310783063;HOPITAL LA GRAVE CHU TLSE
ST;2019;310786256;02;CH MURET;310013628;CH MURET
ST;2019;310789136;08;ASSOC INSTITUT CLAUDIUS REGAUD;310782347;INSTITUT CLAUDIUS REGAUD
ST;2019;310797519;08;SCP DR FRANCK DUDOUET ET AUTRES;310797527;GROUPE ONCORAD GARONNE PASTEUR
ST;2019;310797519;08;SCP DR FRANCK DUDOUET ET AUTRES;820007102;GROUPE ONCORAD PONT DE CHAUME
ST;2019;320004310;02;ETS PUBLIC DE SANTE (EX HL)DE LOMAGNE;320000110;EPS LOMAGNE SITE DE FLEURANCE
ST;2019;320780117;02;CH AUCH;320000086;CH AUCH
ST;2019;320780117;02;CH AUCH;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM
ST;2019;320780125;02;CH GERS;320000094;CENTRE HOSPITALIER DU GERS
ST;2019;320780133;02;CH CONDOM;320000102;CH DE CONDOM
ST;2019;320780158;02;CH DE GIMONT;320000128;CH DE GIMONT
ST;2019;320780174;02;CHI DE LOMBEZ SAMATAN;320000144;CHI LOMBEZ SAMATAN
ST;2019;320780182;02;CH DE MAUVEZIN;320000151;CH DE MAUVEZIN
ST;2019;320780190;02;CH DE MIRANDE;320000169;CH DE MIRANDE
ST;2019;320780208;02;CH NOGARO;320000177;CH NOGARO
ST;2019;320780216;02;CH DE VIC FEZENSAC;320000185;CH DE VIC FEZENSAC
ST;2019;330000134;06;SA POLYCLINIQUE BORDEAUX RIVE DROITE;330017989;CENTRE HEMODIALYSE BX RIVE DROITE
ST;2019;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330054453;ANTENNE AUTODIALYSE CTMR
ST;2019;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330056516;ANTENNE/UNITE DE DIALYSE CTMR
ST;2019;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330780446;C.T.M.R. SAINT-AUGUSTIN
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;240002691;ANTENNE AUTODIALYSE AURAD BERGERAC
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;240002725;ANTENNE AUTODIALYSE AURAD CASTELS
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007667;ANTENNE AUTODIALYSE AURAD LANGON
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;400006730;ANTENNE AUTODIALYSE AURAD ST VINCENT
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;400007332;ANTENNE AUTODIALYSE AURAD MT MARSAN
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;400010906;ANTENNE AUTODIALYSE AURAD HAGETMAU
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470001868;ANTENNE AUTODIALYSE AURAD PONT DU CASS
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002262;ANTENNE AUTODIALYSE AURAD BOE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002320;ANTENNE AUTODIALYSE AURAD MARMANDE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002346;ANTENNE AUTODIALYSE AURAD CASTELJALOUX
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002361;ANTENNE AUTODIALYSE AURAD STE LIVRADE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002387;ANTENNE AUTODIALYSE AURAD TONNEINS
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002403;ANTENNE AUTODIALYSE AURAD FUMEL
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002411;ANTENNE AUTODIALYSE AURAD NERAC
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;470013558;ANTENNE AUTODIALYSE AURAD VILLENEUVE
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;640005302;ANTENNE AUTODIALYSE AURAD ANGLET
ST;2019;330000266;06;ASSOCIATION AURAD-AQUITAINE;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT
ST;2019;330000274;06;POLYCLINIQUE BX-NORD-AQUITAINE;330783374;CENTRE D'HEMODIALYSE PBNA
ST;2019;330000308;06;SAS HOPITAL PRIVE SAINT MARTIN;330780453;CENTRE HEMODYALISE SAINT MARTIN
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330007410;ANTENNE AUTODIALYSE CADDD
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330056227;ANTENNE AUTODIALYSE CADDD
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330795295;ANTENNE AUTODIALYSE CADDD
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330795303;ANTENNE AUTODIALYSE CADDD
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330802364;ANTENNE AUTODIALYSE CADDD
ST;2019;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;400789715;ANTENNE AUTODIALYSE CADDD
ST;2019;330015488;06;SOC FRA DEVELOP TECHNIQUES MEDICALES;740011515;SFDTM CTRE DIALYSE CH ALPES LÉMAN
ST;2019;330015488;06;SOC FRA DEVELOP TECHNIQUES MEDICALES;740788617;SFDTM CTRE DIALYSE MT BLANC SALLANCHES
ST;2019;330027509;02;CH SUD GIRONDE LANGON-LA REOLE;330000589;CH SUD GIRONDE - SITE LANGON
ST;2019;330027509;02;CH SUD GIRONDE LANGON-LA REOLE;330000597;CH SUD GIRONDE - SITE LA REOLE
ST;2019;330030859;06;ASS. NEPHRO. PR DVLPT REIN ARTIFICIEL;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA
ST;2019;330030958;06;CIRAD BLOIS;410005011;C.I.R.A.D. - CHEMERY
ST;2019;330030958;06;CIRAD BLOIS;410005953;C.I.R.A.D. - VENDOME
ST;2019;330030958;06;CIRAD BLOIS;410007553;C.I.R.A.D. - BLOIS (SITE CH DE BLOIS)
ST;2019;330031089;06;SOCIETE BRESTOISE DU REIN ARTIFICIEL;290000850;STE BRESTOISE REIN ARTIFICIEL
ST;2019;330781196;02;CHU DE BORDEAUX;330781337;HOPITAL XAVIER ARNOZAN - CHU
ST;2019;330781196;02;CHU DE BORDEAUX;330781352;HOPITAL SAINT-ANDRE - CHU
ST;2019;330781196;02;CHU DE BORDEAUX;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU
ST;2019;330781196;02;CHU DE BORDEAUX;330783648;HOPITAL HAUT-LEVEQUE - CHU
ST;2019;330781196;02;CHU DE BORDEAUX;330802752;CENTRE JEAN ABADIE - CHU
ST;2019;330781204;02;CENTRE HOSPITALIER D'ARCACHON;330000555;CENTRE HOSPITALIER D'ARCACHON
ST;2019;330781212;02;CENTRE HOSPITALIER DE BAZAS;330804501;CENTRE HOSPITALIER DE BAZAS
ST;2019;330781220;02;CH DE LA HAUTE GIRONDE;330000571;CH DE LA HAUTE GIRONDE
ST;2019;330781253;02;CENTRE HOSPITALIER DE LIBOURNE;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE
ST;2019;330781253;02;CENTRE HOSPITALIER DE LIBOURNE;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE
ST;2019;330781253;02;CENTRE HOSPITALIER DE LIBOURNE;330783721;HOPITAL GARDEROSE
ST;2019;330781261;02;CH DE SAINTE FOY LA GRANDE;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE
ST;2019;330781287;02;CH CHARLES PERRENS;330000639;CH CHARLES PERRENS
ST;2019;330781295;02;C.H. DE CADILLAC;330000647;C.H. DE CADILLAC
ST;2019;330781329;08;INSTITUT BERGONIE;330000662;INSTITUT BERGONIE
ST;2019;330792862;02;CENTRE DE SOINS DE PODENSAC;330005182;EHPAD - USLD CENTRE DE SOINS PODENSAC
ST;2019;340000264;06;AIDER SANTE;110004413;AIDER SANTE UAD NARBONNE
ST;2019;340000264;06;AIDER SANTE;110004421;AIDER SANTE UAD LIMOUX QUILLAN
ST;2019;340000264;06;AIDER SANTE;110004439;AIDER SANTE UAD TREBES
ST;2019;340000264;06;AIDER SANTE;110005311;AIDER SANTE UDM CH CARCASSONNE
ST;2019;340000264;06;AIDER SANTE;120001748;AIDER SANTE UAD UDM MILLAU
ST;2019;340000264;06;AIDER SANTE;300007119;AIDER SANTE UAD UDM CH ALES 1
ST;2019;340000264;06;AIDER SANTE;300007168;AIDER SANTE UAD CH BAGNOLS SUR CEZE
ST;2019;340000264;06;AIDER SANTE;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2
ST;2019;340000264;06;AIDER SANTE;300787421;AIDER SANTE UAD UDM CHU NIMES
ST;2019;340000264;06;AIDER SANTE;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1
ST;2019;340000264;06;AIDER SANTE;340013168;AIDER SANTE UDM CL JACQUES MIROUZE
ST;2019;340000264;06;AIDER SANTE;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS
ST;2019;340000264;06;AIDER SANTE;340013259;AIDER SANTE UAD BEDARIEUX
ST;2019;340000264;06;AIDER SANTE;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT
ST;2019;340000264;06;AIDER SANTE;340013358;AIDER SANTE UAD BOUZIGUES
ST;2019;340000264;06;AIDER SANTE;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS
ST;2019;340000264;06;AIDER SANTE;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS
ST;2019;340000264;06;AIDER SANTE;480001403;AIDER SANTE CENTRE UAD UDM HOP LOZERE
ST;2019;340000264;06;AIDER SANTE;480001783;AIDER SANTE UAD UDM HOPITAL LOZERE
ST;2019;340000264;06;AIDER SANTE;660005182;AIDER SANTE UAD ELNE
ST;2019;340000264;06;AIDER SANTE;660005190;AIDER SANTE UAD FONT ROMEU
ST;2019;340000264;06;AIDER SANTE;660005208;AIDER SANTE UAD LE BOULOU
ST;2019;340000264;06;AIDER SANTE;660005216;AIDER SANTE UAD CH PERPIGNAN
ST;2019;340009489;06;NEPHROLOGIE DIALYSE ST GUILHEM;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM
ST;2019;340009489;06;NEPHROLOGIE DIALYSE ST GUILHEM;340017292;UADSA ST GUILHEM PAYS D'AGDE
ST;2019;340009893;02;CH BEDARIEUX;340780444;CH BEDARIEUX
ST;2019;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340000223;HOPITAL ST CLAIR HBT SETE
ST;2019;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340780436;HOPITAL ST LOUP HBT AGDE
ST;2019;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340787266;HJ PSY INFANTO JUVENILE HBT SETE
ST;2019;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340796051;USLD LES PERGOLINES HBT SETE
ST;2019;340021559;08;SCM CENTRE D'ONCOLOGIE DE MONTPELLIER;340020445;CENTRE D'ONCOLOGIE MONTPELLIER
ST;2019;340780055;02;CH BEZIERS;340000033;CH BEZIERS
ST;2019;340780055;02;CH BEZIERS;340016732;HJ PSY ADULTES SITE PERREAL
ST;2019;340780055;02;CH BEZIERS;340017771;SSR CH BEZIERS
ST;2019;340780055;02;CH BEZIERS;340021211;HAD CH BEZIERS
ST;2019;340780451;02;CH PEZENAS;340000173;CH PEZENAS
ST;2019;340780469;02;CH SAINT PONS;340000181;CH SAINT PONS DE THOMIERES
ST;2019;340780469;02;CH SAINT PONS;340008176;CH SAINT PONS CENTRE D'ALCOOLOGIE
ST;2019;340780477;02;CHU MONTPELLIER;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER
ST;2019;340780477;02;CHU MONTPELLIER;340022763;CHU MTP SMUR ANTENNE LUNEL
ST;2019;340780477;02;CHU MONTPELLIER;340022771;CHU MTP SMUR ANTENNE GANGES
ST;2019;340780477;02;CHU MONTPELLIER;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES
ST;2019;340780477;02;CHU MONTPELLIER;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT
ST;2019;340780477;02;CHU MONTPELLIER;340780485;CHS LA COLOMBIERE CHU MONTPELLIER
ST;2019;340780477;02;CHU MONTPELLIER;340782036;HOPITAL ST ELOI CHU MONTPELLIER
ST;2019;340780477;02;CHU MONTPELLIER;340782085;HOPITAL GUI DE CHAULIAC CHU MTP
ST;2019;340780477;02;CHU MONTPELLIER;340782481;CENTRE BELLEVUE CHU MONTPELLIER
ST;2019;340780477;02;CHU MONTPELLIER;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER
ST;2019;340780477;02;CHU MONTPELLIER;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT
ST;2019;340780493;08;ICM;340000207;ICM
ST;2019;340780519;02;CH LODEVE;340000215;CH LODEVE
ST;2019;340780535;02;CH LUNEL;340000231;CH POLE DE SANTE DE LUNEL
ST;2019;340780543;02;CH CLERMONT L'HERAULT;340000249;CH CLERMONT L'HERAULT
ST;2019;340796358;02;CH PAUL COSTE FLORET LAMALOU;340780220;CH PAUL COSTE FLORET
ST;2019;340798503;08;ONCODOC;340798511;ONCODOC
ST;2019;350000022;02;CENTRE HOSPITALIER SAINT MALO;350000147;CENTRE HOSPITALIER SAINT-MALO
ST;2019;350000022;02;CENTRE HOSPITALIER SAINT MALO;350013629;USLD LA BRIANTAIS CH ST MALO
ST;2019;350000030;02;CENTRE HOSPITALIER FOUGERES;350000154;C.H FOUGERES
ST;2019;350000048;02;CH INTERCOMMUNAL REDON CARENTOIR;350000162;CHIRC SITE REDON
ST;2019;350000048;02;CH INTERCOMMUNAL REDON CARENTOIR;560000473;CHIRC SITE CARENTOIR
ST;2019;350000055;02;CENTRE HOSPITALIER VITRE;350000188;CENTRE HOSPITALIER VITRE
ST;2019;350000055;02;CENTRE HOSPITALIER VITRE;350016135;SERVICE DE S.S.R. - CH VITRÉ
ST;2019;350000089;02;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE
ST;2019;350000246;02;CH GUILLAUME REGNIER RENNES;350000337;C.H. GUILLAUME REGNIER RENNES
ST;2019;350000246;02;CH GUILLAUME REGNIER RENNES;350032280;RESIDENCE DU TERTRE DE JOUE
ST;2019;350000626;06;FONDATION AUB SANTE;220013106;UNITE DIALYSE BEGARD AUB SANTE
ST;2019;350000626;06;FONDATION AUB SANTE;220013130;UNITE AUTODIALYSE PAIMPOL - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;220013155;UNITE AUTODIALYSE SAINT ALBAN - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;220016778;CTRE D'ENTRAINEMENT ET REPLI ST BRIEUC
ST;2019;350000626;06;FONDATION AUB SANTE;220019558;UNIT DIALYSE LA BEAUCHÉE ST BRIEUC AUB
ST;2019;350000626;06;FONDATION AUB SANTE;220019848;UNITE DIALYSE LOUDEAC AUB SANTE
ST;2019;350000626;06;FONDATION AUB SANTE;220020507;UNITE DIALYSE LANNION AUB SANTE
ST;2019;350000626;06;FONDATION AUB SANTE;220021976;UNITE DIALYSE DINAN AUB SANTE
ST;2019;350000626;06;FONDATION AUB SANTE;290005131;UNITE DIALYSE PLOURIN-LES-MORLAIX AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290005172;UNITE AUTODIALYSE BREST HERMITAGE AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290005230;UNITE DIALYSE DOUARNENEZ - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290018555;UNITE AUTODIALYSE MORLAIX - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290021070;UNITE AUTODIALYSE CONCARNEAU - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290023779;UNITE DIALYSE CARHAIX AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290023787;UNITE AUTODIALYSE LANDIVISIAU - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290023795;UNITE AUTODIALYSE LE FOLGOET - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290025337;UNITE AUTODIALYSE PLONEOUR LANVERN AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290028539;UNITE AUTODIALYSE LANDERNEAU - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290029669;UNITE DIALYSE QUIMPER AUB SANTE
ST;2019;350000626;06;FONDATION AUB SANTE;290030808;UNITE AUTODIALYSE CROZON - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290032028;UDM DE BREST - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350030763;UNITE AUTODIALYSE SAINT MALO - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350041059;UNITE AUTODIALYSE DINARD - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350042131;UNITE DIALYSE REDON - AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350042602;UNITE DIALYSE FOUGERES AUB
ST;2019;350000626;06;FONDATION AUB SANTE;350046751;UNITE DIALYSE MONTGERMONT AUB
ST;2019;350000626;06;FONDATION AUB SANTE;500021316;CENTRE DE DIALYSE D'AVRANCHES
ST;2019;350000626;06;FONDATION AUB SANTE;560004004;CENTRE DE DIALYSE DE LORIENT
ST;2019;350000626;06;FONDATION AUB SANTE;560006348;UNITE DIALYSE KERIO PONTIVY AUB
ST;2019;350000626;06;FONDATION AUB SANTE;560023848;UNITE DIALYSE KERFRICHANT LORIENT AUB
ST;2019;350002291;02;CH DE LA ROCHE AUX FEES JANZE;350000410;CH DE LA ROCHE AUX FÉES JANZE
ST;2019;350002309;02;CENTRE HOSPITALIER GRAND FOUGERAY;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY
ST;2019;350002317;02;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU
ST;2019;350002333;02;CENTRE HOSPITALIER ST MEEN LE GRAND;350000451;CENTRE HOSPITALIER ST MEEN LE GRAND
ST;2019;350005179;02;CHRU RENNES;350000741;CHRU RENNES SITE PONTCHAILLOU
ST;2019;350005179;02;CHRU RENNES;350006771;CHRU RENNES SITE LA TAUVRAIS
ST;2019;350005179;02;CHRU RENNES;350007084;CHRU RENNES SITE HOPITAL SUD
ST;2019;350005179;02;CHRU RENNES;350053013;CHU RENNES SITE SAINT LAURENT
ST;2019;350023503;08;CENTRE REGIONAL DE LUTTE CONTRE CANCER;350002812;C.R.L.C.C. EUGENE MARQUIS
ST;2019;350036281;08;CENTRE D'ONCOLOGIE ST VINCENT;350036299;CENTRE D'ONCOLOGIE ST VINCENT
ST;2019;350036281;08;CENTRE D'ONCOLOGIE ST VINCENT;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO
ST;2019;350040291;02;CH DES PRES BOSGERS CANCALE;350040499;CH DES PRES BOSGERS CANCALE
ST;2019;350048518;02;CH DES MARCHES DE BRETAGNE;350000360;CH DES MARCHES DE BRETAGNE SAINT BRICE
ST;2019;350048518;02;CH DES MARCHES DE BRETAGNE;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN
ST;2019;360000046;02;CH LA TOUR BLANCHE ISSOUDUN;360000038;CH LA TOUR BLANCHE - ISSOUDUN
ST;2019;360000046;02;CH LA TOUR BLANCHE ISSOUDUN;360004618;CH ISSOUDUN - SITE LES ARCADES
ST;2019;360000053;02;CH DE CHATEAUROUX LE BLANC;360000137;CH CHATEAUROUX
ST;2019;360000053;02;CH DE CHATEAUROUX LE BLANC;360000160;CH DU BLANC
ST;2019;360000053;02;CH DE CHATEAUROUX LE BLANC;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS
ST;2019;360000053;02;CH DE CHATEAUROUX LE BLANC;360008056;CH CHATEAUROUX - ANTENNE DU BLANC
ST;2019;360000053;02;CH DE CHATEAUROUX LE BLANC;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN
ST;2019;360000061;02;CH DE LA CHATRE;360000145;CH LA CHATRE
ST;2019;360000087;02;CH SAINT CHARLES DE VALENCAY;360000178;CH SAINT CHARLES DE VALENCAY
ST;2019;360000095;02;CH SAINT ROCH DE BUZANCAIS;360000186;CH SAINT-ROCH BUZANCAIS
ST;2019;360000103;02;CH DE CHATILLON SUR INDRE;360000202;CH CHATILLON SUR INDRE
ST;2019;360000111;02;CH DE LEVROUX;360000251;CH LEVROUX
