BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2019;870000064;870000015;NAUT;27;1;28.77;0;0
BLOCS_P;2019;870000098;870000023;M100H;2;2;3.4;0;1
BLOCS_P;2019;870000098;870000023;M1030;2;1;2.37;0;1
BLOCS_P;2019;870000098;870000023;M200H;6;1;6.22;0;1
BLOCS_P;2019;870000098;870000023;N2200;5;2;7.72;0;0
BLOCS_P;2019;870000098;870000023;N2310;9;1;10.6;0;1
BLOCS_P;2019;870000098;870000023;N2320;8;1;8.38;0;1
BLOCS_P;2019;870000098;870000023;N2510;2;1;2.45;0;0
BLOCS_P;2019;870000098;870000023;N4160;;1;0.75;0;0
BLOCS_P;2019;870000098;870000023;NAUT;3;1;4.51;0;0
BLOCS_P;2019;870000270;870000031;M100H;;2;0.4;0;0
BLOCS_P;2019;870000270;870000031;M1030;;;0.25;0;0
BLOCS_P;2019;870000270;870000031;N2200;;1;0.86;0;0
BLOCS_P;2019;870000270;870000031;N2310;;1;0.4;0;0
BLOCS_P;2019;870000270;870000031;N2510;1;;1;0;0
BLOCS_P;2019;870000270;870000031;N4160;;1;0.5;0;0
BLOCS_P;2019;870000288;870017415;M100H;73;;73;;
BLOCS_P;2019;870000288;870017415;M1030;14;;14;;
BLOCS_P;2019;870000288;870017415;M200H;44;;44;;
BLOCS_P;2019;870000288;870017415;N2200;52;9;61.53;;
BLOCS_P;2019;870000288;870017415;N2320;7;2;8.97;;
BLOCS_P;2019;870000288;870017415;N2510;8;2;7.84;;
BLOCS_P;2019;870000288;870017415;N4160;5;2;6.6;;
BLOCS_P;2019;870000411;870017415;M1030;9;;9;;
BLOCS_P;2019;870000411;870017415;M200H;23;;23;;
BLOCS_P;2019;870000411;870017415;N2200;22;8;26.55;;
BLOCS_P;2019;870000411;870017415;N2310;;1;0.96;;
BLOCS_P;2019;870000411;870017415;N2320;6;4;6.47;;
BLOCS_P;2019;870000411;870017415;N2510;4;;4.1;;
BLOCS_P;2019;870000411;870017415;N4160;1;1;1;;
BLOCS_P;2019;870000411;870017415;NAUT;4;;5.18;;
BLOCS_P;2019;870014859;870000015;M1030;10;2;7.81;1;1
BLOCS_P;2019;870014859;870000015;M200H;24;2;2.9;0;1
BLOCS_P;2019;870014859;870000015;N2200;18;4;20.03;0;1
BLOCS_P;2019;870014859;870000015;N2310;16;2;17.62;0;1
BLOCS_P;2019;870014859;870000015;N2320;3;1;4.44;0;1
BLOCS_P;2019;870014859;870000015;N2510;7;2;8.71;0;0
BLOCS_P;2019;870014859;870000015;NAUT;5;;5.13;0;0
BLOCS_P;2019;880000021;880007059;M100H;6;3;3.3;0;
BLOCS_P;2019;880000021;880007059;M1030;2;6;4.2;1;
BLOCS_P;2019;880000021;880007059;M200H;8;7;11.45;0;
BLOCS_P;2019;880000021;880007059;N2200;6;2;7.55;;1
BLOCS_P;2019;880000021;880007059;N2310;10;3;7.96;;1
BLOCS_P;2019;880000021;880007059;N2320;9;1;9.3;;1
BLOCS_P;2019;880000021;880007059;N2510;5;2;6.07;;1
BLOCS_P;2019;880000021;880007059;NAUT;0;0;0.46;;0
BLOCS_P;2019;880000047;880780077;M100H;;;2.89;;
BLOCS_P;2019;880000047;880780077;M1030;5;1;5.02;1;
BLOCS_P;2019;880000047;880780077;M200H;19;3;10.23;;1
BLOCS_P;2019;880000047;880780077;N2200;8;4;6.74;;1
BLOCS_P;2019;880000047;880780077;N2310;11;1;6.53;;1
BLOCS_P;2019;880000047;880780077;N2320;5;8;5.78;;1
BLOCS_P;2019;880000047;880780077;N2510;3;;2.45;;
BLOCS_P;2019;880000047;880780077;N4160;1;;1;;1
BLOCS_P;2019;880000054;880007299;M100H;1;1;0.53;0;1
BLOCS_P;2019;880000054;880007299;M1030;3;2;4.34;1;0
BLOCS_P;2019;880000054;880007299;M200H;4;3;7.45;0;1
BLOCS_P;2019;880000054;880007299;N2200;8;5;11.27;;0
BLOCS_P;2019;880000054;880007299;N2310;7;;7;;1
BLOCS_P;2019;880000054;880007299;N2320;3;3;4.84;;1
BLOCS_P;2019;880000054;880007299;N2510;2;;2;;0
BLOCS_P;2019;880000054;880007299;N4130;;;;;1
BLOCS_P;2019;880000054;880007299;N4160;1;1;1.1;;0
BLOCS_P;2019;880000054;880007299;NAUT;4;3;5.61;;0
BLOCS_P;2019;880000062;880780093;M100H;;6;1.65;0;1
BLOCS_P;2019;880000062;880780093;M1030;7;;6.35;1;0
BLOCS_P;2019;880000062;880780093;M200H;;15;4.13;0;1
BLOCS_P;2019;880000062;880780093;N2200;13;1;12.58;0;1
BLOCS_P;2019;880000062;880780093;N2310;9;3;11.41;0;1
BLOCS_P;2019;880000062;880780093;N2320;9;1;9.74;0;1
BLOCS_P;2019;880000062;880780093;N2510;2;;2.17;0;0
BLOCS_P;2019;880000062;880780093;N4130;;;;0;1
BLOCS_P;2019;880000062;880780093;NAUT;11;;8.76;0;0
BLOCS_P;2019;880788591;880780150;M100H;7;52;;;
BLOCS_P;2019;880788591;880780150;M1030;8;;;;
BLOCS_P;2019;880788591;880780150;M200H;16;9;;;
BLOCS_P;2019;880788591;880780150;N2200;25;7;30.2;;
BLOCS_P;2019;880788591;880780150;N2310;3;6;5.3;;
BLOCS_P;2019;880788591;880780150;N2320;5;1;5.8;;
BLOCS_P;2019;880788591;880780150;N2510;3;;3;;
BLOCS_P;2019;880788591;880780150;N4160;2;;2;;
BLOCS_P;2019;880788591;880780150;NAUT;8;;8;;
BLOCS_P;2019;890000169;890000151;M100H;3;10;7.85;0;1
BLOCS_P;2019;890000169;890000151;M1030;5;;5;0;1
BLOCS_P;2019;890000169;890000151;M200H;16;7;18.1;0;1
BLOCS_P;2019;890000169;890000151;N2200;11;4;16.86;0;0
BLOCS_P;2019;890000169;890000151;N2310;1;;1;0;0
BLOCS_P;2019;890000169;890000151;N2320;4;1;4.08;0;1
BLOCS_P;2019;890000169;890000151;N2510;4;1;4.03;0;0
BLOCS_P;2019;890000169;890000151;N4160;1;;1.08;0;0
BLOCS_P;2019;890002389;890000730;M100H;6;1;6.2;0;0
BLOCS_P;2019;890002389;890000730;M1030;4;;4;0;1
BLOCS_P;2019;890002389;890000730;M200H;9;5;9.9;0;1
BLOCS_P;2019;890002389;890000730;N2200;14;5;18;0;1
BLOCS_P;2019;890002389;890000730;N2310;2;1;2.69;0;0
BLOCS_P;2019;890002389;890000730;N2320;;1;0.86;0;1
BLOCS_P;2019;890002389;890000730;N2510;2;;2;0;1
BLOCS_P;2019;890002389;890000730;N4160;1;;1;0;0
BLOCS_P;2019;890002389;890000730;NAUT;11;4;15;0;1
BLOCS_P;2019;890975527;890000037;M100H;2;;2;;
BLOCS_P;2019;890975527;890000037;M200H;20;5;24.82;;
BLOCS_P;2019;890975527;890000037;N2200;24;2;25.36;;
BLOCS_P;2019;890975527;890000037;N2310;18;3;20.83;;
BLOCS_P;2019;890975527;890000037;N2320;6;2;7.36;;
BLOCS_P;2019;890975527;890000037;N2510;2;;2;;
BLOCS_P;2019;890975527;890000037;N4160;1;;1;;
BLOCS_P;2019;890975527;890000037;NAUT;16;3;18.57;;
BLOCS_P;2019;890975535;890000409;M100H;;1;0.5;0;0
BLOCS_P;2019;890975535;890000409;N2200;;1;0.4;0;0
BLOCS_P;2019;890975535;890000409;NAUT;;1;0.15;0;0
BLOCS_P;2019;890975550;890970569;M100H;3;1;1.15;;
BLOCS_P;2019;890975550;890970569;M1030;8;3;7.19;;
BLOCS_P;2019;890975550;890970569;M200H;23;10;10.4;;
BLOCS_P;2019;890975550;890970569;N2200;10;2;13.49;;
BLOCS_P;2019;890975550;890970569;N2310;8;7;13.09;;
BLOCS_P;2019;890975550;890970569;N2320;7;4;9.47;;
BLOCS_P;2019;890975550;890970569;N2510;6;1;6.04;;
BLOCS_P;2019;890975550;890970569;NAUT;10;1;13.29;;
BLOCS_P;2019;900000035;900003880;M100H;5;6;6.34;1;0
BLOCS_P;2019;900000035;900003880;M1030;4;2;5;1;1
BLOCS_P;2019;900000035;900003880;M200H;17;4;19.2;1;0
BLOCS_P;2019;900000035;900003880;N2200;22;5;25.65;1;1
BLOCS_P;2019;900000035;900003880;N2320;4;1;4.39;1;1
BLOCS_P;2019;900000035;900003880;N2510;1;;1;0;0
BLOCS_P;2019;900000035;900003880;N4160;2;;2;0;0
BLOCS_P;2019;900003039;900000365;M100H;18;14;22.43;;
BLOCS_P;2019;900003039;900000365;M1030;14;7;15.63;1;
BLOCS_P;2019;900003039;900000365;M200H;48;21;53.34;1;1
BLOCS_P;2019;900003039;900000365;N2200;44;27;66.79;;
BLOCS_P;2019;900003039;900000365;N2310;31;20;44.24;;
BLOCS_P;2019;900003039;900000365;N2320;24;12;30.95;;
BLOCS_P;2019;900003039;900000365;N2510;30;19;44.47;;
BLOCS_P;2019;900003039;900000365;N4130;3;0;3;;
BLOCS_P;2019;900003039;900000365;NAUT;36;2;33.13;;
BLOCS_P;2019;910000272;910110014;M100H;;;;1;1
BLOCS_P;2019;910000272;910110014;M1030;3;3;5.4;1;1
BLOCS_P;2019;910000272;910110014;M200H;;12;3.2;1;1
BLOCS_P;2019;910000272;910110014;N2200;9;2;9.76;0;0
BLOCS_P;2019;910000272;910110014;N2310;6;5;6.87;0;0
BLOCS_P;2019;910000272;910110014;N2320;2;;2;0;0
BLOCS_P;2019;910000272;910110014;N2510;3;;3;0;0
BLOCS_P;2019;910000272;910110014;NAUT;3;;2.99;0;0
BLOCS_P;2019;910000280;910019447;M100H;1;;0.1;;
BLOCS_P;2019;910000280;910019447;M1030;2;;1.63;;
BLOCS_P;2019;910000280;910019447;M200H;2;;1.35;;
BLOCS_P;2019;910000280;910019447;N2200;4;2;4.86;;
BLOCS_P;2019;910000280;910019447;N2310;4;;2.86;;
BLOCS_P;2019;910000280;910019447;N2320;1;;2;;
BLOCS_P;2019;910000280;910019447;N2510;3;;3.63;;
BLOCS_P;2019;910000280;910019447;N4160;1;;0.12;;
BLOCS_P;2019;910000298;910110055;M1030;7;4;10.21;;
BLOCS_P;2019;910000298;910110055;N2200;6;1;7.65;;
BLOCS_P;2019;910000298;910110055;N2310;12;;12.8;;
BLOCS_P;2019;910000298;910110055;N2320;11;2;11.27;;
BLOCS_P;2019;910000298;910110055;N2510;17;4;11.71;;
BLOCS_P;2019;910000298;910110055;NAUT;2;;2;;
BLOCS_P;2019;910000306;910110055;M1030;4;3;5.3;1;0
BLOCS_P;2019;910000306;910110055;N2200;5;;4.25;;
BLOCS_P;2019;910000306;910110055;N2310;7;2;7.44;;
BLOCS_P;2019;910000306;910110055;N2320;7;1;7.8;;
BLOCS_P;2019;910000306;910110055;N2510;2;2;3.6;;
BLOCS_P;2019;910000306;910110055;NAUT;2;2;2.3;;
BLOCS_P;2019;910001973;910019447;M1030;4;1;4.78;;
BLOCS_P;2019;910001973;910019447;M200H;7;3;2.45;;
BLOCS_P;2019;910001973;910019447;N2200;8;;7.11;;
BLOCS_P;2019;910001973;910019447;N2310;9;;9;;
BLOCS_P;2019;910001973;910019447;N2320;6;;5.75;;
BLOCS_P;2019;910001973;910019447;N2510;11;;7.46;;
BLOCS_P;2019;910001973;910019447;N4160;1;;0.47;;
BLOCS_P;2019;910008028;910001221;M100H;;16;5;;
BLOCS_P;2019;910008028;910001221;M1030;;5;2;;
BLOCS_P;2019;910008028;910001221;N2200;13;;13;;
BLOCS_P;2019;910008028;910001221;N2310;;4;1;;
BLOCS_P;2019;910008028;910001221;N2510;1;;1;;
BLOCS_P;2019;910008028;910001221;N4130;2;;2;;
BLOCS_P;2019;910008028;910001221;N4160;1;;1;;
BLOCS_P;2019;910008028;910001221;NAUT;19;;19;;
BLOCS_P;2019;910018423;910110055;M100H;1;2;1.86;;
BLOCS_P;2019;910018423;910110055;N2200;1;2;2.6;;
BLOCS_P;2019;910020254;910002773;M100H;14;6;6.2;;
BLOCS_P;2019;910020254;910002773;M1030;7;8;10.9;;
BLOCS_P;2019;910020254;910002773;M200H;15;7;14.7;;
BLOCS_P;2019;910020254;910002773;N2200;32;0;33.81;;
BLOCS_P;2019;910020254;910002773;N2310;20;2;21.57;;
BLOCS_P;2019;910020254;910002773;N2320;9;3;11.4;;
BLOCS_P;2019;910020254;910002773;N2510;15;0;15.36;;
BLOCS_P;2019;910020254;910002773;N4160;1;0;1;;
BLOCS_P;2019;910020254;910002773;NAUT;29;0;23.7;;
BLOCS_P;2019;910300011;910000348;M100H;3;7;4.5;0;1
BLOCS_P;2019;910300011;910000348;M1030;3;0;3;0;1
BLOCS_P;2019;910300011;910000348;M200H;5;20;15;0;1
BLOCS_P;2019;910300011;910000348;N2200;10;1;8.65;0;1
BLOCS_P;2019;910300011;910000348;N2310;3;1;3.5;0;1
BLOCS_P;2019;910300011;910000348;N2320;0;2;0.9;0;1
BLOCS_P;2019;910300011;910000348;NAUT;9;1;8.7;0;0
BLOCS_P;2019;910300144;910000447;M100H;7;4;9;1;0
BLOCS_P;2019;910300144;910000447;M1030;6;;6;1;0
BLOCS_P;2019;910300144;910000447;M200H;17;11;22.5;0;1
BLOCS_P;2019;910300144;910000447;N2200;11;2;12.1;0;0
BLOCS_P;2019;910300144;910000447;N2310;5;;5.45;0;0
BLOCS_P;2019;910300144;910000447;N2320;3;1;4.41;0;1
BLOCS_P;2019;910300144;910000447;N2510;3;1;2.98;;
BLOCS_P;2019;910300144;910000447;N4160;1;;1;;
BLOCS_P;2019;910300177;910000462;M100H;7;10;11;0;1
BLOCS_P;2019;910300177;910000462;M1030;7;0;7;0;1
BLOCS_P;2019;910300177;910000462;M200H;21;5;23;0;1
BLOCS_P;2019;910300177;910000462;N2200;21;4;21.47;0;1
BLOCS_P;2019;910300177;910000462;N2310;4;10;8;;0
BLOCS_P;2019;910300177;910000462;N2320;3;1;3.37;;1
BLOCS_P;2019;910300177;910000462;N4160;1;;1;0;0
BLOCS_P;2019;910300177;910000462;NAUT;8;1;8.22;0;0
BLOCS_P;2019;910300219;910003888;M100H;6;;6;0;1
BLOCS_P;2019;910300219;910003888;M1030;13;;13;1;1
BLOCS_P;2019;910300219;910003888;M200H;26;14;40;0;1
BLOCS_P;2019;910300219;910003888;N2200;36;;37.91;0;1
BLOCS_P;2019;910300219;910003888;N2310;6;1;6.67;0;1
BLOCS_P;2019;910300219;910003888;N2320;4;2;5.87;0;1
BLOCS_P;2019;910300219;910003888;N2510;4;;4.85;0;1
BLOCS_P;2019;910300219;910003888;N4130;1;;1;0;1
BLOCS_P;2019;910300219;910003888;N4160;3;;2.99;0;0
BLOCS_P;2019;910300219;910003888;NAUT;24;;21.59;0;1
BLOCS_P;2019;910300300;910000538;M100H;2;3;3;0;1
BLOCS_P;2019;910300300;910000538;M1030;1;2;2.5;0;1
BLOCS_P;2019;910300300;910000538;M200H;;;;0;1
BLOCS_P;2019;910300300;910000538;N2200;7;;7;0;0
BLOCS_P;2019;910300300;910000538;N2310;1;;1;0;0
BLOCS_P;2019;910300300;910000538;N2320;;;;0;1
BLOCS_P;2019;910300300;910000538;N2510;3;;3;0;0
BLOCS_P;2019;910300300;910000538;N4130;;;;0;1
BLOCS_P;2019;910300300;910000538;N4160;1;;1;0;1
BLOCS_P;2019;910300300;910000538;NAUT;6;;6;0;1
BLOCS_P;2019;910300359;910000587;N2200;7;;6.9;0;0
BLOCS_P;2019;910300359;910000587;N2320;1;;1.01;0;0
BLOCS_P;2019;910300359;910000587;N2510;1;;1.01;0;0
BLOCS_P;2019;910300359;910000587;NAUT;7;;7.07;0;0
BLOCS_P;2019;910803543;910017615;M100H;4;;4;1;0
BLOCS_P;2019;910803543;910017615;M1030;7;;7;1;0
BLOCS_P;2019;910803543;910017615;M200H;18;14;24;1;0
BLOCS_P;2019;910803543;910017615;N2200;32;1;32.5;0;1
BLOCS_P;2019;910803543;910017615;N2320;6;;6;;
BLOCS_P;2019;910803543;910017615;N2510;1;1;1.6;;
BLOCS_P;2019;910803543;910017615;N4160;1;;1;;
BLOCS_P;2019;910803543;910017615;NAUT;9;2;10.3;;
BLOCS_P;2019;910805357;910001643;M100H;8;7;4.5;0;1
BLOCS_P;2019;910805357;910001643;M1030;6;2;6.5;1;0
BLOCS_P;2019;910805357;910001643;M200H;10;30;18.5;0;1
BLOCS_P;2019;910805357;910001643;N2200;16;3;19.51;0;1
BLOCS_P;2019;910805357;910001643;N2320;2;;2;0;0
BLOCS_P;2019;910805357;910001643;N4130;0;0;0;0;1
BLOCS_P;2019;910805357;910001643;N4160;1;;1;0;0
BLOCS_P;2019;910805357;910001643;NAUT;11;2;12.3;0;1
BLOCS_P;2019;920000460;750813321;M1030;7;1;6.87;1;1
BLOCS_P;2019;920000460;750813321;M200H;10;12;12.78;0;1
BLOCS_P;2019;920000460;750813321;N2200;9;3;12.07;;
BLOCS_P;2019;920000460;750813321;N2310;3;11;8.4;;
BLOCS_P;2019;920000460;750813321;N2320;4;3;5.81;;
BLOCS_P;2019;920000460;750813321;N2510;7;;7;;
BLOCS_P;2019;920000460;750813321;NAUT;9;;9.92;;
BLOCS_P;2019;920000577;920110020;M100H;0;5;1.69;0;0
BLOCS_P;2019;920000577;920110020;M1030;0;17;3.79;1;0
BLOCS_P;2019;920000577;920110020;M200H;0;5;1.2;1;0
BLOCS_P;2019;920000577;920110020;N2200;2;;1.92;;
BLOCS_P;2019;920000577;920110020;N2310;3;5;4.85;;
BLOCS_P;2019;920000577;920110020;N2320;4;3;5;;
BLOCS_P;2019;920000577;920110020;N2510;2;;2.12;;
BLOCS_P;2019;920000577;920110020;N4160;;1;0.4;;
BLOCS_P;2019;920000577;920110020;NAUT;1;;1;;
BLOCS_P;2019;920000585;920026374;M100H;;;0.7;;
BLOCS_P;2019;920000585;920026374;M1030;2;4;5.37;;
BLOCS_P;2019;920000585;920026374;M200H;;;1.46;;
BLOCS_P;2019;920000585;920026374;N2200;8;1;8.57;;
BLOCS_P;2019;920000585;920026374;N2310;5;8;8.71;1;
BLOCS_P;2019;920000585;920026374;N2320;4;2;4.02;1;
BLOCS_P;2019;920000585;920026374;N2510;7;1;8.05;;
BLOCS_P;2019;920000585;920026374;NAUT;35;3;35.29;;
BLOCS_P;2019;920000619;920009909;M100H;;5;1.01;;1
BLOCS_P;2019;920000619;920009909;M1030;6;12;7.29;1;1
BLOCS_P;2019;920000619;920009909;M200H;;20;4.41;1;1
BLOCS_P;2019;920000619;920009909;N2200;12;2;14.08;1;0
BLOCS_P;2019;920000619;920009909;N2310;9;1;8.7;1;0
BLOCS_P;2019;920000619;920009909;N2320;3;1;4.26;1;0
BLOCS_P;2019;920000619;920009909;N2510;9;0;9.7;1;0
BLOCS_P;2019;920000619;920009909;N4130;0;0;0;1;0
BLOCS_P;2019;920000619;920009909;N4160;1;0;1;0;0
BLOCS_P;2019;920000619;920009909;NAUT;6;0;5.85;0;0
BLOCS_P;2019;920000643;920032505;M100H;;5;1.4;;1
BLOCS_P;2019;920000643;920032505;M1030;11;1;11.1;1;
BLOCS_P;2019;920000643;920032505;M200H;7;13;15.33;1;1
BLOCS_P;2019;920000643;920032505;N2200;2;4;2.65;;
BLOCS_P;2019;920000643;920032505;N2310;8;22;11.5;1;
BLOCS_P;2019;920000643;920032505;N2320;10;15;16;;1
BLOCS_P;2019;920000643;920032505;N2510;1;1;1.25;;
BLOCS_P;2019;920000643;920032505;N4160;2;;2;;
BLOCS_P;2019;920000650;920150059;M1030;20;21;30.38;1;1
BLOCS_P;2019;920000650;920150059;M200H;;;;0;1
BLOCS_P;2019;920000650;920150059;N2200;48;5;46.3;1;1
BLOCS_P;2019;920000650;920150059;N2310;35;12;40.82;1;1
BLOCS_P;2019;920000650;920150059;N2320;17;2;13.66;1;1
BLOCS_P;2019;920000650;920150059;N2510;25;;23.33;1;1
BLOCS_P;2019;920000650;920150059;N4130;;;;1;1
BLOCS_P;2019;920000650;920150059;N4160;4;1;4.71;1;1
BLOCS_P;2019;920000650;920150059;NAUT;15;;14.5;;0
BLOCS_P;2019;920000684;920150091;M100H;17;5;19.17;;
BLOCS_P;2019;920000684;920150091;M1030;19;5;18.75;;
BLOCS_P;2019;920000684;920150091;M200H;13;;12.83;;
BLOCS_P;2019;920000684;920150091;N2200;48;3;47.76;;
BLOCS_P;2019;920000684;920150091;N2310;14;4;16.79;;
BLOCS_P;2019;920000684;920150091;N2320;2;1;2.52;;
BLOCS_P;2019;920000684;920150091;N2510;9;;8.17;;
BLOCS_P;2019;920000684;920150091;NAUT;23;;23;;
BLOCS_P;2019;920100013;750712184;M1030;11;10;13.72;1;1
BLOCS_P;2019;920100013;750712184;M200H;10;52;23.86;1;1
BLOCS_P;2019;920100013;750712184;N2200;26;2;28.64;1;0
BLOCS_P;2019;920100013;750712184;N2310;22;3;22.7;1;1
BLOCS_P;2019;920100013;750712184;N2320;10;1;12.33;1;0
BLOCS_P;2019;920100013;750712184;N2510;24;2;26.29;1;0
BLOCS_P;2019;920100013;750712184;N4130;1;;1;1;0
BLOCS_P;2019;920100013;750712184;NAUT;18;1;15.04;0;0
BLOCS_P;2019;920100021;750712184;M100H;;;;1;
BLOCS_P;2019;920100021;750712184;M1030;13;3;14.5;1;
BLOCS_P;2019;920100021;750712184;M200H;15;;15;1;
BLOCS_P;2019;920100021;750712184;N2200;27;4;30.3;0;1
BLOCS_P;2019;920100021;750712184;N2310;19;6;23.8;1;0
BLOCS_P;2019;920100021;750712184;N2320;6;1;6.8;0;1
BLOCS_P;2019;920100021;750712184;N2510;22;;22;0;0
BLOCS_P;2019;920100021;750712184;N4160;1;;1;0;0
BLOCS_P;2019;920100021;750712184;NAUT;4;;4;;
BLOCS_P;2019;920100039;750712184;M1030;19;3;20.4;1;0
BLOCS_P;2019;920100039;750712184;N2200;38;1;34.21;1;1
BLOCS_P;2019;920100039;750712184;N2310;28;2;29.43;1;0
BLOCS_P;2019;920100039;750712184;N2320;13;0;12.87;0;1
BLOCS_P;2019;920100039;750712184;N2510;28;2;29.48;;0
BLOCS_P;2019;920100039;750712184;N4160;5;;5;0;0
BLOCS_P;2019;920100039;750712184;NAUT;17;0;18;0;0
BLOCS_P;2019;920100047;750712184;N2200;8;1;8.51;1;1
BLOCS_P;2019;920100047;750712184;N2310;6;2;7.36;1;
BLOCS_P;2019;920100047;750712184;N2320;6;1;6.91;1;1
BLOCS_P;2019;920100047;750712184;N2510;8;1;8.86;0;
BLOCS_P;2019;920100047;750712184;N4160;1;0;1;0;0
BLOCS_P;2019;920100047;750712184;NAUT;3;0;3;0;0
BLOCS_P;2019;920100054;750712184;M100H;0;4;0.57;0;0
BLOCS_P;2019;920100054;750712184;M1030;2;6;4.51;0;0
BLOCS_P;2019;920100054;750712184;M200H;2;14;8.91;0;0
BLOCS_P;2019;920100054;750712184;N2200;6;2;7.55;0;0
BLOCS_P;2019;920100054;750712184;N2310;3;2;5.13;0;0
BLOCS_P;2019;920100054;750712184;N2320;2;3;4.4;0;0
BLOCS_P;2019;920100054;750712184;N2510;4;1;4.56;0;0
BLOCS_P;2019;920100054;750712184;N4130;1;;1;0;0
BLOCS_P;2019;920100054;750712184;NAUT;3;1;3.8;0;0
BLOCS_P;2019;920120011;750821092;M100H;52;0;52;;
BLOCS_P;2019;920120011;750821092;M1030;16;0;16;;
BLOCS_P;2019;920120011;750821092;M200H;32;0;32;;
BLOCS_P;2019;920120011;750821092;N2200;10;0;10;;
BLOCS_P;2019;920120011;750821092;N2310;38;0;38;;
BLOCS_P;2019;920120011;750821092;N2320;26;0;26;;
BLOCS_P;2019;920120011;750821092;N2510;10;0;10;;
BLOCS_P;2019;920120011;750821092;N4160;1;0;1;;
BLOCS_P;2019;920300043;920001526;M100H;;95;95;0;1
BLOCS_P;2019;920300043;920001526;M1030;;21;21;0;1
BLOCS_P;2019;920300043;920001526;M200H;;106;106;0;1
BLOCS_P;2019;920300043;920001526;N2200;35;5;38.28;0;1
BLOCS_P;2019;920300043;920001526;N2320;6;3;7.52;0;1
BLOCS_P;2019;920300043;920001526;N2510;15;4;16.55;0;0
BLOCS_P;2019;920300043;920001526;N4160;2;2;3.16;0;0
BLOCS_P;2019;920300043;920001526;NAUT;30;8;34.26;0;0
BLOCS_P;2019;920300183;920000759;M100H;;29;7;0;1
BLOCS_P;2019;920300183;920000759;M1030;3;4;4.8;0;1
BLOCS_P;2019;920300183;920000759;M200H;;22;5;0;0
BLOCS_P;2019;920300183;920000759;N2200;5;2;6.47;0;0
BLOCS_P;2019;920300183;920000759;N2320;1;;1;0;1
BLOCS_P;2019;920300183;920000759;N4160;1;;1;0;0
BLOCS_P;2019;920300183;920000759;NAUT;4;;4;0;0
BLOCS_P;2019;920300191;920000767;M100H;;8;4;0;0
BLOCS_P;2019;920300191;920000767;M1030;6;;6;1;1
BLOCS_P;2019;920300191;920000767;M200H;15;55;42.5;1;1
BLOCS_P;2019;920300191;920000767;N2200;7;2;10.97;0;1
BLOCS_P;2019;920300191;920000767;N2320;7;5;14.08;0;1
BLOCS_P;2019;920300191;920000767;N2510;3;1;3.54;0;1
BLOCS_P;2019;920300191;920000767;NAUT;13;6;20.64;1;1
BLOCS_P;2019;920300365;920815388;M100H;;17;;0;1
BLOCS_P;2019;920300365;920815388;M1030;5;;5;0;1
BLOCS_P;2019;920300365;920815388;M200H;;53;;0;1
BLOCS_P;2019;920300365;920815388;N2200;;;;0;1
BLOCS_P;2019;920300365;920815388;N2310;3;3;3.8;0;1
BLOCS_P;2019;920300365;920815388;N2320;15;2;16.33;0;1
BLOCS_P;2019;920300365;920815388;N2510;0;0;0;0;1
BLOCS_P;2019;920300365;920815388;N4130;0;0;0;0;1
BLOCS_P;2019;920300365;920815388;N4160;1;0;1;0;0
BLOCS_P;2019;920300365;920815388;NAUT;12;;12;0;0
BLOCS_P;2019;920300415;920000890;M100H;;7;;0;1
BLOCS_P;2019;920300415;920000890;M1030;;5;;0;1
BLOCS_P;2019;920300415;920000890;M200H;;51;;0;1
BLOCS_P;2019;920300415;920000890;N2200;10;3;11.09;0;1
BLOCS_P;2019;920300415;920000890;N2320;;1;0.69;0;0
BLOCS_P;2019;920300415;920000890;N2510;2;1;2.48;0;1
BLOCS_P;2019;920300597;920000940;M100H;;;;0;1
BLOCS_P;2019;920300597;920000940;M1030;6;0;2.9;0;1
BLOCS_P;2019;920300597;920000940;M200H;;3;1.1;0;1
BLOCS_P;2019;920300597;920000940;N2200;10;5;14.77;0;1
BLOCS_P;2019;920300597;920000940;N2320;;;0.26;0;1
BLOCS_P;2019;920300597;920000940;N2510;;1;0.72;0;0
BLOCS_P;2019;920300597;920000940;N4160;1;;1.22;0;0
BLOCS_P;2019;920300597;920000940;NAUT;21;;20.68;0;0
BLOCS_P;2019;920300712;920810736;M1030;;21;;;
BLOCS_P;2019;920300712;920810736;M200H;;81;;0;1
BLOCS_P;2019;920300712;920810736;N2200;6;;6.4;;
BLOCS_P;2019;920300712;920810736;N2320;1;1;1.16;;
BLOCS_P;2019;920300712;920810736;N4160;1;1;1.4;;
BLOCS_P;2019;920300712;920810736;NAUT;5;;5;;
BLOCS_P;2019;920300753;920810736;M100H;1;1;;;
BLOCS_P;2019;920300753;920810736;M1030;;21;;;
BLOCS_P;2019;920300753;920810736;M200H;16;26;;;
BLOCS_P;2019;920300753;920810736;N2200;27;4;30.8;;
BLOCS_P;2019;920300753;920810736;N2320;1;2;1.82;;
BLOCS_P;2019;920300753;920810736;N2510;6;;6;;
BLOCS_P;2019;920300753;920810736;N4160;3;;3;;
BLOCS_P;2019;920300753;920810736;NAUT;23;2;23.8;;
BLOCS_P;2019;920300761;920000973;M1030;1;21;;0;1
BLOCS_P;2019;920300761;920000973;N2200;31;3;20.8;0;1
BLOCS_P;2019;920300761;920000973;N2320;3;1;1.13;0;0
