BOR;AN;FI;RS;FI_EJ;COVID19_A1;COVID19_A36;COVID19_A2;COVID19_A3;COVID19_A4;COVID19_A5;COVID19_B1;COVID19_B36;COVID19_B2;COVID19_B3;COVID19_B4;COVID19_B5;COVID19_C1;COVID19_C36;COVID19_C2;COVID19_C3;COVID19_C4;COVID19_C5;COVID19_D1;COVID19_D36;COVID19_D2;COVID19_D3;COVID19_E1;COVID19_E2;COVID19_E3;COVID19_E4;COVID19_E5;COVID19_A6;COVID19_A7;COVID19_A8;COVID19_A9;COVID19_A10;COVID19_A37;COVID19_A11;COVID19_A12;COVID19_A13;COVID19_A14;COVID19_A15;COVID19_A16;COVID19_A17;COVID19_A18;COVID19_A19;COVID19_B10;COVID19_B37;COVID19_B11;COVID19_B12;COVID19_B13;COVID19_B14;COVID19_B15;COVID19_B16;COVID19_B17;COVID19_B18;COVID19_B19;COVID19_C10;COVID19_C37;COVID19_C11;COVID19_C12;COVID19_C13;COVID19_C14;COVID19_C15;COVID19_C16;COVID19_C17;COVID19_C18;COVID19_C19;COVID19_D10;COVID19_D37;COVID19_D11;COVID19_D12;COVID19_D13;COVID19_D14;COVID19_D15;COVID19_D16;COVID19_D17;COVID19_D18;COVID19_D19;COVID19_E10;COVID19_E37;COVID19_E11;COVID19_E12;COVID19_E13;COVID19_E14;COVID19_E15;COVID19_E16;COVID19_E17;COVID19_E18;COVID19_E19;COVID19_F12;COVID19_F13;COVID19_F14;COVID19_F15;COVID19_F16;COVID19_F17;COVID19_A20;COVID19_A21;COVID19_A22;COVID19_A23;COVID19_B20;COVID19_B21;COVID19_B22;COVID19_B23;COVID19_C20;COVID19_C21;COVID19_C22;COVID19_C23;COVID19_D20;COVID19_D21;COVID19_D22;COVID19_D23;COVID19_A24;COVID19_A25;COVID19_A26;COVID19_A27;COVID19_A28;COVID19_A29;COVID19_A30;COVID19_A31;COVID19_B24;COVID19_B25;COVID19_B26;COVID19_B27;COVID19_B28;COVID19_B29;COVID19_B30;COVID19_B31;COVID19_C24;COVID19_C25;COVID19_C26;COVID19_C27;COVID19_C28;COVID19_C29;COVID19_C30;COVID19_C31;COVID19_D24;COVID19_D25;COVID19_D26;COVID19_D27;COVID19_D28;COVID19_D29;COVID19_D30;COVID19_D31;COVID19_A32;COVID19_A33;COVID19_A34;COVID19_A35
COVID19;2020;260003215;AGDUC CENTRE DE DIALYSE VALENCE;380793802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;260017454;DIEULEFIT SANTE;260016761;;;;;;;;;;;;;20;mars;70;1439;1;2;;;;;20;70;1439;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31;;;;0.3;;;;;;;;2.69;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;260020078;SERVICE NEUROCHIRURGIE - CHU42;420784878;0;;9;56;;0;;;;;;;;;;;;;;;;;0;9;56;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;17;mai;98;608;0;1;;;;;;;;;;;;;;;;;17;98;608;0;1;;;0;0;0;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;10;;;164;6;597;18;6;4;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;1;;;;2.5;;;;2;;;;1;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;65;avril;2588;19635;;3;;;;;;;;;;;;;;;;;65;2588;19635;;3;;;;1;24;mars;;539;215;4127;1955;210;78;1;43;;;;;;;;;;;;0;;;856;90;4493;639;89;52;0;10;0;;;325;20;926;106;19;4;1;0;;;;;;;;;;;;;;;;;;1.56;;1.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000367;CH GISORS;270000086;15;mai;842;4761;0;6;;;;;0;;15;mai;127;1906;0;0;;;;;30;969;6667;0;6;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;;;;;0;0;1;1;;;;;0;0;1;1;;;;;0;;0;1;;;;;1;1;1;1
COVID19;2020;270000391;CH LOUVIERS CHI ELBEUF;760024042;;;422;3740;;;;;;;;;;;65;824;;0;;;;;;487;4564;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000417;CTRE DE CONVALESCENCE L'HOSTREA NOYERS;760025734;0;;;;0;;0;;0;0;0;0;29;avril;171;3799;0;0;0;;0;0;29;171;3799;0;0;0;0;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1.07;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
COVID19;2020;270000425;CH PONT-AUDEMER;270000102;8;;507;4113;;0;;;;;;;14;;71;1305;;0;;;;;22;578;5418;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000433;CLINIQUE LE VALLON;920030269;;;;;;;;;;;;;4;novembre;6;149;;0;;;;;4;6;149;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000441;CH VERNEUIL-SUR-AVRE;270000110;11;novembre;103;702;;0;;;;;;;1;novembre;9;147;;0;;;;;12;112;849;;0;;1;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000458;CH VERNON CH EURE-SEINE;270023724;20;avril;821;6834;;4;;;;;;;0;;65;752;;0;;;;;20;886;7586;;4;;;;1;3;novembre;;38;20;114;90;20;13;0;2;;;;;;;;;;;;;;;;;;;;;;;4;mars;;255;44;837;173;43;25;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000474;HL SAINT-JACQUES LES ANDELYS;270000136;;;;;;;;;;;;;10;mars;41;536;;0;;;;;10;41;536;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000516;HL LE NEUBOURG;270000177;;;;;;;;;;;;;15;;113;1730;;0;;;;;15;113;1730;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;;
COVID19;2020;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;;;;;;;13;;21;196;;;;;;;;;;;;;13;21;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41;;;;2.17;;;;0.48;;;;0.68;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;270000862;CLINIQUE BERGOUIGNAN;270000953;8;novembre;16;71;;0;;;;;;;;;;;;;;;;;8;16;71;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;631;0;2285;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270000870;CLINIQUE LES BRUYERES BROSVILLE;920031770;;;;;;;;;;;;;;;2;14;;0;;;;;;2;14;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;270000912;HOPITAL LA MUSSE ST SEBASTIEN/MORSENT;750814030;;;;;;;;;;;;;22;;241;5231;2;90;;;;;22;241;5231;2;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;4;;;;5.5;;;;2;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;270016058;HAD EURE SEINE;750047367;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;270025984;CLINIQUE LA MARE Ô DANS;270029275;;;;;;;1;octobre;3;72;;;;;;;;;;;;;1;3;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280000043;CH CHARTRES - HÔTEL DIEU;280000134;;;0;0;;0;;;;;;;37;mai;70;2255;;0;;;;;37;70;2255;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;280000050;CH BONNEVAL;280000142;0;;;;0;;4;avril;7;98;0;0;0;;;;0;;5;octobre;5;70;9;12;168;0;0;0;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;280000084;CH DREUX;280000183;136;avril;4323;31064;;96;;;;;;;27;avril;269;4170;;67;;;;;163;4592;35234;;163;;;0;5;16;mars;16;349;168;2992;1569;163;74;0;32;;;;0;0;0;0;0;0;0;0;0;;;828;229;3245;928;223;138;1;16;5;;5;217;62;775;204;61;21;0;2;;;;0;0;0;0;0;0;0;0;1;1;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280000100;CH DE LA LOUPE;280000225;11;décembre;8;144;0;0;0;;0;0;0;0;12;décembre;20;366;0;0;0;;0;0;23;28;510;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;;;;;;;;;;;;;20;avril;27;1089;;0;;;;;20;27;1089;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280000431;KORIAN PARC DE GASVILLE;310021167;;;;;;;;;;;;;11;mai;65;1510;;12;;;;;11;65;1510;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;1.5;;;;1;;;;0.66;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;20;avril;126;1464;;0;;;;;;;28;mai;147;3829;;0;;;;;48;273;5293;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;avril;;258;19;2153;223;18;11;0;3;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280000662;CH CHATEAUDUN;280500075;11;;378;2624;;0;;;;;;;5;;9;154;;0;;;;;16;387;2778;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;1;;;469;42;940;81;41;31;0;12;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;280001678;ASSAD HAD D'EURE ET LOIR;370001638;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;15;novembre;259;1966;;0;;;;;;;0;;3;109;;0;;;;;15;262;2075;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;;;0;0;0;;0;;;;0;0;0;;0;;;;0;0;0;;0;;;;0;0;;
COVID19;2020;280503848;A.I.R.B.P. IRC - DREUX;280000852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;42;avril;1649;11687;0;2;0;;;;0;;;;;;0;0;;;;;42;1649;11687;0;2;;;0;0;21;avril;;498;134;4751;1959;127;51;0;30;0;;;0;0;0;0;0;0;0;0;2;avril;;1303;52;3412;161;51;28;0;10;6;novembre;;624;83;2972;405;80;35;0;9;1;avril;;350;10;1031;20;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;;;;;;;;;;;;;10;septembre;518;2711;0;0;;;;;10;518;2711;0;0;0;0;;;0;;0;;;;;;;;;0;;0;;;;;;;;;;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0.1;0.2;0;0;2.5;0;0;0;;;0;0;6;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;280505264;CLINIQUE LA BOISSIÈRE;280006370;;;;;;;;;;;;;24;;20;906;;0;;;;;24;20;906;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
COVID19;2020;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;14;avril;73;562;;0;;;;;;;;;;;;;;;;;14;73;562;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;6;avril;2;640;31;4206;361;30;20;0;4;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35;0.35;;;2;;;;2;;;;1;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;;;;;;;;;;;;;1;;1;3;;;;;;;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000025;CHIC QUIMPER;290020700;56;mars;1961;14054;;6;;;;;;;;;;;;;;;;;56;1961;14054;;6;;;1;1;15;avril;15;615;113;4339;1285;110;40;0;23;;;;;;;;;;;;0;;;1341;30;4862;134;29;18;0;1;6;;;201;18;577;91;17;4;0;0;;;;;;;;;;;;0;1;0;1;1;0;18.14;;5.22;;39.41;;13.7;;33.11;;10.41;;7.51;;1.53;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
COVID19;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;25;novembre;2279;16523;;72;16;avril;152;5819;11;79;;;;;;;;;;;41;2431;22342;11;151;;;0;3;18;avril;18;418;85;2621;784;82;41;0;23;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;2;avril;2;350;35;949;108;35;21;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;0.98;0;0.33;0;25.7;;19.49;;19.28;;13.06;;4.04;;1.77;;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;0;;59;643;;;;;;;;;;;;;;;;;;;0;59;643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;;;;0.35;;;;0.39;;;;0.18;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;290000140;CLINIQUE PASTEUR LANROZE;290000447;;;48;341;;1;;;;;;;;;;;;;;;;;;48;341;;1;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;460;2;377;8;2;1;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;29;mars;445;2983;;0;;;;;;;3;avril;4;38;;0;;;;;32;449;3021;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;2.6;;0.19;;2.07;;;;0.68;;;;1.46;;;;0;0;0;1;0;0;0;1;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;13;décembre;389;2430;;0;;;;;;;9;novembre;102;567;;0;;;;;22;491;2997;;0;;;0;3;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;13;décembre;0;457;31;1833;178;31;24;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;;;666;5756;;42;;;;;;;;;24;94;;0;;;;;;690;5850;;42;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;263;15;1162;53;15;8;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;1;;15;389;;0;;;;;;;1;;25;148;;0;;;;;2;40;537;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000371;CLINIQUE LES GLENANS;920030269;;;;;;;;;;;;;;;38;511;;0;;;;;;38;511;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000389;CENTRE HOSPITALIER LANMEUR;290000116;2;;4;179;;0;0;;;;;;2;;4;38;;0;0;;;;4;8;217;;0;0;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;;;;;;;;;;;;;15;;194;3452;;0;;;;;15;194;3452;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;;;;;;;;;;;;;4;mars;2;35;;0;;;;;4;2;35;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;12;avril;410;2407;;0;;;;;;;;;;;;;;;;;12;410;2407;;0;;;0;0;8;avril;10;364;21;1864;244;21;9;0;5;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.5;;0.48;;15.35;;3.29;;12.08;;2.43;;3.88;;0.79;;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0
COVID19;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;4;;277;1756;0;0;;;;;;;;;2;9;;0;;;;;4;279;1765;0;0;9;1;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;2;;;408;53;1775;230;53;35;0;5;;;;0;0;0;0;0;0;0;0;;;;;;;0.32;;;;1.61;;;;1.68;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;;;;;;;;;;;;;11;avril;53;638;;0;;;;;11;53;638;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;7;;;;7;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;290000918;EPSM GOURMELEN SITE QUIMPER;290000298;;;;;;;4;avril;2;3;0;0;;;;;;;;;;;4;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;13;novembre;642;5206;;1;;;;;;;0;;5;41;;0;;;;;13;647;5247;;1;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;0;;2;10;;2;;;;;;;13;avril;14;168;;1;;;;;13;16;178;;3;;;36;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;4;;;;11;;;;10;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
