BOR;AN;FI;RS;FI_EJ;AUT;SAL;SALANG;SEJ;JOU;ACT;ACT1;ACT2;ACT3;ADU;ENF;GREF;SALAS;CEC;INTENF;INTADU;INTURG;INTCEC;LIT_CHIRC;LIT_CAR;SEJ_CHIRC;JOU_CHIRC
CHIRCAR;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;2;2;1552;4132;1698;691;1;1006;1;0;0;2;2;1;762;24;670;17;14;763;3453
CHIRCAR;2020;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;1;0;2;386;576;398;0;0;398;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;740780416;CLINIQUE D'ARGONAY;740000112;1;;2;324;510;330;18;0;312;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;750000523;GH PARIS SITE SAINT JOSEPH;750150120;1;1;2;1280;2485;1395;480;0;915;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;1;2;2;994;2336;1056;24;0;1032;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2020;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;1;;;0;0;;;;;0;0;0;;;;;;;;;0;0
CHIRCAR;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;1;2;2;3176;10022;3874;1653;2;2219;1;0;1;6;5;1;1588;237;1345;27;60;3172;4431
CHIRCAR;2020;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;;1;520;1358;589;49;0;540;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;1;1;0;310;1264;359;20;279;60;0;1;1;3;3;972;11;;6;3;10;560;615
CHIRCAR;2020;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;1;3;2;1588;7748;2039;509;1;1529;1;0;1;;;6;1315;;1069;24;84;2297;6020
CHIRCAR;2020;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;1;4;3;2803;6373;3021;1451;0;1570;1;0;0;;;1;1108;;1059;30;67;825;3893
CHIRCAR;2020;750300154;CLINIQUE TURIN;750065971;1;1;1;947;1571;1009;40;0;969;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;1;1;1;575;1157;631;424;0;207;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1;5;2;2021;8269;2549;1131;1;1417;1;0;1;3;5;21;1166;;960;19;66;2018;5731
CHIRCAR;2020;760000018;CH DIEPPE;760780023;1;1;;74;314;77;49;0;28;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;4;2;2296;6202;2849;1141;3;1705;1;0;1;3;3;3;929;;845;24;50;1651;5226
CHIRCAR;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;0;0;70;270;75;55;0;20;0;0;0;;;0;0;;0;0;19;0;0
CHIRCAR;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1;0;1;695;1968;756;67;0;689;0;0;0;;;0;0;;0;0;25;0;0
CHIRCAR;2020;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;1;0;2;1714;4173;1801;366;0;1435;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;1;978;2231;1056;366;0;690;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;4;4;2529;6385;2777;903;0;1874;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;1;1;1;1024;2701;1322;782;0;592;0;0;0;;;0;0;;0;;23;0;0
CHIRCAR;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;2;1;768;2582;922;262;0;660;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;1;1;1;727;2714;878;121;0;757;0;0;0;0;0;0;0;0;0;0;62;0;0
CHIRCAR;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;1;3;3;2078;5092;2358;1300;1;1057;1;0;0;3;3;0;1248;;1025;22;22;1004;5512
CHIRCAR;2020;780300414;CH PRIVE DE L EUROPE;780000675;1;1;0;74;551;76;52;0;24;0;0;0;0;0;0;0;0;0;0;22;0;0
CHIRCAR;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;;2;847;3048;992;99;0;893;0;0;0;;;0;0;;0;;44;0;0
CHIRCAR;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;2;1;1187;5017;1309;253;0;1056;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;800000143;CH ABBEVILLE;800000028;1;;;0;0;0;0;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;800006124;CHU AMIENS SUD;800000044;1;2;2;1961;6754;2285;1027;2;1256;1;0;0;2;3;18;2198;265;1727;14;66;558;4169
CHIRCAR;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;1;;2;844;2421;889;262;0;627;0;0;0;;;0;0;;0;;47;0;0
CHIRCAR;2020;810000224;CL CLAUDE BERNARD;810000471;1;1;1;946;2386;1128;72;0;1056;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;810000505;CH ALBI;810000331;1;1;;185;848;209;193;0;16;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;1;0;141;722;145;134;0;11;0;0;0;;;;;;;;;0;0
CHIRCAR;2020;820000032;CH DE MONTAUBAN;820000016;1;1;0;181;717;190;160;0;30;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;820000057;CL DU PONT DE CHAUME;820000131;1;4;2;1473;3190;1702;77;0;1625;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;1;1;1230;3847;1355;110;0;1245;0;0;0;;;0;0;;0;0;24;0;0
CHIRCAR;2020;830000345;CHITS CH SAINTE MUSSE;830100616;1;2;2;1375;3569;1534;333;0;1201;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;1;2;2;2724;4867;3017;1030;0;1987;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;830100574;HIA SAINTE ANNE;750821092;1;;1;481;1812;658;135;0;523;0;0;0;0;0;0;0;;0;;;0;0
CHIRCAR;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;2;2;2085;4854;2263;362;0;1901;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2020;840013312;CLINIQUE RHONE DURANCE;840003685;1;4;4;2444;5748;2944;1256;0;1688;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;1;2;2;1795;7310;1984;702;0;1282;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;860000223;CHU LA MILETRIE;860014208;1;3;2;3151;9687;3603;1324;2;2277;1;1;0;2;2;0;566;;511;16;77;810;4786
CHIRCAR;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;1;4;2;2393;7647;2872;920;0;1952;1;0;0;2;2;0;618;195;429;14;42;867;3691
CHIRCAR;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;1;1;;213;727;215;176;0;39;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;1;118;546;125;97;0;28;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;890975527;CH AUXERRE;890000037;1;;1;1247;3154;1366;462;0;904;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;900003039;HNFC SITE TREVENANS;900000365;1;2;1;1627;5073;1722;491;0;1231;0;0;0;;;0;0;;0;;42;0;0
CHIRCAR;2020;910008028;ANGIO SCE INTERCLINQUE IMAGERIE-MASSY;910001221;1;1;4;2458;7217;2926;1186;0;1740;;;;;;;;;;;;;
CHIRCAR;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;1;3;3;1549;5724;1766;576;0;1190;0;0;0;;;0;0;;0;;41;0;0
CHIRCAR;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;1;1;1;615;1804;732;296;0;436;1;0;0;6;6;0;1113;;832;45;46;2390;11692
CHIRCAR;2020;920000577;CH DE NANTERRE;920110020;1;1;0;0;0;52;46;0;6;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;920000650;HOPITAL FOCH;920150059;1;1;1;655;2041;694;55;0;639;0;0;1;;;0;0;;0;0;0;0;0
CHIRCAR;2020;920000684;HOPITAL MARIE LANNELONGUE;750150120;1;5;5;1955;4967;2408;80;301;2027;1;1;1;4;6;1010;891;;761;40;12;4693;11516
CHIRCAR;2020;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;1;2;2;458;1921;525;29;0;496;0;0;0;;;0;0;;0;;31;0;0
CHIRCAR;2020;920120011;HIA PERCY;750821092;1;1;1;534;1955;624;310;0;314;1;0;0;;;1;14;;0;;14;0;0
CHIRCAR;2020;920300043;HOPITAL PRIVE D ANTONY;920001526;1;2;2;591;3203;683;208;0;475;1;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;920810736;1;3;2;3398;6954;4088;2366;1;1721;1;0;0;3;4;1;1286;;1150;26;45;1253;4460
CHIRCAR;2020;920300787;HOPITAL AMERICAIN;920000981;1;;1;650;582;678;71;0;607;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;1;1;1295;4002;1405;547;0;858;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;930000302;CHI ANDRE GREGOIRE;930110036;1;;1;873;2333;911;65;0;846;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2020;930000336;CHI ROBERT BALLANGER;930110069;1;0;1;517;1885;558;2;0;556;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2020;930100037;HU PARIS SITE AVICENNE APHP;750712184;1;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;1;2;0;751;2956;869;99;0;770;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;1;;1;66;336;66;51;0;15;0;0;0;;;;;;;;;0;0
CHIRCAR;2020;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930000419;1;1;1;81;556;82;71;0;11;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;930300645;CENTRE CARDIOLOGIQUE DU NORD;930000682;1;3;4;3036;11408;3337;1482;0;1855;1;0;0;2;3;0;1260;;971;;89;0;0
CHIRCAR;2020;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;1;511;2028;616;78;0;538;0;0;0;0;0;0;0;0;0;0;20;0;0
CHIRCAR;2020;940000649;HOPITAL SAINT CAMILLE;940150014;1;1;;0;0;61;43;0;18;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;1;4;4;1768;6177;2017;726;2;1289;1;0;1;2;3;0;1024;;548;29;73;743;5589
CHIRCAR;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;1;1;0;65;453;70;46;1;23;0;0;0;;;0;0;;0;;14;0;0
CHIRCAR;2020;940120017;HIA BEGIN;750821092;1;1;;0;0;55;45;;10;0;0;0;;;;;;;;;0;0
CHIRCAR;2020;940300031;HOPITAL PRIVE PAUL D EGINE;940000706;1;1;1;66;334;66;57;0;9;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;950000307;CH VICTOR DUPOUY;950110015;1;1;1;803;2715;855;294;0;561;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2020;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;1;649;2193;695;101;0;594;0;0;0;0;0;0;0;0;0;0;27;0;0
CHIRCAR;2020;950000331;CH GENERAL DE GONESSE;950110049;1;;1;567;2040;633;1;0;632;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;950000364;CH RENE DUBOS;950110080;1;1;1;915;2940;1132;406;0;726;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2020;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;1;0;256;1140;349;325;0;24;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;0;1;346;1643;404;0;0;404;0;0;0;;;0;0;;0;;11;0;0
CHIRCAR;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;1;1;1;852;3211;2321;536;51;1734;1;1;0;2;2;5;527;;267;14;28;382;2825
CHIRCAR;2020;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;1;77;459;77;2;0;75;0;0;0;;;0;0;;0;;16;0;0
CHIRCAR;2020;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;1;1;1;1385;3732;1598;69;19;1510;1;0;0;2;3;73;778;;660;14;25;986;5834
CHIRCAR;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;1;2;;738;2419;820;803;0;17;0;0;0;;;0;0;;0;;21;0;0
CHIRCAR;2020;970462107;CLINIQUE STE-CLOTILDE;970400305;1;;2;644;1629;693;76;0;617;0;0;0;;;0;0;;0;;19;0;0
