BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2020;300782141;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;300780038;N310H;1;1;1.79
SSR_P;2020;300782141;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;300780038;NAUT;28;3;28.94
SSR_P;2020;300782141;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;300780038;NCINF;42;14;52.28
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;M1010;;1;0.71
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;MAUT;;3;0.38
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;N2460;3;2;4.28
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;N2470;3;3;4.96
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;N2710;;1;0.5
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;N310H;4;;3.7
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;N3120;;2;1.64
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;NAUT;4;13;11.54
SSR_P;2020;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;NCINF;1;9;4.95
SSR_P;2020;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;M1010;0;1;0.9
SSR_P;2020;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;N2500;12;2;11.98
SSR_P;2020;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;N3120;0;1;0.6
SSR_P;2020;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;NAUT;4;0;4.24
SSR_P;2020;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;NCINF;7;0;7.93
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;M1320;;3;1.22
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N2460;;1;0.5
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N2500;12;2;12.18
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N2710;2;;0.19
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;NAUT;3;;2.83
SSR_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;NCINF;8;1;7.52
SSR_P;2020;310000336;CH REVEL;310780713;M1320;2;2;2.55
SSR_P;2020;310000336;CH REVEL;310780713;N241P;1;3;2.12
SSR_P;2020;310000336;CH REVEL;310780713;N2450;;1;0.8
SSR_P;2020;310000336;CH REVEL;310780713;N2460;;1;0.49
SSR_P;2020;310000336;CH REVEL;310780713;N2500;13;4;15.7
SSR_P;2020;310000336;CH REVEL;310780713;N2710;1;;0.8
SSR_P;2020;310000336;CH REVEL;310780713;N310H;1;;0.6
SSR_P;2020;310000336;CH REVEL;310780713;NAUT;11;2;12.3
SSR_P;2020;310000336;CH REVEL;310780713;NCINF;12;3;11.14
SSR_P;2020;310013628;CH MURET;310786256;M1320;2;1;1.82
SSR_P;2020;310013628;CH MURET;310786256;N2500;59;2;26.43
SSR_P;2020;310013628;CH MURET;310786256;N2710;1;0;0.35
SSR_P;2020;310013628;CH MURET;310786256;N3120;0;2;0.7
SSR_P;2020;310013628;CH MURET;310786256;NCINF;20;7;12.13
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;M1010;;1;0.3
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;MAUT;;2;0.09
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N2460;1;1;1.69
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N2470;1;1;1.01
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N2500;1;1;1.66
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N2710;;1;0.5
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N310H;2;1;2.84
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;N3120;;1;0.51
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;NAUT;3;5;7.8
SSR_P;2020;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;NCINF;2;4;5.5
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;MAUT;0;2;0.3
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N241P;0;2;0.7
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2430;0;2;1
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2450;0;1;0.2
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2500;0;1;0.5
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2710;0;1;0.2
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;NAUT;0;1;0.2
SSR_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;NCINF;1;2;1.18
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;M1010;3;2;4
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;M1070;;1;0.2
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;M1320;2;;2
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;MAUT;;2;1
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N241P;;6;5
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N2430;;1;0.4
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N2450;;2;1.3
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N2500;24;;24
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N2710;;1;0.8
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N310H;1;1;1.6
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;N3120;1;1;1.4
SSR_P;2020;310020938;CL KORIAN VAL DE SAUNE;750056335;NCINF;18;3;22
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1010;3;4;6.4
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1040;;1;0.1
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1070;;1;0.1
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1120;;1;0.05
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1190;;1;0.07
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M1320;;2;1.6
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;M3020;;1;0.05
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;MAUT;;1;0.06
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N241P;3;1;3.8
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N2430;;1;0.25
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N2450;;1;0.8
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N2460;;1;0.75
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N2500;26;;21.67
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N2710;;1;0.5
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N310H;;2;0.2
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;N3120;1;;1
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;NAUT;8;;6.88
SSR_P;2020;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;NCINF;25;;21.61
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1010;1;0;0.17
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1040;0;1;0.08
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1120;1;1;1.4
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1190;0;1;0.9
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;M1320;1;5;3.77
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N241P;4;6;8.7
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2430;0;1;0.7
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2450;2;1;2.5
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2460;1;3;1.6
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2500;60;4;59.12
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;N2710;0;3;1.35
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;NAUT;1;;1
SSR_P;2020;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;NCINF;46;4;43.38
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;M1010;;4;1.89
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;M3020;;1;0.1
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;N241P;;1;0.2
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;N2710;1;1;1.74
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;N310H;1;1;1.31
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;N3120;;1;0.8
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;NAUT;6;8;7.12
SSR_P;2020;310023007;CL LA RECOUVRANCE;810005678;NCINF;7;6;11.7
SSR_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;M1320;;2;1.3
SSR_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2500;12;;11.8
SSR_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;NCINF;10;;9.7
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;M1180;;3;1.91
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N241P;6;0;5.33
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2450;;1;0.5
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2460;;1;0.5
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2500;3;;2.8
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2710;;1;0.5
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;NAUT;5;0;4.55
SSR_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;NCINF;5;1;5.21
SSR_P;2020;310780234;CL DU CABIROL;920030871;M1180;3;2;4.41
SSR_P;2020;310780234;CL DU CABIROL;920030871;M1320;1;;0.88
SSR_P;2020;310780234;CL DU CABIROL;920030871;N241P;13;3;15.73
SSR_P;2020;310780234;CL DU CABIROL;920030871;N2430;0;2;1.17
SSR_P;2020;310780234;CL DU CABIROL;920030871;N2450;1;0;1.13
SSR_P;2020;310780234;CL DU CABIROL;920030871;N2460;2;1;3.26
SSR_P;2020;310780234;CL DU CABIROL;920030871;N2500;16;2;18.76
SSR_P;2020;310780234;CL DU CABIROL;920030871;N2710;0;1;0.49
SSR_P;2020;310780234;CL DU CABIROL;920030871;N310H;1;0;1.14
SSR_P;2020;310780234;CL DU CABIROL;920030871;N3120;1;0;0.85
SSR_P;2020;310780234;CL DU CABIROL;920030871;NCINF;13;4;18.66
SSR_P;2020;310780366;CL MONIE;310000153;M1010;2;1;2.5
SSR_P;2020;310780366;CL MONIE;310000153;M1150;;1;0.5
SSR_P;2020;310780366;CL MONIE;310000153;M1180;0;3;1.5
SSR_P;2020;310780366;CL MONIE;310000153;M1190;;1;0.5
SSR_P;2020;310780366;CL MONIE;310000153;M1320;1;;0.35
SSR_P;2020;310780366;CL MONIE;310000153;N241P;12;;11.37
SSR_P;2020;310780366;CL MONIE;310000153;N2430;1;;0.25
SSR_P;2020;310780366;CL MONIE;310000153;N2450;2;;1.93
SSR_P;2020;310780366;CL MONIE;310000153;N2460;2;;1.53
SSR_P;2020;310780366;CL MONIE;310000153;N2500;29;;28.29
SSR_P;2020;310780366;CL MONIE;310000153;N2710;1;;1
SSR_P;2020;310780366;CL MONIE;310000153;N3120;1;;0.8
SSR_P;2020;310780366;CL MONIE;310000153;NCINF;18;;17.71
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1010;2;7;4.25
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1040;0;3;0.5
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1070;0;3;1.2
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1150;0;4;0.1
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1180;0;1;0.1
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M1320;1;1;1.5
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;M3020;0;3;0.6
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;MAUT;0;3;0.1
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N241P;0;7;6
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N2450;0;9;6.96
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N2460;2;;0.87
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N2500;16;13;23.34
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N2710;0;4;3.05
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N310H;5;3;6.93
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;N3120;1;;1
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;NAUT;17;12;21.44
SSR_P;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;NCINF;33;18;35.18
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;M1010;;1;0.28
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;M1120;;2;0.97
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;MAUT;;1;0.45
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;N2430;1;;0.87
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;N2470;1;1;1.05
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;N2500;1;8;4.65
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;N2710;;4;1.58
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;N310H;21;22;27.91
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;NAUT;14;10;18.18
SSR_P;2020;310780481;MECS CASTELNOUVEL;340015171;NCINF;4;4;5.66
SSR_P;2020;310781125;CL ST ROCH;310000419;M1010;1;1;1.16
SSR_P;2020;310781125;CL ST ROCH;310000419;M1150;;1;0.13
SSR_P;2020;310781125;CL ST ROCH;310000419;M1320;;;1
SSR_P;2020;310781125;CL ST ROCH;310000419;M3020;;1;0.13
SSR_P;2020;310781125;CL ST ROCH;310000419;MAUT;;1;0.13
SSR_P;2020;310781125;CL ST ROCH;310000419;N241P;3;1;3.5
SSR_P;2020;310781125;CL ST ROCH;310000419;N2450;0;1;0.1
SSR_P;2020;310781125;CL ST ROCH;310000419;N2500;9;2;9.92
SSR_P;2020;310781125;CL ST ROCH;310000419;N2710;0;1;0.13
SSR_P;2020;310781125;CL ST ROCH;310000419;N3120;0;1;0.25
SSR_P;2020;310781125;CL ST ROCH;310000419;NAUT;11;8;14.13
SSR_P;2020;310781125;CL ST ROCH;310000419;NCINF;8;2;8.68
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;M1320;3;1;3.8
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N241P;;4;2
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N2430;;1;0.2
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N2450;;1;0.76
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N2460;;1;0.8
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N2500;11;3;14.1
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N2710;;1;0.2
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;N3120;;1;0.5
SSR_P;2020;310781174;KORIAN MONTVERT;750056335;NCINF;11;0;13.2
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M1010;;2;1.1
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M1070;;2;0.2
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M1120;;1;0.5
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M1140;;2;1.15
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M1180;1;2;2.51
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;M3020;;1;0.75
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;MAUT;;8;2.07
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N241P;12;7;17.64
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2430;2;5;5.97
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2450;1;3;2.6
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2460;2;4;4.45
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2470;1;2;2.16
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2500;28;6;28.62
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N2710;1;4;3.9
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N310H;19;4;22.25
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;N3120;2;1;1.6
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;NAUT;9;4;11.49
SSR_P;2020;310781422;CENTRE PAUL DOTTIN;310781562;NCINF;15;7;20.04
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;M1010;;6;2.36
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;M1070;;1;0.13
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;M1320;2;2;3.36
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;MAUT;;2;0.96
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N241P;;5;4
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N2450;;1;0.64
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N2460;;1;1
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N2500;14;25;21.52
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N2710;;1;0.1
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N310H;;1;0.01
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;N3120;;1;0.5
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;NAUT;3;;2.17
SSR_P;2020;310781695;POLYCL DE LA LEZE;920030269;NCINF;19;20;26.8
SSR_P;2020;310781984;CL DE VERDAICH;310014378;M1010;;;0.41
SSR_P;2020;310781984;CL DE VERDAICH;310014378;M1070;1;;0.34
SSR_P;2020;310781984;CL DE VERDAICH;310014378;M1180;5;3;6.1
SSR_P;2020;310781984;CL DE VERDAICH;310014378;MAUT;;3;0.33
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N241P;21;5;20.42
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2430;3;1;3.65
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2450;2;;1.14
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2460;4;4;6.27
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2470;;1;0.9
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2500;59;4;59.04
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N2710;;1;0.72
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N310H;4;3;3.89
SSR_P;2020;310781984;CL DE VERDAICH;310014378;N3120;1;1;1.5
SSR_P;2020;310781984;CL DE VERDAICH;310014378;NCINF;38;3;36.69
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;M1320;;3;2.2
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;N2450;1;;1
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;N2460;1;;1
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;N2500;14;1;14.54
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;N3120;1;;1
SSR_P;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;NCINF;14;1;14.88
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;M1010;1;0;1.07
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;M1070;1;2;2.16
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;M1180;0;3;1.36
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N241P;5;3;7
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N2430;;1;0.2
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N2450;;3;2
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N2460;1;2;2.3
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N2500;34;2;32.5
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N2710;;;0.39
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;N310H;2;0;2
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;NAUT;8;5;10.36
SSR_P;2020;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;310781406;NCINF;26;8;25.59
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;M1010;4;1;4.05
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;M1150;1;;1
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;M1320;;2;1.13
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;MAUT;;3;2.42
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N241P;4;2;5
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2430;;1;0.5
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2450;1;1;1.27
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2460;;1;0.39
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2470;;1;0.36
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2500;22;1;22.8
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N2710;;2;0.91
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;N3120;1;;1.09
SSR_P;2020;310782396;CL SSR KORIAN ESTELA;750056335;NCINF;19;2;24.86
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1010;;1;0.38
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1040;0;0;0.76
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1180;1;3;3.44
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N241P;10;;8.5
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2430;1;2;2
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2450;0;3;0.5
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2460;4;3;6.1
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2500;25;1;23.49
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2710;;1;1.39
SSR_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NCINF;18;;17.9
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;M1180;2;0;1.3
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;M1190;1;0;1
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;MAUT;1;2;1.4
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N241P;9;3;11.06
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N2430;0;2;1.13
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N2460;2;1;2.32
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N2500;28;1;25.69
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N2710;0;1;0.43
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N310H;1;0;0.99
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N3120;0;1;0.8
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;NAUT;12;3;13.07
SSR_P;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;NCINF;11;0;11.96
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1010;;1;0.84
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1040;;14;0.5
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1120;;6;0.4
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1150;;5;0.2
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1180;1;2;2.65
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1190;;1;0.5
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M1320;;2;1.2
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;M3020;;8;0.1
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N241P;15;;12.24
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N2430;;1;0.4
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N2450;;1;0.76
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N2460;5;;5.65
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N2500;17;3;16.41
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N2710;;1;0.46
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;N3120;;1;0.82
SSR_P;2020;310784830;CRF LES GRANDS CEDRES;310788880;NAUT;5;6;8.98
