BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2020;330000662;INSTITUT BERGONIE;330781329;N4160;1;;1;;;;
IMAGES_P;2020;330000662;INSTITUT BERGONIE;330781329;NAUT;22;3;21.49;;;;
IMAGES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1160;;21;5;0;1;0;0
IMAGES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1210;;3;;0;0;;
IMAGES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4130;28;4;30.62;0;1;;
IMAGES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4160;3;;3;;;;
IMAGES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NAUT;15;7;19.34;;;;
IMAGES_P;2020;330780560;CENTRE DE SSR LA PIGNADA;330781386;N4130;;1;0.5;;;;
IMAGES_P;2020;330781139;CRF LA TOUR DE GASSIES;330056540;N4130;1;;1;0;0;;
IMAGES_P;2020;330781154;KORIAN LES GRANDS CHENES;330055542;N4130;;1;0.8;0;0;;
IMAGES_P;2020;330781303;HIA ROBERT PICQUE;750821092;M1160;1;1;1.5;1;0;0;0
IMAGES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N4130;13;2;14.74;1;0;;
IMAGES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N4160;1;0;1;;;;
IMAGES_P;2020;330781303;HIA ROBERT PICQUE;750821092;NAUT;10;1;10.22;;;;
IMAGES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M1160;12;4;3.18;0;0;;
IMAGES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4130;27;3;24.59;;;;
IMAGES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4160;1;;1;;;;
IMAGES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;NAUT;19;0;12.06;;;;
IMAGES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1160;33;11;22.62;1;1;;
IMAGES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1210;2;1;1.83;1;1;;
IMAGES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4130;156;13;128.41;;1;;
IMAGES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4160;17;0;8.19;;;;
IMAGES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;106;9;85.6;;;;
IMAGES_P;2020;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;M1160;;5;4.5;0;0;0;0
IMAGES_P;2020;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N4130;12;;12;0;1;;
IMAGES_P;2020;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;NAUT;7;;7.26;;;;
IMAGES_P;2020;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1160;3;;3;0;0;;
IMAGES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1160;19;3;12.2;0;0;;
IMAGES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1210;13;2;8.83;0;0;;
IMAGES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4130;92;2;83.6;1;;;
IMAGES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4160;9;0;6.68;;;;
IMAGES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;NAUT;80;4;57.72;;;;
IMAGES_P;2020;330802778;KORIAN CHÂTEAU LEMOINE;310020383;N4130;;1;0.2;0;0;;
IMAGES_P;2020;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;N4130;0;2;0.77;0;0;;
IMAGES_P;2020;340000033;CH BEZIERS;340780055;M1160;7;6;9.02;;1;1;
IMAGES_P;2020;340000033;CH BEZIERS;340780055;MAUT;;8;1.36;;;;
IMAGES_P;2020;340000033;CH BEZIERS;340780055;N4130;34;8;33.46;1;;;
IMAGES_P;2020;340000033;CH BEZIERS;340780055;N4160;1;;1;;;;
IMAGES_P;2020;340000033;CH BEZIERS;340780055;NAUT;9;9;15.41;;;;
IMAGES_P;2020;340000207;ICM;340780493;M1160;6;0;4.25;0;1;0;0
IMAGES_P;2020;340000207;ICM;340780493;M1210;4;4;4.66;0;0;;
IMAGES_P;2020;340000207;ICM;340780493;N4130;9;2;9.5;0;0;;
IMAGES_P;2020;340000207;ICM;340780493;N4160;1;;0.6;;;;
IMAGES_P;2020;340000207;ICM;340780493;NAUT;13;2;8.49;;;;
IMAGES_P;2020;340000215;CH LODEVE;340780519;N4130;2;3;4.18;0;0;;
IMAGES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M1160;4;0;2.91;;;;
IMAGES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N4130;16;7;20.82;;;;
IMAGES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;5;1;5.39;;;;
IMAGES_P;2020;340000439;CENTRE ORTHOPEDIQUE MAGUELONE;340780881;N4130;;1;0.17;0;0;;
IMAGES_P;2020;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;M1160;;1;0.4;0;0;0;0
IMAGES_P;2020;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;N4130;;1;0.8;0;0;;
IMAGES_P;2020;340022979;POLYCL ST ROCH;340000306;M1160;;12;10;0;1;0;0
IMAGES_P;2020;340022979;POLYCL ST ROCH;340000306;N4130;8;1;8.5;0;1;;
IMAGES_P;2020;340022979;POLYCL ST ROCH;340000306;NAUT;9;1;9.5;;;;
IMAGES_P;2020;340780154;POLYCL PASTEUR;340000116;M1160;;;;0;1;1;1
IMAGES_P;2020;340780196;CRF LE VAL D'ORB;340798123;MAUT;;4;0.1;;;;
IMAGES_P;2020;340780196;CRF LE VAL D'ORB;340798123;NAUT;;1;0.05;;;;
IMAGES_P;2020;340780212;CRF STER LAMALOU LES BAINS;340796069;N4130;0;1;0.7;0;0;;
IMAGES_P;2020;340780220;CH PAUL COSTE FLORET;340796358;N4130;;1;0.5;0;0;;
IMAGES_P;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;NAUT;;1;0.39;;;;
IMAGES_P;2020;340780568;CL DU SOUFFLE LA VALLONIE;340000256;NAUT;1;;0.1;;;;
IMAGES_P;2020;340780642;CL BEAU SOLEIL;340785856;M1160;0;8;5.44;0;1;1;0
IMAGES_P;2020;340780642;CL BEAU SOLEIL;340785856;N4130;12;4;15;0;1;;
IMAGES_P;2020;340780667;CL DU PARC;340000280;M1160;6;6;10;0;1;1;1
IMAGES_P;2020;340780667;CL DU PARC;340000280;N4130;25;3;27.5;1;1;;
IMAGES_P;2020;340780667;CL DU PARC;340000280;N4160;2;;2;;;;
IMAGES_P;2020;340780667;CL DU PARC;340000280;NAUT;14;4;17.25;;;;
IMAGES_P;2020;340780741;POLYCL STE THERESE;340000348;M1160;7;1;7.5;0;1;1;1
IMAGES_P;2020;340780741;POLYCL STE THERESE;340000348;N4130;5;1;5.5;0;1;;
IMAGES_P;2020;340780741;POLYCL STE THERESE;340000348;N4160;1;0;1;;;;
IMAGES_P;2020;340780741;POLYCL STE THERESE;340000348;NAUT;4;1;4.5;;;;
IMAGES_P;2020;340781608;CL DU MAS DE ROCHET;340015171;N4130;;1;0.42;0;0;;
IMAGES_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M1160;11;;7.87;0;1;;
IMAGES_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;MAUT;1;16;0.98;;;;
IMAGES_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4130;33;;32.2;;;;
IMAGES_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4160;2;;1.07;;;;
IMAGES_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;2;;1.2;;;;
IMAGES_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1160;12;3;6.47;0;1;;
IMAGES_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1210;5;1;5.17;0;1;;
IMAGES_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4130;53;1;48.84;;;;
IMAGES_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4160;1;1;1.5;;;;
IMAGES_P;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;NAUT;10;1;9.71;;;;
IMAGES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1160;17;4;12.4;0;1;;
IMAGES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1210;1;1;2.35;0;1;;
IMAGES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4130;75;4;74.67;;;;
IMAGES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4160;2;1;1.5;;;;
IMAGES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;NAUT;10;1;9.92;;;;
IMAGES_P;2020;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;N4130;;1;0.3;0;0;;
IMAGES_P;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1160;16;;11.66;0;1;;
IMAGES_P;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;MAUT;5;17;1.64;;;;
IMAGES_P;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4130;44;;38.56;;;;
IMAGES_P;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4160;1;;1.43;;;;
IMAGES_P;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;NAUT;11;2;10.57;;;;
IMAGES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M1160;0;8;5.58;0;1;1;0
IMAGES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;MAUT;0;17;4.91;;;;
IMAGES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N4130;13;8;19.56;1;1;;
IMAGES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N4160;0;1;0.5;;;;
IMAGES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NAUT;13;3;14.35;;;;
IMAGES_P;2020;350000154;C.H FOUGERES;350000030;M1160;4;;2.07;0;;1;0
IMAGES_P;2020;350000154;C.H FOUGERES;350000030;N4130;14;1;14.71;1;0;;
IMAGES_P;2020;350000154;C.H FOUGERES;350000030;N4160;;;0.2;;;;
IMAGES_P;2020;350000154;C.H FOUGERES;350000030;NAUT;14;3;11.36;;;;
IMAGES_P;2020;350000162;CHIRC SITE REDON;350000048;M1160;;1;1.25;0;0;0;0
IMAGES_P;2020;350000162;CHIRC SITE REDON;350000048;N4130;8;3;10.44;1;0;;
IMAGES_P;2020;350000162;CHIRC SITE REDON;350000048;N4160;1;;0.7;;;;
IMAGES_P;2020;350000162;CHIRC SITE REDON;350000048;NAUT;3;2;4.09;;;;
IMAGES_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;M1160;1;1;2.19;0;1;1;0
IMAGES_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N4130;10;1;8.96;1;0;;
IMAGES_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N4160;0;1;0.5;;;;
IMAGES_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;NAUT;3;2;4.1;;;;
IMAGES_P;2020;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;N4130;1;1;1.2;0;0;;
IMAGES_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1160;36;20;20.88;1;1;1;1
IMAGES_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1210;;;;1;1;;
IMAGES_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4130;64;26;78.07;1;1;;
IMAGES_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4160;6;0;4;;;;
IMAGES_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NAUT;46;12;48.4;;;;
IMAGES_P;2020;350002200;CLINIQUE SAINT YVES;350029948;N4130;;1;0.97;0;0;;
IMAGES_P;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1160;3;6;5.08;0;0;0;0
IMAGES_P;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1210;8;2;7.35;0;0;;
IMAGES_P;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4130;23;13;32.44;0;0;;
IMAGES_P;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4160;1;1;1.7;;;;
IMAGES_P;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;NAUT;10;11;18.17;;;;
IMAGES_P;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1160;21;9;12.42;0;1;0;1
IMAGES_P;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1210;;;;0;1;;
IMAGES_P;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4130;16;10;24.13;1;0;;
IMAGES_P;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4160;2;0;1.1;;;;
IMAGES_P;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NAUT;21;12;24.65;;;;
IMAGES_P;2020;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;N4130;2;3;3;;;;
IMAGES_P;2020;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;MAUT;;3;3;;;;
IMAGES_P;2020;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;N4130;1;1;1.5;;;;
IMAGES_P;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;M1160;1;;1;1;;;
IMAGES_P;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N4130;5;1;5.75;;;;
IMAGES_P;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N4160;;1;0.38;;;;
IMAGES_P;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;NAUT;2;;2;;;;
IMAGES_P;2020;360000137;CH CHATEAUROUX;360000053;M1160;4;1;4.6;;1;0;0
IMAGES_P;2020;360000137;CH CHATEAUROUX;360000053;N4130;24;22;41.96;1;0;;
IMAGES_P;2020;360000137;CH CHATEAUROUX;360000053;N4160;;2;1.69;;;;
IMAGES_P;2020;360000137;CH CHATEAUROUX;360000053;NAUT;22;1;20.05;;;;
IMAGES_P;2020;360000160;CH DU BLANC;360000053;M1160;2;;2;0;1;0;0
IMAGES_P;2020;360000160;CH DU BLANC;360000053;N4130;8;;7.09;;;;
IMAGES_P;2020;360000160;CH DU BLANC;360000053;N4160;;2;0.3;;;;
IMAGES_P;2020;360000160;CH DU BLANC;360000053;NAUT;3;2;4.25;;;;
IMAGES_P;2020;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;M1160;14;6;10.95;0;1;0;0
IMAGES_P;2020;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;N4130;;;;0;1;;
IMAGES_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;M1160;5;5;3.6;1;1;;
IMAGES_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;N4130;14;5;16.86;;;;
IMAGES_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;N4160;1;0;1;;;;
IMAGES_P;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;NAUT;9;1;9.02;;;;
IMAGES_P;2020;370000531;CH DU CHINONAIS;370000606;M1160;;;;;1;1;1
IMAGES_P;2020;370000531;CH DU CHINONAIS;370000606;M1210;;;;0;1;;
IMAGES_P;2020;370000531;CH DU CHINONAIS;370000606;N4130;;;;0;1;;
IMAGES_P;2020;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;M1160;1;1;0.6;0;0;;
IMAGES_P;2020;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;N4130;2;1;2.98;0;0;;
IMAGES_P;2020;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;N4160;;;0.52;;;;
IMAGES_P;2020;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;NAUT;;2;1.55;;;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;M1160;11;9;14.35;0;1;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;M1210;5;1;4;;;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;MAUT;1;5;2.33;;;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N4130;51;10;55.35;;;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;N4160;2;0;2.88;;;;
IMAGES_P;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;NAUT;46;18;53.62;;;;
IMAGES_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;M1160;3;2;3.7;0;1;;
IMAGES_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;N4130;8;3;9.85;0;1;;
IMAGES_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;N4160;;;0.5;;;;
IMAGES_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;NAUT;1;4;4.02;;;;
IMAGES_P;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;M1160;2;0;2;0;1;0;0
IMAGES_P;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;N4130;8;0;5.5;0;1;;
IMAGES_P;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;N4160;0;1;0.1;;;;
IMAGES_P;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;NAUT;4;0;1.92;;;;
IMAGES_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;M1160;14;;11.36;;1;;
IMAGES_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;MAUT;1;;1;;;;
IMAGES_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N4130;50;14;55.81;;;;
IMAGES_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N4160;1;0;1.04;;;;
IMAGES_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;NAUT;38;13;40.62;;;;
IMAGES_P;2020;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;N4130;;20;2;0;0;;
IMAGES_P;2020;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;N4130;;1;0.7;0;0;;
IMAGES_P;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;M1160;2;1;1.78;;;;
IMAGES_P;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;N4130;4;3;6.01;;;;
IMAGES_P;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;NAUT;2;1;2.85;;;;
IMAGES_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;M1160;6;2;6.24;;;;
IMAGES_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N4130;20;10;27.11;;;;
IMAGES_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N4160;1;0;1;;;;
IMAGES_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;NAUT;2;0;2.03;;;;
IMAGES_P;2020;380000042;CH YVES TOURAINE;380780056;M1160;0;1;0.93;0;1;1;0
IMAGES_P;2020;380000042;CH YVES TOURAINE;380780056;N4130;4;4;6.43;;;;
IMAGES_P;2020;380000042;CH YVES TOURAINE;380780056;NAUT;2;3;3.22;;;;
IMAGES_P;2020;380000059;CH DE RIVES;380780072;M1160;0;1;0.5;0;0;0;0
IMAGES_P;2020;380000059;CH DE RIVES;380780072;N4130;;1;0.5;0;0;;
IMAGES_P;2020;380000059;CH DE RIVES;380780072;NAUT;;1;0.5;;;;
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1160;25;7;25.03;;1;1;1
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1210;5;2;4.7;0;0;;
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;MAUT;1;1;1;;;;
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N4130;91;26;109.22;1;1;;
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N4160;6;;4.83;;;;
IMAGES_P;2020;380000067;HOPITAL NORD - CHU38;380780080;NAUT;42;13;50.74;;;;
IMAGES_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;M1160;0;1;0.2;0;0;0;0
IMAGES_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;N4130;1;2;2.55;0;0;;
IMAGES_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;N4160;;;0.1;;;;
IMAGES_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;NAUT;;2;0.55;;;;
IMAGES_P;2020;380000133;CH ALPES ISERE;380780247;M1160;0;1;0.32;0;0;;
IMAGES_P;2020;380000133;CH ALPES ISERE;380780247;N4130;1;0;1.78;0;0;;
IMAGES_P;2020;380000133;CH ALPES ISERE;380780247;NAUT;0;1;0.8;;;;
IMAGES_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M1160;1;8;3.63;0;1;1;0
IMAGES_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N4130;14;9;20.01;1;0;;
IMAGES_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N4160;1;;0.92;;;;
IMAGES_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;NAUT;10;4;12;;;;
IMAGES_P;2020;380000406;HOPITAL DE VOIRON;380780080;M1160;3;2;2.41;0;1;;
IMAGES_P;2020;380000406;HOPITAL DE VOIRON;380780080;N4130;10;7;15.45;;;;
IMAGES_P;2020;380000406;HOPITAL DE VOIRON;380780080;NAUT;11;1;11.33;;;;
IMAGES_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;M1160;12;9;18;0;1;1;1
IMAGES_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;N4130;4;3;6.29;0;1;;
IMAGES_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;N4160;1;0;1;;;;
IMAGES_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;NAUT;5;4;7.61;;;;
IMAGES_P;2020;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;N4130;;;0.58;0;0;;
IMAGES_P;2020;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;M1160;2;2;0.3;0;0;0;0
IMAGES_P;2020;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;N4130;;1;0.8;0;0;;
IMAGES_P;2020;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;N4160;;1;0.6;;;;
IMAGES_P;2020;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;NAUT;;1;0.6;;;;
IMAGES_P;2020;380782722;HOPITAL SUD - CHU38;380780080;M1160;1;4;1.44;0;0;0;0
IMAGES_P;2020;380782722;HOPITAL SUD - CHU38;380780080;N4130;16;6;18.22;0;0;;
IMAGES_P;2020;380782722;HOPITAL SUD - CHU38;380780080;N4160;1;;1;;;;
IMAGES_P;2020;380782722;HOPITAL SUD - CHU38;380780080;NAUT;1;7;6.5;;;;
IMAGES_P;2020;390000040;CH LONS;390780146;M1160;2;2;2.7;0;1;1;0
IMAGES_P;2020;390000040;CH LONS;390780146;N4130;14;4;18.42;1;0;;
IMAGES_P;2020;390000040;CH LONS;390780146;NAUT;3;3;4.42;;;;
IMAGES_P;2020;390000057;CH LEON BERARD MOREZ;390780153;M1160;0;1;0.1;0;0;;
IMAGES_P;2020;390000057;CH LEON BERARD MOREZ;390780153;N4130;2;;2;;;;
IMAGES_P;2020;390000057;CH LEON BERARD MOREZ;390780153;NAUT;;;0.42;;;;
IMAGES_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;M1160;;;0.04;0;1;0;0
IMAGES_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N4130;5;;4.41;0;1;;
IMAGES_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;NAUT;1;;1.25;;;;
IMAGES_P;2020;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;M1160;;1;0.5;0;0;0;0
IMAGES_P;2020;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;N4130;1;;1;0;0;;
IMAGES_P;2020;390000172;CRCPFC LA GRANGE SUR LE MONT;250006335;N4130;;1;0.5;0;0;;
IMAGES_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;M1160;;2;1.2;0;1;;
IMAGES_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N4130;1;2;2.75;0;0;;
IMAGES_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;M1160;1;1;1.26;0;0;1;1
IMAGES_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N4130;11;5;14.52;;;;
IMAGES_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N4160;;;0.33;;;;
IMAGES_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;NAUT;5;2;6.07;;;;
IMAGES_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;M1160;6;10;6.74;0;1;0;0
IMAGES_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N4130;19;8;24.16;1;0;;
IMAGES_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;NAUT;13;5;14.71;;;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M1160;4;6;5.39;1;1;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M1210;3;0;3;0;0;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;MAUT;0;4;0.92;;;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N4130;23;16;34.16;;;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N4160;0;2;1;;;;
IMAGES_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;NAUT;12;14;19.51;;;;
IMAGES_P;2020;400780250;CENTRE DE NOUVIELLE - SSR-MPR;400011177;N4130;0;0;0.28;;;;
IMAGES_P;2020;400791018;CTRE. EUROPEEN REEDUCATION DU SPORTIF;400790994;N4130;1;;0.99;0;0;;
IMAGES_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M1160;5;1;6.7;1;0;0;1
IMAGES_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N4130;25;8;28.81;1;0;;
