BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2020;260000302;ETABLISSEMENT MEDICAL LA TEPPE;260000161;RADIO;2;2;147;;;;;
IMAGES;2020;260003017;CLINIQUE KENNEDY;260000781;RADIO;2;;;;;;;0
IMAGES;2020;260003017;CLINIQUE KENNEDY;260000781;SCAN;1;;;;;;;0
IMAGES;2020;260006267;CLINIQUE GENERALE VALENCE;070000245;RADIO;3;;;;;;;
IMAGES;2020;260006267;CLINIQUE GENERALE VALENCE;070000245;SCAN;1;;;;;;;
IMAGES;2020;270000045;CH BERNAY;270000060;MAMM;1;1;;;;668;;
IMAGES;2020;270000045;CH BERNAY;270000060;RADIO;2;2;2226;;;9531;;
IMAGES;2020;270000045;CH BERNAY;270000060;SCAN;1;1;1726;;;4991;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;IRM;1;;;;;;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;LITHO;1;;;;;;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;MAMM;1;;;;;;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;RADIO;3;;;;;;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;SCAN;1;;;;;;;
IMAGES;2020;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;dtIRM1;1;;;;;;;
IMAGES;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;CAM;1;0;;;;;;1
IMAGES;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;IRM;2;2;642;;;4085;45;0
IMAGES;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;MAMM;1;1;;;;3696;;
IMAGES;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;RADIO;3;3;15517;;;26956;428;1
IMAGES;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;SCAN;2;2;7063;;;6000;213;1
IMAGES;2020;270000367;CH GISORS;270000086;RADIO;2;2;1687;;;8595;108;0
IMAGES;2020;270000367;CH GISORS;270000086;SCAN;1;1;1248;;;7823;114;0
IMAGES;2020;270000391;CH LOUVIERS CHI ELBEUF;760024042;RADIO;1;1;1227;;;4905;73;0
IMAGES;2020;270000425;CH PONT-AUDEMER;270000102;IRM;1;1;14;;;4460;;
IMAGES;2020;270000425;CH PONT-AUDEMER;270000102;RADIO;2;2;505;;;11190;;
IMAGES;2020;270000425;CH PONT-AUDEMER;270000102;SCAN;1;1;432;;;6113;;
IMAGES;2020;270000441;CH VERNEUIL-SUR-AVRE;270000110;RADIO;3;3;1259;;;8125;124;0
IMAGES;2020;270000441;CH VERNEUIL-SUR-AVRE;270000110;SCAN;1;1;766;;24;3075;26;0
IMAGES;2020;270000458;CH VERNON CH EURE-SEINE;270023724;IRM;2;2;137;;;3493;1;0
IMAGES;2020;270000458;CH VERNON CH EURE-SEINE;270023724;RADIO;2;2;4382;;;15392;162;0
IMAGES;2020;270000458;CH VERNON CH EURE-SEINE;270023724;SCAN;1;1;2389;;;3927;65;0
IMAGES;2020;270000862;CLINIQUE BERGOUIGNAN;270000953;CAM;1;;;;;;;
IMAGES;2020;270000862;CLINIQUE BERGOUIGNAN;270000953;RADIO;1;;;;;;;
IMAGES;2020;270000862;CLINIQUE BERGOUIGNAN;270000953;SCAN;1;;;;;;;
IMAGES;2020;270000862;CLINIQUE BERGOUIGNAN;270000953;VASC;1;;;;;;;
IMAGES;2020;270000912;HOPITAL LA MUSSE ST SEBASTIEN/MORSENT;750814030;RADIO;2;2;2186;;;82;;0
IMAGES;2020;280000084;CH DREUX;280000183;IRM;2;2;765;3;;7125;18;0
IMAGES;2020;280000084;CH DREUX;280000183;MAMM;1;1;;;;230;;
IMAGES;2020;280000084;CH DREUX;280000183;RADIO;5;5;5035;63;;29033;508;0
IMAGES;2020;280000084;CH DREUX;280000183;SCAN;2;2;3451;23;;14931;741;0
IMAGES;2020;280000084;CH DREUX;280000183;dtIRM2;1;1;13;;;3862;;0
IMAGES;2020;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;LITHO;;;;;;;;1
IMAGES;2020;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;RADIO;1;;;;;;;1
IMAGES;2020;280000662;CH CHATEAUDUN;280500075;MAMM;1;1;;;;564;;
IMAGES;2020;280000662;CH CHATEAUDUN;280500075;RADIO;2;2;3183;11;15;8486;118;0
IMAGES;2020;280000662;CH CHATEAUDUN;280500075;SCAN;1;1;2662;8;13;3041;56;0
IMAGES;2020;280007121;COREL - CISEL;720002294;CAM;2;2;0;0;4284;;;
IMAGES;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;MAMM;1;1;;;;855;;
IMAGES;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;RADIO;2;2;1545;;;7375;85;0
IMAGES;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SCAN;1;1;2726;;;6654;112;0
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;IRM;2;2;992;132;;2568;3;1
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;MAMM;1;1;;;;85;;
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;RADIO;7;7;9708;140;;23398;513;0
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SCAN;2;2;4133;116;;14445;326;1
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TOMO;1;0;;;;;;
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;VASC;1;1;4985;0;0;18;21;1
IMAGES;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;dtIRM2;1;1;400;82;;1161;;
IMAGES;2020;290000025;CHIC QUIMPER;290020700;IRM;2;2;1520;;;7720;46;
IMAGES;2020;290000025;CHIC QUIMPER;290020700;LITHO;1;1;148;;;455;;1
IMAGES;2020;290000025;CHIC QUIMPER;290020700;MAMM;1;1;;;;1280;;
IMAGES;2020;290000025;CHIC QUIMPER;290020700;RADIO;7;7;11257;;;20582;616;
IMAGES;2020;290000025;CHIC QUIMPER;290020700;SCAN;2;2;5415;;;12197;416;
IMAGES;2020;290000025;CHIC QUIMPER;290020700;VASC;1;1;1878;;;6;;1
IMAGES;2020;290000025;CHIC QUIMPER;290020700;dtIRM2;1;1;1360;;;3108;;
IMAGES;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;IRM;1;1;567;;3050;2346;9;0
IMAGES;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;MAMM;1;1;;;;244;;
IMAGES;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;RADIO;4;4;8436;260;;18613;259;1
IMAGES;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;SCAN;1;1;6154;142;;5890;123;0
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;CAM;2;2;149;;;3855;;0
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;IRM;1;1;688;;;4302;3;0
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;MAMM;1;1;;;;2861;;
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;RADIO;3;3;6978;;;18617;208;1
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SCAN;1;1;1482;;;5232;12;0
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TOMO;2;2;917;;;10463;61;0
IMAGES;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;VASC;1;1;228;;;1152;;0
IMAGES;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;MAMM;1;1;;;;987;;
IMAGES;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;RADIO;1;1;442;;;8023;1;
IMAGES;2020;290000140;CLINIQUE PASTEUR LANROZE;290000447;RADIO;2;0;0;;;;;
IMAGES;2020;290000140;CLINIQUE PASTEUR LANROZE;290000447;SCAN;1;0;0;;;;;
IMAGES;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;RADIO;3;3;4038;14;;9292;;
IMAGES;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SCAN;1;1;3526;18;;4426;;
IMAGES;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;RADIO;2;2;3537;170;;7015;77;0
IMAGES;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SCAN;1;1;2473;23;;3025;17;0
IMAGES;2020;290000207;CLINIQUE ST MICHEL ET STE ANNE;290000520;LITHO;1;1;16;;;;;
IMAGES;2020;290000207;CLINIQUE ST MICHEL ET STE ANNE;290000520;RADIO;3;;;;;;;
IMAGES;2020;290000215;POLYCLINIQUE QUIMPER SUD;290029974;IRM;2;;;;;;;
IMAGES;2020;290000215;POLYCLINIQUE QUIMPER SUD;290029974;MAMM;1;;;;;;;
IMAGES;2020;290000215;POLYCLINIQUE QUIMPER SUD;290029974;RADIO;2;;;;;;;
IMAGES;2020;290000215;POLYCLINIQUE QUIMPER SUD;290029974;SCAN;1;;;;;;;
IMAGES;2020;290000215;POLYCLINIQUE QUIMPER SUD;290029974;dtIRM1;1;;;;;;;
IMAGES;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;IRM;1;1;119;;;1555;0;0
IMAGES;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;RADIO;3;3;5072;;;8523;203;0
IMAGES;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SCAN;1;1;2865;;;3278;71;0
IMAGES;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;IRM;1;1;96;2;7;3952;;0
IMAGES;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;RADIO;3;3;4398;1;136;11795;212;0
IMAGES;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SCAN;1;1;2236;1;147;3702;74;1
IMAGES;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;RADIO;2;2;2098;;;17138;145;
IMAGES;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SCAN;1;1;1757;0;0;5305;30;0
IMAGES;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;MAMM;1;1;;;;508;;
IMAGES;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;RADIO;2;2;1314;283;57;13717;175;0
IMAGES;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SCAN;1;1;1676;85;36;5404;58;0
IMAGES;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;RADIO;4;4;1458;65;;770;;0
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;CAM;2;2;1257;;;3794;;0
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;IRM;2;2;2438;;;7388;16;0
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;LITHO;1;1;274;;;;;0
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;RADIO;6;6;37800;;;26917;1033;1
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SCAN;3;3;18251;;;10152;586;0
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;VASC;4;4;2615;;;3940;;1
IMAGES;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;dtIRM2;1;1;1076;;;4133;;0
IMAGES;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;IRM;2;;;;;;;
IMAGES;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;SCAN;1;;;;;;;
IMAGES;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;VASC;1;1;1810;;;;;
IMAGES;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;dtIRM1;1;;;;;;;
IMAGES;2020;290023431;CTRE MEDICO-CHIR. BAIE MORLAIX;290001049;MAMM;1;;;;;;;
IMAGES;2020;290023431;CTRE MEDICO-CHIR. BAIE MORLAIX;290001049;RADIO;2;;;;;;;
IMAGES;2020;290023431;CTRE MEDICO-CHIR. BAIE MORLAIX;290001049;SCAN;1;;;;;;;
IMAGES;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;IRM;2;1;962;0;0;7113;36;1
IMAGES;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;LITHO;1;1;68;0;0;0;0;1
IMAGES;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;RADIO;2;2;7373;0;0;8462;285;1
IMAGES;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;SCAN;1;1;5639;0;0;11942;192;1
IMAGES;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;VASC;2;1;1963;0;0;0;13;1
IMAGES;2020;2A0000139;CLINISUD;2A0000063;LITHO;1;1;502;;;;;1
IMAGES;2020;2A0000139;CLINISUD;2A0000063;RADIO;1;;;;;;;
IMAGES;2020;2A0000139;CLINISUD;2A0000063;SCAN;1;;;;;;;
IMAGES;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;IRM;1;1;112;;;5611;3;0
IMAGES;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;MAMM;1;1;;;;390;;
IMAGES;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;RADIO;2;2;2690;;;4420;31;1
IMAGES;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;SCAN;1;1;711;;;8713;33;1
IMAGES;2020;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;RADIO;1;1;277;;;1165;;0
IMAGES;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;RADIO;1;1;262;;;1595;4;0
IMAGES;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;IRM;1;1;;;;;;0
IMAGES;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MAMM;1;1;;;;1962;;
IMAGES;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;RADIO;2;2;;;;;;1
IMAGES;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SCAN;1;1;;;;;;1
IMAGES;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;VASC;1;1;;;;;;
IMAGES;2020;2B0000038;CH CORTE;2B0004246;MAMM;1;;;;;;;
IMAGES;2020;2B0000038;CH CORTE;2B0004246;RADIO;1;;;;;;;
IMAGES;2020;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;LITHO;1;1;210;;;;;
IMAGES;2020;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;RADIO;2;2;912;;;;;
IMAGES;2020;2B0005359;CH CALVI;2B0005342;RADIO;1;1;528;;;2448;18;
IMAGES;2020;2B0005359;CH CALVI;2B0005342;SCAN;1;1;1502;0;0;3859;23;
IMAGES;2020;300000023;CH ALES CEVENNES;300780046;IRM;1;1;780;40;0;6504;;0
IMAGES;2020;300000023;CH ALES CEVENNES;300780046;MAMM;1;1;;;;2278;;
IMAGES;2020;300000023;CH ALES CEVENNES;300780046;RADIO;3;3;6491;426;0;19075;;0
IMAGES;2020;300000023;CH ALES CEVENNES;300780046;SCAN;1;1;6017;242;0;17757;;1
IMAGES;2020;300000031;CH LOUIS PASTEUR;300780053;IRM;1;1;217;;;2894;2;0
IMAGES;2020;300000031;CH LOUIS PASTEUR;300780053;MAMM;1;1;;;;2809;;
IMAGES;2020;300000031;CH LOUIS PASTEUR;300780053;RADIO;4;4;5596;;;17786;244;1
IMAGES;2020;300000031;CH LOUIS PASTEUR;300780053;SCAN;2;2;4888;;;7404;268;1
IMAGES;2020;300000478;CH LES CHATAIGNIERS;300781010;RADIO;3;3;109;;;235;0;0
IMAGES;2020;300780137;NOUVELLE CL BONNEFON;920028396;IRM;2;2;226;0;14765;96;0;0
IMAGES;2020;300780137;NOUVELLE CL BONNEFON;920028396;MAMM;1;1;;;;0;;
IMAGES;2020;300780137;NOUVELLE CL BONNEFON;920028396;RADIO;3;3;1856;0;37614;3404;29;1
IMAGES;2020;300780137;NOUVELLE CL BONNEFON;920028396;SCAN;1;1;899;0;11551;752;12;1
IMAGES;2020;300780137;NOUVELLE CL BONNEFON;920028396;VASC;1;1;343;0;0;0;0;0
IMAGES;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;IRM;1;1;451;;;;;1
IMAGES;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;RADIO;4;4;12478;;;;;0
IMAGES;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;SCAN;1;1;933;;;;;1
IMAGES;2020;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;VASC;3;3;1767;;;;;1
IMAGES;2020;300781465;POLYCL KENNEDY;300000726;RADIO;2;0;;;;;;
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;CAM;2;2;680;;;5755;;
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;IRM;3;3;4903;;;13827;296;0
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;MAMM;1;1;;;;1183;;
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;RADIO;4;4;25998;;;23203;;0
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;SCAN;4;4;29997;;;19858;1090;1
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;TOMO;2;2;561;;;4743;;
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;VASC;4;4;5298;;;2165;;1
IMAGES;2020;300782117;CHU NIMES CAREMEAU;300780038;dtIRM2;1;1;657;;;6765;;0
IMAGES;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;IRM;1;1;231;;621;3247;;0
IMAGES;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;RADIO;3;2;3683;;3;12735;156;0
IMAGES;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;SCAN;1;1;2748;;1791;6384;111;0
IMAGES;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;VASC;1;1;680;;;1479;21;0
IMAGES;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;IRM;1;1;281;0;0;4529;;0
IMAGES;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;MAMM;1;1;;;;943;;
IMAGES;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;RADIO;6;6;6270;0;0;20176;208;1
IMAGES;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;SCAN;1;1;1850;0;0;3241;57;1
IMAGES;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;VASC;1;1;121;0;0;1;;
IMAGES;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;RADIO;2;2;6114;0;0;1733;1;0
IMAGES;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;SCAN;1;1;2462;0;0;3258;4;0
IMAGES;2020;310026083;CL RIVE GAUCHE;310026075;IRM;2;;;;;;;0
IMAGES;2020;310026083;CL RIVE GAUCHE;310026075;MAMM;3;;;;;;;
IMAGES;2020;310026083;CL RIVE GAUCHE;310026075;RADIO;7;;;;;;;0
IMAGES;2020;310026083;CL RIVE GAUCHE;310026075;SCAN;1;;;;;;;0
IMAGES;2020;310026083;CL RIVE GAUCHE;310026075;VASC;1;1;2504;;;;;0
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;IRM;1;1;480;;;9255;0;0
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;LITHO;1;1;1021;;;;;1
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;MAMM;1;1;;;;7488;;
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;RADIO;3;3;14127;;;31805;162;0
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;SCAN;2;2;11855;;;13634;90;1
IMAGES;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;VASC;3;;;;;;;
IMAGES;2020;310780150;CL MEDIPOLE GARONNE;310788799;IRM;2;;;;;;;
IMAGES;2020;310780150;CL MEDIPOLE GARONNE;310788799;RADIO;5;;;;;;;
IMAGES;2020;310780150;CL MEDIPOLE GARONNE;310788799;SCAN;1;;;;;;;
IMAGES;2020;310780234;CL DU CABIROL;920030871;RADIO;1;1;617;;;;;1
IMAGES;2020;310780259;CL PASTEUR;310000096;CAM;3;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;IRM;2;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;LITHO;1;1;51;;;;;1
IMAGES;2020;310780259;CL PASTEUR;310000096;MAMM;1;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;RADIO;2;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;SCAN;2;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;TOMO;1;;;;;;;
IMAGES;2020;310780259;CL PASTEUR;310000096;VASC;8;8;12796;;;;;1
IMAGES;2020;310780259;CL PASTEUR;310000096;dtIRM1;1;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;IRM;2;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;LITHO;1;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;MAMM;1;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;RADIO;5;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;SCAN;2;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;VASC;1;;;;;;;
IMAGES;2020;310780283;CL DE L'UNION;310000112;dtIRM1;1;;;;;;;
IMAGES;2020;310780366;CL MONIE;310000153;RADIO;2;2;1199;;;;;
IMAGES;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;RADIO;1;1;66;;;;;0
IMAGES;2020;310780374;CL DU CHATEAU DE VERNHES;310000161;VASC;1;1;423;;;;;0
IMAGES;2020;310780382;CL AMBROISE PARE;310000179;IRM;1;;;;;;;
IMAGES;2020;310780382;CL AMBROISE PARE;310000179;LITHO;1;1;6;;;600;;
IMAGES;2020;310780382;CL AMBROISE PARE;310000179;MAMM;1;;;;;;;
IMAGES;2020;310780382;CL AMBROISE PARE;310000179;RADIO;5;;;;;;;
IMAGES;2020;310780382;CL AMBROISE PARE;310000179;SCAN;1;;;;;;;
IMAGES;2020;310781000;CL DES CEDRES;310788880;IRM;1;1;1629;;;8456;182;0
IMAGES;2020;310781000;CL DES CEDRES;310788880;LITHO;1;1;255;;;;;1
IMAGES;2020;310781000;CL DES CEDRES;310788880;MAMM;1;1;;;;636;;
IMAGES;2020;310781000;CL DES CEDRES;310788880;RADIO;6;6;16669;;;19798;351;1
IMAGES;2020;310781000;CL DES CEDRES;310788880;SCAN;2;2;7832;;;21884;207;1
IMAGES;2020;310781000;CL DES CEDRES;310788880;VASC;2;2;2497;;;;3;1
IMAGES;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;MAMM;1;1;;;;756;;
IMAGES;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;RADIO;3;3;2597;;;10770;100;0
IMAGES;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;SCAN;1;1;1258;;226;5660;16;0
IMAGES;2020;310781422;CENTRE PAUL DOTTIN;310781562;RADIO;1;1;20;;;48;;0
IMAGES;2020;310781505;CL D'OCCITANIE;310000492;IRM;2;;;;;;;
IMAGES;2020;310781505;CL D'OCCITANIE;310000492;LITHO;1;;;;;;;
IMAGES;2020;310781505;CL D'OCCITANIE;310000492;MAMM;1;;;;;;;
IMAGES;2020;310781505;CL D'OCCITANIE;310000492;RADIO;3;;;;;;;
IMAGES;2020;310781505;CL D'OCCITANIE;310000492;SCAN;2;;;;;;;
IMAGES;2020;310781695;POLYCL DE LA LEZE;920030269;RADIO;1;;;;;;;0
IMAGES;2020;310781984;CL DE VERDAICH;310014378;RADIO;1;1;1518;;;;;0
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;CAM;2;2;1007;;630;2804;;0
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;IRM;1;1;283;;90;3944;13;1
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;MAMM;1;1;;;;3177;;
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;RADIO;2;2;1542;;1671;1182;5;1
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;SCAN;1;1;1309;;1506;5508;15;1
IMAGES;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;TOMO;2;2;116;;316;6444;;0
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;CAM;2;2;596;0;0;2937;0;0
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;IRM;3;3;8942;0;0;9337;307;0
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;RADIO;10;10;27043;0;0;18037;1631;1
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;SCAN;2;2;30937;0;0;2999;1005;1
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;TOMO;1;1;1259;0;0;3126;;0
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;VASC;2;2;2029;0;;6;6;1
IMAGES;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;dtIRM2;2;2;7262;0;0;5284;;
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;CAM;2;2;3739;;;5299;;0
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;IRM;2;2;1968;0;0;6127;12;0
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;LITHO;1;1;13;0;0;37;0;
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;RADIO;8;8;16793;0;0;938;263;1
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SCAN;3;3;20655;0;0;6132;655;1
IMAGES;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;VASC;8;8;4803;0;0;9;7;1
IMAGES;2020;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;RADIO;1;1;730;;;936;;0
IMAGES;2020;310786389;CL DES PYRENEES;310001433;RADIO;2;;;;;;;
IMAGES;2020;320000086;CH AUCH EN GASCOGNE;320780117;IRM;1;1;1266;0;0;1809;20;0
IMAGES;2020;320000086;CH AUCH EN GASCOGNE;320780117;RADIO;3;3;4399;0;0;13050;255;0
IMAGES;2020;320000086;CH AUCH EN GASCOGNE;320780117;SCAN;1;1;8088;0;0;6489;204;0
IMAGES;2020;320000102;CH DE CONDOM;320780133;RADIO;1;1;;;;;;0
IMAGES;2020;320000102;CH DE CONDOM;320780133;SCAN;1;1;1358;;;10023;1064;0
IMAGES;2020;320780067;POLYCL DE GASCOGNE;320000052;LITHO;1;1;227;;;;;
