BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;112AX;;;;4;0;84;;;;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;112BA;;;;53;285;43298;;;;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;1150A;;;;5;5;1283;;;;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;1210;;;;;6;;;;290;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;121AA;;;;;4;;;;158;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;121CA;;;;3;2;;;;132;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;122AX;;;;7;0;;;;290;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;122BA;;;;9;0;;;;21;;
DIALYSE;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;TOT;1;1;14;;;;3085;6;;175;3
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;112AX;;;;2;4;330;;;;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;1130X;;;;18;47;1576;;;;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;1150A;;;;12;10;2628;;;;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;1210;;;;;64;;;;3152;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;121AA;;;;;33;;;;1798;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;121CA;;;;33;30;;;;1351;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;121CE;;;;1;1;;;;3;;
DIALYSE;2020;310782065;AAIR MIDI PYRENEES;310000633;TOT;1;7;127;;;;;2;;128;31
DIALYSE;2020;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;310000617;1140X;;;;12;15;1595;;;;;
DIALYSE;2020;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;310000617;TOT;0;;;;;;;;;8;
DIALYSE;2020;310793419;CL NEPHRO ST EXUPERY UAD ST GAUDENS;310000617;1140X;;;;12;16;2614;;;;;
DIALYSE;2020;310793419;CL NEPHRO ST EXUPERY UAD ST GAUDENS;310000617;TOT;0;;;;;;;;;5;
DIALYSE;2020;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;310000617;1140X;;;;10;12;1758;;;;;
DIALYSE;2020;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2020;310793542;AAIR UAD CARBONNE;310000633;1140X;;;;6;0;566;;;;;
DIALYSE;2020;310793542;AAIR UAD CARBONNE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310793559;AAIR UAD TOULOUSE BONNEFOY;310000633;1140X;;;;12;22;3265;;;;;
DIALYSE;2020;310793559;AAIR UAD TOULOUSE BONNEFOY;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310793567;AAIR UAD BLAGNAC;310000633;1140X;;;;12;30;3914;;;;;
DIALYSE;2020;310793567;AAIR UAD BLAGNAC;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;1140X;;;;6;22;3384;;;;;
DIALYSE;2020;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;1140X;;;;15;9;1596;;;;;
DIALYSE;2020;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;TOT;0;;;;;;;;;5;
DIALYSE;2020;310793849;AAIR UAD PRAT COLOMIERS;310000633;1140X;;;;6;10;1739;;;;;
DIALYSE;2020;310793849;AAIR UAD PRAT COLOMIERS;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;112AX;;;;2;19;804;;;;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;112BA;;;;44;144;21722;;;;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;1130X;;;;12;20;3474;;;;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;1140X;;;;6;5;783;;;;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;1210;;;;;6;;;;244;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;121AA;;;;;5;;;;193;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;121CA;;;;1;1;;;;51;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;122AX;;;;1;2;;;;32;;
DIALYSE;2020;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;TOT;0;;;;;;0;1;;48;4
DIALYSE;2020;310794524;AAIR UAD ST GAUDENS;310000633;1140X;;;;9;14;2236;;;;;
DIALYSE;2020;310794524;AAIR UAD ST GAUDENS;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;1140X;;;;15;13;1796;;;;;
DIALYSE;2020;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;TOT;0;;;;;;;;;1;
DIALYSE;2020;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;310000617;1140X;;;;8;7;1350;;;;;
DIALYSE;2020;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;1140X;;;;12;24;3460;;;;;
DIALYSE;2020;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;TOT;0;;;;;;;;;4;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;112AX;;;;2;9;422;;;;;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;112BA;;;;11;50;5445;;;;;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;1130X;;;;8;32;1664;;;;;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;1140X;;;;66;264;0;;;;;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;1150A;;;;1;4;0;;;;;
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;TOT;1;1;8;;;;592;2;;78;0
DIALYSE;2020;320000086;CH AUCH EN GASCOGNE;320780117;VACAN;;;;1;0;9;;;;;
DIALYSE;2020;320000680;AAIR UAD NOGARO PYRENEES;310000633;1140X;;;;6;0;908;;;;;
DIALYSE;2020;320000680;AAIR UAD NOGARO PYRENEES;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;320001050;AAIR UAD MIRANDE;310000633;1140X;;;;6;11;1561;;;;;
DIALYSE;2020;320001050;AAIR UAD MIRANDE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;320001688;AAIR UAD CONDOM;310000633;1140X;;;;6;19;2026;;;;;
DIALYSE;2020;320001688;AAIR UAD CONDOM;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;1140X;;;;6;11;1546;;;;;
DIALYSE;2020;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;320784515;AAIR UAD UDM PAVIE;310000633;1130X;;;;4;8;1231;;;;;
DIALYSE;2020;320784515;AAIR UAD UDM PAVIE;310000633;1140X;;;;8;19;2722;;;;;
DIALYSE;2020;320784515;AAIR UAD UDM PAVIE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;320785587;AAIR UAD FLEURANCE;310000633;1140X;;;;6;10;1448;;;;;
DIALYSE;2020;320785587;AAIR UAD FLEURANCE;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;112BA;;;;22;84;12294;;;;;
DIALYSE;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1130X;;;;8;7;1190;;;;;
DIALYSE;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;122AX;;;;1;3;;;;138;;
DIALYSE;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TOT;0;;;;;;847;;;61;9
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;112AX;;;;1;1;68;;;;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;1130X;;;;8;7;1112;;;;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;22;30;5084;;;;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;1150A;;;;1;1;309;;;;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;1210;;;;;3;;;;135;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;121CA;;;;15;3;;;;135;;
DIALYSE;2020;330007410;ANTENNE AUTODIALYSE CADDD;330007386;TOT;1;1;8;;;;0;4;;28;1
DIALYSE;2020;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;1140X;;;;12;33;4514;;;;;
DIALYSE;2020;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;TOT;0;;;;;;;2;;3;
DIALYSE;2020;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;1140X;;;;6;10;1349;;;;;
DIALYSE;2020;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;1140X;;;;6;9;1551;;;;;
DIALYSE;2020;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;1140X;;;;12;25;4247;;;;;
DIALYSE;2020;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;1140X;;;;12;20;2988;;;;;
DIALYSE;2020;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2020;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;1140X;;;;6;12;1889;;;;;
DIALYSE;2020;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;1140X;;;;12;28;4357;;;;;
DIALYSE;2020;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2020;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;112AX;;;;6;7;957;;;;;
DIALYSE;2020;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1140X;;;;12;36;5766;;;;;
DIALYSE;2020;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;1140X;;;;6;10;1650;;;;;
DIALYSE;2020;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;TOT;0;;;;;;;2;;3;
DIALYSE;2020;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;112BA;;;;19;75;11347;;;;;
DIALYSE;2020;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;1130X;;;;7;24;3738;;;;;
DIALYSE;2020;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;TOT;0;;;;;;0;;;7;0
DIALYSE;2020;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;1140X;;;;6;13;2331;;;;;
DIALYSE;2020;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2020;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;1140X;;;;6;10;1475;;;;;
DIALYSE;2020;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;TOT;0;;;;;;;2;;4;
DIALYSE;2020;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1130X;;;;6;11;1558;;;;;
DIALYSE;2020;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1140X;;;;6;11;1434;;;;;
DIALYSE;2020;330054453;ANTENNE AUTODIALYSE CTMR;330000258;TOT;0;;;;;;;;;2;
DIALYSE;2020;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;1140X;;;;6;10;1430;;;;;
DIALYSE;2020;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;TOT;0;;;;;;;3;;2;
DIALYSE;2020;330056227;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;8;8;1873;;;;;
DIALYSE;2020;330056227;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;2;;6;0
DIALYSE;2020;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1130X;;;;8;22;3283;;;;;
DIALYSE;2020;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1140X;;;;4;10;1498;;;;;
DIALYSE;2020;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;TOT;1;1;31;;;;;;;2;
DIALYSE;2020;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;1140X;;;;6;10;1751;;;;;
DIALYSE;2020;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;TOT;0;;;;;;;2;;1;
DIALYSE;2020;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;1140X;;;;6;11;1518;;;;;
DIALYSE;2020;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;1140X;;;;6;10;764;;;;;
DIALYSE;2020;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;TOT;0;;;;;;;1;;10;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112AX;;;;1;4;486;;;;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112BA;;;;40;180;28166;;;;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1150A;;;;6;6;1152;;;;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1210;;;;;8;;;;431;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121AA;;;;;3;;;;188;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121CA;;;;5;5;;;;243;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;122AX;;;;2;0;;;;62;;
DIALYSE;2020;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;TOT;1;1;31;;;;0;1;;53;
DIALYSE;2020;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;112BA;;;;38;168;26957;;;;;
DIALYSE;2020;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;TOT;0;;;;;;0;2;;88;0
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1150A;;;;13;12;3035;;;;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1210;;;;;43;;;;2101;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121AA;;;;;27;;;;1259;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121CA;;;;25;14;;;;783;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121CE;;;;3;2;;;;59;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;122AX;;;;42;0;;;;42;;
DIALYSE;2020;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;;;;
DIALYSE;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1130X;;;;8;;2319;;;;;
DIALYSE;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TOT;0;;;;;;14;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;112BA;;;;28;140;13813;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;112BE;;;;4;3;412;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1130X;;;;6;14;2337;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1210;;;;;26;;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;121AA;;;;;11;;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;121CA;;;;;15;;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;122AX;;;;;4;;;;0;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;122BA;;;;;1;;;;;;
DIALYSE;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TOT;0;;;;;;4954;;;134;16
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;112AX;;;;1;0;179;;;;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;112BA;;;;30;140;22718;;;;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;1130X;;;;10;11;1656;;;;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;1210;;;;;8;;;;569;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;121AA;;;;;4;;;;315;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;121CA;;;;3;4;;;;254;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;122AX;;;;1;0;;;;0;;
DIALYSE;2020;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;TOT;0;;;;;;0;;;90;0
DIALYSE;2020;330795295;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;10;17;4242;;;;;
DIALYSE;2020;330795295;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;4;;5;0
DIALYSE;2020;330795303;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;7;4;474;;;;;
DIALYSE;2020;330795303;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;2;;3;0
DIALYSE;2020;330802364;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;10;23;3882;;;;;
DIALYSE;2020;330802364;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;4;;8;0
DIALYSE;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TOT;0;;;;;;10;;;;
DIALYSE;2020;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;112AX;;;;2;16;2461;;;;;
DIALYSE;2020;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;112BA;;;;28;91;15081;;;;;
DIALYSE;2020;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;TOT;0;;;;;;0;4;;;
DIALYSE;2020;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;1140X;;;;24;50;8132;;;;;
DIALYSE;2020;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;112AX;;;;12;20;6318;;;;;
DIALYSE;2020;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;1130X;;;;30;116;19373;;;;;
DIALYSE;2020;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;TOT;1;5;150;;;;0;2;;21;0
DIALYSE;2020;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;112AX;;;;1;4;692;;;;;
DIALYSE;2020;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;1130X;;;;4;13;2162;;;;;
DIALYSE;2020;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;1140X;;;;1;1;157;;;;;
DIALYSE;2020;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2020;340013259;AIDER SANTE UAD BEDARIEUX;340000264;1140X;;;;7;5;701;;;;;
DIALYSE;2020;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;112AX;;;;1;8;1217;;;;;
DIALYSE;2020;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;1130X;;;;8;30;4269;;;;;
DIALYSE;2020;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;1140X;;;;1;1;151;;;;;
DIALYSE;2020;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2020;340013358;AIDER SANTE UAD BOUZIGUES;340000264;1140X;;;;6;9;1333;;;;;
DIALYSE;2020;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;1140X;;;;12;37;5916;;;;;
DIALYSE;2020;340015999;NEPHROCARE BEZIERS;940023831;112AX;;;;2;15;945;;;;;
DIALYSE;2020;340015999;NEPHROCARE BEZIERS;940023831;112BA;;;;32;124;20549;;;;;
DIALYSE;2020;340015999;NEPHROCARE BEZIERS;940023831;1130X;;;;24;72;9886;;;;;
DIALYSE;2020;340015999;NEPHROCARE BEZIERS;940023831;TOT;0;;;;;;0;2;;88;
DIALYSE;2020;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;1140X;;;;11;16;2651;;;;;
DIALYSE;2020;340017292;UADSA ST GUILHEM PAYS D'AGDE;340009489;1140X;;;;13;23;3867;;;;;
DIALYSE;2020;340019603;GCS HELP;340019587;112BA;;;;15;;8624;;;;;
DIALYSE;2020;340019603;GCS HELP;340019587;TOT;0;;;;;;0;;;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;1150A;;;;57;57;14146;;;;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;1210;;;;;138;;;;7287;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;121AA;;;;;56;;;;2805;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;121CA;;;;82;82;;;;4482;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;122AX;;;;2;4;;;;276;;
DIALYSE;2020;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;TOT;0;;;;;;;;;26;24
DIALYSE;2020;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;112AX;;;;2;6;164;;;;;
DIALYSE;2020;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;1130X;;;;21;59;9429;;;;;
DIALYSE;2020;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;TOT;0;;;;;;0;1;;6;
DIALYSE;2020;340024553;AIDER SANTE UAD ST JEAN;340000264;1140X;;;;12;38;1258;;;;;
DIALYSE;2020;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;112AX;;;;2;6;1889;;;;;
DIALYSE;2020;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;112BA;;;;43;171;26539;;;;;
DIALYSE;2020;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;TOT;0;;;;;;0;3;;47;
DIALYSE;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;112BE;;;;5;10;1074;;;;;
DIALYSE;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;122BE;;;;2;;;;;0;;
DIALYSE;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TOT;0;;;;;;395;;;8;
DIALYSE;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;112BA;;;;8;28;4045;;;;;
DIALYSE;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TOT;0;;;;;;431;;;27;0
DIALYSE;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;112BA;;;;18;64;8211;;;;;
DIALYSE;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;TOT;0;;;;;;1154;;;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;112BA;;;;0;;2;;;;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;1150A;;;;30;29;5736;;;;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;1210;;;;;138;;;;6156;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;121AA;;;;;105;;;;4748;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;121CA;;;;;33;;;;1408;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;122AX;;;;;20;;;;1219;;
DIALYSE;2020;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;TOT;0;;;;;;0;;;;72
DIALYSE;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TOT;0;;;;;;42;;;;
DIALYSE;2020;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;1130X;;;;18;28;3459;;;;;
DIALYSE;2020;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;1140X;;;;13;18;2424;;;;;
DIALYSE;2020;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112AX;;;;13;31;2343;;;;;
DIALYSE;2020;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112BA;;;;40;103;15455;;;;;
DIALYSE;2020;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;TOT;0;;;;;;0;;;55;
DIALYSE;2020;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112AX;;;;4;7;1179;;;;;
DIALYSE;2020;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112BA;;;;35;87;12762;;;;;
DIALYSE;2020;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;1130X;;;;5;0;542;;;;;
DIALYSE;2020;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;TOT;0;;;;;;0;;;18;
DIALYSE;2020;350041059;UNITE AUTODIALYSE DINARD - AUB;350000626;1140X;;;;4;0;752;;;;;
DIALYSE;2020;350042131;UNITE DIALYSE REDON - AUB;350000626;112AX;;;;1;0;13;;;;;
