BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2020;350000162;CHIRC SITE REDON;350000048;30;10980;7;6;;;3;;;;4;;;;;;4;;6;;14;;1;;1
USLD;2020;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;30;9729;25;17;;;6;;;1;4;11;;;;;3;0;0;0;0;0;1;;
USLD;2020;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;30;10401;30;26;0;0;0;;0;13;10;2;0;;0;;5;0;0;0;0;0;2;1;0
USLD;2020;350005021;POLE GERIATRIQUE RENNAIS;440042844;60;21190;51;;;;;28;;;;;;;;;12;;;;;;;;
USLD;2020;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;120;34369;62;53;;;35;5;;;14;2;;;;;6;0;0;0;14;0;1;7;
USLD;2020;350013629;USLD LA BRIANTAIS CH ST MALO;350000022;83;28275;66;67;0;;14;;25;3;7;2;3;;0;;8;;;;;;1;0;
USLD;2020;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;53;18119;32;24;;;;;;;;;;;;;;;;;;;8;;
USLD;2020;350032280;RESIDENCE DU TERTRE DE JOUE;350000246;80;28965;33;24;;;;5;;;;;13;;;;15;;;;;;1;;
USLD;2020;360000160;CH DU BLANC;360000053;30;9764;32;21;;;7;1;2;;9;;;;;;13;;;4;1;;;;
USLD;2020;360000202;CH CHATILLON SUR INDRE;360000103;29;8991;19;18;0;0;0;3;0;0;11;0;0;0;0;0;4;0;0;0;0;0;4;1;0
USLD;2020;360004618;CH ISSOUDUN - SITE LES ARCADES;360000046;30;9635;23;14;;;9;3;;;9;;;;;;2;;;;;;5;0;1
USLD;2020;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;81;23424;45;31;;;;;;;;;;;;;;;;;;;18;0;0
USLD;2020;370000531;CH DU CHINONAIS;370000606;124;44008;51;49;0;0;15;4;0;0;110;2;0;0;30;4;;0;0;0;14;24;5;0;0
USLD;2020;370102659;SERVICE USLD PSY BATIMENT LE CEDRE;370013054;80;29198;12;3;;;;;;;;;;8;;;4;;;;;;2;;
USLD;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;30;10919;14;10;;;5;;;;6;;;;;;1;;;;;;;;
USLD;2020;380000075;CH DE TULLINS SITE PERRET;380780098;45;15890;21;21;;;;8;;;3;;;;;;10;;;;;;;;
USLD;2020;380000109;CH DE SAINT LAURENT DU PONT;380780213;76;26472;45;44;0;0;7;10;0;0;10;4;;;;;14;;;;;;5;2;
USLD;2020;380000356;CH DE LA TOUR DU PIN;380782698;70;25445;38;32;0;;0;8;0;6;0;16;0;0;0;0;8;;;;;;6;0;0
USLD;2020;380020388;MEDECINE POLYVALENTE COUBLEVIE;380780080;30;10517;27;23;;;8;;;;1;;;;;;6;;;;;;1;;6
USLD;2020;380782722;HOPITAL SUD - CHU38;380780080;165;50478;134;68;;;12;4;25;;21;1;;;;;;;;;;;7;;
USLD;2020;380785840;USLD JEAN MOULIN CH BOURGOIN;380780049;38;13485;28;28;;;11;11;1;;;1;;;;;12;;;;;;;;
USLD;2020;380798520;USLD DELPHINE NEYRET CH BOURGOIN;380780049;47;16085;23;29;;;8;2;;;;2;;;;;23;;;;;;;;
USLD;2020;380802512;USLD M.PHILIBERT SAINT MARTIN D'HÈRES;380793265;45;14637;28;31;;;;;17;;3;;;;8;;;;;;;;;;
USLD;2020;390000040;CH LONS;390780146;81;28321;29;32;;;;;;;25;;;;;;4;;;;;;;;
USLD;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;30;9869;28;17;;;6;;7;;12;2;;;;;1;;;;;;;1;
USLD;2020;390784833;EHPAD USLD ARMAND TRUCHOT CH DOLE;390780609;32;11422;29;25;;;1;;4;;21;;;;;;3;;;;4;;2;2;
USLD;2020;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;40;14369;36;15;;;10;;;2;22;;;;;;1;;;;;;2;;
USLD;2020;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;150;55133;58;46;;;;3;;;40;3;;;;;12;;;;60;3;11;;
USLD;2020;400006607;EHPAD - USLD DE MORCENX;400011177;30;10693;38;30;;0;;0;;10;;7;;0;;0;5;0;0;0;1;0;3;0;0
USLD;2020;400780250;CENTRE DE NOUVIELLE - SSR-MPR;400011177;80;22297;39;27;0;;7;;2;;20;;1;;0;;1;;;;;;5;3;0
USLD;2020;400781043;USLD LE LANOT CH DE DAX;400780193;99;30735;74;53;;;;;;;;;;;;;;1;0;6;1;0;;;
USLD;2020;410000020;CH BLOIS SIMONE VEIL;410000087;100;34184;55;56;;;26;;;;14;;;;;;15;;;;;;;;
USLD;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;60;21248;31;10;12;;;1;;;;;;;;;18;;;;;;1;;
USLD;2020;420000234;CH DE FIRMINY;420780652;90;30961;64;54;;;14;;;;41;;;;;;9;;;;;;17;;
USLD;2020;420000275;CH DE SAINT BONNET LE CHATEAU;420780694;30;10609;16;17;;;;;;;17;;;;;;1;;;;;;;;
USLD;2020;420780546;USLD SAINTE ELISABETH;420000168;30;10598;14;19;0;0;0;3;0;4;0;1;0;0;0;0;6;0;0;0;0;0;2;0;0
USLD;2020;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;160;57664;124;108;;;24;1;;;93;1;;;;;2;;;;15;;11;6;
USLD;2020;420784845;ANNEXE BONVERT CH ROANNE;420780033;90;29348;101;80;;;;;;;;;;;;;;;;;;;;;
USLD;2020;420789067;USLD CH MAURICE ANDRÉ;420780710;50;17690;42;32;;;;5;;3;;12;;;;;16;;;;;;8;;
USLD;2020;430000117;CH EMILE ROUX LE PUY;430000018;41;14754;32;31;;;7;1;3;;8;3;;1;;;7;;;;;;2;1;2
USLD;2020;430000190;CH DE BRIOUDE;430000034;20;6757;23;20;;;3;;2;1;16;1;;;;;0;;;1;1;0;;;
USLD;2020;430000307;CH PIERRE GALLICE DE LANGEAC;430000067;40;12494;23;16;0;0;6;2;0;7;0;4;0;0;0;;4;;;;11;;;;
USLD;2020;430000356;CH D' YSSINGEAUX;430000091;30;10427;22;22;;;;;;;;;;;;;;;;;;;;;
USLD;2020;430007419;SERVICE DE LONG SEJOUR;630786754;40;14050;21;19;;;;2;;;;;7;;;;12;;;25;;;4;;
USLD;2020;440000180;CHS BLAIN;440000263;30;10750;5;5;;;;;;;;;5;;;;;;;;;;;;
USLD;2020;440000396;CH ERDRE ET LOIRE;440053643;30;10079;36;31;;;13;;4;;19;;0;;;;;;;;19;;0;5;0
USLD;2020;440000503;CH CNP SITE CHATEAUBRIANT;440000313;30;10614;12;12;;;;1;;;7;;;;;;4;0;0;6;8;0;1;1;
USLD;2020;440000552;CH SEVRE ET LOIRE-LE LOROUX BOTTEREAU;440042141;28;7876;19;14;;;;;;;13;1;;;;;5;;;;;;4;;
USLD;2020;440000644;CENTRE HOSPITALIER BEL AIR;440000347;30;10744;19;19;;;;3;;;9;;1;1;;;9;;;;;;1;0;0
USLD;2020;440000883;HOPITAL DE VERTOU;440042141;27;8888;12;11;;;;1;;;6;;;;;;5;;;;;;;;
USLD;2020;440001253;CENTRE HOSPITALIER DE LA PRESQU'ILE;440028538;42;14649;35;20;0;0;6;1;0;0;10;0;0;0;0;0;18;;;;;;9;3;0
USLD;2020;440001295;CENTRE HOSPITALIER DE SAVENAY;440000859;39;13065;19;22;;;;;;;8;6;;;;;5;;;;;;;;
USLD;2020;440001964;CENTRE HOSPITALIER DE CLISSON;440003267;30;9247;11;7;;;;;;;5;1;;;;;3;;;;;;2;;
USLD;2020;440002939;USLD CHEVEUX BLANCS ORVAULT;440018620;37;13145;22;24;;;;;;13;;3;;;;;6;;;;;;0;;
USLD;2020;440007607;CH ST NAZAIRE - HEINLEX;440000057;74;25355;54;50;4;;29;2;;;13;3;;;;1;;;2399;;291;;;1;
USLD;2020;440021202;USLD CH LOIRE VENDEE OCEAN MACHECOUL;850009010;30;8984;29;11;2;0;2;0;2;0;13;0;0;0;0;0;0;0;2;;7;0;12;0;2
USLD;2020;440032399;HOPITAL DE PORNIC USLD;440041531;28;10248;12;12;;;;;;;;;;;;;;;;;;;;;
USLD;2020;440050458;SSR BEAUSEJOUR CHU NANTES;440000289;10;1170;1;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;440050466;SSR PIRMIL CHU NANTES;440000289;160;45823;35;;;;;;;;30;;;;;;5;;;;;;;;
USLD;2020;450000062;CH AGGLOMERATION MONTARGOISE;450000104;50;12567;22;18;;;3;;2;;13;1;;;;;3;;;;3;;4;;
USLD;2020;450000070;CH PITHIVIERS;450000112;48;17335;19;31;;;;;1;;3;1;;;;;14;;;;;;;;
USLD;2020;450000336;CH SAINT JEAN DE BRIARE;450000179;40;14267;23;22;;;;4;;;4;4;;;;2;9;;;;;;;;
USLD;2020;450010442;CHR D'ORLEANS - SITE SARAN;450000088;160;57758;72;84;;;;;3;;19;13;;;;;37;;;;;;;;
USLD;2020;450019799;CHAM - SITE LA CERISAIE;450000104;32;11457;16;4;;;1;;;;;;2;;;;13;;;;;;;;
USLD;2020;460000052;CH ST JACQUES ST CERE;460780091;50;16807;22;22;;;8;2;;;6;;;1;;;5;;;;;;;;
USLD;2020;460785595;USLD CH CAHORS;460780216;60;16291;10;23;;;;;8;;2;;;;;;;;;;;;;;
USLD;2020;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;41;14794;14;14;;;1;4;4;;2;2;;1;;;;0;0;0;3;0;1;1;0
USLD;2020;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;30;10459;19;11;0;0;6;0;0;1;6;0;0;0;0;0;6;;;;;;;;
USLD;2020;470008780;EHPAD-USLD DE POMPEYRIE CH AGEN NERAC;470016171;36;13021;19;27;;;1;;12;;5;;;;;;;26;12;2;0;0;;1;
USLD;2020;470012931;EHPAD - USLD ALZHEIMER CHIC TONNEINS;470001660;27;9700;6;5;;;3;;;;;;;;;;;;;;;;1;;
USLD;2020;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;30;9330;21;17;;;2;;;;7;1;;1;;;10;;;;;;0;0;1
USLD;2020;480000041;CH DE FLORAC TROIS RIVIERES;480780139;25;7161;17;18;;;5;;;;4;;;;;;8;;;;;;;;
USLD;2020;480000074;CH LANGOGNE;480780162;30;10030;20;19;;;20;;;;;;;;;;;;;;0;;19;;
USLD;2020;490000049;CHR ANGERS SITE LARREY;490000031;90;30869;34;41;;;14;;4;;19;;;;;;;;;;;;;;
USLD;2020;490000353;CENTRE HOSPITALIER DE LONGUÉ;490000411;35;11286;33;24;;;;13;;;19;;;;;;1;;;;;;5;;
USLD;2020;490000569;CH CNP SITE POUANCE;440000313;36;12337;46;40;2;;;;;;32;1;;;;;11;;;5;10;;1;1;
USLD;2020;490000635;CH DE CHOLET;490000676;34;12288;19;15;0;0;7;;3;;7;;0;;0;;2;0;0;0;2;0;0;0;0
USLD;2020;490000650;HOPITAL LOCAL INTERCOMMUNAL LYS HYROME;490007689;30;8582;24;19;;;3;5;;;;1;;;;;15;;;;;;5;;
USLD;2020;490531910;SSR LES CAPUCINS;490535093;60;21569;21;19;;;;4;;;4;4;;;;;6;;;;;;1;;
USLD;2020;500000021;CHAG - SITE AVRANCHES;500000054;70;24631;52;25;;;;2;2;;5;;;;;;9;;1;3;;;;1;
USLD;2020;500000260;CHAG - SITE GRANVILLE;500000054;50;17945;40;16;;;3;;1;;7;;;;;;7;;;;;;;;
USLD;2020;500000450;CH MEMORIAL - SAINT-LO;500000112;35;12363;28;27;;;6;4;;;7;1;;;;;10;;;;;;;;
USLD;2020;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;60;20456;31;21;;;12;1;;;6;1;;;;;11;;;;;;;;
USLD;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;28;8535;24;20;;;;;3;;11;;;;;;4;0;0;10;16;0;0;0;0
USLD;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;30;9456;32;31;;0;;18;;9;;13;;1;;1;11;0;0;1;16;0;0;0;0
USLD;2020;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;30;8553;14;17;0;0;5;0;0;0;6;0;0;0;0;0;4;0;0;11;0;0;0;0;1
USLD;2020;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;510000029;120;39925;41;64;0;0;1;2;1;0;10;17;0;0;0;0;0;;;409;23;0;7;0;0
USLD;2020;510024466;CENTRE HOSPITALIER DE FISMES;510000128;30;7815;12;10;0;0;0;2;0;0;3;2;0;0;0;0;5;0;0;0;4;0;4;0;0
USLD;2020;520000019;C H DE BOURBONNE-LES-BAINS;520780024;32;11186;19;16;;;3;16;;;;;;;;;;;;;;;;1;
USLD;2020;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;35;12599;15;20;;0;;2;;;3;;1;0;;;9;0;0;0;0;0;1;1;
USLD;2020;520782939;USLD DU CH DE CHAUMONT;520780032;40;14183;15;15;;;1;;1;;3;;1;;;;9;;;;;;;;
USLD;2020;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;30;9903;7;9;;;2;;;;3;;;;;;2;;;;3;;1;;
USLD;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;55;19480;24;22;0;0;8;1;7;0;3;;1;;;;4;;;;25;;2;;
USLD;2020;530031384;USLD JARDIN D'ARCADIE;530000074;47;13467;12;13;0;;4;;0;;4;;0;;0;;4;0;0;0;14;0;1;;
USLD;2020;530032788;USLD CH HAUT ANJOU CHATEAU GONTIER;530000025;56;19667;34;24;;;;;2;;10;;;;;;22;;115;;15;;11;;
USLD;2020;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;43;13305;66;62;;;21;23;;;;10;;;;;12;;;1;;;4;;
USLD;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;30;10599;20;42;;;5;1;;;;6;;;;;9;;;;;;1;;
USLD;2020;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;30;8173;15;17;;2;;5;5;;;;;;;;3;;;;;;;;
USLD;2020;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;60;18837;22;33;0;0;0;0;7;0;11;1;0;0;0;0;3;;;;;;;;
USLD;2020;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;56;17333;31;27;;0;;4;;3;9;3;;;1;;11;0;0;0;0;0;7;2;
USLD;2020;540006459;CHRU NANCY - USLD ST JULIEN;540023264;34;9851;16;19;0;0;6;0;1;0;4;1;0;0;0;0;1;47;0;0;18;0;0;0;0
USLD;2020;540006665;USLD BLAMONT CH 3H SANTE;540019007;31;9583;20;18;;;;1;;;;8;;;;;11;;;;;;4;;
USLD;2020;540008364;USLD CH TOUL;540000049;36;12482;24;32;0;0;2;3;6;0;5;1;0;0;0;0;6;0;0;0;12;0;3;0;0
USLD;2020;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;30;9715;26;27;0;;10;1;0;;10;;1;;0;;4;;;;6;;0;0;0
USLD;2020;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;72;23149;43;45;0;0;4;0;9;0;16;1;1;0;0;0;3;106;0;0;36;0;2;;
USLD;2020;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;32;9744;20;27;;;8;1;;;8;;;;;;3;;;;;;;;
USLD;2020;550000251;CHS DE FAINS-VEEL;550000095;30;10922;10;5;;;;;;;;;3;;0;;7;;;;1;;3;;
USLD;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;30;9586;9;16;0;0;2;1;1;0;2;1;0;0;1;0;1;0;0;4;12;0;0;0;0
USLD;2020;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;48;8628;12;28;;;;;;;;;;;;;;;;;0;;;;
USLD;2020;560000127;CHBA SITE DE VANNES;560023210;60;21435;41;25;0;0;4;0;2;0;22;8;0;0;0;0;5;;;;;;;;
USLD;2020;560000200;CHBA SITE D'AURAY;560023210;30;10827;13;10;0;0;1;0;0;0;8;0;0;0;0;0;4;;;;;;;;
USLD;2020;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;45;16007;26;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;15;5014;7;10;;;;;;;2;;;;5;;;;;;;;;;
USLD;2020;560003980;GHBS - HOPITAL DE KERBERNES;560005746;40;13152;22;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560010092;USLD UHR EPSM MORBIHAN;560002032;58;21123;8;8;;;1;;;;;;5;;;;1;;;;;;1;;
USLD;2020;560012122;LONG SEJOUR - CHS CAUDAN;560002677;50;17956;8;7;;;;;;1;;;6;;;;1;;;28;;;;;
USLD;2020;560014219;CHCB SITE SSR PONTIVY;560014748;30;9819;18;15;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560015422;GHBS - HOPITAL PORT LOUIS - RIANTEC;560005746;30;9681;17;16;;;;;;;;;;;;;;;;;;;;;
USLD;2020;560027641;USLD CH JOSSELIN;560000077;60;19190;27;42;;;;1;;;;22;;1;;;3;;;;;;0;0;0
USLD;2020;570000109;NIDERVILLER - CRS SAINT LUC;570000034;41;13005;22;20;;;4;;;;11;;;1;;;5;0;0;0;0;0;;;
USLD;2020;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;30;9176;27;34;;;6;;3;;18;;;;;;;;;;;;;;
USLD;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;23;7047;6;10;;;;;;;;2;;;;;4;23;16;10;5;2;1;;
USLD;2020;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;30;8251;18;18;;;;8;;;;5;;1;;;4;;;;;;1;;
USLD;2020;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;30;10277;11;10;;;;2;;;8;;;1;;;;;;;;;;;
USLD;2020;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;30;10291;28;27;;;;14;;;;9;;;;;4;;;;;;;;
USLD;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;30;9442;21;24;;;8;;;;10;2;;;;;1;;;;6;;;;
USLD;2020;570000893;CHS DE SARREGUEMINES;570000141;30;9724;44;9;;;;1;;5;;2;14;;22;;;;;;;;;;
USLD;2020;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;30;10479;20;10;;;3;;;;11;1;;;;;2;;;;;;3;;
USLD;2020;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;60;18583;44;42;;;;2;1;;20;7;;;;;14;;;;;;3;;
USLD;2020;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;30;9277;20;19;;;1;4;2;;7;;;;;;6;;;;;;;;
USLD;2020;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;37;11817;22;10;;;9;1;1;;8;;;;;;3;;;;;;0;0;0
USLD;2020;570012369;CMS DE GORZE;570011387;30;8550;15;11;;;;1;;;9;;;;;;5;;;;;;6;1;
USLD;2020;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;60;15667;29;37;;;;;;;;16;;;;;13;;;;;;4;;
USLD;2020;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;108;31208;52;71;;;2;;12;1;25;6;;;;;6;;;;;;;;
USLD;2020;580972628;MOYEN SEJOUR PIGNELIN;580780039;12;4306;25;2;;;;;;;;;;;;;;;;;;;;;
USLD;2020;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;30;10953;27;15;;;;;;;8;6;;;;;13;0;0;1;2;0;9;;
USLD;2020;580972651;CH CHATEAU-CHINON;580780047;30;8675;12;18;;;;;;;;;;;;;;;;;;;;;
USLD;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;30;6526;21;24;1;;7;3;;;4;;;;;;5;;;;;;2;;
USLD;2020;580972685;CH DECIZE;580780096;30;10777;7;9;;;;;;;;;;;;;;12;;;;;;;
USLD;2020;580972701;USLD CENTRE LUZY;580970978;30;10750;8;10;0;0;0;0;0;0;0;2;0;0;6;0;0;;;;;;0;0;0
USLD;2020;590000014;CH SOMAIN;590780052;30;8955;22;15;0;1;1;3;4;3;7;0;1;0;0;2;0;0;0;0;0;0;6;0;0
USLD;2020;590000121;CH SECLIN;590780227;60;21312;37;36;0;0;0;0;10;0;13;1;0;0;0;0;5;2;0;4;0;0;3;0;0
USLD;2020;590000428;CH CAMBRAI;590781605;58;19095;32;31;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590000451;CH HAUTMONT;590781647;40;13354;25;25;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590000469;CH FOURMIES;590781662;30;8927;10;14;;;;;;;;;;;;;;;;;;;1;;
USLD;2020;590000477;CH LE QUESNOY;590781670;40;14398;26;19;;;;;;;21;;;;;;5;;;;;;4;;1
USLD;2020;590000527;CH AVESNES;590781795;30;9583;13;11;;;4;1;;;3;3;;;;;2;;;;;;;1;
USLD;2020;590000592;CH DENAIN;590782165;60;19751;34;31;;;2;1;3;;23;1;;;0;;4;;;3;10;;4;;
USLD;2020;590001004;CH DOUAI DECHY;590783239;60;19350;22;24;0;0;3;0;0;0;6;1;0;0;0;0;4;;;;1;;1;;
USLD;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;60;15329;33;25;;;;;;4;19;;;;;;10;;;;;;2;;
USLD;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;80;26468;46;51;;;4;12;6;;7;4;;;;;13;;;;;;2;;
USLD;2020;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX;590782421;60;17643;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590788865;SSR JARDINS DU VELODROME;590782421;0;4632;0;5;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;120;30718;46;37;3;;3;;5;;30;;1;;;;4;;3;4;;;;;
USLD;2020;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;60;14328;16;25;;;;;1;;11;1;;;;;;;;;;;;;
USLD;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;60;20240;34;32;;;4;;3;;15;2;;;;;12;5;3;;;5;5;0;
USLD;2020;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;60;19274;27;21;;;;;;;;;;;;;;;;;;;;;
USLD;2020;590812749;USLD CH VALENCIENNES;590782215;90;27147;43;51;0;0;2;3;13;0;3;6;0;0;0;0;15;;;;;;1;2;0
USLD;2020;600000020;HL CRÉPY-EN-VALOIS;600100085;30;10199;20;20;;;;;;;;;;;;;;;;;;;;;
USLD;2020;600000046;CH PONT-SAINTE-MAXENCE;600100127;30;10651;17;17;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2020;600000053;CH GHPSO SENLIS;600101984;73;25470;40;39;;;3;;1;;19;3;;;;;14;;;;2;;5;;
USLD;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;86;30950;34;31;0;0;3;4;20;2;0;0;0;0;0;0;5;0;0;1;0;0;2;0;0
USLD;2020;600000186;CH CLERMONT;600100648;88;29182;48;48;;;1;;;;9;23;;;;;15;;;;;;6;;
USLD;2020;600000285;CH CHICN NOYON;600100721;47;15526;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;600001184;USLD HL GRANDVILLIERS;600108948;31;10145;25;24;;;;8;;1;;5;;;;10;;;;;;;5;;
USLD;2020;600100101;CH AP-HP LIANCOURT;750712184;96;28676;64;32;;;;;;;99;;;;;;;;;;;;17;;
USLD;2020;600105381;USLD CONDÉ CHANTILLY;600106611;51;17388;35;35;;;;1;;;18;15;;;;;1;;;;;;4;;
USLD;2020;600107494;USLD CH BEAUVAIS;600100713;100;35265;43;36;1;;1;;1;;16;6;;;;;18;0;0;0;10;0;5;3;0
USLD;2020;600107668;USLD CHICN COMPIÈGNE;600100721;73;24817;37;;;;;;;;;;;;;;;;;;;;;;
USLD;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;30;9954;21;15;;;;2;5;1;10;1;;;;;1;6;2;3;2;0;0;0;1
USLD;2020;610784050;USLD -LES PASTELS- - CH ALENCON;610780082;110;38145;26;26;;;4;4;;;3;1;;3;;;11;;1;10;;;2;;
USLD;2020;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;30;10012;32;22;;;;7;;;15;1;;;;1;9;;;;17;;1;;
USLD;2020;620000224;CH BETHUNE;620100651;60;20577;44;49;1;0;2;1;4;0;19;7;0;;0;0;4;0;0;0;7;0;0;0;0
USLD;2020;620000240;CH HENIN BEAUMONT;620100677;60;18050;49;58;0;0;0;21;14;0;5;0;0;0;0;0;15;0;0;0;0;0;1;0;0
USLD;2020;620000323;CH CALAIS;620101337;30;10438;18;18;;;3;;;;4;;;;11;;;;;;7;;2;1;
USLD;2020;620000349;CH REGION DE ST OMER;620101360;80;27923;40;41;;;1;;3;;13;1;;;;;22;;;;7;;;1;
USLD;2020;620000653;CH BOULOGNE-SUR-MER;620103440;60;20876;30;27;0;;1;;2;;10;;1;;0;;11;;544;;0;;8;;
USLD;2020;620003350;HOPITAL DE RIAUMONT;620001834;88;26017;72;54;;;;;;;;;;;;;;;;;;;;;
USLD;2020;620106625;MAISON SLD LA MANAIE AUCHEL;750050759;40;11396;8;14;;;;;;;8;;;;;;;;;;;;;1;
USLD;2020;620108357;USLD LES OPALINES - CHAM;620103432;25;5577;11;8;;;;;;;;;;;;;;;;;;;;;
USLD;2020;620111195;USLD CH ARRAS;620100057;110;38024;101;93;;;9;3;2;;40;10;1;;;;3;;;85;74;;4;;
USLD;2020;630000016;CH DU MONT DORE;630180032;30;10623;54;23;0;0;9;8;0;3;9;6;0;0;0;0;1;0;0;0;0;0;2;1;0
USLD;2020;630000412;CH D'AMBERT;630780997;40;13166;23;18;0;;1;;3;;13;;0;;0;;6;;0;;11;;1;0;0
USLD;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;11;7926;11;9;0;0;0;0;4;0;0;4;0;0;0;0;3;0;0;0;4;0;14;0;0
USLD;2020;630000446;CH DE THIERS;630781029;30;10215;15;19;0;0;6;0;2;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2020;630000560;CH BILLOM;630781367;66;23439;34;35;;;4;1;;;17;;;;;;12;;;;;;;;
USLD;2020;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;30;7300;16;10;;;15;;1;;;;;;;;;;;;;;1;;
USLD;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;110;38279;48;58;0;0;1;0;9;0;17;3;0;0;0;0;3;0;0;0;1;0;0;1;0
USLD;2020;630790384;CENTRE DE LONG SEJOUR;630786754;44;15664;13;9;;;;;;;;2;5;3;3;;;;;;;;;;
USLD;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;96;29896;43;34;;;1;;2;;11;4;2;;;;5;;;;;;1;;
USLD;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;55;19799;14;12;0;0;4;0;2;0;7;0;0;0;1;0;;;;;;;0;0;0
USLD;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;37;12671;31;32;;;18;1;;;8;;;;;;4;;;;;;5;;
