BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2020;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;SSR_TOT;;;;15;0;0;0;3170;0
SSR;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SSR_A;;30;10950;;224;10272;41;0;
SSR;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SSR_A50;1;30;;;;10272;;0;
SSR;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SSR_TOT;;30;10950;;224;10272;41;0;0
SSR;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SSR_A;;;;5;0;0;0;723;
SSR;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SSR_A54;1;;;5;;0;;723;
SSR;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SSR_TOT;;;;5;0;0;0;723;
SSR;2020;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;SSR_A;;99;36234;15;1224;24151;0;1877;
SSR;2020;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;SSR_A50;1;;;;;0;;0;
SSR;2020;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;SSR_A55;1;99;;15;;24151;;1877;
SSR;2020;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;SSR_TOT;;99;36234;15;1224;24151;0;1877;0
SSR;2020;280505264;CLINIQUE LA BOISSIÈRE;280006370;SSR_A;;69;24591;;440;24591;65;0;
SSR;2020;280505264;CLINIQUE LA BOISSIÈRE;280006370;SSR_A50;1;39;;;;3360;;0;
SSR;2020;280505264;CLINIQUE LA BOISSIÈRE;280006370;SSR_A59;1;30;;;;21231;;0;
SSR;2020;280505264;CLINIQUE LA BOISSIÈRE;280006370;SSR_TOT;;69;24591;;440;24591;65;0;0
SSR;2020;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;SSR_A;;43;15738;4;474;13084;0;173;
SSR;2020;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;SSR_A50;1;;;;;0;;0;
SSR;2020;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;SSR_A58;1;43;;4;;13084;;173;
SSR;2020;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;SSR_TOT;;43;15738;4;474;13084;0;173;0
SSR;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SSR_A;;20;7320;5;153;6077;22;1972;
SSR;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SSR_A51;1;0;;1;;0;;556;
SSR;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SSR_A52;1;20;;4;;6077;;1416;
SSR;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SSR_E50;1;0;;;;0;;0;
SSR;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SSR_TOT;;20;7320;5;153;6077;22;1972;0
SSR;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SSR_A;;30;10980;;459;9677;0;0;
SSR;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SSR_A50;1;30;;;;9677;;0;
SSR;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SSR_TOT;;30;10980;;459;9677;0;0;
SSR;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SSR_A;;43;15682;14;513;15303;25;2233;
SSR;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SSR_A50;1;22;;;;2586;;0;
SSR;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SSR_A53;1;2;;9;;223;;2159;
SSR;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SSR_A59;1;19;;5;;12494;;74;
SSR;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SSR_TOT;;43;15682;14;513;15303;25;2233;0
SSR;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SSR_A;;45;16218;0;539;13704;10;0;
SSR;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SSR_A50;1;21;;0;;5914;;0;
SSR;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SSR_A59;1;24;;0;;7790;;0;
SSR;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SSR_TOT;;45;16218;0;539;13704;10;0;0
SSR;2020;290000272;CENTRE HOSPITALIER CROZON;290000090;SSR_A;;20;7300;0;203;4612;2;0;
SSR;2020;290000272;CENTRE HOSPITALIER CROZON;290000090;SSR_A50;1;20;;0;;4612;;0;
SSR;2020;290000272;CENTRE HOSPITALIER CROZON;290000090;SSR_TOT;;20;7300;0;203;4612;2;0;0
SSR;2020;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;SSR_A;;33;12078;;308;8600;8;0;
SSR;2020;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;SSR_A50;1;33;;;;8600;;0;
SSR;2020;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;SSR_TOT;;33;12078;;308;8600;8;0;0
SSR;2020;290000371;CLINIQUE LES GLENANS;920030269;SSR_A;;124;45384;6;1101;38228;61;1405;
SSR;2020;290000371;CLINIQUE LES GLENANS;920030269;SSR_A50;1;25;;;;11896;;0;
SSR;2020;290000371;CLINIQUE LES GLENANS;920030269;SSR_A59;1;99;;6;;26332;;1405;
SSR;2020;290000371;CLINIQUE LES GLENANS;920030269;SSR_TOT;;124;45384;6;1101;38228;61;1405;0
SSR;2020;290000389;CENTRE HOSPITALIER LANMEUR;290000116;SSR_A;;15;5490;;198;4073;0;0;
SSR;2020;290000389;CENTRE HOSPITALIER LANMEUR;290000116;SSR_A50;1;15;;;;4073;;0;
SSR;2020;290000389;CENTRE HOSPITALIER LANMEUR;290000116;SSR_TOT;;15;5490;;198;4073;0;0;0
SSR;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;SSR_A;;100;35890;5;954;34158;68;360;
SSR;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;SSR_A50;1;0;;;;129;;0;
SSR;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;SSR_A54;1;25;;5;;7297;;358;
SSR;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;SSR_A59;1;75;;;;26732;;2;
SSR;2020;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;SSR_TOT;;100;35890;5;954;34158;68;360;
SSR;2020;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;SSR_A;;50;18250;;660;17468;4;0;
SSR;2020;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;SSR_A50;1;16;;;;5557;;0;
SSR;2020;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;SSR_A59;1;34;;;;11911;;0;
SSR;2020;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;SSR_TOT;;50;18250;;660;17468;4;0;0
SSR;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SSR_A;;6;1594;2;99;1068;0;464;
SSR;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SSR_A50;1;1;;0;;12;;0;
SSR;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SSR_A51;1;4;;1;;945;;367;
SSR;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SSR_A52;1;1;;1;;111;;97;
SSR;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SSR_TOT;;6;1594;2;99;1068;0;464;0
SSR;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SSR_A;;48;17568;12;529;15264;24;1774;
SSR;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SSR_A50;1;48;;;;15264;;0;
SSR;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SSR_A55;1;;;12;;0;;1774;
SSR;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SSR_TOT;;48;17568;12;529;15264;24;1774;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_A;;95;29532;32;1027;26080;51;7731;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_A50;1;52;;10;;16500;;2888;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_A53;1;;;20;;0;;4394;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_A58;1;43;;2;;9580;;449;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E;;25;8277;20;285;4924;12;4223;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E50;1;8;;4;;1490;;958;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E51;1;7;;7;;1430;;1424;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E52;1;10;;7;;2004;;1580;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E54;1;;;1;;0;;60;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_E55;1;;;1;;0;;201;
SSR;2020;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;SSR_TOT;;120;37809;52;1312;31004;63;11954;
SSR;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SSR_A;;20;6642;6;342;4378;0;235;
SSR;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SSR_A54;1;20;;6;;4378;;235;
SSR;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SSR_TOT;;20;6642;6;342;4378;0;235;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A;;110;38805;42;1063;31577;72;10109;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A51;1;29;;25;;8826;;6390;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A52;1;42;;10;;12072;;2452;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A54;1;14;;2;;3058;;287;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A55;1;23;;5;;7125;;980;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_A56;1;2;;;;496;;0;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_E;;28;6215;7;199;4102;6;1329;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_E51;1;5;;1;;930;;182;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_E52;1;2;;4;;225;;1025;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_E54;1;3;;1;;250;;2;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_E55;1;18;;1;;2697;;120;
SSR;2020;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;SSR_TOT;;138;45020;49;1262;35679;78;11438;0
SSR;2020;290000983;FONDATION ILDYS SITE ST LUC;290000546;SSR_A;;40;9755;15;362;5938;0;1547;
SSR;2020;290000983;FONDATION ILDYS SITE ST LUC;290000546;SSR_A53;1;40;;15;;5938;;1547;
SSR;2020;290000983;FONDATION ILDYS SITE ST LUC;290000546;SSR_TOT;;40;9755;15;362;5938;0;1547;0
SSR;2020;290001015;CENTRE HOSPITALIER ST RENAN;290000751;SSR_A;;31;11346;;297;9233;9;0;
SSR;2020;290001015;CENTRE HOSPITALIER ST RENAN;290000751;SSR_A50;1;31;;;;9233;;0;
SSR;2020;290001015;CENTRE HOSPITALIER ST RENAN;290000751;SSR_TOT;;31;11346;;297;9233;9;0;0
SSR;2020;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;SSR_A;;90;32940;;973;30950;44;0;
SSR;2020;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;SSR_A50;1;90;;;;30950;;0;
SSR;2020;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;SSR_TOT;;90;32940;;973;30950;44;0;0
SSR;2020;290003953;CRF DE TREBOUL;920030269;SSR_A;;140;51240;38;922;38463;87;16453;
SSR;2020;290003953;CRF DE TREBOUL;920030269;SSR_A51;1;105;;28;;29709;;14225;
SSR;2020;290003953;CRF DE TREBOUL;920030269;SSR_A52;1;35;;10;;8754;;2228;
SSR;2020;290003953;CRF DE TREBOUL;920030269;SSR_TOT;;140;51240;38;922;38463;87;16453;0
SSR;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SSR_A;;;;7;0;0;0;1394;
SSR;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SSR_A54;1;;;7;;0;;1394;
SSR;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SSR_TOT;;;;7;0;0;0;1394;0
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_A;;115;42090;0;1217;37227;52;0;
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_A50;1;15;;0;;6509;;0;
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_A51;1;30;;0;;9531;;0;
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_A56;1;15;;0;;3552;;0;
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_A59;1;55;;0;;17635;;0;
SSR;2020;290004365;CHU BREST SITE GUILERS;290000017;SSR_TOT;;115;42090;0;1217;37227;52;0;0
SSR;2020;290007905;MAISON D'ENFANTS A CARACTERE SANITAIRE;750826307;SSR_E;;40;1140;;76;1049;0;0;
SSR;2020;290007905;MAISON D'ENFANTS A CARACTERE SANITAIRE;750826307;SSR_E50;1;40;;;;1049;;0;
SSR;2020;290007905;MAISON D'ENFANTS A CARACTERE SANITAIRE;750826307;SSR_TOT;;40;1140;;76;1049;0;0;0
SSR;2020;290034610;GHBS - HOPITAL BOIS JOLY;560005746;SSR_A;;43;15738;;407;15423;25;0;
SSR;2020;290034610;GHBS - HOPITAL BOIS JOLY;560005746;SSR_A50;1;;;;;0;;0;
SSR;2020;290034610;GHBS - HOPITAL BOIS JOLY;560005746;SSR_A59;1;43;;;;15423;;0;
SSR;2020;290034610;GHBS - HOPITAL BOIS JOLY;560005746;SSR_TOT;;43;15738;;407;15423;25;0;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_A;;66;24156;20;643;21916;35;3789;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_A51;1;20;;9;;6199;;2242;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_A54;1;;;6;;0;;803;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_A58;1;15;;5;;4860;;744;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_A59;1;31;;;;10857;;0;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_E;;;;8;0;0;0;1025;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_E50;1;;;0;;0;;0;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_E51;1;;;4;;0;;176;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_E52;1;;;4;;0;;849;
SSR;2020;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;SSR_TOT;;66;24156;28;643;21916;35;4814;0
SSR;2020;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;SSR_A;;50;18300;7;427;16148;40;1427;
SSR;2020;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;SSR_A50;1;30;;;;9864;;0;
SSR;2020;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;SSR_A52;1;20;;7;;6284;;1427;
SSR;2020;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;SSR_TOT;;50;18300;7;427;16148;40;1427;1
SSR;2020;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;SSR_A;;160;58400;35;1488;50053;89;6964;
SSR;2020;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;SSR_A50;1;10;;0;;4449;;0;
SSR;2020;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;SSR_A51;1;60;;20;;27784;;6405;
SSR;2020;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;SSR_A59;1;90;;15;;17820;;559;
SSR;2020;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;SSR_TOT;;160;58400;35;1488;50053;89;6964;0
SSR;2020;290037548;MAISON SAINT JOSEPH;220020739;SSR_A;;46;16790;4;319;10524;10;27;
SSR;2020;290037548;MAISON SAINT JOSEPH;220020739;SSR_A50;1;46;;4;;10524;;27;
SSR;2020;290037548;MAISON SAINT JOSEPH;220020739;SSR_TOT;;46;16790;4;319;10524;10;27;0
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A;;103;37595;50;890;36922;104;25670;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A50;1;;;;;0;;0;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A51;1;40;;26;;7509;;13459;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A52;1;37;;17;;26092;;8530;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A53;1;18;;5;;3211;;2834;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_A58;1;8;;2;;110;;847;
SSR;2020;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;SSR_TOT;;103;37595;50;890;36922;104;25670;0
SSR;2020;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;SSR_A;;18;5418;;173;5492;7;0;
SSR;2020;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;SSR_A50;1;18;;;;5492;;0;
SSR;2020;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;SSR_TOT;;18;5418;;173;5492;7;0;0
SSR;2020;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;SSR_A;;84;30744;;348;23094;94;0;
SSR;2020;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;SSR_A50;1;84;;;;23094;;0;
SSR;2020;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;SSR_TOT;;84;30744;;348;23094;94;0;
SSR;2020;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;SSR_A;;20;7300;;136;3772;8;0;
SSR;2020;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;SSR_A50;1;20;;;;3772;;0;
SSR;2020;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;SSR_TOT;;20;7300;;136;3772;8;0;
SSR;2020;2A0002051;CRF LES MOLINI;2A0000303;SSR_A;;99;36135;30;748;32319;94;6790;
SSR;2020;2A0002051;CRF LES MOLINI;2A0000303;SSR_A50;1;;;;;0;;0;
SSR;2020;2A0002051;CRF LES MOLINI;2A0000303;SSR_A51;1;60;;20;;22541;;4694;
SSR;2020;2A0002051;CRF LES MOLINI;2A0000303;SSR_A52;1;39;;10;;9778;;2096;
SSR;2020;2A0002051;CRF LES MOLINI;2A0000303;SSR_TOT;;99;36135;30;748;32319;94;6790;0
SSR;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;SSR_A;;5;1825;;67;1651;0;0;
SSR;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;SSR_A50;1;5;;;;1651;;0;
SSR;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;SSR_TOT;;5;1825;;67;1651;0;0;0
SSR;2020;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;SSR_A;;70;25200;;548;15593;2;0;
SSR;2020;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;SSR_A50;1;;;;;0;;0;
SSR;2020;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;SSR_A55;1;70;;;;15593;;0;
SSR;2020;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;SSR_TOT;;70;25200;;548;15593;2;0;0
SSR;2020;2A0023271;USLD D' AJACCIO;2A0000014;SSR_A;;35;11996;;289;11376;33;0;
SSR;2020;2A0023271;USLD D' AJACCIO;2A0000014;SSR_A50;1;35;;;;11376;;0;
SSR;2020;2A0023271;USLD D' AJACCIO;2A0000014;SSR_A59;1;;;;;0;;0;
SSR;2020;2A0023271;USLD D' AJACCIO;2A0000014;SSR_TOT;;35;11996;;289;11376;33;0;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A;;52;15136;27;456;12005;10;4587;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A50;1;0;;0;;0;;0;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A51;1;28;;12;;4295;;1378;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A52;1;0;;0;;0;;0;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A53;1;0;;15;;0;;3209;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_A59;1;24;;0;;7710;;0;
SSR;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SSR_TOT;;52;15136;27;456;12005;10;4587;1
SSR;2020;2B0000038;CH CORTE;2B0004246;SSR_A;;20;6300;;134;4631;10;0;
SSR;2020;2B0000038;CH CORTE;2B0004246;SSR_A50;1;20;;;;4631;;0;
SSR;2020;2B0000038;CH CORTE;2B0004246;SSR_TOT;;20;6300;;134;4631;10;0;
SSR;2020;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;SSR_A;;80;28660;;284;26513;117;0;
SSR;2020;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;SSR_A50;1;80;;;;26513;;0;
SSR;2020;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;SSR_TOT;;80;28660;;284;26513;117;0;1
SSR;2020;2B0005664;CLINIQUE DE TOGA;2B0005656;SSR_A;;21;7655;;299;7842;7;0;
SSR;2020;2B0005664;CLINIQUE DE TOGA;2B0005656;SSR_A50;1;21;;;;7842;;0;
SSR;2020;2B0005664;CLINIQUE DE TOGA;2B0005656;SSR_TOT;;21;7655;;299;7842;7;0;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_A;;53;19345;12;394;10611;9;1152;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_A50;1;;;;;0;;0;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_A51;1;22;;7;;3553;;1109;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_A52;1;16;;5;;3171;;43;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_A59;1;15;;;;3887;;0;
SSR;2020;300000023;CH ALES CEVENNES;300780046;SSR_TOT;;53;19345;12;394;10611;9;1152;0
SSR;2020;300000049;CH BEAUCAIRE;130028228;SSR_A;;22;8030;;239;6610;5;0;
SSR;2020;300000049;CH BEAUCAIRE;130028228;SSR_A50;1;22;;;;6610;;0;
SSR;2020;300000049;CH BEAUCAIRE;130028228;SSR_TOT;;22;8030;;239;6610;5;0;
SSR;2020;300000056;CH PONT ST ESPRIT;300780079;SSR_A;;50;18250;0;504;13163;7;0;
SSR;2020;300000056;CH PONT ST ESPRIT;300780079;SSR_A50;1;30;;0;;7887;;0;
SSR;2020;300000056;CH PONT ST ESPRIT;300780079;SSR_A59;1;20;;0;;5276;;0;
SSR;2020;300000056;CH PONT ST ESPRIT;300780079;SSR_TOT;;50;18250;0;504;13163;7;0;0
SSR;2020;300000064;CH UZES;300780087;SSR_A;;44;16060;;393;13636;21;0;
SSR;2020;300000064;CH UZES;300780087;SSR_A50;1;44;;;;13636;;0;
SSR;2020;300000064;CH UZES;300780087;SSR_TOT;;44;16060;;393;13636;21;0;0
SSR;2020;300000072;CH LE VIGAN;300780095;SSR_A;;14;5110;5;192;4905;3;15;
SSR;2020;300000072;CH LE VIGAN;300780095;SSR_A50;1;14;;5;;4905;;15;
SSR;2020;300000072;CH LE VIGAN;300780095;SSR_TOT;;14;5110;5;192;4905;3;15;
SSR;2020;300000478;CH LES CHATAIGNIERS;300781010;SSR_A;;34;6222;;226;5528;8;0;
SSR;2020;300000478;CH LES CHATAIGNIERS;300781010;SSR_A50;1;17;;;;5229;;0;
SSR;2020;300000478;CH LES CHATAIGNIERS;300781010;SSR_A54;1;17;;;;299;;0;
SSR;2020;300000478;CH LES CHATAIGNIERS;300781010;SSR_TOT;;34;6222;;226;5528;8;0;0
SSR;2020;300002169;SSR GERIATRIQUE LES CADIERES;780020715;SSR_A;;35;12775;;320;11482;22;0;
SSR;2020;300002169;SSR GERIATRIQUE LES CADIERES;780020715;SSR_A50;1;;;;;0;;0;
SSR;2020;300002169;SSR GERIATRIQUE LES CADIERES;780020715;SSR_A59;1;35;;;;11482;;0;
SSR;2020;300002169;SSR GERIATRIQUE LES CADIERES;780020715;SSR_TOT;;35;12775;;320;11482;22;0;0
SSR;2020;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;SSR_A;;90;32850;;978;23600;16;0;
SSR;2020;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;SSR_A50;1;90;;;;23600;;0;
SSR;2020;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;SSR_TOT;;90;32850;;978;23600;16;0;
SSR;2020;300014040;ET GCS CTRE REEDUC GARD RHODANIEN;300014024;SSR_A;;50;10330;15;301;8884;4;4959;
SSR;2020;300014040;ET GCS CTRE REEDUC GARD RHODANIEN;300014024;SSR_A50;1;18;;;;401;;0;
SSR;2020;300014040;ET GCS CTRE REEDUC GARD RHODANIEN;300014024;SSR_A51;1;32;;15;;8483;;4959;
SSR;2020;300014040;ET GCS CTRE REEDUC GARD RHODANIEN;300014024;SSR_TOT;;50;10330;15;301;8884;4;4959;0
SSR;2020;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;SSR_A;;60;21900;10;439;17515;50;1130;
SSR;2020;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;SSR_A50;1;;;;;0;;0;
SSR;2020;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;SSR_A54;1;30;;10;;9241;;1130;
SSR;2020;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;SSR_A58;1;30;;;;8274;;0;
SSR;2020;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;SSR_TOT;;60;21900;10;439;17515;50;1130;0
