BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NAUT;2;2;3.6;;
NEUROCHIR_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NCINS;1;0;1;;
NEUROCHIR_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;M2060;5;;5;0;1
NEUROCHIR_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2200;9;2;8.65;;
NEUROCHIR_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2500;7;2;8.46;;
NEUROCHIR_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;NCINS;1;;1;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;M103X;26;9;33.5;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;M1120;6;8;13.1;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;M1160;3;16;1.68;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;M2060;4;;4;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;N2200;12;1;10.83;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;N2500;12;1;11.67;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;NAUT;2;2;2.5;;
NEUROCHIR_P;2020;660000084;CH PERPIGNAN;660780180;NCINS;1;;1;;
NEUROCHIR_P;2020;660780669;POLYCL MEDITERRANEE;660000324;M103X;4;;4;;
NEUROCHIR_P;2020;660780669;POLYCL MEDITERRANEE;660000324;M2060;1;;1;0;1
NEUROCHIR_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N2200;6;;6;;
NEUROCHIR_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N2500;6;;6;;
NEUROCHIR_P;2020;660780669;POLYCL MEDITERRANEE;660000324;NCINS;1;;1;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M103X;13;1;13.45;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M1120;1;;0.5;0;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M1160;3;1;2.53;0;1
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M2060;3;6;6.47;0;1
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2200;28;13;38.72;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2400;0;5;1.66;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2500;20;10;24.77;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N4000;0;5;3.54;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;NAUT;7;9;9.14;;
NEUROCHIR_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;NCINS;1;2;1.68;;
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M103X;7;2;8.23;;
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M1120;9;1;9.1;0;1
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M1160;4;1;5.03;0;1
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M2060;7;4;9.27;0;1
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2200;16;9;23.29;;
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2500;17;5;19.15;;
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;NAUT;17;5;18.53;;
NEUROCHIR_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;NCINS;1;;1.09;;
NEUROCHIR_P;2020;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;M2060;;;0.1;0;1
NEUROCHIR_P;2020;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;NAUT;1;1;1.73;;
NEUROCHIR_P;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;M103X;;23;;;
NEUROCHIR_P;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;M2060;;4;;0;1
NEUROCHIR_P;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;N2200;6;2;8.38;;
NEUROCHIR_P;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;N2500;4;2;5.71;;
NEUROCHIR_P;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;NCINS;1;;0.53;;
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;M103X;18;;18;;
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;M1120;3;;3;0;1
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;M2060;3;1;4;0;1
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;N2200;;13;2;;
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;N2400;;1;0.06;;
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;N2500;;5;0.5;;
NEUROCHIR_P;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;NAUT;;2;0.02;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;M103X;5;;5.48;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;M1120;;;;0;1
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;M1160;;;0;0;1
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;M2060;3;15;5.83;1;0
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;MAUT;3;3;3.31;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;N2200;123;9;120.84;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;N2400;;;0.5;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;N2500;75;6;77.94;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;NAUT;25;5;26.39;;
NEUROCHIR_P;2020;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;NCINS;3;1;4.41;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;M103X;9;25;1.33;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;M1120;;;;1;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;M1160;;;;1;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;M2060;1;3;1.08;;1
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;N2200;15;73;12.73;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;N2400;;1;0.2;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;N2500;6;26;8.08;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;NAUT;16;38;4.68;;
NEUROCHIR_P;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;NCINS;28;44;3.62;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;M103X;10;4;11.9;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;M1120;15;19;21.85;1;0
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;M1160;8;12;12.6;1;0
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;M2060;5;5;7.1;1;1
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;N2200;5;19;23.88;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;N2400;0;2;1.17;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;N2500;5;20;24.42;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;NAUT;5;2;6.79;;
NEUROCHIR_P;2020;750000499;CH SAINTE ANNE;750062036;NCINS;2;0;2;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M103X;35;;38.08;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1160;3;;3.22;0;1
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2060;26;11;29.35;0;0
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;MAUT;5;1;5.21;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;N2200;41;;39.92;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;N2500;32;;28.78;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;N4000;5;;5.57;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;NAUT;24;3;25.83;;
NEUROCHIR_P;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;NCINS;2;;2.89;;
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;M1160;4;1;4.3;0;0
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;M2060;8;;9;0;0
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N2500;28;1;24.6;;
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N4000;6;1;7.4;;
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;NAUT;4;2;5.2;;
NEUROCHIR_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;NCINS;20;2;24.6;;
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;M1160;2;;2;0;0
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;M2060;8;5;12.6;1;1
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N2200;50;;49.5;;
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N2500;44;;44;;
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;NAUT;10;1;10.9;;
NEUROCHIR_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;NCINS;2;;2;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;M103X;18;1;18.5;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;M1120;1;;1;0;0
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;M2060;10;0;10.6;1;1
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;MAUT;0;1;0.2;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N2200;7;4;10.76;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N2500;5;1;6.68;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;NAUT;19;;18.53;;
NEUROCHIR_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;NCINS;3;3;5.01;;
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;M103X;7;;4.2;;
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;M2060;7;;5.91;1;0
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N2200;48;21;72.27;;
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N2500;35;28;61.09;;
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;NAUT;21;2;27.09;;
NEUROCHIR_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;NCINS;3;;3.17;;
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;M1120;;1;0.36;1;0
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;M2060;3;6;3.91;1;0
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;MAUT;;1;0.05;;
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;N2200;12;8;18.28;;
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;N2500;17;5;17.78;;
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;NAUT;6;6;9.37;;
NEUROCHIR_P;2020;800006124;CHU AMIENS SUD;800000044;NCINS;1;1;1.42;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;M103X;2;;1.5;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;M1120;5;;4.5;1;0
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;M1160;3;0;2.4;1;0
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;M2060;6;;5.42;1;0
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;MAUT;1;1;1;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;N2200;9;;7.2;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;N2400;1;;0.8;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;N2500;8;;7.2;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;N4000;1;;0.8;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;NAUT;1;;1;;
NEUROCHIR_P;2020;830100574;HIA SAINTE ANNE;750821092;NCINS;1;;0.8;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;M103X;3;4;5.48;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;M1120;6;11;10.41;1;0
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;M1160;0;7;1.72;0;0
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;M2060;6;2;5.14;0;1
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;N2200;49;15;56.58;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;N2400;1;0;1;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;N2500;45;8;43.29;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;N4000;7;2;2.02;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;NAUT;26;7;20.43;;
NEUROCHIR_P;2020;860000223;CHU LA MILETRIE;860014208;NCINS;3;0;3;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;M103X;2;1;0.78;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;M1120;0;1;0.45;0;1
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;M1160;2;0;0.45;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;M2060;8;1;5.36;0;1
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;MAUT;1;2;0.8;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N2200;38;7;44.67;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N2400;2;1;2.6;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N2500;29;9;36.56;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;NAUT;10;3;12.91;;
NEUROCHIR_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;NCINS;7;;7.04;;
NEUROCHIR_P;2020;890975550;CH SENS;890970569;M2060;1;;0.76;0;0
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;M1120;10;2;9.34;0;1
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;M1160;0;0;0;0;1
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;M2060;10;2;9.76;0;1
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;N2200;14;2;19.86;;
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;N2400;0;2;1.3;;
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;N2500;10;0;9.72;;
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;NAUT;8;5;9.8;;
NEUROCHIR_P;2020;920000650;HOPITAL FOCH;920150059;NCINS;2;0;1.2;;
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;M1160;4;1;4.3;0;0
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;M2060;8;3;9;0;0
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;N2200;16;2;17.5;;
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;N2500;28;1;24.2;;
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;N4000;6;1;7.4;;
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;NAUT;4;2;5.2;;
NEUROCHIR_P;2020;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;NCINS;20;2;24.6;;
NEUROCHIR_P;2020;920120011;HIA PERCY;750821092;M1120;8;3;7.1;;
NEUROCHIR_P;2020;920120011;HIA PERCY;750821092;M2060;5;;4;;
NEUROCHIR_P;2020;920120011;HIA PERCY;750821092;N2200;3;;2.6;;
NEUROCHIR_P;2020;920120011;HIA PERCY;750821092;N2500;4;;3.2;;
NEUROCHIR_P;2020;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;M103X;;7;5.2;;
NEUROCHIR_P;2020;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;M2060;;9;1.4;0;1
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;M103X;29;14;36.9;;
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;M1120;14;11;17.96;0;0
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;M1160;31;20;40;1;1
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;M2060;8;5;10.3;1;1
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;N2200;24;2;25.6;;
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;N2500;18;;18;;
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;NAUT;8;;8;;
NEUROCHIR_P;2020;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;NCINS;1;;1;;
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;M1120;0;1;0.1;1;0
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;M1160;6;1;5.2;0;1
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;M2060;10;1;8.26;0;1
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;N2200;20;5;23.86;;
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;N2500;22;1;22.12;;
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;N4000;8;0;8;;
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;NAUT;9;1;9.81;;
NEUROCHIR_P;2020;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;NCINS;2;1;2.3;;
NEUROCHIR_P;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;M2060;6;;6;0;1
NEUROCHIR_P;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;N2200;11;;11;;
NEUROCHIR_P;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;N2500;8;1;9;;
NEUROCHIR_P;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;NAUT;5;;5;;
NEUROCHIR_P;2020;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;NCINS;1;;1;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;M103X;;11;6;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;M1160;;5;3;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;M2060;;2;2;0;0
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;N2200;;3;3;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;N2500;;1;1;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;N4000;;2;2;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;NAUT;;1;1;;
NEUROCHIR_P;2020;970107249;CLINIQUE -LES EAUX CLAIRES-;970100731;NCINS;;1;0.3;;
NEUROCHIR_P;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;M2060;6;1;5.33;;
NEUROCHIR_P;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;N2200;10;;5.94;;
NEUROCHIR_P;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;N2500;12;;6.86;;
NEUROCHIR_P;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;NAUT;1;;1;;
NEUROCHIR_P;2020;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;NCINS;1;;0.5;;
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;M1120;;;;0;1
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;M2060;0;12;4.97;0;1
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;N2200;11;1;11.44;;
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;N2500;12;3;14.33;;
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;NAUT;3;3;5.54;;
NEUROCHIR_P;2020;970400057;CHU SITE SUD (SAINT PIERRE);970408589;NCINS;2;;2;;
