BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2020;290032838;HAD DES PAYS DE MORLAIX;350000626;NAUT;3;2;6.68;
HAD_P;2020;290032838;HAD DES PAYS DE MORLAIX;350000626;Ncoor;1;;1;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M3050;1;0;1;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M9999;2;3;4.04;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Mcoor;1;3;3.04;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2120;1;0;1;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2210;33;1;24.3;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2510;17;1;15.83;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2710;1;0;1;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N3120;1;1;1.05;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N9999;61;3;51.18;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;NAUT;2;0;2;
HAD_P;2020;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Ncoor;6;0;6;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;M9999;;4;0.84;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;MAUT;;2;0.14;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Mcoor;;2;0.7;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2120;1;;1;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2210;10;;10;30
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2410;;;;24
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2510;2;;2;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2710;1;;0.29;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N3120;1;;0.5;
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N9999;18;;16.79;63
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;NAUT;1;;1;9
HAD_P;2020;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Ncoor;2;;2;
HAD_P;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;M9999;1;;0.8;
HAD_P;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Mcoor;1;;0.8;
HAD_P;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2710;1;;0.48;
HAD_P;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N9999;3;;2.18;
HAD_P;2020;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Ncoor;2;;1.7;
HAD_P;2020;2B0000038;CH CORTE;2B0004246;M9999;;1;0.1;
HAD_P;2020;2B0000038;CH CORTE;2B0004246;Mcoor;;1;0.1;
HAD_P;2020;2B0000038;CH CORTE;2B0004246;N9999;2;;2;
HAD_P;2020;2B0000038;CH CORTE;2B0004246;Ncoor;2;;2;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;M3050;1;;1;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;M9999;1;1;1.5;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;Mcoor;;1;0.5;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;N2210;9;;9;107
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;N2410;;;;46
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;N2510;4;;4;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;N3120;1;;1;
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;N9999;24;;22.7;157
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;NAUT;7;;5.7;4
HAD_P;2020;2B0001739;HAD DE CORSE;2B0001689;Ncoor;3;;3;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M3050;1;;1;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M9999;1;1;1.5;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Mcoor;;1;0.5;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2120;1;;1;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2710;;1;0.4;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N9999;15;2;15.9;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;NAUT;8;1;8.5;
HAD_P;2020;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Ncoor;6;;6;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;M9999;1;0;1.71;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;Mcoor;1;0;1.71;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N2120;1;0;0.75;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N2210;2;4;3.82;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N2510;1;2;2.21;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N2710;0;1;0.2;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N3120;0;2;0.05;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;N9999;7;10;8.71;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;NAUT;2;1;1.18;
HAD_P;2020;300000031;CH LOUIS PASTEUR;300780053;Ncoor;1;0;0.5;
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;M9999;0;1;0.2;
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;Mcoor;0;1;0.2;
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;N2120;0;1;0.2;
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;N2210;2;0;2;57
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;N2510;0;4;2;
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;N9999;2;6;4.4;57
HAD_P;2020;300000056;CH PONT ST ESPRIT;300780079;NAUT;0;1;0.2;
HAD_P;2020;300000064;CH UZES;300780087;M9999;;1;0.71;
HAD_P;2020;300000064;CH UZES;300780087;Mcoor;;1;0.71;
HAD_P;2020;300000064;CH UZES;300780087;N2120;1;;0.1;
HAD_P;2020;300000064;CH UZES;300780087;N2210;3;1;4.57;
HAD_P;2020;300000064;CH UZES;300780087;N2510;1;4;1.72;
HAD_P;2020;300000064;CH UZES;300780087;N2710;;1;0.24;
HAD_P;2020;300000064;CH UZES;300780087;N3120;1;1;0.12;
HAD_P;2020;300000064;CH UZES;300780087;N9999;6;8;6.86;
HAD_P;2020;300000064;CH UZES;300780087;NAUT;;1;0.11;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;M3050;1;;0.33;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;M9999;1;2;1.33;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;Mcoor;;2;1;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;N2120;;1;0.5;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;N2710;;1;0.5;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;N3120;;1;0.3;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;N9999;4;11;9.12;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;NAUT;;8;3.82;
HAD_P;2020;300012309;ADENE HAD NIMES;340027937;Ncoor;4;0;4;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;M3050;1;;0.33;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;M9999;1;2;1.33;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;Mcoor;;2;1;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;N2120;;1;0.5;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;N2710;;1;0.4;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;N3120;;1;0.3;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;N9999;4;11;8.72;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;NAUT;;8;3.52;
HAD_P;2020;300013745;ADENE HAD ALES;340027937;Ncoor;4;;4;
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;M9999;2;3;2.92;3
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;MAUT;0;1;0.07;3
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;Mcoor;2;2;2.85;
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;N2710;0;1;0.64;0
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;N3120;1;1;1.25;
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;N9999;24;3;20.56;0
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;NAUT;11;1;9.39;
HAD_P;2020;300013778;HAD 3G SANTE NIMES;300013760;Ncoor;12;0;9.28;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;M3050;;1;0.1;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;M9999;2;4;3.6;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;Mcoor;2;3;3.5;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2120;1;1;1.79;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2210;19;1;19.76;878
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2410;0;0;0;184
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2510;3;2;6.25;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2710;0;1;0.8;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N3120;3;0;2.84;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;N9999;46;10;53.57;1062
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;NAUT;12;5;16.9;
HAD_P;2020;310005459;HAD SANTE RELAIS DOMICILE;310021886;Ncoor;8;0;5.23;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M9999;0;2;0.6;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;MAUT;;1;0.3;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;Mcoor;0;1;0.3;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2210;1;0;1;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N9999;2;2;3.39;
HAD_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;NAUT;1;2;2.39;
HAD_P;2020;310780259;CL PASTEUR;310000096;M9999;5;0;2.9;
HAD_P;2020;310780259;CL PASTEUR;310000096;Mcoor;5;0;2.9;
HAD_P;2020;310780259;CL PASTEUR;310000096;N2120;8;;7.09;
HAD_P;2020;310780259;CL PASTEUR;310000096;N2210;40;4;35.83;481
HAD_P;2020;310780259;CL PASTEUR;310000096;N2410;;;;151
HAD_P;2020;310780259;CL PASTEUR;310000096;N2510;8;;6.98;
HAD_P;2020;310780259;CL PASTEUR;310000096;N2710;1;;0.99;
HAD_P;2020;310780259;CL PASTEUR;310000096;N3120;1;;0.8;
HAD_P;2020;310780259;CL PASTEUR;310000096;N9999;79;5;69.71;632
HAD_P;2020;310780259;CL PASTEUR;310000096;NAUT;17;1;15.26;
HAD_P;2020;310780259;CL PASTEUR;310000096;Ncoor;4;;2.76;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;M9999;2;;1.05;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;Mcoor;2;;1.05;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N2120;;;0.69;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N2210;16;2;13.43;233
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N2410;;;;19
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N2510;9;1;7.01;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N2710;;1;0.11;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;N9999;33;4;25.48;252
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;NAUT;5;;2.32;
HAD_P;2020;320004328;HAD GERS CL PASTEUR;310000096;Ncoor;3;;1.92;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M3050;;;;46
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M9999;3;;3.1;131
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAUT;;;;85
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Mcoor;3;;3.1;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2120;2;;2;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2210;29;;27;419
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2410;;;;71
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2510;17;2;17.2;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2710;1;1;1.1;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N3120;1;;1;
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N9999;62;3;58.1;525
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;7;;4.5;35
HAD_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Ncoor;5;;5.3;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;5;16;8.29;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;MAUT;5;11;7.21;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;Mcoor;;5;1.08;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;5;0;5.75;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2210;88;11;97.48;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;13;2;13.8;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2710;1;2;2.78;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N3120;3;1;3.8;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;138;22;153.92;
HAD_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;28;6;30.31;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;1;2;1.15;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MAUT;1;2;1.15;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;;2;0.5;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2210;15;2;15.08;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2510;;1;0.08;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2710;;1;0.4;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;16;14;19.57;
HAD_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;1;8;3.51;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1;;1.01;134
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M9999;4;1;4.59;390
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;MAUT;;;;256
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Mcoor;3;1;3.58;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2120;2;;2;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2210;14;;16.9;662
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2410;;;;137
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2510;11;3;10.02;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2710;;1;0.83;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N3120;1;;1.5;
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N9999;47;6;51.02;833
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NAUT;9;2;10.56;34
HAD_P;2020;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Ncoor;10;;9.21;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;;1;0.82;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Mcoor;;1;0.82;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;1;;0.17;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2710;;1;0.2;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N3120;;1;0.62;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;4;6;6.31;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;;1;0.51;
HAD_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Ncoor;3;3;4.81;
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;M3050;;1;0.09;100
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;M9999;;5;2.12;175
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;MAUT;;1;0.49;75
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;Mcoor;;3;1.54;
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2120;;2;0.5;
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2210;;;;600
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2410;;;;50
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2460;;;;5
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2510;;2;2.2;
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N2710;;1;0.58;0
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N3120;;1;0.68;
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;N9999;8;14;14.6;660
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;NAUT;4;4;5.19;5
HAD_P;2020;340016476;HAD BEZIERS HAD;340016468;Ncoor;4;4;5.45;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;M3050;1;;0.34;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;M9999;1;2;1.34;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;Mcoor;;2;1;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;N2120;1;;1;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;N2710;;1;0.5;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;N3120;;1;0.3;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;N9999;5;11;10.46;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;NAUT;;8;3.86;
HAD_P;2020;340017839;ADENE HAD MONTPELLIER;340027937;Ncoor;4;1;4.8;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;M9999;;4;1.06;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;Mcoor;;4;1.06;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;N2120;1;;1;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;N3120;;1;0.43;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;N9999;6;5;8.96;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;NAUT;;4;2.84;
HAD_P;2020;340017847;HAD HOME SANTE 34;340018175;Ncoor;5;;4.69;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;M9999;;1;0.4;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;MAUT;;1;0.4;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N2120;1;2;1.06;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N2210;7;2;7.78;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N2410;;1;0.5;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N2460;;1;0.6;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N2710;;1;0.5;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N3120;;1;0.4;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;N9999;10;9;13.38;
HAD_P;2020;340021211;HAD CH BEZIERS;340780055;NAUT;2;1;2.54;
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;M3050;0;1;0.4;
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;M9999;1;4;2.2;60
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;MAUT;;1;0.2;60
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;Mcoor;1;2;1.6;
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;N2210;8;0;8;60
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;N2410;0;0;0;25
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;N2510;2;0;2;
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;N2710;0;0;0;1
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;N9999;14;0;14;88
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;NAUT;0;0;0;2
HAD_P;2020;340780154;POLYCL PASTEUR;340000116;Ncoor;4;0;4;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M9999;;11;3.18;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;MAUT;;11;3.18;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2120;1;;0.8;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2210;19;;15.97;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2510;3;;3;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N9999;30;1;25.83;
HAD_P;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;7;1;6.06;
HAD_P;2020;350042628;HAD 35;350042578;M3050;0;1;0.78;
HAD_P;2020;350042628;HAD 35;350042578;M9999;0;8;6.08;43
HAD_P;2020;350042628;HAD 35;350042578;MAUT;0;2;1.6;43
HAD_P;2020;350042628;HAD 35;350042578;Mcoor;0;5;3.7;
HAD_P;2020;350042628;HAD 35;350042578;N2120;2;1;2.45;
HAD_P;2020;350042628;HAD 35;350042578;N2210;27;10;32.31;850
HAD_P;2020;350042628;HAD 35;350042578;N2510;7;2;8.6;
HAD_P;2020;350042628;HAD 35;350042578;N2710;0;2;1.4;
HAD_P;2020;350042628;HAD 35;350042578;N3120;1;2;1.95;
HAD_P;2020;350042628;HAD 35;350042578;N9999;53;22;65.47;850
HAD_P;2020;350042628;HAD 35;350042578;Ncoor;16;5;18.76;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;M3050;;2;0.42;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;M9999;1;5;3.14;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;Mcoor;1;3;2.72;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N2120;2;;0.6;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N2210;20;2;16.66;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N2510;15;1;15.9;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N2710;;1;0.6;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N3120;1;1;1.14;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;N9999;57;8;43.96;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;NAUT;18;3;8.06;
HAD_P;2020;350044772;HAD SAINT MALO DINAN;350000626;Ncoor;1;;1;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;M9999;1;;1;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;Mcoor;1;;1;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;N2210;7;2;7.37;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;N2510;4;;3.47;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;N2710;;1;0.4;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;N3120;;;0.4;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;N9999;11;6;12.12;
HAD_P;2020;360000137;CH CHATEAUROUX;360000053;NAUT;;3;0.48;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;M3050;1;1;1.8;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;M9999;4;4;6.5;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;Mcoor;3;3;4.7;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N2120;1;0;1;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N2210;41;12;45;3
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N2410;0;4;2;2
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N2510;13;1;13.8;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N2710;0;1;0.8;0
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N3120;1;0;1;
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;N9999;72;18;79.6;5
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;NAUT;8;0;8;0
HAD_P;2020;370009938;HAD VAL DE LOIRE;440052041;Ncoor;8;0;8;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;M3050;1;1;0.56;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;M9999;2;3;1.9;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;Mcoor;1;2;1.34;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2120;2;;1.53;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2210;18;;14.49;
HAD_P;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;N2410;1;;1.02;
