BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N2120;;1;0.8;1;1
URGENCES_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N2500;13;;11.1;;
URGENCES_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;N9999;34;4;32.88;;
URGENCES_P;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;NINF;20;3;19.98;1;1
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M1140;2;7;4.71;;
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M9999;4;11;8.51;;
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2120;1;0;1.04;;
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2500;29;5;27.67;;
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N9999;71;18;72.85;;
URGENCES_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;NINF;41;13;43.95;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;M9999;5;;5;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N1220;5;;4.5;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2120;1;;0.81;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2500;9;;6;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2620;2;;1.8;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N9999;37;;32.9;;
URGENCES_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;NINF;20;;19.79;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;M9999;7;7;8.75;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;N1220;5;;5;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;N2120;1;0;1;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;N2500;9;;8;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;N2620;4;;3.9;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;N9999;38;4;37.73;;
URGENCES_P;2020;310780283;CL DE L'UNION;310000112;NINF;19;4;19.83;;
URGENCES_P;2020;310780382;CL AMBROISE PARE;310000179;M9999;4;;4;;
URGENCES_P;2020;310780382;CL AMBROISE PARE;310000179;N2500;1;;1.01;;
URGENCES_P;2020;310780382;CL AMBROISE PARE;310000179;N9999;8;1;8.63;;
URGENCES_P;2020;310780382;CL AMBROISE PARE;310000179;NINF;6;1;6.77;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;M9999;8;;8;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;N1220;4;;4;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;N2120;1;;1.06;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;N2500;6;;5.83;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;N2620;2;;2;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;N9999;27;4;34.26;;
URGENCES_P;2020;310781000;CL DES CEDRES;310788880;NINF;14;4;21.37;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;M9999;2;16;6.56;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N1220;4;1;4.49;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2120;1;0;1;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2500;4;2;4.74;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N9999;17;13;21.43;;
URGENCES_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;NINF;8;10;11.2;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;M9999;8;;;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;N1220;2;1;3.4;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;N2120;1;;1;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;N2500;4;0;4.5;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;N2620;3;1;3.85;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;N9999;19;7;26.01;;
URGENCES_P;2020;310781505;CL D'OCCITANIE;310000492;NINF;9;5;13.26;;
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M3020;0;6;2.47;;
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M9999;4;18;15.61;1;1
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N1220;2;1;2.8;;
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2120;1;0;1.05;;0
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2500;45;7;45.31;;
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N9999;98;14;99.54;;
URGENCES_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;NINF;49;5;49.29;1;1
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M9999;4;39;15.61;1;1
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N1220;2;0;2;;0
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2120;2;0;2;;
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2500;33;4;34.82;;
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N9999;95;15;101.54;;
URGENCES_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NINF;58;11;62.72;;
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;M1140;0;0;0;3;1
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;M9999;6;15;11.36;3;1
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N1220;1;0;1;3;1
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2120;1;0;1;3;1
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2500;11;0;11;;
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2620;0;0;0;3;0
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N9999;44;4;46.45;;
URGENCES_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;NINF;23;3;24.75;3;1
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;M9999;;8;3.68;;1
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;N1220;;;;;1
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;N2120;0;1;0.4;;1
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;N2500;1;;1;;
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;N3120;;1;0.08;;
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;N9999;8;2;8.08;;
URGENCES_P;2020;320000102;CH DE CONDOM;320780133;NINF;7;;7.08;;1
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M9999;14;3;15.09;;1
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N1220;2;;1.4;;1
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2120;1;;0.8;;1
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2500;8;3;9.7;;
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2620;12;1;6;;1
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N3120;1;;0.15;;
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N9999;55;7;43.85;;
URGENCES_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NINF;31;3;25.8;;1
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;M9999;7;8;5.24;3;1
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N1220;8;;6.64;;0
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2120;1;;0.5;;0
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2500;10;;5.29;;
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N3120;1;;0.29;;
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N9999;54;3;36.07;;
URGENCES_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;NINF;24;1;16.65;3;1
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;4;1;4.42;1;1
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N1220;2;1;3.32;;0
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;1;0;0.54;;0
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2500;13;11;16.33;;
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;28;33;38.65;;
URGENCES_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NINF;12;21;18.46;1;1
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;0;7;1.59;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M9999;0;24;12.51;3;1
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N1220;2;;2;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2120;1;0;1;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;24;1;21.38;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2620;2;0;1.67;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N9999;74;6;73.37;;
URGENCES_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NINF;37;5;37.83;;
URGENCES_P;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M9999;0;1;1.71;;1
URGENCES_P;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2120;;;0.08;;
URGENCES_P;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2500;3;0;3;;
URGENCES_P;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N9999;6;3;6.97;;
URGENCES_P;2020;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;NINF;3;3;3.89;;
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M9999;6;2;6.5;;0
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N1220;7;1;7.66;;0
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2120;1;;1;;0
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2500;16;;16;;
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2620;1;;1;;0
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N3120;1;;1;;
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N9999;48;2;49.3;;
URGENCES_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NINF;22;1;22.64;;0
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M9999;10;3;11;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N1220;6;;6;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2120;1;;1;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2500;10;2;11.63;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N3120;;1;0.5;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N9999;40;3;42.13;;
URGENCES_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NINF;23;;23;;
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M9999;4;24;11.35;2;1
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N1220;3;3;4.04;;0
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2120;1;;0.5;2;1
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;5;8;7.61;;
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2620;;2;0.55;2;1
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N3120;;1;0.8;;
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N9999;22;29;33.42;;
URGENCES_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NINF;13;15;19.62;2;1
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M9999;5;15;14.66;;0
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N1220;4;2;5.97;;0
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2120;1;;1;;0
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2500;14;2;11.97;;
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N9999;45;5;46.19;;
URGENCES_P;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;NINF;26;1;27.25;;0
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M9999;1;11;11.08;;1
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N1220;5;5;5;;
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2120;1;;1;;0
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2620;10;;10;;1
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N9999;28;5;28;;
URGENCES_P;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;NINF;12;;12;;1
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;M9999;12;7;10.8;;0
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N1220;10;0;10;;0
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N2120;1;0;1;;0
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N2500;15;7;16.93;;
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N2620;2;0;2;;0
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;N9999;59;20;64.67;;
URGENCES_P;2020;330781303;HIA ROBERT PICQUE;750821092;NINF;31;13;34.74;;0
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M9999;5;11;9.8;;
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N1220;2;;2;;
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N2120;2;0;2;;
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N2500;22;;22;;
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N9999;52;8;59.6;;
URGENCES_P;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;NINF;26;8;33.6;;
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;4;7;8.04;;0
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M9999;22;38;31.04;1;1
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2120;3;;3;;0
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;78;12;85.41;;
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N3120;;;1;;
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N9999;185;50;221.89;;
URGENCES_P;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NINF;95;38;122.01;;0
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M9999;1;;0.6;;
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N2120;1;;1;;
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N2500;10;8;17.67;;
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N3120;;1;0.13;;
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N9999;28;50;41.34;;
URGENCES_P;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;NINF;13;10;20.77;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;M1140;;11;1.08;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;M3020;;1;0.6;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;M9999;5;36;16.29;;1
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N1220;2;2;2.76;;1
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N2120;2;;2;;1
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N2500;27;5;28.55;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N2620;;;;;1
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N3120;;2;0.43;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;N9999;73;35;82.01;;
URGENCES_P;2020;340000033;CH BEZIERS;340780055;NINF;32;26;38.34;;1
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;17;;3.45;2;1
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N1220;3;;2.75;2;1
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;;;;2;1
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2500;14;;12.45;;
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N3120;1;;0.19;;
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;58;4;53.38;;
URGENCES_P;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NINF;31;3;30.45;2;1
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;M9999;12;;12;;0
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;N1220;6;;5.2;;
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;N2120;1;0;1;;
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;N2500;4;;4.4;;
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;N9999;28;2;28;;
URGENCES_P;2020;340015502;CL DU MILLENAIRE;340000512;NINF;17;2;14.4;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;M9999;5;5;7;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;N1220;;5;2.5;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;N2120;;1;0.5;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;N2500;;2;1.7;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;N9999;9;12;15.25;;
URGENCES_P;2020;340015965;POLYCL ST PRIVAT;340000074;NINF;9;4;10.55;;
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;M1140;2;;2;;0
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;M9999;2;20;10.6;;0
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;N1220;12;1;10.94;;0
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;N2120;1;;1;;0
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;N2500;3;0;2.34;;
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;N9999;33;3;32.06;;
URGENCES_P;2020;340022979;POLYCL ST ROCH;340000306;NINF;17;2;17.78;;0
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;M9999;;6;4;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N1220;2;1;2.65;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N2120;0;1;0.5;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N2500;2;2;2.2;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N2620;;1;0.3;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N3120;;1;0.1;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;N9999;10;8;12.5;;
URGENCES_P;2020;340780147;POLYCL DES TROIS VALLEES;340000108;NINF;6;2;6.75;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;M9999;1;6;4.3;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;N1220;4;0;4;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;N2120;1;0;1;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;N2500;2;1;2.2;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;N2620;1;0;0.2;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;N9999;13;3;13.6;;
URGENCES_P;2020;340780154;POLYCL PASTEUR;340000116;NINF;5;2;6.2;;
URGENCES_P;2020;340780634;CL ST JEAN;340000272;M1140;;16;4.8;;0
URGENCES_P;2020;340780634;CL ST JEAN;340000272;M3020;;2;0.2;;
URGENCES_P;2020;340780634;CL ST JEAN;340000272;M9999;;30;14.6;;0
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N1220;;8;6.3;;0
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N2120;2;;2;;0
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N2500;6;;6;;
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N2620;2;2;3.92;;0
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N3120;;1;0.3;;
URGENCES_P;2020;340780634;CL ST JEAN;340000272;N9999;26;15;36.36;;
URGENCES_P;2020;340780634;CL ST JEAN;340000272;NINF;16;4;17.84;;0
URGENCES_P;2020;340780642;CL BEAU SOLEIL;340785856;M9999;;9;5;;
URGENCES_P;2020;340780642;CL BEAU SOLEIL;340785856;N2120;;1;0.5;;
URGENCES_P;2020;340780642;CL BEAU SOLEIL;340785856;N2500;2;;2;;
URGENCES_P;2020;340780642;CL BEAU SOLEIL;340785856;N9999;10;13;13.5;;
URGENCES_P;2020;340780642;CL BEAU SOLEIL;340785856;NINF;;12;10;;
URGENCES_P;2020;340780667;CL DU PARC;340000280;M9999;9;8;13;;0
URGENCES_P;2020;340780667;CL DU PARC;340000280;N1220;6;1;6.5;;0
URGENCES_P;2020;340780667;CL DU PARC;340000280;N2120;1;0;1;;0
URGENCES_P;2020;340780667;CL DU PARC;340000280;N2500;8;0;8;;
URGENCES_P;2020;340780667;CL DU PARC;340000280;N2620;2;0;2;;0
URGENCES_P;2020;340780667;CL DU PARC;340000280;N9999;35;1;35.5;;
URGENCES_P;2020;340780667;CL DU PARC;340000280;NINF;18;0;18;;0
URGENCES_P;2020;340780717;CL ST LOUIS;340023225;M9999;3;4;6.5;;
URGENCES_P;2020;340780717;CL ST LOUIS;340023225;N1220;1;1;1.5;;
URGENCES_P;2020;340780717;CL ST LOUIS;340023225;N2500;5;;5;;
URGENCES_P;2020;340780717;CL ST LOUIS;340023225;N9999;13;1;13.5;;
URGENCES_P;2020;340780717;CL ST LOUIS;340023225;NINF;7;;7;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;M9999;0;15;10;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;N1220;4;;3.34;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;N2120;1;0;1;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;N2500;5;;5.68;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;N3120;;1;0.2;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;N9999;24;3;24.01;;
URGENCES_P;2020;340780725;CL VIA DOMITIA;340000330;NINF;14;2;13.79;;
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1140;3;2;4.4;;0
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M3020;;11;3.09;;
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M9999;5;35;28.54;1;1
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N1220;31;;31;;0
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2120;4;1;4.4;;0
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2500;65;17;74.6;;
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N3120;2;;2;;
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N9999;201;90;252.43;;
URGENCES_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;NINF;91;24;104.4;;0
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;M9999;7;2;9;;
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;N1220;7;2;7.28;;
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;N2120;1;;1;;
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;N2500;4;1;4.5;;
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;N9999;25;12;30.72;;
URGENCES_P;2020;350000121;CHP SAINT GREGOIRE;350000303;NINF;13;9;17.94;;
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M9999;0;20;17.45;3;1
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N1220;0;4;1.39;;
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2120;1;0;1;;1
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2500;22;14;31.01;;
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N3120;0;2;0.4;;
URGENCES_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N9999;54;42;74.22;;
