BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;300782117;CHU NIMES CAREMEAU;300780038;SURVADU;48;13870;4643;;;11798;;;;8;1;6.97;1;;1;65;6;47.62;64;8;4.95;1;;1;13;1;9.73
REA;2020;300782117;CHU NIMES CAREMEAU;300780038;USIC;12;4380;1901;;;4089;;;;1;;1;;;;16;1;16.7;9;3;11.44;;;;1;;0.5
REA;2020;300788502;POLYCL GRAND SUD;300017985;REAADU;1;50;22;23;2;169;77;26;2;1;;0.1;;;;;;;;;;;;;;;
REA;2020;300788502;POLYCL GRAND SUD;300017985;SURVADU;8;2920;558;;;1841;;;;1;;0.1;;;;;;;;;;;;;;;
REA;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;REAADU;6;2196;168;174;7;1907;5;39;61;1;1;1.77;1;;1;14;3;15.94;12;1;11.8;;;;;1;0.04
REA;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;SURVADU;3;1098;169;;;763;;;;;;;;;;;;;;;;;;;;;
REA;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;AUTSI;22;7250;1296;;;5695;;;;1;7;4.31;16;5;18.58;11;2;11.16;19;1;18.71;0;3;0.3;1;1;0.95
REA;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;REAENF;12;4334;483;506;10;3630;28;;;;;;11;4;13.92;3;0;1.87;1;0;1.07;0;4;1;;3;0.47
REA;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;SITOT;22;7250;1296;;;5695;;;;;;;;;;;;;;;;;;;;;
REA;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;SURVENF;20;7283;725;;;4673;;;;;6;1.29;5;1;6.07;7;2;7.23;11;0;9.88;;;;;;
REA;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;AUTSI;12;4278;970;;;3585;;;;;10;1.25;;1;0.75;18;2;18.78;18;4;17;1;1;1;;1;0.3
REA;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;SITOT;12;4278;970;;;3585;;;;;;;;;;;;;;;;;;;;;
REA;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;SURVADU;6;1898;415;;;1388;;;;;;;;;;;;;;;;;;;;;
REA;2020;310025333;ONCOPOLE CHU TOULOUSE;310781406;AUTSI;45;16470;2099;;;17976;;;;11;;8.25;3;0;3;59;8;61.67;50;5;49.86;;;;;;
REA;2020;310025333;ONCOPOLE CHU TOULOUSE;310781406;REAADU;8;2928;380;391;14;2291;57;35;17;;11;3.37;0;1;0.8;22;8;22.28;19;4;14.86;;;;;;
REA;2020;310025333;ONCOPOLE CHU TOULOUSE;310781406;SITOT;45;16470;2099;;;17976;;;;;;;;;;;;;;;;;;;;;
REA;2020;310025333;ONCOPOLE CHU TOULOUSE;310781406;SURVADU;4;1464;256;;;1034;;;;0;11;0.39;0;0;0;14;5;4.43;14;2;4.93;;;;;;
REA;2020;310026083;CL RIVE GAUCHE;310026075;SURVADU;4;1460;305;;;915;;;;6;;6;;1;1;5;;5;5;;5;;5;0.5;;1;0.5
REA;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;REAADU;8;2928;263;270;11;2292;15;40;53;9;;9;1;;0.8;14;2;18.66;10;;11.09;;;;;;
REA;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;SITOT;12;4392;1441;;;4964;;;;;;;;;;;;;;;;;;;;;
REA;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;SURVADU;31;11346;1368;;;7440;;;;;;;;;0;30;;28.28;30;;20.02;;;;;;
REA;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;USIC;12;4392;1441;;;4964;;;;;;;;;0;21;2;15.07;9;;5.72;;;;;;
REA;2020;310780150;CL MEDIPOLE GARONNE;310788799;SURVADU;5;1830;274;;;450;;;;;;;4;1;4.5;;;;;;;;;;;;
REA;2020;310780150;CL MEDIPOLE GARONNE;310788799;SURVENF;2;732;31;;;35;;;;;;;4;1;4.5;;;;;;;;;;;;
REA;2020;310780259;CL PASTEUR;310000096;REAADU;16;5856;1155;1211;37;5065;14;24;108;4;;4;2;;1.33;59;8;36.39;19;1;12.76;;;;4;1;2.15
REA;2020;310780259;CL PASTEUR;310000096;SITOT;14;5124;1773;;;4344;;;;;;;;;;;;;;;;;;;;;
REA;2020;310780259;CL PASTEUR;310000096;SURVADU;28;10248;2512;;;9139;;;;4;;4;2;;0.67;59;8;18.19;19;1;6.38;;;;4;1;1.08
REA;2020;310780259;CL PASTEUR;310000096;USIC;14;5124;1773;;;4344;;;;3;;3;1;;0.5;28;2;13;9;;3.64;;;;4;;1.05
REA;2020;310780283;CL DE L'UNION;310000112;REAADU;8;2920;210;218;15;1805;15;44;42;10;5;13.5;1;;0.5;13;3;13.42;10;1;9.97;;;;;;
REA;2020;310780283;CL DE L'UNION;310000112;SURVADU;16;5840;870;;;3559;;;;10;5;13.5;1;;0.5;11;;10.98;9;1;8.05;;;;;;
REA;2020;310780382;CL AMBROISE PARE;310000179;SURVADU;10;3650;620;;;2291;;;;;;;;;;6;4;7.5;;;;;;;;;
REA;2020;310781000;CL DES CEDRES;310788880;REAADU;12;4392;497;514;32;4412;22;44;98;5;;5;1;;1.06;17;8;26.5;15;5;21.2;;;;1;1;2.32
REA;2020;310781000;CL DES CEDRES;310788880;SITOT;17;6222;2083;;;6172;;;;;;;;;;;;;;;;;;;;;
REA;2020;310781000;CL DES CEDRES;310788880;SIUNV;5;1830;413;;;2025;;;;5;;5;2;;0.06;6;2;7.26;3;1;4;;;;;1;0.12
REA;2020;310781000;CL DES CEDRES;310788880;SURVADU;12;4392;838;;;4417;;;;5;;5;2;;0.06;16;;14.67;12;3;13.53;;;;2;;2.1
REA;2020;310781000;CL DES CEDRES;310788880;USIC;12;4392;1670;;;4147;;;;14;;14;2;;0.06;9;5;15.17;6;1;8.8;;;;2;1;2.36
REA;2020;310781505;CL D'OCCITANIE;310000492;REAADU;15;2920;563;579;2;4254;5;33;134;5;;;;1;0.33;11;1;11.1;4;4;6.7;;;;2;;2
REA;2020;310781505;CL D'OCCITANIE;310000492;SURVADU;10;3650;430;;;1852;;;;5;;;;1;0.33;11;1;11.1;4;4;6.7;;;;2;;2
REA;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;AUTSI;8;2928;342;;;2366;;;;;8;2;;1;0.25;10;;10.08;5;;5;;2;0.25;1;1;1.2
REA;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;SITOT;8;2928;342;;;2366;;;;;;;;;;;;;;;;;;;;;
REA;2020;310782016;CL NEPHRO ST EXUPERY TLS LECRIVAIN;310000617;SURVADU;18;6588;885;;;5930;;;;;8;2;;1;0.25;12;;12.56;7;;7.35;;2;0.25;1;1;1.2
REA;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;AUTSI;12;3738;1961;;;3132;;;;0;11;1.67;1;1;0.74;17;4;18.01;8;0;8.16;;5;1;;5;0.5
REA;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;REAADU;58;15310;1867;2751;740;12913;8;38;177;2;23;9.64;5;0;4.72;110;15;105.75;65;12;68.28;4;2;4;;3;1.2
REA;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;SITOT;28;9594;3682;;;8414;;;;;;;;;;;;;;;;;;;;;
REA;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;SIUNV;16;5856;1721;;;5282;;;;2;5;3.22;1;0;1;21;4;21.41;23;3;23.23;;5;1;;2;0.2
REA;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;SURVADU;23;8944;1386;;;6408;;;;0;32;3.11;0;1;1.02;27;23;32.03;25;18;26.22;;6;2;;3;0.4
REA;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;AUTSI;20;6388;2401;;;5290;;;;0;18;1.86;1;;1;25;1;27.4;22;1;22.6;1;3;1;1;2;1
REA;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;REAADU;68;19093;2627;3131;411;17487;8;37;214;4;19;11.24;2;2;3.74;145;24;146.25;101;4;97.04;4;3;5;5;1;5
REA;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SITOT;40;13708;5183;;;11893;;;;;;;;;;;;;;;;;;;;;
REA;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SURVADU;104;32077;6132;;;31699;;;;6;22;7.29;2;;2.49;54;2;49.95;48;3;44.94;;10;3;;5;1.67
REA;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;USIC;20;7320;2782;;;6603;;;;2;6;2.4;1;;1;31;6;35.27;23;10;31.12;0;3;0.5;0;2;0.34
REA;2020;320000086;CH AUCH EN GASCOGNE;320780117;REAADU;8;2920;285;297;10;2229;6;41;52;4;1;4.8;0;0;0;15;4;17.55;11;2;12;0;0;0;0;6;2.05
REA;2020;320000086;CH AUCH EN GASCOGNE;320780117;SITOT;4;1460;461;;;1110;;;;;;;;;;;;;;;;;;;;;
REA;2020;320000086;CH AUCH EN GASCOGNE;320780117;SIUNV;4;1460;461;;;1110;;;;0;3;0.45;0;1;0.15;0;16;2.4;0;17;2.45;0;0;0;0;7;0.98
REA;2020;320000086;CH AUCH EN GASCOGNE;320780117;SURVADU;8;2920;1160;;;1897;;;;0;1;0.3;0;1;0.2;0;22;4.4;0;22;5.56;0;0;0;0;3;0.44
REA;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;REAADU;0;0;33;39;4;199;21;36;8;;;;;;;;;;;;;;;;;;
REA;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;SURVADU;6;1946;462;;;1427;;;;21;10;21.37;1;;0.08;11;2;14.74;3;;3.14;;;;;;
REA;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SITOT;4;1460;485;;;1137;;;;;;;;;;;;;;;;;;;;;
REA;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SIUNV;4;1460;485;;;1137;;;;4;;1;;;;3;1;3.75;3;1;3.75;;;;;;
REA;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SURVADU;8;2920;709;;;2409;;;;8;;4.1;;;;6;2;8.8;6;2;8.6;;;;2;;0.75
REA;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;SURVADU;6;2196;1049;;;2456;;;;6;8;2.19;1;;0.3;22;1;5.77;9;1;4.47;1;;0.2;7;1;2.51
REA;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;SURVADU;6;2196;427;;;1628;;;;;;;;1;0.54;6;4;8.51;4;5;5.97;;;;;6;2.21
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;REAADU;12;4380;591;627;70;3582;5;51;91;1;8;5.98;1;;0.42;29;5;30.42;20;0;18.73;;;;10;0;10.05
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SITOT;12;4380;1609;;;4100;;;;;;;;;;;;;;;;;;;;;
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SIUNV;4;1460;426;;;1281;;;;0;4;0.52;;;;8;1;9.54;5;;4.93;;;;;1;0.6
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SURVADU;8;2920;503;;;2241;;;;0;8;1.63;;;;6;4;7.79;7;0;6.74;;;;2;2;3.42
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SURVENF;4;1460;260;;;929;;;;0;2;0.46;2;2;3.21;1;1;1.61;1;;0.87;;;;3;;3
REA;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;USIC;8;2920;1183;;;2819;;;;0;3;0.5;1;;1;11;1;11.26;6;;6;;;;;1;1.3
REA;2020;330000662;INSTITUT BERGONIE;330781329;SURVADU;7;2196;580;;;1246;;;;;1;0.95;;1;1.22;14;1;13.5;6;;4.56;;;;2;1;2.36
REA;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;REAADU;13;4745;1200;1218;7;2872;13;24;117;;6;3;;2;0.49;17;;17;7;;7;;2;0.1;;;
REA;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SITOT;14;5110;1381;;;2766;;;;;;;;;;;;;;;;;;;;;
REA;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SURVADU;10;3650;1685;;;3190;;;;;6;3;;3;0.65;8;2;9.6;3;;3;;1;0.34;;;
REA;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;USIC;14;5110;1381;;;2766;;;;;13;7;;3;0.99;19;;19;7;1;6.8;;2;0.1;;;
REA;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;SURVADU;6;2064;568;;;1069;;;;9;0;9;0;0;0;5;0;5;2;0;2;0;3;0.75;0;0;0
REA;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;SURVADU;8;2928;676;;;2161;;;;;13;2.4;1;;0.2;6;3;7.83;4;3;5.01;;;;;;
REA;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;REAADU;15;5490;448;462;17;4924;17;46;64;;7;1.6;;1;0.5;28;7;31.38;14;1;14.79;;;;2;;2
REA;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SITOT;16;5856;1693;;;5282;;;;;;;;;;;;;;;;;;;;;
REA;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SURVADU;30;10980;1727;;;7483;;;;;22;8;;1;0.5;8;3;9.5;6;;6;;;;;;
REA;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;USIC;16;5856;1693;;;5282;;;;;14;8;;;;12;2;12;8;2;8.5;;;;;;
REA;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SURVADU;6;2190;424;;;1692;;;;;;;4;4;6.37;;;;2;12;6.2;;;;;;
REA;2020;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SITOT;12;4392;1128;;;3139;;;;;;;;;;;;;;;;;;;;;
REA;2020;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SURVADU;5;1830;444;;;1378;;;;;;;;;;5;;5;5;;5;;;;;;
REA;2020;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;USIC;12;4392;1128;;;3139;;;;2;9;6.5;1;;1;12;;12;7;1;7.5;;;;;;
REA;2020;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SURVADU;6;2190;460;;;1834;;;;;2;1.5;;1;0.41;15;0;12.35;5;0;4.63;;;;;;
REA;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SURVADU;8;2928;748;;;2668;;;;7;5;10;1;1;1;10;;10;2;;2.5;;;;2;;2
REA;2020;330781303;HIA ROBERT PICQUE;750821092;REAADU;9;3285;262;265;11;2074;57;46;46;9;5;9.55;1;0;1;27;0;27.82;13;2;14.89;0;0;0;3;2;3.1
REA;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;REAADU;8;2800;384;389;45;2415;27;39;18;4;;2.8;1;;1;40;15;28.82;23;4;16.86;;;;6;3;4.36
REA;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SITOT;8;2800;619;;;1827;;;;;;;;;;;;;;;;;;;;;
REA;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SURVADU;6;2100;501;;;1837;;;;3;0;1.2;;;;2;0;0.31;5;1;4.32;;;;1;2;1.9
REA;2020;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;USIC;8;2800;619;;;1827;;;;1;;0.5;;;;19;2;15.47;14;1;11.78;;;;6;;5.08
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;AUTSI;5;1700;67;;;1858;;;;1;;0.3;1;;0.2;8;1;7.8;7;3;7.48;;;;2;;2
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAADU;72;24500;5584;6820;2830;22537;16;24;866;26;3;20.05;5;;3.83;203;32;180.2;127;39;121.05;;;;17;11;16.73
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAENF;6;2000;380;400;27;3199;20;;;3;;2.05;1;;0.27;19;7;21.3;9;3;9.5;;;;1;3;1.36
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SITOT;29;8700;1769;;;6795;;;;;;;;;;;;;;;;;;;;;
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIUNV;24;7000;1702;;;4937;;;;9;;4.5;1;;1;28;10;20.88;28;8;23.34;;;;7;;4
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVADU;64;22000;6156;;;13273;;;;15;;6.7;4;;3.9;88;31;84.1;83;25;72.3;;;;;;
REA;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVENF;10;3200;732;;;2122;;;;5;;1.6;1;;0.3;10;6;7.91;10;4;8.56;;;;;;
REA;2020;330782582;POLYCLINIQUE JEAN VILLAR;330000928;REAADU;10;3650;369;378;8;2803;24;34;85;4;;4;;;;13;;11.08;7;;6.13;;;;;1;0.91
REA;2020;330782582;POLYCLINIQUE JEAN VILLAR;330000928;SURVADU;2;730;151;;;591;;;;4;;4;;;;13;;11.08;7;;6.13;;;;;1;0.91
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;AUTSI;26;8700;691;;;7453;;;;12;;5;1;;1;26;21;26.18;18;19;23.01;;;;;;
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAADU;44;15800;2290;2517;142;16034;24;34;231;23;4;14;3;;3;110;37;107.3;71;24;66.11;;;;;;
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAENF;6;2150;312;322;17;1481;17;;;7;1;5.2;1;;0.5;31;9;24.3;9;5;8.1;;;;;;
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SITOT;52;18100;3289;;;14874;;;;;;;;;;;;;;;;;;;;;
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SURVADU;31;11200;2294;;;12074;;;;7;;5.6;2;;2;60;22;57.4;35;13;34.8;;;;;;
REA;2020;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USIC;26;9400;2598;;;7421;;;;6;;2.7;1;;0.8;25;58;34.1;25;50;26.9;;;;1;;1
REA;2020;340000033;CH BEZIERS;340780055;AUTSI;2;730;43;;;446;;;;;3;0.31;;;;;3;1.05;1;1;0.93;;;;1;3;0.61
REA;2020;340000033;CH BEZIERS;340780055;REAADU;12;4380;599;611;37;3818;3;38;78;3;3;4.18;2;;2;26;6;28.86;18;1;17.78;;;;4;2;4.42
REA;2020;340000033;CH BEZIERS;340780055;SITOT;18;6570;1550;;;5389;;;;;;;;;;;;;;;;;;;;;
REA;2020;340000033;CH BEZIERS;340780055;SIUNV;8;2920;636;;;2284;;;;;3;0.75;;1;0.03;9;;6.59;5;3;4.91;;;;4;4;3.9
REA;2020;340000033;CH BEZIERS;340780055;SURVADU;6;2190;385;;;1300;;;;2;1;1.49;;;;3;1;3.08;4;;4.17;;;;1;2;1.15
REA;2020;340000033;CH BEZIERS;340780055;USIC;8;2920;871;;;2659;;;;;5;1.38;;1;0.4;9;5;9.94;8;3;10.92;;;;2;3;2.1
REA;2020;340000207;ICM;340780493;AUTSI;4;1460;301;;;1284;;;;12;2;0.62;;1;0.24;13;2;6.87;6;3;3.75;;;;1;;0.49
REA;2020;340000207;ICM;340780493;REAADU;0;;7;7;2;34;14;0;1;12;2;0.02;;1;0.01;13;2;0.19;6;3;0.11;;;;1;;0.01
REA;2020;340000207;ICM;340780493;SITOT;4;1460;301;;;1284;;;;;;;;;;;;;;;;;;;;;
REA;2020;340000207;ICM;340780493;SURVADU;4;1460;251;;;1166;;;;12;2;0.62;;1;0.24;13;2;6.87;6;3;3.75;;;;1;;0.49
REA;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;REAADU;8;2928;352;358;11;2887;2;39;88;8;;3.04;1;;0.51;19;3;19.96;13;2;12.75;;;;2;1;3.17
REA;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SITOT;6;2196;587;;;1978;;;;;;;;;;;;;;;;;;;;;
REA;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SURVADU;4;1464;227;;;749;;;;7;;0.68;1;;0.09;6;1;5.31;2;2;3.33;;;;3;;0.5
REA;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;USIC;6;2196;587;;;1978;;;;4;;1;;;;;;;;;;;;;;;
REA;2020;340009885;POLYCL CHAMPEAU;340009877;SURVADU;4;1460;231;;;445;;;;;1;0.5;;1;0.42;7;18;12.94;8;20;13.2;;1;0.2;;;
REA;2020;340015502;CL DU MILLENAIRE;340000512;REAADU;16;5840;880;927;19;4288;6;37;85;17;;17;1;;1;30;;25.8;15;2;13.7;2;;2;4;;2.7
REA;2020;340015502;CL DU MILLENAIRE;340000512;SITOT;16;5840;1661;;;5393;;;;;;;;;;;;;;;;;;;;;
REA;2020;340015502;CL DU MILLENAIRE;340000512;SIUNV;6;2190;501;;;2441;;;;7;;7;1;;1;9;;6.56;8;1;7.5;1;;1;3;;2.85
REA;2020;340015502;CL DU MILLENAIRE;340000512;SURVADU;20;7300;2099;;;5440;;;;17;;17;1;;1;16;;12.8;15;3;13.1;1;;1;2;;2
REA;2020;340015502;CL DU MILLENAIRE;340000512;USIC;10;3650;1160;;;2952;;;;20;;20;1;;1;7;3;9.5;5;1;4.7;1;;1;2;;1.7
REA;2020;340015965;POLYCL ST PRIVAT;340000074;SURVADU;12;4380;931;;;3348;;;;;11;2;1;;0.5;8;2;9.24;4;;4;;;;;;
REA;2020;340022979;POLYCL ST ROCH;340000306;REAADU;4;868;4;4;0;35;0;39;3;4;;1.11;;;;;3;0.83;;2;0.55;;;;;;
REA;2020;340022979;POLYCL ST ROCH;340000306;SURVADU;6;2190;585;;;1165;;;;13;11;4.8;;;;5;1;5.79;;;;;;;;;
REA;2020;340022979;POLYCL ST ROCH;340000306;SURVENF;4;720;0;;;0;;;;0;5;2.05;6;2;3.88;2;;1.66;;;;;;;;;
REA;2020;340780634;CL ST JEAN;340000272;REAADU;12;1496;151;153;3;1192;21;36;46;5;5;7;1;;1;22;5;25.2;13;6;16;;1;0.5;4;1;4.5
REA;2020;340780634;CL ST JEAN;340000272;SURVADU;6;1904;470;;;1823;;;;;;;;;;4;1;4.8;;;;;;;;;
REA;2020;340780642;CL BEAU SOLEIL;340785856;SURVADU;6;2190;333;;;1525;;;;1;;1;;;;6;;6;6;;6;;;;;;
REA;2020;340780667;CL DU PARC;340000280;AUTSI;6;2190;99;;;1834;;;;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;340780667;CL DU PARC;340000280;REAADU;10;3650;413;431;31;3172;19;42;98;5;0;6;1;0;1;31;1;33.5;14;2;16;0;1;0.25;2;0;1
REA;2020;340780667;CL DU PARC;340000280;SITOT;14;5110;665;;;4602;;;;;;;;;;;;;;;;;;;;;
REA;2020;340780667;CL DU PARC;340000280;SURVADU;54;19710;2436;;;13557;;;;7;0;7;0;0;0;26;0;26;26;0;26;0;2;1;1;0;1
REA;2020;340780667;CL DU PARC;340000280;USIC;8;2920;566;;;2768;;;;7;0;7;1;0;1;13;0;13;9;0;9;0;0;0;0;0;0
REA;2020;340780675;CL CLEMENTVILLE;340000298;AUTSI;6;2196;347;;;1416;;;;;;;;1;0.5;7;2;6;2;;2;;;;1;;1
REA;2020;340780675;CL CLEMENTVILLE;340000298;SITOT;6;2196;347;;;1416;;;;;;;;;;;;;;;;;;;;;
REA;2020;340780675;CL CLEMENTVILLE;340000298;SURVADU;12;4392;354;;;2607;;;;;;;;1;0.5;4;1;3;2;;2;;;;1;;1
REA;2020;340780717;CL ST LOUIS;340023225;SURVADU;5;1825;188;;;706;;;;5;;5;1;1;1.1;3;;3;1;1;1.1;;;;;1;0.3
REA;2020;340780741;POLYCL STE THERESE;340000348;SURVADU;4;1460;107;;;148;;;;4;0;4;0;0;0;6;0;6;6;0;6;0;;;;;
REA;2020;340781608;CL DU MAS DE ROCHET;340015171;AUTSI;2;732;41;;;453;;;;1;1;0.65;;;;5;4;0.3;5;4;0.5;;1;0.05;6;7;0.16
REA;2020;340781608;CL DU MAS DE ROCHET;340015171;SITOT;2;732;41;;;453;;;;;;;;;;;;;;;;;;;;;
REA;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;AUTSI;32;11696;610;;;10640;;;;4;10;5.88;2;;1.67;46;;46.86;35;;32.39;;;;3;4;3.4
REA;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;REAADU;20;6425;714;793;39;5803;31;36;80;5;20;9.16;4;;4;52;;40.78;31;;24.77;;;;2;1;1.59
REA;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SITOT;32;11696;610;;;10640;;;;;;;;;;;;;;;;;;;;;
REA;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SURVADU;18;6337;1382;;;5479;;;;;26;2.29;;;0.5;24;;21.84;19;;18.64;;;;;1;0.7
REA;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;AUTSI;3;830;126;;;614;;;;;4;0.41;5;;4.6;21;;17.4;16;;15.58;;;;;;
REA;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;REAADU;16;5856;384;412;18;5388;13;46;30;8;6;8.72;3;;3;37;;35.78;24;;23.28;;;;;;
REA;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SITOT;19;6462;1375;;;6140;;;;;;;;;;;;;;;;;;;;;
REA;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SIUNV;16;5632;1249;;;5526;;;;;4;1.47;;;;6;;6;6;;5.92;;;;1;;0.5
REA;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SURVADU;20;6448;1707;;;6328;;;;;3;0.11;2;;1.1;29;;26.98;26;1;25.32;;;;;;
REA;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;AUTSI;22;8221;1138;;;6499;;;;;25;5.99;2;;2;46;;43.17;30;;26.65;;;;;;
REA;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;REAADU;34;13017;1449;1540;208;11672;18;40;110;8;14;13.9;10;;9.92;108;;103.39;76;;71.39;;;;6;1;6.3
REA;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SITOT;22;8221;1138;;;6499;;;;;;;;;;;;;;;;;;;;;
REA;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVADU;12;4326;548;;;3053;;;;;13;0.77;1;;1;15;;15.13;12;;11.91;;;;;;
REA;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVENF;8;2634;280;;;1865;;;;;17;1.35;10;1;9.64;4;1;3.98;10;;9.53;;;;;;
