BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2020;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;TYPE1;;;11;;;;3;662;71;0;0;0;0;0;0;545;6;2229;0;0;0;1893;547;2145;133;616;0;547;0;6;;549;;;;23;0;1;16;23;6;0;;0;0;0
PERINAT;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;TYPE2;;0;28;6;0;0;5;1630;109;139;6;0;0;0;0;1201;0;6333;1424;0;0;4566;1286;5805;305;1616;1;1263;23;6;0;1314;7437;11411;137;18;0;1;468;420;357;8;;12;0;0
PERINAT;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;TYPE1;;;15;0;;;4;958;100;0;0;0;0;0;0;730;65;3356;0;0;0;2251;718;3028;127;653;5;706;12;62;;731;1996;2549;357;79;0;1;135;120;64;7;;3;0;0
PERINAT;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;TYPE1;;0;6;;;;2;258;33;0;0;0;0;0;0;162;1;849;0;0;0;630;158;719;27;147;0;158;0;1;0;161;2846;1804;68;6;0;1;89;78;70;1;;1;0;0
PERINAT;2020;190000224;CLINIQUE LES CEDRES BRIVE;190000901;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;26;;0;0;;7;0;0
PERINAT;2020;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;;;;0;;;;;8;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;9;;3;0;;0;0;0
PERINAT;2020;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;TYPE2;;;;6;;;;0;0;113;6;0;0;0;0;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0
PERINAT;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;TYPE2;;1;23;8;4;;5;1653;84;207;1;160;1;0;0;1194;1;5576;1475;471;0;3501;1394;5144;291;1315;0;1381;13;2;;1407;;;;168;0;1;1;0;0;0;;3;0;0
PERINAT;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;TYPE3;EXT;1;70;16;15;12;8;4627;497;702;75;253;2;339;19;2438;2;18596;3650;5759;4131;7422;3177;15279;508;3811;0;3090;87;0;;3288;16755;11311;78;336;0;1;725;799;184;57;;85;1;472
PERINAT;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;TYPE2;;0;23;6;;;2;817;58;119;7;0;0;0;0;571;2;2822;1000;0;0;1814;657;2605;92;500;0;650;7;6;;668;5792;2459;88;61;0;1;78;53;32;5;;2;0;0
PERINAT;2020;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;455;2993;954;0;0;1;23;23;23;0;;0;0;0
PERINAT;2020;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;TYPE1;;0;14;;;;2;582;63;0;0;0;0;0;0;428;2;1905;0;0;0;1509;421;1716;41;232;0;420;1;2;0;428;2880;3572;65;22;0;1;79;76;56;6;0;0;0;0
PERINAT;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;TYPE3;EXT;1;34;13;6;6;5;3248;951;437;16;114;13;226;8;1614;1;9619;4503;739;2820;5777;1875;8158;422;2490;21;1825;50;1;0;1942;10573;11622;1031;152;0;1;577;568;430;28;;29;0;0
PERINAT;2020;220000095;CTRE HOSPITALIER DINAN;220000046;CPPR;;;5;0;0;0;0;540;65;200;11;0;0;0;0;270;1;1909;932;0;0;916;390;1728;99;587;0;384;6;5;;400;4104;3961;71;15;0;1;147;149;109;10;6;7;0;0
PERINAT;2020;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;TYPE1;;;10;;;;3;550;60;0;0;0;0;0;0;438;12;1958;0;0;0;1567;437;1837;110;574;0;436;1;11;;439;;;;30;0;1;164;199;130;3;;1;0;0
PERINAT;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;TYPE1;;0;13;;;;2;726;53;0;0;0;0;0;0;578;8;2633;0;0;0;2078;574;2381;117;591;0;572;2;8;0;578;3071;3014;;38;0;1;172;192;145;2;;3;0;0
PERINAT;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;775;1705;97;0;0;1;57;43;57;0;;0;0;0
PERINAT;2020;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;TYPE2;;1;26;6;0;0;5;1233;68;311;10;0;0;0;0;756;0;5168;1383;0;0;2963;1030;4785;225;1230;1;1016;14;7;;1044;;;;21;0;1;57;75;50;;0;2;0;0
PERINAT;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;TYPE2;;0;16;4;0;0;2;772;94;263;12;0;0;0;0;314;1;2862;1084;0;0;1237;514;2487;107;715;0;512;2;6;0;522;4036;2318;1289;12;0;1;158;144;91;5;0;1;0;0
PERINAT;2020;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;;;;0;;;;;15;12;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;4;14;3;0;;2;1;0
PERINAT;2020;240000372;C.H DE BERGERAC;240000059;TYPE1;;;15;;;;3;830;123;0;0;0;0;0;0;553;4;2411;0;0;0;1623;592;2162;94;454;0;591;1;4;;598;5928;5995;197;88;0;1;349;307;279;4;;1;0;0
PERINAT;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;TYPE2;;0;34;9;3;0;6;2053;215;308;86;120;9;0;0;1391;2;7913;1219;1321;0;4787;1579;7360;306;1849;3;1551;28;2;;1607;11397;3396;769;69;7;1;604;580;398;32;0;7;1;578
PERINAT;2020;240000687;CENTRE HOSPITALIER SARLAT;240000448;TYPE1;;;15;;;;3;300;44;0;0;0;0;0;0;224;5;954;0;0;0;763;224;906;41;216;0;224;0;5;;224;989;1784;;22;0;1;163;117;139;7;;0;0;0
PERINAT;2020;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;TYPE2;;;22;6;;;4;1403;93;210;9;0;0;0;0;1065;0;4761;1641;0;0;3369;1154;4416;188;982;0;1143;11;5;;1172;;;;129;0;1;220;254;177;11;;10;0;0
PERINAT;2020;250006954;CHRU JEAN MINJOZ;250000015;TYPE3;;1;56;22;11;10;7;3863;559;740;31;182;16;244;16;2053;1;14998;6358;2533;2472;7257;2674;12775;414;3042;22;2589;85;1;0;2759;4086;8861;2;138;0;1;397;434;205;52;12;49;1;281
PERINAT;2020;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;TYPE2;;;24;6;;;5;1366;150;245;8;0;0;0;0;873;4;4665;983;0;0;2949;1097;4412;214;1068;0;1081;16;9;;1121;;;;47;0;0;0;0;0;0;;2;1;241
PERINAT;2020;260000013;CH DE VALENCE;260000021;TYPE2;INT;1;41;12;6;0;5;2941;161;484;15;179;21;0;0;1945;35;11043;3569;1599;0;6118;2317;9706;481;2921;1;2269;48;42;;2384;8272;2980;;198;159;1;453;425;328;48;;35;0;0
PERINAT;2020;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;TYPE2;;;25;6;;;4;1731;167;188;15;0;0;0;0;1194;48;5751;1345;0;0;3893;1309;5085;267;1383;1;1292;17;15;;1332;5205;6336;388;164;0;1;204;255;98;16;13;8;0;0
PERINAT;2020;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;TYPE2;;1;32;6;;;6;2220;182;204;36;0;0;0;0;1588;13;8493;1902;0;0;5682;1709;7559;308;1937;1;1682;27;16;1;1747;8446;10176;195;122;0;1;399;322;164;27;8;11;0;0
PERINAT;2020;260000146;CH DE CREST;260000054;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;469;1438;;;;1;43;64;42;0;;0;0;
PERINAT;2020;260000286;CH DE DIE;260000104;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;886;2363;;;;1;31;22;31;0;;0;0;
PERINAT;2020;270000045;CH BERNAY;270000060;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;91;89;61;0;;0;0;0
PERINAT;2020;270000359;CH EVREUX CH EURE-SEINE;270023724;TYPE2;;0;34;8;2;;5;2860;444;288;27;72;7;0;0;1792;0;9938;1782;445;0;6609;2061;9137;408;2325;4;2032;29;14;0;2110;5203;6559;62;29;0;1;594;578;554;31;15;14;0;0
PERINAT;2020;270000367;CH GISORS;270000086;TYPE1;;;11;;;;2;595;57;0;0;0;0;0;0;459;6;1844;0;0;0;1519;455;1698;80;360;0;453;2;6;;460;2765;3013;;45;0;1;176;149;135;6;0;0;0;0
PERINAT;2020;270000391;CH LOUVIERS CHI ELBEUF;760024042;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;906;1099;407;0;0;1;65;60;65;0;;0;0;0
PERINAT;2020;270000425;CH PONT-AUDEMER;270000102;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;741;751;22;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;270000441;CH VERNEUIL-SUR-AVRE;270000110;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1028;1714;3;;;0;;;0;0;;0;0;
PERINAT;2020;270000458;CH VERNON CH EURE-SEINE;270023724;TYPE1;;0;12;;;;4;966;204;0;0;0;0;0;0;675;5;2831;0;0;0;2338;675;2681;108;569;0;670;5;5;0;681;2795;2782;26;26;0;1;225;306;210;9;;2;0;0
PERINAT;2020;280000084;CH DREUX;280000183;TYPE2;;0;22;8;;;4;2229;634;219;14;0;0;0;0;1100;0;6394;1462;0;0;3858;1235;5422;342;1882;0;1224;11;12;;1258;6722;3216;;51;1;1;373;309;273;21;;7;1;158
PERINAT;2020;280000662;CH CHATEAUDUN;280500075;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;318;2346;;0;0;1;51;22;51;0;;0;0;0
PERINAT;2020;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649;5729;474;;;0;;0;;;;;0;
PERINAT;2020;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TYPE2;;;41;12;6;0;5;2939;182;436;7;210;18;0;0;2087;0;11045;2671;1458;0;6475;2446;9994;403;2561;0;2402;44;12;;2508;9824;4097;240;353;11;1;320;397;229;29;;23;0;0
PERINAT;2020;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;40;46;27;2;;0;0;0
PERINAT;2020;290000025;CHIC QUIMPER;290020700;TYPE2;INT;1;40;12;3;;7;3039;193;374;12;89;12;0;0;2214;10;10628;3014;562;0;7339;2408;9585;375;1877;2;2379;29;8;;2455;8632;9622;62;254;0;1;632;559;307;34;6;24;0;0
PERINAT;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;TYPE2;;;19;4;;;3;711;52;122;11;0;0;0;0;493;1;2626;853;0;0;1770;544;2362;135;697;0;536;8;3;0;554;4856;6323;238;38;0;1;262;241;231;6;;9;1;0
PERINAT;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TYPE3;EXT;1;30;18;6;6;8;2843;137;623;27;172;12;243;9;1711;1;12601;4712;2177;2424;5951;2191;10839;467;3378;36;2121;70;0;;2266;9759;9278;143;107;0;1;391;505;206;38;0;46;1;363
PERINAT;2020;290000066;CHIC SITE DE CONCARNEAU;290020700;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1006;1675;33;;;0;;;;;;;0;
PERINAT;2020;290000140;CLINIQUE PASTEUR LANROZE;290000447;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;18;35;14;0;;0;0;0
PERINAT;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;TYPE1;;0;16;;;;2;626;56;0;0;0;0;0;0;526;4;2144;0;0;0;1750;527;2062;64;309;0;527;0;3;3;522;2105;2729;333;45;0;1;93;83;56;1;0;1;0;0
PERINAT;2020;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;747;1494;39;;;0;;0;;;;;0;
PERINAT;2020;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;TYPE1;;0;12;;;;2;305;35;0;0;0;0;0;0;209;5;935;0;0;0;710;211;833;50;236;0;211;0;3;;211;4139;2065;41;19;0;1;75;73;61;0;0;0;0;0
PERINAT;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;644;1120;36;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3593;2402;80;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;290004142;CLINIQUE DU GRAND LARGE;290022508;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;7;;0;0;;0;0;0
PERINAT;2020;290019777;POLYCLINIQUE DE KERAUDREN;290022508;TYPE2;;;37;7;;;9;2182;180;225;16;0;0;0;0;1555;2;8076;1272;0;0;5258;1767;7559;324;1938;1;1742;25;9;;1792;;;;71;0;1;259;239;207;15;13;11;1;224
PERINAT;2020;2A0000022;CH ND LA MISERICORDE;2A0000014;TYPE2;;1;19;3;3;0;3;1321;173;135;2;63;6;0;0;844;0;4897;837;189;0;3040;972;4492;180;1153;2;957;15;0;;994;12442;1220;3150;28;0;1;293;391;195;21;0;12;0;0
PERINAT;2020;2A0000139;CLINISUD;2A0000063;;;;1;;;;;29;28;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;13;;0;0;;1;0;0
PERINAT;2020;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;TYPE1;;;8;;;;2;290;41;0;0;0;0;0;0;212;2;972;0;0;0;798;211;898;48;258;0;211;0;2;;212;;;;1;0;1;74;73;64;1;;1;0;0
PERINAT;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;TYPE2;;0;22;5;2;0;3;1268;73;106;9;43;3;0;0;852;1;4887;636;254;0;3061;962;4420;234;1360;7;948;14;3;;984;8535;3957;;43;0;1;426;531;364;12;6;11;0;0
PERINAT;2020;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;TYPE1;;0;16;;;;2;593;45;0;0;0;0;0;0;485;8;2270;0;0;0;1771;482;2104;164;790;1;477;5;8;;487;;;;4;0;1;181;203;140;1;;3;0;0
PERINAT;2020;300000023;CH ALES CEVENNES;300780046;TYPE2;;;30;6;0;0;3;1629;228;166;7;0;0;0;0;993;4;5708;1184;0;0;3486;1078;4824;246;1379;6;1071;7;4;0;1089;6200;3907;115;32;0;1;417;459;299;8;;1;0;0
PERINAT;2020;300000031;CH LOUIS PASTEUR;300780053;TYPE2;;1;21;6;;;3;1079;114;236;12;0;0;0;0;596;0;4005;1041;0;0;1838;771;3393;98;615;2;761;10;5;;785;4412;3112;121;64;0;1;159;209;98;6;;1;0;0
PERINAT;2020;300780137;NOUVELLE CL BONNEFON;920028396;;;;;;;;;19;16;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;9;29;0;0;;0;0;0
PERINAT;2020;300781465;POLYCL KENNEDY;300000726;TYPE2;;0;22;6;;;3;1239;111;160;6;0;0;0;0;905;0;4429;882;0;0;3156;979;4083;230;1212;13;964;15;5;;995;;;;37;0;1;128;134;103;3;;4;0;0
PERINAT;2020;300782117;CHU NIMES CAREMEAU;300780038;TYPE3;;;38;15;9;6;5;6933;4055;446;6;32;0;271;4;1819;13;14801;4748;305;3746;6007;2181;11737;518;4229;9;2088;93;16;;2308;17524;5643;97;128;0;1;656;563;272;104;2;95;1;256
PERINAT;2020;300788502;POLYCL GRAND SUD;300017985;TYPE1;;0;30;;;;5;1713;255;0;0;0;0;0;0;1380;18;5487;0;0;0;4577;1371;5304;341;1678;10;1366;5;14;;1384;;;;88;0;1;99;246;82;0;;0;0;0
PERINAT;2020;310000310;CH COMMINGES PYRENEES SITE PLANCARD;310780671;TYPE1;;;14;;;;2;745;69;0;0;0;0;0;0;451;7;2495;0;0;0;1650;444;1874;92;531;0;440;4;7;;448;5493;1736;;40;0;1;83;;30;3;;1;0;0
PERINAT;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;TYPE3;;0;104;22;21;14;8;8341;1519;760;32;655;36;454;10;4349;8;34082;6306;6671;4565;15674;4994;27045;1180;9212;159;4835;159;6;;5256;19968;12690;408;196;0;1;911;982;323;128;41;159;1;423
PERINAT;2020;310026083;CL RIVE GAUCHE;310026075;TYPE2;;1;51;9;;;12;4374;331;493;49;0;0;0;0;3326;58;16311;2450;0;0;10800;3673;14934;546;3168;12;3635;38;47;;3733;;;;273;0;1;167;303;94;12;28;28;0;0
PERINAT;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;TYPE1;;0;22;0;;;10;2203;193;0;0;0;0;0;0;1807;35;7095;0;0;0;5716;1797;6406;401;1925;2;1781;16;22;;1819;;;;276;0;1;178;259;117;8;;21;1;530
PERINAT;2020;310780283;CL DE L'UNION;310000112;TYPE2;;1;21;6;;;4;1181;66;178;8;0;0;0;0;846;3;4640;1440;0;0;2725;948;3886;181;966;8;939;9;11;;957;;;;41;0;1;21;25;10;0;;10;0;0
PERINAT;2020;310780382;CL AMBROISE PARE;310000179;TYPE2;;;44;9;6;;8;2197;170;320;4;185;4;0;0;1488;17;8808;2921;1049;0;5045;1677;7567;388;2411;16;1659;18;19;;1705;;;;80;0;1;211;215;128;3;;6;0;0
PERINAT;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;TYPE1;;;39;0;0;0;5;2966;277;0;0;0;0;0;0;2492;37;10504;0;0;0;8755;2473;10070;400;2121;4;2460;13;37;;2486;11568;7128;;254;0;1;964;1144;361;88;;4;0;0
PERINAT;2020;310781505;CL D'OCCITANIE;310000492;TYPE1;;0;20;;;;3;726;66;0;0;0;0;0;0;538;2;2706;0;0;0;2162;534;2475;143;820;0;529;5;0;;542;;;;3;0;1;52;96;44;1;2;1;0;0
PERINAT;2020;320000086;CH AUCH EN GASCOGNE;320780117;TYPE2;;0;20;4;0;0;5;1176;93;102;14;0;0;0;0;813;1;4295;802;0;0;2748;876;3747;165;975;0;870;6;8;56;888;5996;5824;63;95;0;1;206;215;147;6;10;11;0;0
PERINAT;2020;320780067;POLYCL DE GASCOGNE;320000052;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;12;19;11;;;0;0;0
PERINAT;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;TYPE1;;0;38;0;0;0;6;2942;187;0;0;0;0;0;0;2485;15;10802;0;0;0;8886;2495;10187;468;2588;0;2479;16;15;0;2519;10432;10200;1107;171;1;1;209;277;25;20;;55;0;0
PERINAT;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;TYPE1;;;18;;;;3;1345;138;0;0;0;0;0;0;1058;17;4391;0;0;0;3529;1048;4057;172;790;0;1041;7;11;;1060;4868;2969;;87;0;1;209;292;71;18;1;1;0;0
PERINAT;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;TYPE1;;;10;;;;2;532;76;0;0;0;0;0;0;385;6;1440;0;0;0;1159;383;1324;74;335;1;380;3;6;;387;5795;2093;134;76;0;1;73;128;30;9;;2;0;0
PERINAT;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;TYPE1;;;18;;;;4;1117;134;0;0;0;0;0;0;695;7;3482;0;0;0;2484;694;2903;143;725;0;689;5;6;;700;1617;3424;248;57;27;1;304;237;201;21;6;1;0;0
PERINAT;2020;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1235;686;47;;;0;;7;;;;;0;
PERINAT;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TYPE2;;1;30;9;3;;5;2195;127;129;12;185;9;0;0;1604;0;8066;906;2574;0;5242;1749;7207;451;2543;9;1720;29;4;;1793;20529;5380;483;219;0;1;456;398;269;32;4;7;0;0
PERINAT;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;TYPE1;;0;30;;;;6;1921;345;0;0;0;0;0;0;1356;14;6279;0;0;0;5016;1355;5750;204;1090;0;1353;2;13;;1359;;;;63;0;0;0;0;0;0;0;0;0;0
PERINAT;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TYPE2;;0;46;6;;;7;3567;348;339;24;0;0;0;0;2594;1;13190;1938;0;0;8623;2815;11832;615;3379;10;2774;41;16;;2877;;;;153;0;1;41;38;35;0;;33;0;0
PERINAT;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TYPE1;;0;12;;;;2;362;42;0;0;0;0;0;0;246;6;1117;0;0;0;789;243;941;54;288;0;240;3;5;;248;4269;625;;35;0;1;42;98;20;0;;0;0;0
PERINAT;2020;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;TYPE1;;0;13;0;0;0;2;540;91;0;0;0;0;0;0;373;0;1546;0;0;0;1244;375;1444;82;417;0;375;0;5;0;380;51;547;0;57;0;1;81;91;11;4;0;7;0;0
PERINAT;2020;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TYPE3;;;72;58;37;18;13;9407;2048;645;30;598;4;1054;260;4362;2;35938;3454;11651;6605;17045;5466;30576;1260;9814;56;5296;170;37;;5714;;9923;;290;0;1;1546;1754;631;280;50;187;1;526
PERINAT;2020;330782582;POLYCLINIQUE JEAN VILLAR;330000928;TYPE1;;;25;;;;4;1777;560;0;0;0;0;0;0;1034;10;4353;0;0;0;3464;1030;3938;221;1039;0;1021;9;10;;1042;;;;99;0;1;79;127;0;4;;13;1;714
PERINAT;2020;340000033;CH BEZIERS;340780055;TYPE2;;;26;6;3;;3;1863;210;367;35;1;0;0;0;1151;2;6371;2828;1;0;3347;1297;5361;218;1414;9;1270;27;10;;1336;;6413;;220;0;1;580;722;340;41;5;6;0;0
PERINAT;2020;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TYPE2;;0;18;6;;;3;754;72;154;14;0;0;0;0;472;0;2570;802;0;0;1650;551;2284;128;647;2;543;8;1;;563;;;;17;1;1;333;334;254;10;0;1;0;0
PERINAT;2020;340009885;POLYCL CHAMPEAU;340009877;TYPE1;;;32;;;;4;2151;240;0;0;0;0;0;0;1647;14;6706;0;0;0;5230;1636;6002;352;1671;0;1619;17;14;;1663;;;;116;0;1;91;90;30;8;;18;0;0
PERINAT;2020;340022979;POLYCL ST ROCH;340000306;TYPE2;;1;71;6;0;0;10;4211;420;472;33;0;0;0;0;3062;0;15890;2407;0;0;10446;3455;15062;714;3996;18;3399;56;15;;3515;;;;141;0;1;468;556;288;17;0;20;1;802
PERINAT;2020;340780675;CL CLEMENTVILLE;340000298;TYPE2;;0;39;6;;;7;2262;238;231;15;0;0;0;0;1637;1;8156;1055;0;0;5464;1833;7626;415;2256;2;1816;17;12;10;1868;;;;165;0;1;433;474;283;15;;10;0;0
PERINAT;2020;340780717;CL ST LOUIS;340023225;TYPE1;;;10;;;;2;443;69;0;0;0;0;0;0;326;2;1246;0;0;0;1055;324;1159;64;309;0;321;3;0;;327;;;;55;0;1;95;84;78;1;;0;0;0
PERINAT;2020;340780741;POLYCL STE THERESE;340000348;TYPE1;;;25;0;0;0;2;871;143;0;0;0;0;0;0;545;9;2478;0;0;0;1719;545;2096;127;613;0;541;4;9;;549;;;;63;0;1;193;189;141;7;1;3;0;0
PERINAT;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TYPE3;EXT;1;74;20;18;14;10;4852;600;650;5;646;23;283;6;2875;5;21572;6772;5881;4477;10297;3555;18823;848;6725;35;3440;115;3;3;3729;;;616;152;1;1;1088;1114;616;62;40;103;1;527
PERINAT;2020;350000121;CHP SAINT GREGOIRE;350000303;TYPE2;;;46;9;;;5;2406;146;517;81;0;0;0;0;1502;11;10028;2493;0;0;5229;1947;9025;332;2068;8;1923;24;14;;1990;;;;78;0;1;24;31;0;0;;17;0;0
PERINAT;2020;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;TYPE2;;;53;9;;;8;4214;310;564;25;0;0;0;0;3104;33;16828;3304;0;0;11002;3591;15875;584;3576;3;3545;46;25;;3651;8356;17407;733;341;0;1;12;0;0;0;;52;1;743
PERINAT;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TYPE2;;0;25;6;0;0;4;1805;123;166;17;0;0;0;0;1344;14;7242;1350;0;0;4989;1404;6404;292;1650;3;1385;19;24;;1425;8617;5388;577;44;0;1;383;344;284;11;;6;0;0
PERINAT;2020;350000154;C.H FOUGERES;350000030;TYPE2;;1;14;4;;;4;915;88;309;9;0;0;0;0;489;12;3493;1308;0;0;1762;743;3269;149;833;0;731;12;11;;763;8060;4122;196;20;0;1;119;75;66;2;;3;0;0
PERINAT;2020;350000162;CHIRC SITE REDON;350000048;TYPE1;;0;12;;;;3;668;63;0;0;0;0;0;0;500;7;2355;0;0;0;1867;525;2225;108;609;0;523;2;9;;535;7734;3951;207;40;0;1;179;143;143;4;;2;0;0
PERINAT;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;TYPE2;;;17;4;;;2;972;95;208;9;0;0;0;0;540;0;3629;1155;0;0;2059;708;3295;113;654;1;703;5;2;;717;;;;20;0;1;39;75;14;3;;3;0;0
PERINAT;2020;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TYPE3;EXT;1;73;18;21;12;15;4966;490;426;13;423;19;244;15;3222;11;22673;6085;7494;3914;13318;3667;19822;636;4958;49;3580;87;10;;3786;10961;15173;346;61;1;1;1664;1833;739;80;56;56;1;297
