BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2320;13;2;15.16;1;1
BLOCS_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2510;35;5;36.91;1;0
BLOCS_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N4130;;;;1;0
BLOCS_P;2020;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;NAUT;8;5;12.26;1;0
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;M100H;0;1;0.2;;
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;M1030;2;7;5.2;0;1
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;M200H;0;7;1.25;;
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2200;5;7;9.09;1;1
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2310;1;5;2.89;1;1
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2320;10;1;10.51;1;1
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N2510;8;3;9.65;1;0
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;N4160;;;;1;0
BLOCS_P;2020;310019351;HOPITAL LARREY CHU TLSE;310781406;NAUT;1;1;1.1;;
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;M100H;39;63;70.5;0;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;M1030;16;1;17;1;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;M200H;66;8;68;1;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N2200;8;3;10;0;0
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N2310;6;2;7;0;0
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N2320;30;6;33;0;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N2510;8;;8;0;0
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N4130;2;;2;0;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;N4160;2;;2;0;1
BLOCS_P;2020;310026083;CL RIVE GAUCHE;310026075;NAUT;6;;6;0;1
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;M100H;79;;79;1;0
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;M1030;23;;23;1;0
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;M200H;87;;87;0;1
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2200;67;15;76.7;0;1
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2320;2;3;2.6;0;1
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2510;2;;0.6;0;0
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N4130;2;1;3.1;0;1
BLOCS_P;2020;310026927;CL CAPIO LA CROIX DU SUD;310026794;N4160;5;0;4.14;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;M100H;1;;1;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;M1030;11;3;12.5;0;1
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;M200H;54;13;60.5;0;1
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2200;37;17;47.85;0;1
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2310;2;1;2.64;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2320;3;0;2.87;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N2510;6;1;5.7;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;N4160;3;0;2.64;0;0
BLOCS_P;2020;310780150;CL MEDIPOLE GARONNE;310788799;NAUT;27;2;28.15;;0
BLOCS_P;2020;310780259;CL PASTEUR;310000096;M100H;53;;53;1;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;M1030;26;;26;1;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;M200H;27;;27;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N2200;131;6;103.16;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N2310;3;4;4.75;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N2320;6;;4.87;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N2510;11;;9.12;0;0
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N4130;4;;4.15;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;N4160;8;;7.35;0;1
BLOCS_P;2020;310780259;CL PASTEUR;310000096;NAUT;22;;15.83;0;0
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;M1030;13;5;15.5;1;1
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;M200H;50;;6;0;1
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;N2200;84;24;91.14;;
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;N2320;2;2;3.4;;
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;N2510;10;5;16.85;;
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;N4160;4;;3.7;;
BLOCS_P;2020;310780283;CL DE L'UNION;310000112;NAUT;1;1;1.66;;
BLOCS_P;2020;310780366;CL MONIE;310000153;M100H;2;1;2.4;0;1
BLOCS_P;2020;310780366;CL MONIE;310000153;M1030;;1;0.5;0;1
BLOCS_P;2020;310780366;CL MONIE;310000153;N2200;;1;0.71;0;0
BLOCS_P;2020;310780366;CL MONIE;310000153;N2510;;2;1.79;0;0
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;M100H;;;;0;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;M1030;9;;9;1;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;M200H;37;7;39;0;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;N2200;12;8;17.76;0;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;N2320;10;6;15.01;0;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;N2510;;;0.22;0;0
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;N4160;2;;2;0;1
BLOCS_P;2020;310780382;CL AMBROISE PARE;310000179;NAUT;22;3;22.88;0;0
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;M100H;25;4;27;;1
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;M1030;11;;11;;1
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;M200H;42;15;48;;1
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;N2200;48;24;62.97;;
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;N2320;1;;0.48;;
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;N2510;3;1;2.33;;
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;N4160;4;;3.36;;
BLOCS_P;2020;310781000;CL DES CEDRES;310788880;NAUT;11;1;7.85;;
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;M100H;;3;0.56;0;0
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;M1030;;11;6.13;1;1
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;M200H;;20;4.06;1;1
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2200;13;7;16.69;0;0
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2310;3;0;3.17;0;1
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2320;3;3;3.39;0;1
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N2510;1;1;1.43;0;0
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;N4160;1;0;1;0;0
BLOCS_P;2020;310781067;HOPITAL JOSEPH DUCUING;310788898;NAUT;;1;0.9;0;1
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;M100H;;21;;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;M1030;;10;;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;M200H;25;8;;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;N2200;27;8;23.97;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;N2320;3;1;4;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;N2510;8;;7;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;N4160;2;;2;;
BLOCS_P;2020;310781505;CL D'OCCITANIE;310000492;NAUT;18;1;15.09;;
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;M1030;7;5;8.95;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;M200H;12;4;12.66;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N2200;19;3;18.93;;
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N2310;9;4;11.59;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N2320;5;4;7.28;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N2510;11;3;12.02;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N4160;1;1;1.89;;1
BLOCS_P;2020;310782347;INSTITUT CLAUDIUS REGAUD;310789136;NAUT;2;0;2;;
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M100H;;1;1.07;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M1030;18;19;21.74;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;M200H;;23;7.18;0;0
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2200;70;12;71.67;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2310;30;25;44.11;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2320;31;2;33.73;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N2510;44;5;46.58;1;0
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;N4130;;;;1;1
BLOCS_P;2020;310783048;HOPITAL PURPAN CHU TLSE;310781406;NAUT;4;1;5.26;;
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M100H;0;6;1.57;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1030;16;21;25;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M200H;;;;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2200;60;35;75.91;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2310;36;23;48.14;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2320;25;8;30.9;1;1
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N2510;68;10;71.13;1;0
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4130;13;6;16;1;0
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4160;1;0;1;0;0
BLOCS_P;2020;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NAUT;3;3;5.4;;
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;M100H;0;3;0.45;1;1
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;M1030;2;1;2.84;1;1
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;M200H;0;9;2.11;1;1
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2200;9;2;10.7;0;0
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2310;12;0;12;0;1
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2320;12;2;13.6;0;1
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;N2510;16;1;16.5;0;0
BLOCS_P;2020;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;1;2;2.35;0;0
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;M100H;;3;0.79;0;1
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;M1030;4;;4;0;1
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;M200H;8;23;10.86;0;1
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;N2200;14;3;14.51;;
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;N2310;2;;2;;
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;N2320;;1;0.68;;
BLOCS_P;2020;320780067;POLYCL DE GASCOGNE;320000052;NAUT;6;;6;;
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M100H;2;;0.6;0;0
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M1030;1;;1.1;0;0
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M200H;;;0.1;;
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2200;5;;2.9;0;0
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2320;;1;0.6;0;0
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N4160;1;;0.2;0;0
BLOCS_P;2020;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;1;;0.5;;
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;M1030;21;16;22.96;1;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;M200H;41;6;44.65;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2200;42;17;51.27;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2310;12;12;18.58;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2320;17;6;18.61;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;11;0;18.95;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N4130;;;;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;N4160;6;0;5.72;0;1
BLOCS_P;2020;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;17;4;16.05;0;1
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M100H;5;2;0.3;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1030;3;7;5.8;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M200H;14;1;12.6;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2200;6;2;11.08;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2310;7;;6.99;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2320;10;;6.7;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2510;3;;3;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N4160;1;;1;;
BLOCS_P;2020;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;2;;1.2;;
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;M1030;3;3;4.95;;1
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;M200H;6;2;4.71;;1
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2200;9;;9.33;;1
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2310;8;;6.36;;1
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2320;5;;4.67;;1
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N2510;5;1;6.04;0;0
BLOCS_P;2020;330000571;CH DE LA HAUTE GIRONDE;330781220;N4160;1;;0.1;0;0
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M100H;;;;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1030;5;;4.31;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M200H;;3;0.72;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2200;4;8;7.83;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2310;6;3;7.85;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2320;5;1;6.31;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2510;1;1;1.83;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4130;;;;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4160;;1;0.5;0;1
BLOCS_P;2020;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;2;2;1.92;0;1
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M100H;;7;0.89;0;1
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1030;;12;11.35;1;0
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M200H;;27;11.38;0;1
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2200;23;4;24.27;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2310;13;12;22.3;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2320;9;7;15.52;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2510;12;3;14.51;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4130;1;1;1.37;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4160;3;;1.72;;
BLOCS_P;2020;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;18;1;18.65;;
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;M100H;3;1;3.83;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;M1030;6;4;8.39;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;M200H;10;11;11.34;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N2200;10;1;10.59;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N2310;15;5;17.14;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N2320;7;2;6.34;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N2510;6;;6;0;0
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N4130;4;1;4.4;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;N4160;;1;0.5;0;1
BLOCS_P;2020;330000662;INSTITUT BERGONIE;330781329;NAUT;17;1;12.88;0;0
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M100H;0;6;2.5;0;1
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M1030;4;0;4;0;1
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;M200H;2;22;15;0;1
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;N2200;8;7;11.53;0;1
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;N2310;4;;4;;
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;N2510;4;1;4.7;;
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;N4160;1;0;1;0;1
BLOCS_P;2020;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;NAUT;3;4;4.83;0;0
BLOCS_P;2020;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M100H;20;;20;;
BLOCS_P;2020;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M1030;11;;11;;
BLOCS_P;2020;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;M200H;80;;80;;
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M100H;14;11;18.5;1;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M1030;12;;12;1;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;M200H;13;28;30;0;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N2200;32;2;33.3;0;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N2310;9;;9;0;0
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N2320;2;;2;0;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N2510;3;1;3.3;0;0
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N4130;6;;6;0;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;N4160;4;;4;0;1
BLOCS_P;2020;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;NAUT;2;4;4;0;0
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M100H;16;5;19;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M1030;9;0;9;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;M200H;18;34;35;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;N2200;30;2;31.03;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;N2320;2;;2;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;N2510;3;;3;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;N4130;;;;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;N4160;1;;1;0;1
BLOCS_P;2020;330780115;CLINIQUE TIVOLI-DUCOS;330000076;NAUT;;;;0;1
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;M100H;;;;0;1
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;M1030;4;;4;0;1
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;M200H;18;10;23;0;1
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;N2200;14;1;14.43;0;1
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;N2510;5;3;7.15;0;0
BLOCS_P;2020;330780206;CLINIQUE D'ARCACHON;330000126;N4160;1;;1;0;1
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M100H;;12;2.4;0;1
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1030;;13;2.4;1;0
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M200H;;35;7;1;0
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2200;34;1;34.34;0;1
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2510;4;;4;0;1
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N4160;1;;1;0;0
BLOCS_P;2020;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NAUT;13;2;15.13;0;0
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M1030;;7;6;0;1
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M200H;;23;7.1;0;1
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;N2200;11;20;24.3;0;1
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;N2310;4;;4;0;0
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;N2510;4;;4;0;0
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;N4160;2;;1.85;0;0
BLOCS_P;2020;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;NAUT;3;;1.8;0;0
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M100H;;;;1;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1030;;16;12;1;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M200H;63;;60;1;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2200;50;8;55.71;0;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2310;;3;2.08;0;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2320;2;1;2.32;0;1
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2510;13;4;17.51;0;0
BLOCS_P;2020;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4160;4;;4;0;1
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M1030;2;2;3;0;0
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M200H;32;0;32;0;1
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;N2200;8;1;8.5;0;1
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;N2510;3;0;3;0;0
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;N4160;1;0;1;0;1
BLOCS_P;2020;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;NAUT;3;2;4;0;0
BLOCS_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M100H;1;;1;0;1
BLOCS_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1030;2;2;3;0;1
BLOCS_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M200H;7;14;9.04;0;1
BLOCS_P;2020;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2200;5;14;10.5;0;
